year_month,ze2020,target_proxy_establishment_creations_count
2010-12,2804,735
2010-12,2805,135
2010-12,2806,54
2010-12,2807,155
2010-12,2808,337
2010-12,2809,63
2010-12,2810,62
2010-12,2811,155
2010-12,2812,53
2010-12,2813,222
2010-12,2814,120
2010-12,2815,622
2010-12,2816,84
2010-12,2817,98
2010-12,2818,41
2010-12,2819,78
2010-12,3201,72
2010-12,3202,293
2010-12,3203,141
2010-12,3204,87
2010-12,3205,156
2010-12,3206,115
2010-12,3207,143
2010-12,3208,113
2010-12,3209,96
2010-12,3210,152
2010-12,3211,263
2010-12,3212,153
2010-12,3213,253
2010-12,3214,65
2010-12,3215,213
2010-12,3216,1087
2010-12,3217,143
2010-12,3218,436
2010-12,3219,110
2010-12,3220,171
2010-12,3221,144
2010-12,3222,397
2010-12,4401,40
2010-12,4402,81
2010-12,4403,141
2010-12,4404,140
2010-12,4405,232
2010-12,4406,111
2010-12,4407,171
2010-12,4408,50
2010-12,4409,236
2010-12,4410,440
2010-12,4411,396
2010-12,4412,548
2010-12,4413,325
2010-12,4414,129
2010-12,4415,76
2010-12,4416,78
2010-12,4417,88
2010-12,4418,67
2010-12,4419,155
2010-12,4420,79
2010-12,4421,78
2010-12,4422,104
2010-12,4423,802
2010-12,4424,205
2010-12,4425,250
2010-12,4426,67
2010-12,4427,111
2010-12,5201,85
2010-12,5202,486
2010-12,5203,187
2010-12,5204,51
2010-12,5205,29
2010-12,5206,171
2010-12,5207,122
2010-12,5208,61
2010-12,5209,57
2010-12,5210,267
2010-12,5211,175
2010-12,5212,443
2010-12,5213,113
2010-12,5214,100
2010-12,5215,51
2010-12,5216,1404
2010-12,5217,101
2010-12,5218,43
2010-12,5219,283
2010-12,5220,93
2010-12,5221,37
2010-12,5301,110
2010-12,5302,355
2010-12,5303,76
2010-12,5304,93
2010-12,5305,43
2010-12,5306,53
2010-12,5307,100
2010-12,5308,149
2010-12,5309,303
2010-12,5310,118
2010-12,5311,36
2010-12,5312,95
2010-12,5313,452
2010-12,5314,43
2010-12,5315,852
2010-12,5316,141
2010-12,5317,184
2010-12,5318,296
2010-12,5319,72
2010-12,7501,172
2010-12,7502,222
2010-12,7503,613
2010-12,7504,144
2010-12,7505,1610
2010-12,7506,93
2010-12,7507,117
2010-12,7508,67
2010-12,7509,137
2010-12,7510,216
2010-12,7511,95
2010-12,7512,332
2010-12,7513,263
2010-12,7514,131
2010-12,7515,75
2010-12,7516,190
2010-12,7517,262
2010-12,7518,121
2010-12,7519,134
2010-12,7520,240
2010-12,7521,106
2010-12,7522,347
2010-12,7523,202
2010-12,7524,300
2010-12,7525,84
2010-12,7526,164
2010-12,7527,77
2010-12,7528,134
2010-12,7529,120
2010-12,7530,39
2010-12,7531,79
2010-12,7532,94
2010-12,7601,217
2010-12,7602,254
2010-12,7603,210
2010-12,7604,246
2010-12,7605,78
2010-12,7606,270
2010-12,7607,132
2010-12,7608,277
2010-12,7609,88
2010-12,7610,174
2010-12,7611,103
2010-12,7612,192
2010-12,7613,63
2010-12,7614,92
2010-12,7615,210
2010-12,7616,1380
2010-12,7617,283
2010-12,7618,543
2010-12,7619,79
2010-12,7620,786
2010-12,7621,196
2010-12,7622,172
2010-12,7623,157
2010-12,7624,330
2010-12,7625,1841
2010-12,8401,459
2010-12,8402,161
2010-12,8403,92
2010-12,8404,52
2010-12,8405,273
2010-12,8406,245
2010-12,8407,342
2010-12,8408,489
2010-12,8409,1109
2010-12,8410,90
2010-12,8411,211
2010-12,8412,111
2010-12,8413,697
2010-12,8414,149
2010-12,8415,313
2010-12,8416,355
2010-12,8417,81
2010-12,8418,251
2010-12,8419,99
2010-12,8420,86
2010-12,8421,1744
2010-12,8422,193
2010-12,8423,118
2010-12,8424,107
2010-12,8425,48
2010-12,8426,155
2010-12,8427,104
2010-12,8428,608
2010-12,8429,46
2010-12,8430,65
2010-12,8431,413
2010-12,8432,139
2010-12,8433,238
2010-12,8434,190
2010-12,8435,221
2010-12,9301,866
2010-12,9302,233
2010-12,9303,179
2010-12,9304,1151
2010-12,9305,123
2010-12,9306,231
2010-12,9307,177
2010-12,9308,166
2010-12,9309,245
2010-12,9310,251
2010-12,9311,165
2010-12,9312,559
2010-12,9313,307
2010-12,9314,161
2010-12,9315,1283
2010-12,9316,90
2010-12,9317,230
2010-12,9318,1004
2011-01,0051,237
2011-01,0052,354
2011-01,0053,800
2011-01,0054,428
2011-01,0055,147
2011-01,0056,125
2011-01,0057,205
2011-01,0058,95
2011-01,0059,355
2011-01,0060,254
2011-01,0061,128
2011-01,0062,131
2011-01,0063,221
2011-01,0064,195
2011-01,1101,974
2011-01,1102,122
2011-01,1103,193
2011-01,1104,881
2011-01,1105,369
2011-01,1106,795
2011-01,1107,331
2011-01,1108,301
2011-01,1109,9634
2011-01,1110,99
2011-01,1111,137
2011-01,1112,1433
2011-01,1113,831
2011-01,1114,1339
2011-01,1115,1161
2011-01,2401,285
2011-01,2402,342
2011-01,2403,358
2011-01,2404,77
2011-01,2405,362
2011-01,2406,78
2011-01,2407,132
2011-01,2408,101
2011-01,2409,212
2011-01,2410,799
2011-01,2411,86
2011-01,2412,155
2011-01,2413,1226
2011-01,2414,113
2011-01,2415,78
2011-01,2701,62
2011-01,2702,287
2011-01,2703,104
2011-01,2704,197
2011-01,2705,252
2011-01,2706,566
2011-01,2707,272
2011-01,2708,179
2011-01,2709,106
2011-01,2710,127
2011-01,2711,733
2011-01,2712,111
2011-01,2713,336
2011-01,2714,193
2011-01,2715,277
2011-01,2716,131
2011-01,2717,184
2011-01,2718,177
2011-01,2801,83
2011-01,2802,146
2011-01,2803,107
2011-01,2804,1011
2011-01,2805,309
2011-01,2806,119
2011-01,2807,172
2011-01,2808,270
2011-01,2809,172
2011-01,2810,94
2011-01,2811,223
2011-01,2812,86
2011-01,2813,407
2011-01,2814,147
2011-01,2815,1093
2011-01,2816,162
2011-01,2817,202
2011-01,2818,71
2011-01,2819,139
2011-01,3201,166
2011-01,3202,565
2011-01,3203,294
2011-01,3204,213
2011-01,3205,292
2011-01,3206,204
2011-01,3207,175
2011-01,3208,205
2011-01,3209,141
2011-01,3210,303
2011-01,3211,493
2011-01,3212,257
2011-01,3213,338
2011-01,3214,154
2011-01,3215,365
2011-01,3216,1784
2011-01,3217,279
2011-01,3218,671
2011-01,3219,226
2011-01,3220,349
2011-01,3221,233
2011-01,3222,472
2011-01,4401,88
2011-01,4402,151
2011-01,4403,235
2011-01,4404,233
2011-01,4405,391
2011-01,4406,247
2011-01,4407,305
2011-01,4408,142
2011-01,4409,413
2011-01,4410,765
2011-01,4411,715
2011-01,4412,879
2011-01,4413,639
2011-01,4414,194
2011-01,4415,128
2011-01,4416,192
2011-01,4417,175
2011-01,4418,122
2011-01,4419,152
2011-01,4420,148
2011-01,4421,123
2011-01,4422,188
2011-01,4423,1478
2011-01,4424,340
2011-01,4425,438
2011-01,4426,114
2011-01,4427,197
2011-01,5201,136
2011-01,5202,683
2011-01,5203,387
2011-01,5204,84
2011-01,5205,87
2011-01,5206,242
2011-01,5207,240
2011-01,5208,86
2011-01,5209,84
2011-01,5210,273
2011-01,5211,233
2011-01,5212,545
2011-01,5213,187
2011-01,5214,182
2011-01,5215,96
2011-01,5216,1822
2011-01,5217,125
2011-01,5218,85
2011-01,5219,472
2011-01,5220,169
2011-01,5221,86
2011-01,5301,216
2011-01,5302,618
2011-01,5303,154
2011-01,5304,180
2011-01,5305,109
2011-01,5306,108
2011-01,5307,128
2011-01,5308,255
2011-01,5309,403
2011-01,5310,201
2011-01,5311,121
2011-01,5312,170
2011-01,5313,533
2011-01,5314,78
2011-01,5315,1408
2011-01,5316,310
2011-01,5317,296
2011-01,5318,481
2011-01,5319,139
2011-01,7501,299
2011-01,7502,425
2011-01,7503,1065
2011-01,7504,263
2011-01,7505,3290
2011-01,7506,165
2011-01,7507,278
2011-01,7508,160
2011-01,7509,267
2011-01,7510,448
2011-01,7511,273
2011-01,7512,633
2011-01,7513,417
2011-01,7514,285
