year_month,ze2020,target_proxy_establishment_creations_count
2007-10,3222,346
2007-10,4401,64
2007-10,4402,97
2007-10,4403,162
2007-10,4404,103
2007-10,4405,214
2007-10,4406,106
2007-10,4407,170
2007-10,4408,63
2007-10,4409,194
2007-10,4410,473
2007-10,4411,419
2007-10,4412,522
2007-10,4413,346
2007-10,4414,79
2007-10,4415,69
2007-10,4416,98
2007-10,4417,84
2007-10,4418,57
2007-10,4419,98
2007-10,4420,98
2007-10,4421,84
2007-10,4422,94
2007-10,4423,934
2007-10,4424,229
2007-10,4425,268
2007-10,4426,62
2007-10,4427,82
2007-10,5201,85
2007-10,5202,369
2007-10,5203,166
2007-10,5204,49
2007-10,5205,50
2007-10,5206,169
2007-10,5207,98
2007-10,5208,53
2007-10,5209,46
2007-10,5210,159
2007-10,5211,163
2007-10,5212,311
2007-10,5213,102
2007-10,5214,101
2007-10,5215,63
2007-10,5216,1111
2007-10,5217,98
2007-10,5218,54
2007-10,5219,295
2007-10,5220,80
2007-10,5221,47
2007-10,5301,115
2007-10,5302,348
2007-10,5303,80
2007-10,5304,119
2007-10,5305,64
2007-10,5306,61
2007-10,5307,77
2007-10,5308,136
2007-10,5309,210
2007-10,5310,109
2007-10,5311,62
2007-10,5312,115
2007-10,5313,297
2007-10,5314,57
2007-10,5315,748
2007-10,5316,234
2007-10,5317,179
2007-10,5318,273
2007-10,5319,72
2007-10,7501,166
2007-10,7502,239
2007-10,7503,527
2007-10,7504,165
2007-10,7505,1518
2007-10,7506,120
2007-10,7507,151
2007-10,7508,99
2007-10,7509,150
2007-10,7510,182
2007-10,7511,105
2007-10,7512,361
2007-10,7513,234
2007-10,7514,147
2007-10,7515,73
2007-10,7516,167
2007-10,7517,342
2007-10,7518,90
2007-10,7519,161
2007-10,7520,193
2007-10,7521,80
2007-10,7522,408
2007-10,7523,289
2007-10,7524,364
2007-10,7525,98
2007-10,7526,145
2007-10,7527,80
2007-10,7528,162
2007-10,7529,87
2007-10,7530,52
2007-10,7531,72
2007-10,7532,104
2007-10,7601,165
2007-10,7602,325
2007-10,7603,282
2007-10,7604,218
2007-10,7605,85
2007-10,7606,333
2007-10,7607,118
2007-10,7608,308
2007-10,7609,86
2007-10,7610,167
2007-10,7611,89
2007-10,7612,175
2007-10,7613,92
2007-10,7614,80
2007-10,7615,233
2007-10,7616,1176
2007-10,7617,266
2007-10,7618,627
2007-10,7619,49
2007-10,7620,787
2007-10,7621,166
2007-10,7622,193
2007-10,7623,155
2007-10,7624,357
2007-10,7625,1772
2007-10,8401,458
2007-10,8402,129
2007-10,8403,65
2007-10,8404,51
2007-10,8405,266
2007-10,8406,234
2007-10,8407,281
2007-10,8408,532
2007-10,8409,838
2007-10,8410,138
2007-10,8411,101
2007-10,8412,99
2007-10,8413,311
2007-10,8414,101
2007-10,8415,154
2007-10,8416,335
2007-10,8417,84
2007-10,8418,120
2007-10,8419,118
2007-10,8420,68
2007-10,8421,1597
2007-10,8422,139
2007-10,8423,98
2007-10,8424,86
2007-10,8425,62
2007-10,8426,151
2007-10,8427,112
2007-10,8428,569
2007-10,8429,36
2007-10,8430,63
2007-10,8431,381
2007-10,8432,145
2007-10,8433,269
2007-10,8434,234
2007-10,8435,212
2007-10,9301,787
2007-10,9302,79
2007-10,9303,230
2007-10,9304,1071
2007-10,9305,139
2007-10,9306,236
2007-10,9307,122
2007-10,9308,177
2007-10,9309,226
2007-10,9310,144
2007-10,9311,131
2007-10,9312,602
2007-10,9313,354
2007-10,9314,138
2007-10,9315,1183
2007-10,9316,93
2007-10,9317,162
2007-10,9318,917
2007-11,0051,87
2007-11,0052,139
2007-11,0053,344
2007-11,0054,176
2007-11,0055,78
2007-11,0056,54
2007-11,0057,107
2007-11,0058,52
2007-11,0059,146
2007-11,0060,122
2007-11,0061,66
2007-11,0062,67
2007-11,0063,56
2007-11,0064,53
2007-11,1101,436
2007-11,1102,45
2007-11,1103,76
2007-11,1104,425
2007-11,1105,154
2007-11,1106,317
2007-11,1107,141
2007-11,1108,135
2007-11,1109,4243
2007-11,1110,48
2007-11,1111,70
2007-11,1112,613
2007-11,1113,389
2007-11,1114,628
2007-11,1115,499
2007-11,2401,149
2007-11,2402,153
2007-11,2403,151
2007-11,2404,27
2007-11,2405,151
2007-11,2406,36
2007-11,2407,53
2007-11,2408,48
2007-11,2409,91
2007-11,2410,312
2007-11,2411,35
2007-11,2412,71
2007-11,2413,472
2007-11,2414,56
2007-11,2415,32
2007-11,2701,37
2007-11,2702,140
2007-11,2703,54
2007-11,2704,80
2007-11,2705,131
2007-11,2706,259
2007-11,2707,135
2007-11,2708,76
2007-11,2709,51
2007-11,2710,72
2007-11,2711,324
2007-11,2712,55
2007-11,2713,117
2007-11,2714,106
2007-11,2715,87
2007-11,2716,35
2007-11,2717,77
2007-11,2718,89
2007-11,2801,39
2007-11,2802,68
2007-11,2803,57
2007-11,2804,431
2007-11,2805,132
2007-11,2806,46
2007-11,2807,101
2007-11,2808,140
2007-11,2809,64
2007-11,2810,39
2007-11,2811,109
2007-11,2812,26
2007-11,2813,179
2007-11,2814,58
2007-11,2815,507
2007-11,2816,66
2007-11,2817,97
2007-11,2818,25
2007-11,2819,59
2007-11,3201,59
2007-11,3202,239
2007-11,3203,97
2007-11,3204,94
2007-11,3205,125
2007-11,3206,105
2007-11,3207,80
2007-11,3208,88
2007-11,3209,52
2007-11,3210,116
2007-11,3211,197
2007-11,3212,121
2007-11,3213,122
2007-11,3214,55
2007-11,3215,189
2007-11,3216,855
2007-11,3217,112
2007-11,3218,322
2007-11,3219,92
2007-11,3220,167
2007-11,3221,97
2007-11,3222,200
2007-11,4401,48
2007-11,4402,83
2007-11,4403,140
2007-11,4404,88
2007-11,4405,185
2007-11,4406,128
2007-11,4407,117
2007-11,4408,69
2007-11,4409,156
2007-11,4410,371
2007-11,4411,349
2007-11,4412,418
2007-11,4413,308
2007-11,4414,55
2007-11,4415,48
2007-11,4416,83
2007-11,4417,72
2007-11,4418,61
2007-11,4419,75
2007-11,4420,92
2007-11,4421,62
2007-11,4422,93
2007-11,4423,622
2007-11,4424,162
2007-11,4425,233
2007-11,4426,40
2007-11,4427,75
2007-11,5201,66
2007-11,5202,299
2007-11,5203,139
2007-11,5204,26
2007-11,5205,49
2007-11,5206,141
2007-11,5207,78
2007-11,5208,42
2007-11,5209,43
2007-11,5210,120
2007-11,5211,134
2007-11,5212,276
2007-11,5213,88
2007-11,5214,87
2007-11,5215,51
2007-11,5216,853
2007-11,5217,68
2007-11,5218,38
2007-11,5219,207
2007-11,5220,68
2007-11,5221,41
2007-11,5301,84
2007-11,5302,257
2007-11,5303,63
2007-11,5304,83
2007-11,5305,50
2007-11,5306,36
2007-11,5307,54
2007-11,5308,89
2007-11,5309,163
2007-11,5310,90
2007-11,5311,69
2007-11,5312,63
2007-11,5313,252
2007-11,5314,44
2007-11,5315,658
2007-11,5316,159
2007-11,5317,144
2007-11,5318,209
2007-11,5319,63
2007-11,7501,118
2007-11,7502,178
2007-11,7503,374
2007-11,7504,108
2007-11,7505,1162
2007-11,7506,85
2007-11,7507,108
2007-11,7508,53
2007-11,7509,100
2007-11,7510,117
2007-11,7511,110
2007-11,7512,304
2007-11,7513,143
2007-11,7514,100
2007-11,7515,75
2007-11,7516,138
2007-11,7517,252
2007-11,7518,84
2007-11,7519,128
2007-11,7520,140
2007-11,7521,63
2007-11,7522,252
2007-11,7523,209
2007-11,7524,249
2007-11,7525,55
2007-11,7526,157
2007-11,7527,65
2007-11,7528,112
2007-11,7529,68
2007-11,7530,39
2007-11,7531,71
2007-11,7532,74
2007-11,7601,112
2007-11,7602,181
2007-11,7603,214
2007-11,7604,188
2007-11,7605,62
2007-11,7606,261
2007-11,7607,85
2007-11,7608,244
2007-11,7609,56
2007-11,7610,121
2007-11,7611,85
2007-11,7612,126
2007-11,7613,62
2007-11,7614,59
2007-11,7615,168
2007-11,7616,851
2007-11,7617,218
2007-11,7618,439
2007-11,7619,46
2007-11,7620,587
2007-11,7621,163
2007-11,7622,161
2007-11,7623,131
2007-11,7624,222
2007-11,7625,1374
2007-11,8401,333
2007-11,8402,107
2007-11,8403,40
2007-11,8404,45
2007-11,8405,206
2007-11,8406,166
2007-11,8407,244
2007-11,8408,349
2007-11,8409,619
2007-11,8410,74
2007-11,8411,70
2007-11,8412,64
2007-11,8413,281
2007-11,8414,72
2007-11,8415,88
2007-11,8416,257
2007-11,8417,63
2007-11,8418,117
2007-11,8419,98
2007-11,8420,49
2007-11,8421,1119
2007-11,8422,93
2007-11,8423,90
2007-11,8424,93
2007-11,8425,39
2007-11,8426,137
2007-11,8427,99
2007-11,8428,578
2007-11,8429,22
2007-11,8430,39
2007-11,8431,286
2007-11,8432,125
2007-11,8433,221
2007-11,8434,156
2007-11,8435,168
2007-11,9301,568
2007-11,9302,81
2007-11,9303,154
2007-11,9304,768
2007-11,9305,103
2007-11,9306,173
2007-11,9307,98
2007-11,9308,110
2007-11,9309,206
2007-11,9310,130
2007-11,9311,121
2007-11,9312,386
2007-11,9313,241
2007-11,9314,109
2007-11,9315,951
2007-11,9316,61
2007-11,9317,138
2007-11,9318,632
2007-12,0051,117
2007-12,0052,151
2007-12,0053,272
2007-12,0054,151
2007-12,0055,58
2007-12,0056,46
2007-12,0057,82
2007-12,0058,48
2007-12,0059,130
2007-12,0060,88
2007-12,0061,50
2007-12,0062,44
2007-12,0063,73
2007-12,0064,74
2007-12,1101,364
2007-12,1102,31
2007-12,1103,71
2007-12,1104,337
2007-12,1105,156
2007-12,1106,340
2007-12,1107,120
2007-12,1108,105
2007-12,1109,4264
2007-12,1110,41
2007-12,1111,53
2007-12,1112,693
2007-12,1113,354
2007-12,1114,557
2007-12,1115,418
2007-12,2401,117
2007-12,2402,147
2007-12,2403,129
2007-12,2404,40
2007-12,2405,127
2007-12,2406,27
2007-12,2407,32
2007-12,2408,30
2007-12,2409,59
2007-12,2410,310
2007-12,2411,42
2007-12,2412,60
2007-12,2413,331
2007-12,2414,39
2007-12,2415,29
2007-12,2701,27
2007-12,2702,138
2007-12,2703,38
2007-12,2704,77
2007-12,2705,115
2007-12,2706,276
2007-12,2707,122
2007-12,2708,58
2007-12,2709,53
2007-12,2710,48
2007-12,2711,308
2007-12,2712,65
2007-12,2713,126
2007-12,2714,88
2007-12,2715,101
2007-12,2716,43
2007-12,2717,63
2007-12,2718,96
2007-12,2801,31
2007-12,2802,54
2007-12,2803,56
2007-12,2804,419
2007-12,2805,108
2007-12,2806,47
2007-12,2807,80
2007-12,2808,154
2007-12,2809,45
2007-12,2810,36
2007-12,2811,91
2007-12,2812,25
2007-12,2813,210
2007-12,2814,67
2007-12,2815,483
2007-12,2816,70
2007-12,2817,69
2007-12,2818,38
2007-12,2819,78
2007-12,3201,61
2007-12,3202,188
2007-12,3203,110
2007-12,3204,94
2007-12,3205,106
2007-12,3206,99
2007-12,3207,70
2007-12,3208,66
2007-12,3209,34
2007-12,3210,122
2007-12,3211,221
2007-12,3212,105
2007-12,3213,150
2007-12,3214,64
2007-12,3215,161
2007-12,3216,707
2007-12,3217,139
2007-12,3218,294
2007-12,3219,79
2007-12,3220,136
2007-12,3221,83
2007-12,3222,181
2007-12,4401,55
2007-12,4402,74
2007-12,4403,129
2007-12,4404,78
2007-12,4405,170
2007-12,4406,82
2007-12,4407,120
2007-12,4408,48
2007-12,4409,168
2007-12,4410,334
2007-12,4411,281
2007-12,4412,407
2007-12,4413,268
2007-12,4414,73
2007-12,4415,56
2007-12,4416,67
2007-12,4417,83
2007-12,4418,53
2007-12,4419,82
2007-12,4420,83
2007-12,4421,65
2007-12,4422,70
2007-12,4423,608
2007-12,4424,159
2007-12,4425,201
2007-12,4426,57
2007-12,4427,75
2007-12,5201,39
2007-12,5202,287
2007-12,5203,115
2007-12,5204,27
2007-12,5205,41
2007-12,5206,127
2007-12,5207,91
2007-12,5208,37
2007-12,5209,36
2007-12,5210,110
2007-12,5211,103
2007-12,5212,226
2007-12,5213,79
2007-12,5214,68
2007-12,5215,35
2007-12,5216,746
2007-12,5217,72
2007-12,5218,32
2007-12,5219,186
2007-12,5220,71
2007-12,5221,32
2007-12,5301,96
2007-12,5302,244
2007-12,5303,40
2007-12,5304,86
2007-12,5305,49
2007-12,5306,49
2007-12,5307,52
2007-12,5308,79
2007-12,5309,187
2007-12,5310,81
2007-12,5311,66
2007-12,5312,73
2007-12,5313,242
2007-12,5314,30
2007-12,5315,600
2007-12,5316,155
2007-12,5317,124
2007-12,5318,180
2007-12,5319,49
2007-12,7501,199
2007-12,7502,190
2007-12,7503,384
2007-12,7504,113
2007-12,7505,1003
2007-12,7506,94
2007-12,7507,100
2007-12,7508,72
2007-12,7509,108
2007-12,7510,153
2007-12,7511,89
2007-12,7512,241
2007-12,7513,166
2007-12,7514,105
2007-12,7515,43
2007-12,7516,95
2007-12,7517,235
2007-12,7518,76
2007-12,7519,137
2007-12,7520,164
2007-12,7521,71
2007-12,7522,273
2007-12,7523,143
2007-12,7524,250
2007-12,7525,67
2007-12,7526,144
2007-12,7527,54
2007-12,7528,92
2007-12,7529,68
2007-12,7530,28
2007-12,7531,61
2007-12,7532,61
2007-12,7601,109
2007-12,7602,171
2007-12,7603,149
2007-12,7604,142
2007-12,7605,49
2007-12,7606,207
2007-12,7607,86
2007-12,7608,211
2007-12,7609,47
2007-12,7610,123
2007-12,7611,81
2007-12,7612,131
2007-12,7613,53
2007-12,7614,59
2007-12,7615,168
2007-12,7616,795
2007-12,7617,175
2007-12,7618,370
2007-12,7619,96
2007-12,7620,596
2007-12,7621,145
2007-12,7622,128
2007-12,7623,85
2007-12,7624,311
2007-12,7625,1125
2007-12,8401,321
2007-12,8402,115
2007-12,8403,34
2007-12,8404,38
2007-12,8405,180
2007-12,8406,143
2007-12,8407,234
2007-12,8408,332
2007-12,8409,697
2007-12,8410,69
2007-12,8411,199
2007-12,8412,68
2007-12,8413,565
2007-12,8414,142
2007-12,8415,188
2007-12,8416,248
2007-12,8417,58
2007-12,8418,244
2007-12,8419,90
2007-12,8420,60
2007-12,8421,1153
2007-12,8422,51
2007-12,8423,78
2007-12,8424,86
2007-12,8425,37
2007-12,8426,125
2007-12,8427,82
2007-12,8428,401
2007-12,8429,35
2007-12,8430,30
2007-12,8431,265
2007-12,8432,125
2007-12,8433,184
2007-12,8434,127
2007-12,8435,141
2007-12,9301,458
2007-12,9302,141
2007-12,9303,100
2007-12,9304,774
2007-12,9305,89
2007-12,9306,149
2007-12,9307,102
2007-12,9308,111
2007-12,9309,162
2007-12,9310,202
2007-12,9311,109
2007-12,9312,321
2007-12,9313,260
2007-12,9314,101
2007-12,9315,855
2007-12,9316,45
2007-12,9317,128
2007-12,9318,575
2008-01,0051,219
2008-01,0052,368
2008-01,0053,739
2008-01,0054,348
2008-01,0055,161
2008-01,0056,131
2008-01,0057,192
2008-01,0058,86
2008-01,0059,286
2008-01,0060,267
2008-01,0061,107
2008-01,0062,130
2008-01,0063,267
2008-01,0064,161
2008-01,1101,772
2008-01,1102,106
2008-01,1103,154
2008-01,1104,768
2008-01,1105,314
2008-01,1106,743
2008-01,1107,275
2008-01,1108,242
2008-01,1109,7930
2008-01,1110,62
2008-01,1111,125
2008-01,1112,1149
2008-01,1113,738
2008-01,1114,1160
2008-01,1115,915
2008-01,2401,277
2008-01,2402,286
2008-01,2403,288
2008-01,2404,94
2008-01,2405,327
2008-01,2406,133
2008-01,2407,108
2008-01,2408,108
2008-01,2409,180
2008-01,2410,705
2008-01,2411,92
2008-01,2412,162
2008-01,2413,968
2008-01,2414,115
2008-01,2415,77
2008-01,2701,78
2008-01,2702,335
2008-01,2703,118
2008-01,2704,152
2008-01,2705,300
2008-01,2706,562
2008-01,2707,268
2008-01,2708,164
2008-01,2709,109
2008-01,2710,106
2008-01,2711,653
2008-01,2712,118
2008-01,2713,333
2008-01,2714,194
2008-01,2715,279
2008-01,2716,104
2008-01,2717,146
2008-01,2718,178
2008-01,2801,72
2008-01,2802,154
2008-01,2803,81
2008-01,2804,899
2008-01,2805,279
2008-01,2806,96
2008-01,2807,192
2008-01,2808,271
2008-01,2809,143
2008-01,2810,95
2008-01,2811,225
2008-01,2812,66
2008-01,2813,404
2008-01,2814,130
2008-01,2815,859
2008-01,2816,175
2008-01,2817,168
2008-01,2818,57
2008-01,2819,106
2008-01,3201,162
2008-01,3202,559
2008-01,3203,228
2008-01,3204,184
2008-01,3205,243
2008-01,3206,225
2008-01,3207,175
2008-01,3208,143
2008-01,3209,92
2008-01,3210,232
2008-01,3211,391
2008-01,3212,218
2008-01,3213,267
2008-01,3214,122
2008-01,3215,319
2008-01,3216,1628
2008-01,3217,250
2008-01,3218,594
2008-01,3219,231
2008-01,3220,279
2008-01,3221,173
2008-01,3222,369
2008-01,4401,101
2008-01,4402,165
2008-01,4403,217
2008-01,4404,185
2008-01,4405,370
2008-01,4406,288
2008-01,4407,252
2008-01,4408,128
2008-01,4409,378
2008-01,4410,694
2008-01,4411,686
2008-01,4412,801
2008-01,4413,537
2008-01,4414,147
2008-01,4415,137
2008-01,4416,163
2008-01,4417,160
2008-01,4418,128
2008-01,4419,160
2008-01,4420,147
2008-01,4421,151
2008-01,4422,145
2008-01,4423,1360
2008-01,4424,284
2008-01,4425,412
2008-01,4426,78
2008-01,4427,136
2008-01,5201,141
2008-01,5202,650
2008-01,5203,309
2008-01,5204,71
2008-01,5205,64
2008-01,5206,314
2008-01,5207,219
2008-01,5208,98
2008-01,5209,104
2008-01,5210,244
2008-01,5211,234
2008-01,5212,495
2008-01,5213,147
2008-01,5214,180
2008-01,5215,107
2008-01,5216,1625
2008-01,5217,149
2008-01,5218,80
2008-01,5219,384
2008-01,5220,150
2008-01,5221,94
2008-01,5301,219
2008-01,5302,562
2008-01,5303,134
2008-01,5304,165
2008-01,5305,124
2008-01,5306,114
2008-01,5307,109
2008-01,5308,217
2008-01,5309,377
2008-01,5310,227
2008-01,5311,131
2008-01,5312,153
2008-01,5313,517
2008-01,5314,98
2008-01,5315,1139
2008-01,5316,289
2008-01,5317,344
2008-01,5318,461
2008-01,5319,134
2008-01,7501,285
2008-01,7502,421
2008-01,7503,900
2008-01,7504,279
2008-01,7505,2397
2008-01,7506,184
2008-01,7507,271
2008-01,7508,133
2008-01,7509,241
2008-01,7510,423
2008-01,7511,333
2008-01,7512,533
2008-01,7513,390
2008-01,7514,247
2008-01,7515,165
2008-01,7516,303
2008-01,7517,574
2008-01,7518,228
2008-01,7519,292
2008-01,7520,346
2008-01,7521,160
2008-01,7522,582
2008-01,7523,468
2008-01,7524,477
2008-01,7525,118
2008-01,7526,310
2008-01,7527,197
2008-01,7528,233
2008-01,7529,171
2008-01,7530,85
2008-01,7531,201
2008-01,7532,190
2008-01,7601,221
2008-01,7602,442
2008-01,7603,421
2008-01,7604,431
2008-01,7605,149
2008-01,7606,543
2008-01,7607,196
2008-01,7608,424
2008-01,7609,204
2008-01,7610,352
2008-01,7611,222
2008-01,7612,293
2008-01,7613,165
2008-01,7614,157
2008-01,7615,356
2008-01,7616,1821
2008-01,7617,484
2008-01,7618,991
2008-01,7619,121
2008-01,7620,1242
2008-01,7621,328
2008-01,7622,323
2008-01,7623,229
2008-01,7624,583
2008-01,7625,2540
2008-01,8401,680
2008-01,8402,305
2008-01,8403,182
2008-01,8404,74
2008-01,8405,395
2008-01,8406,396
2008-01,8407,480
2008-01,8408,738
2008-01,8409,1321
2008-01,8410,167
2008-01,8411,320
2008-01,8412,174
2008-01,8413,553
2008-01,8414,207
2008-01,8415,265
2008-01,8416,489
2008-01,8417,220
2008-01,8418,339
2008-01,8419,259
2008-01,8420,166
2008-01,8421,2322
2008-01,8422,228
2008-01,8423,176
2008-01,8424,185
2008-01,8425,74
2008-01,8426,220
2008-01,8427,212
2008-01,8428,1006
2008-01,8429,98
2008-01,8430,120
2008-01,8431,620
2008-01,8432,250
2008-01,8433,438
2008-01,8434,358
2008-01,8435,417
2008-01,9301,1092
2008-01,9302,173
2008-01,9303,320
2008-01,9304,1568
2008-01,9305,252
2008-01,9306,318
2008-01,9307,202
2008-01,9308,304
2008-01,9309,378
2008-01,9310,314
2008-01,9311,214
2008-01,9312,805
2008-01,9313,563
2008-01,9314,243
2008-01,9315,1863
2008-01,9316,144
2008-01,9317,301
2008-01,9318,1348
2008-02,0051,98
2008-02,0052,193
2008-02,0053,399
2008-02,0054,185
2008-02,0055,73
2008-02,0056,61
2008-02,0057,116
2008-02,0058,45
2008-02,0059,138
2008-02,0060,144
2008-02,0061,50
2008-02,0062,61
2008-02,0063,59
2008-02,0064,80
2008-02,1101,473
2008-02,1102,56
2008-02,1103,97
2008-02,1104,421
2008-02,1105,168
2008-02,1106,404
2008-02,1107,143
2008-02,1108,152
2008-02,1109,4507
2008-02,1110,41
2008-02,1111,70
2008-02,1112,717
2008-02,1113,383
2008-02,1114,640
2008-02,1115,502
2008-02,2401,145
2008-02,2402,134
2008-02,2403,151
2008-02,2404,32
2008-02,2405,125
2008-02,2406,37
2008-02,2407,56
2008-02,2408,60
2008-02,2409,90
2008-02,2410,323
2008-02,2411,44
2008-02,2412,89
2008-02,2413,399
2008-02,2414,65
2008-02,2415,40
2008-02,2701,26
2008-02,2702,141
2008-02,2703,29
2008-02,2704,54
2008-02,2705,119
2008-02,2706,243
2008-02,2707,102
2008-02,2708,65
2008-02,2709,61
2008-02,2710,77
2008-02,2711,357
2008-02,2712,51
2008-02,2713,115
2008-02,2714,75
2008-02,2715,68
2008-02,2716,41
2008-02,2717,75
2008-02,2718,107
2008-02,2801,23
2008-02,2802,87
2008-02,2803,50
2008-02,2804,475
2008-02,2805,134
2008-02,2806,49
2008-02,2807,110
2008-02,2808,172
2008-02,2809,60
2008-02,2810,52
2008-02,2811,129
2008-02,2812,33
2008-02,2813,210
2008-02,2814,60
2008-02,2815,543
2008-02,2816,71
2008-02,2817,111
2008-02,2818,24
2008-02,2819,50
2008-02,3201,55
2008-02,3202,229
2008-02,3203,97
2008-02,3204,77
2008-02,3205,147
2008-02,3206,111
2008-02,3207,76
2008-02,3208,103
2008-02,3209,37
2008-02,3210,150
2008-02,3211,191
2008-02,3212,112
2008-02,3213,141
2008-02,3214,69
2008-02,3215,196
2008-02,3216,791
2008-02,3217,121
2008-02,3218,348
2008-02,3219,78
2008-02,3220,160
2008-02,3221,123
2008-02,3222,221
2008-02,4401,44
2008-02,4402,78
2008-02,4403,101
2008-02,4404,71
2008-02,4405,170
2008-02,4406,84
2008-02,4407,171
2008-02,4408,62
2008-02,4409,169
2008-02,4410,356
2008-02,4411,344
2008-02,4412,475
2008-02,4413,274
2008-02,4414,73
2008-02,4415,70
2008-02,4416,71
2008-02,4417,53
2008-02,4418,49
2008-02,4419,84
2008-02,4420,76
2008-02,4421,68
2008-02,4422,73
2008-02,4423,751
2008-02,4424,169
2008-02,4425,199
2008-02,4426,36
2008-02,4427,57
2008-02,5201,70
2008-02,5202,335
2008-02,5203,135
2008-02,5204,25
2008-02,5205,43
2008-02,5206,102
2008-02,5207,102
2008-02,5208,43
2008-02,5209,41
2008-02,5210,148
2008-02,5211,129
2008-02,5212,314
2008-02,5213,88
2008-02,5214,95
2008-02,5215,79
2008-02,5216,855
2008-02,5217,68
2008-02,5218,42
2008-02,5219,257
2008-02,5220,92
2008-02,5221,53
2008-02,5301,98
2008-02,5302,311
2008-02,5303,68
2008-02,5304,56
2008-02,5305,50
2008-02,5306,59
2008-02,5307,64
2008-02,5308,117
2008-02,5309,201
2008-02,5310,99
2008-02,5311,65
2008-02,5312,78
2008-02,5313,274
2008-02,5314,38
2008-02,5315,653
2008-02,5316,136
2008-02,5317,152
2008-02,5318,245
2008-02,5319,77
2008-02,7501,145
2008-02,7502,215
2008-02,7503,495
2008-02,7504,144
2008-02,7505,1268
2008-02,7506,96
2008-02,7507,105
2008-02,7508,53
2008-02,7509,116
2008-02,7510,226
2008-02,7511,109
2008-02,7512,258
2008-02,7513,187
2008-02,7514,105
2008-02,7515,68
2008-02,7516,154
2008-02,7517,252
2008-02,7518,85
2008-02,7519,119
2008-02,7520,139
2008-02,7521,61
2008-02,7522,286
2008-02,7523,219
2008-02,7524,228
2008-02,7525,56
2008-02,7526,130
2008-02,7527,89
2008-02,7528,99
2008-02,7529,95
2008-02,7530,54
2008-02,7531,74
2008-02,7532,101
2008-02,7601,146
2008-02,7602,200
2008-02,7603,178
2008-02,7604,160
2008-02,7605,57
2008-02,7606,293
2008-02,7607,87
2008-02,7608,256
2008-02,7609,57
2008-02,7610,153
2008-02,7611,88
2008-02,7612,141
2008-02,7613,64
2008-02,7614,51
2008-02,7615,191
2008-02,7616,937
2008-02,7617,220
2008-02,7618,484
2008-02,7619,60
2008-02,7620,645
2008-02,7621,146
2008-02,7622,134
2008-02,7623,134
2008-02,7624,257
2008-02,7625,1323
2008-02,8401,348
2008-02,8402,125
2008-02,8403,58
2008-02,8404,38
2008-02,8405,164
2008-02,8406,235
2008-02,8407,235
2008-02,8408,398
2008-02,8409,619
2008-02,8410,68
2008-02,8411,111
2008-02,8412,66
2008-02,8413,161
2008-02,8414,80
2008-02,8415,106
2008-02,8416,224
2008-02,8417,84
2008-02,8418,118
2008-02,8419,93
2008-02,8420,66
2008-02,8421,1219
2008-02,8422,112
2008-02,8423,72
2008-02,8424,59
2008-02,8425,42
2008-02,8426,132
2008-02,8427,90
2008-02,8428,471
2008-02,8429,28
2008-02,8430,38
2008-02,8431,304
2008-02,8432,111
2008-02,8433,219
2008-02,8434,191
2008-02,8435,159
2008-02,9301,561
2008-02,9302,61
2008-02,9303,189
2008-02,9304,731
2008-02,9305,92
2008-02,9306,192
2008-02,9307,83
2008-02,9308,148
2008-02,9309,189
2008-02,9310,130
2008-02,9311,138
2008-02,9312,487
2008-02,9313,311
2008-02,9314,108
2008-02,9315,937
2008-02,9316,79
2008-02,9317,149
2008-02,9318,688
2008-03,0051,107
2008-03,0052,214
2008-03,0053,380
2008-03,0054,190
2008-03,0055,62
2008-03,0056,43
2008-03,0057,96
2008-03,0058,40
2008-03,0059,132
2008-03,0060,102
2008-03,0061,74
2008-03,0062,58
2008-03,0063,59
2008-03,0064,81
2008-03,1101,398
2008-03,1102,58
2008-03,1103,97
2008-03,1104,414
2008-03,1105,170
2008-03,1106,366
2008-03,1107,126
2008-03,1108,145
2008-03,1109,4375
2008-03,1110,31
2008-03,1111,58
2008-03,1112,753
2008-03,1113,383
2008-03,1114,695
2008-03,1115,493
2008-03,2401,131
2008-03,2402,135
2008-03,2403,137
2008-03,2404,50
2008-03,2405,149
2008-03,2406,46
2008-03,2407,56
2008-03,2408,45
2008-03,2409,96
2008-03,2410,300
2008-03,2411,39
2008-03,2412,83
2008-03,2413,445
2008-03,2414,45
2008-03,2415,36
2008-03,2701,23
2008-03,2702,145
2008-03,2703,44
2008-03,2704,104
2008-03,2705,137
2008-03,2706,261
2008-03,2707,109
2008-03,2708,71
2008-03,2709,56
2008-03,2710,53
2008-03,2711,362
2008-03,2712,56
2008-03,2713,107
2008-03,2714,117
2008-03,2715,84
2008-03,2716,31
2008-03,2717,100
2008-03,2718,88
2008-03,2801,27
2008-03,2802,80
2008-03,2803,46
2008-03,2804,447
2008-03,2805,116
2008-03,2806,46
2008-03,2807,94
2008-03,2808,152
2008-03,2809,66
2008-03,2810,60
2008-03,2811,132
2008-03,2812,44
2008-03,2813,202
2008-03,2814,77
2008-03,2815,467
2008-03,2816,96
2008-03,2817,91
2008-03,2818,22
2008-03,2819,67
2008-03,3201,59
2008-03,3202,201
2008-03,3203,116
2008-03,3204,87
2008-03,3205,141
2008-03,3206,116
2008-03,3207,113
2008-03,3208,83
2008-03,3209,53
2008-03,3210,138
2008-03,3211,194
2008-03,3212,110
2008-03,3213,175
2008-03,3214,78
