ze2020,libze2020,reg,year,bpe_evolution_commune_type_presence_total,bpe_evolution_communes_observed,bpe_evolution_facility_types_observed,source_geography_year,comparability_status
5221,Segré-en-Anjou Bleu,52,2019,580,30,102,2025,official_harmonized_2019_2024_presence_absence
5221,Segré-en-Anjou Bleu,52,2024,631,30,103,2025,official_harmonized_2019_2024_presence_absence
5301,Auray,53,2019,1178,28,120,2025,official_harmonized_2019_2024_presence_absence
5301,Auray,53,2024,1241,28,130,2025,official_harmonized_2019_2024_presence_absence
5302,Brest,53,2019,2802,92,137,2025,official_harmonized_2019_2024_presence_absence
5302,Brest,53,2024,2899,92,139,2025,official_harmonized_2019_2024_presence_absence
5303,Carhaix-Plouguer,53,2019,1536,81,117,2025,official_harmonized_2019_2024_presence_absence
5303,Carhaix-Plouguer,53,2024,1574,81,114,2025,official_harmonized_2019_2024_presence_absence
5304,Dinan,53,2019,1396,66,128,2025,official_harmonized_2019_2024_presence_absence
5304,Dinan,53,2024,1468,66,125,2025,official_harmonized_2019_2024_presence_absence
5305,Fougères,53,2019,911,45,122,2025,official_harmonized_2019_2024_presence_absence
5305,Fougères,53,2024,957,45,123,2025,official_harmonized_2019_2024_presence_absence
5306,Guingamp,53,2019,964,49,122,2025,official_harmonized_2019_2024_presence_absence
5306,Guingamp,53,2024,968,49,121,2025,official_harmonized_2019_2024_presence_absence
5307,Lamballe-Armor,53,2019,937,40,111,2025,official_harmonized_2019_2024_presence_absence
5307,Lamballe-Armor,53,2024,984,40,116,2025,official_harmonized_2019_2024_presence_absence
5308,Lannion,53,2019,1603,65,129,2025,official_harmonized_2019_2024_presence_absence
5308,Lannion,53,2024,1636,65,130,2025,official_harmonized_2019_2024_presence_absence
5309,Lorient,53,2019,1490,35,135,2025,official_harmonized_2019_2024_presence_absence
5309,Lorient,53,2024,1537,35,135,2025,official_harmonized_2019_2024_presence_absence
5310,Morlaix,53,2019,1652,59,133,2025,official_harmonized_2019_2024_presence_absence
5310,Morlaix,53,2024,1698,59,133,2025,official_harmonized_2019_2024_presence_absence
5311,Ploërmel,53,2019,1134,53,118,2025,official_harmonized_2019_2024_presence_absence
5311,Ploërmel,53,2024,1215,53,121,2025,official_harmonized_2019_2024_presence_absence
5312,Pontivy-Loudéac,53,2019,1581,64,127,2025,official_harmonized_2019_2024_presence_absence
5312,Pontivy-Loudéac,53,2024,1649,64,125,2025,official_harmonized_2019_2024_presence_absence
5313,Quimper,53,2019,2779,83,137,2025,official_harmonized_2019_2024_presence_absence
5313,Quimper,53,2024,2868,83,137,2025,official_harmonized_2019_2024_presence_absence
5314,Quimperlé,53,2019,660,18,114,2025,official_harmonized_2019_2024_presence_absence
5314,Quimperlé,53,2024,686,18,111,2025,official_harmonized_2019_2024_presence_absence
5315,Rennes,53,2019,4724,160,145,2025,official_harmonized_2019_2024_presence_absence
5315,Rennes,53,2024,4951,160,145,2025,official_harmonized_2019_2024_presence_absence
5316,Saint-Brieuc,53,2019,1663,58,135,2025,official_harmonized_2019_2024_presence_absence
5316,Saint-Brieuc,53,2024,1727,58,135,2025,official_harmonized_2019_2024_presence_absence
5317,Saint-Malo,53,2019,1470,54,134,2025,official_harmonized_2019_2024_presence_absence
5317,Saint-Malo,53,2024,1553,54,133,2025,official_harmonized_2019_2024_presence_absence
5318,Vannes,53,2019,2197,60,135,2025,official_harmonized_2019_2024_presence_absence
5318,Vannes,53,2024,2261,60,139,2025,official_harmonized_2019_2024_presence_absence
5319,Vitré,53,2019,1083,56,117,2025,official_harmonized_2019_2024_presence_absence
5319,Vitré,53,2024,1137,56,120,2025,official_harmonized_2019_2024_presence_absence
7501,Agen,75,2019,1799,99,137,2025,official_harmonized_2019_2024_presence_absence
7501,Agen,75,2024,1852,99,138,2025,official_harmonized_2019_2024_presence_absence
7502,Angoulême,75,2019,3185,229,142,2025,official_harmonized_2019_2024_presence_absence
7502,Angoulême,75,2024,3341,229,141,2025,official_harmonized_2019_2024_presence_absence
7503,Bayonne,75,2019,3096,111,140,2025,official_harmonized_2019_2024_presence_absence
7503,Bayonne,75,2024,3265,111,142,2025,official_harmonized_2019_2024_presence_absence
7504,Bergerac,75,2019,2017,153,133,2025,official_harmonized_2019_2024_presence_absence
7504,Bergerac,75,2024,2119,153,133,2025,official_harmonized_2019_2024_presence_absence
7505,Bordeaux,75,2019,6125,164,147,2025,official_harmonized_2019_2024_presence_absence
7505,Bordeaux,75,2024,6399,164,148,2025,official_harmonized_2019_2024_presence_absence
7506,Bressuire,75,2019,1500,80,117,2025,official_harmonized_2019_2024_presence_absence
7506,Bressuire,75,2024,1549,80,123,2025,official_harmonized_2019_2024_presence_absence
7507,Brive-la-Gaillarde,75,2019,1694,98,140,2025,official_harmonized_2019_2024_presence_absence
7507,Brive-la-Gaillarde,75,2024,1716,98,140,2025,official_harmonized_2019_2024_presence_absence
7508,Châtellerault,75,2019,1009,50,128,2025,official_harmonized_2019_2024_presence_absence
7508,Châtellerault,75,2024,1042,50,126,2025,official_harmonized_2019_2024_presence_absence
7509,Cognac,75,2019,2432,191,128,2025,official_harmonized_2019_2024_presence_absence
7509,Cognac,75,2024,2525,191,127,2025,official_harmonized_2019_2024_presence_absence
7510,Dax,75,2019,2441,119,135,2025,official_harmonized_2019_2024_presence_absence
7510,Dax,75,2024,2562,119,135,2025,official_harmonized_2019_2024_presence_absence
7511,Guéret,75,2019,2766,255,135,2025,official_harmonized_2019_2024_presence_absence
7511,Guéret,75,2024,2805,255,133,2025,official_harmonized_2019_2024_presence_absence
7512,La Rochelle,75,2019,2562,83,141,2025,official_harmonized_2019_2024_presence_absence
7512,La Rochelle,75,2024,2651,83,142,2025,official_harmonized_2019_2024_presence_absence
7513,La Teste-de-Buch,75,2019,1331,33,129,2025,official_harmonized_2019_2024_presence_absence
7513,La Teste-de-Buch,75,2024,1421,33,128,2025,official_harmonized_2019_2024_presence_absence
7514,Langon,75,2019,2401,175,127,2025,official_harmonized_2019_2024_presence_absence
7514,Langon,75,2024,2520,175,125,2025,official_harmonized_2019_2024_presence_absence
7515,Lesparre-Médoc,75,2019,1114,40,120,2025,official_harmonized_2019_2024_presence_absence
7515,Lesparre-Médoc,75,2024,1186,40,123,2025,official_harmonized_2019_2024_presence_absence
7516,Libourne,75,2019,2311,140,131,2025,official_harmonized_2019_2024_presence_absence
7516,Libourne,75,2024,2531,140,129,2025,official_harmonized_2019_2024_presence_absence
7517,Limoges,75,2019,2820,130,142,2025,official_harmonized_2019_2024_presence_absence
7517,Limoges,75,2024,2922,130,144,2025,official_harmonized_2019_2024_presence_absence
7518,Marmande,75,2019,1735,131,124,2025,official_harmonized_2019_2024_presence_absence
7518,Marmande,75,2024,1815,131,124,2025,official_harmonized_2019_2024_presence_absence
7519,Mont-de-Marsan,75,2019,2016,166,139,2025,official_harmonized_2019_2024_presence_absence
7519,Mont-de-Marsan,75,2024,2125,166,139,2025,official_harmonized_2019_2024_presence_absence
7520,Niort,75,2019,2576,158,136,2025,official_harmonized_2019_2024_presence_absence
7520,Niort,75,2024,2715,158,137,2025,official_harmonized_2019_2024_presence_absence
7521,Oloron-Sainte-Marie,75,2019,1694,163,120,2025,official_harmonized_2019_2024_presence_absence
7521,Oloron-Sainte-Marie,75,2024,1769,163,123,2025,official_harmonized_2019_2024_presence_absence
7522,Pau,75,2019,4069,286,142,2025,official_harmonized_2019_2024_presence_absence
7522,Pau,75,2024,4311,286,143,2025,official_harmonized_2019_2024_presence_absence
7523,Périgueux,75,2019,3578,231,140,2025,official_harmonized_2019_2024_presence_absence
7523,Périgueux,75,2024,3740,231,141,2025,official_harmonized_2019_2024_presence_absence
7524,Poitiers,75,2019,3487,163,141,2025,official_harmonized_2019_2024_presence_absence
7524,Poitiers,75,2024,3650,163,142,2025,official_harmonized_2019_2024_presence_absence
7525,Rochefort,75,2019,864,41,124,2025,official_harmonized_2019_2024_presence_absence
7525,Rochefort,75,2024,921,41,124,2025,official_harmonized_2019_2024_presence_absence
7526,Royan,75,2019,1783,51,128,2025,official_harmonized_2019_2024_presence_absence
7526,Royan,75,2024,1864,51,127,2025,official_harmonized_2019_2024_presence_absence
7527,Saint-Junien,75,2019,1745,104,114,2025,official_harmonized_2019_2024_presence_absence
7527,Saint-Junien,75,2024,1752,104,115,2025,official_harmonized_2019_2024_presence_absence
7528,Saintes,75,2019,2097,147,131,2025,official_harmonized_2019_2024_presence_absence
7528,Saintes,75,2024,2199,147,132,2025,official_harmonized_2019_2024_presence_absence
7529,Sarlat-la-Canéda,75,2019,1639,107,124,2025,official_harmonized_2019_2024_presence_absence
7529,Sarlat-la-Canéda,75,2024,1714,107,123,2025,official_harmonized_2019_2024_presence_absence
7530,Thouars,75,2019,980,76,116,2025,official_harmonized_2019_2024_presence_absence
7530,Thouars,75,2024,1019,76,113,2025,official_harmonized_2019_2024_presence_absence
7531,Tulle,75,2019,1850,130,129,2025,official_harmonized_2019_2024_presence_absence
7531,Tulle,75,2024,1905,130,126,2025,official_harmonized_2019_2024_presence_absence
7532,Villeneuve-sur-Lot,75,2019,1498,98,124,2025,official_harmonized_2019_2024_presence_absence
7532,Villeneuve-sur-Lot,75,2024,1572,98,119,2025,official_harmonized_2019_2024_presence_absence
7601,Agde-Pézenas,76,2019,775,18,128,2025,official_harmonized_2019_2024_presence_absence
7601,Agde-Pézenas,76,2024,785,18,128,2025,official_harmonized_2019_2024_presence_absence
7602,Albi,76,2019,2888,190,140,2025,official_harmonized_2019_2024_presence_absence
7602,Albi,76,2024,3046,190,139,2025,official_harmonized_2019_2024_presence_absence
7603,Alès-Le Vigan,76,2019,3012,172,139,2025,official_harmonized_2019_2024_presence_absence
7603,Alès-Le Vigan,76,2024,3213,172,141,2025,official_harmonized_2019_2024_presence_absence
7604,Auch,76,2019,3436,392,137,2025,official_harmonized_2019_2024_presence_absence
7604,Auch,76,2024,3692,392,139,2025,official_harmonized_2019_2024_presence_absence
7605,Bagnols-sur-Cèze,76,2019,1015,52,125,2025,official_harmonized_2019_2024_presence_absence
7605,Bagnols-sur-Cèze,76,2024,1102,52,123,2025,official_harmonized_2019_2024_presence_absence
7606,Béziers,76,2019,2637,110,139,2025,official_harmonized_2019_2024_presence_absence
7606,Béziers,76,2024,2762,110,141,2025,official_harmonized_2019_2024_presence_absence
7607,Cahors,76,2019,1806,134,134,2025,official_harmonized_2019_2024_presence_absence
7607,Cahors,76,2024,1883,134,132,2025,official_harmonized_2019_2024_presence_absence
7608,Carcassonne-Limoux,76,2019,3368,309,137,2025,official_harmonized_2019_2024_presence_absence
7608,Carcassonne-Limoux,76,2024,3483,309,137,2025,official_harmonized_2019_2024_presence_absence
7609,Castelsarrasin-Moissac,76,2019,1311,104,119,2025,official_harmonized_2019_2024_presence_absence
7609,Castelsarrasin-Moissac,76,2024,1362,104,121,2025,official_harmonized_2019_2024_presence_absence
7610,Castres-Mazamet,76,2019,2115,134,139,2025,official_harmonized_2019_2024_presence_absence
7610,Castres-Mazamet,76,2024,2211,134,139,2025,official_harmonized_2019_2024_presence_absence
7611,Figeac-Villefranche,76,2019,1983,136,130,2025,official_harmonized_2019_2024_presence_absence
7611,Figeac-Villefranche,76,2024,2032,136,128,2025,official_harmonized_2019_2024_presence_absence
7612,Foix-Pamiers,76,2019,2659,268,135,2025,official_harmonized_2019_2024_presence_absence
7612,Foix-Pamiers,76,2024,2807,268,133,2025,official_harmonized_2019_2024_presence_absence
7613,Mende,76,2019,1676,135,133,2025,official_harmonized_2019_2024_presence_absence
7613,Mende,76,2024,1746,135,132,2025,official_harmonized_2019_2024_presence_absence
7614,Millau,76,2019,1240,91,121,2025,official_harmonized_2019_2024_presence_absence
7614,Millau,76,2024,1261,91,123,2025,official_harmonized_2019_2024_presence_absence
7615,Montauban,76,2019,2035,101,139,2025,official_harmonized_2019_2024_presence_absence
7615,Montauban,76,2024,2156,101,139,2025,official_harmonized_2019_2024_presence_absence
7616,Montpellier,76,2019,4931,172,147,2025,official_harmonized_2019_2024_presence_absence
7616,Montpellier,76,2024,5235,172,148,2025,official_harmonized_2019_2024_presence_absence
7617,Narbonne,76,2019,2013,102,137,2025,official_harmonized_2019_2024_presence_absence
7617,Narbonne,76,2024,2135,102,137,2025,official_harmonized_2019_2024_presence_absence
7618,Nîmes,76,2019,3114,118,143,2025,official_harmonized_2019_2024_presence_absence
7618,Nîmes,76,2024,3290,118,145,2025,official_harmonized_2019_2024_presence_absence
7619,Nord-du-Lot,76,2019,1402,110,115,2025,official_harmonized_2019_2024_presence_absence
7619,Nord-du-Lot,76,2024,1449,110,113,2025,official_harmonized_2019_2024_presence_absence
7620,Perpignan,76,2019,5226,235,143,2025,official_harmonized_2019_2024_presence_absence
7620,Perpignan,76,2024,5472,235,145,2025,official_harmonized_2019_2024_presence_absence
7621,Rodez,76,2019,2611,133,139,2025,official_harmonized_2019_2024_presence_absence
7621,Rodez,76,2024,2699,133,140,2025,official_harmonized_2019_2024_presence_absence
7622,Saint-Gaudens,76,2019,3245,387,133,2025,official_harmonized_2019_2024_presence_absence
7622,Saint-Gaudens,76,2024,3434,387,131,2025,official_harmonized_2019_2024_presence_absence
7623,Sète,76,2019,634,11,134,2025,official_harmonized_2019_2024_presence_absence
7623,Sète,76,2024,654,11,133,2025,official_harmonized_2019_2024_presence_absence
7624,Tarbes-Lourdes,76,2019,4181,477,141,2025,official_harmonized_2019_2024_presence_absence
7624,Tarbes-Lourdes,76,2024,4434,477,144,2025,official_harmonized_2019_2024_presence_absence
7625,Toulouse,76,2019,7963,335,148,2025,official_harmonized_2019_2024_presence_absence
7625,Toulouse,76,2024,8429,335,147,2025,official_harmonized_2019_2024_presence_absence
8401,Annecy,84,2019,2342,98,140,2025,official_harmonized_2019_2024_presence_absence
8401,Annecy,84,2024,2492,98,141,2025,official_harmonized_2019_2024_presence_absence
8402,Aubenas,84,2019,2763,175,131,2025,official_harmonized_2019_2024_presence_absence
8402,Aubenas,84,2024,2893,175,134,2025,official_harmonized_2019_2024_presence_absence
8403,Aurillac,84,2019,1363,102,136,2025,official_harmonized_2019_2024_presence_absence
8403,Aurillac,84,2024,1402,102,138,2025,official_harmonized_2019_2024_presence_absence
8404,Belley,84,2019,1000,72,116,2025,official_harmonized_2019_2024_presence_absence
8404,Belley,84,2024,1011,72,114,2025,official_harmonized_2019_2024_presence_absence
8405,Bourg-en-Bresse,84,2019,3413,166,140,2025,official_harmonized_2019_2024_presence_absence
8405,Bourg-en-Bresse,84,2024,3605,166,141,2025,official_harmonized_2019_2024_presence_absence
8406,Bourgoin-Jallieu,84,2019,2628,106,134,2025,official_harmonized_2019_2024_presence_absence
8406,Bourgoin-Jallieu,84,2024,2771,106,133,2025,official_harmonized_2019_2024_presence_absence
8407,Chambéry,84,2019,2332,110,145,2025,official_harmonized_2019_2024_presence_absence
8407,Chambéry,84,2024,2471,110,145,2025,official_harmonized_2019_2024_presence_absence
8408,Clermont-Ferrand,84,2019,4215,191,142,2025,official_harmonized_2019_2024_presence_absence
8408,Clermont-Ferrand,84,2024,4420,191,147,2025,official_harmonized_2019_2024_presence_absence
8409,Grenoble,84,2019,4664,189,144,2025,official_harmonized_2019_2024_presence_absence
8409,Grenoble,84,2024,4841,189,144,2025,official_harmonized_2019_2024_presence_absence
8410,Issoire,84,2019,1560,138,123,2025,official_harmonized_2019_2024_presence_absence
8410,Issoire,84,2024,1617,138,123,2025,official_harmonized_2019_2024_presence_absence
8411,La Maurienne,84,2019,961,48,117,2025,official_harmonized_2019_2024_presence_absence
8411,La Maurienne,84,2024,998,48,116,2025,official_harmonized_2019_2024_presence_absence
8412,La Plaine du Forez,84,2019,1421,88,126,2025,official_harmonized_2019_2024_presence_absence
8412,La Plaine du Forez,84,2024,1524,88,125,2025,official_harmonized_2019_2024_presence_absence
8413,La Tarentaise,84,2019,1887,68,130,2025,official_harmonized_2019_2024_presence_absence
8413,La Tarentaise,84,2024,1917,68,129,2025,official_harmonized_2019_2024_presence_absence
8414,La Vallée de l'Arve,84,2019,902,28,123,2025,official_harmonized_2019_2024_presence_absence
8414,La Vallée de l'Arve,84,2024,939,28,123,2025,official_harmonized_2019_2024_presence_absence
8415,Le Chablais,84,2019,1289,48,132,2025,official_harmonized_2019_2024_presence_absence
8415,Le Chablais,84,2024,1313,48,132,2025,official_harmonized_2019_2024_presence_absence
8416,Le Genevois Français,84,2019,3464,146,139,2025,official_harmonized_2019_2024_presence_absence
8416,Le Genevois Français,84,2024,3736,146,140,2025,official_harmonized_2019_2024_presence_absence
8417,Le Livradois,84,2019,1633,109,120,2025,official_harmonized_2019_2024_presence_absence
8417,Le Livradois,84,2024,1658,109,118,2025,official_harmonized_2019_2024_presence_absence
8418,Le Mont Blanc,84,2019,794,20,125,2025,official_harmonized_2019_2024_presence_absence
8418,Le Mont Blanc,84,2024,810,20,129,2025,official_harmonized_2019_2024_presence_absence
8419,Le Puy-en-Velay,84,2019,2394,184,137,2025,official_harmonized_2019_2024_presence_absence
8419,Le Puy-en-Velay,84,2024,2428,184,137,2025,official_harmonized_2019_2024_presence_absence
8420,Les Sources de la Loire,84,2019,1487,77,122,2025,official_harmonized_2019_2024_presence_absence
8420,Les Sources de la Loire,84,2024,1527,77,122,2025,official_harmonized_2019_2024_presence_absence
8421,Lyon,84,2019,9901,235,149,2025,official_harmonized_2019_2024_presence_absence
8421,Lyon,84,2024,10252,235,149,2025,official_harmonized_2019_2024_presence_absence
8422,Montélimar,84,2019,1237,65,133,2025,official_harmonized_2019_2024_presence_absence
8422,Montélimar,84,2024,1299,65,134,2025,official_harmonized_2019_2024_presence_absence
8423,Montluçon,84,2019,1602,114,137,2025,official_harmonized_2019_2024_presence_absence
8423,Montluçon,84,2024,1649,114,136,2025,official_harmonized_2019_2024_presence_absence
8424,Moulins,84,2019,1666,101,135,2025,official_harmonized_2019_2024_presence_absence
8424,Moulins,84,2024,1728,101,133,2025,official_harmonized_2019_2024_presence_absence
8425,Oyonnax,84,2019,663,35,122,2025,official_harmonized_2019_2024_presence_absence
8425,Oyonnax,84,2024,690,35,119,2025,official_harmonized_2019_2024_presence_absence
8426,Roanne,84,2019,1613,76,137,2025,official_harmonized_2019_2024_presence_absence
8426,Roanne,84,2024,1681,76,136,2025,official_harmonized_2019_2024_presence_absence
8427,Romans-sur-Isère,84,2019,1083,57,131,2025,official_harmonized_2019_2024_presence_absence
8427,Romans-sur-Isère,84,2024,1166,57,131,2025,official_harmonized_2019_2024_presence_absence
8428,Saint-Étienne,84,2019,3791,134,144,2025,official_harmonized_2019_2024_presence_absence
8428,Saint-Étienne,84,2024,3959,134,144,2025,official_harmonized_2019_2024_presence_absence
8429,Saint-Flour,84,2019,880,84,117,2025,official_harmonized_2019_2024_presence_absence
8429,Saint-Flour,84,2024,877,84,119,2025,official_harmonized_2019_2024_presence_absence
8430,Tarare,84,2019,910,42,116,2025,official_harmonized_2019_2024_presence_absence
8430,Tarare,84,2024,912,42,113,2025,official_harmonized_2019_2024_presence_absence
8431,Valence,84,2019,3083,157,137,2025,official_harmonized_2019_2024_presence_absence
8431,Valence,84,2024,3174,157,139,2025,official_harmonized_2019_2024_presence_absence
8432,Vichy,84,2019,2135,144,135,2025,official_harmonized_2019_2024_presence_absence
8432,Vichy,84,2024,2262,144,136,2025,official_harmonized_2019_2024_presence_absence
8433,Vienne-Annonay,84,2019,3265,146,133,2025,official_harmonized_2019_2024_presence_absence
8433,Vienne-Annonay,84,2024,3414,146,129,2025,official_harmonized_2019_2024_presence_absence
8434,Villefranche-sur-Saône,84,2019,2099,92,132,2025,official_harmonized_2019_2024_presence_absence
8434,Villefranche-sur-Saône,84,2024,2245,92,136,2025,official_harmonized_2019_2024_presence_absence
8435,Voiron,84,2019,2715,130,131,2025,official_harmonized_2019_2024_presence_absence
8435,Voiron,84,2024,2867,130,131,2025,official_harmonized_2019_2024_presence_absence
9301,Aix-en-Provence,93,2019,2635,61,140,2025,official_harmonized_2019_2024_presence_absence
9301,Aix-en-Provence,93,2024,2771,61,140,2025,official_harmonized_2019_2024_presence_absence
9302,Briançon,93,2019,936,36,122,2025,official_harmonized_2019_2024_presence_absence
9302,Briançon,93,2024,984,36,124,2025,official_harmonized_2019_2024_presence_absence
9303,Brignoles,93,2019,1475,41,126,2025,official_harmonized_2019_2024_presence_absence
9303,Brignoles,93,2024,1527,41,128,2025,official_harmonized_2019_2024_presence_absence
9304,Cannes,93,2019,2248,50,138,2025,official_harmonized_2019_2024_presence_absence
9304,Cannes,93,2024,2307,50,138,2025,official_harmonized_2019_2024_presence_absence
9305,Carpentras,93,2019,871,29,129,2025,official_harmonized_2019_2024_presence_absence
9305,Carpentras,93,2024,906,29,127,2025,official_harmonized_2019_2024_presence_absence
9306,Cavaillon,93,2019,1526,54,130,2025,official_harmonized_2019_2024_presence_absence
9306,Cavaillon,93,2024,1577,54,129,2025,official_harmonized_2019_2024_presence_absence
9307,Digne-les-Bains,93,2019,1754,123,131,2025,official_harmonized_2019_2024_presence_absence
9307,Digne-les-Bains,93,2024,1830,123,130,2025,official_harmonized_2019_2024_presence_absence
9308,Draguignan,93,2019,1146,39,131,2025,official_harmonized_2019_2024_presence_absence
9308,Draguignan,93,2024,1183,39,132,2025,official_harmonized_2019_2024_presence_absence
9309,Fréjus,93,2019,427,5,130,2025,official_harmonized_2019_2024_presence_absence
9309,Fréjus,93,2024,434,5,131,2025,official_harmonized_2019_2024_presence_absence
9310,Gap,93,2019,1884,125,137,2025,official_harmonized_2019_2024_presence_absence
9310,Gap,93,2024,1988,125,136,2025,official_harmonized_2019_2024_presence_absence
9311,Manosque,93,2019,1373,67,128,2025,official_harmonized_2019_2024_presence_absence
9311,Manosque,93,2024,1451,67,128,2025,official_harmonized_2019_2024_presence_absence
9312,Marseille,93,2019,3695,32,146,2025,official_harmonized_2019_2024_presence_absence
9312,Marseille,93,2024,3742,32,146,2025,official_harmonized_2019_2024_presence_absence
9313,Martigues-Salon,93,2019,1561,26,136,2025,official_harmonized_2019_2024_presence_absence
9313,Martigues-Salon,93,2024,1587,26,137,2025,official_harmonized_2019_2024_presence_absence
9314,Menton,93,2019,698,18,121,2025,official_harmonized_2019_2024_presence_absence
9314,Menton,93,2024,725,18,124,2025,official_harmonized_2019_2024_presence_absence
9315,Nice,93,2019,2823,116,146,2025,official_harmonized_2019_2024_presence_absence
9315,Nice,93,2024,2970,116,146,2025,official_harmonized_2019_2024_presence_absence
9316,Orange,93,2019,624,16,127,2025,official_harmonized_2019_2024_presence_absence
9316,Orange,93,2024,632,16,128,2025,official_harmonized_2019_2024_presence_absence
9317,Sainte-Maxime,93,2019,724,12,120,2025,official_harmonized_2019_2024_presence_absence
9317,Sainte-Maxime,93,2024,717,12,118,2025,official_harmonized_2019_2024_presence_absence
9318,Toulon,93,2019,2267,33,143,2025,official_harmonized_2019_2024_presence_absence
9318,Toulon,93,2024,2306,33,143,2025,official_harmonized_2019_2024_presence_absence
