target_year,source_city,source_ze2020,source_name,rank,neighbor_ze2020,neighbor_name,weight
2021,Paris,1109,Paris,1,1112,Roissy,0.26864516735076904
2021,Paris,1109,Paris,2,1115,Versailles-Saint-Quentin,0.18750952184200287
2021,Paris,1109,Paris,3,1113,Saclay,0.1773853302001953
2021,Paris,1109,Paris,4,1106,Marne-la-Vallée,0.13717646896839142
2021,Paris,1109,Paris,5,1114,Seine-Yvelinoise,0.08171897381544113
2021,Paris,1109,Paris,6,1104,Évry-Courcouronnes,0.08159943670034409
2021,Paris,1109,Paris,7,1101,Cergy-Vexin,0.05540965124964714
2021,Paris,1109,Paris,8,1108,Melun,0.004736736416816711
2021,Paris,1109,Paris,9,1107,Meaux,0.0037845170591026545
2021,Paris,1109,Paris,10,1103,Étampes,0.002034186152741313
2021,Lyon,8421,Lyon,1,8406,Bourgoin-Jallieu,0.281167209148407
2021,Lyon,8421,Lyon,2,8434,Villefranche-sur-Saône,0.1934662014245987
2021,Lyon,8421,Lyon,3,8433,Vienne-Annonay,0.17288190126419067
2021,Lyon,8421,Lyon,4,8405,Bourg-en-Bresse,0.14652448892593384
2021,Lyon,8421,Lyon,5,8428,Saint-Étienne,0.11845854669809341
2021,Lyon,8421,Lyon,6,8430,Tarare,0.041046783328056335
2021,Lyon,8421,Lyon,7,1109,Paris,0.019478872418403625
2021,Lyon,8421,Lyon,8,8409,Grenoble,0.014595091342926025
2021,Lyon,8421,Lyon,9,59,Mâcon,0.006709927227348089
2021,Lyon,8421,Lyon,10,8412,La Plaine du Forez,0.0033135218545794487
2021,Marseille,9312,Marseille,1,9301,Aix-en-Provence,0.6311017870903015
2021,Marseille,9312,Marseille,2,9313,Martigues-Salon,0.22053499519824982
2021,Marseille,9312,Marseille,3,9318,Toulon,0.11471555382013321
2021,Marseille,9312,Marseille,4,9303,Brignoles,0.012022583745419979
2021,Marseille,9312,Marseille,5,1109,Paris,0.005814142990857363
2021,Marseille,9312,Marseille,6,9311,Manosque,0.004772891290485859
2021,Marseille,9312,Marseille,7,53,Avignon,0.003693945473060012
2021,Marseille,9312,Marseille,8,52,Arles,0.0033705977257341146
2021,Marseille,9312,Marseille,9,9306,Cavaillon,0.002046725479885936
2021,Marseille,9312,Marseille,10,9315,Nice,0.0010064728558063507
2021,Toulouse,7625,Toulouse,1,7615,Montauban,0.269516259431839
2021,Toulouse,7625,Toulouse,2,7602,Albi,0.16344808042049408
2021,Toulouse,7625,Toulouse,3,7612,Foix-Pamiers,0.12998397648334503
2021,Toulouse,7625,Toulouse,4,7604,Auch,0.11538800597190857
2021,Toulouse,7625,Toulouse,5,7622,Saint-Gaudens,0.11224297434091568
2021,Toulouse,7625,Toulouse,6,7610,Castres-Mazamet,0.08178061991930008
2021,Toulouse,7625,Toulouse,7,7608,Carcassonne-Limoux,0.056437570601701736
2021,Toulouse,7625,Toulouse,8,7609,Castelsarrasin-Moissac,0.027958521619439125
2021,Toulouse,7625,Toulouse,9,1109,Paris,0.02725278027355671
2021,Toulouse,7625,Toulouse,10,7505,Bordeaux,0.015991216525435448
2022,Paris,1109,Paris,1,1112,Roissy,0.26768407225608826
2022,Paris,1109,Paris,2,1115,Versailles-Saint-Quentin,0.1873919814825058
2022,Paris,1109,Paris,3,1113,Saclay,0.1775854229927063
2022,Paris,1109,Paris,4,1106,Marne-la-Vallée,0.1363951712846756
2022,Paris,1109,Paris,5,1104,Évry-Courcouronnes,0.08234605938196182
2022,Paris,1109,Paris,6,1114,Seine-Yvelinoise,0.08201005309820175
2022,Paris,1109,Paris,7,1101,Cergy-Vexin,0.05584496259689331
2022,Paris,1109,Paris,8,1108,Melun,0.004826327320188284
2022,Paris,1109,Paris,9,1107,Meaux,0.0038294580299407244
2022,Paris,1109,Paris,10,1103,Étampes,0.0020865045953541994
2022,Lyon,8421,Lyon,1,8406,Bourgoin-Jallieu,0.27990782260894775
2022,Lyon,8421,Lyon,2,8434,Villefranche-sur-Saône,0.19341252744197845
2022,Lyon,8421,Lyon,3,8433,Vienne-Annonay,0.17330968379974365
2022,Lyon,8421,Lyon,4,8405,Bourg-en-Bresse,0.1464787721633911
2022,Lyon,8421,Lyon,5,8428,Saint-Étienne,0.11906552314758301
2022,Lyon,8421,Lyon,6,8430,Tarare,0.04118802025914192
2022,Lyon,8421,Lyon,7,1109,Paris,0.019577527418732643
2022,Lyon,8421,Lyon,8,8409,Grenoble,0.01469766441732645
2022,Lyon,8421,Lyon,9,59,Mâcon,0.006694845389574766
2022,Lyon,8421,Lyon,10,8412,La Plaine du Forez,0.0032964677084237337
2022,Marseille,9312,Marseille,1,9301,Aix-en-Provence,0.6321771740913391
2022,Marseille,9312,Marseille,2,9313,Martigues-Salon,0.21964983642101288
2022,Marseille,9312,Marseille,3,9318,Toulon,0.1146712526679039
2022,Marseille,9312,Marseille,4,9303,Brignoles,0.01194810587912798
2022,Marseille,9312,Marseille,5,1109,Paris,0.0058321263641119
2022,Marseille,9312,Marseille,6,9311,Manosque,0.004738403018563986
2022,Marseille,9312,Marseille,7,53,Avignon,0.0036806389689445496
2022,Marseille,9312,Marseille,8,52,Arles,0.0033396605867892504
2022,Marseille,9312,Marseille,9,9306,Cavaillon,0.0020277074072510004
2022,Marseille,9312,Marseille,10,9315,Nice,0.001621571951545775
2022,Toulouse,7625,Toulouse,1,7615,Montauban,0.26937294006347656
2022,Toulouse,7625,Toulouse,2,7602,Albi,0.16310332715511322
2022,Toulouse,7625,Toulouse,3,7612,Foix-Pamiers,0.13007788360118866
2022,Toulouse,7625,Toulouse,4,7604,Auch,0.1155862882733345
2022,Toulouse,7625,Toulouse,5,7622,Saint-Gaudens,0.11219529062509537
2022,Toulouse,7625,Toulouse,6,7610,Castres-Mazamet,0.08169300109148026
2022,Toulouse,7625,Toulouse,7,7608,Carcassonne-Limoux,0.056474268436431885
2022,Toulouse,7625,Toulouse,8,7609,Castelsarrasin-Moissac,0.02806609869003296
2022,Toulouse,7625,Toulouse,9,1109,Paris,0.027524882927536964
2022,Toulouse,7625,Toulouse,10,7505,Bordeaux,0.01590595953166485
2023,Paris,1109,Paris,1,1112,Roissy,0.2679101228713989
2023,Paris,1109,Paris,2,1115,Versailles-Saint-Quentin,0.18816106021404266
2023,Paris,1109,Paris,3,1113,Saclay,0.17861521244049072
2023,Paris,1109,Paris,4,1106,Marne-la-Vallée,0.13634876906871796
2023,Paris,1109,Paris,5,1114,Seine-Yvelinoise,0.08169092237949371
2023,Paris,1109,Paris,6,1104,Évry-Courcouronnes,0.08166635781526566
2023,Paris,1109,Paris,7,1101,Cergy-Vexin,0.05507149174809456
2023,Paris,1109,Paris,8,1108,Melun,0.004726491402834654
2023,Paris,1109,Paris,9,1107,Meaux,0.0037786883767694235
2023,Paris,1109,Paris,10,1103,Étampes,0.002030853182077408
2023,Lyon,8421,Lyon,1,8406,Bourgoin-Jallieu,0.28064191341400146
2023,Lyon,8421,Lyon,2,8434,Villefranche-sur-Saône,0.1935400515794754
2023,Lyon,8421,Lyon,3,8433,Vienne-Annonay,0.17330150306224823
2023,Lyon,8421,Lyon,4,8405,Bourg-en-Bresse,0.14660769701004028
2023,Lyon,8421,Lyon,5,8428,Saint-Étienne,0.11883573979139328
2023,Lyon,8421,Lyon,6,8430,Tarare,0.04114329442381859
2023,Lyon,8421,Lyon,7,1109,Paris,0.01892920769751072
2023,Lyon,8421,Lyon,8,8409,Grenoble,0.014652038924396038
2023,Lyon,8421,Lyon,9,59,Mâcon,0.006690021604299545
2023,Lyon,8421,Lyon,10,8412,La Plaine du Forez,0.0032933850307017565
2023,Marseille,9312,Marseille,1,9301,Aix-en-Provence,0.6312307715415955
2023,Marseille,9312,Marseille,2,9313,Martigues-Salon,0.22005660831928253
2023,Marseille,9312,Marseille,3,9318,Toulon,0.11532411724328995
2023,Marseille,9312,Marseille,4,9303,Brignoles,0.011935331858694553
2023,Marseille,9312,Marseille,5,1109,Paris,0.005701643880456686
2023,Marseille,9312,Marseille,6,9311,Manosque,0.004731942433863878
2023,Marseille,9312,Marseille,7,53,Avignon,0.00368665624409914
2023,Marseille,9312,Marseille,8,52,Arles,0.0033466953318566084
2023,Marseille,9312,Marseille,9,9306,Cavaillon,0.002034164499491453
2023,Marseille,9312,Marseille,10,1112,Roissy,0.001952088437974453
2023,Toulouse,7625,Toulouse,1,7615,Montauban,0.26945960521698
2023,Toulouse,7625,Toulouse,2,7602,Albi,0.16326957941055298
2023,Toulouse,7625,Toulouse,3,7612,Foix-Pamiers,0.12993383407592773
2023,Toulouse,7625,Toulouse,4,7604,Auch,0.11531397700309753
2023,Toulouse,7625,Toulouse,5,7622,Saint-Gaudens,0.11234035342931747
2023,Toulouse,7625,Toulouse,6,7610,Castres-Mazamet,0.08176842331886292
2023,Toulouse,7625,Toulouse,7,7608,Carcassonne-Limoux,0.05639152601361275
2023,Toulouse,7625,Toulouse,8,7609,Castelsarrasin-Moissac,0.028210291638970375
2023,Toulouse,7625,Toulouse,9,1109,Paris,0.027356259524822235
2023,Toulouse,7625,Toulouse,10,7505,Bordeaux,0.015956155955791473
2024,Paris,1109,Paris,1,1112,Roissy,0.26722797751426697
2024,Paris,1109,Paris,2,1115,Versailles-Saint-Quentin,0.187106192111969
2024,Paris,1109,Paris,3,1113,Saclay,0.17923633754253387
2024,Paris,1109,Paris,4,1106,Marne-la-Vallée,0.1373266875743866
2024,Paris,1109,Paris,5,1114,Seine-Yvelinoise,0.08185731619596481
2024,Paris,1109,Paris,6,1104,Évry-Courcouronnes,0.08166766166687012
2024,Paris,1109,Paris,7,1101,Cergy-Vexin,0.055317092686891556
2024,Paris,1109,Paris,8,1108,Melun,0.004565318580716848
2024,Paris,1109,Paris,9,1107,Meaux,0.003688208758831024
2024,Paris,1109,Paris,10,1103,Étampes,0.0020072245970368385
2024,Lyon,8421,Lyon,1,8406,Bourgoin-Jallieu,0.2806195020675659
2024,Lyon,8421,Lyon,2,8434,Villefranche-sur-Saône,0.19351829588413239
2024,Lyon,8421,Lyon,3,8433,Vienne-Annonay,0.172770693898201
2024,Lyon,8421,Lyon,4,8405,Bourg-en-Bresse,0.14646697044372559
2024,Lyon,8421,Lyon,5,8428,Saint-Étienne,0.11928653717041016
2024,Lyon,8421,Lyon,6,8430,Tarare,0.041184235364198685
2024,Lyon,8421,Lyon,7,1109,Paris,0.019102906808257103
2024,Lyon,8421,Lyon,8,8409,Grenoble,0.014650245197117329
2024,Lyon,8421,Lyon,9,59,Mâcon,0.0066978842951357365
2024,Lyon,8421,Lyon,10,8412,La Plaine du Forez,0.0033211291301995516
2024,Marseille,9312,Marseille,1,9301,Aix-en-Provence,0.6315824389457703
2024,Marseille,9312,Marseille,2,9313,Martigues-Salon,0.22014565765857697
2024,Marseille,9312,Marseille,3,9318,Toulon,0.11500485986471176
2024,Marseille,9312,Marseille,4,9303,Brignoles,0.011849922128021717
2024,Marseille,9312,Marseille,5,1109,Paris,0.005711804609745741
2024,Marseille,9312,Marseille,6,9311,Manosque,0.004703509155660868
2024,Marseille,9312,Marseille,7,53,Avignon,0.0036862408742308617
2024,Marseille,9312,Marseille,8,52,Arles,0.003337060334160924
2024,Marseille,9312,Marseille,9,9306,Cavaillon,0.002034661127254367
2024,Marseille,9312,Marseille,10,1112,Roissy,0.0019437982700765133
2024,Toulouse,7625,Toulouse,1,7615,Montauban,0.2695734202861786
2024,Toulouse,7625,Toulouse,2,7602,Albi,0.1629706770181656
2024,Toulouse,7625,Toulouse,3,7612,Foix-Pamiers,0.13001196086406708
2024,Toulouse,7625,Toulouse,4,7604,Auch,0.11532881110906601
2024,Toulouse,7625,Toulouse,5,7622,Saint-Gaudens,0.11227843910455704
2024,Toulouse,7625,Toulouse,6,7610,Castres-Mazamet,0.08214164525270462
2024,Toulouse,7625,Toulouse,7,7608,Carcassonne-Limoux,0.05635806545615196
2024,Toulouse,7625,Toulouse,8,7609,Castelsarrasin-Moissac,0.028054259717464447
2024,Toulouse,7625,Toulouse,9,1109,Paris,0.027328213676810265
2024,Toulouse,7625,Toulouse,10,7505,Bordeaux,0.015954501926898956
