stratification,stratum,n,zones,ridge_wmape,herald_wmape,delta_wmape,relative_gain_pct
size_stratum,small,280,70,0.20239335058424882,0.09895641971596605,-0.10343693086828276,51.10688200461695
size_stratum,medium_low,280,70,0.09753272053717041,0.037071473123626186,-0.06046124741354422,61.990732013367776
size_stratum,medium_high,280,70,0.0555420954382322,0.012580295471187648,-0.04296179996704455,77.34998045729465
size_stratum,large,280,70,0.055529959950606105,0.01775357385615026,-0.03777638609445584,68.02883727641428
commune_stratum,few_communes,280,70,0.08813997803998772,0.02946853195993836,-0.05867144608004936,66.56621363512372
commune_stratum,midlow_communes,288,72,0.07601336317902849,0.026817598495227107,-0.04919576468380138,64.71988953828334
commune_stratum,midhigh_communes,276,69,0.05039850548510768,0.021004980062401153,-0.029393525422706526,58.32221638276964
commune_stratum,many_communes,276,69,0.0695728170022631,0.0182454492822612,-0.051327367720001904,73.77503158788625
