country,year,cr_code,cr_name,gm_code,gm_name,region_level,sector_a10,observed_births_corop,stock_observed_gemeente,stock_total_corop,stock_share_within_corop,estimated_births_gemeente,evidence_status,evidence_type,proxy_method,source_birth_table,source_stock_table
NL,2007,nan,,GM0000,,gemeente,BE,,0.0,6645.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2008,nan,,GM0000,,gemeente,BE,,0.0,6970.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2009,nan,,GM0000,,gemeente,BE,,0.0,7065.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2010,nan,,GM0000,,gemeente,BE,,0.0,6820.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2011,nan,,GM0000,,gemeente,BE,,0.0,5670.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2012,nan,,GM0000,,gemeente,BE,,0.0,5530.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2013,nan,,GM0000,,gemeente,BE,,0.0,5205.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2014,nan,,GM0000,,gemeente,BE,,0.0,4975.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2015,nan,,GM0000,,gemeente,BE,,0.0,4455.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2016,nan,,GM0000,,gemeente,BE,,0.0,3850.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2017,nan,,GM0000,,gemeente,BE,,0.0,3400.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2018,nan,,GM0000,,gemeente,BE,,0.0,2675.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2019,nan,,GM0000,,gemeente,BE,,1190.0,1190.0,1.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2020,nan,,GM0000,,gemeente,BE,,1220.0,1220.0,1.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2021,nan,,GM0000,,gemeente,BE,,1210.0,1400.0,0.8642857142857143,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2022,nan,,GM0000,,gemeente,BE,,1280.0,2865.0,0.4467713787085515,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2023,nan,,GM0000,,gemeente,BE,,1235.0,3280.0,0.37652439024390244,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2024,nan,,GM0000,,gemeente,BE,,1200.0,3420.0,0.3508771929824561,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2025,nan,,GM0000,,gemeente,BE,,1105.0,3340.0,0.33083832335329344,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2007,CR02,Delfzijl en omgeving,GM0003,Appingedam,gemeente,BE,20.0,20.0,140.0,0.14285714285714285,2.8571428571428568,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2008,CR02,Delfzijl en omgeving,GM0003,Appingedam,gemeente,BE,15.0,25.0,150.0,0.16666666666666666,2.5,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2009,CR02,Delfzijl en omgeving,GM0003,Appingedam,gemeente,BE,10.0,20.0,155.0,0.12903225806451613,1.2903225806451613,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2010,CR02,Delfzijl en omgeving,GM0003,Appingedam,gemeente,BE,15.0,20.0,155.0,0.12903225806451613,1.935483870967742,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2011,CR02,Delfzijl en omgeving,GM0003,Appingedam,gemeente,BE,15.0,20.0,165.0,0.12121212121212122,1.8181818181818183,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2012,CR02,Delfzijl en omgeving,GM0003,Appingedam,gemeente,BE,15.0,25.0,165.0,0.15151515151515152,2.272727272727273,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2013,CR02,Delfzijl en omgeving,GM0003,Appingedam,gemeente,BE,5.0,20.0,165.0,0.12121212121212122,0.6060606060606061,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2014,CR02,Delfzijl en omgeving,GM0003,Appingedam,gemeente,BE,10.0,25.0,160.0,0.15625,1.5625,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2015,CR02,Delfzijl en omgeving,GM0003,Appingedam,gemeente,BE,10.0,20.0,155.0,0.12903225806451613,1.2903225806451613,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2016,CR02,Delfzijl en omgeving,GM0003,Appingedam,gemeente,BE,15.0,20.0,165.0,0.12121212121212122,1.8181818181818183,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2017,CR02,Delfzijl en omgeving,GM0003,Appingedam,gemeente,BE,15.0,20.0,170.0,0.11764705882352941,1.7647058823529411,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2018,CR02,Delfzijl en omgeving,GM0003,Appingedam,gemeente,BE,15.0,20.0,175.0,0.11428571428571428,1.7142857142857142,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2019,CR02,Delfzijl en omgeving,GM0003,Appingedam,gemeente,BE,20.0,20.0,170.0,0.11764705882352941,2.3529411764705883,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2020,CR02,Delfzijl en omgeving,GM0003,Appingedam,gemeente,BE,10.0,25.0,195.0,0.1282051282051282,1.282051282051282,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2021,CR02,Delfzijl en omgeving,GM0003,Appingedam,gemeente,BE,20.0,0.0,0.0,,,insufficient_stock_share,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2022,CR02,Delfzijl en omgeving,GM0003,Appingedam,gemeente,BE,15.0,0.0,0.0,,,insufficient_stock_share,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2023,CR02,Delfzijl en omgeving,GM0003,Appingedam,gemeente,BE,25.0,0.0,0.0,,,insufficient_stock_share,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2024,CR02,Delfzijl en omgeving,GM0003,Appingedam,gemeente,BE,20.0,0.0,0.0,,,insufficient_stock_share,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2025,CR02,Delfzijl en omgeving,GM0003,Appingedam,gemeente,BE,15.0,0.0,0.0,,,insufficient_stock_share,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2007,nan,,GM0005,,gemeente,BE,,30.0,6645.0,0.004514672686230248,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2008,nan,,GM0005,,gemeente,BE,,30.0,6970.0,0.00430416068866571,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2009,nan,,GM0005,,gemeente,BE,,30.0,7065.0,0.004246284501061571,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2010,nan,,GM0005,,gemeente,BE,,35.0,6820.0,0.005131964809384164,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2011,nan,,GM0005,,gemeente,BE,,35.0,5670.0,0.006172839506172839,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2012,nan,,GM0005,,gemeente,BE,,35.0,5530.0,0.006329113924050633,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2013,nan,,GM0005,,gemeente,BE,,35.0,5205.0,0.0067243035542747355,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2014,nan,,GM0005,,gemeente,BE,,35.0,4975.0,0.007035175879396985,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2015,nan,,GM0005,,gemeente,BE,,40.0,4455.0,0.008978675645342313,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2016,nan,,GM0005,,gemeente,BE,,40.0,3850.0,0.01038961038961039,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2017,nan,,GM0005,,gemeente,BE,,40.0,3400.0,0.011764705882352941,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2018,nan,,GM0005,,gemeente,BE,,40.0,2675.0,0.014953271028037384,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2019,nan,,GM0005,,gemeente,BE,,0.0,1190.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2020,nan,,GM0005,,gemeente,BE,,0.0,1220.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2021,nan,,GM0005,,gemeente,BE,,0.0,1400.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2022,nan,,GM0005,,gemeente,BE,,0.0,2865.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2023,nan,,GM0005,,gemeente,BE,,0.0,3280.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2024,nan,,GM0005,,gemeente,BE,,0.0,3420.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2025,nan,,GM0005,,gemeente,BE,,0.0,3340.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2007,nan,,GM0007,,gemeente,BE,,30.0,6645.0,0.004514672686230248,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2008,nan,,GM0007,,gemeente,BE,,25.0,6970.0,0.003586800573888092,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2009,nan,,GM0007,,gemeente,BE,,25.0,7065.0,0.003538570417551309,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2010,nan,,GM0007,,gemeente,BE,,35.0,6820.0,0.005131964809384164,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2011,nan,,GM0007,,gemeente,BE,,30.0,5670.0,0.005291005291005291,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2012,nan,,GM0007,,gemeente,BE,,35.0,5530.0,0.006329113924050633,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2013,nan,,GM0007,,gemeente,BE,,40.0,5205.0,0.007684918347742555,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2014,nan,,GM0007,,gemeente,BE,,40.0,4975.0,0.008040201005025126,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2015,nan,,GM0007,,gemeente,BE,,40.0,4455.0,0.008978675645342313,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2016,nan,,GM0007,,gemeente,BE,,40.0,3850.0,0.01038961038961039,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2017,nan,,GM0007,,gemeente,BE,,35.0,3400.0,0.010294117647058823,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2018,nan,,GM0007,,gemeente,BE,,0.0,2675.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2019,nan,,GM0007,,gemeente,BE,,0.0,1190.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2020,nan,,GM0007,,gemeente,BE,,0.0,1220.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2021,nan,,GM0007,,gemeente,BE,,0.0,1400.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2022,nan,,GM0007,,gemeente,BE,,0.0,2865.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2023,nan,,GM0007,,gemeente,BE,,0.0,3280.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2024,nan,,GM0007,,gemeente,BE,,0.0,3420.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2025,nan,,GM0007,,gemeente,BE,,0.0,3340.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2007,nan,,GM0009,,gemeente,BE,,20.0,6645.0,0.0030097817908201654,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2008,nan,,GM0009,,gemeente,BE,,20.0,6970.0,0.0028694404591104736,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2009,nan,,GM0009,,gemeente,BE,,20.0,7065.0,0.0028308563340410475,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2010,nan,,GM0009,,gemeente,BE,,20.0,6820.0,0.002932551319648094,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2011,nan,,GM0009,,gemeente,BE,,20.0,5670.0,0.003527336860670194,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2012,nan,,GM0009,,gemeente,BE,,25.0,5530.0,0.0045207956600361665,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2013,nan,,GM0009,,gemeente,BE,,20.0,5205.0,0.0038424591738712775,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2014,nan,,GM0009,,gemeente,BE,,20.0,4975.0,0.004020100502512563,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2015,nan,,GM0009,,gemeente,BE,,20.0,4455.0,0.004489337822671156,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2016,nan,,GM0009,,gemeente,BE,,20.0,3850.0,0.005194805194805195,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2017,nan,,GM0009,,gemeente,BE,,25.0,3400.0,0.007352941176470588,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2018,nan,,GM0009,,gemeente,BE,,25.0,2675.0,0.009345794392523364,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2019,nan,,GM0009,,gemeente,BE,,0.0,1190.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2020,nan,,GM0009,,gemeente,BE,,0.0,1220.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2021,nan,,GM0009,,gemeente,BE,,0.0,1400.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2022,nan,,GM0009,,gemeente,BE,,0.0,2865.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2023,nan,,GM0009,,gemeente,BE,,0.0,3280.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2024,nan,,GM0009,,gemeente,BE,,0.0,3420.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2025,nan,,GM0009,,gemeente,BE,,0.0,3340.0,0.0,,no_corop_births_data,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2007,CR02,Delfzijl en omgeving,GM0010,Delfzijl,gemeente,BE,20.0,90.0,140.0,0.6428571428571429,12.857142857142858,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2008,CR02,Delfzijl en omgeving,GM0010,Delfzijl,gemeente,BE,15.0,90.0,150.0,0.6,9.0,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2009,CR02,Delfzijl en omgeving,GM0010,Delfzijl,gemeente,BE,10.0,95.0,155.0,0.6129032258064516,6.129032258064516,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2010,CR02,Delfzijl en omgeving,GM0010,Delfzijl,gemeente,BE,15.0,100.0,155.0,0.6451612903225806,9.67741935483871,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2011,CR02,Delfzijl en omgeving,GM0010,Delfzijl,gemeente,BE,15.0,100.0,165.0,0.6060606060606061,9.090909090909092,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2012,CR02,Delfzijl en omgeving,GM0010,Delfzijl,gemeente,BE,15.0,100.0,165.0,0.6060606060606061,9.090909090909092,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2013,CR02,Delfzijl en omgeving,GM0010,Delfzijl,gemeente,BE,5.0,100.0,165.0,0.6060606060606061,3.0303030303030303,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2014,CR02,Delfzijl en omgeving,GM0010,Delfzijl,gemeente,BE,10.0,95.0,160.0,0.59375,5.9375,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2015,CR02,Delfzijl en omgeving,GM0010,Delfzijl,gemeente,BE,10.0,95.0,155.0,0.6129032258064516,6.129032258064516,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2016,CR02,Delfzijl en omgeving,GM0010,Delfzijl,gemeente,BE,15.0,100.0,165.0,0.6060606060606061,9.090909090909092,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2017,CR02,Delfzijl en omgeving,GM0010,Delfzijl,gemeente,BE,15.0,105.0,170.0,0.6176470588235294,9.264705882352942,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2018,CR02,Delfzijl en omgeving,GM0010,Delfzijl,gemeente,BE,15.0,110.0,175.0,0.6285714285714286,9.428571428571429,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2019,CR02,Delfzijl en omgeving,GM0010,Delfzijl,gemeente,BE,20.0,100.0,170.0,0.5882352941176471,11.764705882352942,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2020,CR02,Delfzijl en omgeving,GM0010,Delfzijl,gemeente,BE,10.0,115.0,195.0,0.5897435897435898,5.897435897435898,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2021,CR02,Delfzijl en omgeving,GM0010,Delfzijl,gemeente,BE,20.0,0.0,0.0,,,insufficient_stock_share,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2022,CR02,Delfzijl en omgeving,GM0010,Delfzijl,gemeente,BE,15.0,0.0,0.0,,,insufficient_stock_share,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2023,CR02,Delfzijl en omgeving,GM0010,Delfzijl,gemeente,BE,25.0,0.0,0.0,,,insufficient_stock_share,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2024,CR02,Delfzijl en omgeving,GM0010,Delfzijl,gemeente,BE,20.0,0.0,0.0,,,insufficient_stock_share,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2025,CR02,Delfzijl en omgeving,GM0010,Delfzijl,gemeente,BE,15.0,0.0,0.0,,,insufficient_stock_share,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2007,CR03,Overig Groningen,GM0014,Groningen,gemeente,BE,115.0,475.0,475.0,1.0,115.0,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2008,CR03,Overig Groningen,GM0014,Groningen,gemeente,BE,95.0,495.0,495.0,1.0,95.0,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2009,CR03,Overig Groningen,GM0014,Groningen,gemeente,BE,95.0,525.0,525.0,1.0,95.0,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2010,CR03,Overig Groningen,GM0014,Groningen,gemeente,BE,90.0,525.0,525.0,1.0,90.0,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2011,CR03,Overig Groningen,GM0014,Groningen,gemeente,BE,110.0,540.0,540.0,1.0,110.0,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2012,CR03,Overig Groningen,GM0014,Groningen,gemeente,BE,105.0,540.0,540.0,1.0,105.0,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2013,CR03,Overig Groningen,GM0014,Groningen,gemeente,BE,90.0,555.0,555.0,1.0,90.0,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2014,CR03,Overig Groningen,GM0014,Groningen,gemeente,BE,95.0,560.0,560.0,1.0,95.0,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2015,CR03,Overig Groningen,GM0014,Groningen,gemeente,BE,100.0,570.0,570.0,1.0,100.0,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2016,CR03,Overig Groningen,GM0014,Groningen,gemeente,BE,100.0,595.0,595.0,1.0,100.0,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2017,CR03,Overig Groningen,GM0014,Groningen,gemeente,BE,105.0,605.0,605.0,1.0,105.0,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2018,CR03,Overig Groningen,GM0014,Groningen,gemeente,BE,110.0,625.0,890.0,0.702247191011236,77.24719101123596,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2019,CR03,Overig Groningen,GM0014,Groningen,gemeente,BE,115.0,720.0,1510.0,0.4768211920529801,54.83443708609271,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2020,CR03,Overig Groningen,GM0014,Groningen,gemeente,BE,125.0,730.0,1555.0,0.4694533762057878,58.68167202572348,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
NL,2021,CR03,Overig Groningen,GM0014,Groningen,gemeente,BE,170.0,740.0,1595.0,0.46394984326018807,78.87147335423197,proxy_computed,proxy_disaggregated_by_stock_share,corop_births_allocated_by_gemeente_stock_share,83631NED,81575NED
