country,gm_code,gm_name,cr_code,cr_name,region_level,year,evidence_type,source_table,sector_BE,sector_FZ,sector_GI,sector_JZ,sector_KZ,sector_LZ,sector_MN,sector_OQ,sector_RU,total_stock_all_sectors
NL,GM0000,,,,gemeente,2007,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0000,,,,gemeente,2008,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0000,,,,gemeente,2009,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0000,,,,gemeente,2010,observed_stock,81575NED,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
NL,GM0000,,,,gemeente,2011,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0000,,,,gemeente,2012,observed_stock,81575NED,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
NL,GM0000,,,,gemeente,2013,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0000,,,,gemeente,2014,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0000,,,,gemeente,2015,observed_stock,81575NED,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
NL,GM0000,,,,gemeente,2016,observed_stock,81575NED,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
NL,GM0000,,,,gemeente,2017,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0000,,,,gemeente,2018,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0000,,,,gemeente,2019,observed_stock,81575NED,1190.0,90.0,1195.0,580.0,90.0,15.0,675.0,110.0,80.0,4025.0
NL,GM0000,,,,gemeente,2020,observed_stock,81575NED,1220.0,95.0,1255.0,625.0,100.0,15.0,725.0,125.0,90.0,4250.0
NL,GM0000,,,,gemeente,2021,observed_stock,81575NED,1210.0,85.0,1245.0,665.0,90.0,10.0,715.0,140.0,105.0,4265.0
NL,GM0000,,,,gemeente,2022,observed_stock,81575NED,1280.0,95.0,1265.0,815.0,105.0,10.0,855.0,175.0,150.0,4750.0
NL,GM0000,,,,gemeente,2023,observed_stock,81575NED,1235.0,90.0,1255.0,840.0,110.0,10.0,845.0,170.0,140.0,4695.0
NL,GM0000,,,,gemeente,2024,observed_stock,81575NED,1200.0,80.0,1285.0,815.0,90.0,10.0,980.0,175.0,155.0,4790.0
NL,GM0000,,,,gemeente,2025,observed_stock,81575NED,1105.0,80.0,1225.0,710.0,95.0,15.0,905.0,175.0,145.0,4455.0
NL,GM0003,Appingedam,CR02,Delfzijl en omgeving,gemeente,2007,observed_stock,81575NED,20.0,45.0,190.0,10.0,30.0,5.0,75.0,25.0,60.0,460.0
NL,GM0003,Appingedam,CR02,Delfzijl en omgeving,gemeente,2008,observed_stock,81575NED,25.0,60.0,195.0,10.0,30.0,10.0,80.0,25.0,65.0,500.0
NL,GM0003,Appingedam,CR02,Delfzijl en omgeving,gemeente,2009,observed_stock,81575NED,20.0,50.0,200.0,15.0,35.0,10.0,80.0,25.0,65.0,500.0
NL,GM0003,Appingedam,CR02,Delfzijl en omgeving,gemeente,2010,observed_stock,81575NED,20.0,55.0,205.0,15.0,35.0,10.0,80.0,30.0,70.0,520.0
NL,GM0003,Appingedam,CR02,Delfzijl en omgeving,gemeente,2011,observed_stock,81575NED,20.0,50.0,200.0,20.0,35.0,15.0,75.0,30.0,75.0,520.0
NL,GM0003,Appingedam,CR02,Delfzijl en omgeving,gemeente,2012,observed_stock,81575NED,25.0,60.0,205.0,15.0,35.0,10.0,85.0,40.0,80.0,555.0
NL,GM0003,Appingedam,CR02,Delfzijl en omgeving,gemeente,2013,observed_stock,81575NED,20.0,55.0,195.0,15.0,35.0,15.0,85.0,35.0,85.0,540.0
NL,GM0003,Appingedam,CR02,Delfzijl en omgeving,gemeente,2014,observed_stock,81575NED,25.0,55.0,195.0,15.0,30.0,10.0,80.0,35.0,85.0,530.0
NL,GM0003,Appingedam,CR02,Delfzijl en omgeving,gemeente,2015,observed_stock,81575NED,20.0,55.0,200.0,15.0,35.0,15.0,95.0,165.0,90.0,690.0
NL,GM0003,Appingedam,CR02,Delfzijl en omgeving,gemeente,2016,observed_stock,81575NED,20.0,60.0,200.0,15.0,35.0,10.0,100.0,175.0,90.0,705.0
NL,GM0003,Appingedam,CR02,Delfzijl en omgeving,gemeente,2017,observed_stock,81575NED,20.0,55.0,205.0,20.0,40.0,10.0,100.0,175.0,90.0,715.0
NL,GM0003,Appingedam,CR02,Delfzijl en omgeving,gemeente,2018,observed_stock,81575NED,20.0,60.0,205.0,15.0,40.0,10.0,95.0,180.0,90.0,715.0
NL,GM0003,Appingedam,CR02,Delfzijl en omgeving,gemeente,2019,observed_stock,81575NED,20.0,60.0,200.0,15.0,40.0,10.0,105.0,185.0,95.0,730.0
NL,GM0003,Appingedam,CR02,Delfzijl en omgeving,gemeente,2020,observed_stock,81575NED,25.0,60.0,210.0,15.0,45.0,10.0,110.0,190.0,100.0,765.0
NL,GM0003,Appingedam,CR02,Delfzijl en omgeving,gemeente,2021,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0003,Appingedam,CR02,Delfzijl en omgeving,gemeente,2022,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0003,Appingedam,CR02,Delfzijl en omgeving,gemeente,2023,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0003,Appingedam,CR02,Delfzijl en omgeving,gemeente,2024,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0003,Appingedam,CR02,Delfzijl en omgeving,gemeente,2025,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0005,,,,gemeente,2007,observed_stock,81575NED,30.0,40.0,145.0,15.0,25.0,5.0,95.0,65.0,70.0,490.0
NL,GM0005,,,,gemeente,2008,observed_stock,81575NED,30.0,50.0,160.0,15.0,35.0,10.0,100.0,70.0,70.0,540.0
NL,GM0005,,,,gemeente,2009,observed_stock,81575NED,30.0,50.0,165.0,20.0,35.0,10.0,100.0,70.0,65.0,545.0
NL,GM0005,,,,gemeente,2010,observed_stock,81575NED,35.0,45.0,165.0,20.0,45.0,10.0,100.0,75.0,75.0,570.0
NL,GM0005,,,,gemeente,2011,observed_stock,81575NED,35.0,50.0,160.0,30.0,35.0,10.0,115.0,80.0,70.0,585.0
NL,GM0005,,,,gemeente,2012,observed_stock,81575NED,35.0,55.0,155.0,35.0,40.0,10.0,120.0,80.0,80.0,610.0
NL,GM0005,,,,gemeente,2013,observed_stock,81575NED,35.0,65.0,155.0,40.0,40.0,10.0,110.0,80.0,85.0,620.0
NL,GM0005,,,,gemeente,2014,observed_stock,81575NED,35.0,65.0,150.0,35.0,45.0,10.0,115.0,75.0,80.0,610.0
NL,GM0005,,,,gemeente,2015,observed_stock,81575NED,40.0,70.0,160.0,35.0,45.0,15.0,120.0,215.0,80.0,780.0
NL,GM0005,,,,gemeente,2016,observed_stock,81575NED,40.0,75.0,170.0,35.0,50.0,10.0,145.0,225.0,90.0,840.0
NL,GM0005,,,,gemeente,2017,observed_stock,81575NED,40.0,80.0,160.0,35.0,50.0,10.0,155.0,230.0,85.0,845.0
NL,GM0005,,,,gemeente,2018,observed_stock,81575NED,40.0,80.0,160.0,50.0,55.0,10.0,155.0,235.0,95.0,880.0
NL,GM0005,,,,gemeente,2019,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0005,,,,gemeente,2020,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0005,,,,gemeente,2021,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0005,,,,gemeente,2022,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0005,,,,gemeente,2023,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0005,,,,gemeente,2024,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0005,,,,gemeente,2025,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0007,,,,gemeente,2007,observed_stock,81575NED,30.0,65.0,165.0,10.0,20.0,15.0,75.0,125.0,60.0,565.0
NL,GM0007,,,,gemeente,2008,observed_stock,81575NED,25.0,75.0,185.0,10.0,20.0,15.0,85.0,130.0,65.0,610.0
NL,GM0007,,,,gemeente,2009,observed_stock,81575NED,25.0,80.0,180.0,15.0,20.0,15.0,100.0,140.0,75.0,650.0
NL,GM0007,,,,gemeente,2010,observed_stock,81575NED,35.0,90.0,160.0,15.0,30.0,10.0,105.0,140.0,80.0,665.0
NL,GM0007,,,,gemeente,2011,observed_stock,81575NED,30.0,85.0,160.0,15.0,30.0,10.0,110.0,135.0,85.0,660.0
NL,GM0007,,,,gemeente,2012,observed_stock,81575NED,35.0,85.0,155.0,15.0,30.0,10.0,110.0,140.0,80.0,660.0
NL,GM0007,,,,gemeente,2013,observed_stock,81575NED,40.0,85.0,155.0,15.0,25.0,10.0,110.0,145.0,80.0,665.0
NL,GM0007,,,,gemeente,2014,observed_stock,81575NED,40.0,80.0,150.0,20.0,25.0,10.0,115.0,140.0,90.0,670.0
NL,GM0007,,,,gemeente,2015,observed_stock,81575NED,40.0,85.0,165.0,10.0,25.0,5.0,110.0,265.0,85.0,790.0
NL,GM0007,,,,gemeente,2016,observed_stock,81575NED,40.0,90.0,165.0,15.0,30.0,5.0,120.0,270.0,85.0,820.0
NL,GM0007,,,,gemeente,2017,observed_stock,81575NED,35.0,95.0,175.0,10.0,30.0,10.0,120.0,280.0,85.0,840.0
NL,GM0007,,,,gemeente,2018,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0007,,,,gemeente,2019,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0007,,,,gemeente,2020,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0007,,,,gemeente,2021,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0007,,,,gemeente,2022,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0007,,,,gemeente,2023,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0007,,,,gemeente,2024,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0007,,,,gemeente,2025,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0009,,,,gemeente,2007,observed_stock,81575NED,20.0,55.0,95.0,10.0,15.0,5.0,55.0,80.0,50.0,385.0
NL,GM0009,,,,gemeente,2008,observed_stock,81575NED,20.0,60.0,110.0,10.0,15.0,5.0,70.0,80.0,45.0,415.0
NL,GM0009,,,,gemeente,2009,observed_stock,81575NED,20.0,65.0,115.0,15.0,20.0,5.0,85.0,80.0,50.0,455.0
NL,GM0009,,,,gemeente,2010,observed_stock,81575NED,20.0,65.0,115.0,20.0,25.0,5.0,90.0,85.0,50.0,475.0
NL,GM0009,,,,gemeente,2011,observed_stock,81575NED,20.0,65.0,115.0,20.0,25.0,10.0,95.0,90.0,55.0,495.0
NL,GM0009,,,,gemeente,2012,observed_stock,81575NED,25.0,70.0,115.0,20.0,30.0,10.0,100.0,90.0,60.0,520.0
NL,GM0009,,,,gemeente,2013,observed_stock,81575NED,20.0,70.0,115.0,20.0,30.0,10.0,100.0,90.0,60.0,515.0
NL,GM0009,,,,gemeente,2014,observed_stock,81575NED,20.0,75.0,110.0,20.0,30.0,5.0,115.0,90.0,70.0,535.0
NL,GM0009,,,,gemeente,2015,observed_stock,81575NED,20.0,70.0,110.0,20.0,35.0,5.0,115.0,190.0,70.0,635.0
NL,GM0009,,,,gemeente,2016,observed_stock,81575NED,20.0,75.0,110.0,20.0,35.0,5.0,120.0,200.0,75.0,660.0
NL,GM0009,,,,gemeente,2017,observed_stock,81575NED,25.0,80.0,105.0,25.0,30.0,5.0,120.0,210.0,75.0,675.0
NL,GM0009,,,,gemeente,2018,observed_stock,81575NED,25.0,70.0,110.0,25.0,30.0,5.0,135.0,200.0,75.0,675.0
NL,GM0009,,,,gemeente,2019,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0009,,,,gemeente,2020,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0009,,,,gemeente,2021,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0009,,,,gemeente,2022,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0009,,,,gemeente,2023,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0009,,,,gemeente,2024,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0009,,,,gemeente,2025,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0010,Delfzijl,CR02,Delfzijl en omgeving,gemeente,2007,observed_stock,81575NED,90.0,95.0,615.0,40.0,65.0,20.0,145.0,155.0,140.0,1365.0
NL,GM0010,Delfzijl,CR02,Delfzijl en omgeving,gemeente,2008,observed_stock,81575NED,90.0,105.0,620.0,40.0,70.0,15.0,160.0,165.0,150.0,1415.0
NL,GM0010,Delfzijl,CR02,Delfzijl en omgeving,gemeente,2009,observed_stock,81575NED,95.0,115.0,640.0,40.0,70.0,15.0,180.0,155.0,150.0,1460.0
NL,GM0010,Delfzijl,CR02,Delfzijl en omgeving,gemeente,2010,observed_stock,81575NED,100.0,125.0,615.0,45.0,90.0,20.0,185.0,170.0,170.0,1520.0
NL,GM0010,Delfzijl,CR02,Delfzijl en omgeving,gemeente,2011,observed_stock,81575NED,100.0,135.0,635.0,45.0,80.0,20.0,200.0,170.0,170.0,1555.0
NL,GM0010,Delfzijl,CR02,Delfzijl en omgeving,gemeente,2012,observed_stock,81575NED,100.0,135.0,620.0,40.0,75.0,20.0,215.0,170.0,170.0,1545.0
NL,GM0010,Delfzijl,CR02,Delfzijl en omgeving,gemeente,2013,observed_stock,81575NED,100.0,135.0,630.0,40.0,70.0,20.0,215.0,170.0,160.0,1540.0
NL,GM0010,Delfzijl,CR02,Delfzijl en omgeving,gemeente,2014,observed_stock,81575NED,95.0,125.0,575.0,40.0,75.0,20.0,220.0,165.0,170.0,1485.0
NL,GM0010,Delfzijl,CR02,Delfzijl en omgeving,gemeente,2015,observed_stock,81575NED,95.0,140.0,575.0,40.0,80.0,25.0,215.0,380.0,175.0,1725.0
NL,GM0010,Delfzijl,CR02,Delfzijl en omgeving,gemeente,2016,observed_stock,81575NED,100.0,150.0,590.0,35.0,75.0,25.0,230.0,385.0,190.0,1780.0
NL,GM0010,Delfzijl,CR02,Delfzijl en omgeving,gemeente,2017,observed_stock,81575NED,105.0,150.0,595.0,35.0,75.0,25.0,230.0,390.0,200.0,1805.0
NL,GM0010,Delfzijl,CR02,Delfzijl en omgeving,gemeente,2018,observed_stock,81575NED,110.0,145.0,575.0,40.0,80.0,20.0,235.0,400.0,200.0,1805.0
NL,GM0010,Delfzijl,CR02,Delfzijl en omgeving,gemeente,2019,observed_stock,81575NED,100.0,155.0,580.0,35.0,75.0,25.0,245.0,420.0,205.0,1840.0
NL,GM0010,Delfzijl,CR02,Delfzijl en omgeving,gemeente,2020,observed_stock,81575NED,115.0,160.0,565.0,35.0,75.0,25.0,270.0,430.0,205.0,1880.0
NL,GM0010,Delfzijl,CR02,Delfzijl en omgeving,gemeente,2021,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0010,Delfzijl,CR02,Delfzijl en omgeving,gemeente,2022,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0010,Delfzijl,CR02,Delfzijl en omgeving,gemeente,2023,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0010,Delfzijl,CR02,Delfzijl en omgeving,gemeente,2024,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0010,Delfzijl,CR02,Delfzijl en omgeving,gemeente,2025,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0014,Groningen,CR03,Overig Groningen,gemeente,2007,observed_stock,81575NED,475.0,655.0,3060.0,790.0,565.0,235.0,2400.0,45.0,1590.0,9815.0
NL,GM0014,Groningen,CR03,Overig Groningen,gemeente,2008,observed_stock,81575NED,495.0,785.0,3210.0,935.0,600.0,250.0,2705.0,45.0,1695.0,10720.0
NL,GM0014,Groningen,CR03,Overig Groningen,gemeente,2009,observed_stock,81575NED,525.0,845.0,3265.0,1010.0,645.0,280.0,2935.0,45.0,1805.0,11355.0
NL,GM0014,Groningen,CR03,Overig Groningen,gemeente,2010,observed_stock,81575NED,525.0,835.0,3275.0,1155.0,765.0,290.0,3270.0,55.0,2050.0,12220.0
NL,GM0014,Groningen,CR03,Overig Groningen,gemeente,2011,observed_stock,81575NED,540.0,830.0,3360.0,1250.0,785.0,295.0,3590.0,50.0,2250.0,12950.0
NL,GM0014,Groningen,CR03,Overig Groningen,gemeente,2012,observed_stock,81575NED,540.0,830.0,3380.0,1340.0,805.0,295.0,3925.0,50.0,2410.0,13575.0
NL,GM0014,Groningen,CR03,Overig Groningen,gemeente,2013,observed_stock,81575NED,555.0,800.0,3350.0,1410.0,840.0,290.0,4010.0,50.0,2440.0,13745.0
NL,GM0014,Groningen,CR03,Overig Groningen,gemeente,2014,observed_stock,81575NED,560.0,790.0,3320.0,1470.0,865.0,290.0,4175.0,50.0,2490.0,14010.0
NL,GM0014,Groningen,CR03,Overig Groningen,gemeente,2015,observed_stock,81575NED,570.0,820.0,3490.0,1555.0,905.0,290.0,4425.0,3050.0,2595.0,17700.0
NL,GM0014,Groningen,CR03,Overig Groningen,gemeente,2016,observed_stock,81575NED,595.0,850.0,3555.0,1655.0,900.0,305.0,4675.0,3305.0,2725.0,18565.0
NL,GM0014,Groningen,CR03,Overig Groningen,gemeente,2017,observed_stock,81575NED,605.0,870.0,3575.0,1650.0,955.0,300.0,4770.0,3575.0,2890.0,19190.0
NL,GM0014,Groningen,CR03,Overig Groningen,gemeente,2018,observed_stock,81575NED,625.0,890.0,3700.0,1705.0,1030.0,320.0,5005.0,3725.0,3115.0,20115.0
NL,GM0014,Groningen,CR03,Overig Groningen,gemeente,2019,observed_stock,81575NED,720.0,1145.0,4150.0,1815.0,1325.0,370.0,6080.0,4745.0,3670.0,24020.0
NL,GM0014,Groningen,CR03,Overig Groningen,gemeente,2020,observed_stock,81575NED,730.0,1185.0,4420.0,1880.0,1365.0,380.0,6405.0,5025.0,3795.0,25185.0
NL,GM0014,Groningen,CR03,Overig Groningen,gemeente,2021,observed_stock,81575NED,740.0,1295.0,4700.0,1905.0,1380.0,385.0,6540.0,5335.0,3945.0,26225.0
NL,GM0014,Groningen,CR03,Overig Groningen,gemeente,2022,observed_stock,81575NED,810.0,1425.0,5040.0,2025.0,1515.0,420.0,7060.0,5735.0,4245.0,28275.0
NL,GM0014,Groningen,CR03,Overig Groningen,gemeente,2023,observed_stock,81575NED,815.0,1575.0,5130.0,2105.0,1445.0,420.0,7315.0,5935.0,4450.0,29190.0
NL,GM0014,Groningen,CR03,Overig Groningen,gemeente,2024,observed_stock,81575NED,855.0,1825.0,5530.0,2270.0,830.0,480.0,8340.0,6390.0,4670.0,31190.0
NL,GM0014,Groningen,CR03,Overig Groningen,gemeente,2025,observed_stock,81575NED,860.0,1910.0,5605.0,2245.0,795.0,485.0,8560.0,6525.0,4710.0,31695.0
NL,GM0015,,,,gemeente,2007,observed_stock,81575NED,40.0,130.0,235.0,15.0,25.0,10.0,70.0,140.0,45.0,710.0
NL,GM0015,,,,gemeente,2008,observed_stock,81575NED,40.0,150.0,235.0,15.0,30.0,10.0,70.0,145.0,50.0,745.0
NL,GM0015,,,,gemeente,2009,observed_stock,81575NED,40.0,165.0,240.0,20.0,30.0,10.0,80.0,150.0,45.0,780.0
NL,GM0015,,,,gemeente,2010,observed_stock,81575NED,45.0,165.0,235.0,25.0,35.0,10.0,90.0,145.0,55.0,805.0
NL,GM0015,,,,gemeente,2011,observed_stock,81575NED,55.0,165.0,235.0,25.0,45.0,15.0,100.0,150.0,70.0,860.0
NL,GM0015,,,,gemeente,2012,observed_stock,81575NED,60.0,175.0,245.0,30.0,35.0,10.0,110.0,155.0,70.0,890.0
NL,GM0015,,,,gemeente,2013,observed_stock,81575NED,60.0,175.0,255.0,25.0,40.0,10.0,115.0,160.0,75.0,915.0
NL,GM0015,,,,gemeente,2014,observed_stock,81575NED,55.0,185.0,240.0,25.0,45.0,10.0,120.0,160.0,80.0,920.0
NL,GM0015,,,,gemeente,2015,observed_stock,81575NED,60.0,190.0,250.0,30.0,45.0,10.0,135.0,280.0,90.0,1090.0
NL,GM0015,,,,gemeente,2016,observed_stock,81575NED,60.0,190.0,260.0,25.0,50.0,15.0,150.0,310.0,95.0,1155.0
NL,GM0015,,,,gemeente,2017,observed_stock,81575NED,55.0,195.0,265.0,30.0,45.0,15.0,150.0,315.0,90.0,1160.0
NL,GM0015,,,,gemeente,2018,observed_stock,81575NED,60.0,210.0,270.0,25.0,45.0,15.0,160.0,340.0,95.0,1220.0
NL,GM0015,,,,gemeente,2019,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0015,,,,gemeente,2020,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0015,,,,gemeente,2021,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0015,,,,gemeente,2022,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0015,,,,gemeente,2023,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0015,,,,gemeente,2024,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0015,,,,gemeente,2025,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0017,,,,gemeente,2007,observed_stock,81575NED,30.0,65.0,280.0,50.0,135.0,35.0,300.0,30.0,130.0,1055.0
NL,GM0017,,,,gemeente,2008,observed_stock,81575NED,30.0,95.0,275.0,55.0,150.0,35.0,320.0,30.0,140.0,1130.0
NL,GM0017,,,,gemeente,2009,observed_stock,81575NED,35.0,95.0,265.0,60.0,160.0,40.0,365.0,25.0,145.0,1190.0
NL,GM0017,,,,gemeente,2010,observed_stock,81575NED,30.0,80.0,270.0,55.0,200.0,35.0,410.0,30.0,155.0,1265.0
NL,GM0017,,,,gemeente,2011,observed_stock,81575NED,35.0,75.0,265.0,70.0,215.0,35.0,450.0,30.0,165.0,1340.0
NL,GM0017,,,,gemeente,2012,observed_stock,81575NED,35.0,80.0,280.0,80.0,210.0,40.0,495.0,30.0,175.0,1425.0
NL,GM0017,,,,gemeente,2013,observed_stock,81575NED,30.0,80.0,280.0,80.0,200.0,30.0,510.0,30.0,180.0,1420.0
NL,GM0017,,,,gemeente,2014,observed_stock,81575NED,35.0,80.0,270.0,90.0,200.0,25.0,545.0,30.0,200.0,1475.0
NL,GM0017,,,,gemeente,2015,observed_stock,81575NED,30.0,90.0,270.0,85.0,215.0,20.0,565.0,430.0,225.0,1930.0
NL,GM0017,,,,gemeente,2016,observed_stock,81575NED,45.0,100.0,290.0,85.0,215.0,25.0,580.0,465.0,230.0,2035.0
NL,GM0017,,,,gemeente,2017,observed_stock,81575NED,45.0,100.0,315.0,85.0,230.0,25.0,590.0,490.0,250.0,2130.0
NL,GM0017,,,,gemeente,2018,observed_stock,81575NED,50.0,105.0,310.0,85.0,225.0,30.0,625.0,520.0,265.0,2215.0
NL,GM0017,,,,gemeente,2019,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0017,,,,gemeente,2020,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0017,,,,gemeente,2021,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0017,,,,gemeente,2022,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0017,,,,gemeente,2023,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0017,,,,gemeente,2024,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0017,,,,gemeente,2025,observed_stock,81575NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,GM0018,,,,gemeente,2007,observed_stock,81575NED,125.0,125.0,500.0,55.0,105.0,30.0,220.0,75.0,160.0,1395.0
NL,GM0018,,,,gemeente,2008,observed_stock,81575NED,125.0,145.0,535.0,65.0,115.0,35.0,250.0,75.0,180.0,1525.0
NL,GM0018,,,,gemeente,2009,observed_stock,81575NED,140.0,165.0,535.0,70.0,120.0,35.0,260.0,75.0,190.0,1590.0
NL,GM0018,,,,gemeente,2010,observed_stock,81575NED,140.0,160.0,560.0,75.0,135.0,45.0,280.0,75.0,200.0,1670.0
NL,GM0018,,,,gemeente,2011,observed_stock,81575NED,145.0,165.0,555.0,80.0,130.0,40.0,280.0,75.0,220.0,1690.0
NL,GM0018,,,,gemeente,2012,observed_stock,81575NED,150.0,165.0,585.0,80.0,140.0,40.0,290.0,75.0,230.0,1755.0
NL,GM0018,,,,gemeente,2013,observed_stock,81575NED,145.0,160.0,585.0,75.0,130.0,45.0,295.0,75.0,235.0,1745.0
NL,GM0018,,,,gemeente,2014,observed_stock,81575NED,140.0,160.0,570.0,85.0,130.0,45.0,305.0,70.0,245.0,1750.0
NL,GM0018,,,,gemeente,2015,observed_stock,81575NED,150.0,170.0,580.0,95.0,135.0,40.0,335.0,460.0,250.0,2215.0
NL,GM0018,,,,gemeente,2016,observed_stock,81575NED,150.0,180.0,590.0,95.0,135.0,45.0,370.0,475.0,255.0,2295.0
