country,region_id,region_name,region_level,year,node_idx,target_births,lag1_births,lag2_births,lag3_births,growth_1y,growth_2y,business_sector_total,sector_BE,sector_FZ,sector_GI,sector_JZ,sector_LZ,sector_MN,sector_OQ,sector_RU,sector_KZ,mask_sector_a10,mask_target,mask_employment,mask_tensor,flag_target_concept,flag_has_national_employment,flag_has_eurostat_bd,flag_is_covid_year,flag_is_rebound_year,flag_forecast_safe,meta_nuts3_code,meta_region_system,meta_source_label,source_indicator,source_geocod,nuts_version,is_continental,available_for_forecast_year
PT,1111601,Arcos de Valdevez,MUNICIPALITY,2008,0,250,,,,,,250,6,40,64,3,8,71,41,17,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111601,NUTS2013,True,1
PT,1111601,Arcos de Valdevez,MUNICIPALITY,2009,0,223,250.0,,,-0.108,,223,7,28,72,1,2,45,60,8,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111601,NUTS2013,True,1
PT,1111601,Arcos de Valdevez,MUNICIPALITY,2010,0,225,223.0,250.0,,0.008968609865470852,-0.1,225,8,31,60,4,5,48,60,9,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111601,NUTS2013,True,1
PT,1111601,Arcos de Valdevez,MUNICIPALITY,2011,0,230,225.0,223.0,250.0,0.022222222222222223,0.03139013452914798,230,8,37,74,1,2,57,40,11,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111601,NUTS2013,True,1
PT,1111601,Arcos de Valdevez,MUNICIPALITY,2012,0,169,230.0,225.0,223.0,-0.26521739130434785,-0.24888888888888888,169,6,25,50,2,2,39,32,13,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111601,NUTS2013,True,1
PT,1111601,Arcos de Valdevez,MUNICIPALITY,2013,0,795,169.0,230.0,225.0,3.7041420118343193,2.4565217391304346,795,6,36,81,1,3,37,615,16,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111601,NUTS2013,True,1
PT,1111601,Arcos de Valdevez,MUNICIPALITY,2014,0,679,795.0,169.0,230.0,-0.1459119496855346,3.0177514792899407,679,16,28,86,2,4,31,489,23,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111601,NUTS2013,True,1
PT,1111601,Arcos de Valdevez,MUNICIPALITY,2015,0,367,679.0,795.0,169.0,-0.45949926362297494,-0.5383647798742138,367,14,38,82,1,4,48,166,14,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111601,NUTS2013,True,1
PT,1111601,Arcos de Valdevez,MUNICIPALITY,2016,0,322,367.0,679.0,795.0,-0.1226158038147139,-0.5257731958762887,322,21,45,74,2,7,50,107,16,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111601,NUTS2013,True,1
PT,1111601,Arcos de Valdevez,MUNICIPALITY,2017,0,305,322.0,367.0,679.0,-0.052795031055900624,-0.16893732970027248,305,9,20,77,2,9,56,120,12,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111601,NUTS2013,True,1
PT,1111601,Arcos de Valdevez,MUNICIPALITY,2018,0,430,305.0,322.0,367.0,0.4098360655737705,0.33540372670807456,430,17,48,108,5,4,63,168,17,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111601,NUTS2013,True,1
PT,1111601,Arcos de Valdevez,MUNICIPALITY,2019,0,327,430.0,305.0,322.0,-0.23953488372093024,0.07213114754098361,327,7,40,67,1,13,55,118,26,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111601,NUTS2013,True,1
PT,1111601,Arcos de Valdevez,MUNICIPALITY,2020,0,298,327.0,430.0,305.0,-0.08868501529051988,-0.30697674418604654,298,11,40,70,3,6,48,106,14,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,1,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111601,NUTS2013,True,1
PT,1111601,Arcos de Valdevez,MUNICIPALITY,2021,0,367,298.0,327.0,430.0,0.23154362416107382,0.12232415902140673,367,6,39,86,3,8,61,147,17,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,1,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111601,NUTS2013,True,1
PT,1111601,Arcos de Valdevez,MUNICIPALITY,2022,0,337,367.0,298.0,327.0,-0.08174386920980926,0.13087248322147652,337,9,29,71,6,14,77,109,22,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,1,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111601,NUTS2013,True,1
PT,1111601,Arcos de Valdevez,MUNICIPALITY,2023,0,365,337.0,367.0,298.0,0.0830860534124629,-0.005449591280653951,365,11,42,77,7,7,76,121,24,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,1,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0014099,1111601,NUTS2024,True,1
PT,1111602,Caminha,MUNICIPALITY,2008,1,245,,,,,,245,7,32,70,5,3,61,45,22,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111602,NUTS2013,True,1
PT,1111602,Caminha,MUNICIPALITY,2009,1,235,245.0,,,-0.04081632653061224,,235,8,29,57,0,3,57,67,14,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111602,NUTS2013,True,1
PT,1111602,Caminha,MUNICIPALITY,2010,1,239,235.0,245.0,,0.01702127659574468,-0.024489795918367346,239,5,28,61,1,7,56,64,17,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111602,NUTS2013,True,1
PT,1111602,Caminha,MUNICIPALITY,2011,1,240,239.0,235.0,245.0,0.0041841004184100415,0.02127659574468085,240,4,26,57,3,7,59,63,21,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111602,NUTS2013,True,1
PT,1111602,Caminha,MUNICIPALITY,2012,1,212,240.0,239.0,235.0,-0.11666666666666667,-0.11297071129707113,212,8,21,72,1,3,53,38,16,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111602,NUTS2013,True,1
PT,1111602,Caminha,MUNICIPALITY,2013,1,270,212.0,240.0,239.0,0.27358490566037735,0.125,270,12,37,73,3,3,53,76,13,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111602,NUTS2013,True,1
PT,1111602,Caminha,MUNICIPALITY,2014,1,313,270.0,212.0,240.0,0.15925925925925927,0.47641509433962265,313,11,22,72,2,4,68,116,18,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111602,NUTS2013,True,1
PT,1111602,Caminha,MUNICIPALITY,2015,1,280,313.0,270.0,212.0,-0.10543130990415335,0.037037037037037035,280,14,32,80,4,11,58,65,16,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111602,NUTS2013,True,1
PT,1111602,Caminha,MUNICIPALITY,2016,1,287,280.0,313.0,270.0,0.025,-0.08306709265175719,287,9,31,85,3,9,69,55,26,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111602,NUTS2013,True,1
PT,1111602,Caminha,MUNICIPALITY,2017,1,300,287.0,280.0,313.0,0.04529616724738676,0.07142857142857142,300,5,47,77,0,5,73,68,25,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111602,NUTS2013,True,1
PT,1111602,Caminha,MUNICIPALITY,2018,1,304,300.0,287.0,280.0,0.013333333333333334,0.059233449477351915,304,8,32,91,5,8,68,64,28,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111602,NUTS2013,True,1
PT,1111602,Caminha,MUNICIPALITY,2019,1,304,304.0,300.0,287.0,0.0,0.013333333333333334,304,8,40,72,5,6,83,59,31,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111602,NUTS2013,True,1
PT,1111602,Caminha,MUNICIPALITY,2020,1,233,304.0,304.0,300.0,-0.23355263157894737,-0.23355263157894737,233,10,32,52,2,4,75,44,14,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,1,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111602,NUTS2013,True,1
PT,1111602,Caminha,MUNICIPALITY,2021,1,308,233.0,304.0,304.0,0.3218884120171674,0.013157894736842105,308,9,44,70,8,8,83,61,25,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,1,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111602,NUTS2013,True,1
PT,1111602,Caminha,MUNICIPALITY,2022,1,341,308.0,233.0,304.0,0.10714285714285714,0.463519313304721,341,12,40,74,6,10,103,63,33,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,1,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111602,NUTS2013,True,1
PT,1111602,Caminha,MUNICIPALITY,2023,1,361,341.0,308.0,233.0,0.05865102639296188,0.17207792207792208,361,10,28,102,9,12,121,51,28,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,1,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0014099,1111602,NUTS2024,True,1
PT,1111603,Melgaço,MUNICIPALITY,2008,2,78,,,,,,78,7,10,16,0,0,25,15,5,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111603,NUTS2013,True,1
PT,1111603,Melgaço,MUNICIPALITY,2009,2,58,78.0,,,-0.2564102564102564,,58,2,8,21,0,0,9,11,7,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111603,NUTS2013,True,1
PT,1111603,Melgaço,MUNICIPALITY,2010,2,77,58.0,78.0,,0.3275862068965517,-0.01282051282051282,77,3,6,24,1,1,15,16,11,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111603,NUTS2013,True,1
PT,1111603,Melgaço,MUNICIPALITY,2011,2,79,77.0,58.0,78.0,0.025974025974025976,0.3620689655172414,79,2,7,21,0,2,30,12,5,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111603,NUTS2013,True,1
PT,1111603,Melgaço,MUNICIPALITY,2012,2,69,79.0,77.0,58.0,-0.12658227848101267,-0.1038961038961039,69,2,5,19,0,3,18,18,4,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111603,NUTS2013,True,1
PT,1111603,Melgaço,MUNICIPALITY,2013,2,570,69.0,79.0,77.0,7.260869565217392,6.215189873417722,570,8,23,41,0,0,18,478,2,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111603,NUTS2013,True,1
PT,1111603,Melgaço,MUNICIPALITY,2014,2,131,570.0,69.0,79.0,-0.7701754385964912,0.8985507246376812,131,6,8,18,0,2,11,81,5,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111603,NUTS2013,True,1
PT,1111603,Melgaço,MUNICIPALITY,2015,2,107,131.0,570.0,69.0,-0.183206106870229,-0.8122807017543859,107,5,9,15,0,0,18,53,7,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111603,NUTS2013,True,1
PT,1111603,Melgaço,MUNICIPALITY,2016,2,103,107.0,131.0,570.0,-0.037383177570093455,-0.21374045801526717,103,8,10,26,0,0,16,35,8,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111603,NUTS2013,True,1
PT,1111603,Melgaço,MUNICIPALITY,2017,2,119,103.0,107.0,131.0,0.1553398058252427,0.11214953271028037,119,1,9,30,1,0,25,45,8,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111603,NUTS2013,True,1
PT,1111603,Melgaço,MUNICIPALITY,2018,2,164,119.0,103.0,107.0,0.37815126050420167,0.5922330097087378,164,4,18,49,1,1,27,52,12,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111603,NUTS2013,True,1
PT,1111603,Melgaço,MUNICIPALITY,2019,2,110,164.0,119.0,103.0,-0.32926829268292684,-0.07563025210084033,110,5,10,15,1,1,19,55,4,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111603,NUTS2013,True,1
PT,1111603,Melgaço,MUNICIPALITY,2020,2,88,110.0,164.0,119.0,-0.2,-0.4634146341463415,88,2,9,8,1,1,16,46,5,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,1,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111603,NUTS2013,True,1
PT,1111603,Melgaço,MUNICIPALITY,2021,2,102,88.0,110.0,164.0,0.1590909090909091,-0.07272727272727272,102,2,10,26,1,1,27,30,5,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,1,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111603,NUTS2013,True,1
PT,1111603,Melgaço,MUNICIPALITY,2022,2,92,102.0,88.0,110.0,-0.09803921568627451,0.045454545454545456,92,1,2,14,1,1,31,36,6,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,1,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111603,NUTS2013,True,1
PT,1111603,Melgaço,MUNICIPALITY,2023,2,113,92.0,102.0,88.0,0.22826086956521738,0.10784313725490197,113,3,6,21,0,3,30,39,11,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,1,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0014099,1111603,NUTS2024,True,1
PT,1111604,Monção,MUNICIPALITY,2008,3,271,,,,,,271,12,54,86,0,5,68,41,5,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111604,NUTS2013,True,1
PT,1111604,Monção,MUNICIPALITY,2009,3,207,271.0,,,-0.23616236162361623,,207,11,24,68,1,3,43,48,9,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111604,NUTS2013,True,1
PT,1111604,Monção,MUNICIPALITY,2010,3,188,207.0,271.0,,-0.09178743961352658,-0.3062730627306273,188,8,27,45,2,4,49,44,9,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111604,NUTS2013,True,1
PT,1111604,Monção,MUNICIPALITY,2011,3,250,188.0,207.0,271.0,0.32978723404255317,0.20772946859903382,250,12,28,67,1,0,96,40,6,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111604,NUTS2013,True,1
PT,1111604,Monção,MUNICIPALITY,2012,3,217,250.0,188.0,207.0,-0.132,0.15425531914893617,217,10,27,59,2,1,72,39,7,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111604,NUTS2013,True,1
PT,1111604,Monção,MUNICIPALITY,2013,3,1221,217.0,250.0,188.0,4.626728110599078,3.884,1221,22,61,111,1,5,43,958,20,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111604,NUTS2013,True,1
PT,1111604,Monção,MUNICIPALITY,2014,3,396,1221.0,217.0,250.0,-0.6756756756756757,0.8248847926267281,396,12,36,71,0,2,67,194,14,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111604,NUTS2013,True,1
PT,1111604,Monção,MUNICIPALITY,2015,3,273,396.0,1221.0,217.0,-0.3106060606060606,-0.7764127764127764,273,15,22,61,2,2,61,98,12,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111604,NUTS2013,True,1
PT,1111604,Monção,MUNICIPALITY,2016,3,267,273.0,396.0,1221.0,-0.02197802197802198,-0.32575757575757575,267,10,23,52,1,3,69,92,17,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111604,NUTS2013,True,1
PT,1111604,Monção,MUNICIPALITY,2017,3,308,267.0,273.0,396.0,0.15355805243445692,0.1282051282051282,308,19,36,62,1,9,70,95,16,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111604,NUTS2013,True,1
PT,1111604,Monção,MUNICIPALITY,2018,3,350,308.0,267.0,273.0,0.13636363636363635,0.31086142322097376,350,23,57,83,0,1,77,95,14,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111604,NUTS2013,True,1
PT,1111604,Monção,MUNICIPALITY,2019,3,284,350.0,308.0,267.0,-0.18857142857142858,-0.07792207792207792,284,12,41,63,1,3,67,75,22,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111604,NUTS2013,True,1
PT,1111604,Monção,MUNICIPALITY,2020,3,259,284.0,350.0,308.0,-0.0880281690140845,-0.26,259,5,30,46,3,5,70,84,16,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,1,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111604,NUTS2013,True,1
PT,1111604,Monção,MUNICIPALITY,2021,3,272,259.0,284.0,350.0,0.05019305019305019,-0.04225352112676056,272,10,34,38,4,15,67,85,19,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,1,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111604,NUTS2013,True,1
PT,1111604,Monção,MUNICIPALITY,2022,3,355,272.0,259.0,284.0,0.30514705882352944,0.37065637065637064,355,21,65,69,4,5,77,93,21,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,1,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111604,NUTS2013,True,1
PT,1111604,Monção,MUNICIPALITY,2023,3,390,355.0,272.0,259.0,0.09859154929577464,0.4338235294117647,390,13,63,65,5,8,132,71,33,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,1,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0014099,1111604,NUTS2024,True,1
PT,1111605,Paredes de Coura,MUNICIPALITY,2008,4,89,,,,,,89,0,20,23,0,1,23,17,5,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111605,NUTS2013,True,1
PT,1111605,Paredes de Coura,MUNICIPALITY,2009,4,72,89.0,,,-0.19101123595505617,,72,3,7,20,1,0,21,15,5,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111605,NUTS2013,True,1
PT,1111605,Paredes de Coura,MUNICIPALITY,2010,4,68,72.0,89.0,,-0.05555555555555555,-0.23595505617977527,68,2,15,14,1,1,16,17,2,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111605,NUTS2013,True,1
PT,1111605,Paredes de Coura,MUNICIPALITY,2011,4,130,68.0,72.0,89.0,0.9117647058823529,0.8055555555555556,130,16,20,28,0,2,37,21,6,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111605,NUTS2013,True,1
PT,1111605,Paredes de Coura,MUNICIPALITY,2012,4,102,130.0,68.0,72.0,-0.2153846153846154,0.5,102,5,19,30,2,2,29,11,4,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111605,NUTS2013,True,1
PT,1111605,Paredes de Coura,MUNICIPALITY,2013,4,201,102.0,130.0,68.0,0.9705882352941176,0.5461538461538461,201,8,16,36,0,0,21,117,3,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111605,NUTS2013,True,1
PT,1111605,Paredes de Coura,MUNICIPALITY,2014,4,223,201.0,102.0,130.0,0.10945273631840796,1.1862745098039216,223,3,11,17,0,0,23,164,5,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111605,NUTS2013,True,1
PT,1111605,Paredes de Coura,MUNICIPALITY,2015,4,161,223.0,201.0,102.0,-0.27802690582959644,-0.19900497512437812,161,6,16,30,1,1,14,83,10,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111605,NUTS2013,True,1
PT,1111605,Paredes de Coura,MUNICIPALITY,2016,4,121,161.0,223.0,201.0,-0.2484472049689441,-0.45739910313901344,121,13,16,29,1,4,20,32,6,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111605,NUTS2013,True,1
PT,1111605,Paredes de Coura,MUNICIPALITY,2017,4,128,121.0,161.0,223.0,0.05785123966942149,-0.20496894409937888,128,2,16,19,2,8,31,42,8,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111605,NUTS2013,True,1
PT,1111605,Paredes de Coura,MUNICIPALITY,2018,4,197,128.0,121.0,161.0,0.5390625,0.628099173553719,197,9,46,44,1,7,36,47,7,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111605,NUTS2013,True,1
PT,1111605,Paredes de Coura,MUNICIPALITY,2019,4,99,197.0,128.0,121.0,-0.49746192893401014,-0.2265625,99,6,8,16,1,3,24,33,8,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111605,NUTS2013,True,1
PT,1111605,Paredes de Coura,MUNICIPALITY,2020,4,95,99.0,197.0,128.0,-0.04040404040404041,-0.5177664974619289,95,7,14,15,2,4,27,21,5,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,1,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111605,NUTS2013,True,1
PT,1111605,Paredes de Coura,MUNICIPALITY,2021,4,122,95.0,99.0,197.0,0.28421052631578947,0.23232323232323232,122,3,15,23,2,6,29,38,6,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,1,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111605,NUTS2013,True,1
PT,1111605,Paredes de Coura,MUNICIPALITY,2022,4,142,122.0,95.0,99.0,0.16393442622950818,0.49473684210526314,142,6,16,23,5,5,40,37,10,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,1,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111605,NUTS2013,True,1
PT,1111605,Paredes de Coura,MUNICIPALITY,2023,4,144,142.0,122.0,95.0,0.014084507042253521,0.18032786885245902,144,8,17,30,4,5,38,36,6,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,1,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0014099,1111605,NUTS2024,True,1
PT,1111606,Ponte da Barca,MUNICIPALITY,2008,5,162,,,,,,162,5,25,44,2,2,46,25,13,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111606,NUTS2013,True,1
PT,1111606,Ponte da Barca,MUNICIPALITY,2009,5,115,162.0,,,-0.29012345679012347,,115,2,14,33,1,2,33,23,7,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111606,NUTS2013,True,1
PT,1111606,Ponte da Barca,MUNICIPALITY,2010,5,98,115.0,162.0,,-0.14782608695652175,-0.3950617283950617,98,0,19,21,0,1,27,25,5,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111606,NUTS2013,True,1
PT,1111606,Ponte da Barca,MUNICIPALITY,2011,5,100,98.0,115.0,162.0,0.02040816326530612,-0.13043478260869565,100,2,9,31,0,1,26,27,4,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111606,NUTS2013,True,1
PT,1111606,Ponte da Barca,MUNICIPALITY,2012,5,100,100.0,98.0,115.0,0.0,0.02040816326530612,100,7,12,28,1,0,29,20,3,,1.0,1.0,0.0,0.0,enterprise_birth,0,0,0,0,0,,MUNICIPALITY_CONTINENTE,INE_0009703_0014099,0009703,1111606,NUTS2013,True,1
