task_id,country,scenario,window_start,window_end,source_sector,target_sector,n_samples,beta,delta_r2,p_perm,bootstrap_sign_stability,panel_checksum,commit_sha,hostname,runtime_seconds,q_fdr,promoted
72,NL,main,2015,2020,BE,KZ,2042,0.13078826718446462,0.01710502092656918,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode09,4076.552,0.006000000000000001,True
72,NL,main,2015,2020,BE,MN,2042,0.10264587739103419,0.01051967569123713,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode09,4076.552,0.006000000000000001,True
73,NL,main,2015,2020,FZ,BE,2040,0.14790025235011203,0.021795644653129553,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode09,4066.252,0.006000000000000001,True
73,NL,main,2015,2020,FZ,RU,2044,0.1113057456655297,0.011993559889671324,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode09,4066.252,0.006000000000000001,True
74,NL,main,2015,2020,GI,BE,2040,0.13158819696315793,0.01729193253433403,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode09,4146.355,0.006000000000000001,True
80,NL,main,2015,2020,RU,JZ,2044,0.10801229626872122,0.011493067001763557,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode09,4095.266,0.006000000000000001,True
81,NL,main,2016,2021,BE,MN,2056,0.10538471542810496,0.011078418883735397,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode09,4563.414,0.003272727272727273,True
82,NL,main,2016,2021,FZ,BE,2054,0.1496153595500912,0.02213912700192011,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode09,4509.649,0.003272727272727273,True
82,NL,main,2016,2021,FZ,LZ,2048,0.11403629783558805,0.012979629409875404,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode09,4509.649,0.003272727272727273,True
82,NL,main,2016,2021,FZ,OQ,2056,-0.1104293666757571,0.012188331441257194,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode09,4509.649,0.003272727272727273,True
83,NL,main,2016,2021,GI,BE,2054,0.16821699276681326,0.028210398787156032,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode09,4564.495,0.003272727272727273,True
