task_id,country,scenario,window_start,window_end,source_sector,target_sector,n_samples,beta,delta_r2,p_perm,bootstrap_sign_stability,panel_checksum,commit_sha,hostname,runtime_seconds,q_fdr,promoted,label
89,NL,main,2016,2021,RU,JZ,2059,0.10482376929184553,0.010711954701452031,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4521.235,0.003272727272727273,True,ROBUST_ORIGINAL
89,NL,main,2016,2021,RU,MN,2059,0.09199822118311868,0.008362288384022198,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4521.235,0.003272727272727273,False,FINE_GRAIN_SUPPORTED
89,NL,main,2016,2021,RU,OQ,2056,-0.11802387524011693,0.013915303206605056,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4521.235,0.003272727272727273,True,ROBUST_ORIGINAL
90,NL,main,2017,2022,BE,OQ,2070,-0.1015490623992983,0.009924988307502325,0.002,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4489.147,0.006000000000000001,True,ROBUST_ORIGINAL
91,NL,main,2017,2022,FZ,BE,2069,0.15319716073332038,0.022639816110229805,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4370.391,0.003428571428571429,True,ROBUST_ORIGINAL
91,NL,main,2017,2022,FZ,LZ,2063,0.08687828090573115,0.007547634473440534,0.001,0.992,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4370.391,0.003428571428571429,False,EXPLORATORY_FINE_GRAIN
91,NL,main,2017,2022,FZ,OQ,2073,-0.09934130135580507,0.009317362142102326,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4370.391,0.003428571428571429,False,FINE_GRAIN_SUPPORTED
91,NL,main,2017,2022,FZ,RU,2073,0.08541527186162069,0.007112980617214881,0.001,0.998,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4370.391,0.003428571428571429,False,EXPLORATORY_FINE_GRAIN
92,NL,main,2017,2022,GI,BE,2069,0.15227252395285099,0.023021732923287352,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4573.384,0.003428571428571429,True,ROBUST_ORIGINAL
92,NL,main,2017,2022,GI,KZ,2073,0.07854740313223976,0.006108869927022642,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4573.384,0.003428571428571429,False,EXPLORATORY_FINE_GRAIN
92,NL,main,2017,2022,GI,LZ,2063,0.11545770181695703,0.013160053771288815,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4573.384,0.003428571428571429,True,ROBUST_ORIGINAL
93,NL,main,2017,2022,JZ,BE,2069,0.09342978751363584,0.008726877565229718,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4600.132,0.003428571428571429,False,FINE_GRAIN_SUPPORTED
93,NL,main,2017,2022,JZ,OQ,2073,0.08024796645571883,0.00640336416411369,0.001,0.996,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4600.132,0.003428571428571429,False,EXPLORATORY_FINE_GRAIN
95,NL,main,2017,2022,LZ,JZ,2066,-0.09503943732106535,0.00890309480345508,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4496.389,0.003428571428571429,False,FINE_GRAIN_SUPPORTED
96,NL,main,2017,2022,MN,RU,2073,0.08043858260223538,0.006425402629631205,0.002,0.996,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4502.368,0.006000000000000001,False,EXPLORATORY_FINE_GRAIN
97,NL,main,2017,2022,OQ,BE,2069,0.15993004099865885,0.024660779654288922,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4515.466,0.003428571428571429,True,ROBUST_ORIGINAL
97,NL,main,2017,2022,OQ,FZ,2073,0.16695983376963167,0.026318267286942643,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4515.466,0.003428571428571429,True,ROBUST_ORIGINAL
97,NL,main,2017,2022,OQ,GI,2073,0.1317740125223265,0.016151715376225173,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4515.466,0.003428571428571429,True,ROBUST_ORIGINAL
97,NL,main,2017,2022,OQ,JZ,2073,-0.07980924823024044,0.0063335407531294186,0.001,0.986,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4515.466,0.003428571428571429,False,EXPLORATORY_FINE_GRAIN
97,NL,main,2017,2022,OQ,MN,2073,0.12751505254668324,0.015198465831663066,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4515.466,0.003428571428571429,True,ROBUST_ORIGINAL
97,NL,main,2017,2022,OQ,RU,2073,0.09834464111676564,0.009066223700153198,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4515.466,0.003428571428571429,False,FINE_GRAIN_SUPPORTED
98,NL,main,2017,2022,RU,FZ,2073,0.10440851606588009,0.01062802131644458,0.001,0.986,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4492.11,0.003428571428571429,True,ROBUST_ORIGINAL
98,NL,main,2017,2022,RU,GI,2073,0.10745307412184069,0.011449250962624946,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4492.11,0.003428571428571429,True,ROBUST_ORIGINAL
98,NL,main,2017,2022,RU,JZ,2073,0.11860970497690948,0.013770867291826638,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4492.11,0.003428571428571429,True,ROBUST_ORIGINAL
98,NL,main,2017,2022,RU,KZ,2073,0.07455258004273235,0.005535309111228126,0.001,0.998,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4492.11,0.003428571428571429,False,EXPLORATORY_FINE_GRAIN
98,NL,main,2017,2022,RU,MN,2073,0.07803641615160048,0.006047364694619417,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode13,4492.11,0.003428571428571429,False,EXPLORATORY_FINE_GRAIN
99,NL,main,2018,2023,BE,OQ,2073,-0.1012045879170296,0.009516898710016264,0.002,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4412.403,0.00576,True,ROBUST_ORIGINAL
100,NL,main,2018,2023,FZ,BE,2072,0.17744391007054572,0.030046924160792576,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4372.459,0.003428571428571429,True,ROBUST_ORIGINAL
100,NL,main,2018,2023,FZ,GI,2075,0.08185509459609147,0.005990741953400991,0.002,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4372.459,0.00576,False,EXPLORATORY_FINE_GRAIN
100,NL,main,2018,2023,FZ,LZ,2066,0.10223152258268098,0.010447868241447278,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4372.459,0.003428571428571429,True,ROBUST_ORIGINAL
101,NL,main,2018,2023,GI,BE,2072,0.09987920119916185,0.009853978449526957,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4343.536,0.003428571428571429,False,FINE_GRAIN_SUPPORTED
101,NL,main,2018,2023,GI,KZ,2075,0.07533690739200471,0.005564671334304494,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4343.536,0.003428571428571429,False,EXPLORATORY_FINE_GRAIN
101,NL,main,2018,2023,GI,LZ,2066,0.08110254973283443,0.006530216223065932,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4343.536,0.003428571428571429,False,EXPLORATORY_FINE_GRAIN
102,NL,main,2018,2023,JZ,BE,2072,0.07119894636293383,0.005062807821816673,0.001,0.99,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4429.677,0.003428571428571429,False,EXPLORATORY_FINE_GRAIN
102,NL,main,2018,2023,JZ,FZ,2075,0.09567667444554562,0.008928690558291374,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4429.677,0.003428571428571429,False,FINE_GRAIN_SUPPORTED
102,NL,main,2018,2023,JZ,KZ,2075,0.0743839434594617,0.005493096603080061,0.003,0.986,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4429.677,0.008,False,EXPLORATORY_FINE_GRAIN
102,NL,main,2018,2023,JZ,OQ,2075,0.07696830118138098,0.005848149728536645,0.001,0.998,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4429.677,0.003428571428571429,False,EXPLORATORY_FINE_GRAIN
103,NL,main,2018,2023,KZ,JZ,2075,-0.09452964497104627,0.00887145579472437,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4360.774,0.003428571428571429,False,FINE_GRAIN_SUPPORTED
104,NL,main,2018,2023,LZ,JZ,2069,-0.09864760985168503,0.009603498775500041,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4560.829,0.003428571428571429,False,FINE_GRAIN_SUPPORTED
105,NL,main,2018,2023,MN,RU,2075,0.08448957767400062,0.0070297089074453645,0.002,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4256.469,0.00576,False,EXPLORATORY_FINE_GRAIN
106,NL,main,2018,2023,OQ,BE,2072,0.1414038149616606,0.018622338844782038,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4274.446,0.003428571428571429,True,ROBUST_ORIGINAL
106,NL,main,2018,2023,OQ,FZ,2075,0.12973960356461017,0.015585846435028472,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4274.446,0.003428571428571429,True,ROBUST_ORIGINAL
106,NL,main,2018,2023,OQ,GI,2075,0.10997231748698984,0.01125145893677082,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4274.446,0.003428571428571429,True,ROBUST_ORIGINAL
106,NL,main,2018,2023,OQ,KZ,2075,0.07162375056307824,0.005112473883153945,0.001,0.998,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4274.446,0.003428571428571429,False,EXPLORATORY_FINE_GRAIN
106,NL,main,2018,2023,OQ,MN,2075,0.10782042169950157,0.010226202879050628,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4274.446,0.003428571428571429,True,ROBUST_ORIGINAL
106,NL,main,2018,2023,OQ,RU,2075,0.10512646278725005,0.010088758913749052,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4274.446,0.003428571428571429,True,ROBUST_ORIGINAL
107,NL,main,2018,2023,RU,FZ,2075,0.10389280592524167,0.010531649127496268,0.001,0.994,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4440.945,0.003428571428571429,True,ROBUST_ORIGINAL
107,NL,main,2018,2023,RU,GI,2075,0.10490844039266248,0.010754977120976617,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4440.945,0.003428571428571429,True,ROBUST_ORIGINAL
107,NL,main,2018,2023,RU,JZ,2075,0.10921948991822944,0.01166461469721547,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4440.945,0.003428571428571429,True,ROBUST_ORIGINAL
107,NL,main,2018,2023,RU,KZ,2075,0.09734382784883733,0.009474086588248443,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4440.945,0.003428571428571429,False,FINE_GRAIN_SUPPORTED
107,NL,main,2018,2023,RU,MN,2075,0.07830028924811896,0.006037509066747715,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4440.945,0.003428571428571429,False,EXPLORATORY_FINE_GRAIN
108,NL,main,2019,2024,BE,GI,2068,0.07468288465221262,0.005490615875019311,0.004,0.998,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4593.649,0.012000000000000002,False,EXPLORATORY_FINE_GRAIN
108,NL,main,2019,2024,BE,KZ,2068,0.08969638943966646,0.007781531583056944,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4593.649,0.0045000000000000005,False,EXPLORATORY_FINE_GRAIN
108,NL,main,2019,2024,BE,OQ,2068,-0.11208739999764164,0.01184203403968731,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4593.649,0.0045000000000000005,True,ROBUST_ORIGINAL
109,NL,main,2019,2024,FZ,BE,2067,0.13851718645636402,0.01846404172815508,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4509.554,0.0045000000000000005,True,ROBUST_ORIGINAL
109,NL,main,2019,2024,FZ,GI,2070,0.0861731493680562,0.006579907853523137,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4509.554,0.0045000000000000005,False,EXPLORATORY_FINE_GRAIN
109,NL,main,2019,2024,FZ,LZ,2064,0.08620827436220496,0.00741066047478478,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4509.554,0.0045000000000000005,False,EXPLORATORY_FINE_GRAIN
110,NL,main,2019,2024,GI,BE,2067,0.1001466309834565,0.009890228169751936,0.001,0.998,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4489.823,0.0045000000000000005,True,ROBUST_ORIGINAL
110,NL,main,2019,2024,GI,LZ,2064,0.08349736966998211,0.006966029910865035,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4489.823,0.0045000000000000005,False,EXPLORATORY_FINE_GRAIN
111,NL,main,2019,2024,JZ,FZ,2070,0.07665622226345273,0.005734284095893938,0.004,0.998,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4535.57,0.012000000000000002,False,EXPLORATORY_FINE_GRAIN
111,NL,main,2019,2024,JZ,GI,2070,0.07458789327837399,0.0053039648893804525,0.004,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode11,4535.57,0.012000000000000002,False,EXPLORATORY_FINE_GRAIN
114,NL,main,2019,2024,MN,JZ,2070,0.07185758514163167,0.005118312203705178,0.002,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode12,4511.29,0.008470588235294119,False,EXPLORATORY_FINE_GRAIN
114,NL,main,2019,2024,MN,KZ,2070,-0.120929018765954,0.013872452577884942,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode12,4511.29,0.0045000000000000005,True,ROBUST_ORIGINAL
115,NL,main,2019,2024,OQ,BE,2067,0.12438721159128568,0.01462138381810929,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode12,4487.831,0.0045000000000000005,True,ROBUST_ORIGINAL
115,NL,main,2019,2024,OQ,FZ,2070,0.16951571270941457,0.02676709968373281,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode12,4487.831,0.0045000000000000005,True,ROBUST_ORIGINAL
115,NL,main,2019,2024,OQ,GI,2070,0.11686617780518546,0.012900133874029551,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode12,4487.831,0.0045000000000000005,True,ROBUST_ORIGINAL
115,NL,main,2019,2024,OQ,KZ,2070,0.08721823121857508,0.0076066124596758655,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode12,4487.831,0.0045000000000000005,False,EXPLORATORY_FINE_GRAIN
115,NL,main,2019,2024,OQ,MN,2070,0.1330901783659607,0.01541761552100096,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode12,4487.831,0.0045000000000000005,True,ROBUST_ORIGINAL
115,NL,main,2019,2024,OQ,RU,2070,0.09870604257399462,0.008919667870303072,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode12,4487.831,0.0045000000000000005,False,FINE_GRAIN_SUPPORTED
116,NL,main,2019,2024,RU,FZ,2070,0.08826658886528765,0.007648648993863638,0.001,0.988,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode12,4488.791,0.0045000000000000005,False,EXPLORATORY_FINE_GRAIN
116,NL,main,2019,2024,RU,JZ,2070,0.10400964195495849,0.010666085643402545,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode12,4488.791,0.0045000000000000005,True,ROBUST_ORIGINAL
117,NL,main,2020,2025,BE,OQ,2062,-0.07697891855944289,0.005798873905313973,0.006,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode12,4511.672,0.02057142857142857,False,EXPLORATORY_FINE_GRAIN
118,NL,main,2020,2025,FZ,BE,2062,0.10066037176974653,0.009917923415319385,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode12,4543.182,0.005538461538461539,True,ROBUST_ORIGINAL
118,NL,main,2020,2025,FZ,GI,2064,0.08821768306049374,0.007152695038702639,0.002,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode12,4543.182,0.009000000000000001,False,EXPLORATORY_FINE_GRAIN
118,NL,main,2020,2025,FZ,LZ,2061,0.13581194551588205,0.01844487200488809,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode12,4543.182,0.005538461538461539,True,ROBUST_ORIGINAL
119,NL,main,2020,2025,GI,BE,2062,0.08022616540659266,0.006382535638490783,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode12,4510.562,0.005538461538461539,False,EXPLORATORY_FINE_GRAIN
120,NL,main,2020,2025,JZ,RU,2064,-0.09229895687236615,0.008381054808679567,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode12,4471.101,0.005538461538461539,False,EXPLORATORY_FINE_GRAIN
121,NL,main,2020,2025,KZ,JZ,2063,-0.08741546182999671,0.0076133119105687985,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode12,4426.41,0.005538461538461539,False,EXPLORATORY_FINE_GRAIN
122,NL,main,2020,2025,LZ,KZ,2061,-0.07335675546562001,0.005369321620229295,0.003,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode12,4445.983,0.012,False,EXPLORATORY_FINE_GRAIN
123,NL,main,2020,2025,MN,JZ,2063,0.09275572864597337,0.008559391944400474,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode12,4516.88,0.005538461538461539,False,EXPLORATORY_FINE_GRAIN
123,NL,main,2020,2025,MN,KZ,2064,-0.13897215773576008,0.018968403588125904,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode12,4516.88,0.005538461538461539,True,ROBUST_ORIGINAL
124,NL,main,2020,2025,OQ,BE,2062,0.1307427216617249,0.01672765631214368,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode12,4553.935,0.005538461538461539,True,ROBUST_ORIGINAL
124,NL,main,2020,2025,OQ,FZ,2064,0.1272697367083661,0.015593575654455627,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode12,4553.935,0.005538461538461539,True,ROBUST_ORIGINAL
124,NL,main,2020,2025,OQ,GI,2064,0.10095583648860562,0.009746202226897593,0.002,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode12,4553.935,0.009000000000000001,True,ROBUST_ORIGINAL
124,NL,main,2020,2025,OQ,MN,2064,0.1535347930655206,0.020228808287198974,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode12,4553.935,0.005538461538461539,True,ROBUST_ORIGINAL
124,NL,main,2020,2025,OQ,RU,2064,0.10002169649273024,0.008841554050981748,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode12,4553.935,0.005538461538461539,True,ROBUST_ORIGINAL
125,NL,main,2020,2025,RU,BE,2062,0.08500473531635083,0.007001324937494835,0.003,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode12,4471.201,0.012,False,EXPLORATORY_FINE_GRAIN
125,NL,main,2020,2025,RU,GI,2064,0.0897134207299073,0.007478702239479884,0.001,1.0,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode12,4471.201,0.005538461538461539,False,EXPLORATORY_FINE_GRAIN
125,NL,main,2020,2025,RU,JZ,2063,0.08750119334309964,0.007529525042548557,0.001,0.998,7170f1cef7488c264e7365a668b7de01147955fcae973e97c50d8ddaf9a70f7d,4f26404a516d45245da02d142166ddd4e7372911,hpcnode12,4471.201,0.005538461538461539,False,EXPLORATORY_FINE_GRAIN
