ze2020,libze2020,n_total_estab,n_active_estab,n_inactive_estab,active_share,total_workforce,avg_workforce_per_estab,n_distinct_naf4,n_estab_with_workforce,naf4_shannon_diversity,naf4_hhi,avg_pci_naf_weighted,avg_resilience_naf_weighted,avg_green_naf_weighted,avg_maslow_naf_weighted,mean_naf_proximity,mean_semantic_proximity,n_naf_pairs_in_ze,nace_io_mean,nace_io_total,n_nace_pairs_in_ze,n_recommendations_postmodel,n_estab_with_recom_postmodel,recommendation_density_postmodel
4418,Saint-Louis,1847,1419,428,0.7683,8464,4.58,162,545,3.6259,0.0830,-0.5611,0.4553,0.0032,0.0329,0.4282,0.7602,4087,0.7983,394.38,494,0,0,0.0000
1103,Étampes,1783,1388,395,0.7785,3935,2.21,167,641,3.6897,0.0776,-0.3253,0.5696,0.0111,0.0974,0.3932,0.7635,3564,0.7998,246.34,308,0,0,0.0000
5218,Sablé-sur-Sarthe,1859,1338,521,0.7197,12015,6.46,143,506,3.4330,0.0700,-0.4357,0.4344,0.0017,0.0228,0.4122,0.6991,3316,0.7965,309.04,388,0,0,0.0000
5209,La Flèche,1851,1335,516,0.7212,6864,3.71,162,549,3.7748,0.0511,-0.5204,0.4830,0.0061,0.0232,0.4280,0.7369,4749,0.7979,403.73,506,0,0,0.0000
2411,Pithiviers,1899,1328,571,0.6993,6817,3.59,159,528,2.9011,0.2350,-0.4404,0.5776,0.0011,0.0251,0.4329,0.7487,3651,0.7984,320.96,402,0,0,0.0000
2716,Saint-Claude,1655,1307,348,0.7897,6493,3.92,139,469,3.9048,0.0434,-0.6129,0.3635,0.0041,0.0328,0.3824,0.7386,3001,0.8011,222.71,278,0,0,0.0000
2701,Autun,1712,1298,414,0.7582,2440,1.43,123,347,2.9283,0.1893,-0.5921,0.2692,0.0000,0.0137,0.3534,0.6633,2012,0.8087,221.60,274,0,0,0.0000
5221,Segré-en-Anjou Bleu,1956,1298,658,0.6636,7694,3.93,135,518,3.1878,0.0999,-0.4410,0.2908,0.0018,0.0137,0.4316,0.7490,2848,0.8011,237.13,296,0,0,0.0000
3207,Calais,1795,1294,501,0.7209,6463,3.60,175,710,3.8146,0.0641,-0.4930,0.5380,0.0066,0.0354,0.4062,0.7374,3816,0.8040,369.85,460,0,0,0.0000
9314,Menton,1554,1256,298,0.8082,1731,1.11,136,411,3.7084,0.0536,-0.5554,0.5861,0.0041,0.1394,0.4043,0.7706,2996,0.7989,332.34,416,0,0,0.0000
7525,Rochefort,1670,1251,419,0.7491,4524,2.71,154,555,3.8063,0.0530,-0.6001,0.5709,0.0033,0.0458,0.4065,0.7335,3732,0.7986,332.23,416,0,0,0.0000
2406,Chinon,1619,1221,398,0.7542,6201,3.83,121,493,2.9327,0.1552,-0.7855,0.6997,0.0020,0.0210,0.3873,0.6895,2077,0.8008,205.00,256,0,0,0.0000
8404,Belley,1463,1166,297,0.7970,4616,3.16,145,416,3.8255,0.0472,-0.6023,0.5167,0.0055,0.0228,0.4070,0.7459,4001,0.7994,311.77,390,652,396,0.5592
1102,Coulommiers,1432,1164,268,0.8128,3578,2.50,145,547,3.7048,0.0732,-0.4619,0.5599,0.0067,0.0476,0.3724,0.7199,2845,0.8049,255.97,318,0,0,0.0000
0201,Le Centre-Atlantique,1599,1152,447,0.7205,1919,1.20,130,208,3.6300,0.0459,-0.9344,0.5781,0.0011,0.0272,0.3926,0.7158,3395,0.8010,304.38,380,0,0,0.0000
5217,Pornic,1489,1111,378,0.7461,6016,4.04,153,625,3.9181,0.0403,-0.4880,0.4437,0.0034,0.0469,0.3993,0.7359,3817,0.7964,379.07,476,0,0,0.0000
0205,Le Sud,1362,1086,276,0.7974,1309,0.96,128,241,3.7757,0.0398,-0.9074,0.5280,0.0037,0.0276,0.4108,0.7486,3074,0.8019,216.52,270,0,0,0.0000
5314,Quimperlé,1535,1067,468,0.6951,6251,4.07,146,494,3.6965,0.0632,-0.4263,0.3956,0.0034,0.0333,0.4247,0.7675,2920,0.7975,323.77,406,0,0,0.0000
0103,Marie-Galante,1404,1062,342,0.7564,448,0.32,87,65,2.3704,0.2375,-1.1825,0.7465,0.0000,0.0068,0.3823,0.6520,944,0.7987,162.92,204,0,0,0.0000
8425,Oyonnax,1572,1046,526,0.6654,10837,6.89,151,690,4.0488,0.0338,0.0467,0.5413,0.0088,0.0611,0.3937,0.7541,3236,0.7969,286.89,360,546,320,0.5220
5204,Château-Gontier-sur-Mayenne,1562,1009,553,0.6460,4282,2.74,120,348,3.0559,0.1254,-0.4383,0.2801,0.0003,0.0175,0.4344,0.6924,2142,0.7968,283.67,356,0,0,0.0000
1110,Provins,1300,1003,297,0.7715,2447,1.88,133,395,3.2018,0.1533,-0.5117,0.5602,0.0000,0.0251,0.3685,0.6785,2013,0.8005,147.29,184,0,0,0.0000
1111,Rambouillet,1279,996,283,0.7787,3999,3.13,147,495,4.0067,0.0392,-0.1691,0.6061,0.0074,0.1219,0.4435,0.7603,3478,0.7991,314.83,394,0,0,0.0000
5214,Les Sables-d'Olonne,1419,967,452,0.6815,5135,3.62,137,481,3.9020,0.0405,-0.6175,0.5127,0.0033,0.0727,0.3812,0.6786,3155,0.7986,247.57,310,0,0,0.0000
9302,Briançon,1181,951,230,0.8052,1932,1.64,119,312,3.8236,0.0366,-0.6147,0.4891,0.0013,0.0414,0.4023,0.7237,2069,0.7981,236.25,296,0,0,0.0000
4408,Forbach,1166,938,228,0.8045,5176,4.44,162,457,3.9478,0.0460,-0.4473,0.5297,0.0166,0.0592,0.4484,0.8031,3148,0.8037,270.05,336,0,0,0.0000
9406,Porto-Vecchio,1056,932,124,0.8826,2494,2.36,128,478,3.7233,0.0572,-0.5917,0.5598,0.0011,0.0694,0.3905,0.7215,2204,0.8019,238.95,298,0,0,0.0000
8411,La Maurienne,1158,911,247,0.7867,3785,3.27,129,347,3.8992,0.0378,-0.5236,0.3923,0.0037,0.0431,0.4359,0.7512,2140,0.8027,224.76,280,405,239,0.4446
9405,Ghisonaccia,1000,866,134,0.8660,2552,2.55,107,364,3.5904,0.0545,-0.9433,0.5929,0.0009,0.0122,0.3890,0.7221,1949,0.7961,275.45,346,0,0,0.0000
2415,Vierzon,1068,765,303,0.7163,4020,3.76,144,370,3.8215,0.0653,-0.5325,0.5303,0.0021,0.0233,0.4155,0.7368,2924,0.7995,334.17,418,0,0,0.0000
0204,Le Nord-Caraibe,954,688,266,0.7212,946,0.99,103,124,2.8732,0.2029,-0.8178,0.5706,0.0021,0.0114,0.3792,0.7483,1221,0.8034,179.97,224,0,0,0.0000
9403,Calvi,768,642,126,0.8359,1078,1.40,105,245,3.6654,0.0484,-0.7914,0.4560,0.0037,0.0464,0.3406,0.7330,1823,0.8011,155.42,194,0,0,0.0000
9407,Propriano,615,532,83,0.8650,1104,1.80,91,200,3.5296,0.0653,-0.7463,0.3820,0.0000,0.0170,0.3835,0.6932,1031,0.7990,166.20,208,0,0,0.0000
9404,Corte,613,524,89,0.8548,871,1.42,86,172,3.3088,0.0859,-0.6854,0.2708,0.0008,0.0305,0.3718,0.6964,1121,0.8068,111.34,138,0,0,0.0000
0303,Savanes,572,497,75,0.8689,2014,3.52,112,198,4.1450,0.0235,-0.6579,0.5336,0.0120,0.0293,0.3933,0.7306,1650,0.7994,124.71,156,0,0,0.0000
0302,Ouest-Guyanais,568,465,103,0.8187,595,1.05,85,95,3.4527,0.0597,-1.0405,0.4631,0.0000,0.0191,0.3968,0.7097,902,0.8149,81.49,100,0,0,0.0000
0101,Côte sous le vent,522,419,103,0.8027,313,0.60,79,71,3.6250,0.0416,-1.0388,0.6375,0.0000,0.0150,0.4236,0.7498,816,0.8122,82.85,102,0,0,0.0000
0203,Le Nord-Atlantique,571,408,163,0.7145,1099,1.92,55,107,2.4150,0.1803,-1.2535,0.4511,0.0000,0.0095,0.3493,0.6174,463,0.8073,58.12,72,0,0,0.0000
0601,Mayotte,342,329,13,0.9620,4259,12.45,92,324,3.7196,0.0459,-0.4858,0.8106,0.0029,0.0550,0.4429,0.6824,1424,0.7969,202.41,254,0,0,0.0000
