ZE2020,target_year,BE,FZ,GI,JZ,KZ,LZ,MN,OQ,RU,total
10,2018,27900.0,10510.0,45330.0,1440.0,1590.0,1410.0,10810.0,51890.0,7390.0,158270.0
11,2018,59770.0,8270.0,39100.0,2120.0,1570.0,1010.0,16610.0,39870.0,7390.0,175710.0
12,2018,30860.0,12440.0,46270.0,3010.0,1990.0,1200.0,16219.999999999998,64510.0,11190.0,187690.0
13,2018,35420.0,13330.0,36600.0,1120.0,1550.0,1060.0,13230.0,28760.0,5490.0,136560.0
14,2018,20230.0,10020.0,25570.0,570.0,1140.0,540.0,7090.0,38280.0,5570.0,109010.0
15,2018,5610.0,2910.0,8980.0,650.0,430.0,170.0,2720.0,15560.0,2300.0,39330.0
16,2018,15510.0,6220.0,22630.0,790.0,870.0,450.0,4560.0,28170.0,5340.0,84540.0
17,2018,13170.0,5420.0,19570.0,1010.0,870.0,360.0,4400.0,36610.0,4320.0,85730.0
18,2018,113600.0,72720.0,418590.0,62680.0,46620.0,21310.0,307250.0,333620.0,109600.0,1485990.0
19,2018,4660.0,2480.0,10860.0,130.0,360.0,310.0,4200.0,20660.0,2350.0,46010.0
20,2018,5860.0,2770.0,9940.0,170.0,460.0,230.0,2180.0,27240.0,2380.0,51230.0
21,2018,17180.0,4940.0,26230.0,540.0,1010.0,520.0,8010.0,38260.0,4400.0,101090.0
22,2018,5370.0,1830.0,9220.0,110.0,420.0,280.0,2800.0,22060.0,2710.0,44800.0
23,2018,10840.0,2980.0,15690.0,740.0,740.0,360.0,5380.0,33460.0,4150.0,74340.0
24,2018,8640.0,6980.0,27520.0,910.0,1080.0,450.0,7640.0,51940.0,9740.0,114900.0
25,2018,6990.0,7770.0,36470.0,1230.0,1470.0,1260.0,11030.0,50850.0,7750.0,124820.0
1,2019,23280.0,9930.0,23620.0,640.0,900.0,660.0,6900.0,28330.0,5360.0,99620.0
2,2019,54000.0,23280.0,45150.0,3690.0,1800.0,1990.0,17390.0,44090.0,11360.0,202750.0
3,2019,82250.0,13620.0,39890.0,1310.0,1460.0,1550.0,12300.0,35030.0,8730.0,196140.0
4,2019,183090.0,43770.0,231920.0,20420.0,12100.0,9590.0,123060.0,171260.0,45170.0,840380.0
5,2019,3130.0,2850.0,6680.0,110.0,330.0,150.0,1370.0,16480.0,1610.0,32710.0
6,2019,63330.0,26950.0,33210.0,500.0,1280.0,1260.0,7870.0,35680.0,8250.0,178330.0
7,2019,7570.0,5160.0,16740.0,300.0,790.0,300.0,3400.0,49490.0,4110.0,87860.0
8,2019,3910.0,2420.0,9310.0,190.0,510.0,160.0,1780.0,31710.0,1920.0,51910.0
9,2019,10860.0,18890.0,97080.0,1530.0,2110.0,5670.0,25490.0,64410.0,13840.0,239880.0
10,2019,28250.0,10830.0,46520.0,1440.0,1600.0,1620.0,11220.0,47330.0,7460.0,156270.0
11,2019,59580.0,8660.0,39910.0,2140.0,1530.0,1190.0,16350.000000000002,38490.0,7410.0,175260.0
12,2019,30600.0,12680.0,47050.0,3380.0,1970.0,1330.0,16110.0,63880.0,11280.0,188280.0
13,2019,34990.0,13420.0,36760.0,1270.0,1600.0,1210.0,13700.0,28860.0,5530.0,137340.0
14,2019,20050.0,10370.0,25600.0,680.0,1130.0,590.0,7770.0,37890.0,5600.0,109680.0
15,2019,5770.0,3040.0,8980.0,590.0,450.0,190.0,2620.0,15860.0,2310.0,39810.0
16,2019,15290.0,6680.0,22630.0,910.0,840.0,470.0,4710.0,27030.0,5290.0,83850.0
17,2019,12990.0,5350.0,19400.0,1330.0,870.0,420.0,4150.0,36540.0,4320.0,85370.0
18,2019,113420.0,78870.0,430390.0,66240.0,47180.0,24820.0,308750.0,336740.0,113410.0,1519820.0
19,2019,4450.0,2570.0,11080.0,140.0,370.0,390.0,4200.0,21670.0,2350.0,47220.0
20,2019,5670.0,2920.0,10080.0,190.0,470.0,250.0,2200.0,26750.0,2380.0,50910.0
21,2019,16900.0,5070.0,26840.0,550.0,1020.0,620.0,8210.0,35910.0,4490.0,99610.0
22,2019,5390.0,1950.0,8990.0,150.0,420.0,290.0,2780.0,22250.0,2700.0,44920.0
23,2019,10950.0,3100.0,15880.0,810.0,740.0,380.0,5600.0,31860.0,4100.0,73420.0
24,2019,8750.0,7140.0,28140.0,1000.0,1070.0,510.0,7550.0,51610.0,9950.0,115720.0
25,2019,6950.0,8200.0,37090.0,1220.0,1690.0,1440.0,10520.0,49690.0,7770.0,124570.0
1,2020,22840.0,9740.0,22130.0,740.0,850.0,730.0,7040.0,28670.0,5350.0,98090.0
2,2020,52600.0,24480.0,43400.0,4250.0,1770.0,2100.0,16970.0,44030.0,11050.0,200650.0
3,2020,78510.0,14160.0,37540.0,1220.0,1420.0,1690.0,12840.0,35300.0,8440.0,191120.0
4,2020,176650.0,44360.0,218970.0,22500.0,11840.0,10270.0,117570.0,174900.0,44040.0,821100.0
5,2020,3280.0,2990.0,6360.0,110.0,310.0,200.0,1400.0,16260.0,1580.0,32490.0
6,2020,60540.0,27300.0,32030.0,550.0,1230.0,1390.0,7800.0,36350.0,8250.0,175440.0
7,2020,7430.0,5130.0,16040.0,360.0,750.0,320.0,3550.0,49130.0,3990.0,86700.0
8,2020,3870.0,2420.0,8760.0,190.0,490.0,190.0,1800.0,31820.0,1870.0,51410.0
9,2020,10380.0,19330.0,84290.0,1630.0,1990.0,5310.0,22610.0,67370.0,12770.0,225680.0
10,2020,27880.0,11070.0,44240.0,1450.0,1550.0,1790.0,11360.0,46600.0,7200.0,153140.0
11,2020,58440.0,8770.0,38690.0,2300.0,1400.0,1320.0,15510.0,39820.0,7260.0,173510.0
12,2020,30060.0,12600.0,44490.0,3380.0,1880.0,1490.0,16600.0,65320.0,10920.0,186740.0
13,2020,34440.0,13550.0,34980.0,1330.0,1540.0,1290.0,14410.0,28850.0,5540.0,135930.0
14,2020,20100.0,10400.0,24170.0,860.0,1150.0,650.0,7570.0,37120.0,5540.0,107560.0
15,2020,5850.0,2770.0,8410.0,650.0,420.0,200.0,2320.0,16130.0,2270.0,39020.0
16,2020,14740.0,6650.0,22000.0,960.0,810.0,480.0,4770.0,26910.0,5130.0,82450.0
17,2020,12440.0,5280.0,18570.0,1330.0,810.0,450.0,4380.0,36640.0,4320.0,84220.0
18,2020,110550.0,81660.0,405490.0,68960.0,47570.0,25730.0,298090.0,336820.0,111340.0,1486210.0
19,2020,4370.0,2510.0,10730.0,120.0,370.0,410.0,4020.0,23570.0,2330.0,48430.0
20,2020,5590.0,2690.0,9230.0,190.0,460.0,250.0,2140.0,26940.0,2300.0,49790.0
21,2020,17280.0,5110.0,26000.0,580.0,980.0,690.0,8109.999999999999,35920.0,4280.0,98950.0
22,2020,5480.0,1890.0,8690.0,120.0,420.0,310.0,2960.0,22670.0,2580.0,45120.0
23,2020,10680.0,3180.0,14960.0,710.0,730.0,460.0,5120.0,32080.0,3910.0,71830.0
24,2020,8550.0,7170.0,26710.0,1010.0,1000.0,510.0,7630.0,53270.0,9990.0,115840.0
25,2020,6490.0,8490.0,34910.0,1380.0,1310.0,1600.0,9850.0,50010.0,7620.0,121660.0
1,2021,23160.0,9870.0,21910.0,740.0,900.0,790.0,7530.0,28970.0,5510.0,99380.0
2,2021,53170.0,25140.0,42470.0,4310.0,1840.0,2420.0,18000.0,44380.0,11220.0,202950.0
3,2021,79030.0,14870.0,37720.0,1380.0,1460.0,1970.0,13040.0,35320.0,8960.0,193750.0
4,2021,177160.0,46290.0,216630.0,25740.0,11860.0,11580.0,121690.0,178790.0,45130.0,834870.0
5,2021,3410.0,2980.0,6260.0,110.0,310.0,200.0,1490.0,16410.0,1620.0,32790.0
6,2021,60440.0,29020.0,32430.0,490.0,1240.0,1600.0,7870.0,37140.0,8240.0,178470.0
7,2021,7380.0,5470.0,15660.0,400.0,780.0,360.0,3760.0,49430.0,3830.0,87070.0
8,2021,3890.0,2520.0,8760.0,260.0,500.0,230.0,1950.0,31150.0,1950.0,51210.0
9,2021,10690.0,19820.0,83200.0,1710.0,2080.0,5860.0,25030.0,69740.0,13560.0,231690.0
10,2021,28210.0,11500.0,43770.0,1480.0,1500.0,1930.0,11800.0,49880.0,7630.0,157700.0
11,2021,59700.0,8950.0,38510.0,2490.0,1440.0,1470.0,16340.0,40290.0,7460.0,176650.0
12,2021,30260.0,12910.0,43770.0,3630.0,1870.0,1580.0,17160.0,66140.0,11080.0,188400.0
13,2021,34730.0,13640.0,34910.0,1520.0,1560.0,1420.0,14290.0,29540.0,5810.0,137420.0
14,2021,20110.0,10590.0,24170.0,1090.0,1090.0,820.0,7670.0,38120.0,5520.0,109180.0
15,2021,6020.0,2810.0,8150.0,690.0,410.0,340.0,1970.0,16220.0,2280.0,38890.0
16,2021,14780.0,6660.0,21800.0,1160.0,810.0,820.0,5450.0,26770.0,5170.0,83420.0
17,2021,12870.0,5200.0,18260.0,1450.0,830.0,530.0,4800.0,37260.0,4360.0,85560.0
18,2021,109430.0,85380.0,393340.0,76820.0,47750.0,28610.0,309620.0,349450.0,100460.0,1500860.0
19,2021,4530.0,2630.0,10830.0,150.0,380.0,530.0,4850.0,25280.0,2430.0,51610.0
20,2021,5830.0,2880.0,9220.0,190.0,440.0,270.0,2230.0,27970.0,2330.0,51360.0
21,2021,17100.0,5400.0,26330.0,600.0,990.0,820.0,8080.0,35910.0,4440.0,99670.0
22,2021,5580.0,2170.0,8430.0,150.0,420.0,330.0,3220.0,22770.0,2570.0,45640.0
23,2021,10880.0,3220.0,14640.0,630.0,740.0,530.0,5240.0,32890.0,3880.0,72650.0
24,2021,8940.0,7590.0,26750.0,1150.0,1010.0,580.0,8010.0,54240.0,9610.0,117880.0
25,2021,6820.0,9110.0,34790.0,1460.0,1090.0,1890.0,9820.0,50260.0,7230.0,122470.0
1,2022,24320.0,10440.0,22700.0,830.0,860.0,850.0,8240.0,29670.0,5850.0,103760.0
2,2022,53740.0,26910.0,43390.0,4300.0,1810.0,2550.0,18630.0,45720.0,11970.0,209020.0
3,2022,78830.0,15620.0,38300.0,1460.0,1440.0,2100.0,14040.0,36670.0,9520.0,197980.0
4,2022,176620.0,50670.0,224520.0,28200.0,13260.0,12480.0,129620.0,185640.0,48390.0,869400.0
5,2022,3320.0,3100.0,6410.0,110.0,310.0,210.0,1520.0,16090.0,1770.0,32840.0
6,2022,60910.0,31200.0,32840.0,520.0,1220.0,1670.0,8310.0,37970.0,8660.0,183300.0
7,2022,7670.0,5590.0,16200.0,470.0,760.0,390.0,3930.0,47090.0,4010.0,86110.0
8,2022,3740.0,2650.0,8870.0,290.0,500.0,230.0,1980.0,29160.0,2020.0,49440.0
9,2022,11330.0,21380.0,96250.0,2000.0,2070.0,6360.0,29010.0,71560.0,14820.0,254780.0
10,2022,29100.0,12320.0,45230.0,1490.0,1480.0,2120.0,12480.0,47000.0,8039.999999999999,159260.0
11,2022,60620.0,9560.0,39960.0,2480.0,1430.0,1600.0,17410.0,40810.0,7860.0,181730.0
12,2022,30550.0,13290.0,45140.0,3590.0,1850.0,1690.0,17770.0,67250.0,11510.0,192640.0
13,2022,35090.0,14300.0,35900.0,1720.0,1640.0,1650.0,14700.0,31150.0,6060.0,142210.0
14,2022,20160.0,10920.0,24560.0,1260.0,1090.0,1100.0,8170.0,39660.0,5860.0,112780.0
15,2022,5980.0,2820.0,8170.0,720.0,380.0,340.0,2060.0,16840.0,2450.0,39760.0
16,2022,14840.0,7010.0,22220.0,990.0,800.0,850.0,5850.0,26970.0,5320.0,84850.0
17,2022,13360.0,5260.0,18470.0,1450.0,820.0,550.0,4930.0,36990.0,4510.0,86340.0
18,2022,112360.0,92790.0,415290.0,85150.0,47320.0,30770.0,322580.0,359080.0,104830.0,1570170.0
19,2022,4590.0,2910.0,11440.0,180.0,380.0,720.0,4920.0,27130.0,2530.0,54800.0
20,2022,6070.0,3140.0,9420.0,190.0,450.0,310.0,2300.0,29820.0,2420.0,54120.0
21,2022,17500.0,5860.0,28690.0,620.0,990.0,890.0,8900.0,35710.0,4670.0,103830.0
22,2022,5540.0,2320.0,8590.0,150.0,420.0,350.0,3520.0,23590.0,2670.0,47150.0
23,2022,11260.0,3470.0,15030.0,630.0,750.0,570.0,5260.0,33330.0,3950.0,74250.0
24,2022,9240.0,7730.0,28300.0,1140.0,980.0,670.0,8310.0,52790.0,10220.0,119380.0
25,2022,6910.0,9980.0,37640.0,1750.0,1160.0,2080.0,10990.0,48380.0,7670.0,126560.0
1,2023,24330.0,10580.0,23060.0,840.0,870.0,880.0,8370.0,29510.0,6150.0,104590.0
2,2023,53110.0,27690.0,43590.0,4570.0,1850.0,2720.0,18950.0,47410.0,12670.0,212560.0
3,2023,77110.0,15860.0,38390.0,1450.0,1440.0,2160.0,14530.0,36580.0,10010.0,197530.0
4,2023,174990.0,51120.0,228350.0,30790.0,13970.0,12920.0,134910.0,187750.0,51780.0,886580.0
5,2023,3390.0,3000.0,6430.0,110.0,310.0,230.0,1510.0,16170.0,1830.0,32980.0
6,2023,59360.0,32550.0,32770.0,560.0,1230.0,1630.0,8570.0,37960.0,9130.0,183760.0
7,2023,7700.0,5440.0,16329.999999999998,500.0,770.0,450.0,3870.0,46750.0,4190.0,86000.0
8,2023,3690.0,2570.0,8870.0,320.0,490.0,230.0,1890.0,29250.0,2110.0,49420.0
9,2023,11340.0,21960.0,101640.0,2250.0,2030.0,6670.0,30170.0,71520.0,15940.0,263520.0
10,2023,29110.0,12820.0,45990.0,1620.0,1500.0,2200.0,13250.0,47220.0,8520.0,162230.0
11,2023,61030.0,9540.0,40290.0,2550.0,1400.0,1690.0,17850.0,41170.0,8340.0,183860.0
12,2023,31100.0,13220.0,44910.0,3780.0,1870.0,1710.0,18390.0,67050.0,11960.0,193990.0
13,2023,34830.0,14450.0,35960.0,1790.0,1600.0,1700.0,14780.0,31930.0,6510.0,143550.0
14,2023,20610.0,10880.0,24810.0,1290.0,1070.0,1310.0,8430.0,39690.0,6180.0,114270.0
15,2023,5820.0,2750.0,8280.0,820.0,380.0,350.0,2110.0,17030.0,2490.0,40030.0
16,2023,14980.0,7050.0,22040.0,1010.0,790.0,890.0,5940.0,26810.0,5640.0,85150.0
17,2023,13440.0,5260.0,18230.0,1480.0,820.0,570.0,5050.0,36970.0,4640.0,86460.0
18,2023,114500.0,95790.0,430480.0,90240.0,47960.0,31540.0,331220.0,366260.0,111360.0,1619350.0
19,2023,4510.0,3050.0,11770.0,180.0,370.0,770.0,5250.0,29280.0,2680.0,57860.0
20,2023,6120.0,3090.0,9660.0,200.0,450.0,330.0,2300.0,31160.0,2490.0,55800.0
21,2023,17340.0,6000.0,29340.0,750.0,1010.0,960.0,9300.0,35960.0,4870.0,105530.0
22,2023,5670.0,2220.0,8560.0,160.0,410.0,330.0,3500.0,23560.0,2730.0,47140.0
23,2023,11270.0,3630.0,14990.0,660.0,720.0,570.0,5240.0,33540.0,4100.0,74720.0
24,2023,9550.0,7740.0,29100.0,1140.0,950.0,740.0,8630.0,51960.0,10450.0,120260.0
25,2023,7270.0,10330.0,38740.0,1840.0,1170.0,2260.0,11480.0,48480.0,8029.999999999999,129600.0
1,2024,24300.0,10900.0,23400.0,800.0,900.0,900.0,8500.0,29200.0,6300.0,105200.0
2,2024,53100.0,28600.0,44100.0,4700.0,2000.0,2900.0,19200.0,47200.0,12900.0,214700.0
3,2024,77100.0,16400.0,38900.0,1500.0,1500.0,2200.0,14600.0,36500.0,10200.0,198900.0
4,2024,175100.0,52700.0,230200.0,31200.0,14300.0,13100.0,136100.0,187300.0,52300.0,892300.0
5,2024,3400.0,3100.0,6500.0,100.0,300.0,200.0,1500.0,15700.0,1800.0,32600.0
6,2024,59400.0,33600.0,33200.0,600.0,1200.0,1600.0,8700.0,37700.0,9200.0,185200.0
7,2024,7700.0,5600.0,16500.0,500.0,800.0,500.0,3900.0,45400.0,4300.0,85200.0
8,2024,3700.0,2700.0,9000.0,300.0,500.0,200.0,1900.0,28500.0,2100.0,48900.0
9,2024,11300.0,22700.0,104000.0,2300.0,2100.0,6800.0,30500.0,70500.0,16200.0,266400.0
10,2024,29100.0,13100.0,46500.0,1700.0,1500.0,2200.0,11200.0,53900.0,8200.0,167400.0
11,2024,62000.0,9900.0,41600.0,2800.0,1400.0,1700.0,19300.0,39000.0,8100.0,185800.0
12,2024,31100.0,14600.0,47600.0,4100.0,1900.0,1700.0,16100.000000000002,65000.0,12800.0,194900.0
13,2024,36600.0,15400.0,37500.0,1700.0,1500.0,1500.0,13500.0,29000.0,6200.0,142900.0
14,2024,21000.0,12100.0,25800.0,1300.0,1000.0,800.0,7700.0,36200.0,6300.0,112200.0
15,2024,5100.0,2400.0,7000.0,600.0,300.0,300.0,3100.0,13500.0,2100.0,34400.0
16,2024,16400.0,8400.0,24900.0,1400.0,900.0,1000.0,5900.0,33400.0,6200.0,98500.0
17,2024,13400.0,5800.0,19400.0,1600.0,800.0,500.0,4700.0,36800.0,4700.0,87700.0
18,2024,111500.0,95100.0,428600.0,91000.0,49800.0,33600.0,340700.0,384300.0,113500.0,1648100.0
19,2024,4500.0,3200.0,11700.0,200.0,400.0,500.0,5400.0,21300.0,2600.0,49800.0
20,2024,6000.0,3200.0,9900.0,200.0,400.0,300.0,2100.0,26900.0,2600.0,51600.0
21,2024,17200.0,6300.0,28800.0,700.0,1000.0,800.0,8200.0,36700.0,4800.0,104500.0
22,2024,5500.0,2500.0,9300.0,200.0,400.0,300.0,3200.0,19900.0,3000.0,44300.0
23,2024,10900.0,3900.0,15800.0,800.0,700.0,500.0,5700.0,28900.0,4400.0,71600.0
24,2024,9600.0,8000.0,29500.0,1100.0,1000.0,700.0,8700.0,51400.0,10700.0,120700.0
25,2024,7300.0,10600.0,39200.0,1800.0,1200.0,2300.0,11600.0,48000.0,8100.0,130100.0
