ZE2020,herfindahl_hist,sectoral_concentration_high,dominant_sector_1,dominant_sector_2,dominant_sector_3,dominant_3_share_pct,hist_share_BE_pct,hist_share_FZ_pct,hist_share_GI_pct,hist_share_JZ_pct,hist_share_KZ_pct,hist_share_LZ_pct,hist_share_MN_pct,hist_share_OQ_pct,hist_share_RU_pct,growth_BE_pct,growth_FZ_pct,growth_GI_pct,growth_JZ_pct,growth_KZ_pct,growth_LZ_pct,growth_MN_pct,growth_OQ_pct,growth_RU_pct,nat_growth_BE_pct,nat_growth_FZ_pct,nat_growth_GI_pct,nat_growth_JZ_pct,nat_growth_KZ_pct,nat_growth_LZ_pct,nat_growth_MN_pct,nat_growth_OQ_pct,nat_growth_RU_pct,fc_prop_BE,fc_prop_FZ,fc_prop_GI,fc_prop_JZ,fc_prop_KZ,fc_prop_LZ,fc_prop_MN,fc_prop_OQ,fc_prop_RU,libze2020,opportunity_score,risk_score
61,0.18068594311354932,False,GI,MN,FZ,61.77606177606178,6.901544401544402,11.486486486486488,32.722007722007724,4.198841698841699,2.413127413127413,4.922779922779923,17.56756756756757,8.397683397683398,11.389961389961389,-4.464285714285714,-12.903225806451612,35.374149659863946,73.68421052631578,-21.052631578947366,-30.76923076923077,54.60992907801418,10.909090909090908,-3.669724770642202,80.46820054254998,6.50213406389258,8.837104169148484,75.49105834066256,11.139686454113088,42.67796349860496,54.625098270440255,35.41830266197776,60.54338130710446,0.15188045054674143,0.08466313406825061,0.2419377654790878,0.034196197614073706,0.03358596153557296,0.04919436201453205,0.19977588951587674,0.08343855440616603,0.12132767215371128,Nogent-le-Rotrou,11.071428571428571,57.85714285714286
62,0.15804602203265916,False,GI,MN,RU,57.621110673493504,9.098070106341078,11.65813312327688,27.17605356439543,2.993304450571091,2.8357621110673494,4.962583694367861,15.872390705001967,10.831035840882237,14.572666404096102,18.543046357615893,1.9047619047619049,33.14285714285714,65.51724137931035,50.0,-10.638297872340425,25.0,7.766990291262135,-5.405405405405405,80.46820054254998,6.50213406389258,8.837104169148484,75.49105834066256,11.139686454113088,42.67796349860496,54.625098270440255,35.41830266197776,60.54338130710446,0.13479206264019009,0.08511617928743356,0.2535681471228599,0.03509608488529914,0.03133891578763719,0.04727884046733373,0.20889939516782757,0.08132297396659847,0.12258742079138751,Redon,38.21428571428571,70.71428571428572
63,0.17282446961998318,False,GI,BE,MN,61.47239263803681,18.609406952965234,9.284253578732105,29.406952965235174,1.9222903885480573,2.12678936605317,4.08997955010225,13.4560327198364,11.615541922290388,9.48875255623722,-10.48951048951049,-7.352941176470589,3.5532994923857872,3.571428571428571,-52.63157894736842,31.818181818181817,16.43835616438356,-6.666666666666667,6.25,80.46820054254998,6.50213406389258,8.837104169148484,75.49105834066256,11.139686454113088,42.67796349860496,54.625098270440255,35.41830266197776,60.54338130710446,0.14378469437360758,0.08464212566614147,0.23497811108827588,0.04051873795688146,0.03684232421219345,0.05132534652948374,0.2021972611546516,0.08382106646895406,0.121890365332365,Ussel,10.357142857142858,72.5
64,0.17469986566302242,False,GI,MN,RU,60.92780137210062,8.689970597843843,10.290754655341392,30.57824240444299,2.254165305455733,2.319503430251552,4.867690297288467,18.523358379614503,10.650114341718393,11.826200588043124,8.47457627118644,-20.5607476635514,3.543307086614173,52.17391304347826,26.666666666666668,9.30232558139535,10.0,4.545454545454546,-0.847457627118644,80.46820054254998,6.50213406389258,8.837104169148484,75.49105834066256,11.139686454113088,42.67796349860496,54.625098270440255,35.41830266197776,60.54338130710446,0.13771974891424174,0.08752872720360752,0.23167214691638943,0.0434742677956819,0.039766672626137686,0.052023022994399024,0.19753659218549724,0.08881975188851353,0.12145905122160905,Valréas,3.571428571428571,80.71428571428572
1101,0.21707350434895648,False,GI,MN,OQ,69.17440429578252,3.0036916881082893,8.05738896968341,36.99239288511019,6.122049446246783,2.1674683969124064,3.551851437520975,22.908043405302607,9.27396800536973,7.923145765745609,20.243902439024392,0.6741573033707865,22.188024622271964,27.17023675310034,-13.666666666666666,-6.744186046511628,5.138586110246029,7.993605115907274,10.446428571428571,80.46820054254998,6.50213406389258,8.837104169148484,75.49105834066256,11.139686454113088,42.67796349860496,54.625098270440255,35.41830266197776,60.54338130710446,0.04082288127392527,0.08508231416344639,0.3175085753202438,0.04751461930572984,0.02383459322154517,0.037486575730144925,0.2614013582468033,0.09033812135457989,0.09601097702980035,Cergy-Vexin,90.0,72.85714285714285
1102,0.20330505609820607,False,GI,MN,FZ,66.29076501066749,6.09570252971655,11.551356293812862,35.93416641267906,3.2612008533983543,1.676318195672051,2.956415726912527,18.805242304175557,9.174032307223408,10.54556537640963,51.388888888888886,7.317073170731707,-2.1406727828746175,11.627906976744185,-10.344827586206897,261.53846153846155,25.910931174089068,4.081632653061225,3.546099290780142,80.46820054254998,6.50213406389258,8.837104169148484,75.49105834066256,11.139686454113088,42.67796349860496,54.625098270440255,35.41830266197776,60.54338130710446,0.11786794066429136,0.09187799915671344,0.2467247381806373,0.04262666329741473,0.035809050872921896,0.05006196014583105,0.20728863328695293,0.08592244833707804,0.1218205533921718,Coulommiers,34.285714285714285,91.42857142857143
1103,0.1895358650375547,False,GI,MN,RU,65.17298874531055,3.959983326385994,10.150062526052523,32.346811171321384,4.814506044185077,2.459358065860775,4.355981659024594,21.92580241767403,9.087119633180492,10.900375156315132,72.8395061728395,0.6578947368421052,33.33333333333333,43.75,-23.404255319148938,8.333333333333332,21.35678391959799,45.18518518518518,7.142857142857142,80.46820054254998,6.50213406389258,8.837104169148484,75.49105834066256,11.139686454113088,42.67796349860496,54.625098270440255,35.41830266197776,60.54338130710446,0.08960675671696658,0.09633305296301838,0.28876854181289674,0.03834601119160648,0.030394464731216382,0.047257441282272286,0.2049162775278091,0.08491330891847607,0.119464149326086,Étampes,72.14285714285714,45.0
1104,0.23053901631744678,False,GI,MN,FZ,70.94173689996336,2.516184194454623,10.189935263222182,39.74288506168316,5.423231953096373,1.8749236594601197,2.952852082569928,21.008916575058016,8.085989984121168,8.205081226334434,18.925831202046037,-5.495495495495495,24.792473713337024,12.342215988779802,-21.311475409836063,39.42307692307692,-5.476673427991886,1.7159199237368923,13.060817547357924,80.46820054254998,6.50213406389258,8.837104169148484,75.49105834066256,11.139686454113088,42.67796349860496,54.625098270440255,35.41830266197776,60.54338130710446,0.04351281318813558,0.08452234789729114,0.3136025488376617,0.04641665369272226,0.02395763602107758,0.037605239823460514,0.26009145230054853,0.0919883452355861,0.09830295145511622,Évry-Courcouronnes,87.85714285714286,77.5
1105,0.18458491671449123,False,GI,MN,OQ,64.53834115805947,4.715701617110068,10.078247261345853,29.775691184141888,4.632237871674491,2.2222222222222223,2.608242044861763,23.40114762649974,11.36150234741784,11.205007824726135,43.646408839779006,-2.973977695167286,10.150891632373114,6.770833333333333,-18.88888888888889,18.3206106870229,-6.25,13.636363636363635,6.887755102040815,80.46820054254998,6.50213406389258,8.837104169148484,75.49105834066256,11.139686454113088,42.67796349860496,54.625098270440255,35.41830266197776,60.54338130710446,0.08364334329962726,0.09278276115655895,0.27132987082004545,0.04269203878939148,0.0319973530247807,0.04654888026416297,0.2137045100331306,0.09953819736838336,0.1177630558609962,Fontainebleau-Nemours,61.78571428571429,43.57142857142857
1106,0.22241000203259115,False,GI,MN,OQ,68.88218620539284,2.99803764808489,8.619812486372556,38.211352569227415,5.861617850134458,2.4747438040555276,2.594665309978923,22.032851224652955,8.637982411512464,8.568936695980813,38.15789473684211,7.488986784140969,17.30637422892392,16.452074391988557,-18.849840255591054,49.35622317596567,6.181533646322379,17.68018018018018,11.610878661087867,80.46820054254998,6.50213406389258,8.837104169148484,75.49105834066256,11.139686454113088,42.67796349860496,54.625098270440255,35.41830266197776,60.54338130710446,0.04190760627388949,0.08468560948967926,0.31663533449172976,0.04828288741409775,0.024368350580334618,0.038409303687512844,0.26153242588043213,0.08930547982454295,0.09487298801541322,Marne-la-Vallée,82.85714285714286,83.21428571428572
1107,0.22278064418548416,False,GI,MN,FZ,69.50694580316963,4.04030522402661,10.164351398943456,38.76932107219722,4.167481901780473,2.4261396986891017,2.5337507337116025,20.573273332028958,7.6403834865975355,9.684993152025044,12.16931216931217,7.64525993883792,8.953900709219859,11.557788944723619,-26.08695652173913,114.92537313432835,1.023890784982935,-7.352941176470589,2.088772845953003,80.46820054254998,6.50213406389258,8.837104169148484,75.49105834066256,11.139686454113088,42.67796349860496,54.625098270440255,35.41830266197776,60.54338130710446,0.07725991830229754,0.0936053358018398,0.27577214539051054,0.042228708043694455,0.03014193121343846,0.044688292220234835,0.2220049604773521,0.09700423553586,0.11729447543621059,Meaux,79.28571428571428,81.78571428571428
1108,0.22240818321338754,False,GI,MN,FZ,69.87094807438268,3.6073569759170816,11.116756427192358,38.735900823087086,4.278020526369271,1.9103749618941166,2.601361650238797,20.01829082410324,8.444263794329844,9.287674016868204,31.952662721893493,11.501597444089457,21.908127208480565,1.3636363636363635,1.4925373134328357,50.0,0.45558086560364464,-1.5384615384615385,4.129793510324483,80.46820054254998,6.50213406389258,8.837104169148484,75.49105834066256,11.139686454113088,42.67796349860496,54.625098270440255,35.41830266197776,60.54338130710446,0.07948600500822064,0.09261827617883679,0.2726786196231842,0.04237185306847091,0.03034600559622045,0.04502993561327453,0.22184661328792568,0.09709071964025494,0.11853198334574697,Melun,80.35714285714286,91.78571428571428
1109,0.21485871188715774,False,MN,GI,OQ,70.00502456035096,2.173909782893997,5.9099328808729235,30.67681577861937,7.87821065656755,3.678278150661817,3.0423337957928682,30.982039071581234,8.346169710150361,7.312310172859875,39.270434586804775,8.899620558813384,48.000566641032904,37.416262730788084,-26.03359173126615,19.120234604105573,8.80362502206791,9.14533112405794,24.53231558530939,80.46820054254998,6.50213406389258,8.837104169148484,75.49105834066256,11.139686454113088,42.67796349860496,54.625098270440255,35.41830266197776,60.54338130710446,0.02670805891975756,0.07392139136791225,0.2957835048437118,0.06671140901744363,0.025656868051737496,0.03800549190491434,0.30044155567884445,0.08642310202121731,0.0863486215472221,Paris,87.14285714285714,67.85714285714286
1110,0.21701480211874968,False,GI,MN,FZ,68.04733727810651,5.9171597633136095,12.243969048702777,38.91670459717797,3.2771961766044604,2.366863905325444,2.594446973145198,16.886663632225762,7.464724624487938,10.332271279016842,16.216216216216218,-27.358490566037734,19.886363636363637,10.526315789473683,-37.5,-33.33333333333333,0.0,0.0,5.154639175257731,80.46820054254998,6.50213406389258,8.837104169148484,75.49105834066256,11.139686454113088,42.67796349860496,54.625098270440255,35.41830266197776,60.54338130710446,0.1390671074390411,0.08756675198674198,0.2260107949376106,0.04556682780385013,0.04002304449677465,0.05277403071522707,0.20368899703025814,0.08287378251552577,0.12242865487933155,Provins,4.285714285714286,93.92857142857143
1111,0.16626272842396733,False,MN,GI,OQ,61.05781695618356,4.277936219859995,7.907700285195748,23.023074928701064,6.974332382680839,2.774176821363754,6.092818252527872,26.626912107855848,11.407829919626652,10.91521908218823,35.0,17.91044776119403,-3.5211267605633805,34.0,-2.7027027027027026,-5.714285714285714,12.324929971988796,26.47058823529412,7.18562874251497,80.46820054254998,6.50213406389258,8.837104169148484,75.49105834066256,11.139686454113088,42.67796349860496,54.625098270440255,35.41830266197776,60.54338130710446,0.10442144572734827,0.09560906216502185,0.27262029349803923,0.03733934089541431,0.031958340667188105,0.04803929254412646,0.20347569584846492,0.08612871840596195,0.12040780186653133,Rambouillet,38.57142857142858,21.785714285714285
