source_idx,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
23,0.0014386623,0.007016427,0.000601408,0.023961982,0.0005188618,0.00020046934,0.0017570547,0.10492801,0.047334347,0.0016273393,0.00081366964,7.0753886e-05,0.00011792314,0.00029480783,0.00316034,0.01896204,0.0013797007,0.0012381929,0.008832443,0.0020400702,0.00028301554,0.0015447931,0.0008372543,0.62725675,0.013832384,0.001391493,0.029032677,0.0005306541,0.0010377236,0.0008608389,0.0010848929,0.055235196,0.000601408,0.015058785,0.00029480783,0.000412731,0.019634202,0.0013797007,0.002299501,0.00030660015,0.0004363156,0.0003537694
24,0.0006219524,0.0058712307,0.0011692706,0.00052244007,0.00035658607,0.0006717086,0.0017829303,0.1141573,0.07431088,0.0009868311,0.029936643,3.3170796e-05,0.00023219557,4.9756196e-05,0.0030268352,0.013724417,0.0021146382,0.013898564,0.020524431,0.0034580554,0.00039804957,0.0019156135,0.005763426,0.0040883007,0.58697385,0.0035907386,0.08138455,0.00024878097,0.007886357,0.00034829337,0.0008043918,0.0035907386,0.00053073274,0.0034000066,0.00019902478,0.00041463497,0.0024048828,0.001210734,0.0031761038,0.00035658607,0.0036570802,0.00020731748
25,0.00059123157,0.005321084,0.06835546,0.00027287612,0.00022739675,0.08058941,0.0012734219,0.03365472,0.006594506,0.0007276696,0.04011279,4.547935e-05,0.00013643806,4.547935e-05,0.0024104058,0.0052301255,0.0012734219,0.001955612,0.011096962,0.0026378024,0.00027287612,0.0015917773,0.025604876,0.0023649263,0.029379662,0.62897944,0.008550119,0.0004547935,0.0015008186,0.00027287612,0.00059123157,0.0010460251,0.0006821903,0.0008641077,0.00027287612,0.00059123157,0.0012279425,0.0015917773,0.003092596,0.027560487,0.0007276696,0.00022739675
26,0.00097152387,0.008658378,0.00049889064,0.0014769788,0.0005579698,0.00021005921,0.0012866127,0.30524886,0.02637556,0.0010240386,0.0018117607,1.969305e-05,0.00015098006,7.2207855e-05,0.0035578778,0.04830049,0.002192493,0.0017132955,0.00909819,0.010437317,0.00029539576,0.0031246308,0.0007745933,0.0047460254,0.026414946,0.00068925676,0.5182555,0.00036103927,0.0007942864,0.00024944532,0.0007811577,0.009249169,0.00045950452,0.001667345,0.00020349486,0.0004069897,0.0017723746,0.0014769788,0.001798632,0.00012472266,0.0025141463,0.00017723745
27,0.0044796052,0.022550164,0.00027046673,0.00013523336,0.0016735129,0.00011832919,0.16858529,0.04653718,0.002180638,0.014098078,0.0001690417,0.012864074,0.0015382795,0.030748686,0.032371487,0.01212029,0.0043443716,0.00020285005,0.001791842,0.005476951,0.0011494836,0.004834593,0.00010142502,0.000693071,0.0011663877,0.00010142502,0.0019270754,0.5872509,5.071251e-05,0.01751272,0.0036682049,0.00047331676,0.0024003922,0.00021975422,0.0049867304,0.0008790169,0.0018594587,0.004040097,0.0005747418,3.380834e-05,0.00015213754,0.0036682049
28,0.0011831423,0.006038105,0.0012239403,0.0006527681,0.0006527681,0.00032638406,0.0017951124,0.05805557,0.24205458,0.0013055363,0.028517809,4.0798008e-05,8.1596016e-05,4.0798008e-05,0.0029782546,0.009995513,0.0021214965,0.0017951124,0.008241198,0.0018359104,0.0004079801,0.0019583046,0.003753417,0.010077109,0.076373875,0.0027742647,0.023703644,0.00020399004,0.43360123,0.00036718207,0.0008159602,0.0069764596,0.00093835423,0.060748234,0.00020399004,0.00061197014,0.0026110725,0.0016727183,0.0019991025,0.0004079801,0.00069356617,0.00016319203
29,0.002041353,0.010345947,0.00010825356,0.00017011273,0.0022269303,0.00010825356,0.050306976,0.020150628,0.00097428204,0.10945982,9.278877e-05,0.015279217,0.0008196341,0.0039589875,0.025872601,0.0071756644,0.0032785365,9.278877e-05,0.00088149327,0.0039589875,0.00095881725,0.0027527334,7.732397e-05,0.00049487344,0.00074231013,6.185918e-05,0.0011443947,0.008072623,6.185918e-05,0.6286748,0.0018867049,0.00024743672,0.0013454371,0.00024743672,0.058333203,0.0006340566,0.006154988,0.0029073814,0.00023197192,3.092959e-05,4.6394383e-05,0.027589193
30,0.0052691414,0.20005931,0.00018783056,8.897237e-05,0.0012258416,3.9543276e-05,0.004418961,0.038811725,0.0011566408,0.0039345557,8.897237e-05,0.000108744,0.003005289,0.00039543275,0.0660867,0.017408926,0.004250902,0.00017794473,0.0013049281,0.0049923384,0.00090949534,0.03317681,8.897237e-05,0.0003064604,0.0010380109,0.00013840146,0.0017695616,0.0010182393,5.9314913e-05,0.0014927586,0.5604765,0.00019771638,0.03338441,0.00013840146,0.0006326924,0.00054372003,0.0010676684,0.0089268945,0.0007018931,9.885819e-06,0.00017794473,0.00073155056
31,0.004487094,0.0073007834,0.00045907564,0.025663808,0.0021472892,0.0001628978,0.0012439468,0.20695426,0.08270766,0.0013772269,0.0008589157,5.9235565e-05,0.00020732448,0.00010366224,0.0038355028,0.04139085,0.0019251559,0.0011550935,0.006782472,0.002473085,0.00028136894,0.0019399647,0.0007404446,0.0544671,0.011610171,0.00081448903,0.08173027,0.0003257956,0.0010070046,0.00041464897,0.0016882136,0.41133177,0.0007404446,0.027588964,0.00014808892,0.0003109867,0.00989234,0.001214329,0.0016734047,0.00019251558,0.0003109867,0.00028136894
32,0.048521694,0.04968908,0.0002773989,0.00013869946,0.003282554,3.4674864e-05,0.0055595366,0.100106336,0.001202062,0.0063801752,0.00015025775,0.00013869946,0.0022191913,0.00034674865,0.12029867,0.057017036,0.004646432,0.00011558289,0.0021036086,0.0064842,0.0010055711,0.027867034,9.246631e-05,0.0004738898,0.001479461,0.00011558289,0.002288541,0.0010980373,4.6233155e-05,0.0019186758,0.09751728,0.0004160984,0.44732887,0.00032363206,0.0010633626,0.0008321968,0.0009131048,0.00472734,0.0009246631,3.4674864e-05,0.00015025775,0.0006703807
