source_idx,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
15,0.019546177,0.031314068,0.0,0.0,0.0,0.0,0.0,0.39171082,0.0,0.0,0.0,0.0,0.0,0.0,0.013219399,0.46080512,0.0,0.0,0.0,0.025368616,0.0,0.028345441,0.0,0.0,0.0,0.0,0.023195453,0.0,0.0,0.0,0.0,0.0,0.006494891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.03059239,0.0,0.0,0.0,0.0,0.0,0.043400463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017850582,0.690847,0.0,0.0,0.064703085,0.05564224,0.0076691825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046358496,0.0,0.04293658,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056125306,0.010547854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4695135,0.29563224,0.0,0.0,0.0,0.015346763,0.0,0.080046766,0.0,0.021436749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015444202,0.0,0.035906553,0.0
18,0.0,0.007143849,0.0,0.0,0.0,0.0,0.0,0.05254202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00931677,0.0,0.023311768,0.8225398,0.0,0.0,0.0,0.0,0.0,0.017428016,0.0,0.009029032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04617705,0.0,0.012511658,0.0
19,0.0,0.035471458,0.0,0.0,0.0,0.0,0.0,0.15257083,0.0,0.0,0.0,0.0,0.0,0.0,0.008434756,0.09893779,0.043702967,0.0,0.0,0.5846064,0.0,0.043930408,0.0,0.0,0.0,0.0,0.011638316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02070701,0.0,0.0,0.0,0.0
20,0.0,0.023792563,0.0,0.0,0.0,0.0,0.0,0.02089765,0.0,0.0,0.0,0.0,0.0,0.0,0.005654126,0.008910903,0.19948886,0.0,0.0,0.018330676,0.6516606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03297486,0.0,0.03828974,0.0,0.0,0.0,0.0
21,0.0,0.19170262,0.0,0.0,0.0,0.0,0.0,0.083273105,0.0,0.0,0.0,0.0,0.0,0.0,0.010519554,0.072315544,0.006920567,0.0,0.0,0.037895214,0.0,0.5487761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013957936,0.0,0.0,0.0,0.0,0.0,0.0,0.034639332,0.0,0.0,0.0,0.0
22,0.0,0.0,0.027790364,0.0,0.0,0.06439108,0.0,0.044253133,0.0,0.0,0.05583245,0.0,0.0,0.0,0.0,0.0,0.0,0.022906912,0.07204349,0.0,0.0,0.0,0.62860596,0.0,0.0387152,0.04546141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.025453452,0.0,0.0,0.0,0.11145907,0.05028059,0.0,0.0,0.0,0.0,0.0,0.0,0.020142298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6662992,0.0,0.0,0.030839765,0.0,0.0,0.0,0.0,0.058673214,0.0,0.015996091,0.0,0.0,0.020856299,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121083654,0.078819595,0.0,0.03175301,0.0,0.0,0.0,0.0,0.01455713,0.0,0.014741842,0.021769727,0.0,0.0,0.0,0.0,0.0,0.62258774,0.0,0.08632246,0.0,0.008364852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
