codgeo,libgeo,zrr_simp,zonage_zrr
65399,Saligos,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
65400,Salles,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
65401,Salles-Adour,NC - Commune non classée,NC - Commune non classée
65402,Samuran,C - Classée en ZRR,C - Commune classée en ZRR
65403,Sanous,C - Classée en ZRR,C - Commune classée en ZRR
65404,Sariac-Magnoac,C - Classée en ZRR,C - Commune classée en ZRR
65405,Sarlabous,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
65406,Sarniguet,NC - Commune non classée,NC - Commune non classée
65407,Sarp,C - Classée en ZRR,C - Commune classée en ZRR
65408,Sarrancolin,C - Classée en ZRR,C - Commune classée en ZRR
65409,Sarriac-Bigorre,C - Classée en ZRR,C - Commune classée en ZRR
65410,Sarrouilles,NC - Commune non classée,NC - Commune non classée
65411,Sassis,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
65412,Sauveterre,C - Classée en ZRR,C - Commune classée en ZRR
65413,Sazos,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
65414,Ségalas,C - Classée en ZRR,C - Commune classée en ZRR
65415,Ségus,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
65416,Seich,C - Classée en ZRR,C - Commune classée en ZRR
65417,Séméac,NC - Commune non classée,NC - Commune non classée
65418,Sénac,C - Classée en ZRR,C - Commune classée en ZRR
65419,Sentous,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
65420,Sère-en-Lavedan,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
65421,Sère-Lanso,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
65422,Séron,NC - Commune non classée,NC - Commune non classée
65423,Sère-Rustaing,C - Classée en ZRR,C - Commune classée en ZRR
65424,Sers,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
65425,Siarrouy,C - Classée en ZRR,C - Commune classée en ZRR
65426,Sinzos,NC - Commune non classée,NC - Commune non classée
65427,Siradan,C - Classée en ZRR,C - Commune classée en ZRR
65428,Sireix,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
65429,Sombrun,C - Classée en ZRR,C - Commune classée en ZRR
65430,Soréac,NC - Commune non classée,NC - Commune non classée
65431,Sost,C - Classée en ZRR,C - Commune classée en ZRR
65432,Soublecause,C - Classée en ZRR,C - Commune classée en ZRR
65433,Soues,NC - Commune non classée,NC - Commune non classée
65435,Soulom,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
65436,Souyeaux,NC - Commune non classée,NC - Commune non classée
65437,Tajan,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
65438,Talazac,C - Classée en ZRR,C - Commune classée en ZRR
65439,Tarasteix,C - Classée en ZRR,C - Commune classée en ZRR
65440,Tarbes,NC - Commune non classée,NC - Commune non classée
65441,Thèbe,C - Classée en ZRR,C - Commune classée en ZRR
65442,Thermes-Magnoac,C - Classée en ZRR,C - Commune classée en ZRR
65443,Thuy,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
65444,Tibiran-Jaunac,C - Classée en ZRR,C - Commune classée en ZRR
65445,Tilhouse,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
65446,Tostat,C - Classée en ZRR,C - Commune classée en ZRR
65447,Tournay,NC - Commune non classée,NC - Commune non classée
65448,Tournous-Darré,C - Classée en ZRR,C - Commune classée en ZRR
65449,Tournous-Devant,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
65450,Tramezaïgues,C - Classée en ZRR,C - Commune classée en ZRR
65451,Trébons,C - Classée en ZRR,C - Commune classée en ZRR
65452,Trie-sur-Baïse,C - Classée en ZRR,C - Commune classée en ZRR
65453,Troubat,C - Classée en ZRR,C - Commune classée en ZRR
65454,Trouley-Labarthe,C - Classée en ZRR,C - Commune classée en ZRR
65455,Tuzaguet,C - Classée en ZRR,C - Commune classée en ZRR
65456,Uglas,NC - Commune non classée,NC - Commune non classée
65457,Ugnouas,C - Classée en ZRR,C - Commune classée en ZRR
65458,Uz,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
65459,Uzer,C - Classée en ZRR,C - Commune classée en ZRR
65460,Vic-en-Bigorre,C - Classée en ZRR,C - Commune classée en ZRR
65461,Vidou,C - Classée en ZRR,C - Commune classée en ZRR
65462,Vidouze,C - Classée en ZRR,C - Commune classée en ZRR
65463,Viella,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
65464,Vielle-Adour,NC - Commune non classée,NC - Commune non classée
65465,Vielle-Aure,C - Classée en ZRR,C - Commune classée en ZRR
65466,Vielle-Louron,C - Classée en ZRR,C - Commune classée en ZRR
65467,Vier-Bordes,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
65468,Vieuzos,C - Classée en ZRR,C - Commune classée en ZRR
65469,Viey,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
65470,Viger,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
65471,Vignec,C - Classée en ZRR,C - Commune classée en ZRR
65472,Villefranque,C - Classée en ZRR,C - Commune classée en ZRR
65473,Villelongue,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
65474,Villembits,C - Classée en ZRR,C - Commune classée en ZRR
65475,Villemur,C - Classée en ZRR,C - Commune classée en ZRR
65476,Villenave-près-Béarn,C - Classée en ZRR,C - Commune classée en ZRR
65477,Villenave-près-Marsac,C - Classée en ZRR,C - Commune classée en ZRR
65478,Viscos,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
65479,Visker,NC - Commune non classée,NC - Commune non classée
65481,Barèges,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
65482,Cantaous,C - Classée en ZRR,C - Commune classée en ZRR
66001,L'Albère,NC - Commune non classée,NC - Commune non classée
66002,Alénya,NC - Commune non classée,NC - Commune non classée
66003,Amélie-les-Bains-Palalda,C - Classée en ZRR,C - Commune classée en ZRR
66004,Les Angles,C - Classée en ZRR,C - Commune classée en ZRR
66005,Angoustrine-Villeneuve-des-Escaldes,C - Classée en ZRR,C - Commune classée en ZRR
66006,Ansignan,C - Classée en ZRR,C - Commune classée en ZRR
66007,Arboussols,C - Classée en ZRR,C - Commune classée en ZRR
66008,Argelès-sur-Mer,NC - Commune non classée,NC - Commune non classée
66009,Arles-sur-Tech,C - Classée en ZRR,C - Commune classée en ZRR
66010,Ayguatébia-Talau,C - Classée en ZRR,C - Commune classée en ZRR
66011,Bages,NC - Commune non classée,NC - Commune non classée
66012,Baho,NC - Commune non classée,NC - Commune non classée
66013,Baillestavy,C - Classée en ZRR,C - Commune classée en ZRR
66014,Baixas,NC - Commune non classée,NC - Commune non classée
66015,Banyuls-dels-Aspres,NC - Commune non classée,NC - Commune non classée
66016,Banyuls-sur-Mer,NC - Commune non classée,NC - Commune non classée
66017,Le Barcarès,NC - Commune non classée,NC - Commune non classée
66018,La Bastide,C - Classée en ZRR,C - Commune classée en ZRR
66019,Bélesta,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
66020,Bolquère,C - Classée en ZRR,C - Commune classée en ZRR
66021,Bompas,NC - Commune non classée,NC - Commune non classée
66022,Boule-d'Amont,NC - Commune non classée,NC - Commune non classée
66023,Bouleternère,NC - Commune non classée,NC - Commune non classée
66024,Le Boulou,NC - Commune non classée,NC - Commune non classée
66025,Bourg-Madame,C - Classée en ZRR,C - Commune classée en ZRR
66026,Brouilla,NC - Commune non classée,NC - Commune non classée
66027,La Cabanasse,C - Classée en ZRR,C - Commune classée en ZRR
66028,Cabestany,NC - Commune non classée,NC - Commune non classée
66029,Caixas,NC - Commune non classée,NC - Commune non classée
66030,Calce,NC - Commune non classée,NC - Commune non classée
66032,Calmeilles,NC - Commune non classée,NC - Commune non classée
66033,Camélas,NC - Commune non classée,NC - Commune non classée
66034,Campôme,C - Classée en ZRR,C - Commune classée en ZRR
66035,Campoussy,C - Classée en ZRR,C - Commune classée en ZRR
66036,Canaveilles,C - Classée en ZRR,C - Commune classée en ZRR
66037,Canet-en-Roussillon,NC - Commune non classée,NC - Commune non classée
66038,Canohès,NC - Commune non classée,NC - Commune non classée
66039,Caramany,C - Classée en ZRR,C - Commune classée en ZRR
66040,Casefabre,NC - Commune non classée,NC - Commune non classée
66041,Cases-de-Pène,NC - Commune non classée,NC - Commune non classée
66042,Cassagnes,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
66043,Casteil,C - Classée en ZRR,C - Commune classée en ZRR
66044,Castelnou,NC - Commune non classée,NC - Commune non classée
66045,Catllar,C - Classée en ZRR,C - Commune classée en ZRR
66046,Caudiès-de-Fenouillèdes,C - Classée en ZRR,C - Commune classée en ZRR
66047,Caudiès-de-Conflent,C - Classée en ZRR,C - Commune classée en ZRR
66048,Cerbère,NC - Commune non classée,NC - Commune non classée
66049,Céret,NC - Commune non classée,NC - Commune non classée
66050,Claira,C - Classée en ZRR,C - Commune classée en ZRR
66051,Clara-Villerach,C - Classée en ZRR,C - Commune classée en ZRR
66052,Codalet,C - Classée en ZRR,C - Commune classée en ZRR
66053,Collioure,NC - Commune non classée,NC - Commune non classée
66054,Conat,C - Classée en ZRR,C - Commune classée en ZRR
66055,Corbère,NC - Commune non classée,NC - Commune non classée
66056,Corbère-les-Cabanes,NC - Commune non classée,NC - Commune non classée
66057,Corneilla-de-Conflent,C - Classée en ZRR,C - Commune classée en ZRR
66058,Corneilla-la-Rivière,NC - Commune non classée,NC - Commune non classée
66059,Corneilla-del-Vercol,NC - Commune non classée,NC - Commune non classée
66060,Corsavy,C - Classée en ZRR,C - Commune classée en ZRR
66061,Coustouges,C - Classée en ZRR,C - Commune classée en ZRR
66062,Dorres,C - Classée en ZRR,C - Commune classée en ZRR
66063,Les Cluses,NC - Commune non classée,NC - Commune non classée
66064,Égat,C - Classée en ZRR,C - Commune classée en ZRR
66065,Elne,NC - Commune non classée,NC - Commune non classée
66066,Enveitg,C - Classée en ZRR,C - Commune classée en ZRR
66067,Err,C - Classée en ZRR,C - Commune classée en ZRR
66068,Escaro,C - Classée en ZRR,C - Commune classée en ZRR
66069,Espira-de-l'Agly,NC - Commune non classée,NC - Commune non classée
66070,Espira-de-Conflent,C - Classée en ZRR,C - Commune classée en ZRR
66071,Estagel,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
66072,Estavar,C - Classée en ZRR,C - Commune classée en ZRR
66073,Estoher,C - Classée en ZRR,C - Commune classée en ZRR
66074,Eus,C - Classée en ZRR,C - Commune classée en ZRR
66075,Eyne,C - Classée en ZRR,C - Commune classée en ZRR
66076,Feilluns,C - Classée en ZRR,C - Commune classée en ZRR
66077,Fenouillet,C - Classée en ZRR,C - Commune classée en ZRR
66078,Fillols,C - Classée en ZRR,C - Commune classée en ZRR
66079,Finestret,C - Classée en ZRR,C - Commune classée en ZRR
66080,Fontpédrouse,C - Classée en ZRR,C - Commune classée en ZRR
66081,Fontrabiouse,C - Classée en ZRR,C - Commune classée en ZRR
66082,Formiguères,C - Classée en ZRR,C - Commune classée en ZRR
66083,Fosse,C - Classée en ZRR,C - Commune classée en ZRR
66084,Fourques,NC - Commune non classée,NC - Commune non classée
66085,Fuilla,C - Classée en ZRR,C - Commune classée en ZRR
66086,Glorianes,NC - Commune non classée,NC - Commune non classée
66088,Ille-sur-Têt,NC - Commune non classée,NC - Commune non classée
66089,Joch,C - Classée en ZRR,C - Commune classée en ZRR
66090,Jujols,C - Classée en ZRR,C - Commune classée en ZRR
66091,Lamanère,C - Classée en ZRR,C - Commune classée en ZRR
66092,Lansac,C - Classée en ZRR,C - Commune classée en ZRR
66093,Laroque-des-Albères,NC - Commune non classée,NC - Commune non classée
66094,Latour-Bas-Elne,NC - Commune non classée,NC - Commune non classée
66095,Latour-de-Carol,C - Classée en ZRR,C - Commune classée en ZRR
66096,Latour-de-France,C - Classée en ZRR,C - Commune classée en ZRR
66097,Lesquerde,C - Classée en ZRR,C - Commune classée en ZRR
66098,La Llagonne,C - Classée en ZRR,C - Commune classée en ZRR
66099,Llauro,NC - Commune non classée,NC - Commune non classée
66100,Llo,C - Classée en ZRR,C - Commune classée en ZRR
66101,Llupia,NC - Commune non classée,NC - Commune non classée
66102,Mantet,C - Classée en ZRR,C - Commune classée en ZRR
66103,Marquixanes,C - Classée en ZRR,C - Commune classée en ZRR
66104,Los Masos,C - Classée en ZRR,C - Commune classée en ZRR
66105,Matemale,C - Classée en ZRR,C - Commune classée en ZRR
66106,Maureillas-las-Illas,NC - Commune non classée,NC - Commune non classée
66107,Maury,C - Classée en ZRR,C - Commune classée en ZRR
66108,Millas,NC - Commune non classée,NC - Commune non classée
66109,Molitg-les-Bains,C - Classée en ZRR,C - Commune classée en ZRR
66111,Montalba-le-Château,NC - Commune non classée,NC - Commune non classée
66112,Montauriol,NC - Commune non classée,NC - Commune non classée
66113,Montbolo,C - Classée en ZRR,C - Commune classée en ZRR
66114,Montescot,NC - Commune non classée,NC - Commune non classée
66115,Montesquieu-des-Albères,NC - Commune non classée,NC - Commune non classée
66116,Montferrer,C - Classée en ZRR,C - Commune classée en ZRR
66117,Mont-Louis,C - Classée en ZRR,C - Commune classée en ZRR
66118,Montner,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
66119,Mosset,C - Classée en ZRR,C - Commune classée en ZRR
66120,Nahuja,C - Classée en ZRR,C - Commune classée en ZRR
66121,Néfiach,NC - Commune non classée,NC - Commune non classée
66122,Nohèdes,C - Classée en ZRR,C - Commune classée en ZRR
66123,Nyer,C - Classée en ZRR,C - Commune classée en ZRR
66124,Font-Romeu-Odeillo-Via,C - Classée en ZRR,C - Commune classée en ZRR
66125,Olette,C - Classée en ZRR,C - Commune classée en ZRR
66126,Oms,NC - Commune non classée,NC - Commune non classée
66127,Opoul-Périllos,NC - Commune non classée,NC - Commune non classée
66128,Oreilla,C - Classée en ZRR,C - Commune classée en ZRR
66129,Ortaffa,NC - Commune non classée,NC - Commune non classée
66130,Osséja,C - Classée en ZRR,C - Commune classée en ZRR
66132,Palau-de-Cerdagne,C - Classée en ZRR,C - Commune classée en ZRR
66133,Palau-del-Vidre,NC - Commune non classée,NC - Commune non classée
66134,Passa,NC - Commune non classée,NC - Commune non classée
66136,Perpignan,NC - Commune non classée,NC - Commune non classée
66137,Le Perthus,NC - Commune non classée,NC - Commune non classée
66138,Peyrestortes,NC - Commune non classée,NC - Commune non classée
66139,Pézilla-de-Conflent,C - Classée en ZRR,C - Commune classée en ZRR
66140,Pézilla-la-Rivière,NC - Commune non classée,NC - Commune non classée
66141,Pia,C - Classée en ZRR,C - Commune classée en ZRR
66142,Planès,C - Classée en ZRR,C - Commune classée en ZRR
66143,Planèzes,C - Classée en ZRR,C - Commune classée en ZRR
66144,Pollestres,NC - Commune non classée,NC - Commune non classée
66145,Ponteilla,NC - Commune non classée,NC - Commune non classée
66146,Porta,C - Classée en ZRR,C - Commune classée en ZRR
66147,Porté-Puymorens,C - Classée en ZRR,C - Commune classée en ZRR
66148,Port-Vendres,NC - Commune non classée,NC - Commune non classée
66149,Prades,C - Classée en ZRR,C - Commune classée en ZRR
66150,Prats-de-Mollo-la-Preste,C - Classée en ZRR,C - Commune classée en ZRR
66151,Prats-de-Sournia,C - Classée en ZRR,C - Commune classée en ZRR
66152,Prugnanes,C - Classée en ZRR,C - Commune classée en ZRR
66153,Prunet-et-Belpuig,NC - Commune non classée,NC - Commune non classée
66154,Puyvalador,C - Classée en ZRR,C - Commune classée en ZRR
66155,Py,C - Classée en ZRR,C - Commune classée en ZRR
66156,Rabouillet,C - Classée en ZRR,C - Commune classée en ZRR
66157,Railleu,C - Classée en ZRR,C - Commune classée en ZRR
66158,Rasiguères,C - Classée en ZRR,C - Commune classée en ZRR
66159,Réal,C - Classée en ZRR,C - Commune classée en ZRR
66160,Reynès,NC - Commune non classée,NC - Commune non classée
66161,Ria-Sirach,C - Classée en ZRR,C - Commune classée en ZRR
66162,Rigarda,C - Classée en ZRR,C - Commune classée en ZRR
66164,Rivesaltes,NC - Commune non classée,NC - Commune non classée
66165,Rodès,NC - Commune non classée,NC - Commune non classée
66166,Sahorre,C - Classée en ZRR,C - Commune classée en ZRR
66167,Saillagouse,C - Classée en ZRR,C - Commune classée en ZRR
66168,Saint-André,NC - Commune non classée,NC - Commune non classée
66169,Saint-Arnac,C - Classée en ZRR,C - Commune classée en ZRR
66170,Sainte-Colombe-de-la-Commanderie,NC - Commune non classée,NC - Commune non classée
66171,Saint-Cyprien,NC - Commune non classée,NC - Commune non classée
66172,Saint-Estève,NC - Commune non classée,NC - Commune non classée
66173,Saint-Féliu-d'Amont,NC - Commune non classée,NC - Commune non classée
66174,Saint-Féliu-d'Avall,NC - Commune non classée,NC - Commune non classée
66175,Saint-Génis-des-Fontaines,NC - Commune non classée,NC - Commune non classée
66176,Saint-Hippolyte,NC - Commune non classée,NC - Commune non classée
66177,Saint-Jean-Lasseille,NC - Commune non classée,NC - Commune non classée
66178,Saint-Jean-Pla-de-Corts,NC - Commune non classée,NC - Commune non classée
66179,Saint-Laurent-de-Cerdans,C - Classée en ZRR,C - Commune classée en ZRR
66180,Saint-Laurent-de-la-Salanque,NC - Commune non classée,NC - Commune non classée
66181,Sainte-Léocadie,C - Classée en ZRR,C - Commune classée en ZRR
66182,Sainte-Marie-la-Mer,NC - Commune non classée,NC - Commune non classée
66183,Saint-Marsal,C - Classée en ZRR,C - Commune classée en ZRR
66184,Saint-Martin-de-Fenouillet,C - Classée en ZRR,C - Commune classée en ZRR
66185,Saint-Michel-de-Llotes,NC - Commune non classée,NC - Commune non classée
66186,Saint-Nazaire,NC - Commune non classée,NC - Commune non classée
66187,Saint-Paul-de-Fenouillet,C - Classée en ZRR,C - Commune classée en ZRR
66188,Saint-Pierre-dels-Forcats,C - Classée en ZRR,C - Commune classée en ZRR
66189,Saleilles,NC - Commune non classée,NC - Commune non classée
66190,Salses-le-Château,C - Classée en ZRR,C - Commune classée en ZRR
66191,Sansa,C - Classée en ZRR,C - Commune classée en ZRR
66192,Sauto,C - Classée en ZRR,C - Commune classée en ZRR
66193,Serdinya,C - Classée en ZRR,C - Commune classée en ZRR
66194,Serralongue,C - Classée en ZRR,C - Commune classée en ZRR
66195,Le Soler,NC - Commune non classée,NC - Commune non classée
66196,Sorède,NC - Commune non classée,NC - Commune non classée
66197,Souanyas,C - Classée en ZRR,C - Commune classée en ZRR
66198,Sournia,C - Classée en ZRR,C - Commune classée en ZRR
66199,Taillet,NC - Commune non classée,NC - Commune non classée
66201,Tarerach,C - Classée en ZRR,C - Commune classée en ZRR
66202,Targassonne,C - Classée en ZRR,C - Commune classée en ZRR
66203,Taulis,C - Classée en ZRR,C - Commune classée en ZRR
66204,Taurinya,C - Classée en ZRR,C - Commune classée en ZRR
66205,Tautavel,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
66206,Le Tech,C - Classée en ZRR,C - Commune classée en ZRR
66207,Terrats,NC - Commune non classée,NC - Commune non classée
66208,Théza,NC - Commune non classée,NC - Commune non classée
66209,Thuès-Entre-Valls,C - Classée en ZRR,C - Commune classée en ZRR
66210,Thuir,NC - Commune non classée,NC - Commune non classée
66211,Tordères,NC - Commune non classée,NC - Commune non classée
66212,Torreilles,NC - Commune non classée,NC - Commune non classée
66213,Toulouges,NC - Commune non classée,NC - Commune non classée
66214,Tresserre,NC - Commune non classée,NC - Commune non classée
66215,Trévillach,C - Classée en ZRR,C - Commune classée en ZRR
66216,Trilla,C - Classée en ZRR,C - Commune classée en ZRR
66217,Trouillas,NC - Commune non classée,NC - Commune non classée
66218,Ur,C - Classée en ZRR,C - Commune classée en ZRR
66219,Urbanya,C - Classée en ZRR,C - Commune classée en ZRR
66220,Valcebollère,C - Classée en ZRR,C - Commune classée en ZRR
66221,Valmanya,C - Classée en ZRR,C - Commune classée en ZRR
66222,Vernet-les-Bains,C - Classée en ZRR,C - Commune classée en ZRR
66223,Villefranche-de-Conflent,C - Classée en ZRR,C - Commune classée en ZRR
66224,Villelongue-de-la-Salanque,NC - Commune non classée,NC - Commune non classée
66225,Villelongue-dels-Monts,NC - Commune non classée,NC - Commune non classée
66226,Villemolaque,NC - Commune non classée,NC - Commune non classée
66227,Villeneuve-de-la-Raho,NC - Commune non classée,NC - Commune non classée
66228,Villeneuve-la-Rivière,NC - Commune non classée,NC - Commune non classée
66230,Vinça,C - Classée en ZRR,C - Commune classée en ZRR
66231,Vingrau,NC - Commune non classée,NC - Commune non classée
66232,Vira,C - Classée en ZRR,C - Commune classée en ZRR
66233,Vivès,NC - Commune non classée,NC - Commune non classée
66234,Le Vivier,C - Classée en ZRR,C - Commune classée en ZRR
67001,Achenheim,NC - Commune non classée,NC - Commune non classée
67002,Adamswiller,NC - Commune non classée,NC - Commune non classée
67003,Albé,NC - Commune non classée,NC - Commune non classée
67004,Sommerau,NC - Commune non classée,NC - Commune non classée
67005,Alteckendorf,NC - Commune non classée,NC - Commune non classée
67006,Altenheim,NC - Commune non classée,NC - Commune non classée
67008,Altorf,NC - Commune non classée,NC - Commune non classée
67009,Altwiller,NC - Commune non classée,NC - Commune non classée
67010,Andlau,NC - Commune non classée,NC - Commune non classée
67011,Artolsheim,NC - Commune non classée,NC - Commune non classée
67012,Aschbach,NC - Commune non classée,NC - Commune non classée
67013,Asswiller,NC - Commune non classée,NC - Commune non classée
67016,Avolsheim,NC - Commune non classée,NC - Commune non classée
67017,Baerendorf,NC - Commune non classée,NC - Commune non classée
67018,Balbronn,NC - Commune non classée,NC - Commune non classée
67019,Baldenheim,NC - Commune non classée,NC - Commune non classée
67020,Barembach,NC - Commune non classée,NC - Commune non classée
67021,Barr,NC - Commune non classée,NC - Commune non classée
67022,Bassemberg,NC - Commune non classée,NC - Commune non classée
67023,Batzendorf,NC - Commune non classée,NC - Commune non classée
67025,Beinheim,NC - Commune non classée,NC - Commune non classée
67026,Bellefosse,NC - Commune non classée,NC - Commune non classée
67027,Belmont,NC - Commune non classée,NC - Commune non classée
67028,Benfeld,NC - Commune non classée,NC - Commune non classée
67029,Berg,NC - Commune non classée,NC - Commune non classée
67030,Bergbieten,NC - Commune non classée,NC - Commune non classée
67031,Bernardswiller,NC - Commune non classée,NC - Commune non classée
67032,Bernardvillé,NC - Commune non classée,NC - Commune non classée
67033,Bernolsheim,NC - Commune non classée,NC - Commune non classée
67034,Berstett,NC - Commune non classée,NC - Commune non classée
67035,Berstheim,NC - Commune non classée,NC - Commune non classée
67036,Bettwiller,NC - Commune non classée,NC - Commune non classée
67037,Biblisheim,NC - Commune non classée,NC - Commune non classée
67038,Bietlenheim,NC - Commune non classée,NC - Commune non classée
67039,Bilwisheim,NC - Commune non classée,NC - Commune non classée
67040,Bindernheim,NC - Commune non classée,NC - Commune non classée
67043,Bischheim,NC - Commune non classée,NC - Commune non classée
67044,Bischholtz,NC - Commune non classée,NC - Commune non classée
67045,Bischoffsheim,NC - Commune non classée,NC - Commune non classée
67046,Bischwiller,NC - Commune non classée,NC - Commune non classée
67047,Bissert,NC - Commune non classée,NC - Commune non classée
67048,Bitschhoffen,NC - Commune non classée,NC - Commune non classée
67049,Blaesheim,NC - Commune non classée,NC - Commune non classée
67050,Blancherupt,NC - Commune non classée,NC - Commune non classée
67051,Blienschwiller,NC - Commune non classée,NC - Commune non classée
67052,Bœrsch,NC - Commune non classée,NC - Commune non classée
67053,Bœsenbiesen,NC - Commune non classée,NC - Commune non classée
67054,Bolsenheim,NC - Commune non classée,NC - Commune non classée
67055,Boofzheim,NC - Commune non classée,NC - Commune non classée
67056,Bootzheim,NC - Commune non classée,NC - Commune non classée
67057,Bosselshausen,NC - Commune non classée,NC - Commune non classée
67058,Bossendorf,NC - Commune non classée,NC - Commune non classée
67059,Bourg-Bruche,NC - Commune non classée,NC - Commune non classée
67060,Bourgheim,NC - Commune non classée,NC - Commune non classée
67061,Bouxwiller,NC - Commune non classée,NC - Commune non classée
67062,Breitenau,NC - Commune non classée,NC - Commune non classée
67063,Breitenbach,NC - Commune non classée,NC - Commune non classée
67065,Breuschwickersheim,NC - Commune non classée,NC - Commune non classée
67066,La Broque,NC - Commune non classée,NC - Commune non classée
67067,Brumath,NC - Commune non classée,NC - Commune non classée
67068,Buswiller,NC - Commune non classée,NC - Commune non classée
67069,Buhl,NC - Commune non classée,NC - Commune non classée
67070,Burbach,NC - Commune non classée,NC - Commune non classée
67071,Bust,NC - Commune non classée,NC - Commune non classée
67072,Butten,NC - Commune non classée,NC - Commune non classée
67073,Châtenois,NC - Commune non classée,NC - Commune non classée
67074,Cleebourg,NC - Commune non classée,NC - Commune non classée
67075,Climbach,NC - Commune non classée,NC - Commune non classée
67076,Colroy-la-Roche,NC - Commune non classée,NC - Commune non classée
67077,Cosswiller,NC - Commune non classée,NC - Commune non classée
67078,Crastatt,NC - Commune non classée,NC - Commune non classée
67079,Crœttwiller,NC - Commune non classée,NC - Commune non classée
67080,Dachstein,NC - Commune non classée,NC - Commune non classée
67081,Dahlenheim,NC - Commune non classée,NC - Commune non classée
67082,Dalhunden,NC - Commune non classée,NC - Commune non classée
67083,Dambach,NC - Commune non classée,NC - Commune non classée
67084,Dambach-la-Ville,NC - Commune non classée,NC - Commune non classée
67085,Dangolsheim,NC - Commune non classée,NC - Commune non classée
67086,Daubensand,NC - Commune non classée,NC - Commune non classée
67087,Dauendorf,NC - Commune non classée,NC - Commune non classée
67088,Dehlingen,NC - Commune non classée,NC - Commune non classée
67089,Dettwiller,NC - Commune non classée,NC - Commune non classée
67090,Diebolsheim,NC - Commune non classée,NC - Commune non classée
67091,Diedendorf,NC - Commune non classée,NC - Commune non classée
67092,Dieffenbach-au-Val,NC - Commune non classée,NC - Commune non classée
67093,Dieffenbach-lès-Wœrth,NC - Commune non classée,NC - Commune non classée
67094,Dieffenthal,NC - Commune non classée,NC - Commune non classée
67095,Diemeringen,NC - Commune non classée,NC - Commune non classée
67096,Dimbsthal,NC - Commune non classée,NC - Commune non classée
67097,Dingsheim,NC - Commune non classée,NC - Commune non classée
67098,Dinsheim-sur-Bruche,NC - Commune non classée,NC - Commune non classée
67099,Domfessel,NC - Commune non classée,NC - Commune non classée
67100,Donnenheim,NC - Commune non classée,NC - Commune non classée
67101,Dorlisheim,NC - Commune non classée,NC - Commune non classée
67102,Dossenheim-Kochersberg,NC - Commune non classée,NC - Commune non classée
67103,Dossenheim-sur-Zinsel,NC - Commune non classée,NC - Commune non classée
67104,Drachenbronn-Birlenbach,NC - Commune non classée,NC - Commune non classée
67105,Drulingen,NC - Commune non classée,NC - Commune non classée
