idcom,idcomtxt,idreg,idregtxt,iddep,iddeptxt,epci24,epci24txt,scot,aav2020,aav2020txt,aav2020_typo,naf09art10,art09act10,art09hab10,art09mix10,art09rou10,art09fer10,art09inc10,naf10art11,art10act11,art10hab11,art10mix11,art10rou11,art10fer11,art10inc11,naf11art12,art11act12,art11hab12,art11mix12,art11rou12,art11fer12,art11inc12,naf12art13,art12act13,art12hab13,art12mix13,art12rou13,art12fer13,art12inc13,naf13art14,art13act14,art13hab14,art13mix14,art13rou14,art13fer14,art13inc14,naf14art15,art14act15,art14hab15,art14mix15,art14rou15,art14fer15,art14inc15,naf15art16,art15act16,art15hab16,art15mix16,art15rou16,art15fer16,art15inc16,naf16art17,art16act17,art16hab17,art16mix17,art16rou17,art16fer17,art16inc17,naf17art18,art17act18,art17hab18,art17mix18,art17rou18,art17fer18,art17inc18,naf18art19,art18act19,art18hab19,art18mix19,art18rou19,art18fer19,art18inc19,naf19art20,art19act20,art19hab20,art19mix20,art19rou20,art19fer20,art19inc20,naf20art21,art20act21,art20hab21,art20mix21,art20rou21,art20fer21,art20inc21,naf21art22,art21act22,art21hab22,art21mix22,art21rou22,art21fer22,art21inc22,naf22art23,art22act23,art22hab23,art22mix23,art22rou23,art22fer23,art22inc23,naf23art24,art23act24,art23hab24,art23mix24,art23rou24,art23fer24,art23inc24,naf09art24,art09act24,art09hab24,art09mix24,art09inc24,art09rou24,art09fer24,artcom0924,pop15,pop21,pop1521,men15,men21,men1521,emp15,emp21,emp1521,mepart1521,menhab1521,artpop1521,surfcom2024
51567,Thiéblemont-Farémont,44,Grand Est,51,Marne,200042992,Communauté de communes Perthois-Bocage et Der,SCoT du Pays Vitryat,20,Vitry-le-François,20,4011,2939,658,0,0,0,414,4012,2940,658,0,0,0,414,1647,0,1647,0,0,0,0,3007,0,3007,0,0,0,0,2933,0,2078,0,855,0,0,1823,0,885,0,0,0,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76403,0,0,0,27685,0,48718,8649,0,0,0,7443,0,1206,1470,0,864,0,0,0,606,103955,5879,9797,0,52296,35983,0,1.13,557,512,-45,188,189,1,204,184,-20,0.0,0.0,0.0,9199902
51568,Thil,44,Grand Est,51,Marne,200067213,Communauté urbaine du Grand Reims,SCoT de la région remoise - CU du Grand Reims,20,Reims,20,581,0,558,0,23,0,0,582,0,558,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,0,0,508,0,0,0,2285,0,2285,0,0,0,0,907,0,907,0,0,0,0,3956,0,3422,415,119,0,0,0,0,0,0,0,0,0,3674,0,3674,0,0,0,0,1554,0,1554,0,0,0,0,780,0,780,0,0,0,0,2662,0,2582,0,80,0,0,248,0,248,0,0,0,0,17737,0,16568,923,0,246,0,0.83,295,312,17,124,132,8,41,42,1,7.27,6.76,728.0,2127258
51569,Thillois,44,Grand Est,51,Marne,200067213,Communauté urbaine du Grand Reims,SCoT de la région remoise - CU du Grand Reims,20,Reims,20,60200,52283,0,0,2360,0,5557,60200,52284,0,0,2361,0,5555,116013,114761,1252,0,0,0,0,3963,0,3963,0,0,0,0,12291,0,12263,0,28,0,0,5234,251,1757,0,3226,0,0,514,0,390,0,124,0,0,3051,0,3008,0,43,0,0,632,0,632,0,0,0,0,0,0,0,0,0,0,0,1359,0,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,0,0,0,2020,0,0,0,0,0,0,0,0,0,265477,219579,24624,0,11112,10162,0,4.18,405,511,106,122,161,38,826,950,123,291.58,70.51,52.42,6350345
51570,Le Thoult-Trosnay,44,Grand Est,51,Marne,245100888,Communauté de communes de la Brie Champenoise,SCoT du Pays de Brie et Champagne,20,Montmirail,20,356,0,356,0,0,0,0,357,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,300,0,0,0,1200,49,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2262,0,1062,0,1200,0,0,0.01,100,106,6,48,46,-3,18,16,-2,-25.82,-85.96,258.17,15148687
51571,Val-de-Vesle,44,Grand Est,51,Marne,200067213,Communauté urbaine du Grand Reims,SCoT de la région remoise - CU du Grand Reims,20,Reims,20,2565,0,2457,0,0,0,108,2565,0,2457,0,0,0,108,5943,1095,4848,0,0,0,0,10174,0,8724,0,1450,0,0,1983,0,1983,0,0,0,0,681,0,681,0,0,0,0,2245,0,2245,0,0,0,0,10040,0,10040,0,0,0,0,4772,0,3444,0,1328,0,0,28436,0,21740,0,5196,0,1500,5127,972,1845,0,2310,0,0,4527,0,4527,0,0,0,0,1000,0,1000,0,0,0,0,5042,1000,4042,0,0,0,0,845,0,845,0,0,0,0,85945,3067,70878,0,1716,10284,0,0.23,921,966,45,359,398,39,164,158,-5,5.98,8.9,1225.49,37200750
51572,Tilloy-et-Bellay,44,Grand Est,51,Marne,200042620,Communauté de communes de la Région de Suippes,SCoT du Pays de Châlons-en-Champagne,20,Châlons-en-Champagne,20,5384,179,5204,0,0,0,1,5384,180,5204,0,0,0,0,559,0,0,0,0,0,559,5149,0,2649,0,0,0,2500,3644,0,3644,0,0,0,0,2770,0,2770,0,0,0,0,4979,0,4979,0,0,0,0,2355,0,2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0,490,0,0,0,0,0,0,0,0,0,0,0,10259,0,9026,0,1233,0,0,4164,0,4153,11,0,0,0,0,0,0,0,0,0,0,45137,359,40474,11,3060,1233,0,0.23,212,233,21,83,95,12,35,34,-1,14.06,15.34,372.57,19342052
51573,Tinqueux,44,Grand Est,51,Marne,200067213,Communauté urbaine du Grand Reims,SCoT de la région remoise - CU du Grand Reims,12,Reims,12,559,0,559,0,0,0,0,559,0,559,0,0,0,0,925,0,727,0,197,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3389,0,3389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24888,19568,2546,0,2774,0,0,889,0,888,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53786,20268,0,0,33518,0,0,0,0,0,0,0,0,0,84995,39836,8668,0,2,36489,0,2.03,10073,10552,479,4470,4995,525,3401,3237,-165,139.66,1528.83,53.81,4189884
51574,Togny-aux-Bœufs,44,Grand Est,51,Marne,200043438,Communauté de communes de la Moivre à la Coole,SCoT du Pays de Châlons-en-Champagne,20,Châlons-en-Champagne,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64350,64350,0,0,0,0,0,19682,18613,0,0,0,0,1069,0,0,0,0,0,0,0,4007,480,0,0,0,0,3527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88039,83443,0,0,4596,0,0,0.88,137,138,1,60,60,0,11,9,-2,-4.99,,4007.0,9957275
51576,Tours-sur-Marne,44,Grand Est,51,Marne,245100615,Communauté de communes de la Grande Vallée de la Marne,"SCoT d""Epernay et sa Région (SCOTER)",20,Épernay,20,209,0,209,0,0,0,0,209,0,209,0,0,0,0,39725,39725,0,0,0,0,0,4320,4320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060,0,2060,0,0,0,0,0,0,0,0,0,0,0,15610,6682,6734,0,2194,0,0,0,0,0,0,0,0,0,28692,0,27811,0,881,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,784,0,784,0,0,0,0,2443,0,0,2362,81,0,0,94061,50727,37807,2362,0,3165,0,0.40,1385,1383,-2,561,583,22,735,745,10,6.9,6.01,-23185.5,23229599
51577,Tramery,44,Grand Est,51,Marne,200067213,Communauté urbaine du Grand Reims,SCoT de la région remoise - CU du Grand Reims,20,Reims,20,245,0,245,0,0,0,0,245,0,245,0,0,0,0,400,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28467,0,21748,0,0,6719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3800,3800,0,0,0,0,0,0,0,0,0,0,0,0,33157,3800,22638,0,0,0,6719,0.92,150,152,2,55,61,7,27,19,-8,0.0,0.0,0.0,3599456
51578,Trécon,44,Grand Est,51,Marne,200067684,"Communauté d'agglomération Épernay, Coteaux et Plaine de Champagne","SCoT d""Epernay et sa Région (SCOTER)",20,Blancs-Coteaux,20,831,0,827,0,4,0,0,832,0,827,0,5,0,0,0,0,0,0,0,0,0,5488,0,830,4658,0,0,0,3882,0,3882,0,0,0,0,5440,3561,1829,0,50,0,0,15062,15062,0,0,0,0,0,0,0,0,0,0,0,0,6092,0,6092,0,0,0,0,0,0,0,0,0,0,0,490,0,490,0,0,0,0,4937,0,4877,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43054,18623,19654,4658,0,119,0,0.34,75,92,17,32,37,5,21,12,-10,-1.88,4.36,1563.59,12502033
51579,Tréfols,44,Grand Est,51,Marne,245100888,Communauté de communes de la Brie Champenoise,SCoT du Pays de Brie et Champagne,20,Montmirail,20,1155,0,1155,0,0,0,0,1155,0,1155,0,0,0,0,0,0,0,0,0,0,0,7282,0,3257,0,0,0,4025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10592,0,6567,0,4025,0,0,0.07,155,178,23,65,77,12,29,28,-1,220.0,240.0,21.74,14579828
51580,Trépail,44,Grand Est,51,Marne,200067213,Communauté urbaine du Grand Reims,SCoT de la région remoise - CU du Grand Reims,20,Reims,20,835,791,0,0,44,0,0,836,791,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105,0,1047,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3212,1582,1483,58,0,89,0,0.04,432,443,11,189,180,-9,184,147,-37,-416.29,-85.96,100.45,8366622
51581,Treslon,44,Grand Est,51,Marne,200067213,Communauté urbaine du Grand Reims,SCoT de la région remoise - CU du Grand Reims,20,Reims,20,300,0,300,0,0,0,0,300,0,300,0,0,0,0,2075,0,1320,755,0,0,0,5798,0,5739,0,59,0,0,206,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2543,0,2543,0,0,0,0,420,0,420,0,0,0,0,0,0,0,0,0,0,0,5310,0,5310,0,0,0,0,0,0,0,0,0,0,0,16952,0,16138,755,0,59,0,0.42,235,261,26,88,90,2,25,22,-3,-3.37,6.75,113.96,3989883
51582,Trigny,44,Grand Est,51,Marne,200067213,Communauté urbaine du Grand Reims,SCoT de la région remoise - CU du Grand Reims,20,Reims,20,4217,0,3475,156,586,0,0,4218,0,3476,156,586,0,0,17359,0,0,0,0,0,17359,0,0,0,0,0,0,0,261,0,261,0,0,0,0,0,0,0,0,0,0,0,228,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6290,0,6216,0,74,0,0,11057,0,6866,0,4191,0,0,1266,0,0,0,314,0,952,0,0,0,0,0,0,0,524,0,524,0,0,0,0,45420,0,21046,312,18311,5751,0,0.37,540,589,49,230,247,17,144,119,-25,-3.98,12.77,358.67,12290915
51583,Trois-Fontaines-l'Abbaye,44,Grand Est,51,Marne,200068666,Communauté d'agglomération de Saint-Dizier Der et Blaise,SCoT Nord Haute-Marne,20,Saint-Dizier,20,3040,0,3040,0,0,0,0,3040,0,3040,0,0,0,0,118746,7450,1229,0,0,0,110067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739,0,1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,45,0,0,0,0,0,0,0,0,0,0,0,51,0,51,0,0,0,0,0,0,0,0,0,0,0,1298,0,1100,0,0,0,198,127959,7450,10244,0,110265,0,0,0.29,207,193,-14,85,94,9,40,34,-6,16.82,50.45,-127.43,43890063
51584,Trois-Puits,44,Grand Est,51,Marne,200067213,Communauté urbaine du Grand Reims,SCoT de la région remoise - CU du Grand Reims,20,Reims,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3228,0,3228,0,0,0,0,704,0,0,0,0,0,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740,0,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4672,0,3968,0,704,0,0,0.22,156,152,-4,71,59,-12,42,28,-15,0.0,0.0,0.0,2161877
51585,Troissy,44,Grand Est,51,Marne,200066850,Communauté de communes des Paysages de la Champagne,"SCoT d""Epernay et sa Région (SCOTER)",30,Commune hors attraction des villes,30,4841,0,4702,0,139,0,0,4842,0,4703,0,139,0,0,115,0,115,0,0,0,0,0,0,0,0,0,0,0,1574,0,1574,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,0,0,0,0,0,0,0,0,0,0,352,0,352,0,0,0,0,18,0,0,0,0,0,18,331,0,331,0,0,0,0,1962,0,1962,0,0,0,0,678,0,678,0,0,0,0,773,0,765,0,8,0,0,3320,0,3320,0,0,0,0,19156,0,18852,0,18,286,0,0.12,931,783,-148,370,353,-17,265,250,-15,-106.21,-56.76,-20.36,15426532
51586,Unchair,44,Grand Est,51,Marne,200067213,Communauté urbaine du Grand Reims,SCoT de la région remoise - CU du Grand Reims,20,Reims,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2554,0,2554,0,0,0,0,3100,0,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1779,0,1652,0,127,0,0,0,0,0,0,0,0,0,577,0,577,0,0,0,0,0,0,0,0,0,0,0,8213,0,8213,0,0,0,0,16223,0,16096,0,0,127,0,0.44,163,186,23,65,71,6,44,42,-2,8.2,12.63,212.13,3700830
51587,Vadenay,44,Grand Est,51,Marne,200066876,Communauté d'agglomération de Châlons-en-Champagne,SCoT du Pays de Châlons-en-Champagne,20,Châlons-en-Champagne,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221,0,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,54,0,0,0,54,0,0,4954,0,4915,0,39,0,0,3024,0,2963,0,61,0,0,0,0,0,0,0,0,0,674,0,624,0,50,0,0,10027,0,9823,0,0,204,0,0.05,251,234,-17,94,91,-3,20,13,-7,-21.53,-5.98,-300.47,19657368
51588,Valmy,44,Grand Est,51,Marne,200042703,Communauté de communes de l'Argonne Champenoise,,20,Châlons-en-Champagne,20,6001,0,6001,0,0,0,0,6001,0,6001,0,0,0,0,8257,6612,1239,0,405,0,1,991,0,991,0,0,0,0,1460,0,1460,0,0,0,0,2310,0,2310,0,0,0,0,2048,2011,0,0,37,0,0,1531,0,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,0,0,0,0,2290,0,2290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31889,8623,22823,0,1,442,0,0.13,294,261,-33,121,111,-10,97,119,22,26.21,-39.51,-138.76,24255655
51589,Vanault-le-Châtel,44,Grand Est,51,Marne,200067379,Communauté de communes Côtes de Champagne et Val de Saulx,SCoT du Pays Vitryat,30,Commune hors attraction des villes,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2264,0,2264,0,0,0,0,1062,0,1062,0,0,0,0,307,0,307,0,0,0,0,0,0,0,0,0,0,0,4000,0,4000,0,0,0,0,1004,0,0,0,0,0,1004,1257,0,988,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2265,0,2265,0,0,0,0,0,0,0,0,0,0,0,12159,0,10886,0,1273,0,0,0.03,177,168,-9,70,74,4,52,31,-21,-27.15,8.02,-695.67,34790234
51590,Vanault-les-Dames,44,Grand Est,51,Marne,200067379,Communauté de communes Côtes de Champagne et Val de Saulx,SCoT du Pays Vitryat,20,Vitry-le-François,20,1210,0,1210,0,0,0,0,1210,0,1210,0,0,0,0,1208,0,0,0,1208,0,0,6680,1746,4934,0,0,0,0,2993,891,1756,0,346,0,0,22420,5694,15572,0,1152,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6620,0,6620,0,0,0,0,2097,0,2097,0,0,0,0,0,0,0,0,0,0,0,108,0,108,0,0,0,0,0,0,0,0,0,0,0,1672,0,1672,0,0,0,0,0,0,0,0,0,0,0,46218,8331,35179,0,2,2706,0,0.23,367,370,3,180,188,8,111,107,-4,4.53,9.07,2941.67,20086778
51591,Vandeuil,44,Grand Est,51,Marne,200067213,Communauté urbaine du Grand Reims,SCoT de la région remoise - CU du Grand Reims,20,Reims,20,4337,0,337,0,4000,0,0,4338,0,338,0,4000,0,0,2141,0,1170,0,0,0,971,7500,0,7500,0,0,0,0,7889,0,4989,0,2900,0,0,500,0,500,0,0,0,0,2670,0,2670,0,0,0,0,280,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29655,0,17784,0,971,10900,0,0.55,223,165,-58,86,77,-9,195,194,-1,-33.9,-30.51,-50.86,5406686
51592,Vandières,44,Grand Est,51,Marne,200066850,Communauté de communes des Paysages de la Champagne,"SCoT d""Epernay et sa Région (SCOTER)",30,Commune hors attraction des villes,30,4234,0,1739,0,0,0,2495,4234,0,1739,0,0,0,2495,0,0,0,0,0,0,0,4022,0,1022,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2922,0,1257,1665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,950,0,0,0,0,1243,0,0,0,0,0,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2145,0,2145,0,0,0,0,0,0,0,0,0,0,0,19750,0,8852,1665,9233,0,0,0.15,317,298,-19,129,129,0,161,129,-32,-62.56,0.0,-269.21,13170751
51594,Vassimont-et-Chapelaine,44,Grand Est,51,Marne,200066876,Communauté d'agglomération de Châlons-en-Champagne,SCoT du Pays de Châlons-en-Champagne,30,Commune hors attraction des villes,30,1674,0,1150,0,524,0,0,1675,0,1151,0,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,0,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4170,0,3122,0,0,1048,0,0.02,59,63,4,25,30,6,14,12,-2,0.0,0.0,0.0,21577381
51595,Vatry,44,Grand Est,51,Marne,200066876,Communauté d'agglomération de Châlons-en-Champagne,SCoT du Pays de Châlons-en-Champagne,20,Châlons-en-Champagne,20,839,0,839,0,0,0,0,839,0,839,0,0,0,0,6804,0,6804,0,0,0,0,800,0,800,0,0,0,0,0,0,0,0,0,0,0,13518,3608,9910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254,1224,30,0,0,0,0,0,0,0,0,0,0,0,991,0,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991,0,991,0,0,0,0,26036,4832,21204,0,0,0,0,0.31,137,150,13,56,68,12,529,524,-5,31.18,117.53,172.69,8466147
51596,Vauchamps,44,Grand Est,51,Marne,245100888,Communauté de communes de la Brie Champenoise,SCoT du Pays de Brie et Champagne,20,Montmirail,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11261,5920,3169,2170,0,0,2,0,0,0,0,0,0,0,2606,0,2606,0,0,0,0,361,0,361,0,0,0,0,0,0,0,0,0,0,0,424,0,424,0,0,0,0,999,0,860,0,139,0,0,500,0,500,0,0,0,0,500,0,500,0,0,0,0,2070,882,770,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18721,6802,9190,2588,2,139,0,0.14,359,350,-9,151,145,-6,62,41,-21,-96.98,-22.68,-309.33,12939359
51597,Vauciennes,44,Grand Est,51,Marne,200066850,Communauté de communes des Paysages de la Champagne,"SCoT d""Epernay et sa Région (SCOTER)",20,Épernay,20,626,0,626,0,0,0,0,626,0,626,0,0,0,0,942,0,942,0,0,0,0,0,0,0,0,0,0,0,500,0,500,0,0,0,0,0,0,0,0,0,0,0,5777,0,5622,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,18,0,66,0,0,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9555,0,9334,0,0,221,0,0.19,336,331,-5,134,149,15,77,66,-10,7.29,22.59,-1372.2,5100733
51598,Vauclerc,44,Grand Est,51,Marne,200067379,Communauté de communes Côtes de Champagne et Val de Saulx,SCoT du Pays Vitryat,20,Vitry-le-François,20,2888,0,2716,0,171,0,1,2888,0,2717,0,172,0,-1,2651,0,2651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2175,0,2052,0,123,0,0,0,0,0,0,0,0,0,619,0,0,0,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,60,12131,0,10986,0,60,1085,0,0.20,500,494,-6,215,226,11,45,31,-15,-27.23,129.41,-244.83,6139365
51599,Vaudemange,44,Grand Est,51,Marne,200067213,Communauté urbaine du Grand Reims,SCoT de la région remoise - CU du Grand Reims,20,Reims,20,1009,0,1009,0,0,0,0,1009,0,1009,0,0,0,0,3990,0,2422,0,60,0,1508,2518,0,2518,0,0,0,0,3506,0,0,0,0,0,3506,10218,0,1085,0,38,0,9095,6468,0,6468,0,0,0,0,2185,0,2185,0,0,0,0,0,0,0,0,0,0,0,3796,0,3796,0,0,0,0,2062,0,2062,0,0,0,0,1323,0,1323,0,0,0,0,0,0,0,0,0,0,0,1212,0,1212,0,0,0,0,0,0,0,0,0,0,0,39296,0,25089,0,14109,98,0,0.30,303,336,33,117,129,12,83,91,8,12.63,7.58,479.82,13143064
51600,Vaudesincourt,44,Grand Est,51,Marne,200067213,Communauté urbaine du Grand Reims,SCoT de la région remoise - CU du Grand Reims,20,Reims,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150,0,2150,0,0,0,0,642,0,642,0,0,0,0,717,0,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2443,0,1342,0,1101,0,0,1203,0,1203,0,0,0,0,1884,0,1884,0,0,0,0,723,0,723,0,0,0,0,0,0,0,0,0,0,0,8860,0,8860,0,0,0,0,18622,0,17521,0,0,1101,0,0.15,84,101,17,34,42,8,16,17,1,12.81,15.55,367.47,12710349
51601,Vavray-le-Grand,44,Grand Est,51,Marne,200067379,Communauté de communes Côtes de Champagne et Val de Saulx,SCoT du Pays Vitryat,20,Vitry-le-François,20,2550,0,2550,0,0,0,0,2551,0,2551,0,0,0,0,5958,0,5488,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6624,0,400,0,0,0,6224,3400,0,3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,0,459,0,0,0,0,0,0,0,0,0,0,0,1210,0,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22752,0,16058,0,6224,470,0,0.33,171,164,-7,80,75,-5,81,67,-15,-39.46,-9.86,-724.14,6963870
51602,Vavray-le-Petit,44,Grand Est,51,Marne,200067379,Communauté de communes Côtes de Champagne et Val de Saulx,SCoT du Pays Vitryat,20,Vitry-le-François,20,650,0,650,0,0,0,0,650,0,650,0,0,0,0,0,0,0,0,0,0,0,1200,0,1200,0,0,0,0,2099,0,0,0,0,0,2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4599,0,2500,0,2099,0,0,0.09,64,63,-1,25,25,0,2,2,0,0.0,0.0,0.0,5391491
51603,Vélye,44,Grand Est,51,Marne,200067684,"Communauté d'agglomération Épernay, Coteaux et Plaine de Champagne","SCoT d""Epernay et sa Région (SCOTER)",20,Châlons-en-Champagne,20,421,0,415,0,6,0,0,422,0,415,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2621,0,2621,0,0,0,0,0,0,0,0,0,0,0,34007,13666,5541,4660,389,0,9751,45,0,0,0,45,0,0,1211,0,1014,0,197,0,0,3793,0,3793,0,0,0,0,0,0,0,0,0,0,0,2825,0,2825,0,0,0,0,3809,0,3809,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,0,0,0,0,50154,13666,21433,4660,9751,644,0,0.47,177,225,48,60,82,22,29,31,2,5.73,16.7,872.52,10763637
51604,Ventelay,44,Grand Est,51,Marne,200067213,Communauté urbaine du Grand Reims,SCoT de la région remoise - CU du Grand Reims,20,Reims,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2401,0,2401,0,0,0,0,1691,0,1691,0,0,0,0,1935,0,1935,0,0,0,0,6804,0,6804,0,0,0,0,0.05,262,254,-8,105,110,5,32,27,-5,20.0,100.0,-62.5,14761589
