year,codgeo,libgeo,zrr_status
2018,39166,Cornod,C - Classée
2018,39167,Cosges,NC - Non classée
2018,39168,Courbette,NC - Non classée
2018,39169,Courbouzon,NC - Non classée
2018,39170,Courlans,NC - Non classée
2018,39171,Courlaoux,NC - Non classée
2018,39172,Courtefontaine,NC - Non classée
2018,39173,Cousance,C - Classée
2018,39174,Coyrière,NC - Non classée
2018,39175,Coyron,NC - Non classée
2018,39176,Cramans,C - Classée
2018,39177,Hauteroche,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39178,Crans,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39179,Crenans,NC - Non classée
2018,39180,Cressia,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39182,Crissey,NC - Non classée
2018,39183,Crotenay,NC - Non classée
2018,39184,Les Crozets,NC - Non classée
2018,39185,Cuisia,C - Classée
2018,39187,Cuvier,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39188,Dammartin-Marpain,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39189,Damparis,NC - Non classée
2018,39190,Dampierre,NC - Non classée
2018,39191,Darbonnay,NC - Non classée
2018,39192,Denezières,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39193,Le Deschaux,NC - Non classée
2018,39194,Desnes,NC - Non classée
2018,39196,Les Deux-Fays,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39197,Digna,C - Classée
2018,39198,Dole,NC - Non classée
2018,39199,Domblans,NC - Non classée
2018,39200,Dompierre-sur-Mont,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39201,Doucier,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39202,Dournon,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39203,Doye,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39204,Dramelay,C - Classée
2018,39205,Éclans-Nenon,NC - Non classée
2018,39206,Écleux,C - Classée
2018,39207,Écrille,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39208,Entre-deux-Monts,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39209,Val d'Épy,C - Classée
2018,39210,Équevillon,NC - Non classée
2018,39211,Les Essards-Taignevaux,C - Classée
2018,39214,Esserval-Tartre,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39216,Étival,NC - Non classée
2018,39217,L'Étoile,NC - Non classée
2018,39218,Étrepigney,NC - Non classée
2018,39219,Évans,NC - Non classée
2018,39220,Falletans,NC - Non classée
2018,39221,La Favière,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39222,Fay-en-Montagne,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39223,La Ferté,NC - Non classée
2018,39225,Le Fied,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39227,Foncine-le-Bas,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39228,Foncine-le-Haut,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39229,Fontainebrux,NC - Non classée
2018,39230,Fontenu,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39232,Fort-du-Plasne,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39233,Foucherans,NC - Non classée
2018,39234,Foulenay,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39235,Fraisans,NC - Non classée
2018,39236,Francheville,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39237,Fraroz,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39238,Frasne-les-Meulières,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39239,La Frasnée,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39240,Le Frasnois,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39241,Frébuans,NC - Non classée
2018,39244,Frontenay,NC - Non classée
2018,39245,Gatey,C - Classée
2018,39246,Gendrey,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39247,Genod,C - Classée
2018,39248,Geraise,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39249,Germigney,C - Classée
2018,39250,Geruge,NC - Non classée
2018,39251,Gevingey,NC - Non classée
2018,39252,Gevry,NC - Non classée
2018,39253,Gigny,C - Classée
2018,39254,Gillois,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39255,Gizia,C - Classée
2018,39258,Grande-Rivière,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39259,Grange-de-Vaivre,C - Classée
2018,39261,Graye-et-Charnay,C - Classée
2018,39262,Gredisans,NC - Non classée
2018,39263,Grozon,NC - Non classée
2018,39265,Hautecour,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39266,Les Hays,C - Classée
2018,39267,Ivory,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39268,Ivrey,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39269,Jeurre,NC - Non classée
2018,39270,Jouhe,NC - Non classée
2018,39271,Lac-des-Rouges-Truites,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39272,Ladoye-sur-Seille,NC - Non classée
2018,39273,Montlainsia,C - Classée
2018,39274,Lajoux,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39275,Lamoura,NC - Non classée
2018,39277,Le Larderet,NC - Non classée
2018,39278,Largillay-Marsonnay,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39279,Larnaud,NC - Non classée
2018,39280,Larrivoire,NC - Non classée
2018,39281,Le Latet,NC - Non classée
2018,39282,La Latette,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39283,Lavancia-Epercy,NC - Non classée
2018,39284,Lavangeot,NC - Non classée
2018,39285,Lavans-lès-Dole,NC - Non classée
2018,39286,Lavans-lès-Saint-Claude,NC - Non classée
2018,39287,Lavans-sur-Valouse,C - Classée
2018,39288,Lavigny,NC - Non classée
2018,39289,Lect,NC - Non classée
2018,39290,Valzin en Petite Montagne,C - Classée
2018,39291,Lemuy,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39292,Lent,NC - Non classée
2018,39293,Leschères,NC - Non classée
2018,39295,Loisia,C - Classée
2018,39296,Lombard,NC - Non classée
2018,39297,Longchaumois,NC - Non classée
2018,39298,Longcochon,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39299,Longwy-sur-le-Doubs,C - Classée
2018,39300,Lons-le-Saunier,NC - Non classée
2018,39301,Loulle,NC - Non classée
2018,39302,Louvatange,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39304,Le Louverot,NC - Non classée
2018,39305,La Loye,C - Classée
2018,39306,Macornay,NC - Non classée
2018,39307,Maisod,NC - Non classée
2018,39308,Malange,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39310,Mantry,NC - Non classée
2018,39312,Marigna-sur-Valouse,C - Classée
2018,39313,Marigny,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39314,Marnézia,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39315,Marnoz,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39317,La Marre,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39318,Martigna,NC - Non classée
2018,39319,Mathenay,NC - Non classée
2018,39320,Maynal,C - Classée
2018,39321,Menétru-le-Vignoble,NC - Non classée
2018,39322,Menétrux-en-Joux,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39323,Menotey,NC - Non classée
2018,39324,Mérona,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39325,Mesnay,NC - Non classée
2018,39326,Mesnois,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39327,Messia-sur-Sorne,NC - Non classée
2018,39328,Meussia,NC - Non classée
2018,39329,Mièges,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39330,Miéry,NC - Non classée
2018,39331,Mignovillard,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39333,Moirans-en-Montagne,NC - Non classée
2018,39334,Moiron,NC - Non classée
2018,39335,Moissey,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39336,Molain,NC - Non classée
2018,39337,Molamboz,NC - Non classée
2018,39338,Molay,C - Classée
2018,39339,Molinges,NC - Non classée
2018,39342,Monay,NC - Non classée
2018,39343,Monnetay,C - Classée
2018,39344,Monnet-la-Ville,NC - Non classée
2018,39345,Monnières,NC - Non classée
2018,39346,Montagna-le-Reconduit,C - Classée
2018,39348,Montaigu,NC - Non classée
2018,39349,Montain,NC - Non classée
2018,39350,Montbarrey,C - Classée
2018,39351,Montcusel,NC - Non classée
2018,39352,Monteplain,NC - Non classée
2018,39353,Montfleur,C - Classée
2018,39354,Montholier,NC - Non classée
2018,39355,Montigny-lès-Arsures,NC - Non classée
2018,39356,Montigny-sur-l'Ain,NC - Non classée
2018,39359,Montmarlon,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39360,Montmirey-la-Ville,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39361,Montmirey-le-Château,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39362,Montmorot,NC - Non classée
2018,39363,Montrevel,C - Classée
2018,39364,Montrond,NC - Non classée
2018,39365,Mont-sous-Vaudrey,C - Classée
2018,39366,Mont-sur-Monnet,NC - Non classée
2018,39367,Morbier,NC - Non classée
2018,39368,Hauts de Bienne,NC - Non classée
2018,39370,Mouchard,C - Classée
2018,39372,Mournans-Charbonny,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39373,Les Moussières,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39375,Moutonne,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39376,Moutoux,NC - Non classée
2018,39377,Mutigney,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39378,Les Trois Châteaux,C - Classée
2018,39379,Nance,NC - Non classée
2018,39380,Nancuise,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39381,Les Nans,NC - Non classée
2018,39385,Neublans-Abergement,C - Classée
2018,39386,Neuvilley,NC - Non classée
2018,39387,Nevy-lès-Dole,NC - Non classée
2018,39388,Nevy-sur-Seille,NC - Non classée
2018,39389,Ney,NC - Non classée
2018,39390,Nogna,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39391,Nozeroy,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39392,Offlanges,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39393,Onglières,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39394,Onoz,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39395,Orbagna,C - Classée
2018,39396,Orchamps,NC - Non classée
2018,39397,Orgelet,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39398,Ougney,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39399,Ounans,C - Classée
2018,39400,Our,NC - Non classée
2018,39401,Oussières,NC - Non classée
2018,39402,Pagney,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39403,Pagnoz,C - Classée
2018,39404,Pannessières,NC - Non classée
2018,39405,Parcey,NC - Non classée
2018,39406,Le Pasquier,NC - Non classée
2018,39407,Passenans,NC - Non classée
2018,39408,Patornay,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39409,Peintre,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39411,Perrigny,NC - Non classée
2018,39412,Peseux,NC - Non classée
2018,39413,La Pesse,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39414,Le Petit-Mercey,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39415,Petit-Noir,C - Classée
2018,39417,Les Piards,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39418,Picarreau,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39419,Pillemoine,NC - Non classée
2018,39420,Pimorin,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39421,Le Pin,NC - Non classée
2018,39422,Plainoiseau,NC - Non classée
2018,39423,Plaisia,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39424,Les Planches-en-Montagne,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39425,Les Planches-près-Arbois,NC - Non classée
2018,39426,Plasne,NC - Non classée
2018,39427,Plénise,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39428,Plénisette,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39429,Pleure,C - Classée
2018,39430,Plumont,NC - Non classée
2018,39431,Poids-de-Fiole,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39432,Pointre,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39434,Poligny,NC - Non classée
2018,39435,Pont-de-Poitte,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39436,Pont-d'Héry,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39437,Pont-du-Navoy,NC - Non classée
2018,39439,Port-Lesney,C - Classée
2018,39440,Pratz,NC - Non classée
2018,39441,Prémanon,NC - Non classée
2018,39443,Présilly,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39444,Pretin,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39445,Publy,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39446,Pupillin,NC - Non classée
2018,39447,Quintigny,NC - Non classée
2018,39448,Rahon,C - Classée
2018,39449,Rainans,NC - Non classée
2018,39451,Ranchot,NC - Non classée
2018,39452,Rans,NC - Non classée
2018,39453,Ravilloles,NC - Non classée
2018,39454,Recanoz,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39455,Reithouse,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39456,Relans,NC - Non classée
2018,39457,Les Repôts,NC - Non classée
2018,39458,Revigny,NC - Non classée
2018,39460,La Rixouse,NC - Non classée
2018,39461,Rix,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39462,Rochefort-sur-Nenon,NC - Non classée
2018,39463,Rogna,NC - Non classée
2018,39464,Romain,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39465,Romange,NC - Non classée
2018,39466,Rosay,C - Classée
2018,39467,Rotalier,C - Classée
2018,39468,Rothonay,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39469,Rouffange,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39470,Les Rousses,NC - Non classée
2018,39471,Ruffey-sur-Seille,NC - Non classée
2018,39472,Rye,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39473,Saffloz,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39474,Sainte-Agnès,C - Classée
2018,39475,Saint-Amour,C - Classée
2018,39476,Saint-Aubin,NC - Non classée
2018,39477,Saint-Baraing,C - Classée
2018,39478,Saint-Claude,NC - Non classée
2018,39479,Saint-Cyr-Montmalin,NC - Non classée
2018,39480,Saint-Didier,NC - Non classée
2018,39481,Saint-Germain-en-Montagne,NC - Non classée
2018,39483,Saint-Hymetière,C - Classée
2018,39484,Saint-Jean-d'Étreux,C - Classée
2018,39485,Val Suran,C - Classée
2018,39486,Saint-Lamain,NC - Non classée
2018,39487,Saint-Laurent-en-Grandvaux,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39489,Saint-Lothain,NC - Non classée
2018,39490,Saint-Loup,C - Classée
2018,39491,Coteaux du Lizon,NC - Non classée
2018,39492,Saint-Maur,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39493,Saint-Maurice-Crillat,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39494,Saint-Pierre,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39495,Saint-Thiébaud,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39497,Saizenay,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39498,Salans,NC - Non classée
2018,39499,Saligney,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39500,Salins-les-Bains,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39501,Sampans,NC - Non classée
2018,39502,Santans,C - Classée
2018,39503,Sapois,NC - Non classée
2018,39504,Sarrogna,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39505,Saugeot,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39507,Séligney,C - Classée
2018,39508,Sellières,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39510,Septmoncel les Molunes,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39511,Sergenaux,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39512,Sergenon,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39513,Sermange,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39514,Serre-les-Moulières,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39517,Sirod,NC - Non classée
2018,39518,Songeson,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39519,Soucia,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39520,Souvans,C - Classée
2018,39522,Supt,NC - Non classée
2018,39523,Syam,NC - Non classée
2018,39525,Tassenières,C - Classée
2018,39526,Tavaux,NC - Non classée
2018,39527,Taxenne,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39528,Thervay,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39529,Thésy,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39530,Thoirette-Coisia,C - Classée
2018,39531,Thoiria,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39532,Thoissia,C - Classée
2018,39533,Toulouse-le-Château,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39534,La Tour-du-Meix,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39535,Tourmont,NC - Non classée
2018,39537,Trenal,NC - Non classée
2018,39538,Uxelles,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,39539,Vadans,NC - Non classée
2018,39540,Valempoulières,NC - Non classée
2018,39542,Valfin-sur-Valouse,C - Classée
2018,39543,Vannoz,NC - Non classée
2018,39545,Le Vaudioux,NC - Non classée
2018,39546,Vaudrey,C - Classée
2018,39547,Vaux-lès-Saint-Claude,NC - Non classée
2018,39548,Vaux-sur-Poligny,NC - Non classée
2018,39550,Verges,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39551,Véria,C - Classée
2018,39552,Vernantois,NC - Non classée
2018,39553,Le Vernois,NC - Non classée
2018,39554,Vers-en-Montagne,NC - Non classée
2018,39555,Vers-sous-Sellières,NC - Non classée
2018,39556,Vertamboz,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39557,Vescles,C - Classée
2018,39558,Vevy,NC - Non classée
2018,39559,La Vieille-Loye,C - Classée
2018,39560,Villard-Saint-Sauveur,NC - Non classée
2018,39561,Villards-d'Héria,NC - Non classée
2018,39562,Villard-sur-Bienne,NC - Non classée
2018,39565,Villeneuve-d'Aval,C - Classée
2018,39567,Villeneuve-sous-Pymont,NC - Non classée
2018,39568,Villerserine,NC - Non classée
2018,39569,Villers-Farlay,C - Classée
2018,39570,Villers-les-Bois,NC - Non classée
2018,39571,Villers-Robert,NC - Non classée
2018,39572,Villette-lès-Arbois,NC - Non classée
2018,39573,Villette-lès-Dole,NC - Non classée
2018,39574,Villevieux,NC - Non classée
2018,39575,Le Villey,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39576,Val-Sonnette,C - Classée
2018,39577,Vincent-Froideville,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39579,Viry,NC - Non classée
2018,39581,Vitreux,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,39582,Voiteur,NC - Non classée
2018,39583,Vosbles,C - Classée
2018,39584,Vriange,NC - Non classée
2018,39585,Vulvoz,NC - Non classée
2018,39586,Aresches,M - Sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
2018,40001,Aire-sur-l'Adour,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,40002,Amou,C - Classée
2018,40003,Angoumé,NC - Non classée
2018,40004,Angresse,NC - Non classée
2018,40005,Arboucave,C - Classée
2018,40006,Arengosse,C - Classée
2018,40007,Argelos,C - Classée
2018,40008,Argelouse,C - Classée
2018,40009,Arjuzanx,C - Classée
2018,40011,Arsague,C - Classée
2018,40012,Artassenx,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,40013,Arthez-d'Armagnac,C - Classée
2018,40014,Arue,C - Classée
2018,40015,Arx,C - Classée
2018,40016,Aubagnan,C - Classée
2018,40017,Audignon,C - Classée
2018,40018,Audon,C - Classée
2018,40019,Aureilhan,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,40020,Aurice,C - Classée
2018,40021,Azur,NC - Non classée
2018,40022,Bahus-Soubiran,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,40023,Baigts,C - Classée
2018,40024,Banos,C - Classée
2018,40025,Bascons,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,40026,Bas-Mauco,C - Classée
2018,40027,Bassercles,C - Classée
2018,40028,Bastennes,C - Classée
2018,40029,Bats,C - Classée
2018,40030,Baudignan,C - Classée
2018,40031,Bégaar,C - Classée
2018,40032,Belhade,C - Classée
2018,40033,Bélis,C - Classée
2018,40034,Bélus,C - Classée
2018,40035,Bénesse-lès-Dax,NC - Non classée
2018,40036,Bénesse-Maremne,NC - Non classée
2018,40037,Benquet,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,40038,Bergouey,C - Classée
2018,40039,Betbezer-d'Armagnac,C - Classée
2018,40040,Beylongue,C - Classée
2018,40041,Beyries,C - Classée
2018,40042,Biarrotte,NC - Non classée
2018,40043,Bias,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,40044,Biaudos,NC - Non classée
2018,40046,Biscarrosse,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,40047,Bonnegarde,C - Classée
2018,40049,Bordères-et-Lamensans,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,40050,Bostens,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,40051,Bougue,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,40052,Bourdalat,C - Classée
2018,40053,Bourriot-Bergonce,C - Classée
2018,40054,Brassempouy,C - Classée
2018,40055,Bretagne-de-Marsan,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,40056,Brocas,C - Classée
2018,40057,Buanes,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,40058,Cachen,C - Classée
2018,40059,Cagnotte,C - Classée
2018,40060,Callen,C - Classée
2018,40061,Campagne,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,40062,Campet-et-Lamolère,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,40063,Candresse,NC - Non classée
2018,40064,Canenx-et-Réaut,C - Classée
2018,40065,Capbreton,NC - Non classée
2018,40066,Carcarès-Sainte-Croix,C - Classée
2018,40067,Carcen-Ponson,C - Classée
2018,40068,Cassen,C - Classée
2018,40069,Castaignos-Souslens,C - Classée
2018,40070,Castandet,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,40071,Castelnau-Chalosse,C - Classée
2018,40072,Castelnau-Tursan,C - Classée
2018,40073,Castelner,C - Classée
2018,40074,Castel-Sarrazin,C - Classée
2018,40075,Castets,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,40076,Cauna,C - Classée
2018,40077,Cauneille,C - Classée
2018,40078,Caupenne,C - Classée
2018,40079,Cazalis,C - Classée
2018,40080,Cazères-sur-l'Adour,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,40081,Cère,C - Classée
2018,40082,Classun,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,40083,Clèdes,C - Classée
2018,40084,Clermont,C - Classée
2018,40085,Commensacq,C - Classée
2018,40086,Coudures,C - Classée
2018,40087,Créon-d'Armagnac,C - Classée
2018,40088,Dax,NC - Non classée
2018,40089,Doazit,C - Classée
2018,40090,Donzacq,C - Classée
2018,40091,Duhort-Bachen,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,40092,Dumes,C - Classée
2018,40093,Escalans,C - Classée
2018,40094,Escource,C - Classée
2018,40095,Estibeaux,C - Classée
2018,40096,Estigarde,C - Classée
2018,40097,Eugénie-les-Bains,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,40098,Eyres-Moncube,C - Classée
2018,40099,Fargues,C - Classée
2018,40100,Le Frêche,C - Classée
2018,40101,Gaas,C - Classée
2018,40102,Gabarret,C - Classée
2018,40103,Gaillères,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,40104,Gamarde-les-Bains,C - Classée
2018,40105,Garein,C - Classée
2018,40106,Garrey,C - Classée
2018,40107,Garrosse,C - Classée
2018,40108,Gastes,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,40109,Gaujacq,C - Classée
2018,40110,Geaune,C - Classée
2018,40111,Geloux,A - Sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
2018,40112,Gibret,C - Classée
2018,40113,Goos,C - Classée
2018,40114,Gourbera,NC - Non classée
2018,40115,Gousse,C - Classée
2018,40116,Gouts,C - Classée
