ZE2020,target_year,node_idx,side_establishment_creations_official,side_enterprise_creations_official,side_lag_1,side_lag_2,side_lag_3,growth_1y,growth_2y,has_flores_source,has_side_stock_source,has_urssaf_source,feature_forecast_safe,is_covid_year,is_post_covid_rebound,side_stock_total_t_minus_1,mask_target,mask_sector_a10,mask_employment,mask_tensor,mask_eu_signals,flag_target_concept,flag_has_national_employment,flag_has_eurostat_bd,eu_employment_rate_lag1,eu_unemployment_rate_lag1,eu_sts_turnover_lag1,eu_esi_lag1,eu_eei_lag1,eu_credit_standards_lag1,eu_gdp_growth_lag1
38,2008,37,2572.0,2572.0,2571.0,,,,,0,0,0,1,0,0,29023.0,1.0,0.0,1.0,1.0,0.2857142857142857,enterprise_birth,1,0,,,,113.375,,,3.7
39,2008,38,1417.0,1417.0,1434.0,,,,,0,0,0,1,0,0,18793.0,1.0,0.0,1.0,1.0,0.2857142857142857,enterprise_birth,1,0,,,,113.375,,,3.7
40,2008,39,216.0,216.0,204.0,,,,,0,0,0,1,0,0,2632.0,1.0,0.0,1.0,1.0,0.2857142857142857,enterprise_birth,1,0,,,,113.375,,,3.7
41,2008,40,347.0,347.0,427.0,,,,,0,0,0,1,0,0,4748.0,1.0,0.0,1.0,1.0,0.2857142857142857,enterprise_birth,1,0,,,,113.375,,,3.7
42,2008,41,525.0,525.0,607.0,,,,,0,0,0,1,0,0,8738.0,1.0,0.0,1.0,1.0,0.2857142857142857,enterprise_birth,1,0,,,,113.375,,,3.7
1,2009,0,1246.0,1246.0,1302.0,1394.0,,-0.0659971305595408,,0,0,0,1,0,0,17741.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
2,2009,1,5859.0,5859.0,6166.0,6240.0,,-0.0118589743589743,,0,0,0,1,0,0,70590.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
3,2009,2,172.0,172.0,197.0,234.0,,-0.1581196581196581,,0,0,0,1,0,0,2042.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
4,2009,3,335.0,335.0,358.0,389.0,,-0.0796915167095115,,0,0,0,1,0,0,5176.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
5,2009,4,643.0,643.0,662.0,640.0,,0.034375,,0,0,0,1,0,0,9190.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
6,2009,5,184.0,184.0,231.0,232.0,,-0.0043103448275862,,0,0,0,1,0,0,3733.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
7,2009,6,1664.0,1664.0,1734.0,1791.0,,-0.0318257956448911,,0,0,0,1,0,0,24017.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
8,2009,7,7409.0,7409.0,7957.0,8746.0,,-0.090212668648525,,0,0,0,1,0,0,80042.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
9,2009,8,1639.0,1639.0,1789.0,1936.0,,-0.0759297520661157,,0,0,0,1,0,0,20004.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
10,2009,9,1581.0,1581.0,1620.0,1623.0,,-0.0018484288354898,,0,0,0,1,0,0,23162.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
11,2009,10,494.0,494.0,523.0,543.0,,-0.0368324125230202,,0,0,0,1,0,0,7633.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
12,2009,11,277.0,277.0,288.0,301.0,,-0.0431893687707641,,0,0,0,1,0,0,4854.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
13,2009,12,404.0,404.0,519.0,460.0,,0.1282608695652174,,0,0,0,1,0,0,6678.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
14,2009,13,362.0,362.0,355.0,378.0,,-0.0608465608465608,,0,0,0,1,0,0,5512.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
15,2009,14,3160.0,3160.0,3506.0,3524.0,,-0.0051078320090805,,0,0,0,1,0,0,42218.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
16,2009,15,2779.0,2779.0,2867.0,2924.0,,-0.0194938440492476,,0,0,0,1,0,0,39239.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
17,2009,16,2393.0,2393.0,2562.0,2572.0,,-0.0038880248833592,,0,0,0,1,0,0,28223.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
18,2009,17,521.0,521.0,462.0,518.0,,-0.1081081081081081,,0,0,0,1,0,0,6720.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
19,2009,18,2955.0,2955.0,2847.0,2995.0,,-0.0494156928213689,,0,0,0,1,0,0,31906.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
20,2009,19,2611.0,2611.0,2772.0,2853.0,,-0.028391167192429,,0,0,0,1,0,0,32749.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
21,2009,20,1274.0,1274.0,1369.0,1329.0,,0.0300978179082016,,0,0,0,1,0,0,15743.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
22,2009,21,1633.0,1633.0,1821.0,1700.0,,0.0711764705882353,,0,0,0,1,0,0,21496.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
23,2009,22,286.0,286.0,294.0,339.0,,-0.1327433628318584,,0,0,0,1,0,0,4352.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
24,2009,23,964.0,964.0,1063.0,989.0,,0.0748230535894843,,0,0,0,1,0,0,11497.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
25,2009,24,1347.0,1347.0,1509.0,1607.0,,-0.0609831985065339,,0,0,0,1,0,0,18547.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
26,2009,25,279.0,279.0,326.0,331.0,,-0.0151057401812688,,0,0,0,1,0,0,5134.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
27,2009,26,2327.0,2327.0,2579.0,2482.0,,0.0390813859790491,,0,0,0,1,0,0,31671.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
28,2009,27,738.0,738.0,795.0,828.0,,-0.0398550724637681,,0,0,0,1,0,0,10578.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
29,2009,28,230.0,230.0,246.0,297.0,,-0.1717171717171717,,0,0,0,1,0,0,4099.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
30,2009,29,815.0,815.0,923.0,865.0,,0.0670520231213872,,0,0,0,1,0,0,12789.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
31,2009,30,1197.0,1197.0,1335.0,1370.0,,-0.0255474452554744,,0,0,0,1,0,0,16159.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
32,2009,31,747.0,747.0,811.0,852.0,,-0.0481220657276995,,0,0,0,1,0,0,9426.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
33,2009,32,1016.0,1016.0,1012.0,1081.0,,-0.0638297872340425,,0,0,0,1,0,0,13386.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
34,2009,33,564.0,564.0,618.0,659.0,,-0.0622154779969651,,0,0,0,1,0,0,8351.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
35,2009,34,526.0,526.0,590.0,555.0,,0.063063063063063,,0,0,0,1,0,0,9521.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
36,2009,35,1034.0,1034.0,1138.0,1257.0,,-0.0946698488464598,,0,0,0,1,0,0,13913.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
37,2009,36,890.0,890.0,946.0,1055.0,,-0.1033175355450237,,0,0,0,1,0,0,12806.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
38,2009,37,2351.0,2351.0,2572.0,2571.0,,0.0003889537145079,,0,0,0,1,0,0,29962.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
39,2009,38,1157.0,1157.0,1417.0,1434.0,,-0.0118549511854951,,0,0,0,1,0,0,19076.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
40,2009,39,180.0,180.0,216.0,204.0,,0.0588235294117647,,0,0,0,1,0,0,2666.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
41,2009,40,353.0,353.0,347.0,427.0,,-0.1873536299765808,,0,0,0,1,0,0,4804.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
42,2009,41,539.0,539.0,525.0,607.0,,-0.1350906095551894,,0,0,0,1,0,0,8861.0,1.0,0.0,1.0,1.0,0.4285714285714285,enterprise_birth,1,0,,,,95.94166666666663,,0.0,0.4
1,2010,0,1294.0,1294.0,1246.0,1302.0,1394.0,-0.043010752688172,-0.1061692969870875,0,0,0,1,0,0,17826.0,1.0,0.0,1.0,1.0,0.7142857142857143,enterprise_birth,1,0,67.1,8.0,,81.025,,-3.125,-1.9
2,2010,1,6559.0,6559.0,5859.0,6166.0,6240.0,-0.0497891663963671,-0.0610576923076923,0,0,0,1,0,0,71682.0,1.0,0.0,1.0,1.0,0.7142857142857143,enterprise_birth,1,0,67.1,8.0,,81.025,,-3.125,-1.9
3,2010,2,175.0,175.0,172.0,197.0,234.0,-0.1269035532994923,-0.2649572649572649,0,0,0,1,0,0,2002.0,1.0,0.0,1.0,1.0,0.7142857142857143,enterprise_birth,1,0,67.1,8.0,,81.025,,-3.125,-1.9
4,2010,3,364.0,364.0,335.0,358.0,389.0,-0.0642458100558659,-0.1388174807197943,0,0,0,1,0,0,5184.0,1.0,0.0,1.0,1.0,0.7142857142857143,enterprise_birth,1,0,67.1,8.0,,81.025,,-3.125,-1.9
5,2010,4,686.0,686.0,643.0,662.0,640.0,-0.0287009063444108,0.0046875,0,0,0,1,0,0,9336.0,1.0,0.0,1.0,1.0,0.7142857142857143,enterprise_birth,1,0,67.1,8.0,,81.025,,-3.125,-1.9
6,2010,5,234.0,234.0,184.0,231.0,232.0,-0.2034632034632034,-0.2068965517241379,0,0,0,1,0,0,3687.0,1.0,0.0,1.0,1.0,0.7142857142857143,enterprise_birth,1,0,67.1,8.0,,81.025,,-3.125,-1.9
