ZE2020,target_year,node_idx,side_establishment_creations_official,side_enterprise_creations_official,side_lag_1,side_lag_2,side_lag_3,growth_1y,growth_2y,has_flores_source,has_side_stock_source,has_urssaf_source,feature_forecast_safe,is_covid_year,is_post_covid_rebound,side_stock_total_t_minus_1
34,2017,33,780.0,780.0,723.0,669.0,739.0,0.0788381742738589,-0.021650879566982417,0,0,0,1,0,0,9348.0
35,2017,34,716.0,716.0,739.0,661.0,682.0,-0.0311231393775372,0.0835777126099706,0,0,0,1,0,0,10846.0
36,2017,35,1364.0,1364.0,1318.0,1123.0,1277.0,0.0349013657056145,0.03210649960845724,0,0,0,1,0,0,16000.0
37,2017,36,1079.0,1079.0,1124.0,1017.0,1132.0,-0.0400355871886121,-0.007067137809187329,0,0,0,1,0,0,14121.0
38,2017,37,3372.0,3372.0,3247.0,2864.0,2926.0,0.0384970742223591,0.10970608339029386,0,0,0,1,0,0,36322.0
39,2017,38,1603.0,1603.0,1669.0,1410.0,1616.0,-0.0395446375074895,0.03279702970297027,0,0,0,1,0,0,21211.0
40,2017,39,197.0,197.0,221.0,163.0,189.0,-0.1085972850678733,0.1693121693121693,0,0,0,1,0,0,2916.0
41,2017,40,502.0,502.0,520.0,429.0,479.0,-0.0346153846153846,0.08559498956158662,0,0,0,1,0,0,5891.0
42,2017,41,822.0,822.0,785.0,650.0,683.0,0.0471337579617834,0.14934114202049775,0,0,0,1,0,0,10275.0
1,2018,0,2091.0,2091.0,1816.0,1836.0,1508.0,0.151431718061674,0.20424403183023876,0,0,0,1,0,0,21244.0
2,2018,1,9567.0,9567.0,8845.0,8498.0,7662.0,0.0816280384397964,0.15439832941790654,0,0,0,1,0,0,90530.0
3,2018,2,229.0,229.0,197.0,232.0,190.0,0.1624365482233502,0.03684210526315779,0,0,0,1,0,0,2318.0
4,2018,3,483.0,483.0,469.0,446.0,394.0,0.0298507462686567,0.19035532994923865,0,0,0,1,0,0,6124.0
5,2018,4,912.0,912.0,881.0,860.0,743.0,0.0351872871736662,0.1857335127860027,0,0,0,1,0,0,11550.0
6,2018,5,282.0,282.0,260.0,230.0,241.0,0.0846153846153846,0.07883817427385886,0,0,0,1,0,0,4048.0
7,2018,6,2457.0,2457.0,2292.0,2447.0,1907.0,0.0719895287958115,0.20188778185631873,0,0,0,1,0,0,29291.0
8,2018,7,11820.0,11820.0,11301.0,11050.0,10141.0,0.0459251393681975,0.11438714130756344,0,0,0,1,0,0,104705.0
9,2018,8,2018.0,2018.0,2194.0,2029.0,1821.0,-0.0802187784867821,0.20483250961010424,0,0,0,1,0,0,22199.0
10,2018,9,2462.0,2462.0,2338.0,2091.0,1983.0,0.0530367835757057,0.17902168431669185,0,0,0,1,0,0,28106.0
11,2018,10,621.0,621.0,724.0,646.0,603.0,-0.1422651933701657,0.20066334991708135,0,0,0,1,0,0,9013.0
12,2018,11,422.0,422.0,381.0,400.0,354.0,0.1076115485564304,0.07627118644067798,0,0,0,1,0,0,5767.0
13,2018,12,627.0,627.0,531.0,502.0,470.0,0.1807909604519774,0.1297872340425532,0,0,0,1,0,0,7593.0
14,2018,13,466.0,466.0,431.0,502.0,384.0,0.0812064965197215,0.12239583333333326,0,0,0,1,0,0,6317.0
15,2018,14,5305.0,5305.0,4925.0,4827.0,4062.0,0.0771573604060913,0.21245691777449527,0,0,0,1,0,0,54048.0
16,2018,15,4870.0,4870.0,4241.0,4234.0,3677.0,0.148314076868663,0.15338591242861033,0,0,0,1,0,0,49874.0
17,2018,16,3482.0,3482.0,3402.0,3230.0,2753.0,0.0235155790711346,0.23574282600799124,0,0,0,1,0,0,36392.0
18,2018,17,681.0,681.0,695.0,662.0,614.0,-0.0201438848920863,0.1319218241042346,0,0,0,1,0,0,8379.0
19,2018,18,3448.0,3448.0,3504.0,3468.0,3230.0,-0.0159817351598173,0.0848297213622291,0,0,0,1,0,0,38126.0
20,2018,19,4129.0,4129.0,4067.0,3841.0,3208.0,0.0152446520776985,0.26776807980049866,0,0,0,1,0,0,42591.0
21,2018,20,1776.0,1776.0,1634.0,1657.0,1376.0,0.0869033047735618,0.1875,0,0,0,1,0,0,19379.0
22,2018,21,2705.0,2705.0,2581.0,2543.0,2127.0,0.0480433940333204,0.21344616831217667,0,0,0,1,0,0,28199.0
23,2018,22,345.0,345.0,313.0,340.0,317.0,0.1022364217252396,-0.012618296529968487,0,0,0,1,0,0,4846.0
24,2018,23,1284.0,1284.0,1239.0,1169.0,1152.0,0.036319612590799,0.07552083333333326,0,0,0,1,0,0,13058.0
25,2018,24,2024.0,2024.0,2077.0,2045.0,1830.0,-0.0255175734232065,0.13497267759562837,0,0,0,1,0,0,23227.0
26,2018,25,332.0,332.0,357.0,346.0,335.0,-0.0700280112044818,0.06567164179104479,0,0,0,1,0,0,5534.0
27,2018,26,3557.0,3557.0,3591.0,3531.0,3082.0,-0.0094681147312726,0.16515249837767687,0,0,0,1,0,0,41498.0
28,2018,27,1073.0,1073.0,1060.0,1052.0,867.0,0.0122641509433962,0.22260668973471742,0,0,0,1,0,0,12220.0
29,2018,28,327.0,327.0,347.0,339.0,290.0,-0.0576368876080691,0.1965517241379311,0,0,0,1,0,0,4663.0
30,2018,29,1225.0,1225.0,1266.0,1177.0,1045.0,-0.0323854660347551,0.21148325358851672,0,0,0,1,0,0,15579.0
31,2018,30,1847.0,1847.0,1598.0,1702.0,1438.0,0.155819774718398,0.11126564673157158,0,0,0,1,0,0,19451.0
32,2018,31,964.0,964.0,981.0,885.0,838.0,-0.0173292558613659,0.1706443914081146,0,0,0,1,0,0,10922.0
33,2018,32,1492.0,1492.0,1342.0,1330.0,1088.0,0.1117734724292101,0.23345588235294112,0,0,0,1,0,0,15944.0
34,2018,33,796.0,796.0,780.0,723.0,669.0,0.0205128205128205,0.1659192825112108,0,0,0,1,0,0,9552.0
35,2018,34,818.0,818.0,716.0,739.0,661.0,0.1424581005586592,0.08320726172465953,0,0,0,1,0,0,11227.0
36,2018,35,1480.0,1480.0,1364.0,1318.0,1123.0,0.0850439882697947,0.2146037399821905,0,0,0,1,0,0,16592.0
37,2018,36,1064.0,1064.0,1079.0,1124.0,1017.0,-0.0139017608897126,0.06096361848574228,0,0,0,1,0,0,14338.0
38,2018,37,3580.0,3580.0,3372.0,3247.0,2864.0,0.0616844602609727,0.17737430167597767,0,0,0,1,0,0,37762.0
39,2018,38,1567.0,1567.0,1603.0,1669.0,1410.0,-0.0224578914535246,0.1368794326241134,0,0,0,1,0,0,21819.0
40,2018,39,209.0,209.0,197.0,221.0,163.0,0.0609137055837563,0.20858895705521463,0,0,0,1,0,0,2988.0
41,2018,40,485.0,485.0,502.0,520.0,429.0,-0.0338645418326693,0.17016317016317006,0,0,0,1,0,0,6123.0
42,2018,41,767.0,767.0,822.0,785.0,650.0,-0.0669099756690997,0.2646153846153847,0,0,0,1,0,0,10684.0
1,2019,0,2280.0,2280.0,2091.0,1816.0,1836.0,0.0903873744619799,0.13888888888888884,0,0,0,1,0,0,22145.0
2,2019,1,10626.0,10626.0,9567.0,8845.0,8498.0,0.1106930072122922,0.12579430454224516,0,0,0,1,0,0,94575.0
3,2019,2,236.0,236.0,229.0,197.0,232.0,0.0305676855895196,-0.012931034482758674,0,0,0,1,0,0,2368.0
4,2019,3,486.0,486.0,483.0,469.0,446.0,0.0062111801242236,0.08295964125560529,0,0,0,1,0,0,6302.0
5,2019,4,1059.0,1059.0,912.0,881.0,860.0,0.1611842105263158,0.0604651162790697,0,0,0,1,0,0,12007.0
6,2019,5,235.0,235.0,282.0,260.0,230.0,-0.1666666666666666,0.22608695652173916,0,0,0,1,0,0,4136.0
7,2019,6,2677.0,2677.0,2457.0,2292.0,2447.0,0.0895400895400895,0.00408663669799747,0,0,0,1,0,0,30254.0
8,2019,7,11315.0,11315.0,11820.0,11301.0,11050.0,-0.0427241962774957,0.06968325791855201,0,0,0,1,0,0,108243.0
9,2019,8,2256.0,2256.0,2018.0,2194.0,2029.0,0.1179385530227948,-0.005421389847215408,0,0,0,1,0,0,22722.0
10,2019,9,2672.0,2672.0,2462.0,2338.0,2091.0,0.0852965069049553,0.177427068388331,0,0,0,1,0,0,29139.0
11,2019,10,710.0,710.0,621.0,724.0,646.0,0.143317230273752,-0.03869969040247678,0,0,0,1,0,0,9265.0
12,2019,11,444.0,444.0,422.0,381.0,400.0,0.0521327014218009,0.05499999999999994,0,0,0,1,0,0,5975.0
13,2019,12,748.0,748.0,627.0,531.0,502.0,0.1929824561403508,0.24900398406374502,0,0,0,1,0,0,7821.0
14,2019,13,500.0,500.0,466.0,431.0,502.0,0.0729613733905579,-0.07171314741035861,0,0,0,1,0,0,6490.0
15,2019,14,6003.0,6003.0,5305.0,4925.0,4827.0,0.131573986804901,0.09902631033768383,0,0,0,1,0,0,56303.0
16,2019,15,6448.0,6448.0,4870.0,4241.0,4234.0,0.3240246406570842,0.15021256495040158,0,0,0,1,0,0,52520.0
17,2019,16,3806.0,3806.0,3482.0,3402.0,3230.0,0.093049971280873,0.07801857585139316,0,0,0,1,0,0,37810.0
18,2019,17,679.0,679.0,681.0,695.0,662.0,-0.0029368575624082,0.028700906344410804,0,0,0,1,0,0,8612.0
19,2019,18,3521.0,3521.0,3448.0,3504.0,3468.0,0.0211716937354988,-0.005767012687427964,0,0,0,1,0,0,39065.0
20,2019,19,4482.0,4482.0,4129.0,4067.0,3841.0,0.0854928554129329,0.07498047383493889,0,0,0,1,0,0,44413.0
21,2019,20,2041.0,2041.0,1776.0,1634.0,1657.0,0.1492117117117117,0.07181653590826786,0,0,0,1,0,0,20035.0
22,2019,21,2926.0,2926.0,2705.0,2581.0,2543.0,0.0817005545286506,0.06370428627605196,0,0,0,1,0,0,29268.0
23,2019,22,290.0,290.0,345.0,313.0,340.0,-0.1594202898550724,0.014705882352941124,0,0,0,1,0,0,4972.0
24,2019,23,1317.0,1317.0,1284.0,1239.0,1169.0,0.0257009345794392,0.09837467921300247,0,0,0,1,0,0,13345.0
25,2019,24,2147.0,2147.0,2024.0,2077.0,2045.0,0.0607707509881422,-0.010268948655256738,0,0,0,1,0,0,24065.0
26,2019,25,374.0,374.0,332.0,357.0,346.0,0.1265060240963855,-0.040462427745664775,0,0,0,1,0,0,5562.0
27,2019,26,3666.0,3666.0,3557.0,3591.0,3531.0,0.0306438009558616,0.007363353157745722,0,0,0,1,0,0,43145.0
28,2019,27,1232.0,1232.0,1073.0,1060.0,1052.0,0.1481826654240447,0.019961977186311763,0,0,0,1,0,0,12613.0
29,2019,28,396.0,396.0,327.0,347.0,339.0,0.2110091743119266,-0.03539823008849563,0,0,0,1,0,0,4809.0
30,2019,29,1493.0,1493.0,1225.0,1266.0,1177.0,0.2187755102040816,0.040781648258283676,0,0,0,1,0,0,16074.0
31,2019,30,2104.0,2104.0,1847.0,1598.0,1702.0,0.139144558743909,0.0851938895417157,0,0,0,1,0,0,20237.0
32,2019,31,1007.0,1007.0,964.0,981.0,885.0,0.0446058091286307,0.08926553672316384,0,0,0,1,0,0,11252.0
33,2019,32,1643.0,1643.0,1492.0,1342.0,1330.0,0.1012064343163538,0.12180451127819558,0,0,0,1,0,0,16494.0
34,2019,33,783.0,783.0,796.0,780.0,723.0,-0.0163316582914572,0.10096818810511765,0,0,0,1,0,0,9775.0
35,2019,34,823.0,823.0,818.0,716.0,739.0,0.0061124694376528,0.1069012178619757,0,0,0,1,0,0,11564.0
36,2019,35,1637.0,1637.0,1480.0,1364.0,1318.0,0.106081081081081,0.12291350531107748,0,0,0,1,0,0,17057.0
37,2019,36,1228.0,1228.0,1064.0,1079.0,1124.0,0.1541353383458646,-0.053380782918149516,0,0,0,1,0,0,14564.0
38,2019,37,3902.0,3902.0,3580.0,3372.0,3247.0,0.0899441340782122,0.10255620572836466,0,0,0,1,0,0,39372.0
39,2019,38,1696.0,1696.0,1567.0,1603.0,1669.0,0.0823229100191448,-0.06111443978430198,0,0,0,1,0,0,22252.0
40,2019,39,217.0,217.0,209.0,197.0,221.0,0.0382775119617224,-0.05429864253393668,0,0,0,1,0,0,3046.0
41,2019,40,505.0,505.0,485.0,502.0,520.0,0.0412371134020618,-0.06730769230769229,0,0,0,1,0,0,6169.0
42,2019,41,821.0,821.0,767.0,822.0,785.0,0.0704041720990873,-0.02292993630573248,0,0,0,1,0,0,10921.0
1,2020,0,2476.0,2476.0,2280.0,2091.0,1816.0,0.0859649122807017,0.2555066079295154,0,0,0,1,0,0,23114.0
2,2020,1,10914.0,10914.0,10626.0,9567.0,8845.0,0.0271033314511575,0.2013566986998303,0,0,0,1,0,0,98709.0
3,2020,2,222.0,222.0,236.0,229.0,197.0,-0.059322033898305,0.19796954314720816,0,0,0,1,0,0,2448.0
4,2020,3,468.0,468.0,486.0,483.0,469.0,-0.037037037037037,0.036247334754797356,0,0,0,1,0,0,6410.0
5,2020,4,1165.0,1165.0,1059.0,912.0,881.0,0.1000944287063267,0.20204313280363229,0,0,0,1,0,0,12525.0
6,2020,5,273.0,273.0,235.0,282.0,260.0,0.1617021276595744,-0.09615384615384615,0,0,0,1,0,0,4246.0
7,2020,6,2675.0,2675.0,2677.0,2457.0,2292.0,-0.000747104968248,0.16797556719022677,0,0,0,1,0,0,31191.0
8,2020,7,10329.0,10329.0,11315.0,11820.0,11301.0,-0.0871409633230225,0.001238828422263527,0,0,0,1,0,0,110825.0
9,2020,8,2016.0,2016.0,2256.0,2018.0,2194.0,-0.1063829787234042,0.028258887876025485,0,0,0,1,0,0,22940.0
10,2020,9,2796.0,2796.0,2672.0,2462.0,2338.0,0.0464071856287425,0.1428571428571428,0,0,0,1,0,0,29976.0
11,2020,10,653.0,653.0,710.0,621.0,724.0,-0.080281690140845,-0.01933701657458564,0,0,0,1,0,0,9579.0
12,2020,11,456.0,456.0,444.0,422.0,381.0,0.027027027027027,0.16535433070866135,0,0,0,1,0,0,6121.0
13,2020,12,760.0,760.0,748.0,627.0,531.0,0.0160427807486631,0.40866290018832396,0,0,0,1,0,0,8095.0
14,2020,13,493.0,493.0,500.0,466.0,431.0,-0.014,0.16009280742459397,0,0,0,1,0,0,6643.0
15,2020,14,6036.0,6036.0,6003.0,5305.0,4925.0,0.0054972513743128,0.21888324873096443,0,0,0,1,0,0,58833.0
16,2020,15,6970.0,6970.0,6448.0,4870.0,4241.0,0.080955334987593,0.5203961329875029,0,0,0,1,0,0,56161.0
17,2020,16,4110.0,4110.0,3806.0,3482.0,3402.0,0.0798738833420914,0.1187536743092299,0,0,0,1,0,0,39206.0
18,2020,17,686.0,686.0,679.0,681.0,695.0,0.0103092783505154,-0.02302158273381294,0,0,0,1,0,0,8751.0
19,2020,18,3339.0,3339.0,3521.0,3448.0,3504.0,-0.05168986083499,0.004851598173515992,0,0,0,1,0,0,39810.0
20,2020,19,4547.0,4547.0,4482.0,4129.0,4067.0,0.0145024542614904,0.1020408163265305,0,0,0,1,0,0,46350.0
21,2020,20,2177.0,2177.0,2041.0,1776.0,1634.0,0.0666340029397354,0.24908200734394126,0,0,0,1,0,0,20879.0
22,2020,21,3101.0,3101.0,2926.0,2705.0,2581.0,0.0598086124401913,0.13366912049593171,0,0,0,1,0,0,30369.0
23,2020,22,387.0,387.0,290.0,345.0,313.0,0.3344827586206896,-0.07348242811501593,0,0,0,1,0,0,5022.0
24,2020,23,1208.0,1208.0,1317.0,1284.0,1239.0,-0.0827638572513287,0.06295399515738498,0,0,0,1,0,0,13555.0
25,2020,24,2039.0,2039.0,2147.0,2024.0,2077.0,-0.0503027480204937,0.03370245546461237,0,0,0,1,0,0,25044.0
26,2020,25,392.0,392.0,374.0,332.0,357.0,0.0481283422459893,0.04761904761904767,0,0,0,1,0,0,5650.0
27,2020,26,3409.0,3409.0,3666.0,3557.0,3591.0,-0.0701036552100381,0.02088554720133673,0,0,0,1,0,0,44135.0
28,2020,27,1245.0,1245.0,1232.0,1073.0,1060.0,0.010551948051948,0.1622641509433962,0,0,0,1,0,0,13003.0
29,2020,28,389.0,389.0,396.0,327.0,347.0,-0.0176767676767676,0.1412103746397695,0,0,0,1,0,0,4959.0
30,2020,29,1451.0,1451.0,1493.0,1225.0,1266.0,-0.0281312793034159,0.17930489731437604,0,0,0,1,0,0,16757.0
31,2020,30,2229.0,2229.0,2104.0,1847.0,1598.0,0.0594106463878327,0.3166458072590739,0,0,0,1,0,0,21072.0
32,2020,31,978.0,978.0,1007.0,964.0,981.0,-0.0287984111221449,0.02650356778797147,0,0,0,1,0,0,11377.0
33,2020,32,1729.0,1729.0,1643.0,1492.0,1342.0,0.0523432744978697,0.22429210134128175,0,0,0,1,0,0,17113.0
34,2020,33,851.0,851.0,783.0,796.0,780.0,0.0868454661558109,0.0038461538461538325,0,0,0,1,0,0,9896.0
35,2020,34,908.0,908.0,823.0,818.0,716.0,0.103280680437424,0.1494413407821229,0,0,0,1,0,0,11873.0
36,2020,35,1714.0,1714.0,1637.0,1480.0,1364.0,0.0470372632864996,0.20014662756598245,0,0,0,1,0,0,17563.0
37,2020,36,1048.0,1048.0,1228.0,1064.0,1079.0,-0.1465798045602606,0.13809082483781276,0,0,0,1,0,0,14811.0
38,2020,37,3977.0,3977.0,3902.0,3580.0,3372.0,0.0192209123526396,0.1571767497034402,0,0,0,1,0,0,40867.0
39,2020,38,1703.0,1703.0,1696.0,1567.0,1603.0,0.004127358490566,0.05801621958827208,0,0,0,1,0,0,22698.0
40,2020,39,256.0,256.0,217.0,209.0,197.0,0.1797235023041474,0.10152284263959399,0,0,0,1,0,0,3117.0
41,2020,40,590.0,590.0,505.0,485.0,502.0,0.1683168316831683,0.005976095617529875,0,0,0,1,0,0,6295.0
42,2020,41,911.0,911.0,821.0,767.0,822.0,0.1096224116930572,-0.0012165450121655041,0,0,0,1,0,0,11267.0
