ZE2020,target_year,node_idx,side_establishment_creations_official,side_enterprise_creations_official,side_lag_1,side_lag_2,side_lag_3,growth_1y,growth_2y,has_flores_source,has_side_stock_source,has_urssaf_source,feature_forecast_safe,is_covid_year,is_post_covid_rebound,side_stock_total_t_minus_1
32,2012,31,805.0,805.0,820.0,796.0,747.0,-0.0182926829268292,0.09772423025435084,0,0,0,1,0,0,9702.0
33,2012,32,1052.0,1052.0,1132.0,1049.0,1016.0,-0.0706713780918728,0.11417322834645671,0,0,0,1,0,0,14079.0
34,2012,33,729.0,729.0,675.0,667.0,564.0,0.08,0.19680851063829796,0,0,0,1,0,0,8693.0
35,2012,34,578.0,578.0,569.0,526.0,526.0,0.015817223198594,0.08174904942965777,0,0,0,1,0,0,9842.0
36,2012,35,1003.0,1003.0,1090.0,1123.0,1034.0,-0.0798165137614679,0.05415860735009681,0,0,0,1,0,0,14599.0
37,2012,36,1014.0,1014.0,928.0,989.0,890.0,0.0926724137931034,0.04269662921348316,0,0,0,1,0,0,13097.0
38,2012,37,2560.0,2560.0,2695.0,2684.0,2351.0,-0.0500927643784786,0.14632071458953644,0,0,0,1,0,0,32287.0
39,2012,38,1445.0,1445.0,1366.0,1373.0,1157.0,0.0578330893118594,0.18063958513396705,0,0,0,1,0,0,19392.0
40,2012,39,207.0,207.0,212.0,183.0,180.0,-0.0235849056603773,0.1777777777777778,0,0,0,1,0,0,2715.0
41,2012,40,418.0,418.0,448.0,429.0,353.0,-0.0669642857142857,0.26912181303116145,0,0,0,1,0,0,5079.0
42,2012,41,601.0,601.0,616.0,578.0,539.0,-0.0243506493506493,0.1428571428571428,0,0,0,1,0,0,9303.0
1,2013,0,1223.0,1223.0,1329.0,1374.0,1294.0,-0.0797592174567344,0.027047913446677008,0,0,0,1,0,0,18688.0
2,2013,1,5964.0,5964.0,6511.0,6685.0,6559.0,-0.0840116725541391,-0.007318188748284826,0,0,0,1,0,0,77166.0
3,2013,2,189.0,189.0,197.0,217.0,175.0,-0.0406091370558375,0.12571428571428567,0,0,0,1,0,0,2132.0
4,2013,3,389.0,389.0,409.0,394.0,364.0,-0.0488997555012225,0.12362637362637363,0,0,0,1,0,0,5468.0
5,2013,4,631.0,631.0,683.0,619.0,686.0,-0.0761346998535871,-0.004373177842565634,0,0,0,1,0,0,9920.0
6,2013,5,218.0,218.0,208.0,225.0,234.0,0.048076923076923,-0.11111111111111116,0,0,0,1,0,0,3792.0
7,2013,6,1598.0,1598.0,1680.0,1823.0,1676.0,-0.0488095238095238,0.0023866348448686736,0,0,0,1,0,0,25554.0
8,2013,7,9064.0,9064.0,8969.0,8849.0,8659.0,0.0105920392462927,0.035800900796858715,0,0,0,1,0,0,87357.0
9,2013,8,1846.0,1846.0,1963.0,1847.0,1747.0,-0.0596026490066225,0.12364052661705771,0,0,0,1,0,0,20474.0
10,2013,9,1617.0,1617.0,1750.0,1838.0,1721.0,-0.076,0.01685066821615333,0,0,0,1,0,0,24663.0
11,2013,10,546.0,546.0,621.0,517.0,504.0,-0.1207729468599033,0.2321428571428572,0,0,0,1,0,0,7965.0
12,2013,11,277.0,277.0,349.0,322.0,291.0,-0.2063037249283667,0.19931271477663226,0,0,0,1,0,0,5136.0
13,2013,12,421.0,421.0,486.0,445.0,412.0,-0.1337448559670782,0.1796116504854368,0,0,0,1,0,0,7003.0
14,2013,13,328.0,328.0,374.0,379.0,382.0,-0.1229946524064171,-0.020942408376963373,0,0,0,1,0,0,5669.0
15,2013,14,3319.0,3319.0,3542.0,3568.0,3424.0,-0.0629587803500847,0.034462616822430014,0,0,0,1,0,0,45569.0
16,2013,15,2974.0,2974.0,3123.0,3221.0,3066.0,-0.047710534742235,0.018590998043052753,0,0,0,1,0,0,42199.0
17,2013,16,2281.0,2281.0,2561.0,2670.0,2661.0,-0.1093322920734088,-0.037579857196542665,0,0,0,1,0,0,31504.0
18,2013,17,549.0,549.0,548.0,555.0,525.0,0.0018248175182481,0.04380952380952374,0,0,0,1,0,0,7285.0
19,2013,18,3477.0,3477.0,3339.0,3336.0,3121.0,0.0413297394429469,0.06984940724126876,0,0,0,1,0,0,34210.0
20,2013,19,2599.0,2599.0,2781.0,2850.0,2770.0,-0.0654440848615605,0.003971119133574064,0,0,0,1,0,0,35843.0
21,2013,20,1101.0,1101.0,1322.0,1379.0,1330.0,-0.1671709531013615,-0.006015037593984918,0,0,0,1,0,0,17282.0
22,2013,21,1713.0,1713.0,1849.0,1946.0,1853.0,-0.0735532720389399,-0.0021586616297895045,0,0,0,1,0,0,23687.0
23,2013,22,303.0,303.0,352.0,309.0,278.0,-0.1392045454545454,0.26618705035971213,0,0,0,1,0,0,4508.0
24,2013,23,953.0,953.0,1012.0,1048.0,930.0,-0.058300395256917,0.08817204301075265,0,0,0,1,0,0,11851.0
25,2013,24,1573.0,1573.0,1676.0,1640.0,1560.0,-0.0614558472553699,0.07435897435897432,0,0,0,1,0,0,19870.0
26,2013,25,326.0,326.0,313.0,356.0,304.0,0.0415335463258785,0.02960526315789469,0,0,0,1,0,0,5202.0
27,2013,26,2534.0,2534.0,2756.0,2780.0,2540.0,-0.0805515239477503,0.08503937007874018,0,0,0,1,0,0,34899.0
28,2013,27,736.0,736.0,777.0,790.0,796.0,-0.0527670527670527,-0.023869346733668362,0,0,0,1,0,0,11017.0
29,2013,28,280.0,280.0,316.0,294.0,302.0,-0.1139240506329113,0.04635761589403975,0,0,0,1,0,0,4352.0
30,2013,29,815.0,815.0,934.0,894.0,937.0,-0.1274089935760171,-0.0032017075773745907,0,0,0,1,0,0,13656.0
31,2013,30,1222.0,1222.0,1314.0,1405.0,1258.0,-0.0700152207001522,0.044515103338632844,0,0,0,1,0,0,17158.0
32,2013,31,744.0,744.0,805.0,820.0,796.0,-0.0757763975155279,0.011306532663316604,0,0,0,1,0,0,9896.0
33,2013,32,959.0,959.0,1052.0,1132.0,1049.0,-0.088403041825095,0.0028598665395613843,0,0,0,1,0,0,14249.0
34,2013,33,625.0,625.0,729.0,675.0,667.0,-0.1426611796982167,0.09295352323838091,0,0,0,1,0,0,8883.0
35,2013,34,534.0,534.0,578.0,569.0,526.0,-0.0761245674740484,0.09885931558935357,0,0,0,1,0,0,9996.0
36,2013,35,971.0,971.0,1003.0,1090.0,1123.0,-0.0319042871385842,-0.10685663401602852,0,0,0,1,0,0,14798.0
37,2013,36,949.0,949.0,1014.0,928.0,989.0,-0.0641025641025641,0.025278058645096024,0,0,0,1,0,0,13334.0
38,2013,37,2516.0,2516.0,2560.0,2695.0,2684.0,-0.0171875,-0.046199701937406856,0,0,0,1,0,0,32997.0
39,2013,38,1457.0,1457.0,1445.0,1366.0,1373.0,0.0083044982698961,0.05243991260014558,0,0,0,1,0,0,19682.0
40,2013,39,192.0,192.0,207.0,212.0,183.0,-0.072463768115942,0.13114754098360648,0,0,0,1,0,0,2747.0
41,2013,40,418.0,418.0,418.0,448.0,429.0,0.0,-0.02564102564102566,0,0,0,1,0,0,5190.0
42,2013,41,500.0,500.0,601.0,616.0,578.0,-0.168053244592346,0.03979238754325265,0,0,0,1,0,0,9500.0
1,2014,0,1679.0,1679.0,1223.0,1329.0,1374.0,0.3728536385936222,-0.10989810771470165,0,0,0,1,0,0,18885.0
2,2014,1,8482.0,8482.0,5964.0,6511.0,6685.0,0.4221998658618377,-0.10785340314136127,0,0,0,1,0,0,77711.0
3,2014,2,214.0,214.0,189.0,197.0,217.0,0.1322751322751322,-0.12903225806451613,0,0,0,1,0,0,2128.0
4,2014,3,441.0,441.0,389.0,409.0,394.0,0.1336760925449871,-0.012690355329949221,0,0,0,1,0,0,5537.0
5,2014,4,896.0,896.0,631.0,683.0,619.0,0.4199683042789223,0.01938610662358653,0,0,0,1,0,0,10049.0
6,2014,5,246.0,246.0,218.0,208.0,225.0,0.128440366972477,-0.03111111111111109,0,0,0,1,0,0,3770.0
7,2014,6,2260.0,2260.0,1598.0,1680.0,1823.0,0.4142678347934919,-0.12342292923752052,0,0,0,1,0,0,25684.0
8,2014,7,13268.0,13268.0,9064.0,8969.0,8849.0,0.4638128861429832,0.024296530681432893,0,0,0,1,0,0,88731.0
9,2014,8,2160.0,2160.0,1846.0,1963.0,1847.0,0.1700975081256771,-0.0005414185165132368,0,0,0,1,0,0,20565.0
10,2014,9,2152.0,2152.0,1617.0,1750.0,1838.0,0.3308596165739023,-0.12023939064200218,0,0,0,1,0,0,24771.0
11,2014,10,607.0,607.0,546.0,621.0,517.0,0.1117216117216117,0.05609284332688591,0,0,0,1,0,0,8029.0
12,2014,11,350.0,350.0,277.0,349.0,322.0,0.2635379061371841,-0.13975155279503104,0,0,0,1,0,0,5146.0
13,2014,12,478.0,478.0,421.0,486.0,445.0,0.1353919239904988,-0.053932584269662964,0,0,0,1,0,0,7028.0
14,2014,13,404.0,404.0,328.0,374.0,379.0,0.2317073170731707,-0.1345646437994723,0,0,0,1,0,0,5667.0
15,2014,14,4821.0,4821.0,3319.0,3542.0,3568.0,0.4525459475745707,-0.06978699551569512,0,0,0,1,0,0,46136.0
16,2014,15,4392.0,4392.0,2974.0,3123.0,3221.0,0.4767989240080699,-0.07668425954672464,0,0,0,1,0,0,42684.0
17,2014,16,3196.0,3196.0,2281.0,2561.0,2670.0,0.401139850942569,-0.14569288389513113,0,0,0,1,0,0,31770.0
18,2014,17,707.0,707.0,549.0,548.0,555.0,0.2877959927140255,-0.010810810810810811,0,0,0,1,0,0,7381.0
19,2014,18,3760.0,3760.0,3477.0,3339.0,3336.0,0.0813920046016681,0.04226618705035978,0,0,0,1,0,0,34663.0
20,2014,19,3721.0,3721.0,2599.0,2781.0,2850.0,0.4317045017314351,-0.08807017543859652,0,0,0,1,0,0,36366.0
21,2014,20,1440.0,1440.0,1101.0,1322.0,1379.0,0.3079019073569482,-0.20159535895576508,0,0,0,1,0,0,17368.0
22,2014,21,2311.0,2311.0,1713.0,1849.0,1946.0,0.3490951546993578,-0.11973278520041108,0,0,0,1,0,0,24039.0
23,2014,22,329.0,329.0,303.0,352.0,309.0,0.0858085808580858,-0.01941747572815533,0,0,0,1,0,0,4540.0
24,2014,23,1249.0,1249.0,953.0,1012.0,1048.0,0.310598111227702,-0.09064885496183206,0,0,0,1,0,0,11968.0
25,2014,24,2015.0,2015.0,1573.0,1676.0,1640.0,0.2809917355371901,-0.0408536585365854,0,0,0,1,0,0,19924.0
26,2014,25,358.0,358.0,326.0,313.0,356.0,0.0981595092024539,-0.0842696629213483,0,0,0,1,0,0,5213.0
27,2014,26,3536.0,3536.0,2534.0,2756.0,2780.0,0.3954222573007103,-0.08848920863309351,0,0,0,1,0,0,35467.0
28,2014,27,940.0,940.0,736.0,777.0,790.0,0.2771739130434782,-0.06835443037974687,0,0,0,1,0,0,11045.0
29,2014,28,334.0,334.0,280.0,316.0,294.0,0.1928571428571428,-0.04761904761904767,0,0,0,1,0,0,4371.0
30,2014,29,1076.0,1076.0,815.0,934.0,894.0,0.3202453987730061,-0.0883668903803132,0,0,0,1,0,0,13795.0
31,2014,30,1539.0,1539.0,1222.0,1314.0,1405.0,0.2594108019639934,-0.13024911032028474,0,0,0,1,0,0,17254.0
32,2014,31,909.0,909.0,744.0,805.0,820.0,0.2217741935483871,-0.09268292682926826,0,0,0,1,0,0,9976.0
33,2014,32,1277.0,1277.0,959.0,1052.0,1132.0,0.3315954118873827,-0.1528268551236749,0,0,0,1,0,0,14303.0
34,2014,33,739.0,739.0,625.0,729.0,675.0,0.1824,-0.07407407407407407,0,0,0,1,0,0,8874.0
35,2014,34,682.0,682.0,534.0,578.0,569.0,0.2771535580524344,-0.061511423550087874,0,0,0,1,0,0,10055.0
36,2014,35,1277.0,1277.0,971.0,1003.0,1090.0,0.3151390319258496,-0.10917431192660554,0,0,0,1,0,0,14931.0
37,2014,36,1132.0,1132.0,949.0,1014.0,928.0,0.1928345626975764,0.022629310344827624,0,0,0,1,0,0,13354.0
38,2014,37,2926.0,2926.0,2516.0,2560.0,2695.0,0.1629570747217806,-0.06641929499072352,0,0,0,1,0,0,33384.0
39,2014,38,1616.0,1616.0,1457.0,1445.0,1366.0,0.1091283459162663,0.06661786237188871,0,0,0,1,0,0,20005.0
40,2014,39,189.0,189.0,192.0,207.0,212.0,-0.015625,-0.09433962264150941,0,0,0,1,0,0,2757.0
41,2014,40,479.0,479.0,418.0,418.0,448.0,0.145933014354067,-0.0669642857142857,0,0,0,1,0,0,5321.0
42,2014,41,683.0,683.0,500.0,601.0,616.0,0.366,-0.18831168831168832,0,0,0,1,0,0,9475.0
1,2015,0,1508.0,1508.0,1679.0,1223.0,1329.0,-0.1018463371054198,0.26335590669676456,0,0,0,1,0,0,19318.0
2,2015,1,7662.0,7662.0,8482.0,5964.0,6511.0,-0.0966753124263145,0.30271847642451233,0,0,0,1,0,0,80309.0
3,2015,2,190.0,190.0,214.0,189.0,197.0,-0.1121495327102803,0.08629441624365475,0,0,0,1,0,0,2160.0
4,2015,3,394.0,394.0,441.0,389.0,409.0,-0.1065759637188208,0.0782396088019559,0,0,0,1,0,0,5668.0
5,2015,4,743.0,743.0,896.0,631.0,683.0,-0.1707589285714285,0.31185944363103957,0,0,0,1,0,0,10380.0
6,2015,5,241.0,241.0,246.0,218.0,208.0,-0.0203252032520325,0.1826923076923077,0,0,0,1,0,0,3783.0
7,2015,6,1907.0,1907.0,2260.0,1598.0,1680.0,-0.1561946902654867,0.34523809523809534,0,0,0,1,0,0,26370.0
8,2015,7,10141.0,10141.0,13268.0,9064.0,8969.0,-0.2356798311727464,0.4793176496822389,0,0,0,1,0,0,94436.0
9,2015,8,1821.0,1821.0,2160.0,1846.0,1963.0,-0.1569444444444444,0.10035659704533884,0,0,0,1,0,0,20929.0
10,2015,9,1983.0,1983.0,2152.0,1617.0,1750.0,-0.0785315985130111,0.22971428571428576,0,0,0,1,0,0,25490.0
11,2015,10,603.0,603.0,607.0,546.0,621.0,-0.0065897858319604,-0.02254428341384862,0,0,0,1,0,0,8180.0
12,2015,11,354.0,354.0,350.0,277.0,349.0,0.0114285714285714,0.002865329512893977,0,0,0,1,0,0,5239.0
13,2015,12,470.0,470.0,478.0,421.0,486.0,-0.0167364016736401,-0.016460905349794275,0,0,0,1,0,0,7098.0
14,2015,13,384.0,384.0,404.0,328.0,374.0,-0.0495049504950495,0.0802139037433156,0,0,0,1,0,0,5767.0
15,2015,14,4062.0,4062.0,4821.0,3319.0,3542.0,-0.1574362165525824,0.36109542631281766,0,0,0,1,0,0,48076.0
16,2015,15,3677.0,3677.0,4392.0,2974.0,3123.0,-0.1627959927140255,0.40634005763688763,0,0,0,1,0,0,44102.0
17,2015,16,2753.0,2753.0,3196.0,2281.0,2561.0,-0.1386107634543179,0.2479500195236235,0,0,0,1,0,0,32742.0
18,2015,17,614.0,614.0,707.0,549.0,548.0,-0.1315417256011315,0.29014598540145986,0,0,0,1,0,0,7684.0
19,2015,18,3230.0,3230.0,3760.0,3477.0,3339.0,-0.1409574468085106,0.12608565438754127,0,0,0,1,0,0,35542.0
20,2015,19,3208.0,3208.0,3721.0,2599.0,2781.0,-0.137866165009406,0.33800791082344483,0,0,0,1,0,0,37558.0
21,2015,20,1376.0,1376.0,1440.0,1101.0,1322.0,-0.0444444444444444,0.08925869894099847,0,0,0,1,0,0,17618.0
22,2015,21,2127.0,2127.0,2311.0,1713.0,1849.0,-0.0796192124621376,0.24986479177934018,0,0,0,1,0,0,24694.0
23,2015,22,317.0,317.0,329.0,303.0,352.0,-0.0364741641337386,-0.06534090909090906,0,0,0,1,0,0,4518.0
24,2015,23,1152.0,1152.0,1249.0,953.0,1012.0,-0.077662129703763,0.2341897233201582,0,0,0,1,0,0,12265.0
25,2015,24,1830.0,1830.0,2015.0,1573.0,1676.0,-0.0918114143920595,0.2022673031026252,0,0,0,1,0,0,20569.0
26,2015,25,335.0,335.0,358.0,326.0,313.0,-0.0642458100558659,0.1437699680511182,0,0,0,1,0,0,5275.0
27,2015,26,3082.0,3082.0,3536.0,2534.0,2756.0,-0.128393665158371,0.28301886792452824,0,0,0,1,0,0,36594.0
28,2015,27,867.0,867.0,940.0,736.0,777.0,-0.0776595744680851,0.20978120978120973,0,0,0,1,0,0,11134.0
29,2015,28,290.0,290.0,334.0,280.0,316.0,-0.1317365269461078,0.05696202531645578,0,0,0,1,0,0,4382.0
30,2015,29,1045.0,1045.0,1076.0,815.0,934.0,-0.028810408921933,0.15203426124197006,0,0,0,1,0,0,14106.0
31,2015,30,1438.0,1438.0,1539.0,1222.0,1314.0,-0.0656270305393112,0.17123287671232879,0,0,0,1,0,0,17612.0
32,2015,31,838.0,838.0,909.0,744.0,805.0,-0.0781078107810781,0.12919254658385104,0,0,0,1,0,0,10170.0
33,2015,32,1088.0,1088.0,1277.0,959.0,1052.0,-0.1480031323414252,0.2138783269961977,0,0,0,1,0,0,14561.0
34,2015,33,669.0,669.0,739.0,625.0,729.0,-0.094722598105548,0.013717421124828544,0,0,0,1,0,0,9021.0
35,2015,34,661.0,661.0,682.0,534.0,578.0,-0.0307917888563049,0.17993079584775096,0,0,0,1,0,0,10191.0
36,2015,35,1123.0,1123.0,1277.0,971.0,1003.0,-0.1205951448707909,0.27318045862412754,0,0,0,1,0,0,15300.0
37,2015,36,1017.0,1017.0,1132.0,949.0,1014.0,-0.1015901060070671,0.11637080867850091,0,0,0,1,0,0,13718.0
38,2015,37,2864.0,2864.0,2926.0,2516.0,2560.0,-0.0211893369788106,0.1429687500000001,0,0,0,1,0,0,34013.0
39,2015,38,1410.0,1410.0,1616.0,1457.0,1445.0,-0.1274752475247524,0.1183391003460208,0,0,0,1,0,0,20394.0
40,2015,39,163.0,163.0,189.0,192.0,207.0,-0.1375661375661375,-0.08695652173913049,0,0,0,1,0,0,2819.0
41,2015,40,429.0,429.0,479.0,418.0,418.0,-0.104384133611691,0.14593301435406691,0,0,0,1,0,0,5481.0
42,2015,41,650.0,650.0,683.0,500.0,601.0,-0.048316251830161,0.13643926788685534,0,0,0,1,0,0,9610.0
1,2016,0,1836.0,1836.0,1508.0,1679.0,1223.0,0.2175066312997347,0.23303352412101397,0,0,0,1,0,0,19702.0
2,2016,1,8498.0,8498.0,7662.0,8482.0,5964.0,0.1091098929783346,0.2847082494969819,0,0,0,1,0,0,82673.0
3,2016,2,232.0,232.0,190.0,214.0,189.0,0.2210526315789473,0.005291005291005346,0,0,0,1,0,0,2186.0
4,2016,3,446.0,446.0,394.0,441.0,389.0,0.1319796954314721,0.01285347043701801,0,0,0,1,0,0,5792.0
5,2016,4,860.0,860.0,743.0,896.0,631.0,0.1574697173620457,0.17749603803486536,0,0,0,1,0,0,10684.0
6,2016,5,230.0,230.0,241.0,246.0,218.0,-0.0456431535269709,0.10550458715596323,0,0,0,1,0,0,3859.0
7,2016,6,2447.0,2447.0,1907.0,2260.0,1598.0,0.2831672784478238,0.19336670838548176,0,0,0,1,0,0,27040.0
8,2016,7,11050.0,11050.0,10141.0,13268.0,9064.0,0.0896361305591164,0.11882171226831417,0,0,0,1,0,0,97171.0
9,2016,8,2029.0,2029.0,1821.0,2160.0,1846.0,0.1142229544206479,-0.013542795232936111,0,0,0,1,0,0,20972.0
10,2016,9,2091.0,2091.0,1983.0,2152.0,1617.0,0.0544629349470499,0.22634508348794058,0,0,0,1,0,0,26191.0
11,2016,10,646.0,646.0,603.0,607.0,546.0,0.0713101160862354,0.10439560439560447,0,0,0,1,0,0,8404.0
12,2016,11,400.0,400.0,354.0,350.0,277.0,0.1299435028248587,0.27797833935018046,0,0,0,1,0,0,5376.0
13,2016,12,502.0,502.0,470.0,478.0,421.0,0.0680851063829787,0.11638954869358664,0,0,0,1,0,0,7238.0
14,2016,13,502.0,502.0,384.0,404.0,328.0,0.3072916666666667,0.1707317073170731,0,0,0,1,0,0,5889.0
15,2016,14,4827.0,4827.0,4062.0,4821.0,3319.0,0.1883308714918759,0.22386260921964451,0,0,0,1,0,0,49449.0
16,2016,15,4234.0,4234.0,3677.0,4392.0,2974.0,0.1514821865651346,0.2363819771351714,0,0,0,1,0,0,45460.0
17,2016,16,3230.0,3230.0,2753.0,3196.0,2281.0,0.1732655285143479,0.20692678649715046,0,0,0,1,0,0,33414.0
18,2016,17,662.0,662.0,614.0,707.0,549.0,0.0781758957654723,0.11839708561020035,0,0,0,1,0,0,7829.0
19,2016,18,3468.0,3468.0,3230.0,3760.0,3477.0,0.0736842105263157,-0.07103825136612019,0,0,0,1,0,0,36010.0
20,2016,19,3841.0,3841.0,3208.0,3721.0,2599.0,0.1973192019950124,0.23432089265101963,0,0,0,1,0,0,38575.0
21,2016,20,1657.0,1657.0,1376.0,1440.0,1101.0,0.2042151162790697,0.24977293369663944,0,0,0,1,0,0,17937.0
22,2016,21,2543.0,2543.0,2127.0,2311.0,1713.0,0.1955806299952985,0.2416812609457093,0,0,0,1,0,0,25590.0
23,2016,22,340.0,340.0,317.0,329.0,303.0,0.0725552050473186,0.0462046204620461,0,0,0,1,0,0,4599.0
24,2016,23,1169.0,1169.0,1152.0,1249.0,953.0,0.0147569444444444,0.20881427072402947,0,0,0,1,0,0,12356.0
25,2016,24,2045.0,2045.0,1830.0,2015.0,1573.0,0.1174863387978142,0.16338207247298153,0,0,0,1,0,0,21124.0
26,2016,25,346.0,346.0,335.0,358.0,326.0,0.0328358208955223,0.027607361963190247,0,0,0,1,0,0,5331.0
27,2016,26,3531.0,3531.0,3082.0,3536.0,2534.0,0.1456846203763789,0.21625887924230458,0,0,0,1,0,0,37637.0
28,2016,27,1052.0,1052.0,867.0,940.0,736.0,0.2133794694348327,0.1779891304347827,0,0,0,1,0,0,11407.0
29,2016,28,339.0,339.0,290.0,334.0,280.0,0.1689655172413793,0.03571428571428581,0,0,0,1,0,0,4424.0
30,2016,29,1177.0,1177.0,1045.0,1076.0,815.0,0.1263157894736842,0.28220858895705514,0,0,0,1,0,0,14419.0
31,2016,30,1702.0,1702.0,1438.0,1539.0,1222.0,0.1835883171070932,0.1767594108019639,0,0,0,1,0,0,17986.0
32,2016,31,885.0,885.0,838.0,909.0,744.0,0.0560859188544152,0.1263440860215055,0,0,0,1,0,0,10357.0
33,2016,32,1330.0,1330.0,1088.0,1277.0,959.0,0.2224264705882352,0.13451511991657972,0,0,0,1,0,0,14847.0
34,2016,33,723.0,723.0,669.0,739.0,625.0,0.0807174887892376,0.07040000000000002,0,0,0,1,0,0,9142.0
35,2016,34,739.0,739.0,661.0,682.0,534.0,0.1180030257186081,0.23782771535580527,0,0,0,1,0,0,10516.0
36,2016,35,1318.0,1318.0,1123.0,1277.0,971.0,0.1736420302760463,0.15653964984552005,0,0,0,1,0,0,15479.0
37,2016,36,1124.0,1124.0,1017.0,1132.0,949.0,0.1052114060963618,0.07165437302423605,0,0,0,1,0,0,13901.0
38,2016,37,3247.0,3247.0,2864.0,2926.0,2516.0,0.1337290502793296,0.13831478537360886,0,0,0,1,0,0,34866.0
39,2016,38,1669.0,1669.0,1410.0,1616.0,1457.0,0.1836879432624113,-0.032258064516129004,0,0,0,1,0,0,20618.0
40,2016,39,221.0,221.0,163.0,189.0,192.0,0.3558282208588957,-0.15104166666666663,0,0,0,1,0,0,2826.0
41,2016,40,520.0,520.0,429.0,479.0,418.0,0.2121212121212121,0.026315789473684292,0,0,0,1,0,0,5604.0
42,2016,41,785.0,785.0,650.0,683.0,500.0,0.2076923076923077,0.30000000000000004,0,0,0,1,0,0,9876.0
1,2017,0,1816.0,1816.0,1836.0,1508.0,1679.0,-0.0108932461873638,0.0935080405002977,0,0,0,1,0,0,20454.0
2,2017,1,8845.0,8845.0,8498.0,7662.0,8482.0,0.040833137208755,0.001886347559537871,0,0,0,1,0,0,86579.0
3,2017,2,197.0,197.0,232.0,190.0,214.0,-0.1508620689655172,0.08411214953271018,0,0,0,1,0,0,2275.0
4,2017,3,469.0,469.0,446.0,394.0,441.0,0.0515695067264574,0.01133786848072571,0,0,0,1,0,0,5960.0
5,2017,4,881.0,881.0,860.0,743.0,896.0,0.0244186046511627,-0.0401785714285714,0,0,0,1,0,0,11109.0
6,2017,5,260.0,260.0,230.0,241.0,246.0,0.1304347826086956,-0.06504065040650409,0,0,0,1,0,0,3921.0
7,2017,6,2292.0,2292.0,2447.0,1907.0,2260.0,-0.0633428688189619,0.08274336283185835,0,0,0,1,0,0,28336.0
8,2017,7,11301.0,11301.0,11050.0,10141.0,13268.0,0.0227149321266968,-0.16716912873078082,0,0,0,1,0,0,101131.0
9,2017,8,2194.0,2194.0,2029.0,1821.0,2160.0,0.0813208477082306,-0.06064814814814812,0,0,0,1,0,0,21566.0
10,2017,9,2338.0,2338.0,2091.0,1983.0,2152.0,0.1181252989000478,-0.02834572490706322,0,0,0,1,0,0,27020.0
11,2017,10,724.0,724.0,646.0,603.0,607.0,0.1207430340557275,0.06425041186161451,0,0,0,1,0,0,8744.0
12,2017,11,381.0,381.0,400.0,354.0,350.0,-0.0475,0.1428571428571428,0,0,0,1,0,0,5586.0
13,2017,12,531.0,531.0,502.0,470.0,478.0,0.0577689243027888,0.05020920502092041,0,0,0,1,0,0,7406.0
14,2017,13,431.0,431.0,502.0,384.0,404.0,-0.1414342629482071,0.24257425742574257,0,0,0,1,0,0,6098.0
15,2017,14,4925.0,4925.0,4827.0,4062.0,4821.0,0.0203024652993577,0.001244555071561848,0,0,0,1,0,0,51741.0
16,2017,15,4241.0,4241.0,4234.0,3677.0,4392.0,0.0016532829475673,-0.03597449908925321,0,0,0,1,0,0,47612.0
17,2017,16,3402.0,3402.0,3230.0,2753.0,3196.0,0.053250773993808,0.010638297872340496,0,0,0,1,0,0,34900.0
18,2017,17,695.0,695.0,662.0,614.0,707.0,0.0498489425981873,-0.06364922206506363,0,0,0,1,0,0,8125.0
19,2017,18,3504.0,3504.0,3468.0,3230.0,3760.0,0.0103806228373702,-0.07765957446808514,0,0,0,1,0,0,37023.0
20,2017,19,4067.0,4067.0,3841.0,3208.0,3721.0,0.0588388440510283,0.03224939532383764,0,0,0,1,0,0,40474.0
21,2017,20,1634.0,1634.0,1657.0,1376.0,1440.0,-0.0138805069402534,0.15069444444444446,0,0,0,1,0,0,18741.0
22,2017,21,2581.0,2581.0,2543.0,2127.0,2311.0,0.0149429807314195,0.10038944180008658,0,0,0,1,0,0,26900.0
23,2017,22,313.0,313.0,340.0,317.0,329.0,-0.0794117647058823,0.033434650455927084,0,0,0,1,0,0,4758.0
24,2017,23,1239.0,1239.0,1169.0,1152.0,1249.0,0.059880239520958,-0.06405124099279424,0,0,0,1,0,0,12729.0
25,2017,24,2077.0,2077.0,2045.0,1830.0,2015.0,0.0156479217603911,0.014888337468982549,0,0,0,1,0,0,22157.0
26,2017,25,357.0,357.0,346.0,335.0,358.0,0.0317919075144508,-0.03351955307262566,0,0,0,1,0,0,5462.0
27,2017,26,3591.0,3591.0,3531.0,3082.0,3536.0,0.0169923534409515,-0.001414027149321262,0,0,0,1,0,0,39575.0
28,2017,27,1060.0,1060.0,1052.0,867.0,940.0,0.0076045627376425,0.11914893617021272,0,0,0,1,0,0,11881.0
29,2017,28,347.0,347.0,339.0,290.0,334.0,0.023598820058997,0.014970059880239583,0,0,0,1,0,0,4554.0
30,2017,29,1266.0,1266.0,1177.0,1045.0,1076.0,0.0756159728122344,0.09386617100371741,0,0,0,1,0,0,14971.0
31,2017,30,1598.0,1598.0,1702.0,1438.0,1539.0,-0.0611045828437132,0.10591293047433403,0,0,0,1,0,0,18833.0
32,2017,31,981.0,981.0,885.0,838.0,909.0,0.1084745762711864,-0.02640264026402639,0,0,0,1,0,0,10661.0
33,2017,32,1342.0,1342.0,1330.0,1088.0,1277.0,0.0090225563909774,0.04150352388410328,0,0,0,1,0,0,15419.0
