ZE2020,target_year,BE,FZ,GI,JZ,KZ,LZ,MN,OQ,RU,total
36,2013,6125.0,3988.0,10745.0,183.0,752.0,144.0,4872.0,16362.0,1475.0,44646.0
37,2013,12812.0,4048.0,14457.0,382.0,1374.0,359.0,6314.0,31119.0,2793.0,73658.0
38,2013,36771.0,13282.0,30736.0,1434.0,2327.0,406.0,15954.0,45461.0,4116.0,150487.0
39,2013,13283.0,7404.0,15745.0,532.0,1193.0,306.0,6230.0,30826.0,3242.0,78761.0
40,2013,1840.0,651.0,1695.0,12.0,145.0,33.0,636.0,5003.0,405.0,10420.0
41,2013,1695.0,1425.0,3063.0,19.0,239.0,104.0,1384.0,5775.0,366.0,14070.0
42,2013,8383.0,2477.0,5744.0,291.0,639.0,90.0,3304.0,11536.0,997.0,33461.0
1,2014,8660.0,4826.0,15476.0,602.0,1212.0,228.0,7643.0,25891.0,1803.0,66341.0
2,2014,50390.0,20045.0,98158.0,10224.0,14304.0,2290.0,66839.0,119895.0,13137.0,395282.0
3,2014,1694.0,348.0,4275.0,80.0,199.0,59.0,1467.0,8523.0,818.0,17463.0
4,2014,2651.0,1598.0,4292.0,50.0,258.0,62.0,1721.0,8231.0,678.0,19541.0
5,2014,7880.0,2777.0,5922.0,121.0,541.0,121.0,3329.0,11467.0,652.0,32810.0
6,2014,1185.0,1015.0,2410.0,3.0,162.0,35.0,836.0,4978.0,346.0,10970.0
7,2014,12884.0,4897.0,23425.0,1461.0,1477.0,666.0,11725.0,42265.0,3876.0,102676.0
8,2014,24592.0,14234.0,113978.0,30683.0,57631.0,5837.0,99743.0,237318.0,35536.0,619552.0
9,2014,21710.0,7584.0,27141.0,1622.0,2238.0,893.0,14128.0,48474.0,3395.0,127185.0
10,2014,25519.0,8287.0,22056.0,1679.0,2170.0,447.0,14114.0,35023.0,3128.0,112423.0
