seed,gamma_geo,gamma_mob,gamma_mob_minus_geo
0,0.004620978143066168,1.1003010272979736,1.0956800491549075
7,0.05297131463885307,1.0796648263931274,1.0266935117542744
42,0.10954875499010086,1.0801589488983154,0.9706101939082146
