region_id,observation_year,sector_a10,sector_births,country,source_label,region_name,region_level,flag_target_concept,meta_region_system,meta_source_label,mask_sector_births,mask_sector_supported,mask_complete_sector_vector,business_sector_total,sector_share,sector_growth_1y,available_for_forecast_year
1101,2019,JZ,616.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,9950.0,0.06190954773869347,0.2701030927835051,2020
1101,2019,KZ,190.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,9950.0,0.019095477386934675,-0.05940594059405946,2020
1101,2019,LZ,373.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,9950.0,0.037487437185929645,0.31338028169014076,2020
1101,2019,MN,2386.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,9950.0,0.23979899497487436,0.18883906327852507,2020
1101,2019,OQ,904.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,9950.0,0.09085427135678392,0.18947368421052624,2020
1101,2019,RU,790.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,9950.0,0.07939698492462312,0.14992721979621537,2020
1101,2020,BE,325.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,10675.0,0.03044496487119438,0.13636363636363646,2021
1101,2020,FZ,802.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,10675.0,0.0751288056206089,0.012626262626262541,2021
1101,2020,GI,4368.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,10675.0,0.40918032786885244,0.20896761693883192,2021
1101,2020,JZ,644.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,10675.0,0.06032786885245902,0.045454545454545414,2021
1101,2020,KZ,219.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,10675.0,0.020515222482435598,0.15263157894736845,2021
1101,2020,LZ,380.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,10675.0,0.035597189695550355,0.018766756032171594,2021
1101,2020,MN,2236.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,10675.0,0.20946135831381732,-0.0628667225481978,2021
1101,2020,OQ,913.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,10675.0,0.08552693208430913,0.009955752212389424,2021
1101,2020,RU,788.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,10675.0,0.07381733021077283,-0.0025316455696202667,2021
1101,2021,BE,356.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12170.0,0.029252259654889073,0.0953846153846154,2022
1101,2021,FZ,837.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12170.0,0.06877567789646673,0.043640897755610863,2022
1101,2021,GI,4754.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12170.0,0.39063270336894,0.08836996336996328,2022
1101,2021,JZ,810.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12170.0,0.06655710764174198,0.2577639751552796,2022
1101,2021,KZ,314.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12170.0,0.02580115036976171,0.4337899543378996,2022
1101,2021,LZ,446.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12170.0,0.03664749383730485,0.17368421052631589,2022
1101,2021,MN,2492.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12170.0,0.2047658175842235,0.11449016100178899,2022
1101,2021,OQ,1094.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12170.0,0.08989317995069844,0.1982475355969331,2022
1101,2021,RU,1067.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12170.0,0.08767460969597371,0.3540609137055837,2022
1101,2022,BE,410.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12073.0,0.03396007620309782,0.151685393258427,2023
1101,2022,FZ,890.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12073.0,0.07371821419696845,0.06332138590203096,2023
1101,2022,GI,3574.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12073.0,0.2960324691460283,-0.2482120319730753,2023
1101,2022,JZ,887.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12073.0,0.07346972583450675,0.09506172839506166,2023
1101,2022,KZ,300.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12073.0,0.024848836246169136,-0.04458598726114649,2023
1101,2022,LZ,430.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12073.0,0.03561666528617576,-0.0358744394618834,2023
1101,2022,MN,3211.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12073.0,0.26596537728816366,0.2885232744783306,2023
1101,2022,OQ,1251.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12073.0,0.1036196471465253,0.14351005484460688,2023
1101,2022,RU,1120.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12073.0,0.09276898865236478,0.04967197750702912,2023
1101,2023,BE,424.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12209.0,0.03472847899090835,0.034146341463414664,2024
1101,2023,FZ,831.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12209.0,0.06806454255057744,-0.06629213483146068,2024
1101,2023,GI,3667.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12209.0,0.30035219919731343,0.026021264689423562,2024
1101,2023,JZ,1039.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12209.0,0.08510115488574002,0.17136414881623452,2024
1101,2023,KZ,273.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12209.0,0.02236055368990089,-0.08999999999999997,2024
1101,2023,LZ,332.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12209.0,0.027193054304201818,-0.22790697674418603,2024
1101,2023,MN,3184.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12209.0,0.26079121959210416,-0.008408595453129886,2024
1101,2023,OQ,1232.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12209.0,0.10090916536980915,-0.0151878497202238,2024
1101,2023,RU,1227.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12209.0,0.10049963141944467,0.09553571428571428,2024
1101,2024,BE,476.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12954.0,0.03674540682414698,0.12264150943396235,2025
1101,2024,FZ,937.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12954.0,0.0723328701559364,0.1275571600481349,2025
1101,2024,GI,4045.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12954.0,0.3122587617724255,0.10308153804199627,2025
1101,2024,JZ,1138.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12954.0,0.08784931295352787,0.095283926852743,2025
1101,2024,KZ,280.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12954.0,0.021614945190674695,0.02564102564102555,2025
1101,2024,LZ,348.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12954.0,0.026864289022695692,0.04819277108433728,2025
1101,2024,MN,3234.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12954.0,0.24965261695229274,0.01570351758793964,2025
1101,2024,OQ,1271.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12954.0,0.09811641191909835,0.031655844155844104,2025
1101,2024,RU,1225.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,12954.0,0.0945653852092018,-0.0016299918500407573,2025
1101,2025,BE,493.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,13508.0,0.036496890731418416,0.03571428571428581,2026
1101,2025,FZ,896.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,13508.0,0.06633106307373408,-0.043756670224119554,2026
1101,2025,GI,4367.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,13508.0,0.32328990228013027,0.07960444993819538,2026
1101,2025,JZ,1128.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,13508.0,0.08350607047675451,-0.008787346221441172,2026
1101,2025,KZ,259.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,13508.0,0.019173822919751258,-0.07499999999999996,2026
1101,2025,LZ,401.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,13508.0,0.02968611193366894,0.1522988505747127,2026
1101,2025,MN,3376.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,13508.0,0.24992596979567663,0.04390847247990104,2026
1101,2025,OQ,1351.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,13508.0,0.10001480604086467,0.0629425649095201,2026
1101,2025,RU,1237.0,FR,SIDE/SIRENE,Cergy-Vexin,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,13508.0,0.09157536274800118,0.009795918367346834,2026
1102,2012,BE,35.0,FR,SIDE/SIRENE,Coulommiers,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,603.0,0.05804311774461028,,2013
1102,2012,FZ,103.0,FR,SIDE/SIRENE,Coulommiers,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,603.0,0.17081260364842454,,2013
1102,2012,GI,171.0,FR,SIDE/SIRENE,Coulommiers,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,603.0,0.2835820895522388,,2013
1102,2012,JZ,21.0,FR,SIDE/SIRENE,Coulommiers,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,603.0,0.03482587064676617,,2013
1102,2012,KZ,12.0,FR,SIDE/SIRENE,Coulommiers,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,603.0,0.01990049751243781,,2013
1102,2012,LZ,14.0,FR,SIDE/SIRENE,Coulommiers,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,603.0,0.02321724709784411,,2013
1102,2012,MN,103.0,FR,SIDE/SIRENE,Coulommiers,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,603.0,0.17081260364842454,,2013
1102,2012,OQ,56.0,FR,SIDE/SIRENE,Coulommiers,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,603.0,0.09286898839137644,,2013
1102,2012,RU,88.0,FR,SIDE/SIRENE,Coulommiers,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,603.0,0.14593698175787728,,2013
1102,2013,BE,36.0,FR,SIDE/SIRENE,Coulommiers,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,644.0,0.055900621118012424,0.02857142857142847,2014
1102,2013,FZ,121.0,FR,SIDE/SIRENE,Coulommiers,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,644.0,0.18788819875776397,0.17475728155339798,2014
1102,2013,GI,183.0,FR,SIDE/SIRENE,Coulommiers,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,644.0,0.2841614906832298,0.07017543859649122,2014
1102,2013,JZ,14.0,FR,SIDE/SIRENE,Coulommiers,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,644.0,0.021739130434782608,-0.33333333333333337,2014
1102,2013,KZ,14.0,FR,SIDE/SIRENE,Coulommiers,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,644.0,0.021739130434782608,0.16666666666666674,2014
1102,2013,LZ,10.0,FR,SIDE/SIRENE,Coulommiers,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,644.0,0.015527950310559006,-0.2857142857142857,2014
1102,2013,MN,114.0,FR,SIDE/SIRENE,Coulommiers,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,644.0,0.17701863354037267,0.10679611650485432,2014
1102,2013,OQ,68.0,FR,SIDE/SIRENE,Coulommiers,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,644.0,0.10559006211180125,0.2142857142857142,2014
1102,2013,RU,84.0,FR,SIDE/SIRENE,Coulommiers,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,644.0,0.13043478260869565,-0.045454545454545414,2014
1102,2014,BE,42.0,FR,SIDE/SIRENE,Coulommiers,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,603.0,0.06965174129353234,0.16666666666666674,2015
1102,2014,FZ,102.0,FR,SIDE/SIRENE,Coulommiers,ZE2020,establishment_creation,ZE2020,SIDE,1,1,1,603.0,0.1691542288557214,-0.15702479338842978,2015
