zone_id,target_year,BE,FZ,GI,JZ,KZ,LZ,MN,OQ,RU,total
CR01,2007,55.0,195.0,405.0,65.0,45.0,20.0,195.0,65.0,175.0,1220.0
CR01,2008,45.0,180.0,335.0,50.0,65.0,25.0,200.0,55.0,140.0,1095.0
CR01,2009,40.0,140.0,300.0,40.0,55.0,25.0,190.0,120.0,155.0,1065.0
CR01,2010,25.0,100.0,260.0,45.0,40.0,15.0,165.0,80.0,110.0,840.0
CR01,2011,35.0,120.0,255.0,45.0,35.0,20.0,185.0,50.0,105.0,850.0
CR01,2012,45.0,85.0,250.0,30.0,45.0,5.0,205.0,45.0,100.0,810.0
CR01,2013,45.0,70.0,275.0,35.0,35.0,15.0,200.0,45.0,100.0,820.0
CR01,2014,35.0,90.0,255.0,40.0,35.0,15.0,185.0,40.0,115.0,810.0
CR01,2015,45.0,85.0,225.0,30.0,35.0,10.0,165.0,170.0,125.0,890.0
CR01,2016,40.0,75.0,220.0,35.0,50.0,5.0,200.0,180.0,110.0,915.0
CR01,2017,35.0,90.0,225.0,20.0,40.0,10.0,150.0,190.0,90.0,850.0
CR01,2018,40.0,90.0,200.0,25.0,55.0,10.0,170.0,155.0,125.0,870.0
CR01,2019,35.0,95.0,220.0,50.0,25.0,10.0,170.0,180.0,115.0,900.0
CR01,2020,50.0,120.0,270.0,40.0,45.0,10.0,190.0,160.0,115.0,1000.0
CR01,2021,55.0,115.0,265.0,30.0,30.0,15.0,180.0,165.0,105.0,960.0
CR01,2022,60.0,160.0,215.0,25.0,25.0,10.0,175.0,195.0,135.0,1000.0
CR01,2023,55.0,210.0,235.0,25.0,15.0,15.0,235.0,175.0,120.0,1085.0
CR01,2024,50.0,160.0,275.0,30.0,15.0,10.0,245.0,160.0,120.0,1065.0
CR01,2025,50.0,115.0,255.0,35.0,5.0,10.0,205.0,130.0,120.0,925.0
CR02,2007,20.0,55.0,130.0,20.0,10.0,5.0,65.0,20.0,45.0,370.0
CR02,2008,15.0,40.0,110.0,10.0,15.0,5.0,55.0,20.0,30.0,300.0
CR02,2009,10.0,20.0,100.0,15.0,15.0,5.0,65.0,55.0,45.0,330.0
CR02,2010,15.0,30.0,85.0,10.0,5.0,5.0,45.0,45.0,30.0,270.0
CR02,2011,15.0,25.0,90.0,5.0,5.0,5.0,45.0,30.0,20.0,240.0
CR02,2012,15.0,20.0,80.0,20.0,10.0,5.0,50.0,20.0,30.0,250.0
CR02,2013,5.0,20.0,90.0,10.0,15.0,5.0,55.0,15.0,30.0,245.0
CR02,2014,10.0,25.0,75.0,5.0,5.0,10.0,55.0,15.0,35.0,235.0
CR02,2015,10.0,35.0,80.0,5.0,15.0,5.0,50.0,55.0,40.0,295.0
CR02,2016,15.0,20.0,85.0,10.0,10.0,5.0,40.0,50.0,30.0,265.0
CR02,2017,15.0,15.0,55.0,5.0,15.0,0.0,40.0,55.0,30.0,230.0
CR02,2018,15.0,25.0,50.0,5.0,15.0,0.0,55.0,50.0,20.0,235.0
CR02,2019,20.0,25.0,55.0,5.0,10.0,0.0,45.0,50.0,30.0,240.0
CR02,2020,10.0,55.0,60.0,5.0,15.0,5.0,50.0,45.0,35.0,280.0
CR02,2021,20.0,55.0,80.0,5.0,5.0,5.0,55.0,55.0,30.0,310.0
CR02,2022,15.0,55.0,85.0,10.0,5.0,5.0,70.0,50.0,40.0,335.0
CR02,2023,25.0,75.0,100.0,10.0,5.0,0.0,80.0,80.0,40.0,415.0
CR02,2024,20.0,45.0,85.0,10.0,5.0,5.0,75.0,45.0,40.0,330.0
CR02,2025,15.0,35.0,70.0,10.0,5.0,5.0,65.0,50.0,25.0,280.0
CR03,2007,115.0,400.0,780.0,285.0,150.0,70.0,830.0,100.0,490.0,3220.0
CR03,2008,95.0,345.0,680.0,270.0,200.0,70.0,775.0,70.0,460.0,2965.0
CR03,2009,95.0,240.0,650.0,315.0,140.0,75.0,1015.0,235.0,680.0,3445.0
CR03,2010,90.0,205.0,605.0,235.0,130.0,40.0,795.0,200.0,510.0,2810.0
CR03,2011,110.0,205.0,675.0,285.0,125.0,45.0,940.0,105.0,500.0,2990.0
CR03,2012,105.0,195.0,645.0,315.0,140.0,45.0,890.0,60.0,470.0,2865.0
CR03,2013,90.0,180.0,660.0,260.0,140.0,30.0,925.0,65.0,455.0,2805.0
CR03,2014,95.0,180.0,745.0,285.0,110.0,45.0,950.0,100.0,480.0,2990.0
CR03,2015,100.0,200.0,635.0,290.0,110.0,40.0,915.0,780.0,405.0,3475.0
CR03,2016,100.0,165.0,640.0,265.0,160.0,40.0,925.0,755.0,490.0,3540.0
CR03,2017,105.0,175.0,595.0,280.0,155.0,50.0,910.0,710.0,555.0,3535.0
CR03,2018,110.0,240.0,590.0,250.0,180.0,50.0,1015.0,790.0,505.0,3730.0
CR03,2019,115.0,275.0,850.0,270.0,175.0,60.0,1125.0,850.0,540.0,4260.0
CR03,2020,125.0,335.0,995.0,295.0,155.0,40.0,1110.0,845.0,540.0,4440.0
CR03,2021,170.0,400.0,1040.0,285.0,165.0,55.0,1245.0,880.0,625.0,4865.0
CR03,2022,135.0,485.0,870.0,310.0,155.0,45.0,1210.0,895.0,700.0,4805.0
CR03,2023,155.0,570.0,1000.0,290.0,50.0,45.0,1535.0,1045.0,645.0,5335.0
CR03,2024,160.0,480.0,950.0,260.0,95.0,40.0,1320.0,895.0,635.0,4835.0
CR03,2025,170.0,415.0,825.0,270.0,30.0,45.0,1140.0,755.0,605.0,4255.0
CR04,2007,130.0,460.0,810.0,120.0,95.0,55.0,615.0,120.0,360.0,2765.0
CR04,2008,145.0,385.0,655.0,130.0,110.0,60.0,570.0,130.0,355.0,2540.0
CR04,2009,125.0,240.0,640.0,155.0,120.0,45.0,620.0,340.0,480.0,2765.0
CR04,2010,100.0,190.0,660.0,150.0,65.0,35.0,525.0,305.0,345.0,2375.0
CR04,2011,105.0,245.0,705.0,150.0,100.0,30.0,595.0,115.0,370.0,2415.0
CR04,2012,95.0,200.0,590.0,150.0,85.0,25.0,565.0,110.0,340.0,2160.0
CR04,2013,115.0,175.0,610.0,140.0,80.0,30.0,615.0,95.0,350.0,2210.0
CR04,2014,95.0,200.0,540.0,150.0,95.0,25.0,605.0,105.0,295.0,2110.0
CR04,2015,120.0,195.0,530.0,105.0,105.0,25.0,590.0,555.0,335.0,2560.0
CR04,2016,120.0,200.0,520.0,125.0,110.0,20.0,560.0,455.0,335.0,2445.0
CR04,2017,125.0,180.0,485.0,110.0,125.0,35.0,535.0,430.0,285.0,2310.0
CR04,2018,120.0,270.0,495.0,100.0,95.0,30.0,550.0,495.0,360.0,2515.0
CR04,2019,135.0,305.0,615.0,120.0,120.0,30.0,610.0,545.0,325.0,2805.0
CR04,2020,115.0,285.0,800.0,130.0,110.0,35.0,655.0,600.0,355.0,3085.0
CR04,2021,175.0,375.0,860.0,140.0,95.0,40.0,730.0,625.0,400.0,3440.0
CR04,2022,165.0,455.0,810.0,140.0,100.0,35.0,710.0,610.0,435.0,3460.0
CR04,2023,125.0,500.0,850.0,105.0,40.0,30.0,940.0,660.0,435.0,3685.0
CR04,2024,145.0,375.0,765.0,115.0,70.0,35.0,800.0,545.0,400.0,3250.0
CR04,2025,130.0,225.0,680.0,125.0,30.0,30.0,730.0,495.0,395.0,2840.0
CR05,2007,70.0,185.0,250.0,35.0,30.0,20.0,265.0,65.0,95.0,1015.0
CR05,2008,70.0,125.0,205.0,30.0,55.0,25.0,210.0,60.0,100.0,880.0
CR05,2009,55.0,105.0,170.0,40.0,45.0,25.0,235.0,155.0,125.0,955.0
CR05,2010,50.0,65.0,165.0,30.0,45.0,10.0,175.0,140.0,90.0,770.0
CR05,2011,65.0,115.0,220.0,45.0,40.0,20.0,220.0,50.0,115.0,890.0
CR05,2012,45.0,70.0,195.0,35.0,45.0,5.0,160.0,45.0,95.0,695.0
CR05,2013,40.0,75.0,185.0,40.0,50.0,5.0,190.0,40.0,115.0,740.0
CR05,2014,85.0,90.0,220.0,35.0,50.0,15.0,245.0,55.0,120.0,915.0
CR05,2015,65.0,90.0,230.0,45.0,55.0,10.0,250.0,230.0,120.0,1095.0
CR05,2016,65.0,90.0,230.0,55.0,60.0,20.0,240.0,200.0,110.0,1070.0
CR05,2017,70.0,85.0,220.0,45.0,80.0,15.0,250.0,225.0,110.0,1100.0
CR05,2018,95.0,110.0,205.0,45.0,75.0,10.0,225.0,290.0,120.0,1175.0
CR05,2019,85.0,110.0,260.0,45.0,65.0,10.0,280.0,245.0,130.0,1230.0
CR05,2020,90.0,100.0,290.0,45.0,70.0,10.0,315.0,235.0,115.0,1270.0
CR05,2021,100.0,150.0,345.0,55.0,80.0,20.0,315.0,290.0,155.0,1510.0
CR05,2022,90.0,180.0,300.0,35.0,50.0,10.0,290.0,255.0,160.0,1370.0
CR05,2023,100.0,190.0,290.0,45.0,20.0,25.0,375.0,310.0,165.0,1520.0
CR05,2024,75.0,165.0,285.0,35.0,35.0,10.0,310.0,265.0,140.0,1320.0
CR05,2025,70.0,100.0,255.0,50.0,25.0,20.0,300.0,200.0,145.0,1165.0
CR06,2007,85.0,280.0,465.0,70.0,75.0,35.0,425.0,100.0,205.0,1740.0
CR06,2008,65.0,230.0,395.0,70.0,75.0,65.0,400.0,95.0,190.0,1585.0
CR06,2009,85.0,165.0,395.0,80.0,100.0,35.0,460.0,260.0,250.0,1830.0
CR06,2010,50.0,120.0,380.0,60.0,65.0,15.0,320.0,215.0,165.0,1390.0
CR06,2011,55.0,135.0,395.0,75.0,65.0,25.0,390.0,75.0,205.0,1420.0
CR06,2012,75.0,150.0,365.0,55.0,65.0,15.0,330.0,70.0,185.0,1310.0
CR06,2013,65.0,130.0,320.0,80.0,65.0,20.0,365.0,55.0,170.0,1270.0
CR06,2014,65.0,110.0,315.0,70.0,65.0,15.0,355.0,60.0,145.0,1200.0
CR06,2015,70.0,115.0,320.0,70.0,65.0,20.0,320.0,345.0,145.0,1470.0
CR06,2016,60.0,85.0,280.0,65.0,75.0,15.0,290.0,305.0,140.0,1315.0
CR06,2017,70.0,100.0,310.0,65.0,80.0,15.0,330.0,285.0,150.0,1405.0
CR06,2018,65.0,145.0,280.0,50.0,65.0,20.0,325.0,285.0,145.0,1380.0
CR06,2019,80.0,130.0,355.0,55.0,75.0,25.0,385.0,340.0,155.0,1600.0
CR06,2020,65.0,110.0,400.0,55.0,85.0,15.0,395.0,315.0,175.0,1615.0
CR06,2021,80.0,190.0,485.0,75.0,90.0,15.0,400.0,335.0,155.0,1825.0
CR06,2022,100.0,185.0,360.0,60.0,60.0,15.0,395.0,365.0,210.0,1750.0
CR06,2023,85.0,175.0,390.0,65.0,25.0,15.0,475.0,415.0,180.0,1825.0
CR06,2024,75.0,160.0,405.0,65.0,60.0,25.0,450.0,330.0,180.0,1750.0
CR06,2025,75.0,145.0,370.0,55.0,15.0,20.0,420.0,265.0,175.0,1540.0
CR07,2007,40.0,170.0,410.0,105.0,75.0,40.0,430.0,65.0,195.0,1530.0
CR07,2008,60.0,130.0,350.0,80.0,100.0,40.0,390.0,45.0,170.0,1365.0
CR07,2009,40.0,115.0,320.0,80.0,80.0,35.0,380.0,160.0,220.0,1430.0
CR07,2010,50.0,85.0,295.0,60.0,60.0,10.0,295.0,140.0,150.0,1145.0
CR07,2011,35.0,90.0,320.0,90.0,80.0,30.0,360.0,85.0,160.0,1250.0
CR07,2012,45.0,95.0,320.0,65.0,70.0,15.0,340.0,45.0,155.0,1150.0
CR07,2013,40.0,100.0,310.0,50.0,75.0,15.0,380.0,45.0,175.0,1190.0
CR07,2014,30.0,80.0,325.0,80.0,75.0,10.0,360.0,50.0,155.0,1165.0
CR07,2015,55.0,90.0,255.0,75.0,70.0,10.0,335.0,370.0,170.0,1430.0
CR07,2016,40.0,90.0,265.0,70.0,80.0,20.0,370.0,345.0,190.0,1470.0
CR07,2017,50.0,90.0,260.0,65.0,80.0,15.0,345.0,300.0,150.0,1355.0
CR07,2018,45.0,115.0,280.0,55.0,80.0,20.0,365.0,345.0,180.0,1485.0
CR07,2019,55.0,120.0,310.0,70.0,80.0,25.0,405.0,325.0,175.0,1565.0
CR07,2020,55.0,100.0,370.0,60.0,75.0,25.0,385.0,335.0,170.0,1575.0
CR07,2021,75.0,155.0,410.0,70.0,85.0,25.0,425.0,370.0,180.0,1795.0
CR07,2022,60.0,170.0,325.0,60.0,80.0,20.0,425.0,380.0,200.0,1720.0
CR07,2023,75.0,170.0,365.0,75.0,25.0,20.0,525.0,390.0,200.0,1845.0
CR07,2024,60.0,155.0,340.0,80.0,70.0,10.0,465.0,355.0,175.0,1710.0
CR07,2025,70.0,135.0,315.0,70.0,30.0,25.0,395.0,315.0,190.0,1545.0
CR08,2007,65.0,235.0,470.0,70.0,60.0,20.0,320.0,60.0,195.0,1495.0
CR08,2008,115.0,180.0,375.0,55.0,90.0,25.0,310.0,65.0,140.0,1355.0
CR08,2009,50.0,145.0,395.0,55.0,75.0,30.0,295.0,145.0,160.0,1350.0
CR08,2010,45.0,125.0,360.0,60.0,45.0,10.0,240.0,115.0,150.0,1150.0
CR08,2011,60.0,115.0,350.0,50.0,80.0,20.0,285.0,60.0,150.0,1170.0
CR08,2012,40.0,75.0,325.0,60.0,75.0,15.0,205.0,35.0,115.0,945.0
CR08,2013,45.0,95.0,315.0,60.0,55.0,15.0,250.0,55.0,130.0,1020.0
CR08,2014,45.0,90.0,340.0,45.0,50.0,10.0,265.0,40.0,150.0,1035.0
CR08,2015,55.0,100.0,315.0,35.0,65.0,15.0,230.0,265.0,130.0,1210.0
CR08,2016,40.0,115.0,300.0,45.0,75.0,15.0,220.0,220.0,140.0,1170.0
CR08,2017,40.0,100.0,285.0,30.0,55.0,20.0,200.0,210.0,155.0,1095.0
CR08,2018,45.0,130.0,265.0,40.0,70.0,10.0,255.0,200.0,150.0,1165.0
CR08,2019,50.0,125.0,315.0,55.0,65.0,20.0,270.0,220.0,170.0,1290.0
CR08,2020,70.0,145.0,355.0,45.0,70.0,10.0,240.0,220.0,160.0,1315.0
CR08,2021,60.0,185.0,390.0,55.0,70.0,15.0,315.0,245.0,160.0,1495.0
CR08,2022,70.0,180.0,355.0,45.0,75.0,10.0,280.0,260.0,185.0,1460.0
CR08,2023,90.0,200.0,355.0,55.0,25.0,10.0,320.0,300.0,190.0,1545.0
CR08,2024,75.0,205.0,415.0,50.0,45.0,15.0,345.0,260.0,165.0,1575.0
CR08,2025,75.0,135.0,330.0,60.0,15.0,15.0,295.0,185.0,180.0,1290.0
CR09,2007,50.0,145.0,370.0,60.0,60.0,40.0,270.0,55.0,140.0,1190.0
CR09,2008,40.0,145.0,260.0,55.0,60.0,25.0,245.0,50.0,125.0,1005.0
CR09,2009,35.0,105.0,280.0,40.0,55.0,20.0,230.0,125.0,170.0,1060.0
CR09,2010,30.0,80.0,245.0,45.0,45.0,15.0,200.0,120.0,120.0,900.0
CR09,2011,45.0,90.0,285.0,40.0,30.0,10.0,260.0,50.0,110.0,920.0
CR09,2012,25.0,90.0,235.0,40.0,50.0,15.0,210.0,60.0,105.0,830.0
CR09,2013,40.0,80.0,230.0,40.0,40.0,10.0,235.0,50.0,115.0,840.0
CR09,2014,40.0,70.0,245.0,40.0,35.0,10.0,230.0,55.0,110.0,835.0
CR09,2015,30.0,90.0,245.0,30.0,55.0,10.0,240.0,240.0,95.0,1035.0
CR09,2016,45.0,65.0,240.0,45.0,65.0,10.0,190.0,230.0,130.0,1020.0
CR09,2017,40.0,65.0,210.0,40.0,55.0,10.0,220.0,210.0,95.0,945.0
CR09,2018,50.0,110.0,225.0,50.0,45.0,15.0,210.0,240.0,135.0,1080.0
CR09,2019,40.0,80.0,245.0,55.0,65.0,20.0,230.0,240.0,105.0,1080.0
CR09,2020,40.0,100.0,310.0,50.0,45.0,5.0,245.0,215.0,140.0,1150.0
CR09,2021,55.0,95.0,345.0,65.0,65.0,20.0,290.0,225.0,125.0,1285.0
CR09,2022,40.0,155.0,290.0,55.0,60.0,10.0,285.0,270.0,135.0,1300.0
CR09,2023,45.0,165.0,320.0,45.0,10.0,15.0,300.0,265.0,125.0,1290.0
CR09,2024,55.0,120.0,270.0,35.0,45.0,15.0,265.0,230.0,140.0,1175.0
CR09,2025,60.0,100.0,260.0,35.0,15.0,15.0,280.0,165.0,140.0,1070.0
CR10,2007,130.0,410.0,735.0,150.0,160.0,75.0,690.0,185.0,345.0,2880.0
CR10,2008,95.0,370.0,665.0,145.0,185.0,70.0,655.0,160.0,325.0,2670.0
CR10,2009,85.0,225.0,610.0,160.0,160.0,70.0,760.0,455.0,445.0,2970.0
CR10,2010,85.0,205.0,595.0,125.0,115.0,40.0,660.0,330.0,370.0,2525.0
CR10,2011,100.0,250.0,665.0,160.0,140.0,45.0,770.0,155.0,390.0,2675.0
CR10,2012,100.0,210.0,645.0,170.0,160.0,30.0,680.0,110.0,390.0,2495.0
CR10,2013,105.0,240.0,620.0,150.0,150.0,40.0,695.0,115.0,360.0,2475.0
CR10,2014,105.0,210.0,695.0,160.0,115.0,30.0,710.0,140.0,325.0,2490.0
CR10,2015,105.0,225.0,620.0,115.0,135.0,25.0,665.0,730.0,340.0,2960.0
CR10,2016,120.0,230.0,630.0,135.0,155.0,40.0,645.0,635.0,340.0,2930.0
CR10,2017,125.0,215.0,585.0,165.0,170.0,40.0,695.0,610.0,390.0,2995.0
CR10,2018,125.0,285.0,565.0,170.0,150.0,45.0,725.0,705.0,385.0,3155.0
CR10,2019,130.0,275.0,740.0,170.0,135.0,35.0,775.0,705.0,400.0,3365.0
CR10,2020,140.0,275.0,835.0,185.0,200.0,45.0,775.0,710.0,380.0,3545.0
CR10,2021,180.0,355.0,980.0,195.0,160.0,50.0,910.0,790.0,405.0,4025.0
CR10,2022,155.0,390.0,795.0,185.0,135.0,40.0,970.0,855.0,475.0,4000.0
CR10,2023,170.0,445.0,900.0,185.0,40.0,50.0,1115.0,860.0,445.0,4210.0
CR10,2024,135.0,350.0,890.0,165.0,110.0,40.0,1035.0,785.0,455.0,3965.0
CR10,2025,125.0,280.0,725.0,180.0,45.0,40.0,1010.0,575.0,415.0,3395.0
CR11,2007,50.0,130.0,285.0,90.0,65.0,25.0,345.0,60.0,185.0,1235.0
CR11,2008,30.0,115.0,240.0,80.0,75.0,35.0,305.0,45.0,155.0,1080.0
CR11,2009,40.0,80.0,285.0,70.0,65.0,15.0,360.0,205.0,175.0,1295.0
CR11,2010,25.0,70.0,265.0,60.0,45.0,15.0,285.0,165.0,150.0,1080.0
CR11,2011,35.0,70.0,275.0,80.0,60.0,10.0,365.0,40.0,155.0,1090.0
CR11,2012,45.0,70.0,250.0,65.0,55.0,15.0,330.0,35.0,140.0,1005.0
CR11,2013,35.0,65.0,230.0,75.0,50.0,15.0,280.0,30.0,150.0,930.0
CR11,2014,25.0,80.0,280.0,65.0,35.0,10.0,345.0,55.0,125.0,1020.0
CR11,2015,45.0,75.0,250.0,65.0,50.0,20.0,270.0,330.0,130.0,1235.0
CR11,2016,45.0,70.0,250.0,60.0,70.0,15.0,280.0,290.0,155.0,1235.0
CR11,2017,45.0,65.0,270.0,60.0,45.0,10.0,355.0,280.0,135.0,1265.0
CR11,2018,40.0,90.0,210.0,75.0,80.0,10.0,355.0,265.0,170.0,1295.0
CR11,2019,55.0,110.0,315.0,70.0,50.0,15.0,380.0,310.0,160.0,1465.0
CR11,2020,60.0,135.0,365.0,85.0,50.0,15.0,360.0,270.0,160.0,1500.0
CR11,2021,60.0,165.0,410.0,105.0,50.0,20.0,380.0,330.0,165.0,1685.0
CR11,2022,75.0,195.0,385.0,85.0,75.0,15.0,420.0,360.0,170.0,1780.0
CR11,2023,65.0,200.0,440.0,100.0,25.0,15.0,535.0,365.0,180.0,1925.0
CR11,2024,50.0,140.0,410.0,75.0,45.0,10.0,450.0,295.0,165.0,1640.0
CR11,2025,50.0,115.0,370.0,80.0,15.0,20.0,430.0,285.0,180.0,1545.0
CR12,2007,225.0,765.0,1535.0,355.0,370.0,130.0,1105.0,140.0,590.0,5215.0
CR12,2008,180.0,675.0,1300.0,305.0,415.0,120.0,1085.0,155.0,550.0,4785.0
CR12,2009,165.0,405.0,1315.0,265.0,345.0,115.0,1110.0,550.0,710.0,4980.0
CR12,2010,165.0,355.0,1315.0,250.0,235.0,50.0,1075.0,475.0,575.0,4495.0
CR12,2011,180.0,405.0,1275.0,300.0,275.0,75.0,1165.0,160.0,575.0,4410.0
CR12,2012,185.0,320.0,1360.0,275.0,230.0,65.0,1190.0,140.0,575.0,4340.0
CR12,2013,180.0,345.0,1255.0,290.0,290.0,50.0,1255.0,100.0,575.0,4340.0
CR12,2014,185.0,325.0,1305.0,280.0,275.0,50.0,1250.0,125.0,575.0,4370.0
CR12,2015,180.0,380.0,1185.0,260.0,285.0,45.0,1090.0,1125.0,540.0,5090.0
CR12,2016,195.0,355.0,1125.0,255.0,320.0,50.0,1125.0,880.0,540.0,4845.0
CR12,2017,180.0,380.0,1065.0,245.0,305.0,60.0,1090.0,835.0,555.0,4715.0
CR12,2018,210.0,440.0,980.0,270.0,275.0,65.0,1120.0,955.0,580.0,4895.0
CR12,2019,205.0,475.0,1405.0,265.0,310.0,55.0,1235.0,935.0,575.0,5460.0
CR12,2020,255.0,445.0,1505.0,295.0,330.0,50.0,1210.0,905.0,590.0,5585.0
CR12,2021,285.0,550.0,1880.0,350.0,340.0,75.0,1345.0,1025.0,590.0,6440.0
CR12,2022,250.0,645.0,1490.0,290.0,275.0,85.0,1375.0,1160.0,670.0,6240.0
CR12,2023,250.0,745.0,1955.0,340.0,100.0,75.0,1725.0,1180.0,685.0,7055.0
CR12,2024,200.0,695.0,1555.0,280.0,185.0,50.0,1515.0,1020.0,635.0,6135.0
CR12,2025,210.0,595.0,1470.0,315.0,70.0,70.0,1540.0,735.0,645.0,5650.0
CR13,2007,230.0,895.0,1325.0,310.0,395.0,110.0,1400.0,205.0,615.0,5485.0
CR13,2008,225.0,775.0,1310.0,335.0,420.0,190.0,1480.0,250.0,570.0,5555.0
CR13,2009,160.0,510.0,1215.0,295.0,325.0,120.0,1505.0,490.0,720.0,5340.0
CR13,2010,155.0,480.0,1260.0,280.0,295.0,70.0,1225.0,435.0,610.0,4810.0
CR13,2011,210.0,610.0,1345.0,330.0,360.0,90.0,1460.0,230.0,645.0,5280.0
CR13,2012,165.0,465.0,1240.0,295.0,360.0,90.0,1385.0,155.0,540.0,4695.0
CR13,2013,175.0,500.0,1200.0,305.0,330.0,70.0,1505.0,180.0,605.0,4870.0
CR13,2014,200.0,490.0,1260.0,270.0,320.0,90.0,1425.0,155.0,575.0,4785.0
CR13,2015,210.0,515.0,1390.0,275.0,350.0,70.0,1345.0,1210.0,545.0,5910.0
CR13,2016,200.0,475.0,1200.0,320.0,350.0,85.0,1445.0,1090.0,615.0,5780.0
CR13,2017,190.0,515.0,1225.0,275.0,350.0,80.0,1360.0,1105.0,590.0,5690.0
CR13,2018,235.0,670.0,1140.0,330.0,355.0,105.0,1600.0,1190.0,670.0,6295.0
CR13,2019,255.0,735.0,1460.0,330.0,360.0,90.0,1795.0,1310.0,620.0,6955.0
CR13,2020,255.0,675.0,1660.0,365.0,325.0,105.0,1715.0,1360.0,685.0,7145.0
CR13,2021,355.0,895.0,1930.0,355.0,370.0,125.0,2060.0,1490.0,695.0,8275.0
CR13,2022,305.0,1005.0,1620.0,375.0,310.0,115.0,2005.0,1625.0,765.0,8125.0
CR13,2023,325.0,1085.0,1710.0,440.0,125.0,95.0,2440.0,1660.0,755.0,8635.0
CR13,2024,310.0,900.0,1690.0,380.0,250.0,90.0,2235.0,1405.0,680.0,7940.0
CR13,2025,250.0,640.0,1500.0,360.0,95.0,120.0,1965.0,1040.0,675.0,6645.0
CR14,2007,135.0,390.0,800.0,125.0,230.0,100.0,690.0,185.0,355.0,3010.0
CR14,2008,120.0,395.0,825.0,130.0,240.0,105.0,745.0,200.0,380.0,3140.0
CR14,2009,115.0,250.0,705.0,135.0,195.0,120.0,745.0,650.0,415.0,3330.0
CR14,2010,105.0,230.0,615.0,115.0,160.0,40.0,650.0,535.0,370.0,2820.0
CR14,2011,110.0,260.0,680.0,140.0,185.0,40.0,645.0,130.0,350.0,2540.0
CR14,2012,110.0,245.0,660.0,140.0,155.0,50.0,655.0,150.0,365.0,2530.0
CR14,2013,95.0,220.0,630.0,130.0,150.0,40.0,685.0,110.0,340.0,2400.0
CR14,2014,90.0,245.0,705.0,160.0,155.0,40.0,685.0,130.0,370.0,2580.0
CR14,2015,120.0,215.0,675.0,115.0,155.0,25.0,680.0,805.0,320.0,3110.0
CR14,2016,115.0,220.0,640.0,125.0,215.0,30.0,705.0,665.0,390.0,3105.0
CR14,2017,110.0,230.0,590.0,115.0,190.0,25.0,650.0,535.0,345.0,2790.0
CR14,2018,135.0,230.0,590.0,130.0,180.0,50.0,660.0,635.0,375.0,2985.0
CR14,2019,130.0,280.0,640.0,120.0,170.0,50.0,770.0,700.0,370.0,3230.0
CR14,2020,130.0,290.0,795.0,175.0,170.0,40.0,745.0,690.0,425.0,3460.0
CR14,2021,210.0,380.0,970.0,165.0,190.0,50.0,855.0,750.0,345.0,3915.0
CR14,2022,170.0,400.0,785.0,145.0,175.0,55.0,830.0,740.0,415.0,3715.0
CR14,2023,170.0,440.0,900.0,150.0,40.0,55.0,975.0,850.0,425.0,4005.0
CR14,2024,135.0,395.0,830.0,140.0,110.0,35.0,925.0,695.0,365.0,3630.0
CR14,2025,125.0,310.0,700.0,150.0,40.0,45.0,845.0,550.0,375.0,3140.0
CR15,2007,190.0,775.0,1535.0,425.0,330.0,135.0,1895.0,95.0,845.0,6225.0
CR15,2008,185.0,790.0,1415.0,375.0,410.0,155.0,1790.0,85.0,845.0,6050.0
CR15,2009,190.0,575.0,1345.0,400.0,315.0,115.0,1920.0,200.0,1080.0,6140.0
CR15,2010,130.0,435.0,1250.0,395.0,250.0,80.0,1740.0,170.0,875.0,5325.0
CR15,2011,190.0,470.0,1480.0,410.0,290.0,85.0,1845.0,60.0,825.0,5655.0
CR15,2012,165.0,395.0,1325.0,410.0,275.0,75.0,1860.0,65.0,790.0,5360.0
CR15,2013,160.0,410.0,1305.0,420.0,260.0,75.0,1785.0,50.0,845.0,5310.0
CR15,2014,205.0,430.0,1460.0,375.0,275.0,75.0,1725.0,75.0,760.0,5380.0
CR15,2015,185.0,465.0,1330.0,350.0,315.0,65.0,1715.0,1525.0,730.0,6680.0
CR15,2016,200.0,430.0,1295.0,420.0,315.0,75.0,1795.0,1535.0,900.0,6965.0
CR15,2017,220.0,505.0,1300.0,405.0,335.0,65.0,1760.0,1590.0,845.0,7025.0
CR15,2018,245.0,675.0,1350.0,395.0,330.0,60.0,1865.0,1815.0,865.0,7600.0
CR15,2019,245.0,750.0,1630.0,465.0,345.0,75.0,2125.0,1945.0,930.0,8510.0
CR15,2020,245.0,705.0,1880.0,405.0,325.0,75.0,2000.0,1830.0,975.0,8440.0
CR15,2021,325.0,770.0,2115.0,440.0,350.0,80.0,2245.0,2120.0,925.0,9370.0
CR15,2022,280.0,875.0,1730.0,455.0,325.0,80.0,2405.0,2535.0,1055.0,9740.0
CR15,2023,310.0,1010.0,1970.0,500.0,110.0,85.0,2895.0,2615.0,1045.0,10540.0
CR15,2024,280.0,815.0,1770.0,430.0,240.0,60.0,2535.0,2030.0,955.0,9115.0
CR15,2025,235.0,675.0,1575.0,450.0,85.0,85.0,2290.0,1545.0,850.0,7790.0
CR16,2007,120.0,415.0,605.0,120.0,145.0,40.0,685.0,130.0,285.0,2545.0
CR16,2008,95.0,340.0,545.0,115.0,140.0,45.0,595.0,120.0,180.0,2175.0
CR16,2009,80.0,235.0,480.0,105.0,180.0,35.0,615.0,295.0,275.0,2300.0
