zone_id,target_year,a10,jobs,jobs_suppressed
CR06,2018,FZ,3.2,0
CR06,2018,GI,21.1,0
CR06,2018,JZ,1.2,0
CR06,2018,KZ,1.5,0
CR06,2018,LZ,0.7,0
CR06,2018,MN,15.9,0
CR06,2018,OPQ,27.0,0
CR06,2018,RSU,2.9,0
CR06,2019,A,0.8,0
CR06,2019,BE,12.3,0
CR06,2019,FZ,3.4,0
CR06,2019,GI,21.6,0
CR06,2019,JZ,1.2,0
CR06,2019,KZ,1.5,0
CR06,2019,LZ,0.7,0
CR06,2019,MN,16.8,0
CR06,2019,OPQ,28.4,0
CR06,2019,RSU,2.9,0
CR06,2020,A,0.8,0
CR06,2020,BE,12.2,0
CR06,2020,FZ,3.6,0
CR06,2020,GI,21.5,0
CR06,2020,JZ,1.2,0
CR06,2020,KZ,1.5,0
CR06,2020,LZ,0.6,0
CR06,2020,MN,14.7,0
CR06,2020,OPQ,28.6,0
CR06,2020,RSU,2.8,0
CR06,2021,A,0.8,0
CR06,2021,BE,12.1,0
CR06,2021,FZ,3.8,0
CR06,2021,GI,22.5,0
CR06,2021,JZ,1.3,0
CR06,2021,KZ,1.7,0
CR06,2021,LZ,0.6,0
CR06,2021,MN,14.4,0
CR06,2021,OPQ,29.7,0
CR06,2021,RSU,2.7,0
CR06,2022,A,0.7,0
CR06,2022,BE,12.3,0
CR06,2022,FZ,4.1,0
CR06,2022,GI,23.3,0
CR06,2022,JZ,1.4,0
CR06,2022,KZ,1.6,0
CR06,2022,LZ,0.7,0
CR06,2022,MN,13.6,0
CR06,2022,OPQ,30.4,0
CR06,2022,RSU,2.8,0
CR06,2023,A,0.8,0
CR06,2023,BE,12.6,0
CR06,2023,FZ,4.3,0
CR06,2023,GI,24.0,0
CR06,2023,JZ,1.4,0
CR06,2023,KZ,1.9,0
CR06,2023,LZ,0.8,0
CR06,2023,MN,13.6,0
CR06,2023,OPQ,30.4,0
CR06,2023,RSU,2.8,0
CR06,2024,A,0.8,0
CR06,2024,BE,12.4,0
CR06,2024,FZ,4.3,0
CR06,2024,GI,23.8,0
CR06,2024,JZ,1.4,0
CR06,2024,KZ,1.7,0
CR06,2024,LZ,0.8,0
CR06,2024,MN,13.8,0
CR06,2024,OPQ,30.8,0
CR06,2024,RSU,2.9,0
CR07,2010,A,0.6,0
CR07,2010,BE,6.6,0
CR07,2010,FZ,3.1,0
CR07,2010,GI,17.3,0
CR07,2010,JZ,0.8,0
CR07,2010,KZ,2.2,0
CR07,2010,LZ,0.6,0
CR07,2010,MN,8.6,0
CR07,2010,OPQ,31.2,0
CR07,2010,RSU,3.3,0
CR07,2011,A,0.0,1
CR07,2011,BE,7.0,0
CR07,2011,FZ,0.0,1
CR07,2011,GI,17.1,0
CR07,2011,JZ,0.9,0
CR07,2011,KZ,2.4,0
CR07,2011,LZ,0.6,0
CR07,2011,MN,8.6,0
CR07,2011,OPQ,29.3,0
CR07,2011,RSU,3.3,0
CR07,2012,A,0.0,1
CR07,2012,BE,7.2,0
CR07,2012,FZ,0.0,1
CR07,2012,GI,16.5,0
CR07,2012,JZ,1.1,0
CR07,2012,KZ,2.2,0
CR07,2012,LZ,0.6,0
CR07,2012,MN,9.3,0
CR07,2012,OPQ,29.5,0
CR07,2012,RSU,3.0,0
CR07,2013,A,0.6,0
CR07,2013,BE,6.5,0
CR07,2013,FZ,2.5,0
CR07,2013,GI,16.9,0
CR07,2013,JZ,0.9,0
CR07,2013,KZ,2.1,0
CR07,2013,LZ,0.6,0
CR07,2013,MN,8.5,0
CR07,2013,OPQ,28.7,0
CR07,2013,RSU,3.1,0
CR07,2014,A,0.6,0
CR07,2014,BE,6.9,0
CR07,2014,FZ,2.5,0
CR07,2014,GI,17.2,0
CR07,2014,JZ,1.0,0
CR07,2014,KZ,2.0,0
CR07,2014,LZ,0.6,0
CR07,2014,MN,9.0,0
CR07,2014,OPQ,29.6,0
CR07,2014,RSU,2.8,0
CR07,2015,A,0.7,0
CR07,2015,BE,6.8,0
CR07,2015,FZ,2.6,0
CR07,2015,GI,17.2,0
CR07,2015,JZ,1.2,0
CR07,2015,KZ,2.3,0
CR07,2015,LZ,0.5,0
CR07,2015,MN,9.9,0
CR07,2015,OPQ,30.1,0
CR07,2015,RSU,2.6,0
CR07,2016,A,0.7,0
CR07,2016,BE,6.6,0
CR07,2016,FZ,2.5,0
CR07,2016,GI,17.9,0
CR07,2016,JZ,1.1,0
CR07,2016,KZ,2.1,0
CR07,2016,LZ,0.5,0
CR07,2016,MN,9.7,0
CR07,2016,OPQ,28.5,0
CR07,2016,RSU,2.6,0
CR07,2017,A,0.7,0
CR07,2017,BE,6.5,0
CR07,2017,FZ,2.6,0
CR07,2017,GI,18.7,0
CR07,2017,JZ,0.9,0
CR07,2017,KZ,2.0,0
CR07,2017,LZ,0.5,0
CR07,2017,MN,9.8,0
CR07,2017,OPQ,29.1,0
CR07,2017,RSU,2.8,0
CR07,2018,A,0.8,0
CR07,2018,BE,6.8,0
CR07,2018,FZ,2.6,0
CR07,2018,GI,18.0,0
CR07,2018,JZ,1.1,0
CR07,2018,KZ,2.1,0
CR07,2018,LZ,0.6,0
CR07,2018,MN,9.6,0
CR07,2018,OPQ,30.8,0
CR07,2018,RSU,2.7,0
CR07,2019,A,0.8,0
CR07,2019,BE,7.1,0
CR07,2019,FZ,2.8,0
CR07,2019,GI,18.6,0
CR07,2019,JZ,1.1,0
CR07,2019,KZ,2.1,0
CR07,2019,LZ,0.6,0
CR07,2019,MN,9.6,0
CR07,2019,OPQ,31.2,0
CR07,2019,RSU,2.7,0
CR07,2020,A,0.8,0
CR07,2020,BE,6.7,0
CR07,2020,FZ,2.8,0
CR07,2020,GI,18.6,0
CR07,2020,JZ,1.1,0
CR07,2020,KZ,2.1,0
CR07,2020,LZ,0.6,0
CR07,2020,MN,10.9,0
CR07,2020,OPQ,31.5,0
CR07,2020,RSU,2.5,0
CR07,2021,A,0.9,0
CR07,2021,BE,6.6,0
CR07,2021,FZ,2.8,0
CR07,2021,GI,19.3,0
CR07,2021,JZ,1.0,0
CR07,2021,KZ,2.1,0
CR07,2021,LZ,0.6,0
CR07,2021,MN,11.9,0
CR07,2021,OPQ,33.9,0
CR07,2021,RSU,2.5,0
CR07,2022,A,0.8,0
CR07,2022,BE,6.4,0
CR07,2022,FZ,3.0,0
CR07,2022,GI,19.2,0
CR07,2022,JZ,1.1,0
CR07,2022,KZ,2.2,0
CR07,2022,LZ,0.6,0
CR07,2022,MN,11.8,0
CR07,2022,OPQ,34.4,0
CR07,2022,RSU,2.7,0
CR07,2023,A,0.8,0
CR07,2023,BE,6.6,0
CR07,2023,FZ,3.2,0
CR07,2023,GI,19.3,0
CR07,2023,JZ,1.3,0
CR07,2023,KZ,2.5,0
CR07,2023,LZ,0.6,0
CR07,2023,MN,10.5,0
CR07,2023,OPQ,35.9,0
CR07,2023,RSU,2.9,0
CR07,2024,A,0.7,0
CR07,2024,BE,7.0,0
CR07,2024,FZ,3.3,0
CR07,2024,GI,19.6,0
CR07,2024,JZ,1.3,0
CR07,2024,KZ,1.9,0
CR07,2024,LZ,0.7,0
CR07,2024,MN,10.7,0
CR07,2024,OPQ,36.8,0
CR07,2024,RSU,3.1,0
CR08,2010,A,1.0,0
CR08,2010,BE,10.6,0
CR08,2010,FZ,3.8,0
CR08,2010,GI,13.7,0
CR08,2010,JZ,0.8,0
CR08,2010,KZ,1.1,0
CR08,2010,LZ,0.7,0
CR08,2010,MN,9.4,0
CR08,2010,OPQ,18.3,0
CR08,2010,RSU,1.6,0
CR08,2011,A,0.0,1
CR08,2011,BE,10.7,0
CR08,2011,FZ,3.9,0
CR08,2011,GI,15.2,0
CR08,2011,JZ,0.0,1
CR08,2011,KZ,0.0,1
CR08,2011,LZ,0.6,0
CR08,2011,MN,10.0,0
CR08,2011,OPQ,18.3,0
CR08,2011,RSU,0.0,1
CR08,2012,A,0.0,1
CR08,2012,BE,9.8,0
CR08,2012,FZ,3.6,0
CR08,2012,GI,15.0,0
CR08,2012,JZ,0.7,0
CR08,2012,KZ,0.9,0
CR08,2012,LZ,0.6,0
CR08,2012,MN,9.9,0
CR08,2012,OPQ,0.0,1
CR08,2012,RSU,1.6,0
CR08,2013,A,0.0,1
CR08,2013,BE,10.5,0
CR08,2013,FZ,3.2,0
CR08,2013,GI,13.8,0
CR08,2013,JZ,0.7,0
CR08,2013,KZ,0.8,0
CR08,2013,LZ,0.5,0
CR08,2013,MN,9.7,0
CR08,2013,OPQ,0.0,1
CR08,2013,RSU,1.5,0
CR08,2014,A,1.0,0
CR08,2014,BE,10.3,0
CR08,2014,FZ,2.9,0
CR08,2014,GI,14.1,0
CR08,2014,JZ,0.7,0
CR08,2014,KZ,0.8,0
CR08,2014,LZ,0.4,0
CR08,2014,MN,10.9,0
CR08,2014,OPQ,17.3,0
CR08,2014,RSU,1.5,0
CR08,2015,A,1.0,0
CR08,2015,BE,9.8,0
CR08,2015,FZ,2.5,0
CR08,2015,GI,14.2,0
CR08,2015,JZ,0.5,0
CR08,2015,KZ,1.1,0
CR08,2015,LZ,0.4,0
CR08,2015,MN,10.8,0
CR08,2015,OPQ,18.0,0
CR08,2015,RSU,1.6,0
CR08,2016,A,0.9,0
CR08,2016,BE,9.5,0
CR08,2016,FZ,2.6,0
CR08,2016,GI,14.2,0
CR08,2016,JZ,0.6,0
CR08,2016,KZ,1.0,0
CR08,2016,LZ,0.4,0
CR08,2016,MN,10.8,0
CR08,2016,OPQ,17.3,0
CR08,2016,RSU,1.8,0
CR08,2017,A,0.9,0
CR08,2017,BE,9.3,0
CR08,2017,FZ,2.5,0
CR08,2017,GI,14.7,0
CR08,2017,JZ,0.6,0
CR08,2017,KZ,1.0,0
CR08,2017,LZ,0.4,0
CR08,2017,MN,11.4,0
CR08,2017,OPQ,18.3,0
CR08,2017,RSU,2.0,0
CR08,2018,A,1.0,0
CR08,2018,BE,9.5,0
CR08,2018,FZ,2.6,0
CR08,2018,GI,15.5,0
CR08,2018,JZ,0.7,0
CR08,2018,KZ,1.0,0
CR08,2018,LZ,0.4,0
CR08,2018,MN,11.5,0
CR08,2018,OPQ,19.0,0
CR08,2018,RSU,1.9,0
CR08,2019,A,1.0,0
CR08,2019,BE,9.5,0
CR08,2019,FZ,2.8,0
CR08,2019,GI,15.7,0
CR08,2019,JZ,0.7,0
CR08,2019,KZ,1.0,0
CR08,2019,LZ,0.4,0
CR08,2019,MN,11.0,0
CR08,2019,OPQ,19.7,0
CR08,2019,RSU,2.0,0
CR08,2020,A,1.0,0
CR08,2020,BE,9.6,0
CR08,2020,FZ,2.9,0
CR08,2020,GI,15.5,0
CR08,2020,JZ,0.7,0
CR08,2020,KZ,0.9,0
CR08,2020,LZ,0.4,0
CR08,2020,MN,9.4,0
CR08,2020,OPQ,19.9,0
CR08,2020,RSU,1.8,0
CR08,2021,A,1.1,0
CR08,2021,BE,9.5,0
CR08,2021,FZ,3.1,0
CR08,2021,GI,16.0,0
CR08,2021,JZ,0.7,0
CR08,2021,KZ,1.0,0
CR08,2021,LZ,0.4,0
CR08,2021,MN,9.5,0
CR08,2021,OPQ,20.1,0
CR08,2021,RSU,1.9,0
CR08,2022,A,1.1,0
CR08,2022,BE,9.4,0
CR08,2022,FZ,3.3,0
CR08,2022,GI,16.5,0
CR08,2022,JZ,0.6,0
CR08,2022,KZ,1.0,0
CR08,2022,LZ,0.4,0
CR08,2022,MN,10.1,0
CR08,2022,OPQ,21.4,0
CR08,2022,RSU,2.0,0
CR08,2023,A,1.1,0
CR08,2023,BE,9.9,0
CR08,2023,FZ,3.1,0
CR08,2023,GI,17.1,0
CR08,2023,JZ,0.6,0
CR08,2023,KZ,1.1,0
CR08,2023,LZ,0.4,0
CR08,2023,MN,10.0,0
CR08,2023,OPQ,20.0,0
CR08,2023,RSU,1.9,0
CR08,2024,A,1.2,0
CR08,2024,BE,9.9,0
CR08,2024,FZ,3.2,0
CR08,2024,GI,17.3,0
CR08,2024,JZ,0.6,0
CR08,2024,KZ,0.5,0
CR08,2024,LZ,0.4,0
CR08,2024,MN,10.9,0
CR08,2024,OPQ,20.1,0
CR08,2024,RSU,2.1,0
CR09,2010,A,0.7,0
CR09,2010,BE,7.7,0
CR09,2010,FZ,2.9,0
CR09,2010,GI,13.3,0
CR09,2010,JZ,0.6,0
CR09,2010,KZ,1.9,0
CR09,2010,LZ,0.4,0
CR09,2010,MN,7.0,0
CR09,2010,OPQ,22.3,0
CR09,2010,RSU,1.6,0
CR09,2011,A,0.7,0
CR09,2011,BE,7.6,0
CR09,2011,FZ,2.8,0
CR09,2011,GI,13.7,0
CR09,2011,JZ,0.6,0
CR09,2011,KZ,2.2,0
CR09,2011,LZ,0.4,0
CR09,2011,MN,8.6,0
CR09,2011,OPQ,22.5,0
CR09,2011,RSU,1.6,0
CR09,2012,A,0.7,0
CR09,2012,BE,7.2,0
CR09,2012,FZ,2.4,0
CR09,2012,GI,13.0,0
CR09,2012,JZ,0.0,1
CR09,2012,KZ,1.7,0
CR09,2012,LZ,0.0,1
CR09,2012,MN,8.7,0
CR09,2012,OPQ,25.2,0
CR09,2012,RSU,1.6,0
CR09,2013,A,0.0,1
CR09,2013,BE,7.4,0
CR09,2013,FZ,0.0,1
CR09,2013,GI,13.0,0
CR09,2013,JZ,0.0,1
CR09,2013,KZ,1.9,0
CR09,2013,LZ,0.0,1
CR09,2013,MN,9.3,0
CR09,2013,OPQ,23.5,0
CR09,2013,RSU,1.5,0
CR09,2014,A,0.7,0
CR09,2014,BE,7.2,0
CR09,2014,FZ,0.0,1
CR09,2014,GI,12.7,0
CR09,2014,JZ,0.6,0
CR09,2014,KZ,1.7,0
CR09,2014,LZ,0.4,0
CR09,2014,MN,10.9,0
CR09,2014,OPQ,0.0,1
CR09,2014,RSU,1.4,0
CR09,2015,A,0.7,0
CR09,2015,BE,7.0,0
CR09,2015,FZ,0.0,1
CR09,2015,GI,13.2,0
CR09,2015,JZ,0.7,0
CR09,2015,KZ,2.0,0
CR09,2015,LZ,0.3,0
CR09,2015,MN,11.7,0
CR09,2015,OPQ,0.0,1
CR09,2015,RSU,1.4,0
CR09,2016,A,0.7,0
CR09,2016,BE,6.7,0
CR09,2016,FZ,1.9,0
CR09,2016,GI,13.0,0
CR09,2016,JZ,0.7,0
CR09,2016,KZ,1.9,0
CR09,2016,LZ,0.3,0
CR09,2016,MN,11.9,0
CR09,2016,OPQ,20.9,0
CR09,2016,RSU,1.5,0
CR09,2017,A,0.7,0
CR09,2017,BE,6.8,0
CR09,2017,FZ,1.8,0
CR09,2017,GI,13.5,0
CR09,2017,JZ,1.0,0
CR09,2017,KZ,1.9,0
CR09,2017,LZ,0.3,0
CR09,2017,MN,13.6,0
CR09,2017,OPQ,19.6,0
CR09,2017,RSU,1.5,0
CR09,2018,A,0.7,0
CR09,2018,BE,6.8,0
CR09,2018,FZ,2.1,0
CR09,2018,GI,14.3,0
CR09,2018,JZ,1.0,0
CR09,2018,KZ,2.0,0
CR09,2018,LZ,0.3,0
CR09,2018,MN,14.7,0
CR09,2018,OPQ,20.2,0
CR09,2018,RSU,1.4,0
CR09,2019,A,0.7,0
CR09,2019,BE,7.0,0
CR09,2019,FZ,2.3,0
CR09,2019,GI,14.8,0
CR09,2019,JZ,1.0,0
CR09,2019,KZ,2.1,0
CR09,2019,LZ,0.3,0
CR09,2019,MN,14.8,0
CR09,2019,OPQ,20.4,0
CR09,2019,RSU,1.3,0
CR09,2020,A,0.7,0
CR09,2020,BE,7.0,0
CR09,2020,FZ,2.4,0
CR09,2020,GI,14.5,0
CR09,2020,JZ,1.0,0
CR09,2020,KZ,2.2,0
CR09,2020,LZ,0.4,0
CR09,2020,MN,13.3,0
CR09,2020,OPQ,20.6,0
CR09,2020,RSU,1.2,0
CR09,2021,A,0.7,0
CR09,2021,BE,7.2,0
CR09,2021,FZ,2.4,0
CR09,2021,GI,14.6,0
CR09,2021,JZ,1.1,0
CR09,2021,KZ,2.2,0
CR09,2021,LZ,0.3,0
CR09,2021,MN,14.3,0
CR09,2021,OPQ,21.4,0
CR09,2021,RSU,1.2,0
CR09,2022,A,0.6,0
CR09,2022,BE,7.6,0
CR09,2022,FZ,2.4,0
CR09,2022,GI,15.0,0
CR09,2022,JZ,1.2,0
CR09,2022,KZ,2.3,0
CR09,2022,LZ,0.3,0
CR09,2022,MN,15.0,0
CR09,2022,OPQ,21.5,0
CR09,2022,RSU,1.3,0
CR09,2023,A,0.6,0
CR09,2023,BE,7.8,0
CR09,2023,FZ,2.7,0
CR09,2023,GI,15.6,0
CR09,2023,JZ,1.1,0
CR09,2023,KZ,2.2,0
CR09,2023,LZ,0.3,0
CR09,2023,MN,14.1,0
CR09,2023,OPQ,23.8,0
CR09,2023,RSU,1.3,0
CR09,2024,A,0.6,0
CR09,2024,BE,7.7,0
CR09,2024,FZ,2.8,0
CR09,2024,GI,15.5,0
CR09,2024,JZ,1.1,0
CR09,2024,KZ,1.6,0
CR09,2024,LZ,0.4,0
CR09,2024,MN,14.1,0
CR09,2024,OPQ,23.7,0
CR09,2024,RSU,1.3,0
CR10,2010,A,2.2,0
CR10,2010,BE,22.7,0
CR10,2010,FZ,11.5,0
CR10,2010,GI,42.7,0
CR10,2010,JZ,2.4,0
CR10,2010,KZ,5.4,0
CR10,2010,LZ,1.1,0
CR10,2010,MN,26.8,0
CR10,2010,OPQ,59.0,0
CR10,2010,RSU,5.0,0
CR10,2011,A,2.2,0
CR10,2011,BE,22.6,0
CR10,2011,FZ,11.0,0
CR10,2011,GI,45.4,0
CR10,2011,JZ,2.4,0
CR10,2011,KZ,5.6,0
CR10,2011,LZ,1.1,0
CR10,2011,MN,26.9,0
CR10,2011,OPQ,59.2,0
CR10,2011,RSU,4.6,0
CR10,2012,A,2.2,0
CR10,2012,BE,23.5,0
CR10,2012,FZ,9.5,0
CR10,2012,GI,44.3,0
CR10,2012,JZ,2.4,0
CR10,2012,KZ,5.0,0
CR10,2012,LZ,0.9,0
CR10,2012,MN,26.0,0
CR10,2012,OPQ,59.9,0
CR10,2012,RSU,4.9,0
CR10,2013,A,2.4,0
CR10,2013,BE,22.6,0
CR10,2013,FZ,8.3,0
CR10,2013,GI,43.0,0
CR10,2013,JZ,2.5,0
CR10,2013,KZ,5.2,0
CR10,2013,LZ,1.0,0
CR10,2013,MN,23.4,0
CR10,2013,OPQ,61.0,0
CR10,2013,RSU,4.3,0
CR10,2014,A,2.1,0
CR10,2014,BE,22.6,0
CR10,2014,FZ,8.4,0
CR10,2014,GI,43.6,0
CR10,2014,JZ,2.4,0
CR10,2014,KZ,4.7,0
CR10,2014,LZ,1.0,0
CR10,2014,MN,24.0,0
CR10,2014,OPQ,60.2,0
CR10,2014,RSU,4.9,0
CR10,2015,A,2.1,0
CR10,2015,BE,23.2,0
CR10,2015,FZ,8.0,0
CR10,2015,GI,44.7,0
CR10,2015,JZ,2.5,0
CR10,2015,KZ,5.2,0
CR10,2015,LZ,0.9,0
CR10,2015,MN,27.4,0
CR10,2015,OPQ,59.6,0
CR10,2015,RSU,4.8,0
CR10,2016,A,2.1,0
CR10,2016,BE,22.5,0
CR10,2016,FZ,8.6,0
CR10,2016,GI,45.7,0
CR10,2016,JZ,2.8,0
CR10,2016,KZ,5.0,0
CR10,2016,LZ,0.9,0
CR10,2016,MN,32.7,0
CR10,2016,OPQ,61.9,0
CR10,2016,RSU,4.9,0
CR10,2017,A,2.1,0
CR10,2017,BE,23.0,0
CR10,2017,FZ,9.3,0
CR10,2017,GI,47.8,0
CR10,2017,JZ,3.0,0
CR10,2017,KZ,4.9,0
CR10,2017,LZ,1.0,0
CR10,2017,MN,32.4,0
CR10,2017,OPQ,62.5,0
CR10,2017,RSU,5.2,0
CR10,2018,A,2.2,0
CR10,2018,BE,24.0,0
CR10,2018,FZ,9.9,0
CR10,2018,GI,50.0,0
CR10,2018,JZ,3.0,0
CR10,2018,KZ,4.7,0
CR10,2018,LZ,1.1,0
CR10,2018,MN,31.9,0
CR10,2018,OPQ,64.2,0
CR10,2018,RSU,5.4,0
CR10,2019,A,2.2,0
CR10,2019,BE,24.0,0
CR10,2019,FZ,10.5,0
CR10,2019,GI,51.7,0
CR10,2019,JZ,3.1,0
CR10,2019,KZ,3.7,0
CR10,2019,LZ,1.0,0
CR10,2019,MN,32.5,0
CR10,2019,OPQ,65.3,0
CR10,2019,RSU,5.7,0
CR10,2020,A,2.3,0
CR10,2020,BE,23.8,0
CR10,2020,FZ,11.0,0
CR10,2020,GI,49.8,0
CR10,2020,JZ,3.2,0
CR10,2020,KZ,4.1,0
CR10,2020,LZ,1.2,0
CR10,2020,MN,32.8,0
CR10,2020,OPQ,66.3,0
CR10,2020,RSU,5.1,0
CR10,2021,A,2.3,0
CR10,2021,BE,25.5,0
CR10,2021,FZ,11.4,0
CR10,2021,GI,52.3,0
CR10,2021,JZ,3.7,0
CR10,2021,KZ,3.9,0
CR10,2021,LZ,1.1,0
CR10,2021,MN,33.5,0
CR10,2021,OPQ,68.1,0
CR10,2021,RSU,5.2,0
CR10,2022,A,2.2,0
CR10,2022,BE,26.2,0
CR10,2022,FZ,11.8,0
CR10,2022,GI,54.3,0
CR10,2022,JZ,3.7,0
CR10,2022,KZ,4.3,0
CR10,2022,LZ,1.3,0
CR10,2022,MN,31.7,0
CR10,2022,OPQ,70.0,0
CR10,2022,RSU,5.7,0
CR10,2023,A,2.2,0
CR10,2023,BE,25.6,0
CR10,2023,FZ,11.7,0
CR10,2023,GI,55.4,0
CR10,2023,JZ,3.8,0
CR10,2023,KZ,4.2,0
CR10,2023,LZ,1.3,0
CR10,2023,MN,28.0,0
CR10,2023,OPQ,71.3,0
CR10,2023,RSU,6.1,0
CR10,2024,A,2.3,0
CR10,2024,BE,26.2,0
CR10,2024,FZ,12.2,0
CR10,2024,GI,57.4,0
CR10,2024,JZ,3.9,0
CR10,2024,KZ,3.3,0
CR10,2024,LZ,1.4,0
CR10,2024,MN,27.2,0
CR10,2024,OPQ,73.2,0
CR10,2024,RSU,5.7,0
CR11,2010,A,1.3,0
CR11,2010,BE,9.5,0
CR11,2010,FZ,3.1,0
CR11,2010,GI,15.3,0
CR11,2010,JZ,1.8,0
CR11,2010,KZ,1.3,0
CR11,2010,LZ,0.7,0
CR11,2010,MN,13.6,0
CR11,2010,OPQ,20.6,0
CR11,2010,RSU,2.7,0
CR11,2011,A,1.3,0
CR11,2011,BE,9.7,0
CR11,2011,FZ,3.0,0
CR11,2011,GI,15.7,0
CR11,2011,JZ,1.7,0
CR11,2011,KZ,1.4,0
CR11,2011,LZ,0.6,0
CR11,2011,MN,14.0,0
CR11,2011,OPQ,20.6,0
CR11,2011,RSU,2.7,0
CR11,2012,A,1.3,0
CR11,2012,BE,9.3,0
CR11,2012,FZ,2.9,0
CR11,2012,GI,15.3,0
CR11,2012,JZ,1.8,0
CR11,2012,KZ,1.1,0
CR11,2012,LZ,0.7,0
CR11,2012,MN,12.4,0
CR11,2012,OPQ,21.5,0
CR11,2012,RSU,2.2,0
CR11,2013,A,1.2,0
CR11,2013,BE,9.1,0
CR11,2013,FZ,2.8,0
CR11,2013,GI,16.0,0
CR11,2013,JZ,1.9,0
CR11,2013,KZ,1.0,0
CR11,2013,LZ,0.7,0
CR11,2013,MN,12.3,0
CR11,2013,OPQ,21.1,0
CR11,2013,RSU,2.0,0
CR11,2014,A,1.3,0
CR11,2014,BE,8.7,0
CR11,2014,FZ,2.6,0
CR11,2014,GI,16.0,0
CR11,2014,JZ,2.1,0
CR11,2014,KZ,1.0,0
CR11,2014,LZ,0.6,0
CR11,2014,MN,13.1,0
CR11,2014,OPQ,20.9,0
CR11,2014,RSU,2.1,0
CR11,2015,A,1.2,0
CR11,2015,BE,8.7,0
CR11,2015,FZ,2.7,0
CR11,2015,GI,16.0,0
CR11,2015,JZ,2.0,0
CR11,2015,KZ,1.2,0
CR11,2015,LZ,0.6,0
CR11,2015,MN,13.5,0
CR11,2015,OPQ,20.5,0
CR11,2015,RSU,2.2,0
CR11,2016,A,1.2,0
CR11,2016,BE,8.7,0
CR11,2016,FZ,2.9,0
CR11,2016,GI,16.5,0
CR11,2016,JZ,2.3,0
CR11,2016,KZ,1.3,0
CR11,2016,LZ,0.6,0
CR11,2016,MN,13.8,0
CR11,2016,OPQ,20.3,0
CR11,2016,RSU,2.1,0
CR11,2017,A,1.2,0
CR11,2017,BE,8.5,0
CR11,2017,FZ,3.0,0
CR11,2017,GI,17.4,0
CR11,2017,JZ,2.4,0
CR11,2017,KZ,1.3,0
CR11,2017,LZ,0.6,0
CR11,2017,MN,22.3,0
CR11,2017,OPQ,19.6,0
CR11,2017,RSU,2.3,0
CR11,2018,A,1.3,0
CR11,2018,BE,8.9,0
CR11,2018,FZ,3.1,0
CR11,2018,GI,17.6,0
CR11,2018,JZ,2.5,0
CR11,2018,KZ,1.3,0
CR11,2018,LZ,0.6,0
CR11,2018,MN,23.2,0
CR11,2018,OPQ,19.9,0
CR11,2018,RSU,2.3,0
CR11,2019,A,1.3,0
CR11,2019,BE,8.6,0
CR11,2019,FZ,3.0,0
CR11,2019,GI,17.9,0
CR11,2019,JZ,2.6,0
CR11,2019,KZ,1.3,0
CR11,2019,LZ,0.6,0
CR11,2019,MN,13.2,0
CR11,2019,OPQ,20.3,0
CR11,2019,RSU,2.5,0
CR11,2020,A,1.3,0
CR11,2020,BE,8.7,0
CR11,2020,FZ,3.1,0
CR11,2020,GI,16.1,0
CR11,2020,JZ,2.7,0
CR11,2020,KZ,1.2,0
CR11,2020,LZ,0.6,0
CR11,2020,MN,12.2,0
CR11,2020,OPQ,21.1,0
CR11,2020,RSU,2.3,0
CR11,2021,A,1.3,0
CR11,2021,BE,8.8,0
CR11,2021,FZ,3.2,0
CR11,2021,GI,17.4,0
CR11,2021,JZ,3.0,0
CR11,2021,KZ,1.2,0
CR11,2021,LZ,0.6,0
CR11,2021,MN,12.4,0
CR11,2021,OPQ,22.2,0
CR11,2021,RSU,2.5,0
CR11,2022,A,0.7,0
CR11,2022,BE,8.9,0
CR11,2022,FZ,3.2,0
CR11,2022,GI,18.2,0
CR11,2022,JZ,3.4,0
CR11,2022,KZ,1.3,0
CR11,2022,LZ,0.6,0
CR11,2022,MN,12.7,0
CR11,2022,OPQ,22.5,0
CR11,2022,RSU,2.6,0
CR11,2023,A,0.6,0
CR11,2023,BE,8.8,0
CR11,2023,FZ,3.3,0
CR11,2023,GI,18.5,0
CR11,2023,JZ,3.3,0
CR11,2023,KZ,1.4,0
CR11,2023,LZ,0.6,0
CR11,2023,MN,12.8,0
CR11,2023,OPQ,22.6,0
CR11,2023,RSU,2.7,0
CR11,2024,A,0.7,0
CR11,2024,BE,8.7,0
CR11,2024,FZ,3.3,0
CR11,2024,GI,18.9,0
CR11,2024,JZ,3.3,0
CR11,2024,KZ,0.6,0
CR11,2024,LZ,0.7,0
CR11,2024,MN,12.9,0
CR11,2024,OPQ,23.5,0
CR11,2024,RSU,2.7,0
CR12,2010,A,1.8,0
CR12,2010,BE,44.0,0
CR12,2010,FZ,17.6,0
CR12,2010,GI,68.1,0
CR12,2010,JZ,5.4,0
CR12,2010,KZ,6.1,0
CR12,2010,LZ,2.4,0
CR12,2010,MN,39.4,0
CR12,2010,OPQ,83.5,0
CR12,2010,RSU,8.2,0
CR12,2011,A,1.7,0
CR12,2011,BE,44.2,0
CR12,2011,FZ,17.2,0
CR12,2011,GI,70.3,0
CR12,2011,JZ,5.4,0
CR12,2011,KZ,7.2,0
CR12,2011,LZ,2.3,0
CR12,2011,MN,37.9,0
CR12,2011,OPQ,87.6,0
CR12,2011,RSU,8.4,0
CR12,2012,A,1.8,0
CR12,2012,BE,43.4,0
CR12,2012,FZ,15.8,0
