ID,BedrijfstakkenBranchesSBI2008,RegioS,Perioden,OprichtingenVanVestigingen_1
10499,306300 ,CR01  ,2018JJ00,0.0
10500,306300 ,CR01  ,2019JJ00,0.0
10501,306300 ,CR01  ,2020JJ00,0.0
10502,306300 ,CR01  ,2021JJ00,0.0
10503,306300 ,CR01  ,2022JJ00,0.0
10504,306300 ,CR01  ,2023JJ00,0.0
10505,306300 ,CR01  ,2024JJ00,0.0
10506,306300 ,CR01  ,2025JJ00,0.0
10507,306300 ,CR02  ,2007JJ00,0.0
10508,306300 ,CR02  ,2008JJ00,0.0
10509,306300 ,CR02  ,2009JJ00,0.0
10510,306300 ,CR02  ,2010JJ00,0.0
10511,306300 ,CR02  ,2011JJ00,0.0
10512,306300 ,CR02  ,2012JJ00,0.0
10513,306300 ,CR02  ,2013JJ00,0.0
10514,306300 ,CR02  ,2014JJ00,0.0
10515,306300 ,CR02  ,2015JJ00,0.0
10516,306300 ,CR02  ,2016JJ00,0.0
10517,306300 ,CR02  ,2017JJ00,0.0
10518,306300 ,CR02  ,2018JJ00,0.0
10519,306300 ,CR02  ,2019JJ00,0.0
10520,306300 ,CR02  ,2020JJ00,0.0
10521,306300 ,CR02  ,2021JJ00,0.0
10522,306300 ,CR02  ,2022JJ00,0.0
10523,306300 ,CR02  ,2023JJ00,0.0
10524,306300 ,CR02  ,2024JJ00,0.0
10525,306300 ,CR02  ,2025JJ00,0.0
10526,306300 ,CR03  ,2007JJ00,0.0
10527,306300 ,CR03  ,2008JJ00,0.0
10528,306300 ,CR03  ,2009JJ00,0.0
10529,306300 ,CR03  ,2010JJ00,0.0
10530,306300 ,CR03  ,2011JJ00,0.0
10531,306300 ,CR03  ,2012JJ00,0.0
10532,306300 ,CR03  ,2013JJ00,0.0
10533,306300 ,CR03  ,2014JJ00,0.0
10534,306300 ,CR03  ,2015JJ00,0.0
10535,306300 ,CR03  ,2016JJ00,0.0
10536,306300 ,CR03  ,2017JJ00,0.0
10537,306300 ,CR03  ,2018JJ00,0.0
10538,306300 ,CR03  ,2019JJ00,0.0
10539,306300 ,CR03  ,2020JJ00,0.0
10540,306300 ,CR03  ,2021JJ00,0.0
10541,306300 ,CR03  ,2022JJ00,0.0
10542,306300 ,CR03  ,2023JJ00,0.0
10543,306300 ,CR03  ,2024JJ00,0.0
10544,306300 ,CR03  ,2025JJ00,0.0
10545,306300 ,CR04  ,2007JJ00,0.0
10546,306300 ,CR04  ,2008JJ00,0.0
10547,306300 ,CR04  ,2009JJ00,0.0
10548,306300 ,CR04  ,2010JJ00,0.0
10549,306300 ,CR04  ,2011JJ00,0.0
10550,306300 ,CR04  ,2012JJ00,0.0
10551,306300 ,CR04  ,2013JJ00,0.0
10552,306300 ,CR04  ,2014JJ00,0.0
10553,306300 ,CR04  ,2015JJ00,0.0
10554,306300 ,CR04  ,2016JJ00,0.0
10555,306300 ,CR04  ,2017JJ00,0.0
10556,306300 ,CR04  ,2018JJ00,0.0
10557,306300 ,CR04  ,2019JJ00,0.0
10558,306300 ,CR04  ,2020JJ00,0.0
10559,306300 ,CR04  ,2021JJ00,0.0
10560,306300 ,CR04  ,2022JJ00,0.0
10561,306300 ,CR04  ,2023JJ00,0.0
10562,306300 ,CR04  ,2024JJ00,0.0
10563,306300 ,CR04  ,2025JJ00,0.0
10564,306300 ,CR05  ,2007JJ00,0.0
10565,306300 ,CR05  ,2008JJ00,0.0
10566,306300 ,CR05  ,2009JJ00,0.0
10567,306300 ,CR05  ,2010JJ00,0.0
10568,306300 ,CR05  ,2011JJ00,0.0
10569,306300 ,CR05  ,2012JJ00,0.0
10570,306300 ,CR05  ,2013JJ00,0.0
10571,306300 ,CR05  ,2014JJ00,0.0
10572,306300 ,CR05  ,2015JJ00,0.0
10573,306300 ,CR05  ,2016JJ00,0.0
10574,306300 ,CR05  ,2017JJ00,0.0
10575,306300 ,CR05  ,2018JJ00,0.0
10576,306300 ,CR05  ,2019JJ00,0.0
10577,306300 ,CR05  ,2020JJ00,0.0
10578,306300 ,CR05  ,2021JJ00,0.0
10579,306300 ,CR05  ,2022JJ00,0.0
10580,306300 ,CR05  ,2023JJ00,0.0
10581,306300 ,CR05  ,2024JJ00,0.0
10582,306300 ,CR05  ,2025JJ00,0.0
10583,306300 ,CR06  ,2007JJ00,0.0
10584,306300 ,CR06  ,2008JJ00,0.0
10585,306300 ,CR06  ,2009JJ00,0.0
10586,306300 ,CR06  ,2010JJ00,0.0
10587,306300 ,CR06  ,2011JJ00,0.0
10588,306300 ,CR06  ,2012JJ00,0.0
10589,306300 ,CR06  ,2013JJ00,0.0
10590,306300 ,CR06  ,2014JJ00,0.0
10591,306300 ,CR06  ,2015JJ00,0.0
10592,306300 ,CR06  ,2016JJ00,0.0
10593,306300 ,CR06  ,2017JJ00,0.0
10594,306300 ,CR06  ,2018JJ00,0.0
10595,306300 ,CR06  ,2019JJ00,0.0
10596,306300 ,CR06  ,2020JJ00,0.0
10597,306300 ,CR06  ,2021JJ00,0.0
10598,306300 ,CR06  ,2022JJ00,0.0
10599,306300 ,CR06  ,2023JJ00,0.0
10600,306300 ,CR06  ,2024JJ00,0.0
10601,306300 ,CR06  ,2025JJ00,0.0
10602,306300 ,CR07  ,2007JJ00,0.0
10603,306300 ,CR07  ,2008JJ00,0.0
10604,306300 ,CR07  ,2009JJ00,0.0
10605,306300 ,CR07  ,2010JJ00,0.0
10606,306300 ,CR07  ,2011JJ00,0.0
10607,306300 ,CR07  ,2012JJ00,0.0
10608,306300 ,CR07  ,2013JJ00,0.0
10609,306300 ,CR07  ,2014JJ00,0.0
10610,306300 ,CR07  ,2015JJ00,0.0
10611,306300 ,CR07  ,2016JJ00,0.0
10612,306300 ,CR07  ,2017JJ00,0.0
10613,306300 ,CR07  ,2018JJ00,0.0
10614,306300 ,CR07  ,2019JJ00,0.0
10615,306300 ,CR07  ,2020JJ00,0.0
10616,306300 ,CR07  ,2021JJ00,0.0
10617,306300 ,CR07  ,2022JJ00,0.0
10618,306300 ,CR07  ,2023JJ00,0.0
10619,306300 ,CR07  ,2024JJ00,0.0
10620,306300 ,CR07  ,2025JJ00,0.0
10621,306300 ,CR08  ,2007JJ00,0.0
10622,306300 ,CR08  ,2008JJ00,0.0
10623,306300 ,CR08  ,2009JJ00,0.0
10624,306300 ,CR08  ,2010JJ00,0.0
10625,306300 ,CR08  ,2011JJ00,0.0
10626,306300 ,CR08  ,2012JJ00,0.0
10627,306300 ,CR08  ,2013JJ00,0.0
10628,306300 ,CR08  ,2014JJ00,0.0
10629,306300 ,CR08  ,2015JJ00,0.0
10630,306300 ,CR08  ,2016JJ00,0.0
10631,306300 ,CR08  ,2017JJ00,0.0
10632,306300 ,CR08  ,2018JJ00,0.0
10633,306300 ,CR08  ,2019JJ00,0.0
10634,306300 ,CR08  ,2020JJ00,0.0
10635,306300 ,CR08  ,2021JJ00,0.0
10636,306300 ,CR08  ,2022JJ00,0.0
10637,306300 ,CR08  ,2023JJ00,0.0
10638,306300 ,CR08  ,2024JJ00,0.0
10639,306300 ,CR08  ,2025JJ00,0.0
10640,306300 ,CR09  ,2007JJ00,0.0
10641,306300 ,CR09  ,2008JJ00,0.0
10642,306300 ,CR09  ,2009JJ00,0.0
10643,306300 ,CR09  ,2010JJ00,0.0
10644,306300 ,CR09  ,2011JJ00,0.0
10645,306300 ,CR09  ,2012JJ00,0.0
10646,306300 ,CR09  ,2013JJ00,0.0
10647,306300 ,CR09  ,2014JJ00,0.0
10648,306300 ,CR09  ,2015JJ00,0.0
10649,306300 ,CR09  ,2016JJ00,0.0
10650,306300 ,CR09  ,2017JJ00,0.0
10651,306300 ,CR09  ,2018JJ00,0.0
10652,306300 ,CR09  ,2019JJ00,0.0
10653,306300 ,CR09  ,2020JJ00,0.0
10654,306300 ,CR09  ,2021JJ00,0.0
10655,306300 ,CR09  ,2022JJ00,0.0
10656,306300 ,CR09  ,2023JJ00,0.0
10657,306300 ,CR09  ,2024JJ00,0.0
10658,306300 ,CR09  ,2025JJ00,0.0
10659,306300 ,CR10  ,2007JJ00,0.0
10660,306300 ,CR10  ,2008JJ00,0.0
10661,306300 ,CR10  ,2009JJ00,0.0
10662,306300 ,CR10  ,2010JJ00,0.0
10663,306300 ,CR10  ,2011JJ00,0.0
10664,306300 ,CR10  ,2012JJ00,0.0
10665,306300 ,CR10  ,2013JJ00,0.0
10666,306300 ,CR10  ,2014JJ00,0.0
10667,306300 ,CR10  ,2015JJ00,0.0
10668,306300 ,CR10  ,2016JJ00,0.0
10669,306300 ,CR10  ,2017JJ00,0.0
10670,306300 ,CR10  ,2018JJ00,0.0
10671,306300 ,CR10  ,2019JJ00,0.0
10672,306300 ,CR10  ,2020JJ00,0.0
10673,306300 ,CR10  ,2021JJ00,0.0
10674,306300 ,CR10  ,2022JJ00,0.0
10675,306300 ,CR10  ,2023JJ00,0.0
10676,306300 ,CR10  ,2024JJ00,0.0
10677,306300 ,CR10  ,2025JJ00,0.0
10678,306300 ,CR11  ,2007JJ00,0.0
10679,306300 ,CR11  ,2008JJ00,0.0
10680,306300 ,CR11  ,2009JJ00,0.0
10681,306300 ,CR11  ,2010JJ00,0.0
10682,306300 ,CR11  ,2011JJ00,0.0
10683,306300 ,CR11  ,2012JJ00,0.0
10684,306300 ,CR11  ,2013JJ00,0.0
10685,306300 ,CR11  ,2014JJ00,0.0
10686,306300 ,CR11  ,2015JJ00,0.0
10687,306300 ,CR11  ,2016JJ00,0.0
10688,306300 ,CR11  ,2017JJ00,0.0
10689,306300 ,CR11  ,2018JJ00,0.0
10690,306300 ,CR11  ,2019JJ00,0.0
10691,306300 ,CR11  ,2020JJ00,0.0
10692,306300 ,CR11  ,2021JJ00,0.0
10693,306300 ,CR11  ,2022JJ00,0.0
10694,306300 ,CR11  ,2023JJ00,0.0
10695,306300 ,CR11  ,2024JJ00,0.0
10696,306300 ,CR11  ,2025JJ00,0.0
10697,306300 ,CR12  ,2007JJ00,0.0
10698,306300 ,CR12  ,2008JJ00,0.0
10699,306300 ,CR12  ,2009JJ00,0.0
10700,306300 ,CR12  ,2010JJ00,0.0
10701,306300 ,CR12  ,2011JJ00,0.0
10702,306300 ,CR12  ,2012JJ00,0.0
10703,306300 ,CR12  ,2013JJ00,0.0
10704,306300 ,CR12  ,2014JJ00,0.0
10705,306300 ,CR12  ,2015JJ00,0.0
10706,306300 ,CR12  ,2016JJ00,0.0
10707,306300 ,CR12  ,2017JJ00,0.0
10708,306300 ,CR12  ,2018JJ00,0.0
10709,306300 ,CR12  ,2019JJ00,0.0
10710,306300 ,CR12  ,2020JJ00,0.0
10711,306300 ,CR12  ,2021JJ00,0.0
10712,306300 ,CR12  ,2022JJ00,0.0
10713,306300 ,CR12  ,2023JJ00,0.0
10714,306300 ,CR12  ,2024JJ00,0.0
10715,306300 ,CR12  ,2025JJ00,0.0
10716,306300 ,CR13  ,2007JJ00,0.0
10717,306300 ,CR13  ,2008JJ00,0.0
10718,306300 ,CR13  ,2009JJ00,0.0
10719,306300 ,CR13  ,2010JJ00,0.0
10720,306300 ,CR13  ,2011JJ00,0.0
10721,306300 ,CR13  ,2012JJ00,0.0
10722,306300 ,CR13  ,2013JJ00,0.0
10723,306300 ,CR13  ,2014JJ00,0.0
10724,306300 ,CR13  ,2015JJ00,0.0
10725,306300 ,CR13  ,2016JJ00,0.0
10726,306300 ,CR13  ,2017JJ00,0.0
10727,306300 ,CR13  ,2018JJ00,0.0
10728,306300 ,CR13  ,2019JJ00,0.0
10729,306300 ,CR13  ,2020JJ00,0.0
10730,306300 ,CR13  ,2021JJ00,0.0
10731,306300 ,CR13  ,2022JJ00,0.0
10732,306300 ,CR13  ,2023JJ00,0.0
10733,306300 ,CR13  ,2024JJ00,0.0
10734,306300 ,CR13  ,2025JJ00,0.0
10735,306300 ,CR14  ,2007JJ00,0.0
10736,306300 ,CR14  ,2008JJ00,0.0
10737,306300 ,CR14  ,2009JJ00,0.0
10738,306300 ,CR14  ,2010JJ00,0.0
10739,306300 ,CR14  ,2011JJ00,0.0
10740,306300 ,CR14  ,2012JJ00,0.0
10741,306300 ,CR14  ,2013JJ00,0.0
10742,306300 ,CR14  ,2014JJ00,0.0
10743,306300 ,CR14  ,2015JJ00,0.0
10744,306300 ,CR14  ,2016JJ00,0.0
10745,306300 ,CR14  ,2017JJ00,0.0
10746,306300 ,CR14  ,2018JJ00,0.0
10747,306300 ,CR14  ,2019JJ00,0.0
10748,306300 ,CR14  ,2020JJ00,0.0
10749,306300 ,CR14  ,2021JJ00,0.0
10750,306300 ,CR14  ,2022JJ00,0.0
10751,306300 ,CR14  ,2023JJ00,0.0
10752,306300 ,CR14  ,2024JJ00,0.0
10753,306300 ,CR14  ,2025JJ00,0.0
10754,306300 ,CR15  ,2007JJ00,0.0
10755,306300 ,CR15  ,2008JJ00,0.0
10756,306300 ,CR15  ,2009JJ00,0.0
10757,306300 ,CR15  ,2010JJ00,0.0
10758,306300 ,CR15  ,2011JJ00,0.0
10759,306300 ,CR15  ,2012JJ00,0.0
10760,306300 ,CR15  ,2013JJ00,0.0
10761,306300 ,CR15  ,2014JJ00,0.0
10762,306300 ,CR15  ,2015JJ00,0.0
10763,306300 ,CR15  ,2016JJ00,0.0
10764,306300 ,CR15  ,2017JJ00,0.0
10765,306300 ,CR15  ,2018JJ00,0.0
10766,306300 ,CR15  ,2019JJ00,0.0
10767,306300 ,CR15  ,2020JJ00,0.0
10768,306300 ,CR15  ,2021JJ00,0.0
10769,306300 ,CR15  ,2022JJ00,0.0
10770,306300 ,CR15  ,2023JJ00,0.0
10771,306300 ,CR15  ,2024JJ00,0.0
10772,306300 ,CR15  ,2025JJ00,0.0
10773,306300 ,CR16  ,2007JJ00,0.0
10774,306300 ,CR16  ,2008JJ00,0.0
10775,306300 ,CR16  ,2009JJ00,0.0
10776,306300 ,CR16  ,2010JJ00,0.0
10777,306300 ,CR16  ,2011JJ00,0.0
10778,306300 ,CR16  ,2012JJ00,0.0
10779,306300 ,CR16  ,2013JJ00,0.0
10780,306300 ,CR16  ,2014JJ00,0.0
10781,306300 ,CR16  ,2015JJ00,0.0
10782,306300 ,CR16  ,2016JJ00,0.0
10783,306300 ,CR16  ,2017JJ00,0.0
10784,306300 ,CR16  ,2018JJ00,0.0
10785,306300 ,CR16  ,2019JJ00,0.0
10786,306300 ,CR16  ,2020JJ00,0.0
10787,306300 ,CR16  ,2021JJ00,0.0
10788,306300 ,CR16  ,2022JJ00,0.0
10789,306300 ,CR16  ,2023JJ00,0.0
10790,306300 ,CR16  ,2024JJ00,0.0
10791,306300 ,CR16  ,2025JJ00,0.0
10792,306300 ,CR17  ,2007JJ00,0.0
10793,306300 ,CR17  ,2008JJ00,0.0
10794,306300 ,CR17  ,2009JJ00,0.0
10795,306300 ,CR17  ,2010JJ00,0.0
10796,306300 ,CR17  ,2011JJ00,0.0
10797,306300 ,CR17  ,2012JJ00,0.0
10798,306300 ,CR17  ,2013JJ00,0.0
10799,306300 ,CR17  ,2014JJ00,0.0
10800,306300 ,CR17  ,2015JJ00,0.0
10801,306300 ,CR17  ,2016JJ00,0.0
10802,306300 ,CR17  ,2017JJ00,0.0
10803,306300 ,CR17  ,2018JJ00,0.0
10804,306300 ,CR17  ,2019JJ00,0.0
10805,306300 ,CR17  ,2020JJ00,0.0
10806,306300 ,CR17  ,2021JJ00,0.0
10807,306300 ,CR17  ,2022JJ00,0.0
10808,306300 ,CR17  ,2023JJ00,0.0
10809,306300 ,CR17  ,2024JJ00,0.0
10810,306300 ,CR17  ,2025JJ00,0.0
10811,306300 ,CR18  ,2007JJ00,0.0
10812,306300 ,CR18  ,2008JJ00,0.0
10813,306300 ,CR18  ,2009JJ00,0.0
10814,306300 ,CR18  ,2010JJ00,0.0
10815,306300 ,CR18  ,2011JJ00,0.0
10816,306300 ,CR18  ,2012JJ00,0.0
10817,306300 ,CR18  ,2013JJ00,0.0
10818,306300 ,CR18  ,2014JJ00,0.0
10819,306300 ,CR18  ,2015JJ00,0.0
10820,306300 ,CR18  ,2016JJ00,0.0
10821,306300 ,CR18  ,2017JJ00,0.0
10822,306300 ,CR18  ,2018JJ00,0.0
10823,306300 ,CR18  ,2019JJ00,0.0
10824,306300 ,CR18  ,2020JJ00,0.0
10825,306300 ,CR18  ,2021JJ00,0.0
10826,306300 ,CR18  ,2022JJ00,0.0
10827,306300 ,CR18  ,2023JJ00,0.0
10828,306300 ,CR18  ,2024JJ00,0.0
10829,306300 ,CR18  ,2025JJ00,0.0
10830,306300 ,CR19  ,2007JJ00,0.0
10831,306300 ,CR19  ,2008JJ00,0.0
10832,306300 ,CR19  ,2009JJ00,0.0
10833,306300 ,CR19  ,2010JJ00,0.0
10834,306300 ,CR19  ,2011JJ00,0.0
10835,306300 ,CR19  ,2012JJ00,0.0
10836,306300 ,CR19  ,2013JJ00,0.0
10837,306300 ,CR19  ,2014JJ00,0.0
10838,306300 ,CR19  ,2015JJ00,0.0
10839,306300 ,CR19  ,2016JJ00,0.0
10840,306300 ,CR19  ,2017JJ00,0.0
10841,306300 ,CR19  ,2018JJ00,0.0
10842,306300 ,CR19  ,2019JJ00,0.0
10843,306300 ,CR19  ,2020JJ00,0.0
10844,306300 ,CR19  ,2021JJ00,0.0
10845,306300 ,CR19  ,2022JJ00,0.0
10846,306300 ,CR19  ,2023JJ00,0.0
10847,306300 ,CR19  ,2024JJ00,0.0
10848,306300 ,CR19  ,2025JJ00,0.0
10849,306300 ,CR20  ,2007JJ00,0.0
10850,306300 ,CR20  ,2008JJ00,0.0
10851,306300 ,CR20  ,2009JJ00,0.0
10852,306300 ,CR20  ,2010JJ00,0.0
10853,306300 ,CR20  ,2011JJ00,0.0
10854,306300 ,CR20  ,2012JJ00,0.0
10855,306300 ,CR20  ,2013JJ00,0.0
10856,306300 ,CR20  ,2014JJ00,0.0
10857,306300 ,CR20  ,2015JJ00,0.0
10858,306300 ,CR20  ,2016JJ00,0.0
10859,306300 ,CR20  ,2017JJ00,0.0
10860,306300 ,CR20  ,2018JJ00,0.0
10861,306300 ,CR20  ,2019JJ00,0.0
10862,306300 ,CR20  ,2020JJ00,0.0
10863,306300 ,CR20  ,2021JJ00,0.0
10864,306300 ,CR20  ,2022JJ00,0.0
10865,306300 ,CR20  ,2023JJ00,0.0
10866,306300 ,CR20  ,2024JJ00,0.0
10867,306300 ,CR20  ,2025JJ00,0.0
10868,306300 ,CR21  ,2007JJ00,0.0
10869,306300 ,CR21  ,2008JJ00,0.0
10870,306300 ,CR21  ,2009JJ00,0.0
10871,306300 ,CR21  ,2010JJ00,0.0
10872,306300 ,CR21  ,2011JJ00,0.0
10873,306300 ,CR21  ,2012JJ00,0.0
10874,306300 ,CR21  ,2013JJ00,0.0
10875,306300 ,CR21  ,2014JJ00,0.0
10876,306300 ,CR21  ,2015JJ00,0.0
10877,306300 ,CR21  ,2016JJ00,0.0
10878,306300 ,CR21  ,2017JJ00,0.0
10879,306300 ,CR21  ,2018JJ00,0.0
10880,306300 ,CR21  ,2019JJ00,0.0
10881,306300 ,CR21  ,2020JJ00,0.0
10882,306300 ,CR21  ,2021JJ00,0.0
10883,306300 ,CR21  ,2022JJ00,0.0
10884,306300 ,CR21  ,2023JJ00,0.0
10885,306300 ,CR21  ,2024JJ00,0.0
10886,306300 ,CR21  ,2025JJ00,0.0
10887,306300 ,CR22  ,2007JJ00,0.0
10888,306300 ,CR22  ,2008JJ00,0.0
10889,306300 ,CR22  ,2009JJ00,0.0
10890,306300 ,CR22  ,2010JJ00,0.0
10891,306300 ,CR22  ,2011JJ00,0.0
10892,306300 ,CR22  ,2012JJ00,0.0
10893,306300 ,CR22  ,2013JJ00,0.0
10894,306300 ,CR22  ,2014JJ00,0.0
10895,306300 ,CR22  ,2015JJ00,0.0
10896,306300 ,CR22  ,2016JJ00,0.0
10897,306300 ,CR22  ,2017JJ00,0.0
10898,306300 ,CR22  ,2018JJ00,0.0
10899,306300 ,CR22  ,2019JJ00,0.0
10900,306300 ,CR22  ,2020JJ00,0.0
10901,306300 ,CR22  ,2021JJ00,0.0
10902,306300 ,CR22  ,2022JJ00,0.0
10903,306300 ,CR22  ,2023JJ00,0.0
10904,306300 ,CR22  ,2024JJ00,0.0
10905,306300 ,CR22  ,2025JJ00,0.0
10906,306300 ,CR23  ,2007JJ00,0.0
10907,306300 ,CR23  ,2008JJ00,0.0
10908,306300 ,CR23  ,2009JJ00,0.0
10909,306300 ,CR23  ,2010JJ00,0.0
10910,306300 ,CR23  ,2011JJ00,0.0
10911,306300 ,CR23  ,2012JJ00,0.0
10912,306300 ,CR23  ,2013JJ00,0.0
10913,306300 ,CR23  ,2014JJ00,0.0
10914,306300 ,CR23  ,2015JJ00,0.0
10915,306300 ,CR23  ,2016JJ00,0.0
10916,306300 ,CR23  ,2017JJ00,0.0
10917,306300 ,CR23  ,2018JJ00,0.0
10918,306300 ,CR23  ,2019JJ00,0.0
10919,306300 ,CR23  ,2020JJ00,0.0
10920,306300 ,CR23  ,2021JJ00,0.0
10921,306300 ,CR23  ,2022JJ00,0.0
10922,306300 ,CR23  ,2023JJ00,5.0
10923,306300 ,CR23  ,2024JJ00,0.0
10924,306300 ,CR23  ,2025JJ00,0.0
10925,306300 ,CR24  ,2007JJ00,0.0
10926,306300 ,CR24  ,2008JJ00,0.0
10927,306300 ,CR24  ,2009JJ00,0.0
10928,306300 ,CR24  ,2010JJ00,0.0
10929,306300 ,CR24  ,2011JJ00,0.0
10930,306300 ,CR24  ,2012JJ00,0.0
10931,306300 ,CR24  ,2013JJ00,0.0
10932,306300 ,CR24  ,2014JJ00,0.0
10933,306300 ,CR24  ,2015JJ00,0.0
10934,306300 ,CR24  ,2016JJ00,0.0
10935,306300 ,CR24  ,2017JJ00,0.0
10936,306300 ,CR24  ,2018JJ00,0.0
10937,306300 ,CR24  ,2019JJ00,0.0
10938,306300 ,CR24  ,2020JJ00,0.0
10939,306300 ,CR24  ,2021JJ00,0.0
10940,306300 ,CR24  ,2022JJ00,0.0
10941,306300 ,CR24  ,2023JJ00,0.0
10942,306300 ,CR24  ,2024JJ00,0.0
10943,306300 ,CR24  ,2025JJ00,0.0
10944,306300 ,CR25  ,2007JJ00,0.0
10945,306300 ,CR25  ,2008JJ00,0.0
10946,306300 ,CR25  ,2009JJ00,0.0
10947,306300 ,CR25  ,2010JJ00,0.0
10948,306300 ,CR25  ,2011JJ00,0.0
10949,306300 ,CR25  ,2012JJ00,0.0
10950,306300 ,CR25  ,2013JJ00,0.0
10951,306300 ,CR25  ,2014JJ00,0.0
10952,306300 ,CR25  ,2015JJ00,0.0
10953,306300 ,CR25  ,2016JJ00,0.0
10954,306300 ,CR25  ,2017JJ00,0.0
10955,306300 ,CR25  ,2018JJ00,0.0
10956,306300 ,CR25  ,2019JJ00,0.0
10957,306300 ,CR25  ,2020JJ00,0.0
10958,306300 ,CR25  ,2021JJ00,0.0
10959,306300 ,CR25  ,2022JJ00,0.0
10960,306300 ,CR25  ,2023JJ00,0.0
10961,306300 ,CR25  ,2024JJ00,0.0
10962,306300 ,CR25  ,2025JJ00,0.0
10963,306300 ,CR26  ,2007JJ00,0.0
10964,306300 ,CR26  ,2008JJ00,0.0
10965,306300 ,CR26  ,2009JJ00,0.0
10966,306300 ,CR26  ,2010JJ00,0.0
10967,306300 ,CR26  ,2011JJ00,0.0
10968,306300 ,CR26  ,2012JJ00,0.0
10969,306300 ,CR26  ,2013JJ00,0.0
10970,306300 ,CR26  ,2014JJ00,0.0
10971,306300 ,CR26  ,2015JJ00,0.0
10972,306300 ,CR26  ,2016JJ00,0.0
10973,306300 ,CR26  ,2017JJ00,0.0
10974,306300 ,CR26  ,2018JJ00,0.0
10975,306300 ,CR26  ,2019JJ00,0.0
10976,306300 ,CR26  ,2020JJ00,0.0
10977,306300 ,CR26  ,2021JJ00,0.0
10978,306300 ,CR26  ,2022JJ00,0.0
10979,306300 ,CR26  ,2023JJ00,0.0
10980,306300 ,CR26  ,2024JJ00,0.0
10981,306300 ,CR26  ,2025JJ00,0.0
10982,306300 ,CR27  ,2007JJ00,0.0
10983,306300 ,CR27  ,2008JJ00,0.0
10984,306300 ,CR27  ,2009JJ00,0.0
10985,306300 ,CR27  ,2010JJ00,0.0
10986,306300 ,CR27  ,2011JJ00,0.0
10987,306300 ,CR27  ,2012JJ00,0.0
10988,306300 ,CR27  ,2013JJ00,0.0
10989,306300 ,CR27  ,2014JJ00,0.0
10990,306300 ,CR27  ,2015JJ00,0.0
10991,306300 ,CR27  ,2016JJ00,0.0
10992,306300 ,CR27  ,2017JJ00,0.0
10993,306300 ,CR27  ,2018JJ00,0.0
10994,306300 ,CR27  ,2019JJ00,0.0
10995,306300 ,CR27  ,2020JJ00,0.0
10996,306300 ,CR27  ,2021JJ00,0.0
10997,306300 ,CR27  ,2022JJ00,0.0
10998,306300 ,CR27  ,2023JJ00,0.0
10999,306300 ,CR27  ,2024JJ00,0.0
11000,306300 ,CR27  ,2025JJ00,0.0
11001,306300 ,CR28  ,2007JJ00,0.0
11002,306300 ,CR28  ,2008JJ00,0.0
11003,306300 ,CR28  ,2009JJ00,0.0
11004,306300 ,CR28  ,2010JJ00,0.0
11005,306300 ,CR28  ,2011JJ00,0.0
11006,306300 ,CR28  ,2012JJ00,0.0
11007,306300 ,CR28  ,2013JJ00,0.0
11008,306300 ,CR28  ,2014JJ00,0.0
11009,306300 ,CR28  ,2015JJ00,0.0
11010,306300 ,CR28  ,2016JJ00,0.0
11011,306300 ,CR28  ,2017JJ00,0.0
11012,306300 ,CR28  ,2018JJ00,0.0
11013,306300 ,CR28  ,2019JJ00,0.0
11014,306300 ,CR28  ,2020JJ00,0.0
11015,306300 ,CR28  ,2021JJ00,0.0
11016,306300 ,CR28  ,2022JJ00,0.0
11017,306300 ,CR28  ,2023JJ00,0.0
11018,306300 ,CR28  ,2024JJ00,0.0
11019,306300 ,CR28  ,2025JJ00,0.0
11020,306300 ,CR29  ,2007JJ00,0.0
11021,306300 ,CR29  ,2008JJ00,0.0
11022,306300 ,CR29  ,2009JJ00,0.0
11023,306300 ,CR29  ,2010JJ00,0.0
11024,306300 ,CR29  ,2011JJ00,0.0
11025,306300 ,CR29  ,2012JJ00,0.0
11026,306300 ,CR29  ,2013JJ00,0.0
11027,306300 ,CR29  ,2014JJ00,0.0
11028,306300 ,CR29  ,2015JJ00,0.0
11029,306300 ,CR29  ,2016JJ00,0.0
11030,306300 ,CR29  ,2017JJ00,0.0
11031,306300 ,CR29  ,2018JJ00,0.0
11032,306300 ,CR29  ,2019JJ00,0.0
11033,306300 ,CR29  ,2020JJ00,0.0
11034,306300 ,CR29  ,2021JJ00,0.0
11035,306300 ,CR29  ,2022JJ00,0.0
11036,306300 ,CR29  ,2023JJ00,0.0
11037,306300 ,CR29  ,2024JJ00,0.0
11038,306300 ,CR29  ,2025JJ00,0.0
11039,306300 ,CR30  ,2007JJ00,0.0
11040,306300 ,CR30  ,2008JJ00,0.0
11041,306300 ,CR30  ,2009JJ00,0.0
11042,306300 ,CR30  ,2010JJ00,0.0
11043,306300 ,CR30  ,2011JJ00,0.0
11044,306300 ,CR30  ,2012JJ00,0.0
11045,306300 ,CR30  ,2013JJ00,0.0
11046,306300 ,CR30  ,2014JJ00,0.0
11047,306300 ,CR30  ,2015JJ00,0.0
11048,306300 ,CR30  ,2016JJ00,0.0
11049,306300 ,CR30  ,2017JJ00,0.0
11050,306300 ,CR30  ,2018JJ00,0.0
11051,306300 ,CR30  ,2019JJ00,0.0
11052,306300 ,CR30  ,2020JJ00,0.0
11053,306300 ,CR30  ,2021JJ00,0.0
11054,306300 ,CR30  ,2022JJ00,0.0
11055,306300 ,CR30  ,2023JJ00,0.0
11056,306300 ,CR30  ,2024JJ00,0.0
