ID,BedrijfstakkenBranchesSBI2008,RegioS,Perioden,OprichtingenVanVestigingen_1
88350,390500 ,CR07  ,2007JJ00,45.0
88351,390500 ,CR07  ,2008JJ00,35.0
88352,390500 ,CR07  ,2009JJ00,35.0
88353,390500 ,CR07  ,2010JJ00,30.0
88354,390500 ,CR07  ,2011JJ00,40.0
88355,390500 ,CR07  ,2012JJ00,40.0
88356,390500 ,CR07  ,2013JJ00,30.0
88357,390500 ,CR07  ,2014JJ00,50.0
88358,390500 ,CR07  ,2015JJ00,35.0
88359,390500 ,CR07  ,2016JJ00,30.0
88360,390500 ,CR07  ,2017JJ00,30.0
88361,390500 ,CR07  ,2018JJ00,35.0
88362,390500 ,CR07  ,2019JJ00,45.0
88363,390500 ,CR07  ,2020JJ00,30.0
88364,390500 ,CR07  ,2021JJ00,35.0
88365,390500 ,CR07  ,2022JJ00,35.0
88366,390500 ,CR07  ,2023JJ00,30.0
88367,390500 ,CR07  ,2024JJ00,35.0
88368,390500 ,CR07  ,2025JJ00,25.0
88369,390500 ,CR08  ,2007JJ00,45.0
88370,390500 ,CR08  ,2008JJ00,40.0
88371,390500 ,CR08  ,2009JJ00,45.0
88372,390500 ,CR08  ,2010JJ00,50.0
88373,390500 ,CR08  ,2011JJ00,40.0
88374,390500 ,CR08  ,2012JJ00,50.0
88375,390500 ,CR08  ,2013JJ00,40.0
88376,390500 ,CR08  ,2014JJ00,35.0
88377,390500 ,CR08  ,2015JJ00,35.0
88378,390500 ,CR08  ,2016JJ00,40.0
88379,390500 ,CR08  ,2017JJ00,45.0
88380,390500 ,CR08  ,2018JJ00,30.0
88381,390500 ,CR08  ,2019JJ00,35.0
88382,390500 ,CR08  ,2020JJ00,35.0
88383,390500 ,CR08  ,2021JJ00,30.0
88384,390500 ,CR08  ,2022JJ00,35.0
88385,390500 ,CR08  ,2023JJ00,40.0
88386,390500 ,CR08  ,2024JJ00,40.0
88387,390500 ,CR08  ,2025JJ00,35.0
88388,390500 ,CR09  ,2007JJ00,30.0
88389,390500 ,CR09  ,2008JJ00,25.0
88390,390500 ,CR09  ,2009JJ00,35.0
88391,390500 ,CR09  ,2010JJ00,20.0
88392,390500 ,CR09  ,2011JJ00,20.0
88393,390500 ,CR09  ,2012JJ00,25.0
88394,390500 ,CR09  ,2013JJ00,25.0
88395,390500 ,CR09  ,2014JJ00,20.0
88396,390500 ,CR09  ,2015JJ00,30.0
88397,390500 ,CR09  ,2016JJ00,25.0
88398,390500 ,CR09  ,2017JJ00,25.0
88399,390500 ,CR09  ,2018JJ00,25.0
88400,390500 ,CR09  ,2019JJ00,35.0
88401,390500 ,CR09  ,2020JJ00,25.0
88402,390500 ,CR09  ,2021JJ00,30.0
88403,390500 ,CR09  ,2022JJ00,35.0
88404,390500 ,CR09  ,2023JJ00,30.0
88405,390500 ,CR09  ,2024JJ00,30.0
88406,390500 ,CR09  ,2025JJ00,25.0
88407,390500 ,CR10  ,2007JJ00,100.0
88408,390500 ,CR10  ,2008JJ00,80.0
88409,390500 ,CR10  ,2009JJ00,90.0
88410,390500 ,CR10  ,2010JJ00,60.0
88411,390500 ,CR10  ,2011JJ00,65.0
88412,390500 ,CR10  ,2012JJ00,70.0
88413,390500 ,CR10  ,2013JJ00,55.0
88414,390500 ,CR10  ,2014JJ00,80.0
88415,390500 ,CR10  ,2015JJ00,85.0
88416,390500 ,CR10  ,2016JJ00,85.0
88417,390500 ,CR10  ,2017JJ00,90.0
88418,390500 ,CR10  ,2018JJ00,75.0
88419,390500 ,CR10  ,2019JJ00,95.0
88420,390500 ,CR10  ,2020JJ00,80.0
88421,390500 ,CR10  ,2021JJ00,75.0
88422,390500 ,CR10  ,2022JJ00,105.0
88423,390500 ,CR10  ,2023JJ00,110.0
88424,390500 ,CR10  ,2024JJ00,115.0
88425,390500 ,CR10  ,2025JJ00,90.0
88426,390500 ,CR11  ,2007JJ00,40.0
88427,390500 ,CR11  ,2008JJ00,35.0
88428,390500 ,CR11  ,2009JJ00,40.0
88429,390500 ,CR11  ,2010JJ00,30.0
88430,390500 ,CR11  ,2011JJ00,35.0
88431,390500 ,CR11  ,2012JJ00,35.0
88432,390500 ,CR11  ,2013JJ00,25.0
88433,390500 ,CR11  ,2014JJ00,40.0
88434,390500 ,CR11  ,2015JJ00,45.0
88435,390500 ,CR11  ,2016JJ00,45.0
88436,390500 ,CR11  ,2017JJ00,45.0
88437,390500 ,CR11  ,2018JJ00,35.0
88438,390500 ,CR11  ,2019JJ00,50.0
88439,390500 ,CR11  ,2020JJ00,40.0
88440,390500 ,CR11  ,2021JJ00,45.0
88441,390500 ,CR11  ,2022JJ00,60.0
88442,390500 ,CR11  ,2023JJ00,50.0
88443,390500 ,CR11  ,2024JJ00,45.0
88444,390500 ,CR11  ,2025JJ00,55.0
88445,390500 ,CR12  ,2007JJ00,150.0
88446,390500 ,CR12  ,2008JJ00,150.0
88447,390500 ,CR12  ,2009JJ00,150.0
88448,390500 ,CR12  ,2010JJ00,140.0
88449,390500 ,CR12  ,2011JJ00,150.0
88450,390500 ,CR12  ,2012JJ00,120.0
88451,390500 ,CR12  ,2013JJ00,120.0
88452,390500 ,CR12  ,2014JJ00,130.0
88453,390500 ,CR12  ,2015JJ00,140.0
88454,390500 ,CR12  ,2016JJ00,125.0
88455,390500 ,CR12  ,2017JJ00,130.0
88456,390500 ,CR12  ,2018JJ00,105.0
88457,390500 ,CR12  ,2019JJ00,160.0
88458,390500 ,CR12  ,2020JJ00,145.0
88459,390500 ,CR12  ,2021JJ00,135.0
88460,390500 ,CR12  ,2022JJ00,165.0
88461,390500 ,CR12  ,2023JJ00,175.0
88462,390500 ,CR12  ,2024JJ00,160.0
88463,390500 ,CR12  ,2025JJ00,140.0
88464,390500 ,CR13  ,2007JJ00,155.0
88465,390500 ,CR13  ,2008JJ00,185.0
88466,390500 ,CR13  ,2009JJ00,140.0
88467,390500 ,CR13  ,2010JJ00,125.0
88468,390500 ,CR13  ,2011JJ00,120.0
88469,390500 ,CR13  ,2012JJ00,135.0
88470,390500 ,CR13  ,2013JJ00,120.0
88471,390500 ,CR13  ,2014JJ00,145.0
88472,390500 ,CR13  ,2015JJ00,140.0
88473,390500 ,CR13  ,2016JJ00,140.0
88474,390500 ,CR13  ,2017JJ00,155.0
88475,390500 ,CR13  ,2018JJ00,165.0
88476,390500 ,CR13  ,2019JJ00,180.0
88477,390500 ,CR13  ,2020JJ00,200.0
88478,390500 ,CR13  ,2021JJ00,205.0
88479,390500 ,CR13  ,2022JJ00,285.0
88480,390500 ,CR13  ,2023JJ00,230.0
88481,390500 ,CR13  ,2024JJ00,220.0
88482,390500 ,CR13  ,2025JJ00,205.0
88483,390500 ,CR14  ,2007JJ00,80.0
88484,390500 ,CR14  ,2008JJ00,90.0
88485,390500 ,CR14  ,2009JJ00,80.0
88486,390500 ,CR14  ,2010JJ00,50.0
88487,390500 ,CR14  ,2011JJ00,75.0
88488,390500 ,CR14  ,2012JJ00,90.0
88489,390500 ,CR14  ,2013JJ00,65.0
88490,390500 ,CR14  ,2014JJ00,75.0
88491,390500 ,CR14  ,2015JJ00,85.0
88492,390500 ,CR14  ,2016JJ00,85.0
88493,390500 ,CR14  ,2017JJ00,80.0
88494,390500 ,CR14  ,2018JJ00,90.0
88495,390500 ,CR14  ,2019JJ00,75.0
88496,390500 ,CR14  ,2020JJ00,85.0
88497,390500 ,CR14  ,2021JJ00,85.0
88498,390500 ,CR14  ,2022JJ00,115.0
88499,390500 ,CR14  ,2023JJ00,95.0
88500,390500 ,CR14  ,2024JJ00,90.0
88501,390500 ,CR14  ,2025JJ00,100.0
88502,390500 ,CR15  ,2007JJ00,225.0
88503,390500 ,CR15  ,2008JJ00,175.0
88504,390500 ,CR15  ,2009JJ00,165.0
88505,390500 ,CR15  ,2010JJ00,155.0
88506,390500 ,CR15  ,2011JJ00,200.0
88507,390500 ,CR15  ,2012JJ00,155.0
88508,390500 ,CR15  ,2013JJ00,170.0
88509,390500 ,CR15  ,2014JJ00,205.0
88510,390500 ,CR15  ,2015JJ00,195.0
88511,390500 ,CR15  ,2016JJ00,190.0
88512,390500 ,CR15  ,2017JJ00,200.0
88513,390500 ,CR15  ,2018JJ00,195.0
88514,390500 ,CR15  ,2019JJ00,255.0
88515,390500 ,CR15  ,2020JJ00,245.0
88516,390500 ,CR15  ,2021JJ00,255.0
88517,390500 ,CR15  ,2022JJ00,320.0
88518,390500 ,CR15  ,2023JJ00,345.0
88519,390500 ,CR15  ,2024JJ00,255.0
88520,390500 ,CR15  ,2025JJ00,250.0
88521,390500 ,CR16  ,2007JJ00,60.0
88522,390500 ,CR16  ,2008JJ00,55.0
88523,390500 ,CR16  ,2009JJ00,45.0
88524,390500 ,CR16  ,2010JJ00,40.0
88525,390500 ,CR16  ,2011JJ00,60.0
88526,390500 ,CR16  ,2012JJ00,45.0
88527,390500 ,CR16  ,2013JJ00,60.0
88528,390500 ,CR16  ,2014JJ00,50.0
88529,390500 ,CR16  ,2015JJ00,50.0
88530,390500 ,CR16  ,2016JJ00,40.0
88531,390500 ,CR16  ,2017JJ00,45.0
88532,390500 ,CR16  ,2018JJ00,70.0
88533,390500 ,CR16  ,2019JJ00,75.0
88534,390500 ,CR16  ,2020JJ00,65.0
88535,390500 ,CR16  ,2021JJ00,55.0
88536,390500 ,CR16  ,2022JJ00,80.0
88537,390500 ,CR16  ,2023JJ00,80.0
88538,390500 ,CR16  ,2024JJ00,70.0
88539,390500 ,CR16  ,2025JJ00,60.0
88540,390500 ,CR17  ,2007JJ00,375.0
88541,390500 ,CR17  ,2008JJ00,310.0
88542,390500 ,CR17  ,2009JJ00,315.0
88543,390500 ,CR17  ,2010JJ00,295.0
88544,390500 ,CR17  ,2011JJ00,345.0
88545,390500 ,CR17  ,2012JJ00,330.0
88546,390500 ,CR17  ,2013JJ00,335.0
88547,390500 ,CR17  ,2014JJ00,355.0
88548,390500 ,CR17  ,2015JJ00,360.0
88549,390500 ,CR17  ,2016JJ00,400.0
88550,390500 ,CR17  ,2017JJ00,375.0
88551,390500 ,CR17  ,2018JJ00,410.0
88552,390500 ,CR17  ,2019JJ00,540.0
88553,390500 ,CR17  ,2020JJ00,545.0
88554,390500 ,CR17  ,2021JJ00,500.0
88555,390500 ,CR17  ,2022JJ00,795.0
88556,390500 ,CR17  ,2023JJ00,805.0
88557,390500 ,CR17  ,2024JJ00,690.0
88558,390500 ,CR17  ,2025JJ00,535.0
88559,390500 ,CR18  ,2007JJ00,105.0
88560,390500 ,CR18  ,2008JJ00,85.0
88561,390500 ,CR18  ,2009JJ00,90.0
88562,390500 ,CR18  ,2010JJ00,65.0
88563,390500 ,CR18  ,2011JJ00,100.0
88564,390500 ,CR18  ,2012JJ00,75.0
88565,390500 ,CR18  ,2013JJ00,85.0
88566,390500 ,CR18  ,2014JJ00,70.0
88567,390500 ,CR18  ,2015JJ00,70.0
88568,390500 ,CR18  ,2016JJ00,75.0
88569,390500 ,CR18  ,2017JJ00,80.0
88570,390500 ,CR18  ,2018JJ00,75.0
88571,390500 ,CR18  ,2019JJ00,115.0
88572,390500 ,CR18  ,2020JJ00,95.0
88573,390500 ,CR18  ,2021JJ00,115.0
88574,390500 ,CR18  ,2022JJ00,105.0
88575,390500 ,CR18  ,2023JJ00,140.0
88576,390500 ,CR18  ,2024JJ00,90.0
88577,390500 ,CR18  ,2025JJ00,110.0
88578,390500 ,CR19  ,2007JJ00,80.0
88579,390500 ,CR19  ,2008JJ00,45.0
88580,390500 ,CR19  ,2009JJ00,45.0
88581,390500 ,CR19  ,2010JJ00,60.0
88582,390500 ,CR19  ,2011JJ00,55.0
88583,390500 ,CR19  ,2012JJ00,50.0
88584,390500 ,CR19  ,2013JJ00,55.0
88585,390500 ,CR19  ,2014JJ00,65.0
88586,390500 ,CR19  ,2015JJ00,85.0
88587,390500 ,CR19  ,2016JJ00,80.0
88588,390500 ,CR19  ,2017JJ00,70.0
88589,390500 ,CR19  ,2018JJ00,60.0
88590,390500 ,CR19  ,2019JJ00,85.0
88591,390500 ,CR19  ,2020JJ00,90.0
88592,390500 ,CR19  ,2021JJ00,80.0
88593,390500 ,CR19  ,2022JJ00,125.0
88594,390500 ,CR19  ,2023JJ00,105.0
88595,390500 ,CR19  ,2024JJ00,95.0
88596,390500 ,CR19  ,2025JJ00,65.0
88597,390500 ,CR20  ,2007JJ00,55.0
88598,390500 ,CR20  ,2008JJ00,50.0
88599,390500 ,CR20  ,2009JJ00,45.0
88600,390500 ,CR20  ,2010JJ00,45.0
88601,390500 ,CR20  ,2011JJ00,55.0
88602,390500 ,CR20  ,2012JJ00,30.0
88603,390500 ,CR20  ,2013JJ00,45.0
88604,390500 ,CR20  ,2014JJ00,45.0
88605,390500 ,CR20  ,2015JJ00,55.0
88606,390500 ,CR20  ,2016JJ00,60.0
88607,390500 ,CR20  ,2017JJ00,55.0
88608,390500 ,CR20  ,2018JJ00,65.0
88609,390500 ,CR20  ,2019JJ00,80.0
88610,390500 ,CR20  ,2020JJ00,65.0
88611,390500 ,CR20  ,2021JJ00,60.0
88612,390500 ,CR20  ,2022JJ00,115.0
88613,390500 ,CR20  ,2023JJ00,85.0
88614,390500 ,CR20  ,2024JJ00,65.0
88615,390500 ,CR20  ,2025JJ00,70.0
88616,390500 ,CR21  ,2007JJ00,80.0
88617,390500 ,CR21  ,2008JJ00,85.0
88618,390500 ,CR21  ,2009JJ00,75.0
88619,390500 ,CR21  ,2010JJ00,70.0
88620,390500 ,CR21  ,2011JJ00,65.0
88621,390500 ,CR21  ,2012JJ00,60.0
88622,390500 ,CR21  ,2013JJ00,70.0
88623,390500 ,CR21  ,2014JJ00,85.0
88624,390500 ,CR21  ,2015JJ00,95.0
88625,390500 ,CR21  ,2016JJ00,90.0
88626,390500 ,CR21  ,2017JJ00,105.0
88627,390500 ,CR21  ,2018JJ00,120.0
88628,390500 ,CR21  ,2019JJ00,130.0
88629,390500 ,CR21  ,2020JJ00,115.0
88630,390500 ,CR21  ,2021JJ00,115.0
88631,390500 ,CR21  ,2022JJ00,210.0
88632,390500 ,CR21  ,2023JJ00,210.0
88633,390500 ,CR21  ,2024JJ00,180.0
88634,390500 ,CR21  ,2025JJ00,125.0
88635,390500 ,CR22  ,2007JJ00,35.0
88636,390500 ,CR22  ,2008JJ00,45.0
88637,390500 ,CR22  ,2009JJ00,45.0
88638,390500 ,CR22  ,2010JJ00,35.0
88639,390500 ,CR22  ,2011JJ00,50.0
88640,390500 ,CR22  ,2012JJ00,50.0
88641,390500 ,CR22  ,2013JJ00,40.0
88642,390500 ,CR22  ,2014JJ00,50.0
88643,390500 ,CR22  ,2015JJ00,45.0
88644,390500 ,CR22  ,2016JJ00,55.0
88645,390500 ,CR22  ,2017JJ00,65.0
88646,390500 ,CR22  ,2018JJ00,50.0
88647,390500 ,CR22  ,2019JJ00,70.0
88648,390500 ,CR22  ,2020JJ00,75.0
88649,390500 ,CR22  ,2021JJ00,70.0
88650,390500 ,CR22  ,2022JJ00,110.0
88651,390500 ,CR22  ,2023JJ00,100.0
88652,390500 ,CR22  ,2024JJ00,105.0
88653,390500 ,CR22  ,2025JJ00,90.0
88654,390500 ,CR23  ,2007JJ00,630.0
88655,390500 ,CR23  ,2008JJ00,515.0
88656,390500 ,CR23  ,2009JJ00,495.0
88657,390500 ,CR23  ,2010JJ00,440.0
88658,390500 ,CR23  ,2011JJ00,525.0
88659,390500 ,CR23  ,2012JJ00,590.0
88660,390500 ,CR23  ,2013JJ00,590.0
88661,390500 ,CR23  ,2014JJ00,615.0
88662,390500 ,CR23  ,2015JJ00,695.0
88663,390500 ,CR23  ,2016JJ00,725.0
88664,390500 ,CR23  ,2017JJ00,800.0
88665,390500 ,CR23  ,2018JJ00,955.0
88666,390500 ,CR23  ,2019JJ00,1465.0
88667,390500 ,CR23  ,2020JJ00,1325.0
88668,390500 ,CR23  ,2021JJ00,1020.0
88669,390500 ,CR23  ,2022JJ00,1875.0
88670,390500 ,CR23  ,2023JJ00,2190.0
88671,390500 ,CR23  ,2024JJ00,1880.0
88672,390500 ,CR23  ,2025JJ00,1430.0
88673,390500 ,CR24  ,2007JJ00,90.0
88674,390500 ,CR24  ,2008JJ00,70.0
88675,390500 ,CR24  ,2009JJ00,65.0
88676,390500 ,CR24  ,2010JJ00,70.0
88677,390500 ,CR24  ,2011JJ00,75.0
88678,390500 ,CR24  ,2012JJ00,90.0
88679,390500 ,CR24  ,2013JJ00,75.0
88680,390500 ,CR24  ,2014JJ00,85.0
88681,390500 ,CR24  ,2015JJ00,95.0
88682,390500 ,CR24  ,2016JJ00,85.0
88683,390500 ,CR24  ,2017JJ00,85.0
88684,390500 ,CR24  ,2018JJ00,85.0
88685,390500 ,CR24  ,2019JJ00,125.0
88686,390500 ,CR24  ,2020JJ00,105.0
88687,390500 ,CR24  ,2021JJ00,90.0
88688,390500 ,CR24  ,2022JJ00,180.0
88689,390500 ,CR24  ,2023JJ00,160.0
88690,390500 ,CR24  ,2024JJ00,160.0
88691,390500 ,CR24  ,2025JJ00,125.0
88692,390500 ,CR25  ,2007JJ00,85.0
88693,390500 ,CR25  ,2008JJ00,70.0
88694,390500 ,CR25  ,2009JJ00,80.0
88695,390500 ,CR25  ,2010JJ00,80.0
88696,390500 ,CR25  ,2011JJ00,95.0
88697,390500 ,CR25  ,2012JJ00,100.0
88698,390500 ,CR25  ,2013JJ00,95.0
88699,390500 ,CR25  ,2014JJ00,70.0
88700,390500 ,CR25  ,2015JJ00,95.0
88701,390500 ,CR25  ,2016JJ00,100.0
88702,390500 ,CR25  ,2017JJ00,95.0
88703,390500 ,CR25  ,2018JJ00,115.0
88704,390500 ,CR25  ,2019JJ00,160.0
88705,390500 ,CR25  ,2020JJ00,165.0
88706,390500 ,CR25  ,2021JJ00,140.0
88707,390500 ,CR25  ,2022JJ00,205.0
88708,390500 ,CR25  ,2023JJ00,200.0
88709,390500 ,CR25  ,2024JJ00,195.0
88710,390500 ,CR25  ,2025JJ00,145.0
88711,390500 ,CR26  ,2007JJ00,335.0
88712,390500 ,CR26  ,2008JJ00,265.0
88713,390500 ,CR26  ,2009JJ00,305.0
88714,390500 ,CR26  ,2010JJ00,245.0
88715,390500 ,CR26  ,2011JJ00,285.0
88716,390500 ,CR26  ,2012JJ00,295.0
88717,390500 ,CR26  ,2013JJ00,265.0
88718,390500 ,CR26  ,2014JJ00,295.0
88719,390500 ,CR26  ,2015JJ00,300.0
88720,390500 ,CR26  ,2016JJ00,325.0
88721,390500 ,CR26  ,2017JJ00,335.0
88722,390500 ,CR26  ,2018JJ00,365.0
88723,390500 ,CR26  ,2019JJ00,525.0
88724,390500 ,CR26  ,2020JJ00,465.0
88725,390500 ,CR26  ,2021JJ00,380.0
88726,390500 ,CR26  ,2022JJ00,600.0
88727,390500 ,CR26  ,2023JJ00,655.0
88728,390500 ,CR26  ,2024JJ00,535.0
88729,390500 ,CR26  ,2025JJ00,460.0
88730,390500 ,CR27  ,2007JJ00,60.0
88731,390500 ,CR27  ,2008JJ00,60.0
88732,390500 ,CR27  ,2009JJ00,65.0
88733,390500 ,CR27  ,2010JJ00,40.0
88734,390500 ,CR27  ,2011JJ00,75.0
88735,390500 ,CR27  ,2012JJ00,40.0
88736,390500 ,CR27  ,2013JJ00,55.0
88737,390500 ,CR27  ,2014JJ00,35.0
88738,390500 ,CR27  ,2015JJ00,50.0
88739,390500 ,CR27  ,2016JJ00,55.0
88740,390500 ,CR27  ,2017JJ00,60.0
88741,390500 ,CR27  ,2018JJ00,75.0
88742,390500 ,CR27  ,2019JJ00,90.0
88743,390500 ,CR27  ,2020JJ00,80.0
88744,390500 ,CR27  ,2021JJ00,65.0
88745,390500 ,CR27  ,2022JJ00,135.0
88746,390500 ,CR27  ,2023JJ00,180.0
88747,390500 ,CR27  ,2024JJ00,125.0
88748,390500 ,CR27  ,2025JJ00,105.0
88749,390500 ,CR28  ,2007JJ00,70.0
88750,390500 ,CR28  ,2008JJ00,65.0
88751,390500 ,CR28  ,2009JJ00,70.0
88752,390500 ,CR28  ,2010JJ00,65.0
88753,390500 ,CR28  ,2011JJ00,65.0
88754,390500 ,CR28  ,2012JJ00,45.0
88755,390500 ,CR28  ,2013JJ00,55.0
88756,390500 ,CR28  ,2014JJ00,70.0
88757,390500 ,CR28  ,2015JJ00,65.0
88758,390500 ,CR28  ,2016JJ00,70.0
88759,390500 ,CR28  ,2017JJ00,65.0
88760,390500 ,CR28  ,2018JJ00,75.0
88761,390500 ,CR28  ,2019JJ00,90.0
88762,390500 ,CR28  ,2020JJ00,80.0
88763,390500 ,CR28  ,2021JJ00,95.0
88764,390500 ,CR28  ,2022JJ00,105.0
88765,390500 ,CR28  ,2023JJ00,105.0
88766,390500 ,CR28  ,2024JJ00,100.0
88767,390500 ,CR28  ,2025JJ00,75.0
88768,390500 ,CR29  ,2007JJ00,455.0
88769,390500 ,CR29  ,2008JJ00,435.0
88770,390500 ,CR29  ,2009JJ00,365.0
88771,390500 ,CR29  ,2010JJ00,350.0
88772,390500 ,CR29  ,2011JJ00,380.0
88773,390500 ,CR29  ,2012JJ00,370.0
88774,390500 ,CR29  ,2013JJ00,350.0
88775,390500 ,CR29  ,2014JJ00,435.0
88776,390500 ,CR29  ,2015JJ00,425.0
88777,390500 ,CR29  ,2016JJ00,425.0
88778,390500 ,CR29  ,2017JJ00,470.0
88779,390500 ,CR29  ,2018JJ00,525.0
88780,390500 ,CR29  ,2019JJ00,650.0
88781,390500 ,CR29  ,2020JJ00,565.0
88782,390500 ,CR29  ,2021JJ00,530.0
88783,390500 ,CR29  ,2022JJ00,860.0
88784,390500 ,CR29  ,2023JJ00,880.0
88785,390500 ,CR29  ,2024JJ00,765.0
88786,390500 ,CR29  ,2025JJ00,585.0
88787,390500 ,CR30  ,2007JJ00,75.0
88788,390500 ,CR30  ,2008JJ00,75.0
88789,390500 ,CR30  ,2009JJ00,60.0
88790,390500 ,CR30  ,2010JJ00,55.0
88791,390500 ,CR30  ,2011JJ00,85.0
88792,390500 ,CR30  ,2012JJ00,60.0
88793,390500 ,CR30  ,2013JJ00,70.0
88794,390500 ,CR30  ,2014JJ00,60.0
88795,390500 ,CR30  ,2015JJ00,60.0
88796,390500 ,CR30  ,2016JJ00,95.0
88797,390500 ,CR30  ,2017JJ00,80.0
88798,390500 ,CR30  ,2018JJ00,65.0
88799,390500 ,CR30  ,2019JJ00,80.0
88800,390500 ,CR30  ,2020JJ00,85.0
88801,390500 ,CR30  ,2021JJ00,75.0
88802,390500 ,CR30  ,2022JJ00,95.0
88803,390500 ,CR30  ,2023JJ00,105.0
88804,390500 ,CR30  ,2024JJ00,70.0
88805,390500 ,CR30  ,2025JJ00,85.0
88806,390500 ,CR31  ,2007JJ00,45.0
88807,390500 ,CR31  ,2008JJ00,30.0
88808,390500 ,CR31  ,2009JJ00,30.0
88809,390500 ,CR31  ,2010JJ00,35.0
88810,390500 ,CR31  ,2011JJ00,55.0
88811,390500 ,CR31  ,2012JJ00,40.0
88812,390500 ,CR31  ,2013JJ00,35.0
88813,390500 ,CR31  ,2014JJ00,30.0
88814,390500 ,CR31  ,2015JJ00,40.0
88815,390500 ,CR31  ,2016JJ00,35.0
88816,390500 ,CR31  ,2017JJ00,25.0
88817,390500 ,CR31  ,2018JJ00,35.0
88818,390500 ,CR31  ,2019JJ00,45.0
88819,390500 ,CR31  ,2020JJ00,40.0
88820,390500 ,CR31  ,2021JJ00,40.0
88821,390500 ,CR31  ,2022JJ00,50.0
88822,390500 ,CR31  ,2023JJ00,40.0
88823,390500 ,CR31  ,2024JJ00,40.0
88824,390500 ,CR31  ,2025JJ00,40.0
88825,390500 ,CR32  ,2007JJ00,125.0
88826,390500 ,CR32  ,2008JJ00,80.0
88827,390500 ,CR32  ,2009JJ00,85.0
88828,390500 ,CR32  ,2010JJ00,85.0
88829,390500 ,CR32  ,2011JJ00,90.0
88830,390500 ,CR32  ,2012JJ00,85.0
88831,390500 ,CR32  ,2013JJ00,60.0
88832,390500 ,CR32  ,2014JJ00,80.0
88833,390500 ,CR32  ,2015JJ00,70.0
88834,390500 ,CR32  ,2016JJ00,70.0
88835,390500 ,CR32  ,2017JJ00,90.0
88836,390500 ,CR32  ,2018JJ00,80.0
88837,390500 ,CR32  ,2019JJ00,115.0
88838,390500 ,CR32  ,2020JJ00,105.0
88839,390500 ,CR32  ,2021JJ00,115.0
88840,390500 ,CR32  ,2022JJ00,140.0
88841,390500 ,CR32  ,2023JJ00,140.0
88842,390500 ,CR32  ,2024JJ00,105.0
88843,390500 ,CR32  ,2025JJ00,110.0
88844,390500 ,CR33  ,2007JJ00,195.0
88845,390500 ,CR33  ,2008JJ00,185.0
88846,390500 ,CR33  ,2009JJ00,160.0
88847,390500 ,CR33  ,2010JJ00,175.0
88848,390500 ,CR33  ,2011JJ00,165.0
88849,390500 ,CR33  ,2012JJ00,170.0
88850,390500 ,CR33  ,2013JJ00,140.0
88851,390500 ,CR33  ,2014JJ00,160.0
88852,390500 ,CR33  ,2015JJ00,150.0
88853,390500 ,CR33  ,2016JJ00,180.0
88854,390500 ,CR33  ,2017JJ00,165.0
88855,390500 ,CR33  ,2018JJ00,170.0
88856,390500 ,CR33  ,2019JJ00,230.0
88857,390500 ,CR33  ,2020JJ00,170.0
88858,390500 ,CR33  ,2021JJ00,220.0
88859,390500 ,CR33  ,2022JJ00,205.0
88860,390500 ,CR33  ,2023JJ00,200.0
88861,390500 ,CR33  ,2024JJ00,205.0
88862,390500 ,CR33  ,2025JJ00,175.0
88863,390500 ,CR34  ,2007JJ00,110.0
88864,390500 ,CR34  ,2008JJ00,120.0
88865,390500 ,CR34  ,2009JJ00,100.0
88866,390500 ,CR34  ,2010JJ00,100.0
88867,390500 ,CR34  ,2011JJ00,95.0
88868,390500 ,CR34  ,2012JJ00,110.0
88869,390500 ,CR34  ,2013JJ00,105.0
88870,390500 ,CR34  ,2014JJ00,115.0
88871,390500 ,CR34  ,2015JJ00,115.0
88872,390500 ,CR34  ,2016JJ00,110.0
88873,390500 ,CR34  ,2017JJ00,135.0
88874,390500 ,CR34  ,2018JJ00,120.0
88875,390500 ,CR34  ,2019JJ00,165.0
88876,390500 ,CR34  ,2020JJ00,150.0
88877,390500 ,CR34  ,2021JJ00,170.0
88878,390500 ,CR34  ,2022JJ00,220.0
88879,390500 ,CR34  ,2023JJ00,205.0
88880,390500 ,CR34  ,2024JJ00,145.0
88881,390500 ,CR34  ,2025JJ00,170.0
88882,390500 ,CR35  ,2007JJ00,195.0
88883,390500 ,CR35  ,2008JJ00,180.0
88884,390500 ,CR35  ,2009JJ00,150.0
88885,390500 ,CR35  ,2010JJ00,120.0
88886,390500 ,CR35  ,2011JJ00,175.0
88887,390500 ,CR35  ,2012JJ00,120.0
88888,390500 ,CR35  ,2013JJ00,135.0
88889,390500 ,CR35  ,2014JJ00,140.0
88890,390500 ,CR35  ,2015JJ00,150.0
88891,390500 ,CR35  ,2016JJ00,175.0
88892,390500 ,CR35  ,2017JJ00,160.0
88893,390500 ,CR35  ,2018JJ00,185.0
88894,390500 ,CR35  ,2019JJ00,210.0
88895,390500 ,CR35  ,2020JJ00,200.0
88896,390500 ,CR35  ,2021JJ00,225.0
88897,390500 ,CR35  ,2022JJ00,210.0
88898,390500 ,CR35  ,2023JJ00,265.0
88899,390500 ,CR35  ,2024JJ00,230.0
88900,390500 ,CR35  ,2025JJ00,200.0
88901,390500 ,CR36  ,2007JJ00,240.0
88902,390500 ,CR36  ,2008JJ00,225.0
88903,390500 ,CR36  ,2009JJ00,210.0
88904,390500 ,CR36  ,2010JJ00,150.0
88905,390500 ,CR36  ,2011JJ00,225.0
88906,390500 ,CR36  ,2012JJ00,170.0
