ID,BedrijfstakkenBranchesSBI2008,RegioS,Perioden,BanenVanWerknemersInDecember_1
42869,307500 ,CR12  ,2024JJ00,41.6
42870,307500 ,CR13  ,2010JJ00,30.6
42871,307500 ,CR13  ,2011JJ00,30.7
42872,307500 ,CR13  ,2012JJ00,31.4
42873,307500 ,CR13  ,2013JJ00,31.7
42874,307500 ,CR13  ,2014JJ00,31.6
42875,307500 ,CR13  ,2015JJ00,32.2
42876,307500 ,CR13  ,2016JJ00,
42877,307500 ,CR13  ,2017JJ00,
42878,307500 ,CR13  ,2018JJ00,
42879,307500 ,CR13  ,2019JJ00,34.1
42880,307500 ,CR13  ,2020JJ00,33.8
42881,307500 ,CR13  ,2021JJ00,34.3
42882,307500 ,CR13  ,2022JJ00,34.5
42883,307500 ,CR13  ,2023JJ00,35.4
42884,307500 ,CR13  ,2024JJ00,35.1
42885,307500 ,CR14  ,2010JJ00,28.1
42886,307500 ,CR14  ,2011JJ00,28.0
42887,307500 ,CR14  ,2012JJ00,27.6
42888,307500 ,CR14  ,2013JJ00,27.1
42889,307500 ,CR14  ,2014JJ00,27.6
42890,307500 ,CR14  ,2015JJ00,27.7
42891,307500 ,CR14  ,2016JJ00,
42892,307500 ,CR14  ,2017JJ00,
42893,307500 ,CR14  ,2018JJ00,
42894,307500 ,CR14  ,2019JJ00,28.7
42895,307500 ,CR14  ,2020JJ00,28.8
42896,307500 ,CR14  ,2021JJ00,28.9
42897,307500 ,CR14  ,2022JJ00,29.6
42898,307500 ,CR14  ,2023JJ00,29.7
42899,307500 ,CR14  ,2024JJ00,29.6
42900,307500 ,CR15  ,2010JJ00,28.8
42901,307500 ,CR15  ,2011JJ00,28.0
42902,307500 ,CR15  ,2012JJ00,28.0
42903,307500 ,CR15  ,2013JJ00,26.8
42904,307500 ,CR15  ,2014JJ00,27.0
42905,307500 ,CR15  ,2015JJ00,26.0
42906,307500 ,CR15  ,2016JJ00,
42907,307500 ,CR15  ,2017JJ00,
42908,307500 ,CR15  ,2018JJ00,
42909,307500 ,CR15  ,2019JJ00,25.7
42910,307500 ,CR15  ,2020JJ00,26.0
42911,307500 ,CR15  ,2021JJ00,25.7
42912,307500 ,CR15  ,2022JJ00,26.4
42913,307500 ,CR15  ,2023JJ00,26.2
42914,307500 ,CR15  ,2024JJ00,26.3
42915,307500 ,CR16  ,2010JJ00,12.1
42916,307500 ,CR16  ,2011JJ00,11.5
42917,307500 ,CR16  ,2012JJ00,11.8
42918,307500 ,CR16  ,2013JJ00,11.0
42919,307500 ,CR16  ,2014JJ00,11.0
42920,307500 ,CR16  ,2015JJ00,11.1
42921,307500 ,CR16  ,2016JJ00,11.0
42922,307500 ,CR16  ,2017JJ00,11.7
42923,307500 ,CR16  ,2018JJ00,12.0
42924,307500 ,CR16  ,2019JJ00,12.5
42925,307500 ,CR16  ,2020JJ00,12.4
42926,307500 ,CR16  ,2021JJ00,12.8
42927,307500 ,CR16  ,2022JJ00,12.6
42928,307500 ,CR16  ,2023JJ00,12.7
42929,307500 ,CR16  ,2024JJ00,13.1
42930,307500 ,CR17  ,2010JJ00,39.8
42931,307500 ,CR17  ,2011JJ00,38.5
42932,307500 ,CR17  ,2012JJ00,37.3
42933,307500 ,CR17  ,2013JJ00,36.5
42934,307500 ,CR17  ,2014JJ00,
42935,307500 ,CR17  ,2015JJ00,
42936,307500 ,CR17  ,2016JJ00,
42937,307500 ,CR17  ,2017JJ00,
42938,307500 ,CR17  ,2018JJ00,
42939,307500 ,CR17  ,2019JJ00,41.8
42940,307500 ,CR17  ,2020JJ00,41.7
42941,307500 ,CR17  ,2021JJ00,40.7
42942,307500 ,CR17  ,2022JJ00,41.4
42943,307500 ,CR17  ,2023JJ00,42.0
42944,307500 ,CR17  ,2024JJ00,41.8
42945,307500 ,CR18  ,2010JJ00,11.6
42946,307500 ,CR18  ,2011JJ00,12.0
42947,307500 ,CR18  ,2012JJ00,11.8
42948,307500 ,CR18  ,2013JJ00,12.2
42949,307500 ,CR18  ,2014JJ00,
42950,307500 ,CR18  ,2015JJ00,
42951,307500 ,CR18  ,2016JJ00,12.4
42952,307500 ,CR18  ,2017JJ00,12.7
42953,307500 ,CR18  ,2018JJ00,13.1
42954,307500 ,CR18  ,2019JJ00,13.3
42955,307500 ,CR18  ,2020JJ00,13.6
42956,307500 ,CR18  ,2021JJ00,13.9
42957,307500 ,CR18  ,2022JJ00,13.9
42958,307500 ,CR18  ,2023JJ00,14.3
42959,307500 ,CR18  ,2024JJ00,14.2
42960,307500 ,CR19  ,2010JJ00,7.1
42961,307500 ,CR19  ,2011JJ00,7.0
42962,307500 ,CR19  ,2012JJ00,7.2
42963,307500 ,CR19  ,2013JJ00,
42964,307500 ,CR19  ,2014JJ00,7.2
42965,307500 ,CR19  ,2015JJ00,7.3
42966,307500 ,CR19  ,2016JJ00,
42967,307500 ,CR19  ,2017JJ00,
42968,307500 ,CR19  ,2018JJ00,7.6
42969,307500 ,CR19  ,2019JJ00,7.4
42970,307500 ,CR19  ,2020JJ00,7.6
42971,307500 ,CR19  ,2021JJ00,7.6
42972,307500 ,CR19  ,2022JJ00,7.6
42973,307500 ,CR19  ,2023JJ00,8.0
42974,307500 ,CR19  ,2024JJ00,8.0
42975,307500 ,CR20  ,2010JJ00,14.0
42976,307500 ,CR20  ,2011JJ00,14.0
42977,307500 ,CR20  ,2012JJ00,13.8
42978,307500 ,CR20  ,2013JJ00,13.4
42979,307500 ,CR20  ,2014JJ00,
42980,307500 ,CR20  ,2015JJ00,
42981,307500 ,CR20  ,2016JJ00,
42982,307500 ,CR20  ,2017JJ00,
42983,307500 ,CR20  ,2018JJ00,
42984,307500 ,CR20  ,2019JJ00,13.8
42985,307500 ,CR20  ,2020JJ00,13.4
42986,307500 ,CR20  ,2021JJ00,13.5
42987,307500 ,CR20  ,2022JJ00,13.9
42988,307500 ,CR20  ,2023JJ00,14.3
42989,307500 ,CR20  ,2024JJ00,14.2
42990,307500 ,CR21  ,2010JJ00,
42991,307500 ,CR21  ,2011JJ00,5.1
42992,307500 ,CR21  ,2012JJ00,5.1
42993,307500 ,CR21  ,2013JJ00,4.7
42994,307500 ,CR21  ,2014JJ00,4.5
42995,307500 ,CR21  ,2015JJ00,5.1
42996,307500 ,CR21  ,2016JJ00,
42997,307500 ,CR21  ,2017JJ00,
42998,307500 ,CR21  ,2018JJ00,4.1
42999,307500 ,CR21  ,2019JJ00,3.9
43000,307500 ,CR21  ,2020JJ00,3.9
43001,307500 ,CR21  ,2021JJ00,3.8
43002,307500 ,CR21  ,2022JJ00,4.7
43003,307500 ,CR21  ,2023JJ00,4.6
43004,307500 ,CR21  ,2024JJ00,4.5
43005,307500 ,CR22  ,2010JJ00,8.2
43006,307500 ,CR22  ,2011JJ00,8.2
43007,307500 ,CR22  ,2012JJ00,7.6
43008,307500 ,CR22  ,2013JJ00,
43009,307500 ,CR22  ,2014JJ00,7.7
43010,307500 ,CR22  ,2015JJ00,
43011,307500 ,CR22  ,2016JJ00,
43012,307500 ,CR22  ,2017JJ00,
43013,307500 ,CR22  ,2018JJ00,7.7
43014,307500 ,CR22  ,2019JJ00,7.6
43015,307500 ,CR22  ,2020JJ00,7.5
43016,307500 ,CR22  ,2021JJ00,7.2
43017,307500 ,CR22  ,2022JJ00,7.7
43018,307500 ,CR22  ,2023JJ00,7.7
43019,307500 ,CR22  ,2024JJ00,7.7
43020,307500 ,CR23  ,2010JJ00,34.6
43021,307500 ,CR23  ,2011JJ00,34.3
43022,307500 ,CR23  ,2012JJ00,34.2
43023,307500 ,CR23  ,2013JJ00,33.4
43024,307500 ,CR23  ,2014JJ00,33.7
43025,307500 ,CR23  ,2015JJ00,
43026,307500 ,CR23  ,2016JJ00,34.0
43027,307500 ,CR23  ,2017JJ00,34.0
43028,307500 ,CR23  ,2018JJ00,
43029,307500 ,CR23  ,2019JJ00,36.6
43030,307500 ,CR23  ,2020JJ00,35.8
43031,307500 ,CR23  ,2021JJ00,36.4
43032,307500 ,CR23  ,2022JJ00,37.0
43033,307500 ,CR23  ,2023JJ00,39.6
43034,307500 ,CR23  ,2024JJ00,40.7
43035,307500 ,CR24  ,2010JJ00,
43036,307500 ,CR24  ,2011JJ00,6.5
43037,307500 ,CR24  ,2012JJ00,6.2
43038,307500 ,CR24  ,2013JJ00,6.1
43039,307500 ,CR24  ,2014JJ00,6.3
43040,307500 ,CR24  ,2015JJ00,6.4
43041,307500 ,CR24  ,2016JJ00,
43042,307500 ,CR24  ,2017JJ00,
43043,307500 ,CR24  ,2018JJ00,
43044,307500 ,CR24  ,2019JJ00,6.1
43045,307500 ,CR24  ,2020JJ00,5.9
43046,307500 ,CR24  ,2021JJ00,5.9
43047,307500 ,CR24  ,2022JJ00,5.8
43048,307500 ,CR24  ,2023JJ00,4.1
43049,307500 ,CR24  ,2024JJ00,4.1
43050,307500 ,CR25  ,2010JJ00,14.5
43051,307500 ,CR25  ,2011JJ00,14.3
43052,307500 ,CR25  ,2012JJ00,14.5
43053,307500 ,CR25  ,2013JJ00,14.5
43054,307500 ,CR25  ,2014JJ00,
43055,307500 ,CR25  ,2015JJ00,
43056,307500 ,CR25  ,2016JJ00,
43057,307500 ,CR25  ,2017JJ00,
43058,307500 ,CR25  ,2018JJ00,
43059,307500 ,CR25  ,2019JJ00,14.5
43060,307500 ,CR25  ,2020JJ00,14.7
43061,307500 ,CR25  ,2021JJ00,15.4
43062,307500 ,CR25  ,2022JJ00,15.5
43063,307500 ,CR25  ,2023JJ00,15.6
43064,307500 ,CR25  ,2024JJ00,16.5
43065,307500 ,CR26  ,2010JJ00,12.7
43066,307500 ,CR26  ,2011JJ00,12.2
43067,307500 ,CR26  ,2012JJ00,10.5
43068,307500 ,CR26  ,2013JJ00,10.9
43069,307500 ,CR26  ,2014JJ00,10.4
43070,307500 ,CR26  ,2015JJ00,10.6
43071,307500 ,CR26  ,2016JJ00,10.8
43072,307500 ,CR26  ,2017JJ00,9.8
43073,307500 ,CR26  ,2018JJ00,9.9
43074,307500 ,CR26  ,2019JJ00,9.5
43075,307500 ,CR26  ,2020JJ00,9.3
43076,307500 ,CR26  ,2021JJ00,8.6
43077,307500 ,CR26  ,2022JJ00,8.9
43078,307500 ,CR26  ,2023JJ00,8.9
43079,307500 ,CR26  ,2024JJ00,9.0
43080,307500 ,CR27  ,2010JJ00,7.4
43081,307500 ,CR27  ,2011JJ00,7.3
43082,307500 ,CR27  ,2012JJ00,7.5
43083,307500 ,CR27  ,2013JJ00,7.0
43084,307500 ,CR27  ,2014JJ00,7.6
43085,307500 ,CR27  ,2015JJ00,7.3
43086,307500 ,CR27  ,2016JJ00,7.3
43087,307500 ,CR27  ,2017JJ00,7.4
43088,307500 ,CR27  ,2018JJ00,7.7
43089,307500 ,CR27  ,2019JJ00,8.1
43090,307500 ,CR27  ,2020JJ00,8.5
43091,307500 ,CR27  ,2021JJ00,8.8
43092,307500 ,CR27  ,2022JJ00,8.6
43093,307500 ,CR27  ,2023JJ00,8.5
43094,307500 ,CR27  ,2024JJ00,8.6
43095,307500 ,CR28  ,2010JJ00,10.2
43096,307500 ,CR28  ,2011JJ00,10.0
43097,307500 ,CR28  ,2012JJ00,9.6
43098,307500 ,CR28  ,2013JJ00,9.8
43099,307500 ,CR28  ,2014JJ00,
43100,307500 ,CR28  ,2015JJ00,
43101,307500 ,CR28  ,2016JJ00,10.3
43102,307500 ,CR28  ,2017JJ00,10.6
43103,307500 ,CR28  ,2018JJ00,
43104,307500 ,CR28  ,2019JJ00,10.3
43105,307500 ,CR28  ,2020JJ00,10.1
43106,307500 ,CR28  ,2021JJ00,9.8
43107,307500 ,CR28  ,2022JJ00,10.1
43108,307500 ,CR28  ,2023JJ00,10.5
43109,307500 ,CR28  ,2024JJ00,10.6
43110,307500 ,CR29  ,2010JJ00,51.2
43111,307500 ,CR29  ,2011JJ00,50.4
43112,307500 ,CR29  ,2012JJ00,49.4
43113,307500 ,CR29  ,2013JJ00,47.5
43114,307500 ,CR29  ,2014JJ00,46.8
43115,307500 ,CR29  ,2015JJ00,
43116,307500 ,CR29  ,2016JJ00,
43117,307500 ,CR29  ,2017JJ00,
43118,307500 ,CR29  ,2018JJ00,
43119,307500 ,CR29  ,2019JJ00,47.4
43120,307500 ,CR29  ,2020JJ00,46.3
43121,307500 ,CR29  ,2021JJ00,46.7
43122,307500 ,CR29  ,2022JJ00,45.5
43123,307500 ,CR29  ,2023JJ00,46.5
43124,307500 ,CR29  ,2024JJ00,47.1
43125,307500 ,CR30  ,2010JJ00,23.0
43126,307500 ,CR30  ,2011JJ00,24.0
43127,307500 ,CR30  ,2012JJ00,23.1
43128,307500 ,CR30  ,2013JJ00,23.1
43129,307500 ,CR30  ,2014JJ00,24.3
43130,307500 ,CR30  ,2015JJ00,24.5
43131,307500 ,CR30  ,2016JJ00,24.8
43132,307500 ,CR30  ,2017JJ00,25.0
43133,307500 ,CR30  ,2018JJ00,
43134,307500 ,CR30  ,2019JJ00,23.5
43135,307500 ,CR30  ,2020JJ00,20.9
43136,307500 ,CR30  ,2021JJ00,20.6
43137,307500 ,CR30  ,2022JJ00,21.0
43138,307500 ,CR30  ,2023JJ00,21.0
43139,307500 ,CR30  ,2024JJ00,21.1
43140,307500 ,CR31  ,2010JJ00,7.4
43141,307500 ,CR31  ,2011JJ00,7.4
43142,307500 ,CR31  ,2012JJ00,7.4
43143,307500 ,CR31  ,2013JJ00,7.4
43144,307500 ,CR31  ,2014JJ00,7.6
43145,307500 ,CR31  ,2015JJ00,7.6
43146,307500 ,CR31  ,2016JJ00,
43147,307500 ,CR31  ,2017JJ00,7.9
43148,307500 ,CR31  ,2018JJ00,7.9
43149,307500 ,CR31  ,2019JJ00,8.0
43150,307500 ,CR31  ,2020JJ00,7.8
43151,307500 ,CR31  ,2021JJ00,8.0
43152,307500 ,CR31  ,2022JJ00,9.3
43153,307500 ,CR31  ,2023JJ00,9.2
43154,307500 ,CR31  ,2024JJ00,9.3
43155,307500 ,CR32  ,2010JJ00,12.7
43156,307500 ,CR32  ,2011JJ00,13.1
43157,307500 ,CR32  ,2012JJ00,13.0
43158,307500 ,CR32  ,2013JJ00,12.3
43159,307500 ,CR32  ,2014JJ00,12.7
43160,307500 ,CR32  ,2015JJ00,12.4
43161,307500 ,CR32  ,2016JJ00,
43162,307500 ,CR32  ,2017JJ00,12.5
43163,307500 ,CR32  ,2018JJ00,12.5
43164,307500 ,CR32  ,2019JJ00,13.0
43165,307500 ,CR32  ,2020JJ00,12.8
43166,307500 ,CR32  ,2021JJ00,12.7
43167,307500 ,CR32  ,2022JJ00,13.0
43168,307500 ,CR32  ,2023JJ00,13.0
43169,307500 ,CR32  ,2024JJ00,13.0
43170,307500 ,CR33  ,2010JJ00,40.6
43171,307500 ,CR33  ,2011JJ00,40.0
43172,307500 ,CR33  ,2012JJ00,38.7
43173,307500 ,CR33  ,2013JJ00,38.5
43174,307500 ,CR33  ,2014JJ00,38.0
43175,307500 ,CR33  ,2015JJ00,35.7
43176,307500 ,CR33  ,2016JJ00,35.4
43177,307500 ,CR33  ,2017JJ00,35.3
43178,307500 ,CR33  ,2018JJ00,35.9
43179,307500 ,CR33  ,2019JJ00,36.1
43180,307500 ,CR33  ,2020JJ00,35.5
43181,307500 ,CR33  ,2021JJ00,35.7
43182,307500 ,CR33  ,2022JJ00,35.2
43183,307500 ,CR33  ,2023JJ00,35.2
43184,307500 ,CR33  ,2024JJ00,34.7
43185,307500 ,CR34  ,2010JJ00,24.5
43186,307500 ,CR34  ,2011JJ00,24.1
43187,307500 ,CR34  ,2012JJ00,24.1
43188,307500 ,CR34  ,2013JJ00,23.6
43189,307500 ,CR34  ,2014JJ00,
43190,307500 ,CR34  ,2015JJ00,
43191,307500 ,CR34  ,2016JJ00,
43192,307500 ,CR34  ,2017JJ00,
43193,307500 ,CR34  ,2018JJ00,
43194,307500 ,CR34  ,2019JJ00,25.7
43195,307500 ,CR34  ,2020JJ00,25.2
43196,307500 ,CR34  ,2021JJ00,25.6
43197,307500 ,CR34  ,2022JJ00,26.0
43198,307500 ,CR34  ,2023JJ00,26.0
43199,307500 ,CR34  ,2024JJ00,25.5
43200,307500 ,CR35  ,2010JJ00,
43201,307500 ,CR35  ,2011JJ00,40.4
43202,307500 ,CR35  ,2012JJ00,41.3
43203,307500 ,CR35  ,2013JJ00,39.9
43204,307500 ,CR35  ,2014JJ00,
43205,307500 ,CR35  ,2015JJ00,
43206,307500 ,CR35  ,2016JJ00,
43207,307500 ,CR35  ,2017JJ00,
43208,307500 ,CR35  ,2018JJ00,
43209,307500 ,CR35  ,2019JJ00,43.8
43210,307500 ,CR35  ,2020JJ00,43.1
43211,307500 ,CR35  ,2021JJ00,43.9
43212,307500 ,CR35  ,2022JJ00,44.5
43213,307500 ,CR35  ,2023JJ00,44.7
43214,307500 ,CR35  ,2024JJ00,44.6
43215,307500 ,CR36  ,2010JJ00,
43216,307500 ,CR36  ,2011JJ00,61.0
43217,307500 ,CR36  ,2012JJ00,60.8
43218,307500 ,CR36  ,2013JJ00,60.5
43219,307500 ,CR36  ,2014JJ00,60.6
43220,307500 ,CR36  ,2015JJ00,60.2
43221,307500 ,CR36  ,2016JJ00,62.6
43222,307500 ,CR36  ,2017JJ00,65.9
43223,307500 ,CR36  ,2018JJ00,
43224,307500 ,CR36  ,2019JJ00,73.7
43225,307500 ,CR36  ,2020JJ00,75.1
43226,307500 ,CR36  ,2021JJ00,79.1
43227,307500 ,CR36  ,2022JJ00,82.2
43228,307500 ,CR36  ,2023JJ00,86.0
43229,307500 ,CR36  ,2024JJ00,86.9
43230,307500 ,CR37  ,2010JJ00,
43231,307500 ,CR37  ,2011JJ00,22.1
43232,307500 ,CR37  ,2012JJ00,21.8
43233,307500 ,CR37  ,2013JJ00,21.7
43234,307500 ,CR37  ,2014JJ00,21.3
43235,307500 ,CR37  ,2015JJ00,21.3
43236,307500 ,CR37  ,2016JJ00,21.2
43237,307500 ,CR37  ,2017JJ00,21.3
43238,307500 ,CR37  ,2018JJ00,21.8
43239,307500 ,CR37  ,2019JJ00,21.1
43240,307500 ,CR37  ,2020JJ00,20.2
43241,307500 ,CR37  ,2021JJ00,
43242,307500 ,CR37  ,2022JJ00,
43243,307500 ,CR37  ,2023JJ00,
43244,307500 ,CR37  ,2024JJ00,20.0
43245,307500 ,CR38  ,2010JJ00,
43246,307500 ,CR38  ,2011JJ00,15.7
43247,307500 ,CR38  ,2012JJ00,15.5
43248,307500 ,CR38  ,2013JJ00,15.2
43249,307500 ,CR38  ,2014JJ00,15.0
43250,307500 ,CR38  ,2015JJ00,14.7
43251,307500 ,CR38  ,2016JJ00,14.6
43252,307500 ,CR38  ,2017JJ00,14.7
43253,307500 ,CR38  ,2018JJ00,15.1
43254,307500 ,CR38  ,2019JJ00,14.8
43255,307500 ,CR38  ,2020JJ00,14.7
43256,307500 ,CR38  ,2021JJ00,
43257,307500 ,CR38  ,2022JJ00,
43258,307500 ,CR38  ,2023JJ00,
43259,307500 ,CR38  ,2024JJ00,14.4
43260,307500 ,CR39  ,2010JJ00,31.6
43261,307500 ,CR39  ,2011JJ00,31.2
43262,307500 ,CR39  ,2012JJ00,30.4
43263,307500 ,CR39  ,2013JJ00,29.3
43264,307500 ,CR39  ,2014JJ00,29.5
43265,307500 ,CR39  ,2015JJ00,29.3
43266,307500 ,CR39  ,2016JJ00,28.9
43267,307500 ,CR39  ,2017JJ00,29.3
43268,307500 ,CR39  ,2018JJ00,31.0
43269,307500 ,CR39  ,2019JJ00,30.2
43270,307500 ,CR39  ,2020JJ00,29.1
43271,307500 ,CR39  ,2021JJ00,28.5
43272,307500 ,CR39  ,2022JJ00,28.4
43273,307500 ,CR39  ,2023JJ00,28.1
43274,307500 ,CR39  ,2024JJ00,25.4
43275,307500 ,CR40  ,2010JJ00,13.2
43276,307500 ,CR40  ,2011JJ00,12.8
43277,307500 ,CR40  ,2012JJ00,12.5
43278,307500 ,CR40  ,2013JJ00,12.2
43279,307500 ,CR40  ,2014JJ00,
43280,307500 ,CR40  ,2015JJ00,
43281,307500 ,CR40  ,2016JJ00,
43282,307500 ,CR40  ,2017JJ00,
43283,307500 ,CR40  ,2018JJ00,
43284,307500 ,CR40  ,2019JJ00,14.0
43285,307500 ,CR40  ,2020JJ00,13.9
43286,307500 ,CR40  ,2021JJ00,14.6
43287,307500 ,CR40  ,2022JJ00,15.1
43288,307500 ,CR40  ,2023JJ00,15.3
43289,307500 ,CR40  ,2024JJ00,16.9
43290,307500 ,CR99  ,2010JJ00,0.5
43291,307500 ,CR99  ,2011JJ00,
43292,307500 ,CR99  ,2012JJ00,
43293,307500 ,CR99  ,2013JJ00,
43294,307500 ,CR99  ,2014JJ00,
43295,307500 ,CR99  ,2015JJ00,
43296,307500 ,CR99  ,2016JJ00,
43297,307500 ,CR99  ,2017JJ00,
43298,307500 ,CR99  ,2018JJ00,
43299,307500 ,CR99  ,2019JJ00,3.2
43300,307500 ,CR99  ,2020JJ00,2.8
43301,307500 ,CR99  ,2021JJ00,2.9
43302,307500 ,CR99  ,2022JJ00,3.1
43303,307500 ,CR99  ,2023JJ00,3.1
43304,307500 ,CR99  ,2024JJ00,3.2
51165,346600 ,CR01  ,2010JJ00,
51166,346600 ,CR01  ,2011JJ00,
51167,346600 ,CR01  ,2012JJ00,
51168,346600 ,CR01  ,2013JJ00,
51169,346600 ,CR01  ,2014JJ00,
51170,346600 ,CR01  ,2015JJ00,
51171,346600 ,CR01  ,2016JJ00,
51172,346600 ,CR01  ,2017JJ00,
51173,346600 ,CR01  ,2018JJ00,
51174,346600 ,CR01  ,2019JJ00,
51175,346600 ,CR01  ,2020JJ00,
51176,346600 ,CR01  ,2021JJ00,
51177,346600 ,CR01  ,2022JJ00,
51178,346600 ,CR01  ,2023JJ00,
51179,346600 ,CR01  ,2024JJ00,
51180,346600 ,CR02  ,2010JJ00,
51181,346600 ,CR02  ,2011JJ00,
51182,346600 ,CR02  ,2012JJ00,
51183,346600 ,CR02  ,2013JJ00,
51184,346600 ,CR02  ,2014JJ00,
51185,346600 ,CR02  ,2015JJ00,
51186,346600 ,CR02  ,2016JJ00,
51187,346600 ,CR02  ,2017JJ00,
51188,346600 ,CR02  ,2018JJ00,
51189,346600 ,CR02  ,2019JJ00,
51190,346600 ,CR02  ,2020JJ00,
51191,346600 ,CR02  ,2021JJ00,
51192,346600 ,CR02  ,2022JJ00,
51193,346600 ,CR02  ,2023JJ00,
51194,346600 ,CR02  ,2024JJ00,
51195,346600 ,CR03  ,2010JJ00,
51196,346600 ,CR03  ,2011JJ00,1.9
51197,346600 ,CR03  ,2012JJ00,1.7
51198,346600 ,CR03  ,2013JJ00,1.6
51199,346600 ,CR03  ,2014JJ00,1.7
51200,346600 ,CR03  ,2015JJ00,1.7
51201,346600 ,CR03  ,2016JJ00,1.7
51202,346600 ,CR03  ,2017JJ00,1.7
51203,346600 ,CR03  ,2018JJ00,
51204,346600 ,CR03  ,2019JJ00,1.6
51205,346600 ,CR03  ,2020JJ00,1.9
51206,346600 ,CR03  ,2021JJ00,2.1
51207,346600 ,CR03  ,2022JJ00,2.6
51208,346600 ,CR03  ,2023JJ00,2.8
51209,346600 ,CR03  ,2024JJ00,3.0
51210,346600 ,CR04  ,2010JJ00,
51211,346600 ,CR04  ,2011JJ00,0.8
51212,346600 ,CR04  ,2012JJ00,0.7
51213,346600 ,CR04  ,2013JJ00,0.6
51214,346600 ,CR04  ,2014JJ00,0.3
51215,346600 ,CR04  ,2015JJ00,0.3
51216,346600 ,CR04  ,2016JJ00,0.3
51217,346600 ,CR04  ,2017JJ00,0.5
51218,346600 ,CR04  ,2018JJ00,0.4
51219,346600 ,CR04  ,2019JJ00,0.4
51220,346600 ,CR04  ,2020JJ00,0.4
51221,346600 ,CR04  ,2021JJ00,0.5
51222,346600 ,CR04  ,2022JJ00,0.6
51223,346600 ,CR04  ,2023JJ00,0.5
51224,346600 ,CR04  ,2024JJ00,0.5
51225,346600 ,CR05  ,2010JJ00,
51226,346600 ,CR05  ,2011JJ00,
51227,346600 ,CR05  ,2012JJ00,
51228,346600 ,CR05  ,2013JJ00,
51229,346600 ,CR05  ,2014JJ00,
51230,346600 ,CR05  ,2015JJ00,
51231,346600 ,CR05  ,2016JJ00,0.1
51232,346600 ,CR05  ,2017JJ00,0.1
51233,346600 ,CR05  ,2018JJ00,0.1
51234,346600 ,CR05  ,2019JJ00,
51235,346600 ,CR05  ,2020JJ00,
51236,346600 ,CR05  ,2021JJ00,
51237,346600 ,CR05  ,2022JJ00,0.1
51238,346600 ,CR05  ,2023JJ00,0.0
51239,346600 ,CR05  ,2024JJ00,
51240,346600 ,CR06  ,2010JJ00,
51241,346600 ,CR06  ,2011JJ00,
51242,346600 ,CR06  ,2012JJ00,
51243,346600 ,CR06  ,2013JJ00,
51244,346600 ,CR06  ,2014JJ00,
51245,346600 ,CR06  ,2015JJ00,
51246,346600 ,CR06  ,2016JJ00,0.1
51247,346600 ,CR06  ,2017JJ00,0.1
51248,346600 ,CR06  ,2018JJ00,0.0
51249,346600 ,CR06  ,2019JJ00,
51250,346600 ,CR06  ,2020JJ00,
51251,346600 ,CR06  ,2021JJ00,
51252,346600 ,CR06  ,2022JJ00,0.1
51253,346600 ,CR06  ,2023JJ00,0.1
51254,346600 ,CR06  ,2024JJ00,
51255,346600 ,CR07  ,2010JJ00,
51256,346600 ,CR07  ,2011JJ00,
51257,346600 ,CR07  ,2012JJ00,
51258,346600 ,CR07  ,2013JJ00,
51259,346600 ,CR07  ,2014JJ00,
51260,346600 ,CR07  ,2015JJ00,
51261,346600 ,CR07  ,2016JJ00,
51262,346600 ,CR07  ,2017JJ00,
51263,346600 ,CR07  ,2018JJ00,
51264,346600 ,CR07  ,2019JJ00,
51265,346600 ,CR07  ,2020JJ00,0.0
51266,346600 ,CR07  ,2021JJ00,0.1
51267,346600 ,CR07  ,2022JJ00,0.1
51268,346600 ,CR07  ,2023JJ00,0.0
51269,346600 ,CR07  ,2024JJ00,
51270,346600 ,CR08  ,2010JJ00,
51271,346600 ,CR08  ,2011JJ00,
51272,346600 ,CR08  ,2012JJ00,0.5
51273,346600 ,CR08  ,2013JJ00,0.6
51274,346600 ,CR08  ,2014JJ00,0.4
51275,346600 ,CR08  ,2015JJ00,0.4
51276,346600 ,CR08  ,2016JJ00,
51277,346600 ,CR08  ,2017JJ00,
51278,346600 ,CR08  ,2018JJ00,
51279,346600 ,CR08  ,2019JJ00,
51280,346600 ,CR08  ,2020JJ00,0.3
51281,346600 ,CR08  ,2021JJ00,0.4
51282,346600 ,CR08  ,2022JJ00,0.3
51283,346600 ,CR08  ,2023JJ00,0.5
51284,346600 ,CR08  ,2024JJ00,
51285,346600 ,CR09  ,2010JJ00,0.4
51286,346600 ,CR09  ,2011JJ00,
51287,346600 ,CR09  ,2012JJ00,0.2
51288,346600 ,CR09  ,2013JJ00,
51289,346600 ,CR09  ,2014JJ00,
51290,346600 ,CR09  ,2015JJ00,
51291,346600 ,CR09  ,2016JJ00,
51292,346600 ,CR09  ,2017JJ00,
51293,346600 ,CR09  ,2018JJ00,
51294,346600 ,CR09  ,2019JJ00,0.3
51295,346600 ,CR09  ,2020JJ00,0.3
51296,346600 ,CR09  ,2021JJ00,0.3
51297,346600 ,CR09  ,2022JJ00,0.4
51298,346600 ,CR09  ,2023JJ00,0.4
51299,346600 ,CR09  ,2024JJ00,0.4
51300,346600 ,CR10  ,2010JJ00,
51301,346600 ,CR10  ,2011JJ00,
51302,346600 ,CR10  ,2012JJ00,
51303,346600 ,CR10  ,2013JJ00,
51304,346600 ,CR10  ,2014JJ00,
51305,346600 ,CR10  ,2015JJ00,1.5
51306,346600 ,CR10  ,2016JJ00,
