ID,BedrijfstakkenBranchesSBI2008,RegioS,Perioden,BanenVanWerknemersInDecember_1
203807,422400 ,CR07  ,2012JJ00,19.0
203808,422400 ,CR07  ,2013JJ00,18.9
203809,422400 ,CR07  ,2014JJ00,19.4
203810,422400 ,CR07  ,2015JJ00,18.6
203811,422400 ,CR07  ,2016JJ00,17.5
203812,422400 ,CR07  ,2017JJ00,17.9
203813,422400 ,CR07  ,2018JJ00,18.6
203814,422400 ,CR07  ,2019JJ00,19.1
203815,422400 ,CR07  ,2020JJ00,19.0
203816,422400 ,CR07  ,2021JJ00,20.9
203817,422400 ,CR07  ,2022JJ00,21.1
203818,422400 ,CR07  ,2023JJ00,21.3
203819,422400 ,CR07  ,2024JJ00,21.6
203820,422400 ,CR08  ,2010JJ00,
203821,422400 ,CR08  ,2011JJ00,11.7
203822,422400 ,CR08  ,2012JJ00,10.4
203823,422400 ,CR08  ,2013JJ00,12.2
203824,422400 ,CR08  ,2014JJ00,11.3
203825,422400 ,CR08  ,2015JJ00,11.9
203826,422400 ,CR08  ,2016JJ00,11.3
203827,422400 ,CR08  ,2017JJ00,12.1
203828,422400 ,CR08  ,2018JJ00,12.9
203829,422400 ,CR08  ,2019JJ00,13.3
203830,422400 ,CR08  ,2020JJ00,13.5
203831,422400 ,CR08  ,2021JJ00,13.5
203832,422400 ,CR08  ,2022JJ00,14.6
203833,422400 ,CR08  ,2023JJ00,13.2
203834,422400 ,CR08  ,2024JJ00,13.0
203835,422400 ,CR09  ,2010JJ00,14.7
203836,422400 ,CR09  ,2011JJ00,14.9
203837,422400 ,CR09  ,2012JJ00,17.8
203838,422400 ,CR09  ,2013JJ00,16.1
203839,422400 ,CR09  ,2014JJ00,17.1
203840,422400 ,CR09  ,2015JJ00,15.3
203841,422400 ,CR09  ,2016JJ00,13.4
203842,422400 ,CR09  ,2017JJ00,12.4
203843,422400 ,CR09  ,2018JJ00,12.8
203844,422400 ,CR09  ,2019JJ00,13.0
203845,422400 ,CR09  ,2020JJ00,13.2
203846,422400 ,CR09  ,2021JJ00,14.0
203847,422400 ,CR09  ,2022JJ00,13.8
203848,422400 ,CR09  ,2023JJ00,15.8
203849,422400 ,CR09  ,2024JJ00,15.5
203850,422400 ,CR10  ,2010JJ00,32.5
203851,422400 ,CR10  ,2011JJ00,33.3
203852,422400 ,CR10  ,2012JJ00,34.7
203853,422400 ,CR10  ,2013JJ00,34.8
203854,422400 ,CR10  ,2014JJ00,33.8
203855,422400 ,CR10  ,2015JJ00,33.0
203856,422400 ,CR10  ,2016JJ00,33.0
203857,422400 ,CR10  ,2017JJ00,34.4
203858,422400 ,CR10  ,2018JJ00,35.6
203859,422400 ,CR10  ,2019JJ00,36.1
203860,422400 ,CR10  ,2020JJ00,36.2
203861,422400 ,CR10  ,2021JJ00,37.2
203862,422400 ,CR10  ,2022JJ00,37.8
203863,422400 ,CR10  ,2023JJ00,37.7
203864,422400 ,CR10  ,2024JJ00,39.0
203865,422400 ,CR11  ,2010JJ00,13.3
203866,422400 ,CR11  ,2011JJ00,13.4
203867,422400 ,CR11  ,2012JJ00,14.1
203868,422400 ,CR11  ,2013JJ00,14.0
203869,422400 ,CR11  ,2014JJ00,14.0
203870,422400 ,CR11  ,2015JJ00,13.6
203871,422400 ,CR11  ,2016JJ00,13.5
203872,422400 ,CR11  ,2017JJ00,12.9
203873,422400 ,CR11  ,2018JJ00,13.4
203874,422400 ,CR11  ,2019JJ00,13.7
203875,422400 ,CR11  ,2020JJ00,14.4
203876,422400 ,CR11  ,2021JJ00,15.2
203877,422400 ,CR11  ,2022JJ00,15.4
203878,422400 ,CR11  ,2023JJ00,15.4
203879,422400 ,CR11  ,2024JJ00,16.1
203880,422400 ,CR12  ,2010JJ00,48.8
203881,422400 ,CR12  ,2011JJ00,52.7
203882,422400 ,CR12  ,2012JJ00,52.4
203883,422400 ,CR12  ,2013JJ00,53.5
203884,422400 ,CR12  ,2014JJ00,49.1
203885,422400 ,CR12  ,2015JJ00,48.8
203886,422400 ,CR12  ,2016JJ00,48.7
203887,422400 ,CR12  ,2017JJ00,49.9
203888,422400 ,CR12  ,2018JJ00,52.6
203889,422400 ,CR12  ,2019JJ00,53.9
203890,422400 ,CR12  ,2020JJ00,56.0
203891,422400 ,CR12  ,2021JJ00,57.2
203892,422400 ,CR12  ,2022JJ00,57.9
203893,422400 ,CR12  ,2023JJ00,59.6
203894,422400 ,CR12  ,2024JJ00,60.5
203895,422400 ,CR13  ,2010JJ00,57.6
203896,422400 ,CR13  ,2011JJ00,57.6
203897,422400 ,CR13  ,2012JJ00,56.8
203898,422400 ,CR13  ,2013JJ00,57.5
203899,422400 ,CR13  ,2014JJ00,56.4
203900,422400 ,CR13  ,2015JJ00,55.4
203901,422400 ,CR13  ,2016JJ00,54.6
203902,422400 ,CR13  ,2017JJ00,56.2
203903,422400 ,CR13  ,2018JJ00,57.3
203904,422400 ,CR13  ,2019JJ00,60.6
203905,422400 ,CR13  ,2020JJ00,61.8
203906,422400 ,CR13  ,2021JJ00,63.1
203907,422400 ,CR13  ,2022JJ00,64.0
203908,422400 ,CR13  ,2023JJ00,65.9
203909,422400 ,CR13  ,2024JJ00,67.5
203910,422400 ,CR14  ,2010JJ00,31.8
203911,422400 ,CR14  ,2011JJ00,32.5
203912,422400 ,CR14  ,2012JJ00,32.8
203913,422400 ,CR14  ,2013JJ00,31.9
203914,422400 ,CR14  ,2014JJ00,29.7
203915,422400 ,CR14  ,2015JJ00,29.8
203916,422400 ,CR14  ,2016JJ00,30.2
203917,422400 ,CR14  ,2017JJ00,31.5
203918,422400 ,CR14  ,2018JJ00,32.8
203919,422400 ,CR14  ,2019JJ00,34.0
203920,422400 ,CR14  ,2020JJ00,35.2
203921,422400 ,CR14  ,2021JJ00,36.1
203922,422400 ,CR14  ,2022JJ00,36.9
203923,422400 ,CR14  ,2023JJ00,36.8
203924,422400 ,CR14  ,2024JJ00,37.4
203925,422400 ,CR15  ,2010JJ00,66.8
203926,422400 ,CR15  ,2011JJ00,70.1
203927,422400 ,CR15  ,2012JJ00,69.4
203928,422400 ,CR15  ,2013JJ00,68.1
203929,422400 ,CR15  ,2014JJ00,67.7
203930,422400 ,CR15  ,2015JJ00,67.9
203931,422400 ,CR15  ,2016JJ00,68.9
203932,422400 ,CR15  ,2017JJ00,71.4
203933,422400 ,CR15  ,2018JJ00,73.8
203934,422400 ,CR15  ,2019JJ00,74.7
203935,422400 ,CR15  ,2020JJ00,76.6
203936,422400 ,CR15  ,2021JJ00,78.8
203937,422400 ,CR15  ,2022JJ00,79.3
203938,422400 ,CR15  ,2023JJ00,80.7
203939,422400 ,CR15  ,2024JJ00,82.5
203940,422400 ,CR16  ,2010JJ00,12.1
203941,422400 ,CR16  ,2011JJ00,12.8
203942,422400 ,CR16  ,2012JJ00,12.5
203943,422400 ,CR16  ,2013JJ00,12.2
203944,422400 ,CR16  ,2014JJ00,12.0
203945,422400 ,CR16  ,2015JJ00,12.0
203946,422400 ,CR16  ,2016JJ00,12.5
203947,422400 ,CR16  ,2017JJ00,12.9
203948,422400 ,CR16  ,2018JJ00,13.4
203949,422400 ,CR16  ,2019JJ00,14.4
203950,422400 ,CR16  ,2020JJ00,15.6
203951,422400 ,CR16  ,2021JJ00,15.5
203952,422400 ,CR16  ,2022JJ00,15.7
203953,422400 ,CR16  ,2023JJ00,15.5
203954,422400 ,CR16  ,2024JJ00,15.5
203955,422400 ,CR17  ,2010JJ00,103.5
203956,422400 ,CR17  ,2011JJ00,107.4
203957,422400 ,CR17  ,2012JJ00,109.4
203958,422400 ,CR17  ,2013JJ00,110.6
203959,422400 ,CR17  ,2014JJ00,106.9
203960,422400 ,CR17  ,2015JJ00,108.9
203961,422400 ,CR17  ,2016JJ00,110.2
203962,422400 ,CR17  ,2017JJ00,111.0
203963,422400 ,CR17  ,2018JJ00,114.6
203964,422400 ,CR17  ,2019JJ00,120.7
203965,422400 ,CR17  ,2020JJ00,123.4
203966,422400 ,CR17  ,2021JJ00,125.2
203967,422400 ,CR17  ,2022JJ00,126.6
203968,422400 ,CR17  ,2023JJ00,132.0
203969,422400 ,CR17  ,2024JJ00,134.6
203970,422400 ,CR18  ,2010JJ00,23.6
203971,422400 ,CR18  ,2011JJ00,26.8
203972,422400 ,CR18  ,2012JJ00,26.9
203973,422400 ,CR18  ,2013JJ00,23.5
203974,422400 ,CR18  ,2014JJ00,21.3
203975,422400 ,CR18  ,2015JJ00,21.0
203976,422400 ,CR18  ,2016JJ00,21.6
203977,422400 ,CR18  ,2017JJ00,22.4
203978,422400 ,CR18  ,2018JJ00,23.5
203979,422400 ,CR18  ,2019JJ00,24.6
203980,422400 ,CR18  ,2020JJ00,25.8
203981,422400 ,CR18  ,2021JJ00,26.3
203982,422400 ,CR18  ,2022JJ00,26.6
203983,422400 ,CR18  ,2023JJ00,27.6
203984,422400 ,CR18  ,2024JJ00,28.5
203985,422400 ,CR19  ,2010JJ00,17.2
203986,422400 ,CR19  ,2011JJ00,17.7
203987,422400 ,CR19  ,2012JJ00,18.0
203988,422400 ,CR19  ,2013JJ00,17.9
203989,422400 ,CR19  ,2014JJ00,17.9
203990,422400 ,CR19  ,2015JJ00,18.5
203991,422400 ,CR19  ,2016JJ00,18.8
203992,422400 ,CR19  ,2017JJ00,20.2
203993,422400 ,CR19  ,2018JJ00,20.5
203994,422400 ,CR19  ,2019JJ00,21.7
203995,422400 ,CR19  ,2020JJ00,21.9
203996,422400 ,CR19  ,2021JJ00,21.8
203997,422400 ,CR19  ,2022JJ00,21.7
203998,422400 ,CR19  ,2023JJ00,23.2
203999,422400 ,CR19  ,2024JJ00,23.7
204000,422400 ,CR20  ,2010JJ00,12.9
204001,422400 ,CR20  ,2011JJ00,12.7
204002,422400 ,CR20  ,2012JJ00,12.8
204003,422400 ,CR20  ,2013JJ00,12.1
204004,422400 ,CR20  ,2014JJ00,11.9
204005,422400 ,CR20  ,2015JJ00,11.6
204006,422400 ,CR20  ,2016JJ00,11.8
204007,422400 ,CR20  ,2017JJ00,11.8
204008,422400 ,CR20  ,2018JJ00,11.9
204009,422400 ,CR20  ,2019JJ00,12.5
204010,422400 ,CR20  ,2020JJ00,12.9
204011,422400 ,CR20  ,2021JJ00,13.0
204012,422400 ,CR20  ,2022JJ00,13.3
204013,422400 ,CR20  ,2023JJ00,13.6
204014,422400 ,CR20  ,2024JJ00,14.3
204015,422400 ,CR21  ,2010JJ00,16.3
204016,422400 ,CR21  ,2011JJ00,17.1
204017,422400 ,CR21  ,2012JJ00,17.5
204018,422400 ,CR21  ,2013JJ00,18.5
204019,422400 ,CR21  ,2014JJ00,17.9
204020,422400 ,CR21  ,2015JJ00,16.8
204021,422400 ,CR21  ,2016JJ00,17.1
204022,422400 ,CR21  ,2017JJ00,16.9
204023,422400 ,CR21  ,2018JJ00,17.7
204024,422400 ,CR21  ,2019JJ00,18.7
204025,422400 ,CR21  ,2020JJ00,19.2
204026,422400 ,CR21  ,2021JJ00,19.7
204027,422400 ,CR21  ,2022JJ00,19.1
204028,422400 ,CR21  ,2023JJ00,18.6
204029,422400 ,CR21  ,2024JJ00,18.9
204030,422400 ,CR22  ,2010JJ00,7.7
204031,422400 ,CR22  ,2011JJ00,8.0
204032,422400 ,CR22  ,2012JJ00,7.8
204033,422400 ,CR22  ,2013JJ00,8.0
204034,422400 ,CR22  ,2014JJ00,7.1
204035,422400 ,CR22  ,2015JJ00,7.5
204036,422400 ,CR22  ,2016JJ00,8.1
204037,422400 ,CR22  ,2017JJ00,7.7
204038,422400 ,CR22  ,2018JJ00,8.5
204039,422400 ,CR22  ,2019JJ00,9.2
204040,422400 ,CR22  ,2020JJ00,9.7
204041,422400 ,CR22  ,2021JJ00,9.7
204042,422400 ,CR22  ,2022JJ00,10.0
204043,422400 ,CR22  ,2023JJ00,10.4
204044,422400 ,CR22  ,2024JJ00,10.1
204045,422400 ,CR23  ,2010JJ00,107.3
204046,422400 ,CR23  ,2011JJ00,109.8
204047,422400 ,CR23  ,2012JJ00,109.2
204048,422400 ,CR23  ,2013JJ00,108.5
204049,422400 ,CR23  ,2014JJ00,107.3
204050,422400 ,CR23  ,2015JJ00,105.4
204051,422400 ,CR23  ,2016JJ00,107.4
204052,422400 ,CR23  ,2017JJ00,109.9
204053,422400 ,CR23  ,2018JJ00,110.5
204054,422400 ,CR23  ,2019JJ00,111.7
204055,422400 ,CR23  ,2020JJ00,113.5
204056,422400 ,CR23  ,2021JJ00,115.9
204057,422400 ,CR23  ,2022JJ00,117.9
204058,422400 ,CR23  ,2023JJ00,119.5
204059,422400 ,CR23  ,2024JJ00,121.8
204060,422400 ,CR24  ,2010JJ00,19.1
204061,422400 ,CR24  ,2011JJ00,19.2
204062,422400 ,CR24  ,2012JJ00,19.4
204063,422400 ,CR24  ,2013JJ00,18.8
204064,422400 ,CR24  ,2014JJ00,18.3
204065,422400 ,CR24  ,2015JJ00,18.3
204066,422400 ,CR24  ,2016JJ00,18.2
204067,422400 ,CR24  ,2017JJ00,18.2
204068,422400 ,CR24  ,2018JJ00,19.1
204069,422400 ,CR24  ,2019JJ00,19.6
204070,422400 ,CR24  ,2020JJ00,20.3
204071,422400 ,CR24  ,2021JJ00,20.4
204072,422400 ,CR24  ,2022JJ00,19.9
204073,422400 ,CR24  ,2023JJ00,19.4
204074,422400 ,CR24  ,2024JJ00,19.9
204075,422400 ,CR25  ,2010JJ00,36.7
204076,422400 ,CR25  ,2011JJ00,37.8
204077,422400 ,CR25  ,2012JJ00,37.3
204078,422400 ,CR25  ,2013JJ00,36.1
204079,422400 ,CR25  ,2014JJ00,36.6
204080,422400 ,CR25  ,2015JJ00,37.5
204081,422400 ,CR25  ,2016JJ00,38.2
204082,422400 ,CR25  ,2017JJ00,38.8
204083,422400 ,CR25  ,2018JJ00,39.6
204084,422400 ,CR25  ,2019JJ00,41.4
204085,422400 ,CR25  ,2020JJ00,42.1
204086,422400 ,CR25  ,2021JJ00,41.7
204087,422400 ,CR25  ,2022JJ00,41.6
204088,422400 ,CR25  ,2023JJ00,42.2
204089,422400 ,CR25  ,2024JJ00,43.4
204090,422400 ,CR26  ,2010JJ00,62.1
204091,422400 ,CR26  ,2011JJ00,62.5
204092,422400 ,CR26  ,2012JJ00,63.6
204093,422400 ,CR26  ,2013JJ00,61.9
204094,422400 ,CR26  ,2014JJ00,60.8
204095,422400 ,CR26  ,2015JJ00,60.1
204096,422400 ,CR26  ,2016JJ00,58.6
204097,422400 ,CR26  ,2017JJ00,59.4
204098,422400 ,CR26  ,2018JJ00,60.4
204099,422400 ,CR26  ,2019JJ00,62.7
204100,422400 ,CR26  ,2020JJ00,67.0
204101,422400 ,CR26  ,2021JJ00,67.1
204102,422400 ,CR26  ,2022JJ00,67.3
204103,422400 ,CR26  ,2023JJ00,68.3
204104,422400 ,CR26  ,2024JJ00,69.9
204105,422400 ,CR27  ,2010JJ00,14.5
204106,422400 ,CR27  ,2011JJ00,15.2
204107,422400 ,CR27  ,2012JJ00,14.6
204108,422400 ,CR27  ,2013JJ00,14.1
204109,422400 ,CR27  ,2014JJ00,13.0
204110,422400 ,CR27  ,2015JJ00,12.7
204111,422400 ,CR27  ,2016JJ00,13.1
204112,422400 ,CR27  ,2017JJ00,13.7
204113,422400 ,CR27  ,2018JJ00,14.3
204114,422400 ,CR27  ,2019JJ00,14.7
204115,422400 ,CR27  ,2020JJ00,15.0
204116,422400 ,CR27  ,2021JJ00,15.2
204117,422400 ,CR27  ,2022JJ00,15.1
204118,422400 ,CR27  ,2023JJ00,15.6
204119,422400 ,CR27  ,2024JJ00,15.8
204120,422400 ,CR28  ,2010JJ00,23.1
204121,422400 ,CR28  ,2011JJ00,22.5
204122,422400 ,CR28  ,2012JJ00,22.8
204123,422400 ,CR28  ,2013JJ00,23.2
204124,422400 ,CR28  ,2014JJ00,21.9
204125,422400 ,CR28  ,2015JJ00,19.3
204126,422400 ,CR28  ,2016JJ00,19.6
204127,422400 ,CR28  ,2017JJ00,21.0
204128,422400 ,CR28  ,2018JJ00,21.6
204129,422400 ,CR28  ,2019JJ00,22.6
204130,422400 ,CR28  ,2020JJ00,23.4
204131,422400 ,CR28  ,2021JJ00,24.2
204132,422400 ,CR28  ,2022JJ00,24.4
204133,422400 ,CR28  ,2023JJ00,24.6
204134,422400 ,CR28  ,2024JJ00,24.9
204135,422400 ,CR29  ,2010JJ00,109.6
204136,422400 ,CR29  ,2011JJ00,110.9
204137,422400 ,CR29  ,2012JJ00,108.9
204138,422400 ,CR29  ,2013JJ00,103.4
204139,422400 ,CR29  ,2014JJ00,102.9
204140,422400 ,CR29  ,2015JJ00,102.4
204141,422400 ,CR29  ,2016JJ00,102.4
204142,422400 ,CR29  ,2017JJ00,104.5
204143,422400 ,CR29  ,2018JJ00,108.1
204144,422400 ,CR29  ,2019JJ00,112.5
204145,422400 ,CR29  ,2020JJ00,116.7
204146,422400 ,CR29  ,2021JJ00,118.1
204147,422400 ,CR29  ,2022JJ00,119.7
204148,422400 ,CR29  ,2023JJ00,121.8
204149,422400 ,CR29  ,2024JJ00,125.3
204150,422400 ,CR30  ,2010JJ00,26.9
204151,422400 ,CR30  ,2011JJ00,28.0
204152,422400 ,CR30  ,2012JJ00,29.6
204153,422400 ,CR30  ,2013JJ00,28.4
204154,422400 ,CR30  ,2014JJ00,28.1
204155,422400 ,CR30  ,2015JJ00,27.1
204156,422400 ,CR30  ,2016JJ00,27.5
204157,422400 ,CR30  ,2017JJ00,28.3
204158,422400 ,CR30  ,2018JJ00,29.5
204159,422400 ,CR30  ,2019JJ00,28.8
204160,422400 ,CR30  ,2020JJ00,30.8
204161,422400 ,CR30  ,2021JJ00,31.4
204162,422400 ,CR30  ,2022JJ00,31.9
204163,422400 ,CR30  ,2023JJ00,32.6
204164,422400 ,CR30  ,2024JJ00,32.0
204165,422400 ,CR31  ,2010JJ00,7.9
204166,422400 ,CR31  ,2011JJ00,7.9
204167,422400 ,CR31  ,2012JJ00,7.9
204168,422400 ,CR31  ,2013JJ00,7.9
204169,422400 ,CR31  ,2014JJ00,7.6
204170,422400 ,CR31  ,2015JJ00,7.3
204171,422400 ,CR31  ,2016JJ00,7.1
204172,422400 ,CR31  ,2017JJ00,7.2
204173,422400 ,CR31  ,2018JJ00,7.4
204174,422400 ,CR31  ,2019JJ00,7.9
204175,422400 ,CR31  ,2020JJ00,8.2
204176,422400 ,CR31  ,2021JJ00,8.2
204177,422400 ,CR31  ,2022JJ00,8.0
204178,422400 ,CR31  ,2023JJ00,8.1
204179,422400 ,CR31  ,2024JJ00,8.1
204180,422400 ,CR32  ,2010JJ00,20.9
204181,422400 ,CR32  ,2011JJ00,21.2
204182,422400 ,CR32  ,2012JJ00,20.9
204183,422400 ,CR32  ,2013JJ00,20.1
204184,422400 ,CR32  ,2014JJ00,21.1
204185,422400 ,CR32  ,2015JJ00,20.0
204186,422400 ,CR32  ,2016JJ00,20.1
204187,422400 ,CR32  ,2017JJ00,20.4
204188,422400 ,CR32  ,2018JJ00,22.0
204189,422400 ,CR32  ,2019JJ00,22.8
204190,422400 ,CR32  ,2020JJ00,23.9
204191,422400 ,CR32  ,2021JJ00,24.1
204192,422400 ,CR32  ,2022JJ00,24.0
204193,422400 ,CR32  ,2023JJ00,24.5
204194,422400 ,CR32  ,2024JJ00,24.4
204195,422400 ,CR33  ,2010JJ00,45.3
204196,422400 ,CR33  ,2011JJ00,50.3
204197,422400 ,CR33  ,2012JJ00,48.8
204198,422400 ,CR33  ,2013JJ00,46.2
204199,422400 ,CR33  ,2014JJ00,45.0
204200,422400 ,CR33  ,2015JJ00,43.6
204201,422400 ,CR33  ,2016JJ00,43.5
204202,422400 ,CR33  ,2017JJ00,44.6
204203,422400 ,CR33  ,2018JJ00,46.7
204204,422400 ,CR33  ,2019JJ00,48.5
204205,422400 ,CR33  ,2020JJ00,49.6
204206,422400 ,CR33  ,2021JJ00,50.4
204207,422400 ,CR33  ,2022JJ00,51.0
204208,422400 ,CR33  ,2023JJ00,52.3
204209,422400 ,CR33  ,2024JJ00,54.5
204210,422400 ,CR34  ,2010JJ00,36.4
204211,422400 ,CR34  ,2011JJ00,32.2
204212,422400 ,CR34  ,2012JJ00,32.7
204213,422400 ,CR34  ,2013JJ00,33.5
204214,422400 ,CR34  ,2014JJ00,33.3
204215,422400 ,CR34  ,2015JJ00,32.9
204216,422400 ,CR34  ,2016JJ00,33.5
204217,422400 ,CR34  ,2017JJ00,33.8
204218,422400 ,CR34  ,2018JJ00,34.7
204219,422400 ,CR34  ,2019JJ00,37.0
204220,422400 ,CR34  ,2020JJ00,39.1
204221,422400 ,CR34  ,2021JJ00,40.9
204222,422400 ,CR34  ,2022JJ00,41.8
204223,422400 ,CR34  ,2023JJ00,42.7
204224,422400 ,CR34  ,2024JJ00,41.7
204225,422400 ,CR35  ,2010JJ00,49.3
204226,422400 ,CR35  ,2011JJ00,50.3
204227,422400 ,CR35  ,2012JJ00,50.9
204228,422400 ,CR35  ,2013JJ00,49.7
204229,422400 ,CR35  ,2014JJ00,47.7
204230,422400 ,CR35  ,2015JJ00,46.5
204231,422400 ,CR35  ,2016JJ00,46.9
204232,422400 ,CR35  ,2017JJ00,48.2
204233,422400 ,CR35  ,2018JJ00,49.4
204234,422400 ,CR35  ,2019JJ00,52.2
204235,422400 ,CR35  ,2020JJ00,52.8
204236,422400 ,CR35  ,2021JJ00,53.1
204237,422400 ,CR35  ,2022JJ00,54.0
204238,422400 ,CR35  ,2023JJ00,56.6
204239,422400 ,CR35  ,2024JJ00,56.8
204240,422400 ,CR36  ,2010JJ00,56.3
204241,422400 ,CR36  ,2011JJ00,57.6
204242,422400 ,CR36  ,2012JJ00,58.0
204243,422400 ,CR36  ,2013JJ00,56.8
204244,422400 ,CR36  ,2014JJ00,56.0
204245,422400 ,CR36  ,2015JJ00,55.5
204246,422400 ,CR36  ,2016JJ00,55.9
204247,422400 ,CR36  ,2017JJ00,57.1
204248,422400 ,CR36  ,2018JJ00,59.1
204249,422400 ,CR36  ,2019JJ00,60.7
204250,422400 ,CR36  ,2020JJ00,61.7
204251,422400 ,CR36  ,2021JJ00,63.2
204252,422400 ,CR36  ,2022JJ00,64.8
204253,422400 ,CR36  ,2023JJ00,65.3
204254,422400 ,CR36  ,2024JJ00,66.6
204255,422400 ,CR37  ,2010JJ00,21.4
204256,422400 ,CR37  ,2011JJ00,20.9
204257,422400 ,CR37  ,2012JJ00,21.3
204258,422400 ,CR37  ,2013JJ00,22.0
204259,422400 ,CR37  ,2014JJ00,21.0
204260,422400 ,CR37  ,2015JJ00,20.5
204261,422400 ,CR37  ,2016JJ00,20.3
204262,422400 ,CR37  ,2017JJ00,20.3
204263,422400 ,CR37  ,2018JJ00,20.6
204264,422400 ,CR37  ,2019JJ00,21.6
204265,422400 ,CR37  ,2020JJ00,22.9
204266,422400 ,CR37  ,2021JJ00,23.1
204267,422400 ,CR37  ,2022JJ00,23.4
204268,422400 ,CR37  ,2023JJ00,23.4
204269,422400 ,CR37  ,2024JJ00,23.6
204270,422400 ,CR38  ,2010JJ00,18.2
204271,422400 ,CR38  ,2011JJ00,17.5
204272,422400 ,CR38  ,2012JJ00,17.8
204273,422400 ,CR38  ,2013JJ00,17.9
204274,422400 ,CR38  ,2014JJ00,17.8
204275,422400 ,CR38  ,2015JJ00,17.5
204276,422400 ,CR38  ,2016JJ00,17.1
204277,422400 ,CR38  ,2017JJ00,17.6
204278,422400 ,CR38  ,2018JJ00,18.3
204279,422400 ,CR38  ,2019JJ00,19.4
204280,422400 ,CR38  ,2020JJ00,20.1
204281,422400 ,CR38  ,2021JJ00,19.9
204282,422400 ,CR38  ,2022JJ00,20.2
204283,422400 ,CR38  ,2023JJ00,21.2
204284,422400 ,CR38  ,2024JJ00,21.4
204285,422400 ,CR39  ,2010JJ00,51.5
204286,422400 ,CR39  ,2011JJ00,52.5
204287,422400 ,CR39  ,2012JJ00,53.7
204288,422400 ,CR39  ,2013JJ00,51.6
204289,422400 ,CR39  ,2014JJ00,50.9
204290,422400 ,CR39  ,2015JJ00,49.5
204291,422400 ,CR39  ,2016JJ00,50.3
204292,422400 ,CR39  ,2017JJ00,50.6
204293,422400 ,CR39  ,2018JJ00,51.9
204294,422400 ,CR39  ,2019JJ00,54.1
204295,422400 ,CR39  ,2020JJ00,56.0
204296,422400 ,CR39  ,2021JJ00,57.6
204297,422400 ,CR39  ,2022JJ00,58.4
204298,422400 ,CR39  ,2023JJ00,58.5
204299,422400 ,CR39  ,2024JJ00,59.7
204300,422400 ,CR40  ,2010JJ00,27.3
204301,422400 ,CR40  ,2011JJ00,28.1
204302,422400 ,CR40  ,2012JJ00,28.1
204303,422400 ,CR40  ,2013JJ00,21.9
204304,422400 ,CR40  ,2014JJ00,22.0
204305,422400 ,CR40  ,2015JJ00,21.3
204306,422400 ,CR40  ,2016JJ00,21.1
204307,422400 ,CR40  ,2017JJ00,22.6
204308,422400 ,CR40  ,2018JJ00,22.5
204309,422400 ,CR40  ,2019JJ00,24.7
204310,422400 ,CR40  ,2020JJ00,25.6
204311,422400 ,CR40  ,2021JJ00,26.0
204312,422400 ,CR40  ,2022JJ00,26.4
204313,422400 ,CR40  ,2023JJ00,26.5
204314,422400 ,CR40  ,2024JJ00,27.3
204315,422400 ,CR99  ,2010JJ00,0.0
204316,422400 ,CR99  ,2011JJ00,0.0
204317,422400 ,CR99  ,2012JJ00,
204318,422400 ,CR99  ,2013JJ00,
204319,422400 ,CR99  ,2014JJ00,
204320,422400 ,CR99  ,2015JJ00,
204321,422400 ,CR99  ,2016JJ00,
204322,422400 ,CR99  ,2017JJ00,
204323,422400 ,CR99  ,2018JJ00,
204324,422400 ,CR99  ,2019JJ00,0.1
204325,422400 ,CR99  ,2020JJ00,0.1
204326,422400 ,CR99  ,2021JJ00,0.1
204327,422400 ,CR99  ,2022JJ00,0.1
204328,422400 ,CR99  ,2023JJ00,0.2
204329,422400 ,CR99  ,2024JJ00,0.3
212190,300014 ,CR01  ,2010JJ00,1.3
212191,300014 ,CR01  ,2011JJ00,1.2
212192,300014 ,CR01  ,2012JJ00,1.1
212193,300014 ,CR01  ,2013JJ00,1.1
212194,300014 ,CR01  ,2014JJ00,1.0
212195,300014 ,CR01  ,2015JJ00,1.1
212196,300014 ,CR01  ,2016JJ00,1.0
212197,300014 ,CR01  ,2017JJ00,1.1
212198,300014 ,CR01  ,2018JJ00,1.1
212199,300014 ,CR01  ,2019JJ00,1.0
212200,300014 ,CR01  ,2020JJ00,1.0
212201,300014 ,CR01  ,2021JJ00,1.1
212202,300014 ,CR01  ,2022JJ00,1.0
212203,300014 ,CR01  ,2023JJ00,1.1
212204,300014 ,CR01  ,2024JJ00,1.0
212205,300014 ,CR02  ,2010JJ00,0.3
212206,300014 ,CR02  ,2011JJ00,0.3
212207,300014 ,CR02  ,2012JJ00,0.3
212208,300014 ,CR02  ,2013JJ00,0.3
212209,300014 ,CR02  ,2014JJ00,0.3
212210,300014 ,CR02  ,2015JJ00,0.3
212211,300014 ,CR02  ,2016JJ00,0.3
212212,300014 ,CR02  ,2017JJ00,0.3
212213,300014 ,CR02  ,2018JJ00,0.3
212214,300014 ,CR02  ,2019JJ00,0.3
212215,300014 ,CR02  ,2020JJ00,0.2
212216,300014 ,CR02  ,2021JJ00,0.2
212217,300014 ,CR02  ,2022JJ00,0.3
212218,300014 ,CR02  ,2023JJ00,0.3
212219,300014 ,CR02  ,2024JJ00,0.3
212220,300014 ,CR03  ,2010JJ00,5.3
212221,300014 ,CR03  ,2011JJ00,5.2
212222,300014 ,CR03  ,2012JJ00,4.9
212223,300014 ,CR03  ,2013JJ00,4.7
212224,300014 ,CR03  ,2014JJ00,4.9
212225,300014 ,CR03  ,2015JJ00,5.0
