target_year,ZE2020,BE,FZ,GI,JZ,KZ,LZ,MN,OQ,RU,total
2016,7514,66,172,378,26,30,34,191,137,128,1162
2016,7515,40,106,297,11,15,19,80,77,74,719
2016,7516,95,197,509,30,59,71,229,153,170,1513
2016,7517,194,224,670,74,72,113,352,365,227,2291
2016,7518,60,98,285,15,32,20,121,100,63,794
2016,7519,177,81,333,22,28,47,163,153,91,1095
2016,7520,134,120,520,43,61,68,250,180,121,1497
2016,7521,67,63,154,5,12,24,67,106,70,568
2016,7522,230,260,726,66,96,144,490,472,264,2748
2016,7523,162,232,604,32,49,37,313,214,205,1848
2016,7524,190,240,756,52,117,118,394,350,262,2479
2016,7525,50,77,213,13,19,13,88,78,83,634
2016,7526,81,132,488,22,39,59,182,128,146,1277
2016,7527,120,66,181,19,19,28,89,67,76,665
2016,7528,80,121,318,18,32,48,151,137,127,1032
2016,7529,36,66,235,11,26,25,105,73,72,649
2016,7530,43,33,136,7,18,19,58,39,41,394
2016,7531,113,51,166,12,10,21,92,65,55,585
2016,7532,52,90,235,16,25,16,111,84,69,698
2016,7601,70,113,559,16,20,62,169,113,117,1239
2016,7602,210,231,598,49,61,98,354,310,243,2154
2016,7603,123,336,574,43,46,35,265,237,183,1842
2016,7604,176,188,429,32,49,65,242,187,151,1519
2016,7605,43,91,215,16,11,18,105,74,72,645
2016,7606,164,435,866,39,65,92,373,280,255,2569
2016,7607,61,96,268,22,17,14,134,80,95,787
2016,7608,163,240,722,44,43,52,243,257,192,1956
2016,7609,60,81,210,13,13,34,99,65,51,626
2016,7610,122,108,370,38,52,46,206,182,107,1231
2016,7611,122,100,217,10,13,18,97,111,76,764
2016,7612,126,169,399,19,25,38,173,163,145,1257
2016,7613,57,48,114,8,16,24,68,66,45,446
2016,7614,105,64,153,9,21,20,81,83,60,596
2016,7615,141,270,592,31,47,84,262,240,164,1831
2016,7616,520,1436,3041,505,291,327,2271,1559,984,10934
2016,7617,120,217,638,39,39,40,302,253,196,1844
2016,7618,231,674,1305,111,122,98,735,496,405,4177
2016,7619,96,58,163,4,12,9,69,50,52,513
2016,7620,480,787,1788,155,128,339,856,675,498,5706
2016,7621,209,143,280,27,52,59,165,179,90,1204
2016,7622,83,146,339,36,23,25,161,159,108,1080
2016,7623,61,146,444,24,31,32,219,136,124,1217
2016,7624,163,239,652,42,46,95,309,340,226,2112
2016,7625,554,1758,4154,700,463,392,3224,2352,1395,14992
2016,8401,177,376,879,147,116,141,739,553,359,3487
2016,8402,125,177,429,31,27,24,192,168,161,1334
2016,8403,139,45,162,9,17,22,77,72,42,585
2016,8404,24,57,129,13,6,18,75,57,53,432
2016,8405,105,258,679,62,37,59,372,284,199,2055
2016,8406,106,289,761,69,62,82,394,243,174,2180
2016,8407,126,316,672,104,62,121,549,363,253,2566
2016,8408,200,371,984,154,137,186,718,590,403,3743
2016,8409,279,669,1645,344,136,277,1397,978,587,6312
2016,8410,55,60,180,13,16,24,100,84,63,595
2016,8411,29,34,147,9,9,32,59,66,41,426
2016,8412,63,71,174,15,21,36,104,89,58,631
2016,8413,63,173,510,19,30,105,292,399,163,1754
2016,8414,49,97,251,11,17,37,124,131,83,800
2016,8415,45,154,374,31,27,96,241,226,139,1333
2016,8416,124,313,823,104,81,109,541,428,316,2839
2016,8417,57,75,209,11,17,21,73,58,63,584
2016,8418,33,93,241,28,31,48,223,224,131,1052
2016,8419,73,71,250,22,37,25,109,125,71,783
2016,8420,46,70,184,17,22,23,87,68,44,561
2016,8421,882,2241,7375,1275,726,889,6033,3099,1927,24447
2016,8422,92,172,356,16,29,51,175,132,112,1135
2016,8423,87,71,288,9,16,31,108,85,80,775
2016,8424,73,48,211,12,15,19,101,72,61,612
2016,8425,52,49,141,11,15,10,69,43,36,426
2016,8426,62,108,339,16,21,53,136,130,103,968
2016,8427,63,134,270,24,27,25,139,105,88,875
2016,8428,238,630,1332,106,159,190,742,597,370,4364
2016,8429,71,11,76,2,10,17,26,25,12,250
2016,8430,28,60,140,10,8,14,42,34,33,369
2016,8431,210,383,858,85,90,109,503,401,304,2943
2016,8432,56,103,350,21,19,38,168,126,114,995
2016,8433,141,324,661,43,47,63,328,259,180,2046
2016,8434,99,239,612,47,48,76,340,206,143,1810
2016,8435,129,245,518,58,23,95,291,240,184,1783
2016,9301,258,569,1538,270,221,202,1444,828,526,5856
2016,9302,41,55,165,12,4,28,76,123,70,574
2016,9303,98,253,544,26,52,46,310,183,163,1675
2016,9304,279,998,1960,331,268,553,1798,778,692,7657
2016,9305,59,180,320,23,32,26,180,106,121,1047
2016,9306,102,183,474,25,43,53,258,156,160,1454
2016,9307,88,98,252,15,20,22,115,138,71,819
2016,9308,74,270,488,28,21,43,252,152,116,1444
2016,9309,76,275,594,32,54,108,337,226,161,1863
2016,9310,171,139,304,20,42,45,143,201,124,1189
2016,9311,78,131,386,21,24,18,171,122,110,1061
2016,9312,540,1814,4607,545,428,446,3155,1915,1245,14695
2016,9313,200,385,1149,74,67,89,529,392,305,3190
2016,9314,25,107,278,22,30,130,208,83,129,1012
2016,9315,270,1362,2922,339,294,513,2210,1059,834,9803
2016,9316,56,94,254,11,23,16,91,72,59,676
2016,9317,56,160,432,16,38,80,287,88,107,1264
2016,9318,290,1062,2076,202,196,272,1211,902,748,6959
2017,51,60,89,252,12,30,25,112,83,79,742
2017,52,120,209,580,35,53,50,282,174,174,1677
2017,53,184,453,1201,89,124,97,643,428,396,3615
2017,54,154,297,723,53,65,98,380,187,206,2163
2017,55,60,95,237,14,14,18,109,74,75,696
2017,56,45,48,182,7,10,14,74,48,56,484
2017,57,64,161,421,29,26,39,196,99,111,1146
2017,58,28,39,128,11,18,13,50,41,40,368
2017,59,79,167,463,45,47,75,241,151,133,1401
2017,60,76,105,418,26,29,35,134,102,101,1026
2017,61,32,56,176,18,10,30,75,34,53,484
2017,62,49,71,148,10,17,30,82,70,58,535
2017,63,89,51,120,8,12,22,63,73,38,476
2017,64,56,68,242,16,16,23,102,88,89,700
2017,1101,223,585,2232,444,164,233,1562,739,568,6750
2017,1102,36,88,237,23,9,20,128,77,62,680
2017,1103,48,92,308,45,28,36,215,89,101,962
2017,1104,157,673,2254,355,150,203,1393,574,563,6322
2017,1105,86,210,605,93,59,54,461,252,226,2046
2017,1106,160,614,1879,289,146,150,1189,528,484,5439
2017,1107,88,212,804,92,57,41,429,189,189,2101
2017,1108,62,246,685,80,38,38,391,196,184,1920
2017,1109,2942,9050,39894,11435,5223,4061,44021,12673,11657,140956
2017,1110,33,66,206,8,11,6,74,45,49,498
2017,1111,30,71,220,62,13,47,211,92,87,833
2017,1112,303,1477,4648,441,206,214,1932,756,753,10730
2017,1113,156,485,1899,392,145,180,1399,639,536,5831
2017,1114,219,815,2663,660,262,328,2395,991,764,9097
2017,1115,172,492,1907,497,264,292,2092,886,561,7163
2017,2401,76,153,494,44,38,68,225,157,144,1399
2017,2402,128,133,486,25,28,33,188,177,147,1345
2017,2403,96,127,542,62,53,54,336,185,153,1608
2017,2404,30,53,110,9,13,14,56,36,26,347
2017,2405,137,101,449,26,36,42,203,158,139,1291
2017,2406,30,24,107,8,11,23,52,40,29,324
2017,2407,48,59,204,9,14,13,89,42,54,532
2017,2408,37,46,143,5,8,21,61,52,43,416
2017,2409,43,174,402,28,12,13,136,93,109,1010
2017,2410,132,383,1175,144,112,75,709,418,344,3492
2017,2411,29,67,183,7,15,5,70,46,50,472
2017,2412,50,82,231,13,28,31,113,56,51,655
2017,2413,219,414,1415,192,134,271,893,624,472,4634
2017,2414,39,60,150,10,12,22,70,45,31,439
2017,2415,32,49,90,4,1,12,44,27,41,300
2017,2701,15,17,104,5,10,8,43,36,23,261
2017,2702,123,113,599,38,46,65,215,169,138,1506
2017,2703,24,28,146,8,9,16,56,40,37,364
2017,2704,46,62,276,13,32,50,128,71,46,724
2017,2705,88,172,531,30,24,26,212,173,134,1390
2017,2706,162,242,924,82,79,125,433,376,247,2670
2017,2707,82,117,409,38,28,52,195,142,121,1184
2017,2708,57,54,201,9,10,29,96,72,58,586
2017,2709,44,49,168,6,9,11,86,59,46,478
2017,2710,41,66,253,14,15,17,81,72,55,614
2017,2711,144,334,1368,112,111,125,700,507,360,3761
2017,2712,62,78,247,22,12,37,79,74,69,680
2017,2713,97,142,435,32,39,67,176,134,126,1248
2017,2714,72,90,507,22,16,27,187,106,108,1135
2017,2715,77,80,300,15,27,47,131,135,109,921
2017,2716,39,55,127,6,8,20,63,64,35,417
2017,2717,51,98,424,27,22,28,127,101,85,963
2017,2718,78,99,318,20,17,27,91,108,70,828
2017,2801,24,28,89,7,6,6,55,33,30,278
2017,2802,35,46,196,12,18,22,70,65,53,517
2017,2803,26,59,186,16,18,17,60,25,42,449
2017,2804,210,496,1475,185,188,113,894,652,504,4717
2017,2805,56,75,365,28,31,27,166,144,107,999
2017,2806,32,33,175,6,21,11,68,56,31,433
2017,2807,73,111,305,23,27,43,143,97,91,913
2017,2808,62,197,518,43,65,74,266,147,148,1520
2017,2809,31,58,211,10,22,20,77,62,48,539
2017,2810,28,35,148,17,31,15,75,68,57,474
2017,2811,48,89,374,33,42,48,171,97,106,1008
2017,2812,21,35,94,11,6,12,56,20,30,285
2017,2813,84,129,663,72,57,113,368,263,188,1937
2017,2814,28,68,215,9,29,11,116,63,62,601
2017,2815,221,583,1859,266,201,265,1221,721,556,5893
2017,2816,38,55,259,14,23,18,107,75,61,650
2017,2817,47,154,352,35,50,29,190,87,110,1054
2017,2818,15,25,80,5,7,8,34,36,21,231
2017,2819,34,66,259,11,28,28,82,65,58,631
2017,3201,34,167,227,7,16,23,97,53,75,699
2017,3202,127,263,852,75,98,146,451,349,258,2619
2017,3203,81,125,433,31,64,34,225,181,114,1288
2017,3204,78,91,322,9,34,53,148,114,89,938
2017,3205,71,180,553,33,39,28,235,176,158,1473
2017,3206,43,97,369,27,43,51,178,111,101,1020
2017,3207,39,70,312,15,20,30,119,116,99,820
2017,3208,67,89,322,12,46,24,129,109,102,900
2017,3209,33,58,169,8,15,40,85,55,72,535
2017,3210,54,168,534,51,42,48,277,160,150,1484
2017,3211,107,233,909,98,55,87,520,274,266,2549
2017,3212,84,117,544,31,36,35,231,174,130,1382
2017,3213,63,104,523,32,46,52,250,162,164,1396
2017,3214,70,61,205,7,27,17,124,59,64,634
2017,3215,93,280,864,67,47,36,290,229,209,2115
2017,3216,313,663,3881,573,352,322,2388,1544,929,10965
2017,3217,90,137,615,17,19,30,172,156,164,1400
2017,3218,134,326,1397,153,118,75,747,394,318,3662
2017,3219,60,84,370,27,29,28,128,120,83,929
2017,3220,113,182,619,23,50,45,251,162,155,1600
2017,3221,64,129,423,31,27,49,211,112,120,1166
2017,3222,141,231,833,75,66,74,386,266,220,2292
2017,4401,50,25,138,10,10,11,46,48,43,381
2017,4402,63,54,297,13,35,17,128,83,81,771
2017,4403,81,105,456,15,29,37,147,114,118,1102
2017,4404,85,64,300,19,26,28,99,82,61,764
2017,4405,97,148,599,39,63,60,290,219,180,1695
2017,4406,52,49,204,18,41,37,91,68,85,645
2017,4407,128,144,478,26,49,43,187,135,132,1322
2017,4408,34,94,253,12,15,12,90,60,62,632
2017,4409,103,183,624,43,62,86,264,264,142,1771
2017,4410,154,406,1406,117,145,73,625,453,391,3770
2017,4411,182,351,1379,97,101,94,569,444,342,3559
2017,4412,237,382,1403,208,172,116,748,713,394,4373
2017,4413,148,251,1165,96,145,123,584,362,291,3165
2017,4414,50,68,237,12,23,49,137,58,57,691
2017,4415,85,52,247,10,22,19,88,50,41,614
2017,4416,63,118,333,17,21,15,112,107,85,871
2017,4417,51,82,223,16,24,14,79,63,62,614
2017,4418,47,39,251,18,14,30,97,83,84,663
2017,4419,45,81,281,21,24,13,105,101,74,745
2017,4420,51,100,286,18,11,10,118,85,67,746
2017,4421,54,72,291,6,13,11,78,60,62,647
2017,4422,43,80,274,9,19,32,129,110,79,775
2017,4423,309,664,2501,345,374,342,1646,1123,807,8111
2017,4424,84,182,711,48,51,33,243,236,242,1830
2017,4425,104,189,719,50,73,77,350,198,171,1931
2017,4426,23,38,195,8,16,6,64,46,46,442
2017,4427,71,83,270,8,22,22,63,68,68,675
2017,5201,89,78,241,21,24,42,118,94,71,778
2017,5202,146,293,1008,135,131,181,649,532,317,3392
2017,5203,117,139,502,18,54,91,216,143,110,1390
2017,5204,29,35,97,7,18,8,36,27,22,279
2017,5205,41,59,120,14,16,15,60,42,31,398
2017,5206,98,150,358,35,67,66,194,157,117,1242
2017,5207,130,83,325,15,23,51,120,76,74,897
2017,5208,22,25,157,6,12,21,73,38,41,395
2017,5209,34,26,136,5,18,11,65,40,34,369
2017,5210,123,126,426,38,59,79,270,174,147,1442
2017,5211,65,78,404,35,60,42,310,137,124,1255
2017,5212,132,205,832,82,137,131,461,302,261,2543
2017,5213,97,69,303,27,45,61,148,112,79,941
2017,5214,55,93,328,20,28,82,143,106,95,950
2017,5215,35,39,148,7,27,12,75,39,52,434
2017,5216,416,822,2977,586,464,595,2535,1448,1019,10862
2017,5217,60,59,197,7,27,48,115,75,88,676
2017,5218,20,20,134,4,9,15,46,20,29,297
2017,5219,142,200,724,50,83,83,357,336,193,2168
2017,5220,43,66,232,13,29,30,109,111,77,710
2017,5221,30,35,124,4,18,21,53,39,33,357
2017,5301,60,94,261,32,25,55,169,95,106,897
2017,5302,143,262,723,107,111,105,478,471,316,2716
2017,5303,34,43,148,11,14,19,87,66,56,478
2017,5304,43,70,225,12,32,33,102,82,85,684
2017,5305,34,31,161,17,22,20,75,61,37,458
2017,5306,24,42,144,7,13,10,54,41,36,371
2017,5307,42,44,160,5,28,24,80,44,53,480
2017,5308,64,85,294,36,31,39,129,108,89,875
2017,5309,95,189,512,58,58,94,315,249,200,1770
2017,5310,70,68,271,18,26,29,143,108,83,816
2017,5311,51,43,172,7,17,23,75,82,62,532
2017,5312,57,46,228,16,30,28,118,89,58,670
2017,5313,175,254,633,60,96,105,392,329,238,2282
2017,5314,34,44,130,8,12,13,60,50,54,405
2017,5315,319,526,1702,381,440,306,1504,985,643,6806
2017,5316,93,201,430,31,88,51,284,154,133,1465
2017,5317,59,106,421,26,79,80,253,147,166,1337
2017,5318,111,214,565,67,99,147,381,304,236,2124
2017,5319,43,42,163,25,47,21,97,74,68,580
2017,7501,91,117,436,33,65,40,221,154,132,1289
2017,7502,171,216,602,76,76,63,341,234,228,2007
2017,7503,232,482,1175,122,176,329,1007,800,563,4886
2017,7504,74,134,401,18,40,55,201,126,129,1178
2017,7505,645,1946,5855,793,616,656,4021,2253,1736,18521
2017,7506,72,58,265,16,36,43,112,79,62,743
2017,7507,88,153,375,21,31,82,183,132,116,1181
2017,7508,53,55,236,15,27,23,114,61,48,632
2017,7509,97,88,370,15,58,54,157,90,99,1028
2017,7510,185,194,510,39,45,82,311,227,190,1783
2017,7511,205,86,263,12,30,32,110,96,97,931
2017,7512,185,315,929,82,135,127,596,384,325,3078
2017,7513,139,224,732,55,51,99,419,260,287,2266
2017,7514,74,170,443,22,29,40,232,140,151,1301
2017,7515,72,115,314,19,24,16,121,67,76,824
2017,7516,81,224,547,18,42,88,292,154,152,1598
2017,7517,159,219,739,64,93,116,407,339,307,2443
2017,7518,73,100,288,16,29,19,158,79,78,840
2017,7519,136,92,337,12,38,35,173,166,113,1102
2017,7520,122,155,498,53,57,74,260,176,127,1522
2017,7521,55,46,136,8,13,17,97,99,51,522
2017,7522,210,254,749,78,89,176,515,476,309,2856
2017,7523,146,220,654,28,63,47,357,213,181,1909
2017,7524,229,201,698,89,114,123,427,336,268,2485
2017,7525,51,73,231,21,14,19,95,76,82,662
2017,7526,72,168,522,21,35,107,238,129,138,1430
2017,7527,111,54,206,11,26,22,86,80,81,677
2017,7528,85,142,385,29,29,62,143,146,110,1131
2017,7529,58,85,264,8,18,32,137,68,87,757
2017,7530,63,35,157,7,18,22,54,43,37,436
2017,7531,97,64,179,8,12,24,98,85,79,646
2017,7532,77,97,259,10,36,27,120,89,65,780
2017,7601,56,142,575,14,32,55,163,102,113,1252
2017,7602,237,219,602,64,65,130,384,344,251,2296
2017,7603,142,272,597,33,53,30,271,223,198,1819
2017,7604,150,152,424,28,33,62,229,160,144,1382
2017,7605,48,82,215,15,14,8,112,68,60,622
2017,7606,181,422,924,47,50,109,415,271,266,2685
2017,7607,88,74,232,9,11,20,147,110,87,778
2017,7608,143,246,656,46,48,63,285,225,219,1931
2017,7609,56,72,196,8,16,10,85,65,63,571
2017,7610,121,112,437,30,38,31,223,196,144,1332
2017,7611,128,79,244,19,13,20,102,88,84,777
2017,7612,126,151,409,23,31,59,181,186,159,1325
2017,7613,85,39,160,8,9,13,62,80,53,509
2017,7614,95,50,154,12,19,26,68,82,62,568
2017,7615,140,266,615,44,50,46,298,216,187,1862
2017,7616,530,1412,3551,532,302,488,2618,1595,1096,12124
2017,7617,103,238,675,38,37,55,326,207,188,1867
2017,7618,237,611,1314,112,140,99,759,505,412,4189
2017,7619,109,55,173,10,8,19,55,49,34,512
2017,7620,306,739,1883,128,125,394,947,662,587,5771
2017,7621,218,113,364,25,25,45,188,142,104,1224
2017,7622,94,170,368,18,20,24,161,162,129,1146
2017,7623,58,152,422,30,33,59,195,150,124,1223
2017,7624,150,270,647,43,55,102,345,298,236,2146
2017,7625,568,2021,4941,838,433,450,3648,2355,1556,16810
2017,8401,161,484,913,148,133,224,907,554,399,3923
2017,8402,122,181,459,33,28,28,209,171,158,1389
2017,8403,105,38,168,12,18,23,95,65,53,577
2017,8404,32,55,133,5,4,11,81,53,44,418
2017,8405,139,262,718,46,69,91,408,302,223,2258
2017,8406,117,334,822,58,41,102,397,247,229,2347
2017,8407,127,329,679,89,73,158,607,375,299,2736
2017,8408,185,426,1226,153,136,193,836,610,449,4214
2017,8409,254,750,2004,320,145,298,1598,1060,678,7107
2017,8410,63,53,210,13,14,36,112,88,60,649
2017,8411,27,46,129,9,6,37,74,82,56,466
2017,8412,61,63,211,15,25,44,106,100,77,702
2017,8413,63,191,534,22,49,127,299,441,180,1906
2017,8414,44,101,241,18,19,56,148,141,69,837
2017,8415,69,137,403,46,29,101,259,215,170,1429
2017,8416,141,338,921,119,84,151,589,474,333,3150
2017,8417,59,76,220,10,21,16,91,49,77,619
2017,8418,44,99,264,18,24,72,259,186,152,1118
2017,8419,94,76,256,29,27,37,119,115,95,848
2017,8420,76,62,203,21,23,28,104,88,71,676
2017,8421,803,2352,8461,1420,880,1386,7131,3291,2191,27915
2017,8422,100,140,322,22,20,44,173,169,122,1112
2017,8423,112,67,258,8,19,36,114,91,86,791
2017,8424,94,45,216,15,13,20,101,71,55,630
2017,8425,42,51,142,7,17,18,67,40,40,424
2017,8426,82,112,369,33,45,53,177,133,125,1129
2017,8427,96,140,311,24,38,42,158,123,128,1060
2017,8428,249,615,1472,136,191,232,806,700,424,4825
2017,8429,53,19,74,3,7,12,29,33,13,243
2017,8430,30,56,159,13,13,13,82,51,38,455
2017,8431,206,373,907,88,72,144,549,399,326,3064
2017,8432,69,126,371,21,27,34,177,134,110,1069
2017,8433,148,342,676,55,47,77,359,274,202,2180
2017,8434,88,218,578,50,50,88,341,248,178,1839
2017,8435,108,271,559,53,33,106,326,259,176,1891
2017,9301,298,584,1591,318,238,255,1552,851,564,6251
2017,9302,39,45,124,12,9,16,89,113,81,528
2017,9303,94,267,572,37,42,39,306,165,192,1714
2017,9304,317,900,2063,379,205,651,1723,735,757,7730
2017,9305,70,168,385,28,40,34,191,130,102,1148
2017,9306,131,223,518,35,40,54,317,161,144,1623
2017,9307,67,92,312,12,10,26,93,127,95,834
2017,9308,79,301,520,22,19,56,234,135,164,1530
2017,9309,61,249,684,38,79,97,383,178,152,1921
2017,9310,139,145,310,26,38,43,177,208,140,1226
2017,9311,80,117,373,20,15,16,176,118,112,1027
2017,9312,652,1925,5324,653,485,486,3438,2033,1531,16527
2017,9313,154,386,1250,94,71,91,543,358,319,3266
2017,9314,35,79,309,35,27,96,177,119,114,991
2017,9315,269,1292,3176,363,279,505,2273,1088,958,10203
2017,9316,46,99,289,18,17,13,141,98,55,776
2017,9317,55,132,461,11,32,90,267,63,101,1212
2017,9318,322,1034,2213,221,190,319,1380,863,776,7318
2018,51,56,91,273,14,32,31,130,99,108,834
2018,52,146,189,597,33,41,70,341,194,177,1788
2018,53,163,571,1398,118,125,107,825,448,414,4169
2018,54,136,276,799,60,61,109,407,211,228,2287
2018,55,72,101,254,9,23,27,156,82,125,849
2018,56,55,51,181,6,10,23,86,53,52,517
2018,57,60,124,470,44,36,46,203,113,127,1223
2018,58,35,33,169,5,7,20,73,41,50,433
2018,59,91,184,536,47,37,55,283,154,140,1527
2018,60,95,96,380,28,31,43,157,135,133,1098
2018,61,22,40,180,16,12,18,77,55,54,474
2018,62,41,70,173,21,11,25,93,61,106,601
2018,63,76,50,184,17,17,29,76,66,57,572
2018,64,50,82,238,15,17,40,122,87,98,749
2018,1101,240,702,3014,485,202,284,2007,760,687,8381
2018,1102,40,73,274,24,11,19,140,80,85,746
2018,1103,33,113,365,46,24,53,260,96,132,1122
2018,1104,173,723,2761,372,112,234,1702,616,628,7321
2018,1105,94,226,713,108,36,50,537,259,233,2256
2018,1106,184,519,2155,396,162,143,1445,580,565,6149
2018,1107,78,271,863,98,65,57,468,183,246,2329
2018,1108,74,247,812,91,54,60,448,205,215,2206
2018,1109,3265,9191,49340,12718,5849,4918,51215,13507,12471,162474
2018,1110,19,59,210,18,14,16,77,43,48,504
2018,1111,39,81,210,67,23,58,264,120,84,946
2018,1112,274,1581,6145,577,237,299,2509,851,837,13310
2018,1113,162,486,2291,501,119,225,1675,631,579,6669
2018,1114,275,818,3407,802,303,425,2946,1016,914,10906
2018,1115,190,471,2366,591,241,330,2322,958,685,8154
2018,2401,71,154,562,32,55,64,247,156,149,1490
2018,2402,117,109,511,40,40,41,218,134,184,1394
2018,2403,93,187,616,67,59,94,351,199,198,1864
2018,2404,16,49,147,11,14,16,57,40,38,388
2018,2405,210,116,456,32,43,68,236,166,137,1464
2018,2406,25,23,120,8,11,31,52,27,39,336
2018,2407,35,80,208,4,11,16,72,50,48,524
2018,2408,57,55,137,3,16,20,69,34,50,441
2018,2409,47,140,443,24,23,27,183,84,120,1091
2018,2410,142,440,1641,165,130,100,783,445,406,4252
2018,2411,31,74,225,9,15,9,92,30,60,545
2018,2412,54,81,252,11,17,29,133,73,72,722
2018,2413,241,421,1888,234,175,313,998,716,602,5588
2018,2414,37,36,164,15,14,24,77,30,54,451
2018,2415,31,51,115,11,5,9,64,33,31,350
2018,2701,25,30,101,9,9,16,46,41,44,321
2018,2702,97,132,605,39,46,78,245,153,152,1547
2018,2703,39,45,152,10,8,18,43,30,65,410
2018,2704,62,75,320,14,36,24,152,82,86,851
2018,2705,71,203,492,51,26,54,181,150,168,1396
2018,2706,189,271,1074,87,90,146,506,405,306,3074
2018,2707,79,108,437,31,40,60,226,154,146,1281
2018,2708,89,46,209,19,17,32,112,59,50,633
2018,2709,28,55,217,6,17,11,79,44,53,510
2018,2710,36,68,251,6,11,20,89,79,75,635
2018,2711,176,383,1616,144,133,134,767,504,417,4274
2018,2712,56,89,280,20,19,31,92,68,84,739
2018,2713,110,144,435,28,55,88,184,143,167,1354
2018,2714,71,121,536,28,23,42,182,105,118,1226
2018,2715,73,114,360,25,37,62,119,101,132,1023
2018,2716,48,49,159,10,11,24,60,65,41,467
2018,2717,61,105,379,21,35,66,179,88,90,1024
2018,2718,77,95,351,17,16,28,112,103,75,874
2018,2801,20,28,106,9,11,12,35,35,30,286
2018,2802,42,51,215,14,27,14,94,62,63,582
2018,2803,31,57,218,16,13,18,71,44,65,533
2018,2804,230,507,2078,212,214,167,987,628,576,5599
2018,2805,89,62,410,30,42,39,192,153,105,1122
2018,2806,40,41,172,8,12,11,67,48,36,435
2018,2807,67,104,402,26,38,48,161,100,118,1064
2018,2808,81,182,573,53,56,74,254,154,172,1599
2018,2809,29,59,207,15,24,13,82,52,62,543
2018,2810,23,30,157,13,27,30,66,58,42,446
2018,2811,51,104,398,24,38,42,215,87,174,1133
2018,2812,26,46,123,11,14,11,50,24,48,353
2018,2813,87,170,988,62,86,168,427,252,270,2510
2018,2814,35,78,229,13,18,17,92,59,81,622
2018,2815,263,636,2585,254,240,209,1291,750,680,6908
2018,2816,52,60,275,15,42,26,116,77,78,741
2018,2817,67,132,392,44,35,42,185,133,120,1150
2018,2818,19,32,99,3,7,7,32,33,29,261
2018,2819,44,68,266,17,28,25,108,79,90,725
2018,3201,41,162,293,5,26,26,100,63,68,784
2018,3202,126,320,1434,105,118,161,513,414,289,3480
2018,3203,59,100,485,45,42,38,229,183,136,1317
2018,3204,59,92,358,21,42,39,182,93,88,974
2018,3205,83,170,683,41,41,48,245,201,208,1720
2018,3206,59,94,363,33,36,33,180,119,116,1033
2018,3207,54,79,427,26,22,26,124,105,101,964
2018,3208,73,82,402,25,41,26,155,104,96,1004
2018,3209,24,69,182,22,17,40,109,71,49,583
2018,3210,54,138,622,62,58,46,327,163,163,1633
2018,3211,119,241,1063,100,67,101,602,252,313,2858
2018,3212,85,136,606,47,36,38,220,157,158,1483
2018,3213,90,143,707,42,32,84,264,180,237,1779
2018,3214,53,71,245,18,31,9,110,66,70,673
2018,3215,102,265,1073,58,47,34,351,269,256,2455
2018,3216,372,724,4234,757,409,391,2814,1550,1089,12340
2018,3217,75,128,692,35,33,28,177,152,158,1478
2018,3218,151,351,1616,167,142,97,789,410,354,4077
2018,3219,60,111,445,26,38,34,163,116,105,1098
2018,3220,101,180,671,35,45,42,261,161,156,1652
2018,3221,71,160,434,37,40,55,219,130,123,1269
2018,3222,158,287,980,86,70,79,413,306,265,2644
2018,4401,35,41,180,12,16,13,66,36,50,449
2018,4402,63,67,331,17,32,16,134,79,84,823
2018,4403,52,113,474,28,22,36,134,128,94,1081
2018,4404,77,70,330,19,30,31,113,90,83,843
2018,4405,113,183,607,51,66,59,366,211,182,1838
2018,4406,38,59,267,12,21,34,121,76,60,688
2018,4407,100,158,510,39,42,71,228,120,156,1424
2018,4408,22,95,338,14,17,13,95,79,76,749
2018,4409,90,190,617,51,45,73,283,250,197,1796
2018,4410,138,479,1535,111,126,105,632,442,370,3938
2018,4411,160,390,1447,100,93,88,680,375,449,3782
2018,4412,252,448,2078,174,193,130,885,703,460,5323
2018,4413,151,290,1358,120,148,144,673,450,311,3645
2018,4414,52,72,264,17,20,32,124,64,66,711
2018,4415,65,61,251,18,18,28,91,56,58,646
2018,4416,62,135,318,15,22,21,118,94,84,869
2018,4417,39,94,290,21,10,27,88,53,75,697
2018,4418,35,53,264,19,17,15,95,104,85,687
2018,4419,61,81,307,21,12,23,102,97,84,788
2018,4420,45,74,327,23,23,21,105,98,81,797
2018,4421,54,70,232,5,18,21,71,40,50,561
2018,4422,55,88,264,28,22,34,106,96,87,780
2018,4423,316,693,2879,406,308,413,1861,1147,841,8864
2018,4424,105,220,863,56,48,54,298,231,264,2139
2018,4425,120,206,847,85,89,108,399,231,223,2308
2018,4426,43,63,210,12,12,12,66,56,68,542
2018,4427,72,92,305,16,23,26,89,60,79,762
2018,5201,83,96,218,17,16,32,142,107,96,807
2018,5202,170,271,1379,135,151,158,802,497,404,3967
2018,5203,109,132,494,27,52,103,234,157,147,1455
2018,5204,21,15,93,5,24,10,48,31,39,286
2018,5205,39,58,149,9,10,26,35,33,41,400
2018,5206,106,152,414,30,60,67,248,142,123,1342
2018,5207,115,58,328,9,22,40,136,92,96,896
2018,5208,35,40,150,6,11,23,52,37,26,380
2018,5209,22,38,114,8,19,23,58,38,39,359
2018,5210,129,133,449,31,64,91,262,150,178,1487
2018,5211,76,83,450,42,73,49,325,121,119,1338
2018,5212,150,208,975,90,109,124,500,333,310,2799
