target_year,ZE2020,BE,FZ,GI,JZ,KZ,LZ,MN,OQ,RU,total
2014,7621,188,136,308,21,35,56,182,160,102,1188
2014,7622,103,199,335,18,18,29,173,170,125,1170
2014,7623,47,186,433,28,32,33,200,130,114,1203
2014,7624,174,310,600,35,50,94,258,304,214,2039
2014,7625,674,1972,3037,688,404,561,3070,2338,1285,14029
2014,8401,226,442,808,128,117,132,760,499,369,3481
2014,8402,138,241,417,26,19,30,176,176,166,1389
2014,8403,65,78,167,13,24,19,66,84,46,562
2014,8404,33,78,122,9,6,13,67,73,54,455
2014,8405,152,340,616,48,64,38,341,304,244,2147
2014,8406,190,345,674,50,47,69,386,254,219,2234
2014,8407,177,356,601,73,91,106,488,385,295,2572
2014,8408,222,487,993,154,132,114,649,588,465,3804
2014,8409,351,880,1473,357,181,206,1401,1005,640,6494
2014,8410,67,92,214,15,17,18,91,59,78,651
2014,8411,39,39,128,5,4,34,51,83,64,447
2014,8412,48,91,186,16,23,19,104,72,74,633
2014,8413,95,237,505,32,41,98,286,418,169,1881
2014,8414,69,127,259,17,28,35,148,128,87,898
2014,8415,49,151,337,27,27,60,208,223,134,1216
2014,8416,172,371,768,107,69,100,540,426,301,2854
2014,8417,72,116,209,6,15,16,80,63,72,649
2014,8418,53,132,269,17,28,58,250,194,139,1140
2014,8419,84,108,227,18,27,24,103,114,117,822
2014,8420,62,77,176,11,25,24,67,71,63,576
2014,8421,931,2599,5398,1147,879,636,5334,2815,1851,21590
2014,8422,74,189,339,24,29,31,191,148,129,1154
2014,8423,101,83,327,11,23,26,103,101,98,873
2014,8424,51,75,213,11,17,19,97,70,78,631
2014,8425,56,65,157,10,25,16,59,40,31,459
2014,8426,79,142,284,17,36,49,160,124,132,1023
2014,8427,78,173,304,20,27,23,139,147,103,1014
2014,8428,309,720,1328,117,196,168,731,608,410,4587
2014,8429,41,37,73,3,7,13,17,23,20,234
2014,8430,50,72,142,10,12,7,58,47,52,450
2014,8431,212,431,847,82,77,85,525,375,286,2920
2014,8432,90,145,363,21,33,25,167,126,119,1089
2014,8433,184,436,708,56,57,66,378,241,226,2352
2014,8434,94,238,502,52,46,48,291,191,154,1616
2014,8435,155,346,461,60,57,71,334,214,181,1879
2014,9301,328,720,1385,257,213,206,1308,709,547,5673
2014,9302,35,50,169,9,11,16,74,148,62,574
2014,9303,115,299,530,32,26,40,250,135,185,1612
2014,9304,330,1111,1885,293,203,471,1659,721,777,7450
2014,9305,87,199,328,28,22,33,176,133,126,1132
2014,9306,169,251,501,41,39,71,289,164,172,1697
2014,9307,72,128,248,14,13,14,104,146,88,827
2014,9308,85,309,456,24,25,28,287,130,152,1496
2014,9309,63,320,567,37,42,75,349,214,184,1851
2014,9310,138,156,293,47,33,27,156,205,136,1191
2014,9311,79,142,362,24,14,28,183,109,114,1055
2014,9312,618,2141,4229,550,412,462,2837,1646,1239,14134
2014,9313,196,459,973,91,66,74,493,355,304,3011
2014,9314,40,133,252,17,20,92,184,86,106,930
2014,9315,344,1745,2457,365,279,461,1963,1057,859,9530
2014,9316,55,143,229,15,14,10,115,94,69,744
2014,9317,51,156,441,13,34,61,297,72,122,1247
2014,9318,321,1159,2087,167,144,265,1174,860,796,6973
2015,51,56,107,226,17,22,28,117,82,78,733
2015,52,111,180,500,42,50,41,278,170,175,1547
2015,53,184,471,1109,89,118,67,617,417,363,3435
2015,54,112,316,645,41,64,66,325,167,195,1931
2015,55,60,96,199,14,9,19,104,86,81,668
2015,56,42,58,167,9,12,9,74,49,42,462
2015,57,54,186,352,28,25,39,178,91,99,1052
2015,58,41,40,131,3,9,14,61,42,69,410
2015,59,79,137,430,32,37,52,208,148,134,1257
2015,60,73,114,330,24,28,21,132,135,94,951
2015,61,35,56,119,16,10,11,65,40,41,393
2015,62,65,49,145,12,20,23,62,72,58,506
2015,63,128,55,152,7,10,13,61,73,49,548
2015,64,72,87,202,11,14,25,107,92,98,708
2015,1101,189,592,1846,350,130,147,1117,582,549,5502
2015,1102,39,90,176,13,10,15,127,53,80,603
2015,1103,37,119,238,41,22,38,180,89,96,860
2015,1104,140,643,1706,268,132,185,1022,573,480,5149
2015,1105,75,205,512,69,51,44,347,241,222,1766
2015,1106,168,522,1466,250,131,116,970,514,417,4554
2015,1107,61,208,649,53,43,46,329,177,167,1733
2015,1108,75,204,546,62,36,44,305,176,179,1627
2015,1109,2881,8854,28633,9669,4509,3431,33306,10364,10114,111761
2015,1110,15,47,143,18,17,12,76,44,48,420
2015,1111,17,78,183,42,34,53,199,112,78,796
2015,1112,228,1245,3741,353,161,177,1450,749,647,8751
2015,1113,150,503,1378,324,144,139,1032,535,416,4621
2015,1114,213,822,2301,521,213,247,1888,866,691,7762
2015,1115,194,463,1564,445,187,204,1621,740,451,5869
2015,2401,81,128,484,25,41,36,194,143,111,1243
2015,2402,134,145,367,31,33,47,200,161,168,1286
2015,2403,88,136,477,45,63,61,291,174,137,1472
2015,2404,22,48,119,5,22,5,70,21,38,350
2015,2405,180,129,413,16,40,55,206,130,146,1315
2015,2406,21,32,100,1,7,11,42,32,25,271
2015,2407,52,69,179,7,13,14,85,54,61,534
2015,2408,27,49,92,6,11,16,58,54,29,342
2015,2409,62,164,386,12,19,10,156,81,108,998
2015,2410,139,359,1081,110,120,103,630,369,330,3241
2015,2411,23,59,136,20,9,8,70,28,59,412
2015,2412,39,86,277,9,13,23,96,65,59,667
2015,2413,202,397,1171,144,153,241,780,578,441,4107
2015,2414,26,49,123,18,8,21,76,37,49,407
2015,2415,32,39,116,8,4,6,40,32,37,314
2015,2701,15,31,98,5,4,9,50,40,37,289
2015,2702,84,132,433,22,46,56,180,130,139,1222
2015,2703,40,54,122,8,7,9,39,29,25,333
2015,2704,36,62,315,14,36,42,119,57,58,739
2015,2705,75,151,436,32,28,35,182,120,116,1175
2015,2706,144,240,727,88,94,88,414,342,252,2389
2015,2707,65,118,369,27,38,35,188,140,128,1108
2015,2708,46,46,185,10,14,24,92,68,67,552
2015,2709,28,41,153,6,10,11,59,40,34,382
2015,2710,34,51,222,23,5,11,77,71,60,554
2015,2711,187,328,1138,110,116,93,637,488,313,3410
2015,2712,47,57,214,11,19,17,68,69,76,578
2015,2713,73,118,402,27,32,51,156,127,113,1099
2015,2714,80,101,439,24,28,27,176,92,139,1106
2015,2715,80,84,302,9,19,36,104,100,97,831
2015,2716,50,35,106,9,4,14,37,51,23,329
2015,2717,45,99,307,13,28,27,122,81,91,813
2015,2718,51,98,323,12,26,18,118,100,81,827
2015,2801,24,32,68,2,3,3,38,22,30,222
2015,2802,46,50,207,9,27,18,68,66,54,545
2015,2803,40,89,161,12,24,16,80,46,64,532
2015,2804,189,502,1293,123,177,120,893,617,433,4347
2015,2805,62,63,273,22,26,21,141,126,94,828
2015,2806,25,28,123,9,11,9,51,61,35,352
2015,2807,54,120,278,10,35,29,133,94,107,860
2015,2808,75,200,411,40,55,40,226,121,117,1285
2015,2809,42,55,171,14,17,9,64,55,51,478
2015,2810,29,36,133,7,9,21,70,54,45,404
2015,2811,35,101,301,16,33,29,139,97,93,844
2015,2812,20,61,75,4,10,12,44,24,22,272
2015,2813,74,151,639,45,51,80,327,235,199,1801
2015,2814,25,86,175,10,22,19,87,58,60,542
2015,2815,202,578,1520,201,196,170,850,674,477,4868
2015,2816,40,47,200,19,36,29,77,72,62,582
2015,2817,56,128,284,35,27,24,190,94,108,946
2015,2818,18,22,74,1,6,15,24,41,30,231
2015,2819,33,79,199,13,19,26,98,58,85,610
2015,3201,39,97,182,8,9,21,66,69,69,560
2015,3202,159,277,701,89,89,90,373,418,266,2462
2015,3203,73,149,376,31,57,44,218,172,103,1223
2015,3204,45,68,331,14,34,35,108,119,98,852
2015,3205,75,179,476,31,51,41,199,181,177,1410
2015,3206,42,94,399,18,36,40,140,135,115,1019
2015,3207,37,89,327,12,28,19,101,100,107,820
2015,3208,59,101,271,14,39,31,104,111,86,816
2015,3209,33,78,137,25,9,23,85,52,48,490
2015,3210,68,176,411,47,46,56,232,142,160,1338
2015,3211,91,290,790,71,69,79,439,243,248,2320
2015,3212,60,127,471,27,50,26,192,156,160,1269
2015,3213,65,105,526,30,44,46,184,150,151,1301
2015,3214,34,86,210,11,23,9,71,86,76,606
2015,3215,82,245,772,51,42,40,257,234,217,1940
2015,3216,307,1540,2617,483,331,338,1842,1466,812,9736
2015,3217,79,138,468,17,18,30,137,136,117,1140
2015,3218,124,371,1109,128,118,73,603,361,280,3167
2015,3219,66,102,305,21,39,24,104,124,114,899
2015,3220,105,182,490,36,30,19,181,154,161,1358
2015,3221,50,167,324,38,33,39,202,119,108,1080
2015,3222,187,259,802,50,54,60,328,250,225,2215
2015,4401,40,41,136,5,16,7,44,43,28,360
2015,4402,50,62,219,14,43,16,90,74,77,645
2015,4403,68,110,408,11,24,25,110,119,100,975
2015,4404,63,76,255,18,18,29,91,63,75,688
2015,4405,90,108,489,46,46,59,331,208,140,1517
2015,4406,33,54,176,11,25,48,89,55,52,543
2015,4407,110,166,403,27,57,34,190,116,139,1242
2015,4408,31,99,235,17,8,8,82,62,93,635
2015,4409,95,164,556,35,48,53,229,270,159,1609
2015,4410,150,481,1109,115,101,96,574,441,329,3396
2015,4411,213,278,1165,81,81,76,532,381,300,3107
2015,4412,360,416,1289,169,139,119,675,665,453,4285
2015,4413,133,241,740,74,146,98,470,389,259,2550
2015,4414,52,67,248,23,19,24,92,99,61,685
2015,4415,37,48,170,7,22,13,53,47,44,441
2015,4416,41,103,293,16,13,19,100,98,96,779
2015,4417,53,81,220,13,16,12,74,70,59,598
2015,4418,30,36,182,5,7,18,96,57,62,493
2015,4419,47,86,258,18,11,19,110,111,78,738
2015,4420,49,94,301,15,16,18,94,78,89,754
2015,4421,31,49,204,9,16,9,55,42,58,473
2015,4422,51,70,253,25,14,33,101,78,72,697
2015,4423,307,598,1852,304,236,286,1291,1026,650,6550
2015,4424,90,185,708,36,40,57,207,233,194,1750
2015,4425,78,171,639,45,80,55,272,216,186,1742
2015,4426,46,58,173,4,12,13,52,58,53,469
2015,4427,73,67,205,6,25,16,55,78,62,587
2015,5201,62,68,197,17,24,38,112,70,64,652
2015,5202,170,269,859,110,160,139,577,524,321,3129
2015,5203,102,122,456,10,38,62,178,142,117,1227
2015,5204,23,24,82,11,16,10,42,32,22,262
2015,5205,29,53,118,9,12,17,57,43,34,372
2015,5206,95,126,385,26,64,60,152,142,119,1169
2015,5207,104,76,276,14,34,34,117,78,96,829
2015,5208,33,43,112,10,16,25,52,34,37,362
2015,5209,33,32,118,8,8,8,52,24,29,312
2015,5210,97,103,367,32,54,53,208,165,133,1212
2015,5211,85,90,364,44,62,41,186,107,95,1074
2015,5212,129,202,763,84,118,104,408,283,252,2343
2015,5213,95,70,266,19,41,35,124,104,80,834
2015,5214,48,97,255,19,37,34,114,102,80,786
2015,5215,39,31,129,7,22,17,58,39,34,376
2015,5216,492,756,2095,533,426,415,2101,1377,920,9115
2015,5217,50,62,196,17,30,32,95,65,84,631
2015,5218,34,27,91,6,16,16,37,22,26,275
2015,5219,146,165,583,55,60,85,335,275,189,1893
2015,5220,54,55,226,6,32,25,86,70,82,636
2015,5221,34,37,88,5,11,19,33,36,26,289
2015,5301,41,91,273,19,41,45,150,129,104,893
2015,5302,119,274,718,80,102,78,478,458,305,2612
2015,5303,52,48,198,12,14,12,74,63,60,533
2015,5304,56,79,227,15,52,29,117,91,79,745
2015,5305,34,45,127,7,17,15,67,59,49,420
2015,5306,26,33,126,5,8,8,38,37,39,320
2015,5307,30,54,141,13,24,11,69,62,58,462
2015,5308,54,92,274,41,30,17,130,135,108,881
2015,5309,95,213,445,41,63,86,298,237,177,1655
2015,5310,90,69,283,18,30,31,115,134,107,877
2015,5311,30,49,132,17,18,14,83,73,53,469
2015,5312,55,64,213,20,40,38,106,110,68,714
2015,5313,151,210,638,52,121,79,351,313,253,2168
2015,5314,27,43,90,11,18,11,48,48,39,335
2015,5315,304,424,1265,315,393,217,1199,827,596,5540
2015,5316,68,174,394,29,91,41,203,159,132,1291
2015,5317,65,124,375,36,87,34,220,163,159,1263
2015,5318,146,181,531,51,72,82,337,288,187,1875
2015,5319,45,45,183,18,55,20,89,81,54,590
2015,7501,86,101,360,21,37,41,175,165,96,1082
2015,7502,149,191,576,43,56,74,294,179,194,1756
2015,7503,221,449,1023,132,144,233,883,763,469,4317
2015,7504,94,137,355,17,25,40,171,119,109,1067
2015,7505,653,1763,3807,708,558,599,3152,1941,1483,14664
2015,7506,64,63,205,16,25,38,78,82,61,632
2015,7507,123,129,306,17,35,38,175,142,105,1070
2015,7508,62,53,241,5,18,19,65,70,58,591
2015,7509,88,106,343,19,40,49,133,110,108,996
2015,7510,119,203,477,30,38,52,252,225,145,1541
2015,7511,245,56,222,15,18,32,110,116,82,896
2015,7512,169,291,776,86,98,118,514,347,313,2712
2015,7513,159,254,574,40,70,96,378,227,202,2000
2015,7514,90,180,334,27,42,37,202,135,140,1187
2015,7515,38,106,279,15,18,13,102,64,81,716
2015,7516,112,234,481,34,46,42,233,155,137,1474
2015,7517,178,221,654,51,66,75,348,330,227,2150
2015,7518,79,100,271,10,33,23,111,94,72,793
2015,7519,104,87,323,29,35,36,135,149,97,995
2015,7520,116,167,438,47,66,50,247,180,153,1464
2015,7521,46,58,127,6,12,21,75,97,60,502
2015,7522,187,317,639,69,112,137,513,441,309,2724
2015,7523,153,218,576,37,51,40,248,242,242,1807
2015,7524,179,214,700,79,93,116,399,354,248,2382
2015,7525,48,92,232,18,19,23,94,81,71,678
2015,7526,87,140,502,16,42,60,178,150,148,1323
2015,7527,125,70,211,9,7,13,76,45,56,612
2015,7528,89,130,289,15,41,45,158,141,122,1030
2015,7529,54,70,260,16,14,27,107,78,71,697
2015,7530,34,38,141,6,11,20,41,43,48,382
2015,7531,120,74,151,6,11,14,69,72,66,583
2015,7532,55,83,236,11,20,35,116,101,62,719
2015,7601,55,125,520,24,25,39,185,96,129,1198
2015,7602,212,220,527,47,61,55,328,287,244,1981
2015,7603,140,299,601,36,37,26,246,209,197,1791
2015,7604,124,219,406,36,38,49,210,174,141,1397
2015,7605,50,85,207,14,10,12,96,70,71,615
2015,7606,191,386,919,60,62,73,382,319,236,2628
2015,7607,74,93,242,19,20,16,118,87,105,774
2015,7608,156,239,639,32,31,38,251,211,190,1787
2015,7609,42,83,200,13,8,7,70,64,61,548
2015,7610,184,118,358,39,43,29,206,162,142,1281
2015,7611,194,84,174,11,17,29,93,96,78,776
2015,7612,122,149,357,30,29,48,174,150,136,1195
2015,7613,78,42,168,8,17,26,56,70,44,509
2015,7614,61,49,161,14,18,21,56,84,83,547
2015,7615,143,273,567,49,48,58,268,225,187,1818
2015,7616,485,1391,2709,495,311,256,2156,1595,961,10359
2015,7617,113,255,623,35,38,74,295,181,151,1765
2015,7618,251,696,1250,94,127,81,640,498,393,4030
2015,7619,170,48,134,10,8,9,52,48,40,519
2015,7620,616,739,1817,104,136,252,805,688,594,5751
2015,7621,178,96,274,28,36,46,157,156,93,1064
2015,7622,124,155,304,16,12,33,201,164,124,1133
2015,7623,45,194,407,19,28,38,195,134,126,1186
2015,7624,137,277,580,33,52,74,304,345,221,2023
2015,7625,609,1627,2989,661,498,678,2963,2217,1307,13549
2015,8401,171,422,768,121,119,126,722,524,345,3318
2015,8402,108,172,447,16,24,30,172,177,122,1268
2015,8403,152,59,159,14,27,28,62,82,43,626
2015,8404,22,59,116,6,3,4,61,48,55,374
2015,8405,136,265,606,47,66,53,294,296,202,1965
2015,8406,138,296,733,46,68,83,379,265,196,2204
2015,8407,108,317,597,65,80,100,496,335,274,2372
2015,8408,213,397,928,130,135,181,710,632,425,3751
2015,8409,276,678,1413,306,160,259,1289,1024,619,6024
2015,8410,59,73,189,16,18,19,77,86,69,606
2015,8411,25,44,125,11,9,21,50,90,45,420
2015,8412,56,97,197,8,21,31,105,93,82,690
2015,8413,75,204,529,27,40,85,255,422,157,1794
2015,8414,43,107,253,14,27,35,113,128,66,786
2015,8415,51,157,321,36,29,81,197,228,143,1243
2015,8416,167,324,725,82,93,93,488,372,303,2647
2015,8417,61,62,177,13,24,31,71,62,62,563
2015,8418,33,93,241,27,23,62,199,183,117,978
2015,8419,73,121,232,18,31,26,90,129,83,803
2015,8420,64,68,161,15,19,16,72,75,55,545
2015,8421,897,2221,5938,1219,879,732,5534,2879,1873,22172
2015,8422,94,152,300,16,32,48,176,136,106,1060
2015,8423,98,78,264,12,16,18,91,94,83,754
2015,8424,74,56,221,8,13,16,90,83,67,628
2015,8425,30,36,171,7,27,15,43,40,30,399
2015,8426,82,92,365,19,37,45,136,114,86,976
2015,8427,77,125,256,14,25,26,115,125,86,849
2015,8428,260,586,1274,122,164,221,690,601,365,4283
2015,8429,63,18,79,4,8,16,24,35,25,272
2015,8430,44,52,144,5,17,13,68,40,33,416
2015,8431,206,383,829,95,106,104,461,381,303,2868
2015,8432,83,121,348,19,29,31,164,130,94,1019
2015,8433,145,390,613,35,54,67,319,276,206,2105
2015,8434,92,225,528,40,41,41,263,176,131,1537
2015,8435,110,274,421,56,42,87,321,227,144,1682
2015,9301,235,555,1424,234,219,222,1281,758,519,5447
2015,9302,29,36,185,6,6,28,63,151,64,568
2015,9303,97,299,498,27,34,41,251,158,187,1592
2015,9304,267,1002,1856,276,208,445,1620,763,728,7165
2015,9305,62,161,298,27,32,30,186,120,104,1020
2015,9306,133,200,511,29,29,52,251,175,166,1546
2015,9307,72,107,257,23,20,23,93,147,88,830
2015,9308,75,281,430,24,27,31,246,138,155,1407
2015,9309,61,256,594,36,41,69,346,178,160,1741
2015,9310,124,125,288,19,38,39,138,184,132,1087
2015,9311,85,162,346,24,9,25,149,138,115,1053
2015,9312,553,1963,3864,507,413,551,2890,1872,1275,13888
2015,9313,166,394,927,78,69,82,507,389,271,2883
2015,9314,26,131,264,34,15,78,171,109,134,962
2015,9315,310,1595,2580,361,248,445,2141,1072,918,9670
2015,9316,49,107,235,10,27,22,118,82,69,719
2015,9317,47,139,458,20,21,65,287,80,109,1226
2015,9318,281,1074,2000,179,157,256,1167,833,716,6663
2016,51,57,121,242,10,24,37,116,94,76,777
2016,52,119,222,578,18,47,44,275,185,172,1660
2016,53,198,457,1104,102,111,87,588,435,350,3432
2016,54,124,285,738,44,66,73,339,205,162,2036
2016,55,78,100,275,17,7,18,117,83,80,775
2016,56,48,39,168,5,10,13,65,46,43,437
2016,57,53,147,383,30,30,26,181,82,106,1038
2016,58,45,45,149,4,16,16,44,31,40,390
2016,59,68,142,437,31,34,68,242,161,129,1312
2016,60,74,104,327,18,18,29,137,149,104,960
2016,61,18,59,151,17,7,18,90,52,46,458
2016,62,52,50,176,9,25,21,69,68,55,525
2016,63,92,48,187,9,12,19,71,55,39,532
2016,64,71,88,267,10,10,26,99,71,79,721
2016,1101,177,585,2189,367,139,234,1367,691,552,6301
2016,1102,43,101,236,25,14,23,126,78,78,724
2016,1103,40,116,310,40,19,32,188,108,99,952
2016,1104,145,688,1921,323,130,163,1159,568,479,5576
2016,1105,77,232,564,74,49,42,444,240,221,1943
2016,1106,136,471,1639,297,142,106,1063,518,476,4848
2016,1107,70,224,731,61,40,44,340,185,159,1854
2016,1108,61,246,547,76,42,65,340,190,185,1752
2016,1109,2962,8409,36823,10514,4910,3490,38216,11719,10736,127779
2016,1110,26,59,163,10,13,8,67,67,43,456
2016,1111,28,76,181,58,22,38,181,93,97,774
2016,1112,223,1296,4309,415,196,174,1694,754,658,9719
2016,1113,137,488,1709,367,133,134,1199,602,497,5266
2016,1114,208,732,2412,581,242,280,2096,906,700,8157
2016,1115,169,457,1730,476,207,218,1848,778,506,6389
2016,2401,83,144,462,22,49,57,222,156,123,1318
2016,2402,105,107,491,26,47,51,211,138,127,1303
2016,2403,106,149,476,54,53,60,300,214,164,1576
2016,2404,27,34,125,8,16,13,58,29,30,340
2016,2405,142,129,425,19,38,53,206,154,126,1292
2016,2406,23,26,101,7,4,16,46,46,28,297
2016,2407,33,53,209,7,9,16,72,44,58,501
2016,2408,40,39,105,8,15,17,45,44,31,344
2016,2409,43,149,404,23,17,18,145,71,105,975
2016,2410,170,396,1184,135,105,89,637,395,363,3474
2016,2411,29,62,198,16,10,10,72,31,43,471
2016,2412,41,94,263,9,15,22,95,50,59,648
2016,2413,192,409,1279,154,148,187,834,607,431,4241
2016,2414,34,65,157,13,15,16,62,51,41,454
2016,2415,34,43,121,8,4,5,31,35,37,318
2016,2701,17,29,115,7,2,12,29,30,30,271
2016,2702,72,145,496,31,49,51,210,135,112,1301
2016,2703,26,44,133,10,3,15,52,39,32,354
2016,2704,33,59,285,14,21,28,130,71,52,693
2016,2705,62,151,439,51,30,24,190,185,113,1245
2016,2706,176,253,790,70,69,95,471,395,254,2573
2016,2707,70,107,433,38,29,58,217,164,116,1232
2016,2708,56,32,228,15,11,27,78,74,52,573
2016,2709,48,53,192,4,4,6,69,50,25,451
2016,2710,30,64,250,16,18,22,74,79,61,614
2016,2711,136,311,1107,121,105,95,620,495,331,3321
2016,2712,45,66,205,8,20,33,81,77,71,606
2016,2713,106,142,390,28,38,51,163,142,123,1183
2016,2714,73,114,460,26,18,25,156,139,140,1151
2016,2715,93,104,310,15,21,44,122,99,112,920
2016,2716,38,50,126,5,6,13,50,56,53,397
2016,2717,40,94,310,21,9,20,136,93,78,801
2016,2718,65,96,325,17,19,16,92,96,64,790
2016,2801,19,23,79,4,17,10,29,18,29,228
2016,2802,38,48,189,13,16,12,91,88,53,548
2016,2803,35,66,160,13,16,18,65,42,74,489
2016,2804,233,488,1313,155,157,114,753,613,448,4274
2016,2805,73,78,317,20,31,27,152,149,119,966
2016,2806,16,25,149,6,11,8,63,61,50,389
2016,2807,75,97,329,15,29,35,137,81,91,889
2016,2808,72,189,475,46,65,55,260,132,132,1426
2016,2809,32,51,207,7,18,15,54,72,56,512
2016,2810,31,37,129,13,17,19,61,56,46,409
2016,2811,44,107,337,19,42,37,168,87,110,951
2016,2812,14,46,97,8,12,8,53,30,25,293
2016,2813,89,162,588,54,65,95,331,262,201,1847
2016,2814,39,66,183,13,29,9,108,43,66,556
2016,2815,221,609,1687,196,189,191,1041,754,520,5408
2016,2816,52,53,228,22,43,20,96,74,66,654
2016,2817,60,128,313,31,30,35,166,118,102,983
2016,2818,27,30,105,4,6,5,24,29,15,245
2016,2819,41,60,225,6,26,16,87,67,82,610
2016,3201,35,126,210,12,10,33,75,61,67,629
2016,3202,167,269,727,70,87,98,439,407,257,2521
2016,3203,76,100,376,31,53,28,223,159,123,1169
2016,3204,51,89,329,11,37,27,139,105,82,870
2016,3205,70,161,508,23,37,32,218,186,168,1403
2016,3206,59,94,356,22,34,20,141,137,104,967
2016,3207,35,80,315,23,14,17,107,91,86,768
2016,3208,57,80,331,18,49,18,126,117,95,891
2016,3209,34,71,163,19,9,34,84,67,56,537
2016,3210,66,154,485,47,50,45,280,147,132,1406
2016,3211,93,226,946,88,61,74,473,260,249,2470
2016,3212,114,116,574,37,49,28,198,174,124,1414
2016,3213,74,104,501,26,46,47,208,189,155,1350
2016,3214,28,81,215,10,13,11,81,68,57,564
2016,3215,70,253,770,48,46,34,291,270,191,1973
2016,3216,331,793,3150,521,316,321,2191,1549,747,9919
2016,3217,61,139,533,16,33,22,171,136,137,1248
2016,3218,125,367,1298,164,102,78,674,411,270,3489
2016,3219,67,88,330,19,37,30,131,107,91,900
2016,3220,113,205,482,32,43,32,223,159,141,1430
2016,3221,59,137,348,30,23,35,168,115,111,1026
2016,3222,419,215,893,74,66,43,327,270,209,2516
2016,4401,41,40,155,15,10,6,52,42,41,402
2016,4402,80,56,262,20,41,9,109,81,62,720
2016,4403,42,124,417,16,27,17,138,126,116,1023
2016,4404,90,81,268,15,20,25,95,69,77,740
2016,4405,89,142,578,45,67,56,316,228,153,1674
2016,4406,49,51,209,13,21,28,63,67,55,556
2016,4407,106,150,470,35,39,49,175,129,127,1280
2016,4408,30,98,259,16,14,9,66,73,75,640
2016,4409,87,168,576,34,43,65,272,237,143,1625
2016,4410,139,399,1205,113,129,84,582,439,325,3415
2016,4411,158,321,1399,81,99,86,546,394,360,3444
2016,4412,338,432,1468,162,123,114,672,626,408,4343
2016,4413,152,297,855,79,122,78,514,407,286,2790
2016,4414,51,70,243,16,18,34,84,59,71,646
2016,4415,95,67,179,14,16,17,73,56,43,560
2016,4416,77,109,312,13,16,14,104,106,80,831
2016,4417,44,79,281,15,12,14,96,65,64,670
2016,4418,21,42,200,11,9,12,91,91,76,553
2016,4419,60,78,283,8,24,16,93,129,85,776
2016,4420,58,75,269,10,20,14,100,97,74,717
2016,4421,50,58,237,9,15,10,52,63,58,552
2016,4422,48,83,258,15,23,28,111,86,78,730
2016,4423,320,652,2181,344,260,287,1496,999,730,7269
2016,4424,105,202,698,46,48,50,217,240,201,1807
2016,4425,129,188,644,49,73,65,306,207,168,1829
2016,4426,28,53,169,12,8,11,57,50,47,435
2016,4427,67,58,254,12,29,20,88,63,61,652
2016,5201,78,77,240,15,32,33,115,71,63,724
2016,5202,162,245,921,122,141,148,604,496,324,3163
2016,5203,108,115,421,24,55,63,191,164,120,1261
2016,5204,18,29,87,4,24,15,32,31,14,254
2016,5205,35,55,90,14,11,25,54,51,39,374
2016,5206,120,138,372,30,59,56,181,148,132,1236
2016,5207,118,66,288,22,28,39,117,85,83,846
2016,5208,31,30,124,5,15,26,53,25,41,350
2016,5209,19,31,103,5,10,20,50,38,48,324
2016,5210,102,108,379,37,68,66,234,142,131,1267
2016,5211,71,89,339,36,47,33,239,141,92,1087
2016,5212,109,214,702,65,107,92,347,333,234,2203
2016,5213,100,66,287,26,53,60,153,113,89,947
2016,5214,63,86,259,19,38,53,128,108,73,827
2016,5215,38,30,168,4,18,18,48,44,48,416
2016,5216,405,888,2589,532,438,480,2129,1430,953,9844
2016,5217,31,70,221,16,22,25,103,79,74,641
2016,5218,22,30,95,0,9,17,43,34,22,272
2016,5219,154,159,689,58,72,73,349,252,216,2022
2016,5220,48,58,221,11,23,23,95,67,65,611
2016,5221,31,29,96,5,17,15,32,34,30,289
2016,5301,83,86,251,21,26,42,169,113,99,890
2016,5302,154,264,700,104,104,75,438,472,289,2600
2016,5303,63,57,177,14,15,16,76,56,45,519
2016,5304,54,82,230,22,44,28,120,72,71,723
2016,5305,36,49,149,6,28,11,63,68,56,466
2016,5306,22,43,109,12,14,10,53,46,26,335
2016,5307,36,41,125,8,34,14,89,44,42,433
2016,5308,60,93,235,35,38,18,122,115,94,810
2016,5309,85,195,456,52,69,75,275,281,203,1691
2016,5310,86,75,250,18,29,29,119,96,74,776
2016,5311,42,38,154,13,32,18,68,78,58,501
2016,5312,65,60,203,12,37,19,101,71,61,629
2016,5313,168,270,612,53,74,88,361,306,221,2153
2016,5314,30,48,112,6,17,20,67,68,50,418
2016,5315,296,472,1531,337,377,252,1271,956,611,6103
2016,5316,80,215,435,41,73,45,187,162,118,1356
2016,5317,85,110,395,47,99,47,246,158,166,1353
2016,5318,120,194,590,64,95,88,406,287,197,2041
2016,5319,52,46,169,12,57,25,77,67,48,553
2016,7501,57,130,426,29,33,38,191,150,118,1172
2016,7502,185,211,514,73,49,67,263,187,237,1786
2016,7503,222,490,1191,137,147,249,872,679,453,4440
2016,7504,82,137,339,28,34,46,166,114,108,1054
2016,7505,600,1746,4788,736,618,570,3477,2059,1511,16105
2016,7506,74,64,234,7,35,43,93,85,72,707
2016,7507,101,97,345,27,37,71,165,119,95,1057
2016,7508,37,67,210,8,28,15,75,56,55,551
2016,7509,109,78,334,13,44,49,137,93,110,967
2016,7510,167,216,458,31,48,78,255,244,143,1640
2016,7511,173,72,219,14,16,24,123,97,79,817
2016,7512,203,296,848,81,126,89,530,329,299,2801
2016,7513,137,253,659,30,67,134,331,238,253,2102
