source_idx,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
20,0.0,0.0,0.0,0.110855944,0.0,0.0,0.110885166,0.0,0.0,0.0,0.0,0.0,0.11077771,0.0,0.11116646,0.0,0.11068146,0.0,0.11132112,0.0,0.11202434,0.0,0.0,0.0,0.11157167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1107161,0.0
21,0.0,0.0,0.0,0.0,0.110797726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11112188,0.0,0.0,0.0,0.0,0.0,0.11185664,0.0,0.0,0.0,0.0,0.0,0.111070104,0.0,0.0,0.0,0.0,0.111061424,0.0,0.1111265,0.0,0.11096258,0.11102917,0.0,0.110974
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11027659,0.11054216,0.0,0.0,0.0,0.0,0.0,0.11539798,0.0,0.0,0.0,0.111037135,0.0,0.11155607,0.10953083,0.0,0.0,0.10955069,0.11160236,0.0,0.0,0.0,0.0,0.0,0.110506095
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110360906,0.0,0.109921806,0.0,0.0,0.0,0.11255325,0.0,0.11044923,0.0,0.11105061,0.0,0.0,0.114407554,0.11004965,0.0,0.0,0.11063061,0.110576354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.111155674,0.0,0.0,0.0,0.0,0.0,0.11097403,0.0,0.0,0.111137174,0.0,0.11108615,0.0,0.0,0.11082014,0.11119848,0.0,0.11103702,0.0,0.0,0.0,0.111487515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11110381,0.0
25,0.0,0.0,0.11248821,0.11037923,0.0,0.0,0.11134811,0.0,0.109545335,0.0,0.0,0.0,0.0,0.0,0.11140904,0.0,0.110367596,0.0,0.0,0.0,0.110955775,0.0,0.0,0.0,0.110092014,0.11341467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111704454,0.0,0.11095925,0.0,0.0,0.0,0.110762775,0.0,0.110648975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112524875,0.0,0.11131724,0.0,0.0,0.0,0.11038404,0.11089518,0.0,0.0,0.0,0.0,0.1108032,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110740684,0.111015916,0.0,0.0,0.0,0.0,0.0,0.11110949,0.0,0.0,0.111178994,0.0,0.0,0.0,0.0,0.0,0.1119663,0.11105056,0.0,0.0,0.11076868,0.11099594,0.0,0.0,0.0,0.0,0.0,0.0,0.11117343
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11074916,0.0,0.11074467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11072313,0.111008935,0.11192432,0.0,0.0,0.0,0.111316726,0.11131006,0.0,0.0,0.0,0.0,0.11066052,0.11156252
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11069041,0.0,0.0,0.0,0.111506864,0.0,0.0,0.0,0.0,0.0,0.11070716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1119204,0.0,0.0,0.111233965,0.11109681,0.111179255,0.0,0.110856235,0.0,0.0,0.11080891
