source_idx,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
10,0.024850039,0.024706738,0.024655888,0.025103576,0.025024658,0.025347935,0.024756229,0.025304725,0.025244981,0.02532035,0.025444249,0.02534662,0.025336742,0.025004925,0.025204433,0.024892278,0.02505911,0.024891332,0.025120316,0.024640253,0.024978241,0.024931816,0.02387332,0.024544273,0.025212852,0.02425597,0.025090227,0.025079556,0.025177093,0.02504965,0.024318479,0.025072899,0.025276558,0.025092512,0.02524398,0.024857055,0.025083791,0.025112515,0.025359541,0.025134228
11,0.024973553,0.025076283,0.024321945,0.025038,0.02526231,0.025381768,0.024611466,0.0253891,0.025053903,0.025368096,0.025341133,0.025438739,0.025313903,0.025267592,0.024987612,0.025031054,0.02475855,0.024991382,0.025135217,0.02500568,0.02476626,0.025176415,0.023503931,0.024209775,0.025128845,0.023724845,0.024753492,0.025160281,0.025066324,0.02515917,0.024806581,0.025242642,0.025315793,0.025033329,0.025385998,0.024898048,0.025187882,0.02534103,0.025259791,0.025132265
12,0.024957528,0.024623085,0.0248069,0.025287997,0.025049176,0.025345542,0.025037868,0.02526821,0.025160424,0.025395654,0.025325328,0.025307976,0.025432784,0.024984812,0.025265938,0.02477283,0.025086261,0.025195802,0.025328686,0.024522543,0.025149764,0.024972713,0.023570176,0.024435604,0.025352864,0.024430795,0.024902614,0.02521691,0.02516473,0.024941871,0.024232838,0.025259065,0.025193274,0.024944834,0.025148062,0.024426544,0.024926849,0.025138753,0.02535378,0.02508265
13,0.025340797,0.025614275,0.024074372,0.025038632,0.02565177,0.025489824,0.024576616,0.025556574,0.0248068,0.025434436,0.025251096,0.025521873,0.02524216,0.025694745,0.024806373,0.024961479,0.02433546,0.025160681,0.025162783,0.025584511,0.024611548,0.025329007,0.022765404,0.023863273,0.025092244,0.023200577,0.024246203,0.025069727,0.02477526,0.025011867,0.025470383,0.02548002,0.025283141,0.024820914,0.025479278,0.025017213,0.025291314,0.02565598,0.02520713,0.025024243
14,0.025045566,0.024244867,0.025411794,0.025532482,0.024806919,0.02538183,0.025430541,0.025247721,0.025471134,0.025402859,0.025398172,0.025185138,0.025471626,0.024753358,0.025639832,0.024428796,0.02527637,0.02523499,0.025343081,0.024119517,0.025443485,0.024586875,0.023573648,0.024478085,0.025547527,0.025186416,0.02523832,0.025001502,0.025193214,0.024660349,0.023680646,0.025146363,0.025093172,0.024908217,0.024881197,0.024326004,0.024775978,0.024907677,0.025553375,0.024991337
15,0.024142884,0.025146483,0.023451373,0.024471262,0.025207594,0.025170546,0.02383693,0.025207307,0.024931742,0.025147071,0.025284203,0.025430672,0.025174217,0.025107315,0.024624147,0.025844865,0.024766432,0.02453797,0.02498475,0.024942018,0.024543216,0.025675096,0.024697863,0.024339389,0.024856718,0.02302752,0.024991961,0.025484592,0.025523791,0.025749369,0.024866316,0.025039334,0.025692353,0.025660448,0.02561002,0.025035199,0.025693888,0.025326064,0.025085287,0.025691718
16,0.024451852,0.02394799,0.025087321,0.0252702,0.024609799,0.025159318,0.025093788,0.024964983,0.025325488,0.025237475,0.025434343,0.025134725,0.025473379,0.024459062,0.02545916,0.024747634,0.025825249,0.02498046,0.025404077,0.023831252,0.025515674,0.024733748,0.024738552,0.025406675,0.025447685,0.025131412,0.025394717,0.025314404,0.02551128,0.024863854,0.02340047,0.024981013,0.025186228,0.02512669,0.024985109,0.024223056,0.024768963,0.024744708,0.02541613,0.025212035
17,0.02541204,0.024791077,0.02506401,0.025573688,0.025284043,0.025416635,0.025499221,0.025314268,0.02490273,0.025534475,0.025172884,0.025279537,0.02549228,0.025197214,0.025325755,0.024430862,0.024890311,0.025732053,0.025619112,0.024650434,0.025403911,0.025006857,0.02261233,0.024317473,0.025578016,0.024516296,0.024419028,0.025280226,0.024924694,0.02455053,0.024424218,0.025636509,0.02501956,0.024501355,0.02500369,0.023891004,0.024734609,0.025323916,0.025352677,0.024920447
18,0.024983224,0.024646584,0.02481204,0.025349924,0.025147354,0.025304085,0.02519333,0.025185943,0.024941752,0.025395202,0.025216656,0.025237078,0.025437286,0.025013033,0.025246214,0.0246918,0.02512528,0.025429724,0.02554183,0.024498077,0.025381496,0.025065023,0.023436425,0.024658123,0.025475612,0.024455607,0.024654396,0.025346374,0.025157407,0.024725072,0.024245607,0.025437193,0.025146212,0.02479945,0.025058951,0.024034511,0.024880413,0.02520247,0.0253234,0.025119886
19,0.025370281,0.026032561,0.023590978,0.024819503,0.025895339,0.025532367,0.02419898,0.025675315,0.024666226,0.02541387,0.02525985,0.025640018,0.025150511,0.02597216,0.024537407,0.02517286,0.024070082,0.024987647,0.025018152,0.026084064,0.024274204,0.025525646,0.0226903,0.023661662,0.024884362,0.022563023,0.024024408,0.025017846,0.024658808,0.025189117,0.026027735,0.025484784,0.02536734,0.024897596,0.025707092,0.025435558,0.025496608,0.025859121,0.025111035,0.025035596
