country,sector,source_region,target_region,bootstrap_frequency,promoted_stable_edge
FR,OQ,1104,8403,0.005025125628140704,0
FR,GI,2818,7521,0.005025125628140704,0
FR,KZ,4422,5305,0.005025125628140704,0
FR,FZ,1109,8418,0.005025125628140704,0
FR,BE,2817,5303,0.005025125628140704,0
FR,FZ,7527,8403,0.005025125628140704,0
FR,GI,5318,8422,0.005025125628140704,0
FR,JZ,2409,5203,0.005025125628140704,0
FR,LZ,7620,9310,0.005025125628140704,0
FR,OQ,3208,5305,0.005025125628140704,0
FR,FZ,2708,8401,0.005025125628140704,0
FR,JZ,3216,4425,0.005025125628140704,0
FR,MN,7618,9301,0.005025125628140704,0
FR,FZ,5216,7510,0.005025125628140704,0
FR,MN,5318,9304,0.005025125628140704,0
FR,BE,7613,8420,0.005025125628140704,0
FR,FZ,1109,2809,0.005025125628140704,0
FR,KZ,5211,9315,0.005025125628140704,0
FR,LZ,1105,7522,0.005025125628140704,0
FR,LZ,7609,9309,0.005025125628140704,0
FR,MN,2717,55,0.005025125628140704,0
FR,FZ,7510,7612,0.005025125628140704,0
FR,JZ,2408,3201,0.005025125628140704,0
FR,GI,2703,4423,0.005025125628140704,0
FR,FZ,5302,8402,0.005025125628140704,0
FR,KZ,2412,9309,0.005025125628140704,0
FR,MN,5315,7616,0.005025125628140704,0
FR,FZ,1104,1108,0.005025125628140704,0
FR,FZ,4422,9309,0.005025125628140704,0
FR,LZ,2817,5312,0.005025125628140704,0
FR,RU,4424,8418,0.005025125628140704,0
FR,RU,51,8413,0.005025125628140704,0
FR,BE,3219,7615,0.005025125628140704,0
FR,LZ,2706,7526,0.005025125628140704,0
FR,MN,1112,9311,0.005025125628140704,0
FR,FZ,1106,8415,0.005025125628140704,0
FR,LZ,1103,2810,0.005025125628140704,0
FR,BE,4420,7520,0.005025125628140704,0
FR,KZ,2707,4410,0.005025125628140704,0
FR,LZ,1112,2814,0.005025125628140704,0
FR,JZ,2707,8427,0.005025125628140704,0
FR,FZ,4405,7620,0.005025125628140704,0
FR,GI,4410,4418,0.005025125628140704,0
FR,GI,2413,9301,0.005025125628140704,0
FR,JZ,4411,8422,0.005025125628140704,0
FR,JZ,3210,7616,0.005025125628140704,0
FR,KZ,1110,9316,0.005025125628140704,0
FR,LZ,5217,5302,0.005025125628140704,0
FR,RU,2811,7618,0.005025125628140704,0
FR,RU,2814,60,0.005025125628140704,0
FR,GI,53,7603,0.005025125628140704,0
FR,LZ,8419,8421,0.005025125628140704,0
FR,JZ,2818,8401,0.005025125628140704,0
FR,MN,4417,7614,0.005025125628140704,0
FR,OQ,64,8432,0.005025125628140704,0
FR,LZ,2410,9311,0.005025125628140704,0
FR,BE,7607,7613,0.005025125628140704,0
FR,OQ,3202,7524,0.005025125628140704,0
FR,OQ,5304,58,0.005025125628140704,0
FR,MN,64,7622,0.005025125628140704,0
FR,FZ,4416,9301,0.005025125628140704,0
FR,GI,2413,7512,0.005025125628140704,0
FR,MN,2716,7523,0.005025125628140704,0
FR,BE,51,5306,0.005025125628140704,0
FR,KZ,2803,8425,0.005025125628140704,0
FR,LZ,1115,4401,0.005025125628140704,0
FR,LZ,53,60,0.005025125628140704,0
FR,MN,7623,9304,0.005025125628140704,0
FR,GI,4418,5210,0.005025125628140704,0
FR,BE,2403,9316,0.005025125628140704,0
FR,BE,8406,9312,0.005025125628140704,0
FR,FZ,2804,5302,0.005025125628140704,0
FR,FZ,5316,7620,0.005025125628140704,0
FR,GI,7510,8428,0.005025125628140704,0
FR,JZ,7520,9303,0.005025125628140704,0
FR,JZ,2804,5309,0.005025125628140704,0
FR,JZ,5219,8435,0.005025125628140704,0
FR,JZ,5206,8424,0.005025125628140704,0
FR,KZ,1115,4423,0.005025125628140704,0
FR,KZ,5209,9309,0.005025125628140704,0
FR,MN,3204,8419,0.005025125628140704,0
FR,MN,2807,5201,0.005025125628140704,0
FR,MN,5313,7620,0.005025125628140704,0
FR,OQ,8408,9312,0.005025125628140704,0
FR,OQ,3216,4424,0.005025125628140704,0
FR,RU,4407,7625,0.005025125628140704,0
NL,FZ,CR23,CR29,1.0,1
NL,JZ,CR11,CR12,1.0,1
NL,GI,CR15,CR36,0.9949748743718593,1
NL,JZ,CR26,CR36,0.9949748743718593,1
NL,JZ,CR12,CR39,0.9246231155778895,1
NL,MN,CR07,CR13,0.9095477386934674,1
NL,KZ,CR29,CR33,0.8894472361809045,1
NL,OQ,CR21,CR37,0.8793969849246231,1
NL,GI,CR15,CR34,0.8341708542713567,1
NL,KZ,CR25,CR30,0.8241206030150754,1
NL,RU,CR07,CR11,0.8241206030150754,1
NL,BE,CR13,CR34,0.8190954773869347,1
NL,RU,CR13,CR30,0.8140703517587939,1
NL,FZ,CR24,CR35,0.8090452261306532,1
NL,LZ,CR08,CR21,0.8090452261306532,1
NL,KZ,CR08,CR11,0.7939698492462312,1
NL,GI,CR10,CR34,0.7688442211055276,1
NL,FZ,CR13,CR36,0.7537688442211056,1
NL,GI,CR25,CR40,0.7286432160804021,1
NL,OQ,CR17,CR23,0.6984924623115578,0
NL,LZ,CR27,CR33,0.6884422110552764,0
NL,RU,CR20,CR31,0.6582914572864321,0
NL,LZ,CR12,CR17,0.6381909547738693,0
NL,KZ,CR14,CR25,0.6180904522613065,0
NL,MN,CR26,CR29,0.6130653266331658,0
NL,JZ,CR10,CR38,0.592964824120603,0
NL,RU,CR04,CR07,0.5829145728643216,0
NL,OQ,CR23,CR24,0.5728643216080402,0
NL,BE,CR26,CR29,0.5276381909547738,0
NL,OQ,CR15,CR30,0.5025125628140703,0
NL,OQ,CR25,CR38,0.49748743718592964,0
NL,MN,CR03,CR36,0.4723618090452261,0
NL,RU,CR29,CR33,0.46733668341708545,0
NL,MN,CR03,CR34,0.4623115577889447,0
NL,GI,CR34,CR36,0.44221105527638194,0
NL,MN,CR07,CR12,0.44221105527638194,0
NL,BE,CR17,CR35,0.4321608040201005,0
NL,FZ,CR12,CR13,0.4271356783919598,0
NL,FZ,CR22,CR23,0.41708542713567837,0
NL,LZ,CR15,CR29,0.41708542713567837,0
NL,BE,CR14,CR21,0.38190954773869346,0
NL,JZ,CR30,CR38,0.38190954773869346,0
NL,OQ,CR22,CR40,0.37185929648241206,0
NL,JZ,CR29,CR33,0.36683417085427134,0
NL,KZ,CR13,CR29,0.35175879396984927,0
NL,BE,CR20,CR32,0.34673366834170855,0
NL,OQ,CR26,CR29,0.34673366834170855,0
NL,OQ,CR17,CR29,0.3417085427135678,0
NL,BE,CR17,CR23,0.3065326633165829,0
