ZE2020,target_year,node_idx,side_establishment_creations_official,side_enterprise_creations_official,side_lag_1,growth_1y,has_flores_source,has_side_stock_source,has_urssaf_source,feature_forecast_safe,is_covid_year,is_post_covid_rebound,side_stock_total_t_minus_1
9,2019,8,11914.0,11914.0,12390.0,-0.0384180790960452,0,0,0,1,0,0,73637.0
10,2019,9,6277.0,6277.0,6502.0,-0.0346047370039987,0,0,0,1,0,0,46010.0
11,2019,10,5697.0,5697.0,5710.0,-0.0022767075306479,0,0,0,1,0,0,42815.0
12,2019,11,6979.0,6979.0,7035.0,-0.0079601990049751,0,0,0,1,0,0,53708.0
13,2019,12,4520.0,4520.0,4323.0,0.0455702058755493,0,0,0,1,0,0,36047.0
14,2019,13,3427.0,3427.0,3747.0,-0.0854016546570589,0,0,0,1,0,0,28146.0
15,2019,14,1066.0,1066.0,1099.0,-0.0300272975432211,0,0,0,1,0,0,8831.0
16,2019,15,2920.0,2920.0,3000.0,-0.0266666666666666,0,0,0,1,0,0,23982.0
17,2019,16,2707.0,2707.0,3145.0,-0.139268680445151,0,0,0,1,0,0,24953.0
18,2019,17,68308.0,68308.0,66141.0,0.0327633389274428,0,0,0,1,0,0,366627.0
19,2019,18,1619.0,1619.0,1950.0,-0.1697435897435897,0,0,0,1,0,0,12817.0
20,2019,19,1855.0,1855.0,2223.0,-0.1655420602789024,0,0,0,1,0,0,15520.0
21,2019,20,3332.0,3332.0,3445.0,-0.0328011611030479,0,0,0,1,0,0,24803.0
22,2019,21,1352.0,1352.0,1633.0,-0.1720759338640539,0,0,0,1,0,0,12715.0
23,2019,22,2462.0,2462.0,2848.0,-0.1355337078651685,0,0,0,1,0,0,20243.0
24,2019,23,3718.0,3718.0,4232.0,-0.1214555765595463,0,0,0,1,0,0,28387.0
25,2019,24,4211.0,4211.0,4502.0,-0.0646379386939138,0,0,0,1,0,0,27875.0
1,2020,0,2996.0,2996.0,3410.0,-0.121407624633431,0,0,0,1,0,0,30317.0
2,2020,1,5774.0,5774.0,6884.0,-0.1612434631028471,0,0,0,1,0,0,49562.0
3,2020,2,4774.0,4774.0,5319.0,-0.1024628689603308,0,0,0,1,0,0,42928.0
4,2020,3,26577.0,26577.0,35412.0,-0.2494916977295831,0,0,0,1,0,0,216170.0
5,2020,4,1105.0,1105.0,1397.0,-0.2090193271295633,0,0,0,1,0,0,13399.0
6,2020,5,4584.0,4584.0,5162.0,-0.1119721038357225,0,0,0,1,0,0,41088.0
7,2020,6,2543.0,2543.0,2867.0,-0.113010115102895,0,0,0,1,0,0,31598.0
8,2020,7,1771.0,1771.0,2136.0,-0.170880149812734,0,0,0,1,0,0,21087.0
9,2020,8,8616.0,8616.0,11914.0,-0.2768171898606681,0,0,0,1,0,0,76971.0
10,2020,9,5065.0,5065.0,6277.0,-0.1930858690457224,0,0,0,1,0,0,47131.0
11,2020,10,4889.0,4889.0,5697.0,-0.1418290328242935,0,0,0,1,0,0,43813.0
12,2020,11,5964.0,5964.0,6979.0,-0.1454363089267803,0,0,0,1,0,0,54406.0
13,2020,12,3714.0,3714.0,4520.0,-0.1783185840707964,0,0,0,1,0,0,36788.0
14,2020,13,2966.0,2966.0,3427.0,-0.1345199883279836,0,0,0,1,0,0,28605.0
15,2020,14,997.0,997.0,1066.0,-0.0647279549718574,0,0,0,1,0,0,8935.0
16,2020,15,2435.0,2435.0,2920.0,-0.1660958904109589,0,0,0,1,0,0,24164.0
17,2020,16,2331.0,2331.0,2707.0,-0.138899150350942,0,0,0,1,0,0,25268.0
18,2020,17,50622.0,50622.0,68308.0,-0.2589155003806289,0,0,0,1,0,0,382504.0
19,2020,18,1487.0,1487.0,1619.0,-0.0815318097591105,0,0,0,1,0,0,12565.0
20,2020,19,1499.0,1499.0,1855.0,-0.1919137466307277,0,0,0,1,0,0,15587.0
21,2020,20,2783.0,2783.0,3332.0,-0.164765906362545,0,0,0,1,0,0,25130.0
22,2020,21,1206.0,1206.0,1352.0,-0.1079881656804733,0,0,0,1,0,0,12549.0
23,2020,22,2126.0,2126.0,2462.0,-0.1364744110479285,0,0,0,1,0,0,20358.0
24,2020,23,2965.0,2965.0,3718.0,-0.2025282409897794,0,0,0,1,0,0,28746.0
25,2020,24,3501.0,3501.0,4211.0,-0.1686060318214201,0,0,0,1,0,0,28661.0
1,2021,0,3580.0,3580.0,2996.0,0.1949265687583444,0,0,0,1,0,0,29966.0
2,2021,1,6695.0,6695.0,5774.0,0.1595081399376515,0,0,0,1,0,0,49757.0
3,2021,2,5454.0,5454.0,4774.0,0.1424382069543359,0,0,0,1,0,0,43186.0
4,2021,3,30747.0,30747.0,26577.0,0.156902584941867,0,0,0,1,0,0,217334.0
5,2021,4,1248.0,1248.0,1105.0,0.1294117647058823,0,0,0,1,0,0,13071.0
6,2021,5,4971.0,4971.0,4584.0,0.0844240837696335,0,0,0,1,0,0,41191.0
7,2021,6,2614.0,2614.0,2543.0,0.0279197797876523,0,0,0,1,0,0,31143.0
8,2021,7,2234.0,2234.0,1771.0,0.261434217955957,0,0,0,1,0,0,20664.0
9,2021,8,10593.0,10593.0,8616.0,0.2294568245125348,0,0,0,1,0,0,72652.0
10,2021,9,5929.0,5929.0,5065.0,0.1705824284304047,0,0,0,1,0,0,46412.0
11,2021,10,5756.0,5756.0,4889.0,0.1773368787073021,0,0,0,1,0,0,43527.0
12,2021,11,6751.0,6751.0,5964.0,0.1319584171696848,0,0,0,1,0,0,53851.0
13,2021,12,4445.0,4445.0,3714.0,0.1968228325255789,0,0,0,1,0,0,36442.0
14,2021,13,3516.0,3516.0,2966.0,0.1854349291975724,0,0,0,1,0,0,28310.0
15,2021,14,1057.0,1057.0,997.0,0.0601805416248746,0,0,0,1,0,0,8924.0
16,2021,15,2975.0,2975.0,2435.0,0.2217659137577002,0,0,0,1,0,0,23830.0
17,2021,16,2643.0,2643.0,2331.0,0.1338481338481338,0,0,0,1,0,0,24889.0
18,2021,17,64382.0,64382.0,50622.0,0.2718185769033227,0,0,0,1,0,0,374207.0
19,2021,18,1675.0,1675.0,1487.0,0.1264290517821116,0,0,0,1,0,0,12532.0
20,2021,19,1757.0,1757.0,1499.0,0.172114743162108,0,0,0,1,0,0,15365.0
21,2021,20,3253.0,3253.0,2783.0,0.1688825008983111,0,0,0,1,0,0,24660.0
22,2021,21,1445.0,1445.0,1206.0,0.1981757877280265,0,0,0,1,0,0,12320.0
23,2021,22,2487.0,2487.0,2126.0,0.1698024459078081,0,0,0,1,0,0,19961.0
24,2021,23,3594.0,3594.0,2965.0,0.212141652613828,0,0,0,1,0,0,28132.0
25,2021,24,4367.0,4367.0,3501.0,0.2473578977435018,0,0,0,1,0,0,28674.0
1,2022,0,4165.0,4165.0,3580.0,0.1634078212290503,0,0,0,1,0,0,30822.0
2,2022,1,7954.0,7954.0,6695.0,0.188050784167289,0,0,0,1,0,0,51675.0
3,2022,2,6022.0,6022.0,5454.0,0.1041437477081041,0,0,0,1,0,0,44568.0
4,2022,3,42702.0,42702.0,30747.0,0.388818421309396,0,0,0,1,0,0,221093.0
5,2022,4,1364.0,1364.0,1248.0,0.0929487179487179,0,0,0,1,0,0,13333.0
6,2022,5,5453.0,5453.0,4971.0,0.0969623818145242,0,0,0,1,0,0,42200.0
7,2022,6,3013.0,3013.0,2614.0,0.1526396327467482,0,0,0,1,0,0,30912.0
8,2022,7,2023.0,2023.0,2234.0,-0.0944494180841539,0,0,0,1,0,0,21431.0
9,2022,8,15628.0,15628.0,10593.0,0.4753138865288398,0,0,0,1,0,0,76680.0
10,2022,9,7393.0,7393.0,5929.0,0.2469219092595716,0,0,0,1,0,0,47944.0
11,2022,10,6855.0,6855.0,5756.0,0.1909312022237665,0,0,0,1,0,0,44968.0
12,2022,11,8087.0,8087.0,6751.0,0.1978966079099392,0,0,0,1,0,0,54871.0
13,2022,12,5610.0,5610.0,4445.0,0.2620922384701912,0,0,0,1,0,0,37373.0
14,2022,13,4136.0,4136.0,3516.0,0.1763367463026166,0,0,0,1,0,0,29221.0
15,2022,14,1215.0,1215.0,1057.0,0.1494796594134342,0,0,0,1,0,0,9027.0
16,2022,15,3375.0,3375.0,2975.0,0.134453781512605,0,0,0,1,0,0,24396.0
17,2022,16,2936.0,2936.0,2643.0,0.1108588724933787,0,0,0,1,0,0,25345.0
18,2022,17,81619.0,81619.0,64382.0,0.2677301109005622,0,0,0,1,0,0,390857.0
19,2022,18,2055.0,2055.0,1675.0,0.226865671641791,0,0,0,1,0,0,12755.0
20,2022,19,1969.0,1969.0,1757.0,0.1206602162777461,0,0,0,1,0,0,15644.0
21,2022,20,3856.0,3856.0,3253.0,0.1853673532124193,0,0,0,1,0,0,25319.0
22,2022,21,1594.0,1594.0,1445.0,0.103114186851211,0,0,0,1,0,0,12631.0
23,2022,22,2796.0,2796.0,2487.0,0.1242460796139927,0,0,0,1,0,0,20347.0
24,2022,23,4125.0,4125.0,3594.0,0.1477462437395659,0,0,0,1,0,0,28990.0
25,2022,24,5120.0,5120.0,4367.0,0.1724295855278223,0,0,0,1,0,0,29714.0
