ze2020,year,sector_code,sector_share_lag_1,mask_sector_share_lag_1_available,sector_growth_lag_1,mask_sector_growth_lag_1_available,sector_growth_lag_2,mask_sector_growth_lag_2_available,dominant_sector_lag_1,dominant_sector_share_lag_1,sector_diversity_lag_1,sector_concentration_hhi_lag_1,commerce_share_lag_1,construction_share_lag_1,mask_ze_sector_distribution_lag_1_available,national_sector_share_lag_1,mask_national_sector_share_lag_1_available,national_sector_growth_lag_1,mask_national_sector_growth_lag_1_available
7514,2021,GI,0.3062583222370173,1,0.10047846889952153,1,-0.07317073170731707,1,GI,0.3062583222370173,0.8706588081681748,0.17742699037767662,0.3062583222370173,0.1198402130492676,1,0.345215160401502,1,0.1400568320320934,1
7514,2021,JZ,0.0226364846870838,1,0.25925925925925924,1,0.5,1,GI,0.3062583222370173,0.8706588081681748,0.17742699037767662,0.3062583222370173,0.1198402130492676,1,0.04675859581858386,1,0.03099279237386665,1
7514,2021,KZ,0.0252996005326231,1,-0.13636363636363635,1,-0.043478260869565216,1,GI,0.3062583222370173,0.8706588081681748,0.17742699037767662,0.3062583222370173,0.1198402130492676,1,0.029931279848239924,1,0.014837325706113624,1
7514,2021,LZ,0.029294274300932,1,-0.06382978723404255,1,-0.020833333333333332,1,GI,0.3062583222370173,0.8706588081681748,0.17742699037767662,0.3062583222370173,0.1198402130492676,1,0.04119518442244809,1,0.07406592802353384,1
7514,2021,MN,0.1804260985352863,1,0.022641509433962263,1,0.2100456621004566,1,GI,0.3062583222370173,0.8706588081681748,0.17742699037767662,0.3062583222370173,0.1198402130492676,1,0.2146068019980197,1,-0.015556071511492964,1
7514,2021,OQ,0.0952063914780293,1,-0.06535947712418301,1,-0.012903225806451613,1,GI,0.3062583222370173,0.8706588081681748,0.17742699037767662,0.3062583222370173,0.1198402130492676,1,0.09265357641096697,1,-0.06266201555349316,1
7514,2021,RU,0.1351531291611185,1,-0.028708133971291867,1,0.14207650273224043,1,GI,0.3062583222370173,0.8706588081681748,0.17742699037767662,0.3062583222370173,0.1198402130492676,1,0.08748137533097342,1,-0.07579707238820932,1
7514,2022,BE,0.096551724137931,1,0.4108527131782946,1,0.16216216216216217,1,GI,0.2896551724137931,0.8853034304762787,0.16886096433521655,0.2896551724137931,0.1273209549071618,1,0.05705759156627159,1,0.26898422586154935,1
7514,2022,FZ,0.1273209549071618,1,0.3333333333333333,1,-0.11764705882352941,1,GI,0.2896551724137931,0.8853034304762787,0.16886096433521655,0.2896551724137931,0.1273209549071618,1,0.08482066220091544,1,0.10382250232219081,1
7514,2022,GI,0.2896551724137931,1,0.18695652173913044,1,0.10047846889952153,1,GI,0.2896551724137931,0.8853034304762787,0.16886096433521655,0.2896551724137931,0.1273209549071618,1,0.3193575317538765,1,0.07966864295728837,1
7514,2022,JZ,0.0286472148541114,1,0.5882352941176471,1,0.25925925925925924,1,GI,0.2896551724137931,0.8853034304762787,0.16886096433521655,0.2896551724137931,0.1273209549071618,1,0.04993160425517305,1,0.24628464470153122,1
7514,2022,KZ,0.0318302387267904,1,0.5789473684210527,1,-0.13636363636363635,1,GI,0.2896551724137931,0.8853034304762787,0.16886096433521655,0.2896551724137931,0.1273209549071618,1,0.03322479160530325,1,0.29550819094592207,1
7514,2022,LZ,0.0254641909814323,1,0.09090909090909091,1,-0.06382978723404255,1,GI,0.2896551724137931,0.8853034304762787,0.16886096433521655,0.2896551724137931,0.1273209549071618,1,0.043511258644336706,1,0.23270279263828808,1
7514,2022,MN,0.1745358090185676,1,0.2140221402214022,1,0.022641509433962263,1,GI,0.2896551724137931,0.8853034304762787,0.16886096433521655,0.2896551724137931,0.1273209549071618,1,0.217424380688728,1,0.18240959119496858,1
7514,2022,OQ,0.0912466843501326,1,0.20279720279720279,1,-0.06535947712418301,1,GI,0.2896551724137931,0.8853034304762787,0.16886096433521655,0.2896551724137931,0.1273209549071618,1,0.09647414062598822,1,0.21521162666302485,1
