node_id,ze2020,ze2020_label,sector_code,sector_label,decision_year,sector_count_t,sector_share_t,sector_rank_in_ze_year_t,sector_share_lag_1,sector_growth_lag_1,sector_growth_lag_2,dominant_sector_flag_t,dominant_sector_share_lag_1,sector_diversity_lag_1,sector_concentration_hhi_lag_1,commerce_share_lag_1,construction_share_lag_1,national_sector_share_lag_1,national_sector_growth_lag_1,relation_signal_strength_mean_to_t,relation_signal_strength_max_to_t,relation_stability_mean_to_t,relation_count_to_t,mask_sector_share_lag_1_available,mask_sector_growth_lag_1_available,mask_sector_growth_lag_2_available,mask_ze_sector_distribution_lag_1_available,mask_national_sector_share_lag_1_available,mask_national_sector_growth_lag_1_available,mask_future_growth_1y_available,mask_future_growth_3y_available,future_growth_1y,future_growth_3y,future_top3_growth_3y_label,feature_complete,claim_status
0053_RU,0053,Avignon,RU,Arts and other services,2012,460.0,0.1222753854332801,4,0.1222753854332801,,,0,0.2990430622009569,0.8732745738192027,0.1756897156460657,0.2990430622009569,0.1682615629984051,0.112809822763602,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,-0.2043478260869565,-0.2108695652173913,0,0,dynamic_graph_input_exploratory_not_recommendation
0054_BE,0054,Beauvais,BE,Industry and energy,2012,114.0,0.0592823712948517,6,0.0592823712948517,,,0,0.2860114404576183,0.8667870329651607,0.1763151753319222,0.2860114404576183,0.1898075923036921,0.055075273111597,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,-0.0350877192982456,-0.0175438596491228,1,0,dynamic_graph_input_exploratory_not_recommendation
0054_FZ,0054,Beauvais,FZ,Construction,2012,365.0,0.1898075923036921,2,0.1898075923036921,,,0,0.2860114404576183,0.8667870329651607,0.1763151753319222,0.2860114404576183,0.1898075923036921,0.1415407244336861,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,-0.0904109589041095,-0.1342465753424657,0,0,dynamic_graph_input_exploratory_not_recommendation
0054_GI,0054,Beauvais,GI,"Trade, transport and hospitality",2012,550.0,0.2860114404576183,1,0.2860114404576183,,,1,0.2860114404576183,0.8667870329651607,0.1763151753319222,0.2860114404576183,0.1898075923036921,0.264096357375596,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0.0345454545454545,0.1727272727272727,1,0,dynamic_graph_input_exploratory_not_recommendation
0054_JZ,0054,Beauvais,JZ,Information and communication,2012,54.0,0.0280811232449297,8,0.0280811232449297,,,0,0.2860114404576183,0.8667870329651607,0.1763151753319222,0.2860114404576183,0.1898075923036921,0.0484481871299457,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0.1296296296296296,-0.2407407407407407,0,0,dynamic_graph_input_exploratory_not_recommendation
0054_KZ,0054,Beauvais,KZ,Financial and insurance activities,2012,28.0,0.0145605824232969,9,0.0145605824232969,,,0,0.2860114404576183,0.8667870329651607,0.1763151753319222,0.2860114404576183,0.1898075923036921,0.0293478278516195,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0.4642857142857143,1.2857142857142858,1,0,dynamic_graph_input_exploratory_not_recommendation
0054_LZ,0054,Beauvais,LZ,Real estate activities,2012,75.0,0.0390015600624025,7,0.0390015600624025,,,0,0.2860114404576183,0.8667870329651607,0.1763151753319222,0.2860114404576183,0.1898075923036921,0.0347394379802486,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,-0.4666666666666667,-0.12,0,0,dynamic_graph_input_exploratory_not_recommendation
0054_MN,0054,Beauvais,MN,Professional and administrative services,2012,333.0,0.1731669266770671,3,0.1731669266770671,,,0,0.2860114404576183,0.8667870329651607,0.1763151753319222,0.2860114404576183,0.1898075923036921,0.2019215627064876,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,-0.072072072072072,-0.024024024024024,0,0,dynamic_graph_input_exploratory_not_recommendation
0054_OQ,0054,Beauvais,OQ,"Public administration, education and health",2012,175.0,0.0910036401456058,5,0.0910036401456058,,,0,0.2860114404576183,0.8667870329651607,0.1763151753319222,0.2860114404576183,0.1898075923036921,0.1120208066472172,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,-0.12,-0.0457142857142857,0,0,dynamic_graph_input_exploratory_not_recommendation
0054_RU,0054,Beauvais,RU,Arts and other services,2012,229.0,0.1190847633905356,4,0.1190847633905356,,,0,0.2860114404576183,0.8667870329651607,0.1763151753319222,0.2860114404576183,0.1898075923036921,0.112809822763602,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0.0262008733624454,-0.148471615720524,0,0,dynamic_graph_input_exploratory_not_recommendation
0055_BE,0055,Bollène-Pierrelatte,BE,Industry and energy,2012,53.0,0.0706666666666666,6,0.0706666666666666,,,0,0.268,0.8825692553558437,0.1671039999999999,0.268,0.196,0.055075273111597,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0.8301886792452831,0.1320754716981132,1,0,dynamic_graph_input_exploratory_not_recommendation
0055_FZ,0055,Bollène-Pierrelatte,FZ,Construction,2012,147.0,0.196,2,0.196,,,0,0.268,0.8825692553558437,0.1671039999999999,0.268,0.196,0.1415407244336861,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,-0.2176870748299319,-0.3469387755102041,0,0,dynamic_graph_input_exploratory_not_recommendation
0055_GI,0055,Bollène-Pierrelatte,GI,"Trade, transport and hospitality",2012,201.0,0.268,1,0.268,,,1,0.268,0.8825692553558437,0.1671039999999999,0.268,0.196,0.264096357375596,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0.2935323383084577,-0.0099502487562189,1,0,dynamic_graph_input_exploratory_not_recommendation
0055_JZ,0055,Bollène-Pierrelatte,JZ,Information and communication,2012,21.0,0.028,7,0.028,,,0,0.268,0.8825692553558437,0.1671039999999999,0.268,0.196,0.0484481871299457,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,-0.0476190476190476,-0.3333333333333333,0,0,dynamic_graph_input_exploratory_not_recommendation
0055_KZ,0055,Bollène-Pierrelatte,KZ,Financial and insurance activities,2012,18.0,0.024,9,0.024,,,0,0.268,0.8825692553558437,0.1671039999999999,0.268,0.196,0.0293478278516195,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,-0.5,-0.5,0,0,dynamic_graph_input_exploratory_not_recommendation
0055_LZ,0055,Bollène-Pierrelatte,LZ,Real estate activities,2012,21.0,0.028,7,0.028,,,0,0.268,0.8825692553558437,0.1671039999999999,0.268,0.196,0.0347394379802486,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,-0.0476190476190476,-0.0952380952380952,0,0,dynamic_graph_input_exploratory_not_recommendation
0055_MN,0055,Bollène-Pierrelatte,MN,Professional and administrative services,2012,105.0,0.14,3,0.14,,,0,0.268,0.8825692553558437,0.1671039999999999,0.268,0.196,0.2019215627064876,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0.0666666666666666,-0.0095238095238095,1,0,dynamic_graph_input_exploratory_not_recommendation
0055_OQ,0055,Bollène-Pierrelatte,OQ,"Public administration, education and health",2012,89.0,0.1186666666666666,5,0.1186666666666666,,,0,0.268,0.8825692553558437,0.1671039999999999,0.268,0.196,0.1120208066472172,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,-0.0561797752808988,-0.0337078651685393,0,0,dynamic_graph_input_exploratory_not_recommendation
0055_RU,0055,Bollène-Pierrelatte,RU,Arts and other services,2012,95.0,0.1266666666666666,4,0.1266666666666666,,,0,0.268,0.8825692553558437,0.1671039999999999,0.268,0.196,0.112809822763602,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,-0.1263157894736842,-0.1473684210526315,0,0,dynamic_graph_input_exploratory_not_recommendation
0056_BE,0056,Cosne-Cours-sur-Loire,BE,Industry and energy,2012,39.0,0.0800821355236139,6,0.0800821355236139,,,0,0.3305954825462012,0.8566080336478977,0.1869763754959542,0.3305954825462012,0.1601642710472279,0.055075273111597,,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,-0.2307692307692307,0.0769230769230769,0,0,dynamic_graph_input_exploratory_not_recommendation
