ze2020,ze2020_label,year,establishment_creations,enterprise_creations,communes_count,mask_establishment_creations_available,mask_enterprise_creations_available
2809,Flers,2019,626,554,91,1,1
2809,Flers,2020,678,605,91,1,1
2809,Flers,2021,795,750,91,1,1
2809,Flers,2022,785,715,91,1,1
2809,Flers,2023,761,675,91,1,1
2809,Flers,2024,922,769,91,1,1
2809,Flers,2025,956,800,91,1,1
2810,Granville,2012,408,368,45,1,1
2810,Granville,2013,376,351,45,1,1
2810,Granville,2014,419,387,45,1,1
2810,Granville,2015,404,368,45,1,1
2810,Granville,2016,409,353,45,1,1
2810,Granville,2017,474,412,45,1,1
2810,Granville,2018,446,420,45,1,1
2810,Granville,2019,537,488,45,1,1
2810,Granville,2020,534,489,45,1,1
2810,Granville,2021,662,590,45,1,1
2810,Granville,2022,611,537,45,1,1
2810,Granville,2023,607,537,45,1,1
2810,Granville,2024,710,593,45,1,1
2810,Granville,2025,767,660,45,1,1
2811,Honfleur Pont-Audemer,2012,995,876,119,1,1
2811,Honfleur Pont-Audemer,2013,955,871,119,1,1
2811,Honfleur Pont-Audemer,2014,979,887,119,1,1
2811,Honfleur Pont-Audemer,2015,844,779,119,1,1
2811,Honfleur Pont-Audemer,2016,951,841,119,1,1
2811,Honfleur Pont-Audemer,2017,1008,891,119,1,1
2811,Honfleur Pont-Audemer,2018,1133,968,119,1,1
2811,Honfleur Pont-Audemer,2019,1294,1158,119,1,1
2811,Honfleur Pont-Audemer,2020,1329,1149,119,1,1
2811,Honfleur Pont-Audemer,2021,1615,1362,119,1,1
2811,Honfleur Pont-Audemer,2022,1577,1368,119,1,1
2811,Honfleur Pont-Audemer,2023,1562,1373,119,1,1
2811,Honfleur Pont-Audemer,2024,1672,1391,119,1,1
2811,Honfleur Pont-Audemer,2025,1695,1425,119,1,1
2812,L'Aigle,2012,286,250,79,1,1
2812,L'Aigle,2013,322,288,79,1,1
2812,L'Aigle,2014,316,296,79,1,1
2812,L'Aigle,2015,272,252,79,1,1
2812,L'Aigle,2016,293,258,79,1,1
2812,L'Aigle,2017,285,267,79,1,1
2812,L'Aigle,2018,353,305,79,1,1
2812,L'Aigle,2019,381,340,79,1,1
2812,L'Aigle,2020,402,366,79,1,1
2812,L'Aigle,2021,439,403,79,1,1
2812,L'Aigle,2022,609,488,79,1,1
2812,L'Aigle,2023,463,416,79,1,1
2812,L'Aigle,2024,497,432,79,1,1
2812,L'Aigle,2025,564,483,79,1,1
2813,Le Havre,2012,1817,1576,115,1,1
2813,Le Havre,2013,1820,1601,115,1,1
2813,Le Havre,2014,1959,1716,115,1,1
2813,Le Havre,2015,1801,1563,115,1,1
2813,Le Havre,2016,1847,1580,115,1,1
2813,Le Havre,2017,1937,1751,115,1,1
2813,Le Havre,2018,2510,2244,115,1,1
2813,Le Havre,2019,2956,2697,115,1,1
2813,Le Havre,2020,3264,2961,115,1,1
2813,Le Havre,2021,3767,3502,115,1,1
2813,Le Havre,2022,3750,3420,115,1,1
2813,Le Havre,2023,3677,3356,115,1,1
2813,Le Havre,2024,4010,3511,115,1,1
2813,Le Havre,2025,4193,3672,115,1,1
2814,Lisieux,2012,672,593,93,1,1
2814,Lisieux,2013,539,501,93,1,1
2814,Lisieux,2014,621,544,93,1,1
2814,Lisieux,2015,542,483,93,1,1
2814,Lisieux,2016,556,493,93,1,1
2814,Lisieux,2017,601,533,93,1,1
2814,Lisieux,2018,622,558,93,1,1
2814,Lisieux,2019,788,697,93,1,1
2814,Lisieux,2020,851,703,93,1,1
2814,Lisieux,2021,981,873,93,1,1
2814,Lisieux,2022,916,829,93,1,1
2814,Lisieux,2023,946,843,93,1,1
2814,Lisieux,2024,1018,867,93,1,1
2814,Lisieux,2025,1070,911,93,1,1
2815,Rouen,2012,5014,4300,299,1,1
2815,Rouen,2013,4874,4283,299,1,1
2815,Rouen,2014,5247,4604,299,1,1
2815,Rouen,2015,4868,4269,299,1,1
2815,Rouen,2016,5408,4732,299,1,1
2815,Rouen,2017,5893,5233,299,1,1
2815,Rouen,2018,6908,6264,299,1,1
2815,Rouen,2019,7626,6946,299,1,1
2815,Rouen,2020,8542,7969,299,1,1
2815,Rouen,2021,9870,9124,299,1,1
2815,Rouen,2022,9668,8802,299,1,1
2815,Rouen,2023,9642,8849,299,1,1
2815,Rouen,2024,10271,9195,299,1,1
2815,Rouen,2025,11254,9935,299,1,1
2816,Saint-Lô,2012,619,556,104,1,1
2816,Saint-Lô,2013,589,517,104,1,1
2816,Saint-Lô,2014,637,574,104,1,1
2816,Saint-Lô,2015,582,510,104,1,1
2816,Saint-Lô,2016,654,575,104,1,1
2816,Saint-Lô,2017,650,563,104,1,1
2816,Saint-Lô,2018,741,659,104,1,1
2816,Saint-Lô,2019,817,740,104,1,1
2816,Saint-Lô,2020,861,757,104,1,1
2816,Saint-Lô,2021,1053,937,104,1,1
2816,Saint-Lô,2022,1015,898,104,1,1
2816,Saint-Lô,2023,957,839,104,1,1
2816,Saint-Lô,2024,1214,1004,104,1,1
2816,Saint-Lô,2025,1225,1018,104,1,1
2817,Vernon-Gisors,2012,937,865,110,1,1
2817,Vernon-Gisors,2013,922,848,110,1,1
2817,Vernon-Gisors,2014,1014,935,110,1,1
2817,Vernon-Gisors,2015,946,882,110,1,1
2817,Vernon-Gisors,2016,983,915,110,1,1
2817,Vernon-Gisors,2017,1054,978,110,1,1
2817,Vernon-Gisors,2018,1150,1044,110,1,1
2817,Vernon-Gisors,2019,1356,1237,110,1,1
2817,Vernon-Gisors,2020,1406,1323,110,1,1
2817,Vernon-Gisors,2021,1589,1487,110,1,1
2817,Vernon-Gisors,2022,1757,1583,110,1,1
2817,Vernon-Gisors,2023,1764,1567,110,1,1
2817,Vernon-Gisors,2024,1830,1635,110,1,1
2817,Vernon-Gisors,2025,2025,1821,110,1,1
2818,Vire Normandie,2012,254,220,21,1,1
2818,Vire Normandie,2013,223,200,21,1,1
2818,Vire Normandie,2014,251,236,21,1,1
2818,Vire Normandie,2015,231,202,21,1,1
2818,Vire Normandie,2016,245,223,21,1,1
2818,Vire Normandie,2017,231,204,21,1,1
2818,Vire Normandie,2018,261,249,21,1,1
2818,Vire Normandie,2019,330,304,21,1,1
2818,Vire Normandie,2020,339,299,21,1,1
2818,Vire Normandie,2021,417,387,21,1,1
2818,Vire Normandie,2022,397,333,21,1,1
2818,Vire Normandie,2023,372,314,21,1,1
2818,Vire Normandie,2024,404,347,21,1,1
2818,Vire Normandie,2025,419,357,21,1,1
2819,Yvetot-Vallée du Commerce,2012,586,501,99,1,1
2819,Yvetot-Vallée du Commerce,2013,589,545,99,1,1
2819,Yvetot-Vallée du Commerce,2014,593,532,99,1,1
2819,Yvetot-Vallée du Commerce,2015,610,528,99,1,1
2819,Yvetot-Vallée du Commerce,2016,610,567,99,1,1
2819,Yvetot-Vallée du Commerce,2017,631,587,99,1,1
2819,Yvetot-Vallée du Commerce,2018,725,648,99,1,1
2819,Yvetot-Vallée du Commerce,2019,826,745,99,1,1
2819,Yvetot-Vallée du Commerce,2020,896,827,99,1,1
2819,Yvetot-Vallée du Commerce,2021,1084,1009,99,1,1
2819,Yvetot-Vallée du Commerce,2022,977,875,99,1,1
2819,Yvetot-Vallée du Commerce,2023,1090,993,99,1,1
2819,Yvetot-Vallée du Commerce,2024,1136,992,99,1,1
2819,Yvetot-Vallée du Commerce,2025,1230,1081,99,1,1
3201,Abbeville,2012,587,519,165,1,1
3201,Abbeville,2013,526,483,165,1,1
3201,Abbeville,2014,530,489,165,1,1
3201,Abbeville,2015,560,513,165,1,1
3201,Abbeville,2016,629,555,165,1,1
3201,Abbeville,2017,699,644,165,1,1
3201,Abbeville,2018,784,715,165,1,1
3201,Abbeville,2019,823,778,165,1,1
3201,Abbeville,2020,771,701,165,1,1
3201,Abbeville,2021,887,794,165,1,1
3201,Abbeville,2022,887,772,165,1,1
3201,Abbeville,2023,906,803,165,1,1
3201,Abbeville,2024,1014,858,165,1,1
3201,Abbeville,2025,998,820,165,1,1
3202,Amiens,2012,2431,2062,455,1,1
3202,Amiens,2013,2280,1985,455,1,1
3202,Amiens,2014,2447,2115,455,1,1
3202,Amiens,2015,2462,2057,455,1,1
3202,Amiens,2016,2521,2135,455,1,1
3202,Amiens,2017,2619,2240,455,1,1
3202,Amiens,2018,3480,3118,455,1,1
3202,Amiens,2019,3767,3466,455,1,1
3202,Amiens,2020,3964,3654,455,1,1
3202,Amiens,2021,4594,4193,455,1,1
3202,Amiens,2022,4716,4276,455,1,1
3202,Amiens,2023,4622,4127,455,1,1
3202,Amiens,2024,4821,4239,455,1,1
3202,Amiens,2025,5102,4446,455,1,1
3203,Arras,2012,1287,1096,232,1,1
3203,Arras,2013,1279,1152,232,1,1
3203,Arras,2014,1229,1103,232,1,1
3203,Arras,2015,1223,1025,232,1,1
3203,Arras,2016,1169,995,232,1,1
3203,Arras,2017,1288,1121,232,1,1
3203,Arras,2018,1317,1177,232,1,1
3203,Arras,2019,1669,1514,232,1,1
3203,Arras,2020,1757,1593,232,1,1
3203,Arras,2021,2063,1855,232,1,1
3203,Arras,2022,2112,1884,232,1,1
3203,Arras,2023,1909,1746,232,1,1
3203,Arras,2024,2190,1942,232,1,1
3203,Arras,2025,2266,1970,232,1,1
3204,Berck,2012,879,756,201,1,1
3204,Berck,2013,838,743,201,1,1
3204,Berck,2014,876,784,201,1,1
3204,Berck,2015,852,760,201,1,1
3204,Berck,2016,870,745,201,1,1
3204,Berck,2017,938,800,201,1,1
3204,Berck,2018,974,862,201,1,1
3204,Berck,2019,1113,989,201,1,1
3204,Berck,2020,1150,1032,201,1,1
3204,Berck,2021,1456,1233,201,1,1
3204,Berck,2022,1441,1275,201,1,1
3204,Berck,2023,1275,1094,201,1,1
3204,Berck,2024,1437,1222,201,1,1
3204,Berck,2025,1496,1250,201,1,1
3205,Béthune,2012,1602,1464,109,1,1
3205,Béthune,2013,1500,1395,109,1,1
3205,Béthune,2014,1544,1404,109,1,1
3205,Béthune,2015,1410,1287,109,1,1
3205,Béthune,2016,1403,1263,109,1,1
3205,Béthune,2017,1473,1339,109,1,1
3205,Béthune,2018,1720,1537,109,1,1
3205,Béthune,2019,1858,1710,109,1,1
3205,Béthune,2020,2044,1848,109,1,1
3205,Béthune,2021,2438,2279,109,1,1
3205,Béthune,2022,2461,2270,109,1,1
3205,Béthune,2023,2512,2308,109,1,1
3205,Béthune,2024,2781,2537,109,1,1
3205,Béthune,2025,2911,2630,109,1,1
3206,Boulogne-sur-Mer,2012,1015,925,92,1,1
3206,Boulogne-sur-Mer,2013,951,838,92,1,1
3206,Boulogne-sur-Mer,2014,1080,991,92,1,1
3206,Boulogne-sur-Mer,2015,1019,905,92,1,1
3206,Boulogne-sur-Mer,2016,967,858,92,1,1
3206,Boulogne-sur-Mer,2017,1020,935,92,1,1
3206,Boulogne-sur-Mer,2018,1033,933,92,1,1
3206,Boulogne-sur-Mer,2019,1338,1208,92,1,1
3206,Boulogne-sur-Mer,2020,1492,1352,92,1,1
3206,Boulogne-sur-Mer,2021,1662,1501,92,1,1
3206,Boulogne-sur-Mer,2022,1682,1507,92,1,1
3206,Boulogne-sur-Mer,2023,1648,1482,92,1,1
3206,Boulogne-sur-Mer,2024,1775,1538,92,1,1
3206,Boulogne-sur-Mer,2025,1870,1642,92,1,1
3207,Calais,2012,924,782,51,1,1
3207,Calais,2013,867,800,51,1,1
3207,Calais,2014,861,752,51,1,1
3207,Calais,2015,820,698,51,1,1
3207,Calais,2016,768,666,51,1,1
3207,Calais,2017,820,730,51,1,1
3207,Calais,2018,964,846,51,1,1
3207,Calais,2019,1206,1112,51,1,1
3207,Calais,2020,1248,1142,51,1,1
3207,Calais,2021,1536,1375,51,1,1
3207,Calais,2022,1405,1244,51,1,1
3207,Calais,2023,1354,1223,51,1,1
3207,Calais,2024,1422,1255,51,1,1
3207,Calais,2025,1496,1301,51,1,1
3208,Cambrai,2012,987,856,111,1,1
3208,Cambrai,2013,1024,931,111,1,1
3208,Cambrai,2014,958,870,111,1,1
3208,Cambrai,2015,816,724,111,1,1
3208,Cambrai,2016,891,774,111,1,1
3208,Cambrai,2017,900,773,111,1,1
3208,Cambrai,2018,1004,926,111,1,1
3208,Cambrai,2019,1196,1099,111,1,1
3208,Cambrai,2020,1335,1210,111,1,1
3208,Cambrai,2021,1476,1360,111,1,1
3208,Cambrai,2022,1507,1355,111,1,1
3208,Cambrai,2023,1520,1380,111,1,1
3208,Cambrai,2024,1592,1390,111,1,1
3208,Cambrai,2025,1681,1463,111,1,1
3209,Château-Thierry,2012,547,491,119,1,1
3209,Château-Thierry,2013,473,439,119,1,1
3209,Château-Thierry,2014,468,443,119,1,1
3209,Château-Thierry,2015,490,448,119,1,1
3209,Château-Thierry,2016,537,475,119,1,1
3209,Château-Thierry,2017,535,468,119,1,1
3209,Château-Thierry,2018,583,533,119,1,1
3209,Château-Thierry,2019,666,621,119,1,1
3209,Château-Thierry,2020,671,628,119,1,1
3209,Château-Thierry,2021,832,758,119,1,1
3209,Château-Thierry,2022,755,692,119,1,1
3209,Château-Thierry,2023,815,765,119,1,1
3209,Château-Thierry,2024,922,824,119,1,1
3209,Château-Thierry,2025,941,844,119,1,1
3210,Compiègne,2012,1430,1294,181,1,1
3210,Compiègne,2013,1398,1222,181,1,1
3210,Compiègne,2014,1367,1227,181,1,1
3210,Compiègne,2015,1338,1177,181,1,1
3210,Compiègne,2016,1406,1231,181,1,1
3210,Compiègne,2017,1484,1315,181,1,1
3210,Compiègne,2018,1633,1492,181,1,1
3210,Compiègne,2019,1859,1732,181,1,1
3210,Compiègne,2020,1870,1773,181,1,1
3210,Compiègne,2021,2290,2149,181,1,1
3210,Compiègne,2022,2235,2045,181,1,1
3210,Compiègne,2023,2393,2203,181,1,1
3210,Compiègne,2024,2422,2192,181,1,1
3210,Compiègne,2025,2657,2339,181,1,1
3211,Creil,2012,2311,1990,134,1,1
3211,Creil,2013,2291,2082,134,1,1
3211,Creil,2014,2421,2202,134,1,1
3211,Creil,2015,2320,2076,134,1,1
3211,Creil,2016,2470,2173,134,1,1
3211,Creil,2017,2549,2319,134,1,1
3211,Creil,2018,2858,2610,134,1,1
3211,Creil,2019,3206,2980,134,1,1
3211,Creil,2020,3308,3098,134,1,1
3211,Creil,2021,3990,3781,134,1,1
3211,Creil,2022,4233,3971,134,1,1
3211,Creil,2023,4070,3776,134,1,1
3211,Creil,2024,4608,4216,134,1,1
3211,Creil,2025,4774,4313,134,1,1
3212,Douai,2012,1319,1159,71,1,1
3212,Douai,2013,1381,1234,71,1,1
3212,Douai,2014,1332,1212,71,1,1
3212,Douai,2015,1269,1132,71,1,1
3212,Douai,2016,1414,1291,71,1,1
3212,Douai,2017,1382,1251,71,1,1
3212,Douai,2018,1483,1354,71,1,1
3212,Douai,2019,1823,1690,71,1,1
3212,Douai,2020,2030,1902,71,1,1
3212,Douai,2021,2327,2175,71,1,1
3212,Douai,2022,2292,2106,71,1,1
3212,Douai,2023,2349,2186,71,1,1
3212,Douai,2024,2586,2354,71,1,1
3212,Douai,2025,2753,2450,71,1,1
3213,Dunkerque,2012,1420,1305,75,1,1
3213,Dunkerque,2013,1365,1231,75,1,1
3213,Dunkerque,2014,1341,1187,75,1,1
3213,Dunkerque,2015,1301,1207,75,1,1
3213,Dunkerque,2016,1350,1207,75,1,1
3213,Dunkerque,2017,1396,1262,75,1,1
3213,Dunkerque,2018,1779,1591,75,1,1
3213,Dunkerque,2019,2141,2006,75,1,1
3213,Dunkerque,2020,2290,2119,75,1,1
3213,Dunkerque,2021,2894,2679,75,1,1
3213,Dunkerque,2022,2705,2446,75,1,1
3213,Dunkerque,2023,2528,2316,75,1,1
3213,Dunkerque,2024,2640,2332,75,1,1
3213,Dunkerque,2025,3004,2624,75,1,1
3214,Laon,2012,665,601,225,1,1
3214,Laon,2013,669,607,225,1,1
3214,Laon,2014,629,567,225,1,1
3214,Laon,2015,606,536,225,1,1
3214,Laon,2016,564,498,225,1,1
3214,Laon,2017,634,546,225,1,1
3214,Laon,2018,673,589,225,1,1
3214,Laon,2019,738,673,225,1,1
3214,Laon,2020,751,665,225,1,1
3214,Laon,2021,912,826,225,1,1
3214,Laon,2022,977,878,225,1,1
3214,Laon,2023,945,864,225,1,1
3214,Laon,2024,1156,1001,225,1,1
3214,Laon,2025,1083,952,225,1,1
3215,Lens,2012,2322,2096,58,1,1
3215,Lens,2013,2152,2019,58,1,1
3215,Lens,2014,2169,1983,58,1,1
3215,Lens,2015,1940,1715,58,1,1
3215,Lens,2016,1973,1755,58,1,1
3215,Lens,2017,2115,1927,58,1,1
3215,Lens,2018,2455,2262,58,1,1
3215,Lens,2019,2968,2722,58,1,1
3215,Lens,2020,3131,2907,58,1,1
3215,Lens,2021,3863,3623,58,1,1
3215,Lens,2022,3857,3594,58,1,1
3215,Lens,2023,3809,3562,58,1,1
3215,Lens,2024,4431,4003,58,1,1
3215,Lens,2025,4765,4250,58,1,1
3216,Lille,2012,8640,7340,133,1,1
3216,Lille,2013,8427,7386,133,1,1
3216,Lille,2014,9378,7631,133,1,1
3216,Lille,2015,9736,7699,133,1,1
3216,Lille,2016,9919,8475,133,1,1
3216,Lille,2017,10965,9665,133,1,1
3216,Lille,2018,12340,11028,133,1,1
3216,Lille,2019,14397,13157,133,1,1
3216,Lille,2020,15067,13631,133,1,1
3216,Lille,2021,17908,16325,133,1,1
3216,Lille,2022,17228,15704,133,1,1
3216,Lille,2023,16913,14940,133,1,1
3216,Lille,2024,18525,16816,133,1,1
3216,Lille,2025,18634,16769,133,1,1
3217,Maubeuge,2012,1310,1176,199,1,1
3217,Maubeuge,2013,1172,1077,199,1,1
3217,Maubeuge,2014,1341,1258,199,1,1
3217,Maubeuge,2015,1140,1039,199,1,1
3217,Maubeuge,2016,1248,1065,199,1,1
3217,Maubeuge,2017,1400,1216,199,1,1
3217,Maubeuge,2018,1478,1338,199,1,1
3217,Maubeuge,2019,1699,1555,199,1,1
3217,Maubeuge,2020,1769,1650,199,1,1
3217,Maubeuge,2021,1953,1804,199,1,1
3217,Maubeuge,2022,2071,1888,199,1,1
3217,Maubeuge,2023,2133,1960,199,1,1
3217,Maubeuge,2024,2326,2080,199,1,1
3217,Maubeuge,2025,2407,2152,199,1,1
3218,Roubaix-Tourcoing,2012,3450,2940,22,1,1
3218,Roubaix-Tourcoing,2013,3384,2994,22,1,1
3218,Roubaix-Tourcoing,2014,3346,2994,22,1,1
3218,Roubaix-Tourcoing,2015,3167,2890,22,1,1
3218,Roubaix-Tourcoing,2016,3489,3130,22,1,1
3218,Roubaix-Tourcoing,2017,3662,3336,22,1,1
3218,Roubaix-Tourcoing,2018,4077,3785,22,1,1
3218,Roubaix-Tourcoing,2019,5134,4802,22,1,1
3218,Roubaix-Tourcoing,2020,5680,5363,22,1,1
3218,Roubaix-Tourcoing,2021,6734,6374,22,1,1
3218,Roubaix-Tourcoing,2022,6175,5821,22,1,1
3218,Roubaix-Tourcoing,2023,6060,5678,22,1,1
3218,Roubaix-Tourcoing,2024,6589,6047,22,1,1
3218,Roubaix-Tourcoing,2025,6572,5985,22,1,1
3219,Saint-Omer,2012,975,869,126,1,1
3219,Saint-Omer,2013,879,792,126,1,1
3219,Saint-Omer,2014,988,884,126,1,1
3219,Saint-Omer,2015,899,797,126,1,1
3219,Saint-Omer,2016,900,798,126,1,1
3219,Saint-Omer,2017,929,812,126,1,1
3219,Saint-Omer,2018,1098,986,126,1,1
3219,Saint-Omer,2019,1414,1265,126,1,1
3219,Saint-Omer,2020,1337,1212,126,1,1
3219,Saint-Omer,2021,1624,1484,126,1,1
3219,Saint-Omer,2022,1611,1447,126,1,1
3219,Saint-Omer,2023,1660,1511,126,1,1
3219,Saint-Omer,2024,1792,1593,126,1,1
3219,Saint-Omer,2025,1864,1652,126,1,1
3220,Saint-Quentin,2012,1417,1239,326,1,1
3220,Saint-Quentin,2013,1497,1316,326,1,1
3220,Saint-Quentin,2014,1377,1216,326,1,1
3220,Saint-Quentin,2015,1358,1160,326,1,1
3220,Saint-Quentin,2016,1430,1235,326,1,1
3220,Saint-Quentin,2017,1600,1385,326,1,1
3220,Saint-Quentin,2018,1652,1453,326,1,1
3220,Saint-Quentin,2019,1853,1649,326,1,1
3220,Saint-Quentin,2020,1909,1742,326,1,1
3220,Saint-Quentin,2021,2325,2072,326,1,1
3220,Saint-Quentin,2022,2187,1973,326,1,1
3220,Saint-Quentin,2023,2370,2152,326,1,1
3220,Saint-Quentin,2024,2560,2196,326,1,1
3220,Saint-Quentin,2025,2746,2352,326,1,1
3221,Soissons,2012,1148,1024,232,1,1
3221,Soissons,2013,1070,1004,232,1,1
3221,Soissons,2014,1104,971,232,1,1
3221,Soissons,2015,1080,962,232,1,1
3221,Soissons,2016,1026,913,232,1,1
3221,Soissons,2017,1166,1078,232,1,1
3221,Soissons,2018,1269,1116,232,1,1
3221,Soissons,2019,1340,1246,232,1,1
3221,Soissons,2020,1418,1329,232,1,1
3221,Soissons,2021,1821,1678,232,1,1
3221,Soissons,2022,1792,1663,232,1,1
3221,Soissons,2023,1758,1611,232,1,1
3221,Soissons,2024,2023,1798,232,1,1
3221,Soissons,2025,2102,1886,232,1,1
3222,Valenciennes,2012,2292,2076,125,1,1
3222,Valenciennes,2013,2197,1995,125,1,1
3222,Valenciennes,2014,2397,2156,125,1,1
3222,Valenciennes,2015,2215,1996,125,1,1
3222,Valenciennes,2016,2516,2270,125,1,1
3222,Valenciennes,2017,2292,2100,125,1,1
3222,Valenciennes,2018,2644,2437,125,1,1
3222,Valenciennes,2019,3356,3103,125,1,1
3222,Valenciennes,2020,3808,3508,125,1,1
3222,Valenciennes,2021,4131,3863,125,1,1
3222,Valenciennes,2022,4087,3767,125,1,1
3222,Valenciennes,2023,4076,3791,125,1,1
3222,Valenciennes,2024,4398,3928,125,1,1
3222,Valenciennes,2025,4664,4144,125,1,1
4401,Bar-le-Duc,2012,445,389,154,1,1
4401,Bar-le-Duc,2013,386,344,154,1,1
4401,Bar-le-Duc,2014,387,341,154,1,1
4401,Bar-le-Duc,2015,360,313,154,1,1
4401,Bar-le-Duc,2016,402,331,154,1,1
4401,Bar-le-Duc,2017,381,325,154,1,1
4401,Bar-le-Duc,2018,449,403,154,1,1
4401,Bar-le-Duc,2019,477,399,154,1,1
4401,Bar-le-Duc,2020,474,412,154,1,1
4401,Bar-le-Duc,2021,590,518,154,1,1
4401,Bar-le-Duc,2022,586,515,154,1,1
4401,Bar-le-Duc,2023,647,574,154,1,1
4401,Bar-le-Duc,2024,672,618,154,1,1
4401,Bar-le-Duc,2025,815,670,154,1,1
4402,Châlons-en-Champagne,2012,691,564,151,1,1
4402,Châlons-en-Champagne,2013,730,624,151,1,1
4402,Châlons-en-Champagne,2014,743,656,151,1,1
4402,Châlons-en-Champagne,2015,645,548,151,1,1
4402,Châlons-en-Champagne,2016,720,590,151,1,1
4402,Châlons-en-Champagne,2017,771,662,151,1,1
4402,Châlons-en-Champagne,2018,823,713,151,1,1
4402,Châlons-en-Champagne,2019,903,770,151,1,1
4402,Châlons-en-Champagne,2020,1045,925,151,1,1
4402,Châlons-en-Champagne,2021,1194,1032,151,1,1
4402,Châlons-en-Champagne,2022,1213,1071,151,1,1
4402,Châlons-en-Champagne,2023,1137,1021,151,1,1
4402,Châlons-en-Champagne,2024,1241,1090,151,1,1
4402,Châlons-en-Champagne,2025,1310,1109,151,1,1
4403,Charleville-Mézières,2012,1048,935,180,1,1
4403,Charleville-Mézières,2013,1185,1053,180,1,1
4403,Charleville-Mézières,2014,1114,987,180,1,1
4403,Charleville-Mézières,2015,975,830,180,1,1
4403,Charleville-Mézières,2016,1023,882,180,1,1
4403,Charleville-Mézières,2017,1102,993,180,1,1
4403,Charleville-Mézières,2018,1081,1000,180,1,1
4403,Charleville-Mézières,2019,1312,1173,180,1,1
4403,Charleville-Mézières,2020,1355,1239,180,1,1
4403,Charleville-Mézières,2021,1491,1373,180,1,1
4403,Charleville-Mézières,2022,1664,1499,180,1,1
4403,Charleville-Mézières,2023,1669,1536,180,1,1
4403,Charleville-Mézières,2024,1762,1552,180,1,1
4403,Charleville-Mézières,2025,1799,1574,180,1,1
4404,Chaumont,2012,813,693,369,1,1
4404,Chaumont,2013,812,728,369,1,1
4404,Chaumont,2014,773,662,369,1,1
4404,Chaumont,2015,688,584,369,1,1
4404,Chaumont,2016,740,622,369,1,1
4404,Chaumont,2017,764,645,369,1,1
4404,Chaumont,2018,843,747,369,1,1
4404,Chaumont,2019,927,835,369,1,1
4404,Chaumont,2020,1053,928,369,1,1
4404,Chaumont,2021,1221,1063,369,1,1
4404,Chaumont,2022,1214,1053,369,1,1
4404,Chaumont,2023,1167,1025,369,1,1
4404,Chaumont,2024,1294,1101,369,1,1
4404,Chaumont,2025,1426,1217,369,1,1
4405,Colmar,2012,1662,1490,100,1,1
4405,Colmar,2013,1591,1451,100,1,1
4405,Colmar,2014,1609,1423,100,1,1
4405,Colmar,2015,1517,1410,100,1,1
4405,Colmar,2016,1674,1514,100,1,1
4405,Colmar,2017,1695,1540,100,1,1
4405,Colmar,2018,1838,1654,100,1,1
4405,Colmar,2019,2067,1882,100,1,1
4405,Colmar,2020,2115,1959,100,1,1
4405,Colmar,2021,2600,2431,100,1,1
4405,Colmar,2022,2589,2373,100,1,1
4405,Colmar,2023,2526,2296,100,1,1
4405,Colmar,2024,2770,2451,100,1,1
4405,Colmar,2025,3019,2621,100,1,1
4406,Épernay,2012,611,531,113,1,1
4406,Épernay,2013,657,580,113,1,1
4406,Épernay,2014,625,507,113,1,1
4406,Épernay,2015,543,460,113,1,1
4406,Épernay,2016,556,472,113,1,1
4406,Épernay,2017,645,550,113,1,1
4406,Épernay,2018,688,598,113,1,1
4406,Épernay,2019,751,660,113,1,1
4406,Épernay,2020,699,621,113,1,1
4406,Épernay,2021,969,849,113,1,1
4406,Épernay,2022,952,816,113,1,1
4406,Épernay,2023,930,813,113,1,1
4406,Épernay,2024,966,839,113,1,1
4406,Épernay,2025,988,830,113,1,1
4407,Épinal,2012,1332,1193,328,1,1
4407,Épinal,2013,1356,1246,328,1,1
4407,Épinal,2014,1370,1246,328,1,1
4407,Épinal,2015,1242,1086,328,1,1
4407,Épinal,2016,1280,1119,328,1,1
4407,Épinal,2017,1322,1186,328,1,1
4407,Épinal,2018,1424,1286,328,1,1
4407,Épinal,2019,1602,1472,328,1,1
4407,Épinal,2020,1753,1563,328,1,1
4407,Épinal,2021,2037,1896,328,1,1
4407,Épinal,2022,1971,1770,328,1,1
4407,Épinal,2023,2015,1775,328,1,1
4407,Épinal,2024,2258,1995,328,1,1
4407,Épinal,2025,2480,2152,328,1,1
4408,Forbach,2012,793,700,30,1,1
4408,Forbach,2013,736,678,30,1,1
4408,Forbach,2014,772,715,30,1,1
4408,Forbach,2015,635,606,30,1,1
4408,Forbach,2016,640,590,30,1,1
4408,Forbach,2017,632,580,30,1,1
4408,Forbach,2018,749,660,30,1,1
4408,Forbach,2019,834,791,30,1,1
4408,Forbach,2020,855,809,30,1,1
4408,Forbach,2021,1033,959,30,1,1
4408,Forbach,2022,1029,977,30,1,1
4408,Forbach,2023,1156,1068,30,1,1
4408,Forbach,2024,1240,1137,30,1,1
4408,Forbach,2025,1349,1202,30,1,1
4409,Haguenau,2012,1793,1576,164,1,1
4409,Haguenau,2013,1808,1695,164,1,1
4409,Haguenau,2014,1801,1667,164,1,1
4409,Haguenau,2015,1609,1403,164,1,1
4409,Haguenau,2016,1625,1497,164,1,1
4409,Haguenau,2017,1771,1633,164,1,1
4409,Haguenau,2018,1796,1658,164,1,1
4409,Haguenau,2019,2043,1888,164,1,1
4409,Haguenau,2020,2247,2112,164,1,1
4409,Haguenau,2021,2722,2521,164,1,1
