ze2020,ze2020_label,year,establishment_creations,enterprise_creations,communes_count,mask_establishment_creations_available,mask_enterprise_creations_available
4409,Haguenau,2022,2842,2647,164,1,1
4409,Haguenau,2023,2669,2464,164,1,1
4409,Haguenau,2024,3073,2752,164,1,1
4409,Haguenau,2025,2780,2458,164,1,1
4410,Metz,2012,3687,3220,246,1,1
4410,Metz,2013,3521,3218,246,1,1
4410,Metz,2014,3671,3302,246,1,1
4410,Metz,2015,3396,3043,246,1,1
4410,Metz,2016,3415,3028,246,1,1
4410,Metz,2017,3770,3303,246,1,1
4410,Metz,2018,3938,3563,246,1,1
4410,Metz,2019,4490,4104,246,1,1
4410,Metz,2020,4833,4463,246,1,1
4410,Metz,2021,6195,5695,246,1,1
4410,Metz,2022,6111,5644,246,1,1
4410,Metz,2023,5979,5536,246,1,1
4410,Metz,2024,6613,5965,246,1,1
4410,Metz,2025,7290,6423,246,1,1
4411,Mulhouse,2012,3511,3166,170,1,1
4411,Mulhouse,2013,3505,3252,170,1,1
4411,Mulhouse,2014,3505,3197,170,1,1
4411,Mulhouse,2015,3107,2799,170,1,1
4411,Mulhouse,2016,3444,3141,170,1,1
4411,Mulhouse,2017,3559,3278,170,1,1
4411,Mulhouse,2018,3782,3454,170,1,1
4411,Mulhouse,2019,4522,4207,170,1,1
4411,Mulhouse,2020,4931,4609,170,1,1
4411,Mulhouse,2021,5877,5483,170,1,1
4411,Mulhouse,2022,5648,5308,170,1,1
4411,Mulhouse,2023,5634,5220,170,1,1
4411,Mulhouse,2024,6044,5458,170,1,1
4411,Mulhouse,2025,6600,5906,170,1,1
4412,Nancy,2012,4277,3692,445,1,1
4412,Nancy,2013,4254,3718,445,1,1
4412,Nancy,2014,4490,3933,445,1,1
4412,Nancy,2015,4285,3710,445,1,1
4412,Nancy,2016,4343,3778,445,1,1
4412,Nancy,2017,4373,3880,445,1,1
4412,Nancy,2018,5323,4757,445,1,1
4412,Nancy,2019,6021,5457,445,1,1
4412,Nancy,2020,6479,5942,445,1,1
4412,Nancy,2021,7407,6782,445,1,1
4412,Nancy,2022,7045,6395,445,1,1
4412,Nancy,2023,7660,6980,445,1,1
4412,Nancy,2024,8174,7220,445,1,1
4412,Nancy,2025,8166,7115,445,1,1
4413,Reims,2012,2649,2264,225,1,1
4413,Reims,2013,2645,2257,225,1,1
4413,Reims,2014,2644,2316,225,1,1
4413,Reims,2015,2550,2118,225,1,1
4413,Reims,2016,2790,2357,225,1,1
4413,Reims,2017,3165,2752,225,1,1
4413,Reims,2018,3645,3207,225,1,1
4413,Reims,2019,4164,3731,225,1,1
4413,Reims,2020,4370,3997,225,1,1
4413,Reims,2021,5914,5444,225,1,1
4413,Reims,2022,5717,5200,225,1,1
4413,Reims,2023,5365,4893,225,1,1
4413,Reims,2024,5996,5431,225,1,1
4413,Reims,2025,5935,5215,225,1,1
4414,Remiremont,2012,694,624,49,1,1
4414,Remiremont,2013,801,719,49,1,1
4414,Remiremont,2014,731,675,49,1,1
4414,Remiremont,2015,685,623,49,1,1
4414,Remiremont,2016,646,588,49,1,1
4414,Remiremont,2017,691,637,49,1,1
4414,Remiremont,2018,711,642,49,1,1
4414,Remiremont,2019,848,784,49,1,1
4414,Remiremont,2020,888,794,49,1,1
4414,Remiremont,2021,947,861,49,1,1
4414,Remiremont,2022,1023,904,49,1,1
4414,Remiremont,2023,1025,931,49,1,1
4414,Remiremont,2024,1082,925,49,1,1
4414,Remiremont,2025,1185,992,49,1,1
4415,Romilly-sur-Seine,2012,522,448,170,1,1
4415,Romilly-sur-Seine,2013,556,490,170,1,1
4415,Romilly-sur-Seine,2014,593,524,170,1,1
4415,Romilly-sur-Seine,2015,441,386,170,1,1
4415,Romilly-sur-Seine,2016,560,442,170,1,1
4415,Romilly-sur-Seine,2017,614,534,170,1,1
4415,Romilly-sur-Seine,2018,646,561,170,1,1
4415,Romilly-sur-Seine,2019,691,603,170,1,1
4415,Romilly-sur-Seine,2020,749,652,170,1,1
4415,Romilly-sur-Seine,2021,926,821,170,1,1
4415,Romilly-sur-Seine,2022,1484,948,170,1,1
4415,Romilly-sur-Seine,2023,1032,932,170,1,1
4415,Romilly-sur-Seine,2024,972,835,170,1,1
4415,Romilly-sur-Seine,2025,1002,851,170,1,1
4416,Saint-Avold,2012,865,786,131,1,1
4416,Saint-Avold,2013,910,820,131,1,1
4416,Saint-Avold,2014,843,787,131,1,1
4416,Saint-Avold,2015,779,687,131,1,1
4416,Saint-Avold,2016,831,751,131,1,1
4416,Saint-Avold,2017,871,795,131,1,1
4416,Saint-Avold,2018,869,816,131,1,1
4416,Saint-Avold,2019,995,941,131,1,1
4416,Saint-Avold,2020,1033,965,131,1,1
4416,Saint-Avold,2021,1254,1159,131,1,1
4416,Saint-Avold,2022,1361,1258,131,1,1
4416,Saint-Avold,2023,1378,1280,131,1,1
4416,Saint-Avold,2024,1520,1381,131,1,1
4416,Saint-Avold,2025,1535,1355,131,1,1
4417,Saint-Dié-des-Vosges,2012,720,665,110,1,1
4417,Saint-Dié-des-Vosges,2013,616,598,110,1,1
4417,Saint-Dié-des-Vosges,2014,666,625,110,1,1
4417,Saint-Dié-des-Vosges,2015,598,553,110,1,1
4417,Saint-Dié-des-Vosges,2016,670,608,110,1,1
4417,Saint-Dié-des-Vosges,2017,614,577,110,1,1
4417,Saint-Dié-des-Vosges,2018,697,650,110,1,1
4417,Saint-Dié-des-Vosges,2019,811,764,110,1,1
4417,Saint-Dié-des-Vosges,2020,839,787,110,1,1
4417,Saint-Dié-des-Vosges,2021,967,912,110,1,1
4417,Saint-Dié-des-Vosges,2022,1005,906,110,1,1
4417,Saint-Dié-des-Vosges,2023,1046,956,110,1,1
4417,Saint-Dié-des-Vosges,2024,1157,1036,110,1,1
4417,Saint-Dié-des-Vosges,2025,1302,1133,110,1,1
4418,Saint-Louis,2012,615,557,91,1,1
4418,Saint-Louis,2013,652,618,91,1,1
4418,Saint-Louis,2014,621,589,91,1,1
4418,Saint-Louis,2015,493,437,91,1,1
4418,Saint-Louis,2016,553,515,91,1,1
4418,Saint-Louis,2017,663,600,91,1,1
4418,Saint-Louis,2018,687,642,91,1,1
4418,Saint-Louis,2019,837,767,91,1,1
4418,Saint-Louis,2020,966,918,91,1,1
4418,Saint-Louis,2021,1084,1005,91,1,1
4418,Saint-Louis,2022,1031,970,91,1,1
4418,Saint-Louis,2023,1062,1016,91,1,1
4418,Saint-Louis,2024,1119,1017,91,1,1
4418,Saint-Louis,2025,1271,1153,91,1,1
4419,Sarrebourg,2012,689,597,215,1,1
4419,Sarrebourg,2013,755,715,215,1,1
4419,Sarrebourg,2014,773,676,215,1,1
4419,Sarrebourg,2015,738,655,215,1,1
4419,Sarrebourg,2016,776,694,215,1,1
4419,Sarrebourg,2017,745,675,215,1,1
4419,Sarrebourg,2018,788,734,215,1,1
4419,Sarrebourg,2019,889,842,215,1,1
4419,Sarrebourg,2020,942,862,215,1,1
4419,Sarrebourg,2021,1168,1068,215,1,1
4419,Sarrebourg,2022,1154,1061,215,1,1
4419,Sarrebourg,2023,1228,1119,215,1,1
4419,Sarrebourg,2024,1221,1059,215,1,1
4419,Sarrebourg,2025,1376,1172,215,1,1
4420,Sarreguemines,2012,809,760,141,1,1
4420,Sarreguemines,2013,816,758,141,1,1
4420,Sarreguemines,2014,829,777,141,1,1
4420,Sarreguemines,2015,754,696,141,1,1
4420,Sarreguemines,2016,717,634,141,1,1
4420,Sarreguemines,2017,746,687,141,1,1
4420,Sarreguemines,2018,797,738,141,1,1
4420,Sarreguemines,2019,927,844,141,1,1
4420,Sarreguemines,2020,1010,941,141,1,1
4420,Sarreguemines,2021,1180,1101,141,1,1
4420,Sarreguemines,2022,1227,1139,141,1,1
4420,Sarreguemines,2023,1237,1126,141,1,1
4420,Sarreguemines,2024,1303,1136,141,1,1
4420,Sarreguemines,2025,1439,1275,141,1,1
4421,Sedan,2012,581,517,245,1,1
4421,Sedan,2013,701,662,245,1,1
4421,Sedan,2014,627,589,245,1,1
4421,Sedan,2015,473,429,245,1,1
4421,Sedan,2016,552,474,245,1,1
4421,Sedan,2017,647,570,245,1,1
4421,Sedan,2018,561,495,245,1,1
4421,Sedan,2019,666,612,245,1,1
4421,Sedan,2020,767,684,245,1,1
4421,Sedan,2021,856,762,245,1,1
4421,Sedan,2022,904,801,245,1,1
4421,Sedan,2023,933,810,245,1,1
4421,Sedan,2024,1056,918,245,1,1
4421,Sedan,2025,1016,872,245,1,1
4422,Sélestat,2012,750,674,72,1,1
4422,Sélestat,2013,825,772,72,1,1
4422,Sélestat,2014,765,715,72,1,1
4422,Sélestat,2015,697,647,72,1,1
4422,Sélestat,2016,730,670,72,1,1
4422,Sélestat,2017,775,715,72,1,1
4422,Sélestat,2018,780,724,72,1,1
4422,Sélestat,2019,936,876,72,1,1
4422,Sélestat,2020,971,900,72,1,1
4422,Sélestat,2021,1249,1161,72,1,1
4422,Sélestat,2022,1170,1084,72,1,1
4422,Sélestat,2023,1187,1094,72,1,1
4422,Sélestat,2024,1317,1194,72,1,1
4422,Sélestat,2025,1408,1241,72,1,1
4423,Strasbourg,2012,6667,5829,213,1,1
4423,Strasbourg,2013,7082,6366,213,1,1
4423,Strasbourg,2014,7053,6314,213,1,1
4423,Strasbourg,2015,6550,5714,213,1,1
4423,Strasbourg,2016,7269,6498,213,1,1
4423,Strasbourg,2017,8111,7234,213,1,1
4423,Strasbourg,2018,8864,7995,213,1,1
4423,Strasbourg,2019,9994,9154,213,1,1
4423,Strasbourg,2020,10440,9580,213,1,1
4423,Strasbourg,2021,12712,11818,213,1,1
4423,Strasbourg,2022,12452,11579,213,1,1
4423,Strasbourg,2023,11435,10470,213,1,1
4423,Strasbourg,2024,12770,11615,213,1,1
4423,Strasbourg,2025,12190,10838,213,1,1
4424,Thionville,2012,1988,1757,190,1,1
4424,Thionville,2013,1909,1773,190,1,1
4424,Thionville,2014,1867,1693,190,1,1
4424,Thionville,2015,1750,1598,190,1,1
4424,Thionville,2016,1807,1651,190,1,1
4424,Thionville,2017,1830,1683,190,1,1
4424,Thionville,2018,2139,1974,190,1,1
4424,Thionville,2019,2387,2196,190,1,1
4424,Thionville,2020,2738,2536,190,1,1
4424,Thionville,2021,3374,3172,190,1,1
4424,Thionville,2022,3361,3163,190,1,1
4424,Thionville,2023,3553,3303,190,1,1
4424,Thionville,2024,3825,3505,190,1,1
4424,Thionville,2025,4201,3814,190,1,1
4425,Troyes,2012,1998,1698,358,1,1
4425,Troyes,2013,1914,1659,358,1,1
4425,Troyes,2014,2017,1738,358,1,1
4425,Troyes,2015,1742,1509,358,1,1
4425,Troyes,2016,1829,1541,358,1,1
4425,Troyes,2017,1931,1641,358,1,1
4425,Troyes,2018,2308,2056,358,1,1
4425,Troyes,2019,2600,2343,358,1,1
4425,Troyes,2020,2868,2607,358,1,1
4425,Troyes,2021,3486,3164,358,1,1
4425,Troyes,2022,3359,2944,358,1,1
4425,Troyes,2023,3319,3006,358,1,1
4425,Troyes,2024,3482,2986,358,1,1
4425,Troyes,2025,3673,3165,358,1,1
4426,Verdun,2012,495,467,231,1,1
4426,Verdun,2013,478,440,231,1,1
4426,Verdun,2014,473,416,231,1,1
4426,Verdun,2015,469,409,231,1,1
4426,Verdun,2016,435,409,231,1,1
4426,Verdun,2017,442,385,231,1,1
4426,Verdun,2018,542,499,231,1,1
4426,Verdun,2019,567,505,231,1,1
4426,Verdun,2020,608,543,231,1,1
4426,Verdun,2021,697,633,231,1,1
4426,Verdun,2022,742,667,231,1,1
4426,Verdun,2023,779,704,231,1,1
4426,Verdun,2024,848,725,231,1,1
4426,Verdun,2025,906,744,231,1,1
4427,Vitry-le-François Saint-Dizier,2012,682,572,224,1,1
4427,Vitry-le-François Saint-Dizier,2013,694,614,224,1,1
4427,Vitry-le-François Saint-Dizier,2014,690,603,224,1,1
4427,Vitry-le-François Saint-Dizier,2015,587,466,224,1,1
4427,Vitry-le-François Saint-Dizier,2016,652,542,224,1,1
4427,Vitry-le-François Saint-Dizier,2017,675,587,224,1,1
4427,Vitry-le-François Saint-Dizier,2018,762,656,224,1,1
4427,Vitry-le-François Saint-Dizier,2019,783,683,224,1,1
4427,Vitry-le-François Saint-Dizier,2020,932,813,224,1,1
4427,Vitry-le-François Saint-Dizier,2021,1204,1054,224,1,1
4427,Vitry-le-François Saint-Dizier,2022,1182,1018,224,1,1
4427,Vitry-le-François Saint-Dizier,2023,1092,974,224,1,1
4427,Vitry-le-François Saint-Dizier,2024,1239,1076,224,1,1
4427,Vitry-le-François Saint-Dizier,2025,1271,1057,224,1,1
5201,Ancenis,2012,683,637,23,1,1
5201,Ancenis,2013,722,657,23,1,1
5201,Ancenis,2014,735,677,23,1,1
5201,Ancenis,2015,652,603,23,1,1
5201,Ancenis,2016,724,649,23,1,1
5201,Ancenis,2017,778,700,23,1,1
5201,Ancenis,2018,807,706,23,1,1
5201,Ancenis,2019,951,861,23,1,1
5201,Ancenis,2020,994,894,23,1,1
5201,Ancenis,2021,1321,1159,23,1,1
5201,Ancenis,2022,1315,1176,23,1,1
5201,Ancenis,2023,1218,1078,23,1,1
5201,Ancenis,2024,1302,1119,23,1,1
5201,Ancenis,2025,1333,1166,23,1,1
5202,Angers,2012,3110,2723,67,1,1
5202,Angers,2013,2970,2716,67,1,1
5202,Angers,2014,3147,2800,67,1,1
5202,Angers,2015,3129,2808,67,1,1
5202,Angers,2016,3163,2793,67,1,1
5202,Angers,2017,3392,3053,67,1,1
5202,Angers,2018,3967,3636,67,1,1
5202,Angers,2019,4644,4250,67,1,1
5202,Angers,2020,4702,4362,67,1,1
5202,Angers,2021,5973,5548,67,1,1
5202,Angers,2022,6025,5483,67,1,1
5202,Angers,2023,5915,5268,67,1,1
5202,Angers,2024,6423,5723,67,1,1
5202,Angers,2025,6811,5953,67,1,1
5203,Challans,2012,1357,1167,42,1,1
5203,Challans,2013,1271,1121,42,1,1
5203,Challans,2014,1318,1186,42,1,1
5203,Challans,2015,1227,1081,42,1,1
5203,Challans,2016,1261,1113,42,1,1
5203,Challans,2017,1390,1216,42,1,1
5203,Challans,2018,1455,1250,42,1,1
5203,Challans,2019,1766,1519,42,1,1
5203,Challans,2020,1762,1519,42,1,1
5203,Challans,2021,2188,1851,42,1,1
5203,Challans,2022,2215,1838,42,1,1
5203,Challans,2023,2185,1839,42,1,1
5203,Challans,2024,2511,1994,42,1,1
5203,Challans,2025,2500,2019,42,1,1
5204,Château-Gontier-sur-Mayenne,2012,236,192,32,1,1
5204,Château-Gontier-sur-Mayenne,2013,251,208,32,1,1
5204,Château-Gontier-sur-Mayenne,2014,261,223,32,1,1
5204,Château-Gontier-sur-Mayenne,2015,262,220,32,1,1
5204,Château-Gontier-sur-Mayenne,2016,254,220,32,1,1
5204,Château-Gontier-sur-Mayenne,2017,279,253,32,1,1
5204,Château-Gontier-sur-Mayenne,2018,286,253,32,1,1
5204,Château-Gontier-sur-Mayenne,2019,310,272,32,1,1
5204,Château-Gontier-sur-Mayenne,2020,366,330,32,1,1
5204,Château-Gontier-sur-Mayenne,2021,431,379,32,1,1
5204,Château-Gontier-sur-Mayenne,2022,411,363,32,1,1
5204,Château-Gontier-sur-Mayenne,2023,479,408,32,1,1
5204,Château-Gontier-sur-Mayenne,2024,471,391,32,1,1
5204,Château-Gontier-sur-Mayenne,2025,459,388,32,1,1
5205,Châteaubriant,2012,375,339,32,1,1
5205,Châteaubriant,2013,372,335,32,1,1
5205,Châteaubriant,2014,385,345,32,1,1
5205,Châteaubriant,2015,372,320,32,1,1
5205,Châteaubriant,2016,374,311,32,1,1
5205,Châteaubriant,2017,398,361,32,1,1
5205,Châteaubriant,2018,400,363,32,1,1
5205,Châteaubriant,2019,473,407,32,1,1
5205,Châteaubriant,2020,477,393,32,1,1
5205,Châteaubriant,2021,643,507,32,1,1
5205,Châteaubriant,2022,675,588,32,1,1
5205,Châteaubriant,2023,645,534,32,1,1
5205,Châteaubriant,2024,719,626,32,1,1
5205,Châteaubriant,2025,773,650,32,1,1
5206,Cholet,2012,1168,1029,35,1,1
5206,Cholet,2013,1141,1029,35,1,1
5206,Cholet,2014,1186,1056,35,1,1
5206,Cholet,2015,1169,1054,35,1,1
5206,Cholet,2016,1236,1042,35,1,1
5206,Cholet,2017,1242,1075,35,1,1
5206,Cholet,2018,1342,1220,35,1,1
5206,Cholet,2019,1630,1441,35,1,1
5206,Cholet,2020,1624,1451,35,1,1
5206,Cholet,2021,2146,1917,35,1,1
5206,Cholet,2022,2054,1829,35,1,1
5206,Cholet,2023,2170,1922,35,1,1
5206,Cholet,2024,2113,1850,35,1,1
5206,Cholet,2025,2311,1978,35,1,1
5207,Fontenay-le-Comte,2012,834,724,98,1,1
5207,Fontenay-le-Comte,2013,880,725,98,1,1
5207,Fontenay-le-Comte,2014,843,738,98,1,1
5207,Fontenay-le-Comte,2015,829,736,98,1,1
5207,Fontenay-le-Comte,2016,846,713,98,1,1
5207,Fontenay-le-Comte,2017,897,757,98,1,1
5207,Fontenay-le-Comte,2018,896,758,98,1,1
5207,Fontenay-le-Comte,2019,1105,946,98,1,1
5207,Fontenay-le-Comte,2020,1114,968,98,1,1
5207,Fontenay-le-Comte,2021,1351,1164,98,1,1
5207,Fontenay-le-Comte,2022,1355,1166,98,1,1
5207,Fontenay-le-Comte,2023,1355,1157,98,1,1
5207,Fontenay-le-Comte,2024,1502,1223,98,1,1
5207,Fontenay-le-Comte,2025,1575,1288,98,1,1
5208,La Ferté-Bernard,2012,341,303,80,1,1
5208,La Ferté-Bernard,2013,373,345,80,1,1
5208,La Ferté-Bernard,2014,337,299,80,1,1
5208,La Ferté-Bernard,2015,362,310,80,1,1
5208,La Ferté-Bernard,2016,350,308,80,1,1
5208,La Ferté-Bernard,2017,395,361,80,1,1
5208,La Ferté-Bernard,2018,380,345,80,1,1
5208,La Ferté-Bernard,2019,445,386,80,1,1
5208,La Ferté-Bernard,2020,441,396,80,1,1
5208,La Ferté-Bernard,2021,541,464,80,1,1
5208,La Ferté-Bernard,2022,629,541,80,1,1
5208,La Ferté-Bernard,2023,628,565,80,1,1
5208,La Ferté-Bernard,2024,662,559,80,1,1
5208,La Ferté-Bernard,2025,662,529,80,1,1
5209,La Flèche,2012,305,271,28,1,1
5209,La Flèche,2013,355,306,28,1,1
5209,La Flèche,2014,347,328,28,1,1
5209,La Flèche,2015,312,287,28,1,1
5209,La Flèche,2016,324,284,28,1,1
5209,La Flèche,2017,369,337,28,1,1
5209,La Flèche,2018,359,327,28,1,1
5209,La Flèche,2019,400,360,28,1,1
5209,La Flèche,2020,443,414,28,1,1
5209,La Flèche,2021,557,478,28,1,1
5209,La Flèche,2022,609,540,28,1,1
5209,La Flèche,2023,620,518,28,1,1
5209,La Flèche,2024,687,576,28,1,1
5209,La Flèche,2025,626,512,28,1,1
5210,La Roche-sur-Yon,2012,1240,1069,45,1,1
5210,La Roche-sur-Yon,2013,1204,1056,45,1,1
5210,La Roche-sur-Yon,2014,1215,1072,45,1,1
5210,La Roche-sur-Yon,2015,1212,1050,45,1,1
5210,La Roche-sur-Yon,2016,1267,1112,45,1,1
5210,La Roche-sur-Yon,2017,1442,1239,45,1,1
5210,La Roche-sur-Yon,2018,1487,1323,45,1,1
5210,La Roche-sur-Yon,2019,1847,1624,45,1,1
5210,La Roche-sur-Yon,2020,1902,1651,45,1,1
5210,La Roche-sur-Yon,2021,2282,1982,45,1,1
5210,La Roche-sur-Yon,2022,2424,2142,45,1,1
5210,La Roche-sur-Yon,2023,2252,1998,45,1,1
5210,La Roche-sur-Yon,2024,2385,2010,45,1,1
5210,La Roche-sur-Yon,2025,2630,2252,45,1,1
5211,Laval,2012,1049,870,85,1,1
5211,Laval,2013,1026,889,85,1,1
5211,Laval,2014,1144,981,85,1,1
5211,Laval,2015,1074,917,85,1,1
5211,Laval,2016,1087,935,85,1,1
5211,Laval,2017,1255,1117,85,1,1
5211,Laval,2018,1338,1158,85,1,1
5211,Laval,2019,1488,1357,85,1,1
5211,Laval,2020,1915,1736,85,1,1
5211,Laval,2021,2057,1864,85,1,1
5211,Laval,2022,2395,2164,85,1,1
5211,Laval,2023,2083,1795,85,1,1
5211,Laval,2024,2168,1892,85,1,1
5211,Laval,2025,2225,1958,85,1,1
5212,Le Mans,2012,2210,1879,148,1,1
5212,Le Mans,2013,2318,2053,148,1,1
5212,Le Mans,2014,2270,2001,148,1,1
5212,Le Mans,2015,2343,2038,148,1,1
5212,Le Mans,2016,2203,1920,148,1,1
5212,Le Mans,2017,2543,2197,148,1,1
5212,Le Mans,2018,2799,2501,148,1,1
5212,Le Mans,2019,3202,2860,148,1,1
5212,Le Mans,2020,3464,3183,148,1,1
5212,Le Mans,2021,4271,3851,148,1,1
5212,Le Mans,2022,4409,3963,148,1,1
5212,Le Mans,2023,4399,3941,148,1,1
5212,Le Mans,2024,4949,4381,148,1,1
5212,Le Mans,2025,4818,4123,148,1,1
5213,Les Herbiers-Montaigu,2012,806,700,49,1,1
5213,Les Herbiers-Montaigu,2013,782,681,49,1,1
5213,Les Herbiers-Montaigu,2014,778,680,49,1,1
5213,Les Herbiers-Montaigu,2015,834,746,49,1,1
5213,Les Herbiers-Montaigu,2016,947,817,49,1,1
5213,Les Herbiers-Montaigu,2017,941,841,49,1,1
5213,Les Herbiers-Montaigu,2018,1007,891,49,1,1
5213,Les Herbiers-Montaigu,2019,1187,1066,49,1,1
5213,Les Herbiers-Montaigu,2020,1278,1102,49,1,1
5213,Les Herbiers-Montaigu,2021,1522,1341,49,1,1
5213,Les Herbiers-Montaigu,2022,1610,1419,49,1,1
5213,Les Herbiers-Montaigu,2023,1600,1386,49,1,1
5213,Les Herbiers-Montaigu,2024,1668,1443,49,1,1
5213,Les Herbiers-Montaigu,2025,1733,1484,49,1,1
5214,Les Sables-d'Olonne,2012,837,740,18,1,1
5214,Les Sables-d'Olonne,2013,755,693,18,1,1
5214,Les Sables-d'Olonne,2014,809,784,18,1,1
5214,Les Sables-d'Olonne,2015,786,718,18,1,1
5214,Les Sables-d'Olonne,2016,827,784,18,1,1
5214,Les Sables-d'Olonne,2017,950,846,18,1,1
5214,Les Sables-d'Olonne,2018,909,830,18,1,1
5214,Les Sables-d'Olonne,2019,1199,1012,18,1,1
5214,Les Sables-d'Olonne,2020,1095,940,18,1,1
5214,Les Sables-d'Olonne,2021,1368,1197,18,1,1
5214,Les Sables-d'Olonne,2022,1458,1276,18,1,1
5214,Les Sables-d'Olonne,2023,1417,1229,18,1,1
5214,Les Sables-d'Olonne,2024,1477,1214,18,1,1
5214,Les Sables-d'Olonne,2025,1519,1243,18,1,1
5215,Mayenne,2012,436,371,92,1,1
5215,Mayenne,2013,423,350,92,1,1
5215,Mayenne,2014,422,361,92,1,1
5215,Mayenne,2015,376,329,92,1,1
5215,Mayenne,2016,416,371,92,1,1
5215,Mayenne,2017,434,399,92,1,1
5215,Mayenne,2018,460,393,92,1,1
5215,Mayenne,2019,600,527,92,1,1
5215,Mayenne,2020,615,558,92,1,1
5215,Mayenne,2021,732,645,92,1,1
5215,Mayenne,2022,657,562,92,1,1
5215,Mayenne,2023,728,633,92,1,1
5215,Mayenne,2024,818,655,92,1,1
5215,Mayenne,2025,837,668,92,1,1
5216,Nantes,2012,8640,7534,95,1,1
5216,Nantes,2013,8342,7489,95,1,1
5216,Nantes,2014,9191,8255,95,1,1
5216,Nantes,2015,9115,8121,95,1,1
5216,Nantes,2016,9844,8705,95,1,1
5216,Nantes,2017,10862,9654,95,1,1
5216,Nantes,2018,11616,10342,95,1,1
5216,Nantes,2019,13992,12445,95,1,1
5216,Nantes,2020,14107,12761,95,1,1
5216,Nantes,2021,17292,15553,95,1,1
5216,Nantes,2022,16639,15046,95,1,1
5216,Nantes,2023,15978,14334,95,1,1
5216,Nantes,2024,16782,14783,95,1,1
5216,Nantes,2025,17338,15084,95,1,1
5217,Pornic,2012,687,660,16,1,1
5217,Pornic,2013,610,632,16,1,1
5217,Pornic,2014,623,612,16,1,1
5217,Pornic,2015,631,577,16,1,1
5217,Pornic,2016,641,607,16,1,1
5217,Pornic,2017,676,628,16,1,1
5217,Pornic,2018,731,674,16,1,1
5217,Pornic,2019,920,827,16,1,1
5217,Pornic,2020,1030,907,16,1,1
5217,Pornic,2021,1142,1009,16,1,1
5217,Pornic,2022,1143,1008,16,1,1
5217,Pornic,2023,1091,965,16,1,1
5217,Pornic,2024,1211,1009,16,1,1
5217,Pornic,2025,1223,1035,16,1,1
5218,Sablé-sur-Sarthe,2012,281,258,52,1,1
5218,Sablé-sur-Sarthe,2013,283,243,52,1,1
5218,Sablé-sur-Sarthe,2014,273,232,52,1,1
5218,Sablé-sur-Sarthe,2015,275,240,52,1,1
5218,Sablé-sur-Sarthe,2016,272,239,52,1,1
5218,Sablé-sur-Sarthe,2017,297,252,52,1,1
5218,Sablé-sur-Sarthe,2018,358,322,52,1,1
5218,Sablé-sur-Sarthe,2019,382,349,52,1,1
5218,Sablé-sur-Sarthe,2020,376,338,52,1,1
5218,Sablé-sur-Sarthe,2021,441,398,52,1,1
5218,Sablé-sur-Sarthe,2022,502,429,52,1,1
5218,Sablé-sur-Sarthe,2023,559,478,52,1,1
5218,Sablé-sur-Sarthe,2024,557,478,52,1,1
5218,Sablé-sur-Sarthe,2025,553,468,52,1,1
5219,Saint-Nazaire,2012,1973,1792,37,1,1
5219,Saint-Nazaire,2013,1820,1642,37,1,1
5219,Saint-Nazaire,2014,1986,1777,37,1,1
5219,Saint-Nazaire,2015,1893,1648,37,1,1
5219,Saint-Nazaire,2016,2022,1791,37,1,1
5219,Saint-Nazaire,2017,2168,1936,37,1,1
5219,Saint-Nazaire,2018,2295,2056,37,1,1
5219,Saint-Nazaire,2019,2605,2290,37,1,1
5219,Saint-Nazaire,2020,2827,2482,37,1,1
5219,Saint-Nazaire,2021,3600,3189,37,1,1
5219,Saint-Nazaire,2022,3550,3112,37,1,1
5219,Saint-Nazaire,2023,3404,2981,37,1,1
5219,Saint-Nazaire,2024,3720,3115,37,1,1
5219,Saint-Nazaire,2025,3761,3187,37,1,1
5220,Saumur,2012,638,584,45,1,1
5220,Saumur,2013,638,575,45,1,1
5220,Saumur,2014,669,604,45,1,1
5220,Saumur,2015,636,599,45,1,1
5220,Saumur,2016,611,551,45,1,1
5220,Saumur,2017,710,607,45,1,1
5220,Saumur,2018,665,634,45,1,1
5220,Saumur,2019,841,772,45,1,1
5220,Saumur,2020,877,822,45,1,1
5220,Saumur,2021,1046,949,45,1,1
5220,Saumur,2022,1060,949,45,1,1
5220,Saumur,2023,1019,883,45,1,1
5220,Saumur,2024,1197,1040,45,1,1
5220,Saumur,2025,1222,1041,45,1,1
5221,Segré-en-Anjou Bleu,2012,297,282,30,1,1
5221,Segré-en-Anjou Bleu,2013,342,314,30,1,1
5221,Segré-en-Anjou Bleu,2014,314,275,30,1,1
5221,Segré-en-Anjou Bleu,2015,289,251,30,1,1
5221,Segré-en-Anjou Bleu,2016,289,260,30,1,1
5221,Segré-en-Anjou Bleu,2017,357,321,30,1,1
5221,Segré-en-Anjou Bleu,2018,377,356,30,1,1
5221,Segré-en-Anjou Bleu,2019,432,407,30,1,1
5221,Segré-en-Anjou Bleu,2020,492,439,30,1,1
5221,Segré-en-Anjou Bleu,2021,520,451,30,1,1
5221,Segré-en-Anjou Bleu,2022,556,495,30,1,1
5221,Segré-en-Anjou Bleu,2023,538,483,30,1,1
5221,Segré-en-Anjou Bleu,2024,646,550,30,1,1
5221,Segré-en-Anjou Bleu,2025,658,574,30,1,1
5301,Auray,2012,896,840,28,1,1
5301,Auray,2013,890,828,28,1,1
5301,Auray,2014,876,852,28,1,1
5301,Auray,2015,893,812,28,1,1
5301,Auray,2016,890,831,28,1,1
