ze2020,ze2020_label,year,observed_value,target_variable,lag_1,lag_2,lag_3,growth_1y_safe,growth_2y_safe,mask_observed_available,mask_lag_1_available,mask_lag_2_available,mask_lag_3_available,node_id
0051,Alençon,2012,825.0,establishment_creations,,,,,,1,0,0,0,0
0051,Alençon,2013,755.0,establishment_creations,825.0,,,,,1,1,0,0,0
0051,Alençon,2014,741.0,establishment_creations,755.0,825.0,,-0.08484848484848485,,1,1,1,0,0
0051,Alençon,2015,733.0,establishment_creations,741.0,755.0,825.0,-0.018543046357615896,-0.10181818181818182,1,1,1,1,0
0051,Alençon,2016,777.0,establishment_creations,733.0,741.0,755.0,-0.010796221322537112,-0.02913907284768212,1,1,1,1,0
0051,Alençon,2017,742.0,establishment_creations,777.0,733.0,741.0,0.06002728512960437,0.048582995951417005,1,1,1,1,0
0051,Alençon,2018,834.0,establishment_creations,742.0,777.0,733.0,-0.04504504504504504,0.01227830832196453,1,1,1,1,0
0051,Alençon,2019,977.0,establishment_creations,834.0,742.0,777.0,0.12398921832884097,0.07335907335907337,1,1,1,1,0
0051,Alençon,2020,1009.0,establishment_creations,977.0,834.0,742.0,0.17146282973621102,0.316711590296496,1,1,1,1,0
0051,Alençon,2021,1149.0,establishment_creations,1009.0,977.0,834.0,0.032753326509723645,0.20983213429256595,1,1,1,1,0
0051,Alençon,2022,1208.0,establishment_creations,1149.0,1009.0,977.0,0.13875123885034688,0.17604912998976457,1,1,1,1,0
0051,Alençon,2023,1220.0,establishment_creations,1208.0,1149.0,1009.0,0.05134899912967798,0.19722497522299307,1,1,1,1,0
0051,Alençon,2024,1377.0,establishment_creations,1220.0,1208.0,1149.0,0.009933774834437087,0.06179286335944299,1,1,1,1,0
0051,Alençon,2025,1448.0,establishment_creations,1377.0,1220.0,1208.0,0.12868852459016394,0.13990066225165562,1,1,1,1,0
0052,Arles,2012,1832.0,establishment_creations,,,,,,1,0,0,0,1
0052,Arles,2013,1649.0,establishment_creations,1832.0,,,,,1,1,0,0,1
0052,Arles,2014,1552.0,establishment_creations,1649.0,1832.0,,-0.09989082969432314,,1,1,1,0,1
0052,Arles,2015,1547.0,establishment_creations,1552.0,1649.0,1832.0,-0.058823529411764705,-0.15283842794759825,1,1,1,1,1
0052,Arles,2016,1660.0,establishment_creations,1547.0,1552.0,1649.0,-0.0032216494845360823,-0.061855670103092786,1,1,1,1,1
0052,Arles,2017,1677.0,establishment_creations,1660.0,1547.0,1552.0,0.07304460245636717,0.06958762886597938,1,1,1,1,1
0052,Arles,2018,1788.0,establishment_creations,1677.0,1660.0,1547.0,0.010240963855421687,0.08403361344537816,1,1,1,1,1
0052,Arles,2019,2080.0,establishment_creations,1788.0,1677.0,1660.0,0.06618962432915922,0.07710843373493977,1,1,1,1,1
0052,Arles,2020,2104.0,establishment_creations,2080.0,1788.0,1677.0,0.16331096196868009,0.24031007751937986,1,1,1,1,1
0052,Arles,2021,2615.0,establishment_creations,2104.0,2080.0,1788.0,0.011538461538461539,0.1767337807606264,1,1,1,1,1
0052,Arles,2022,2667.0,establishment_creations,2615.0,2104.0,2080.0,0.24287072243346008,0.25721153846153844,1,1,1,1,1
0052,Arles,2023,2619.0,establishment_creations,2667.0,2615.0,2104.0,0.01988527724665392,0.2675855513307985,1,1,1,1,1
0052,Arles,2024,2837.0,establishment_creations,2619.0,2667.0,2615.0,-0.01799775028121485,0.0015296367112810707,1,1,1,1,1
0052,Arles,2025,2892.0,establishment_creations,2837.0,2619.0,2667.0,0.08323787705231005,0.06374203224596925,1,1,1,1,1
0053,Avignon,2012,3762.0,establishment_creations,,,,,,1,0,0,0,2
0053,Avignon,2013,3434.0,establishment_creations,3762.0,,,,,1,1,0,0,2
0053,Avignon,2014,3563.0,establishment_creations,3434.0,3762.0,,-0.08718766613503455,,1,1,1,0,2
0053,Avignon,2015,3435.0,establishment_creations,3563.0,3434.0,3762.0,0.037565521258008154,-0.05289739500265816,1,1,1,1,2
0053,Avignon,2016,3432.0,establishment_creations,3435.0,3563.0,3434.0,-0.03592478248666854,0.00029120559114735004,1,1,1,1,2
0053,Avignon,2017,3615.0,establishment_creations,3432.0,3435.0,3563.0,-0.0008733624454148472,-0.03676676957619983,1,1,1,1,2
0053,Avignon,2018,4169.0,establishment_creations,3615.0,3432.0,3435.0,0.05332167832167832,0.05240174672489083,1,1,1,1,2
0053,Avignon,2019,4765.0,establishment_creations,4169.0,3615.0,3432.0,0.15325034578146612,0.21474358974358973,1,1,1,1,2
0053,Avignon,2020,4871.0,establishment_creations,4765.0,4169.0,3615.0,0.14295994243223795,0.318118948824343,1,1,1,1,2
0053,Avignon,2021,5818.0,establishment_creations,4871.0,4765.0,4169.0,0.02224554039874082,0.16838570400575678,1,1,1,1,2
0053,Avignon,2022,5945.0,establishment_creations,5818.0,4871.0,4765.0,0.19441593102032437,0.22098635886673662,1,1,1,1,2
0053,Avignon,2023,5770.0,establishment_creations,5945.0,5818.0,4871.0,0.021828807150223443,0.22048860603572162,1,1,1,1,2
0053,Avignon,2024,6463.0,establishment_creations,5770.0,5945.0,5818.0,-0.02943650126156434,-0.008250257820556892,1,1,1,1,2
0053,Avignon,2025,6543.0,establishment_creations,6463.0,5770.0,5945.0,0.12010398613518197,0.08713204373423045,1,1,1,1,2
0054,Beauvais,2012,1923.0,establishment_creations,,,,,,1,0,0,0,3
0054,Beauvais,2013,1851.0,establishment_creations,1923.0,,,,,1,1,0,0,3
0054,Beauvais,2014,1949.0,establishment_creations,1851.0,1923.0,,-0.0374414976599064,,1,1,1,0,3
0054,Beauvais,2015,1931.0,establishment_creations,1949.0,1851.0,1923.0,0.05294435440302539,0.013520540821632865,1,1,1,1,3
0054,Beauvais,2016,2036.0,establishment_creations,1931.0,1949.0,1851.0,-0.009235505387378143,0.04321988114532685,1,1,1,1,3
0054,Beauvais,2017,2163.0,establishment_creations,2036.0,1931.0,1949.0,0.05437597099948213,0.044638276038994354,1,1,1,1,3
0054,Beauvais,2018,2287.0,establishment_creations,2163.0,2036.0,1931.0,0.06237721021611002,0.12014500258933196,1,1,1,1,3
0054,Beauvais,2019,2566.0,establishment_creations,2287.0,2163.0,2036.0,0.05732778548312529,0.12328094302554027,1,1,1,1,3
0054,Beauvais,2020,2624.0,establishment_creations,2566.0,2287.0,2163.0,0.1219938784433756,0.18631530282015718,1,1,1,1,3
0054,Beauvais,2021,3320.0,establishment_creations,2624.0,2566.0,2287.0,0.02260327357755261,0.14735461303017053,1,1,1,1,3
0054,Beauvais,2022,3429.0,establishment_creations,3320.0,2624.0,2566.0,0.2652439024390244,0.2938425565081839,1,1,1,1,3
0054,Beauvais,2023,3518.0,establishment_creations,3429.0,3320.0,2624.0,0.03283132530120482,0.30678353658536583,1,1,1,1,3
0054,Beauvais,2024,3779.0,establishment_creations,3518.0,3429.0,3320.0,0.025955088947214933,0.05963855421686747,1,1,1,1,3
0054,Beauvais,2025,3871.0,establishment_creations,3779.0,3518.0,3429.0,0.07418988061398522,0.1020705745115194,1,1,1,1,3
0055,Bollène-Pierrelatte,2012,750.0,establishment_creations,,,,,,1,0,0,0,4
0055,Bollène-Pierrelatte,2013,800.0,establishment_creations,750.0,,,,,1,1,0,0,4
0055,Bollène-Pierrelatte,2014,735.0,establishment_creations,800.0,750.0,,0.06666666666666667,,1,1,1,0,4
0055,Bollène-Pierrelatte,2015,668.0,establishment_creations,735.0,800.0,750.0,-0.08125,-0.02,1,1,1,1,4
0055,Bollène-Pierrelatte,2016,775.0,establishment_creations,668.0,735.0,800.0,-0.09115646258503401,-0.165,1,1,1,1,4
0055,Bollène-Pierrelatte,2017,696.0,establishment_creations,775.0,668.0,735.0,0.1601796407185629,0.05442176870748299,1,1,1,1,4
0055,Bollène-Pierrelatte,2018,849.0,establishment_creations,696.0,775.0,668.0,-0.10193548387096774,0.041916167664670656,1,1,1,1,4
0055,Bollène-Pierrelatte,2019,947.0,establishment_creations,849.0,696.0,775.0,0.21982758620689655,0.09548387096774194,1,1,1,1,4
0055,Bollène-Pierrelatte,2020,931.0,establishment_creations,947.0,849.0,696.0,0.1154299175500589,0.36063218390804597,1,1,1,1,4
0055,Bollène-Pierrelatte,2021,1131.0,establishment_creations,931.0,947.0,849.0,-0.01689545934530095,0.09658421672555949,1,1,1,1,4
0055,Bollène-Pierrelatte,2022,1284.0,establishment_creations,1131.0,931.0,947.0,0.21482277121374865,0.19429778247096094,1,1,1,1,4
0055,Bollène-Pierrelatte,2023,1246.0,establishment_creations,1284.0,1131.0,931.0,0.13527851458885942,0.3791621911922664,1,1,1,1,4
0055,Bollène-Pierrelatte,2024,1307.0,establishment_creations,1246.0,1284.0,1131.0,-0.029595015576323987,0.10167992926613616,1,1,1,1,4
0055,Bollène-Pierrelatte,2025,1317.0,establishment_creations,1307.0,1246.0,1284.0,0.048956661316211875,0.01791277258566978,1,1,1,1,4
0056,Cosne-Cours-sur-Loire,2012,487.0,establishment_creations,,,,,,1,0,0,0,5
0056,Cosne-Cours-sur-Loire,2013,495.0,establishment_creations,487.0,,,,,1,1,0,0,5
0056,Cosne-Cours-sur-Loire,2014,510.0,establishment_creations,495.0,487.0,,0.01642710472279261,,1,1,1,0,5
0056,Cosne-Cours-sur-Loire,2015,462.0,establishment_creations,510.0,495.0,487.0,0.030303030303030304,0.04722792607802875,1,1,1,1,5
0056,Cosne-Cours-sur-Loire,2016,437.0,establishment_creations,462.0,510.0,495.0,-0.09411764705882353,-0.06666666666666667,1,1,1,1,5
0056,Cosne-Cours-sur-Loire,2017,484.0,establishment_creations,437.0,462.0,510.0,-0.05411255411255411,-0.14313725490196078,1,1,1,1,5
0056,Cosne-Cours-sur-Loire,2018,517.0,establishment_creations,484.0,437.0,462.0,0.10755148741418764,0.047619047619047616,1,1,1,1,5
0056,Cosne-Cours-sur-Loire,2019,632.0,establishment_creations,517.0,484.0,437.0,0.06818181818181818,0.18306636155606407,1,1,1,1,5
0056,Cosne-Cours-sur-Loire,2020,622.0,establishment_creations,632.0,517.0,484.0,0.22243713733075435,0.30578512396694213,1,1,1,1,5
0056,Cosne-Cours-sur-Loire,2021,764.0,establishment_creations,622.0,632.0,517.0,-0.015822784810126583,0.20309477756286268,1,1,1,1,5
0056,Cosne-Cours-sur-Loire,2022,786.0,establishment_creations,764.0,622.0,632.0,0.2282958199356913,0.2088607594936709,1,1,1,1,5
0056,Cosne-Cours-sur-Loire,2023,760.0,establishment_creations,786.0,764.0,622.0,0.028795811518324606,0.26366559485530544,1,1,1,1,5
0056,Cosne-Cours-sur-Loire,2024,815.0,establishment_creations,760.0,786.0,764.0,-0.03307888040712468,-0.005235602094240838,1,1,1,1,5
0056,Cosne-Cours-sur-Loire,2025,951.0,establishment_creations,815.0,760.0,786.0,0.07236842105263158,0.03689567430025445,1,1,1,1,5
0057,Dreux,2012,1093.0,establishment_creations,,,,,,1,0,0,0,6
0057,Dreux,2013,1038.0,establishment_creations,1093.0,,,,,1,1,0,0,6
0057,Dreux,2014,1095.0,establishment_creations,1038.0,1093.0,,-0.05032021957913998,,1,1,1,0,6
0057,Dreux,2015,1052.0,establishment_creations,1095.0,1038.0,1093.0,0.05491329479768786,0.0018298261665141812,1,1,1,1,6
0057,Dreux,2016,1038.0,establishment_creations,1052.0,1095.0,1038.0,-0.039269406392694065,0.01348747591522158,1,1,1,1,6
0057,Dreux,2017,1146.0,establishment_creations,1038.0,1052.0,1095.0,-0.013307984790874524,-0.052054794520547946,1,1,1,1,6
0057,Dreux,2018,1223.0,establishment_creations,1146.0,1038.0,1052.0,0.10404624277456648,0.08935361216730038,1,1,1,1,6
0057,Dreux,2019,1466.0,establishment_creations,1223.0,1146.0,1038.0,0.06719022687609075,0.17822736030828518,1,1,1,1,6
0057,Dreux,2020,1569.0,establishment_creations,1466.0,1223.0,1146.0,0.19869174161896974,0.2792321116928447,1,1,1,1,6
0057,Dreux,2021,1837.0,establishment_creations,1569.0,1466.0,1223.0,0.07025920873124147,0.2829108748977923,1,1,1,1,6
0057,Dreux,2022,2006.0,establishment_creations,1837.0,1569.0,1466.0,0.17080943275971958,0.25306957708049116,1,1,1,1,6
0057,Dreux,2023,1973.0,establishment_creations,2006.0,1837.0,1569.0,0.0919978225367447,0.278521351179095,1,1,1,1,6
0057,Dreux,2024,2164.0,establishment_creations,1973.0,2006.0,1837.0,-0.016450648055832504,0.07403375068045727,1,1,1,1,6
0057,Dreux,2025,2214.0,establishment_creations,2164.0,1973.0,2006.0,0.0968068930562595,0.07876370887337986,1,1,1,1,6
0058,La Vallée de la Bresle-Vimeu,2012,401.0,establishment_creations,,,,,,1,0,0,0,7
0058,La Vallée de la Bresle-Vimeu,2013,398.0,establishment_creations,401.0,,,,,1,1,0,0,7
0058,La Vallée de la Bresle-Vimeu,2014,425.0,establishment_creations,398.0,401.0,,-0.007481296758104738,,1,1,1,0,7
0058,La Vallée de la Bresle-Vimeu,2015,410.0,establishment_creations,425.0,398.0,401.0,0.0678391959798995,0.059850374064837904,1,1,1,1,7
0058,La Vallée de la Bresle-Vimeu,2016,390.0,establishment_creations,410.0,425.0,398.0,-0.03529411764705882,0.03015075376884422,1,1,1,1,7
0058,La Vallée de la Bresle-Vimeu,2017,368.0,establishment_creations,390.0,410.0,425.0,-0.04878048780487805,-0.08235294117647059,1,1,1,1,7
0058,La Vallée de la Bresle-Vimeu,2018,433.0,establishment_creations,368.0,390.0,410.0,-0.05641025641025641,-0.1024390243902439,1,1,1,1,7
0058,La Vallée de la Bresle-Vimeu,2019,513.0,establishment_creations,433.0,368.0,390.0,0.1766304347826087,0.11025641025641025,1,1,1,1,7
0058,La Vallée de la Bresle-Vimeu,2020,544.0,establishment_creations,513.0,433.0,368.0,0.18475750577367206,0.39402173913043476,1,1,1,1,7
0058,La Vallée de la Bresle-Vimeu,2021,646.0,establishment_creations,544.0,513.0,433.0,0.06042884990253411,0.25635103926096997,1,1,1,1,7
0058,La Vallée de la Bresle-Vimeu,2022,640.0,establishment_creations,646.0,544.0,513.0,0.1875,0.25925925925925924,1,1,1,1,7
0058,La Vallée de la Bresle-Vimeu,2023,621.0,establishment_creations,640.0,646.0,544.0,-0.009287925696594427,0.17647058823529413,1,1,1,1,7
0058,La Vallée de la Bresle-Vimeu,2024,749.0,establishment_creations,621.0,640.0,646.0,-0.0296875,-0.03869969040247678,1,1,1,1,7
0058,La Vallée de la Bresle-Vimeu,2025,732.0,establishment_creations,749.0,621.0,640.0,0.20611916264090177,0.1703125,1,1,1,1,7
0059,Mâcon,2012,1373.0,establishment_creations,,,,,,1,0,0,0,8
0059,Mâcon,2013,1371.0,establishment_creations,1373.0,,,,,1,1,0,0,8
0059,Mâcon,2014,1268.0,establishment_creations,1371.0,1373.0,,-0.0014566642388929353,,1,1,1,0,8
0059,Mâcon,2015,1257.0,establishment_creations,1268.0,1371.0,1373.0,-0.07512764405543398,-0.0764748725418791,1,1,1,1,8
0059,Mâcon,2016,1312.0,establishment_creations,1257.0,1268.0,1371.0,-0.008675078864353312,-0.08315098468271334,1,1,1,1,8
0059,Mâcon,2017,1401.0,establishment_creations,1312.0,1257.0,1268.0,0.04375497215592681,0.03470031545741325,1,1,1,1,8
0059,Mâcon,2018,1527.0,establishment_creations,1401.0,1312.0,1257.0,0.06783536585365854,0.11455847255369929,1,1,1,1,8
0059,Mâcon,2019,1848.0,establishment_creations,1527.0,1401.0,1312.0,0.08993576017130621,0.1638719512195122,1,1,1,1,8
0059,Mâcon,2020,1838.0,establishment_creations,1848.0,1527.0,1401.0,0.21021611001964635,0.31905781584582443,1,1,1,1,8
0059,Mâcon,2021,2397.0,establishment_creations,1838.0,1848.0,1527.0,-0.005411255411255411,0.2036673215455141,1,1,1,1,8
0059,Mâcon,2022,2396.0,establishment_creations,2397.0,1838.0,1848.0,0.3041349292709467,0.29707792207792205,1,1,1,1,8
0059,Mâcon,2023,2420.0,establishment_creations,2396.0,2397.0,1838.0,-0.00041718815185648727,0.30359085963003263,1,1,1,1,8
0059,Mâcon,2024,2615.0,establishment_creations,2420.0,2396.0,2397.0,0.01001669449081803,0.009595327492699207,1,1,1,1,8
0059,Mâcon,2025,2711.0,establishment_creations,2615.0,2420.0,2396.0,0.08057851239669421,0.09140233722871452,1,1,1,1,8
0060,Nevers,2012,990.0,establishment_creations,,,,,,1,0,0,0,9
0060,Nevers,2013,935.0,establishment_creations,990.0,,,,,1,1,0,0,9
0060,Nevers,2014,1030.0,establishment_creations,935.0,990.0,,-0.05555555555555555,,1,1,1,0,9
0060,Nevers,2015,951.0,establishment_creations,1030.0,935.0,990.0,0.10160427807486631,0.04040404040404041,1,1,1,1,9
0060,Nevers,2016,960.0,establishment_creations,951.0,1030.0,935.0,-0.0766990291262136,0.017112299465240642,1,1,1,1,9
0060,Nevers,2017,1026.0,establishment_creations,960.0,951.0,1030.0,0.00946372239747634,-0.06796116504854369,1,1,1,1,9
0060,Nevers,2018,1098.0,establishment_creations,1026.0,960.0,951.0,0.06875,0.07886435331230283,1,1,1,1,9
0060,Nevers,2019,1284.0,establishment_creations,1098.0,1026.0,960.0,0.07017543859649122,0.14375,1,1,1,1,9
0060,Nevers,2020,1314.0,establishment_creations,1284.0,1098.0,1026.0,0.16939890710382513,0.25146198830409355,1,1,1,1,9
0060,Nevers,2021,1664.0,establishment_creations,1314.0,1284.0,1098.0,0.02336448598130841,0.19672131147540983,1,1,1,1,9
0060,Nevers,2022,1665.0,establishment_creations,1664.0,1314.0,1284.0,0.2663622526636225,0.29595015576323985,1,1,1,1,9
0060,Nevers,2023,1595.0,establishment_creations,1665.0,1664.0,1314.0,0.0006009615384615385,0.2671232876712329,1,1,1,1,9
0060,Nevers,2024,1765.0,establishment_creations,1595.0,1665.0,1664.0,-0.042042042042042045,-0.04146634615384615,1,1,1,1,9
0060,Nevers,2025,1982.0,establishment_creations,1765.0,1595.0,1665.0,0.10658307210031348,0.06006006006006006,1,1,1,1,9
0061,Nogent-le-Rotrou,2012,449.0,establishment_creations,,,,,,1,0,0,0,10
0061,Nogent-le-Rotrou,2013,416.0,establishment_creations,449.0,,,,,1,1,0,0,10
0061,Nogent-le-Rotrou,2014,444.0,establishment_creations,416.0,449.0,,-0.07349665924276169,,1,1,1,0,10
0061,Nogent-le-Rotrou,2015,393.0,establishment_creations,444.0,416.0,449.0,0.0673076923076923,-0.011135857461024499,1,1,1,1,10
0061,Nogent-le-Rotrou,2016,458.0,establishment_creations,393.0,444.0,416.0,-0.11486486486486487,-0.055288461538461536,1,1,1,1,10
0061,Nogent-le-Rotrou,2017,484.0,establishment_creations,458.0,393.0,444.0,0.16539440203562342,0.03153153153153153,1,1,1,1,10
0061,Nogent-le-Rotrou,2018,474.0,establishment_creations,484.0,458.0,393.0,0.056768558951965066,0.23155216284987276,1,1,1,1,10
0061,Nogent-le-Rotrou,2019,546.0,establishment_creations,474.0,484.0,458.0,-0.02066115702479339,0.034934497816593885,1,1,1,1,10
0061,Nogent-le-Rotrou,2020,568.0,establishment_creations,546.0,474.0,484.0,0.1518987341772152,0.128099173553719,1,1,1,1,10
0061,Nogent-le-Rotrou,2021,717.0,establishment_creations,568.0,546.0,474.0,0.040293040293040296,0.19831223628691982,1,1,1,1,10
0061,Nogent-le-Rotrou,2022,703.0,establishment_creations,717.0,568.0,546.0,0.2623239436619718,0.3131868131868132,1,1,1,1,10
0061,Nogent-le-Rotrou,2023,685.0,establishment_creations,703.0,717.0,568.0,-0.019525801952580194,0.23767605633802816,1,1,1,1,10
0061,Nogent-le-Rotrou,2024,788.0,establishment_creations,685.0,703.0,717.0,-0.025604551920341393,-0.044630404463040445,1,1,1,1,10
0061,Nogent-le-Rotrou,2025,819.0,establishment_creations,788.0,685.0,703.0,0.15036496350364964,0.12091038406827881,1,1,1,1,10
0062,Redon,2012,550.0,establishment_creations,,,,,,1,0,0,0,11
0062,Redon,2013,568.0,establishment_creations,550.0,,,,,1,1,0,0,11
0062,Redon,2014,525.0,establishment_creations,568.0,550.0,,0.03272727272727273,,1,1,1,0,11
0062,Redon,2015,506.0,establishment_creations,525.0,568.0,550.0,-0.07570422535211267,-0.045454545454545456,1,1,1,1,11
0062,Redon,2016,525.0,establishment_creations,506.0,525.0,568.0,-0.03619047619047619,-0.10915492957746478,1,1,1,1,11
0062,Redon,2017,535.0,establishment_creations,525.0,506.0,525.0,0.037549407114624504,0.0,1,1,1,1,11
0062,Redon,2018,601.0,establishment_creations,535.0,525.0,506.0,0.01904761904761905,0.05731225296442688,1,1,1,1,11
0062,Redon,2019,665.0,establishment_creations,601.0,535.0,525.0,0.1233644859813084,0.14476190476190476,1,1,1,1,11
0062,Redon,2020,738.0,establishment_creations,665.0,601.0,535.0,0.1064891846921797,0.24299065420560748,1,1,1,1,11
0062,Redon,2021,890.0,establishment_creations,738.0,665.0,601.0,0.10977443609022557,0.22795341098169716,1,1,1,1,11
0062,Redon,2022,974.0,establishment_creations,890.0,738.0,665.0,0.20596205962059622,0.3383458646616541,1,1,1,1,11
0062,Redon,2023,937.0,establishment_creations,974.0,890.0,738.0,0.09438202247191012,0.31978319783197834,1,1,1,1,11
0062,Redon,2024,1128.0,establishment_creations,937.0,974.0,890.0,-0.037987679671457907,0.052808988764044947,1,1,1,1,11
0062,Redon,2025,1135.0,establishment_creations,1128.0,937.0,974.0,0.20384204909284953,0.15811088295687886,1,1,1,1,11
0063,Ussel,2012,499.0,establishment_creations,,,,,,1,0,0,0,12
0063,Ussel,2013,569.0,establishment_creations,499.0,,,,,1,1,0,0,12
0063,Ussel,2014,505.0,establishment_creations,569.0,499.0,,0.1402805611222445,,1,1,1,0,12
0063,Ussel,2015,548.0,establishment_creations,505.0,569.0,499.0,-0.11247803163444639,0.012024048096192385,1,1,1,1,12
0063,Ussel,2016,532.0,establishment_creations,548.0,505.0,569.0,0.08514851485148515,-0.03690685413005272,1,1,1,1,12
0063,Ussel,2017,476.0,establishment_creations,532.0,548.0,505.0,-0.029197080291970802,0.053465346534653464,1,1,1,1,12
0063,Ussel,2018,572.0,establishment_creations,476.0,532.0,548.0,-0.10526315789473684,-0.13138686131386862,1,1,1,1,12
0063,Ussel,2019,649.0,establishment_creations,572.0,476.0,532.0,0.20168067226890757,0.07518796992481203,1,1,1,1,12
0063,Ussel,2020,748.0,establishment_creations,649.0,572.0,476.0,0.1346153846153846,0.3634453781512605,1,1,1,1,12
0063,Ussel,2021,900.0,establishment_creations,748.0,649.0,572.0,0.15254237288135594,0.3076923076923077,1,1,1,1,12
0063,Ussel,2022,959.0,establishment_creations,900.0,748.0,649.0,0.20320855614973263,0.386748844375963,1,1,1,1,12
0063,Ussel,2023,840.0,establishment_creations,959.0,900.0,748.0,0.06555555555555556,0.2820855614973262,1,1,1,1,12
0063,Ussel,2024,952.0,establishment_creations,840.0,959.0,900.0,-0.12408759124087591,-0.06666666666666667,1,1,1,1,12
0063,Ussel,2025,961.0,establishment_creations,952.0,840.0,959.0,0.13333333333333333,-0.0072992700729927005,1,1,1,1,12
0064,Valréas,2012,741.0,establishment_creations,,,,,,1,0,0,0,13
0064,Valréas,2013,690.0,establishment_creations,741.0,,,,,1,1,0,0,13
0064,Valréas,2014,723.0,establishment_creations,690.0,741.0,,-0.06882591093117409,,1,1,1,0,13
0064,Valréas,2015,708.0,establishment_creations,723.0,690.0,741.0,0.04782608695652174,-0.024291497975708502,1,1,1,1,13
0064,Valréas,2016,721.0,establishment_creations,708.0,723.0,690.0,-0.02074688796680498,0.02608695652173913,1,1,1,1,13
0064,Valréas,2017,700.0,establishment_creations,721.0,708.0,723.0,0.018361581920903956,-0.0027662517289073307,1,1,1,1,13
0064,Valréas,2018,749.0,establishment_creations,700.0,721.0,708.0,-0.02912621359223301,-0.011299435028248588,1,1,1,1,13
0064,Valréas,2019,810.0,establishment_creations,749.0,700.0,721.0,0.07,0.038834951456310676,1,1,1,1,13
0064,Valréas,2020,802.0,establishment_creations,810.0,749.0,700.0,0.0814419225634179,0.15714285714285714,1,1,1,1,13
0064,Valréas,2021,1009.0,establishment_creations,802.0,810.0,749.0,-0.009876543209876543,0.07076101468624833,1,1,1,1,13
0064,Valréas,2022,996.0,establishment_creations,1009.0,802.0,810.0,0.2581047381546135,0.24567901234567902,1,1,1,1,13
0064,Valréas,2023,942.0,establishment_creations,996.0,1009.0,802.0,-0.01288404360753221,0.24189526184538654,1,1,1,1,13
0064,Valréas,2024,1075.0,establishment_creations,942.0,996.0,1009.0,-0.05421686746987952,-0.06640237859266601,1,1,1,1,13
0064,Valréas,2025,1039.0,establishment_creations,1075.0,942.0,996.0,0.14118895966029724,0.07931726907630522,1,1,1,1,13
1101,Cergy-Vexin,2012,5415.0,establishment_creations,,,,,,1,0,0,0,14
1101,Cergy-Vexin,2013,5256.0,establishment_creations,5415.0,,,,,1,1,0,0,14
1101,Cergy-Vexin,2014,5402.0,establishment_creations,5256.0,5415.0,,-0.029362880886426593,,1,1,1,0,14
1101,Cergy-Vexin,2015,5502.0,establishment_creations,5402.0,5256.0,5415.0,0.027777777777777776,-0.0024007386888273315,1,1,1,1,14
1101,Cergy-Vexin,2016,6301.0,establishment_creations,5502.0,5402.0,5256.0,0.018511662347278787,0.04680365296803653,1,1,1,1,14
1101,Cergy-Vexin,2017,6750.0,establishment_creations,6301.0,5502.0,5402.0,0.14521992002908032,0.16641984450203628,1,1,1,1,14
1101,Cergy-Vexin,2018,8381.0,establishment_creations,6750.0,6301.0,5502.0,0.07125853039200127,0.2268266085059978,1,1,1,1,14
1101,Cergy-Vexin,2019,9950.0,establishment_creations,8381.0,6750.0,6301.0,0.24162962962962964,0.33010633232820186,1,1,1,1,14
1101,Cergy-Vexin,2020,10675.0,establishment_creations,9950.0,8381.0,6750.0,0.18720916358429782,0.4740740740740741,1,1,1,1,14
1101,Cergy-Vexin,2021,12170.0,establishment_creations,10675.0,9950.0,8381.0,0.0728643216080402,0.2737143538957165,1,1,1,1,14
1101,Cergy-Vexin,2022,12073.0,establishment_creations,12170.0,10675.0,9950.0,0.14004683840749416,0.22311557788944725,1,1,1,1,14
1101,Cergy-Vexin,2023,12209.0,establishment_creations,12073.0,12170.0,10675.0,-0.007970419063270336,0.13096018735362996,1,1,1,1,14
1101,Cergy-Vexin,2024,12954.0,establishment_creations,12209.0,12073.0,12170.0,0.01126480576493001,0.0032046014790468366,1,1,1,1,14
1101,Cergy-Vexin,2025,13508.0,establishment_creations,12954.0,12209.0,12073.0,0.0610205586043083,0.07297274910958337,1,1,1,1,14
1102,Coulommiers,2012,603.0,establishment_creations,,,,,,1,0,0,0,15
1102,Coulommiers,2013,644.0,establishment_creations,603.0,,,,,1,1,0,0,15
1102,Coulommiers,2014,603.0,establishment_creations,644.0,603.0,,0.06799336650082918,,1,1,1,0,15
1102,Coulommiers,2015,603.0,establishment_creations,603.0,644.0,603.0,-0.06366459627329192,0.0,1,1,1,1,15
1102,Coulommiers,2016,724.0,establishment_creations,603.0,603.0,644.0,0.0,-0.06366459627329192,1,1,1,1,15
1102,Coulommiers,2017,680.0,establishment_creations,724.0,603.0,603.0,0.20066334991708126,0.20066334991708126,1,1,1,1,15
1102,Coulommiers,2018,746.0,establishment_creations,680.0,724.0,603.0,-0.06077348066298342,0.12769485903814262,1,1,1,1,15
1102,Coulommiers,2019,899.0,establishment_creations,746.0,680.0,724.0,0.09705882352941177,0.03038674033149171,1,1,1,1,15
1102,Coulommiers,2020,956.0,establishment_creations,899.0,746.0,680.0,0.20509383378016086,0.3220588235294118,1,1,1,1,15
1102,Coulommiers,2021,1130.0,establishment_creations,956.0,899.0,746.0,0.06340378197997776,0.28150134048257375,1,1,1,1,15
1102,Coulommiers,2022,1093.0,establishment_creations,1130.0,956.0,899.0,0.18200836820083682,0.25695216907675195,1,1,1,1,15
