ze2020,sector_code,year,y_true,fold,persistence
7617,FZ,2013,295.0,3,312.0
7617,GI,2013,695.0,3,641.0
7617,JZ,2013,29.0,3,48.0
7617,KZ,2013,41.0,3,52.0
7617,LZ,2013,48.0,3,57.0
7617,MN,2013,255.0,3,296.0
7617,OQ,2013,238.0,3,173.0
7617,RU,2013,187.0,3,235.0
7622,BE,2013,107.0,3,113.0
7622,FZ,2013,206.0,3,270.0
7622,GI,2013,303.0,3,309.0
7622,JZ,2013,29.0,3,26.0
7622,KZ,2013,18.0,3,26.0
7622,LZ,2013,29.0,3,43.0
7622,MN,2013,157.0,3,203.0
7622,OQ,2013,169.0,3,139.0
7622,RU,2013,119.0,3,160.0
8402,BE,2013,135.0,3,134.0
8402,FZ,2013,235.0,3,252.0
8402,GI,2013,444.0,3,465.0
8402,JZ,2013,34.0,3,32.0
8402,KZ,2013,23.0,3,28.0
8402,LZ,2013,32.0,3,31.0
8402,MN,2013,178.0,3,179.0
8402,OQ,2013,137.0,3,165.0
8402,RU,2013,151.0,3,180.0
8407,BE,2013,113.0,3,139.0
8407,FZ,2013,356.0,3,391.0
8407,GI,2013,603.0,3,588.0
8407,JZ,2013,88.0,3,104.0
8407,KZ,2013,69.0,3,55.0
8407,LZ,2013,98.0,3,110.0
8407,MN,2013,483.0,3,557.0
8407,OQ,2013,313.0,3,338.0
8407,RU,2013,273.0,3,265.0
8412,BE,2013,50.0,3,61.0
8412,FZ,2013,102.0,3,103.0
8412,GI,2013,222.0,3,190.0
8412,JZ,2013,15.0,3,14.0
8412,KZ,2013,29.0,3,22.0
8412,LZ,2013,25.0,3,47.0
8412,MN,2013,92.0,3,74.0
8412,OQ,2013,81.0,3,75.0
8412,RU,2013,76.0,3,79.0
8417,BE,2013,64.0,3,66.0
8417,FZ,2013,109.0,3,106.0
8417,GI,2013,201.0,3,222.0
8417,JZ,2013,9.0,3,12.0
8417,KZ,2013,15.0,3,22.0
8417,LZ,2013,16.0,3,22.0
8417,MN,2013,71.0,3,78.0
8417,OQ,2013,54.0,3,57.0
8417,RU,2013,60.0,3,79.0
8422,BE,2013,115.0,3,77.0
8422,FZ,2013,178.0,3,211.0
8422,GI,2013,324.0,3,334.0
8422,JZ,2013,22.0,3,20.0
8422,KZ,2013,22.0,3,28.0
8422,LZ,2013,34.0,3,43.0
8422,MN,2013,166.0,3,179.0
8422,OQ,2013,129.0,3,137.0
8422,RU,2013,127.0,3,141.0
8427,BE,2013,76.0,3,57.0
8427,FZ,2013,149.0,3,160.0
8427,GI,2013,281.0,3,301.0
8427,JZ,2013,21.0,3,39.0
8427,KZ,2013,19.0,3,27.0
8427,LZ,2013,17.0,3,16.0
8427,MN,2013,140.0,3,143.0
8427,OQ,2013,111.0,3,119.0
8427,RU,2013,81.0,3,110.0
8432,BE,2013,103.0,3,58.0
8432,FZ,2013,139.0,3,153.0
8432,GI,2013,392.0,3,317.0
8432,JZ,2013,32.0,3,34.0
8432,KZ,2013,26.0,3,31.0
8432,LZ,2013,32.0,3,45.0
8432,MN,2013,161.0,3,157.0
8432,OQ,2013,107.0,3,105.0
8432,RU,2013,106.0,3,152.0
9302,BE,2013,33.0,3,27.0
9302,FZ,2013,62.0,3,57.0
9302,GI,2013,180.0,3,131.0
9302,JZ,2013,11.0,3,11.0
9302,KZ,2013,6.0,3,8.0
9302,LZ,2013,21.0,3,23.0
9302,MN,2013,78.0,3,72.0
9302,OQ,2013,144.0,3,140.0
9302,RU,2013,73.0,3,75.0
9307,BE,2013,81.0,3,108.0
9307,FZ,2013,152.0,3,164.0
9307,GI,2013,262.0,3,270.0
9307,JZ,2013,17.0,3,19.0
9307,KZ,2013,18.0,3,22.0
9307,LZ,2013,16.0,3,27.0
9307,MN,2013,112.0,3,106.0
9307,OQ,2013,132.0,3,138.0
9307,RU,2013,110.0,3,124.0
9312,BE,2013,654.0,3,725.0
9312,FZ,2013,2180.0,3,2420.0
9312,GI,2013,4039.0,3,4067.0
9312,JZ,2013,532.0,3,641.0
9312,KZ,2013,384.0,3,369.0
9312,LZ,2013,453.0,3,464.0
9312,MN,2013,2900.0,3,3028.0
9312,OQ,2013,1699.0,3,1885.0
9312,RU,2013,1324.0,3,1419.0
9317,BE,2013,55.0,3,67.0
9317,FZ,2013,170.0,3,206.0
9317,GI,2013,475.0,3,505.0
9317,JZ,2013,16.0,3,27.0
9317,KZ,2013,19.0,3,31.0
9317,LZ,2013,43.0,3,99.0
9317,MN,2013,241.0,3,254.0
9317,OQ,2013,68.0,3,71.0
9317,RU,2013,147.0,3,150.0
0055,BE,2013,97.0,4,53.0
0055,FZ,2013,115.0,4,147.0
0055,GI,2013,260.0,4,201.0
0055,JZ,2013,20.0,4,21.0
0055,KZ,2013,9.0,4,18.0
0055,LZ,2013,20.0,4,21.0
0055,MN,2013,112.0,4,105.0
0055,OQ,2013,84.0,4,89.0
0055,RU,2013,83.0,4,95.0
0060,BE,2013,47.0,4,69.0
0060,FZ,2013,136.0,4,138.0
0060,GI,2013,299.0,4,294.0
0060,JZ,2013,26.0,4,25.0
0060,KZ,2013,19.0,4,15.0
0060,LZ,2013,37.0,4,51.0
0060,MN,2013,146.0,4,125.0
0060,OQ,2013,115.0,4,111.0
0060,RU,2013,110.0,4,162.0
1101,BE,2013,223.0,4,218.0
1101,FZ,2013,765.0,4,768.0
1101,GI,2013,1422.0,4,1437.0
1101,JZ,2013,347.0,4,407.0
1101,KZ,2013,102.0,4,113.0
1101,LZ,2013,142.0,4,119.0
1101,MN,2013,1118.0,4,1192.0
1101,OQ,2013,591.0,4,544.0
1101,RU,2013,546.0,4,617.0
1106,BE,2013,148.0,4,145.0
1106,FZ,2013,542.0,4,630.0
1106,GI,2013,1345.0,4,1245.0
1106,JZ,2013,305.0,4,324.0
1106,KZ,2013,134.0,4,129.0
1106,LZ,2013,107.0,4,115.0
1106,MN,2013,892.0,4,899.0
1106,OQ,2013,466.0,4,411.0
1106,RU,2013,443.0,4,514.0
1111,BE,2013,28.0,4,21.0
1111,FZ,2013,93.0,4,81.0
1111,GI,2013,166.0,4,168.0
1111,JZ,2013,37.0,4,55.0
1111,KZ,2013,26.0,4,19.0
1111,LZ,2013,24.0,4,16.0
1111,MN,2013,172.0,4,173.0
1111,OQ,2013,94.0,4,92.0
1111,RU,2013,78.0,4,94.0
2401,BE,2013,68.0,4,86.0
2401,FZ,2013,163.0,4,182.0
2401,GI,2013,409.0,4,407.0
2401,JZ,2013,38.0,4,39.0
2401,KZ,2013,39.0,4,47.0
2401,LZ,2013,38.0,4,52.0
2401,MN,2013,191.0,4,193.0
2401,OQ,2013,159.0,4,140.0
2401,RU,2013,151.0,4,145.0
2406,BE,2013,22.0,4,26.0
2406,FZ,2013,42.0,4,53.0
2406,GI,2013,108.0,4,87.0
2406,JZ,2013,4.0,4,4.0
2406,KZ,2013,10.0,4,8.0
2406,LZ,2013,5.0,4,12.0
2406,MN,2013,48.0,4,57.0
2406,OQ,2013,40.0,4,33.0
2406,RU,2013,20.0,4,40.0
2411,BE,2013,32.0,4,27.0
2411,FZ,2013,68.0,4,72.0
2411,GI,2013,147.0,4,131.0
2411,JZ,2013,8.0,4,12.0
2411,KZ,2013,7.0,4,9.0
2411,LZ,2013,26.0,4,15.0
2411,MN,2013,66.0,4,65.0
2411,OQ,2013,41.0,4,26.0
2411,RU,2013,51.0,4,52.0
2701,BE,2013,16.0,4,17.0
2701,FZ,2013,30.0,4,35.0
2701,GI,2013,83.0,4,77.0
2701,JZ,2013,9.0,4,8.0
2701,KZ,2013,5.0,4,9.0
2701,LZ,2013,12.0,4,10.0
2701,MN,2013,40.0,4,39.0
2701,OQ,2013,38.0,4,39.0
2701,RU,2013,39.0,4,40.0
2706,BE,2013,150.0,4,143.0
2706,FZ,2013,299.0,4,356.0
2706,GI,2013,780.0,4,761.0
2706,JZ,2013,87.0,4,91.0
2706,KZ,2013,99.0,4,107.0
2706,LZ,2013,82.0,4,101.0
2706,MN,2013,402.0,4,441.0
2706,OQ,2013,357.0,4,392.0
2706,RU,2013,283.0,4,317.0
2711,BE,2013,186.0,4,160.0
2711,FZ,2013,375.0,4,449.0
2711,GI,2013,1031.0,4,908.0
2711,JZ,2013,109.0,4,134.0
2711,KZ,2013,125.0,4,80.0
2711,LZ,2013,81.0,4,118.0
2711,MN,2013,586.0,4,620.0
2711,OQ,2013,455.0,4,460.0
2711,RU,2013,364.0,4,378.0
2716,BE,2013,35.0,4,42.0
2716,FZ,2013,67.0,4,63.0
2716,GI,2013,126.0,4,95.0
2716,JZ,2013,7.0,4,10.0
2716,KZ,2013,10.0,4,17.0
2716,LZ,2013,4.0,4,9.0
2716,MN,2013,50.0,4,53.0
2716,OQ,2013,43.0,4,58.0
2716,RU,2013,38.0,4,40.0
2803,BE,2013,30.0,4,31.0
2803,FZ,2013,93.0,4,110.0
2803,GI,2013,138.0,4,177.0
2803,JZ,2013,9.0,4,12.0
2803,KZ,2013,18.0,4,19.0
2803,LZ,2013,13.0,4,17.0
2803,MN,2013,73.0,4,82.0
2803,OQ,2013,43.0,4,40.0
2803,RU,2013,70.0,4,78.0
2808,BE,2013,89.0,4,89.0
2808,FZ,2013,218.0,4,214.0
2808,GI,2013,371.0,4,386.0
2808,JZ,2013,47.0,4,46.0
2808,KZ,2013,44.0,4,51.0
2808,LZ,2013,30.0,4,55.0
2808,MN,2013,244.0,4,261.0
2808,OQ,2013,134.0,4,133.0
2808,RU,2013,160.0,4,194.0
2813,BE,2013,99.0,4,82.0
2813,FZ,2013,187.0,4,225.0
2813,GI,2013,594.0,4,550.0
2813,JZ,2013,59.0,4,56.0
2813,KZ,2013,58.0,4,54.0
2813,LZ,2013,87.0,4,83.0
2813,MN,2013,300.0,4,303.0
2813,OQ,2013,218.0,4,208.0
2813,RU,2013,218.0,4,256.0
2818,BE,2013,15.0,4,26.0
2818,FZ,2013,24.0,4,39.0
2818,GI,2013,79.0,4,89.0
2818,JZ,2013,2.0,4,9.0
2818,KZ,2013,10.0,4,6.0
2818,LZ,2013,12.0,4,12.0
2818,MN,2013,30.0,4,28.0
2818,OQ,2013,22.0,4,15.0
2818,RU,2013,29.0,4,30.0
3204,BE,2013,43.0,4,49.0
3204,FZ,2013,116.0,4,105.0
3204,GI,2013,286.0,4,301.0
3204,JZ,2013,21.0,4,23.0
3204,KZ,2013,26.0,4,17.0
3204,LZ,2013,36.0,4,47.0
3204,MN,2013,114.0,4,121.0
3204,OQ,2013,93.0,4,102.0
3204,RU,2013,103.0,4,114.0
3209,BE,2013,45.0,4,26.0
3209,FZ,2013,68.0,4,115.0
3209,GI,2013,153.0,4,156.0
3209,JZ,2013,18.0,4,17.0
3209,KZ,2013,6.0,4,12.0
3209,LZ,2013,14.0,4,21.0
3209,MN,2013,63.0,4,94.0
3209,OQ,2013,53.0,4,32.0
3209,RU,2013,53.0,4,74.0
3214,BE,2013,54.0,4,51.0
3214,FZ,2013,111.0,4,111.0
3214,GI,2013,225.0,4,168.0
3214,JZ,2013,14.0,4,17.0
3214,KZ,2013,19.0,4,18.0
3214,LZ,2013,10.0,4,24.0
3214,MN,2013,94.0,4,85.0
3214,OQ,2013,64.0,4,70.0
3214,RU,2013,78.0,4,121.0
3219,BE,2013,66.0,4,48.0
3219,FZ,2013,110.0,4,143.0
3219,GI,2013,284.0,4,314.0
3219,JZ,2013,26.0,4,21.0
3219,KZ,2013,38.0,4,30.0
3219,LZ,2013,20.0,4,36.0
3219,MN,2013,123.0,4,154.0
3219,OQ,2013,102.0,4,98.0
3219,RU,2013,110.0,4,131.0
4402,BE,2013,51.0,4,55.0
4402,FZ,2013,96.0,4,82.0
4402,GI,2013,235.0,4,196.0
4402,JZ,2013,20.0,4,20.0
4402,KZ,2013,39.0,4,32.0
4402,LZ,2013,18.0,4,24.0
4402,MN,2013,105.0,4,101.0
4402,OQ,2013,75.0,4,68.0
4402,RU,2013,91.0,4,113.0
4407,BE,2013,127.0,4,105.0
4407,FZ,2013,196.0,4,221.0
4407,GI,2013,471.0,4,412.0
4407,JZ,2013,41.0,4,31.0
4407,KZ,2013,31.0,4,39.0
4407,LZ,2013,38.0,4,50.0
4407,MN,2013,193.0,4,193.0
4407,OQ,2013,99.0,4,124.0
4407,RU,2013,160.0,4,157.0
4412,BE,2013,236.0,4,213.0
4412,FZ,2013,639.0,4,687.0
4412,GI,2013,1213.0,4,1125.0
4412,JZ,2013,191.0,4,178.0
4412,KZ,2013,122.0,4,126.0
4412,LZ,2013,86.0,4,91.0
4412,MN,2013,728.0,4,749.0
4412,OQ,2013,618.0,4,637.0
4412,RU,2013,421.0,4,471.0
4417,BE,2013,60.0,4,58.0
4417,FZ,2013,99.0,4,153.0
4417,GI,2013,200.0,4,214.0
4417,JZ,2013,17.0,4,21.0
4417,KZ,2013,20.0,4,14.0
4417,LZ,2013,13.0,4,12.0
4417,MN,2013,75.0,4,85.0
4417,OQ,2013,68.0,4,73.0
4417,RU,2013,64.0,4,90.0
4422,BE,2013,86.0,4,52.0
4422,FZ,2013,115.0,4,139.0
4422,GI,2013,256.0,4,216.0
4422,JZ,2013,20.0,4,30.0
4422,KZ,2013,20.0,4,15.0
4422,LZ,2013,25.0,4,34.0
4422,MN,2013,103.0,4,87.0
4422,OQ,2013,109.0,4,85.0
4422,RU,2013,91.0,4,92.0
4427,BE,2013,47.0,4,49.0
4427,FZ,2013,114.0,4,91.0
4427,GI,2013,260.0,4,228.0
4427,JZ,2013,14.0,4,17.0
4427,KZ,2013,25.0,4,20.0
4427,LZ,2013,19.0,4,19.0
4427,MN,2013,70.0,4,86.0
4427,OQ,2013,54.0,4,62.0
4427,RU,2013,91.0,4,110.0
5205,BE,2013,26.0,4,26.0
5205,FZ,2013,71.0,4,65.0
5205,GI,2013,93.0,4,110.0
5205,JZ,2013,6.0,4,8.0
5205,KZ,2013,20.0,4,14.0
5205,LZ,2013,25.0,4,17.0
5205,MN,2013,59.0,4,63.0
5205,OQ,2013,33.0,4,34.0
5205,RU,2013,39.0,4,38.0
5210,BE,2013,100.0,4,128.0
5210,FZ,2013,131.0,4,159.0
5210,GI,2013,352.0,4,331.0
5210,JZ,2013,34.0,4,35.0
5210,KZ,2013,53.0,4,36.0
5210,LZ,2013,58.0,4,52.0
5210,MN,2013,222.0,4,217.0
5210,OQ,2013,139.0,4,133.0
5210,RU,2013,115.0,4,149.0
5215,BE,2013,32.0,4,39.0
5215,FZ,2013,70.0,4,62.0
5215,GI,2013,135.0,4,127.0
5215,JZ,2013,11.0,4,13.0
5215,KZ,2013,19.0,4,11.0
5215,LZ,2013,14.0,4,25.0
5215,MN,2013,55.0,4,71.0
5215,OQ,2013,44.0,4,43.0
5215,RU,2013,43.0,4,45.0
5220,BE,2013,62.0,4,44.0
5220,FZ,2013,78.0,4,89.0
5220,GI,2013,247.0,4,197.0
5220,JZ,2013,6.0,4,22.0
5220,KZ,2013,23.0,4,14.0
5220,LZ,2013,28.0,4,31.0
5220,MN,2013,77.0,4,91.0
5220,OQ,2013,46.0,4,66.0
5220,RU,2013,71.0,4,84.0
5304,BE,2013,38.0,4,63.0
5304,FZ,2013,95.0,4,101.0
5304,GI,2013,226.0,4,189.0
5304,JZ,2013,16.0,4,24.0
5304,KZ,2013,27.0,4,28.0
5304,LZ,2013,32.0,4,26.0
5304,MN,2013,131.0,4,113.0
5304,OQ,2013,87.0,4,71.0
5304,RU,2013,63.0,4,100.0
5309,BE,2013,115.0,4,104.0
5309,FZ,2013,237.0,4,260.0
5309,GI,2013,375.0,4,399.0
5309,JZ,2013,52.0,4,53.0
5309,KZ,2013,68.0,4,48.0
5309,LZ,2013,66.0,4,74.0
5309,MN,2013,288.0,4,299.0
5309,OQ,2013,235.0,4,254.0
5309,RU,2013,178.0,4,204.0
5314,BE,2013,27.0,4,41.0
5314,FZ,2013,46.0,4,55.0
5314,GI,2013,94.0,4,106.0
5314,JZ,2013,11.0,4,14.0
5314,KZ,2013,5.0,4,6.0
5314,LZ,2013,13.0,4,11.0
5314,MN,2013,71.0,4,45.0
5314,OQ,2013,64.0,4,55.0
5314,RU,2013,41.0,4,58.0
5319,BE,2013,76.0,4,49.0
5319,FZ,2013,54.0,4,58.0
5319,GI,2013,163.0,4,177.0
5319,JZ,2013,16.0,4,15.0
5319,KZ,2013,44.0,4,25.0
5319,LZ,2013,26.0,4,26.0
5319,MN,2013,76.0,4,75.0
5319,OQ,2013,58.0,4,71.0
5319,RU,2013,61.0,4,49.0
7505,BE,2013,680.0,4,722.0
7505,FZ,2013,2044.0,4,1873.0
7505,GI,2013,3485.0,4,3331.0
7505,JZ,2013,659.0,4,625.0
7505,KZ,2013,453.0,4,377.0
7505,LZ,2013,420.0,4,465.0
7505,MN,2013,2801.0,4,2647.0
7505,OQ,2013,1790.0,4,1521.0
7505,RU,2013,1479.0,4,1445.0
7510,BE,2013,144.0,4,163.0
7510,FZ,2013,250.0,4,254.0
7510,GI,2013,449.0,4,470.0
7510,JZ,2013,42.0,4,31.0
7510,KZ,2013,35.0,4,32.0
7510,LZ,2013,73.0,4,72.0
7510,MN,2013,243.0,4,251.0
7510,OQ,2013,173.0,4,203.0
7510,RU,2013,175.0,4,187.0
7515,BE,2013,70.0,4,52.0
7515,FZ,2013,131.0,4,117.0
7515,GI,2013,252.0,4,285.0
7515,JZ,2013,11.0,4,11.0
7515,KZ,2013,18.0,4,11.0
7515,LZ,2013,22.0,4,21.0
7515,MN,2013,100.0,4,98.0
7515,OQ,2013,88.0,4,77.0
7515,RU,2013,88.0,4,115.0
7520,BE,2013,175.0,4,140.0
7520,FZ,2013,195.0,4,182.0
7520,GI,2013,467.0,4,402.0
7520,JZ,2013,44.0,4,57.0
7520,KZ,2013,39.0,4,46.0
7520,LZ,2013,40.0,4,47.0
7520,MN,2013,236.0,4,232.0
7520,OQ,2013,164.0,4,163.0
7520,RU,2013,157.0,4,189.0
7525,BE,2013,39.0,4,47.0
7525,FZ,2013,102.0,4,117.0
7525,GI,2013,199.0,4,206.0
7525,JZ,2013,16.0,4,16.0
7525,KZ,2013,16.0,4,18.0
7525,LZ,2013,18.0,4,16.0
7525,MN,2013,93.0,4,98.0
7525,OQ,2013,94.0,4,84.0
7525,RU,2013,82.0,4,112.0
7530,BE,2013,57.0,4,36.0
7530,FZ,2013,52.0,4,36.0
7530,GI,2013,159.0,4,113.0
7530,JZ,2013,9.0,4,17.0
7530,KZ,2013,11.0,4,20.0
7530,LZ,2013,16.0,4,11.0
7530,MN,2013,47.0,4,40.0
7530,OQ,2013,35.0,4,34.0
7530,RU,2013,41.0,4,47.0
7603,BE,2013,146.0,4,181.0
7603,FZ,2013,319.0,4,405.0
7603,GI,2013,624.0,4,670.0
7603,JZ,2013,47.0,4,44.0
7603,KZ,2013,40.0,4,36.0
7603,LZ,2013,31.0,4,41.0
7603,MN,2013,248.0,4,280.0
7603,OQ,2013,178.0,4,226.0
7603,RU,2013,209.0,4,260.0
7608,BE,2013,167.0,4,153.0
7608,FZ,2013,278.0,4,300.0
7608,GI,2013,658.0,4,592.0
7608,JZ,2013,34.0,4,50.0
7608,KZ,2013,40.0,4,35.0
7608,LZ,2013,33.0,4,71.0
7608,MN,2013,254.0,4,280.0
7608,OQ,2013,266.0,4,167.0
7608,RU,2013,197.0,4,242.0
7613,BE,2013,83.0,4,71.0
7613,FZ,2013,55.0,4,78.0
7613,GI,2013,149.0,4,148.0
7613,JZ,2013,11.0,4,13.0
7613,KZ,2013,9.0,4,11.0
7613,LZ,2013,19.0,4,14.0
7613,MN,2013,53.0,4,64.0
7613,OQ,2013,58.0,4,75.0
7613,RU,2013,52.0,4,75.0
7618,BE,2013,339.0,4,283.0
7618,FZ,2013,773.0,4,843.0
7618,GI,2013,1234.0,4,1154.0
7618,JZ,2013,109.0,4,149.0
7618,KZ,2013,122.0,4,83.0
7618,LZ,2013,93.0,4,104.0
7618,MN,2013,679.0,4,706.0
7618,OQ,2013,461.0,4,499.0
7618,RU,2013,417.0,4,439.0
7623,BE,2013,57.0,4,60.0
7623,FZ,2013,223.0,4,211.0
7623,GI,2013,410.0,4,445.0
7623,JZ,2013,30.0,4,31.0
7623,KZ,2013,28.0,4,20.0
7623,LZ,2013,34.0,4,42.0
7623,MN,2013,173.0,4,215.0
7623,OQ,2013,137.0,4,135.0
7623,RU,2013,127.0,4,165.0
8403,BE,2013,137.0,4,127.0
8403,FZ,2013,75.0,4,80.0
8403,GI,2013,143.0,4,153.0
8403,JZ,2013,15.0,4,8.0
8403,KZ,2013,17.0,4,18.0
8403,LZ,2013,16.0,4,23.0
8403,MN,2013,67.0,4,76.0
8403,OQ,2013,63.0,4,70.0
8403,RU,2013,42.0,4,57.0
8408,BE,2013,224.0,4,215.0
8408,FZ,2013,586.0,4,561.0
8408,GI,2013,1003.0,4,913.0
8408,JZ,2013,144.0,4,156.0
8408,KZ,2013,144.0,4,109.0
8408,LZ,2013,96.0,4,125.0
8408,MN,2013,678.0,4,663.0
8408,OQ,2013,548.0,4,500.0
8408,RU,2013,420.0,4,507.0
8413,BE,2013,77.0,4,69.0
8413,FZ,2013,211.0,4,241.0
8413,GI,2013,573.0,4,584.0
8413,JZ,2013,30.0,4,43.0
8413,KZ,2013,38.0,4,37.0
8413,LZ,2013,101.0,4,88.0
8413,MN,2013,257.0,4,312.0
8413,OQ,2013,378.0,4,365.0
8413,RU,2013,153.0,4,198.0
8418,BE,2013,32.0,4,37.0
8418,FZ,2013,125.0,4,124.0
8418,GI,2013,234.0,4,196.0
8418,JZ,2013,30.0,4,38.0
8418,KZ,2013,12.0,4,15.0
8418,LZ,2013,59.0,4,74.0
8418,MN,2013,232.0,4,229.0
8418,OQ,2013,193.0,4,198.0
8418,RU,2013,125.0,4,159.0
8423,BE,2013,118.0,4,94.0
8423,FZ,2013,94.0,4,111.0
8423,GI,2013,289.0,4,263.0
8423,JZ,2013,12.0,4,15.0
8423,KZ,2013,18.0,4,14.0
8423,LZ,2013,14.0,4,20.0
8423,MN,2013,90.0,4,96.0
8423,OQ,2013,71.0,4,81.0
8423,RU,2013,71.0,4,110.0
8428,BE,2013,251.0,4,271.0
8428,FZ,2013,708.0,4,729.0
8428,GI,2013,1258.0,4,1167.0
8428,JZ,2013,124.0,4,146.0
8428,KZ,2013,184.0,4,182.0
8428,LZ,2013,214.0,4,198.0
8428,MN,2013,677.0,4,716.0
8428,OQ,2013,526.0,4,584.0
8428,RU,2013,468.0,4,500.0
8433,BE,2013,150.0,4,145.0
8433,FZ,2013,446.0,4,444.0
8433,GI,2013,581.0,4,592.0
8433,JZ,2013,45.0,4,47.0
8433,KZ,2013,49.0,4,56.0
8433,LZ,2013,74.0,4,54.0
8433,MN,2013,301.0,4,277.0
8433,OQ,2013,238.0,4,223.0
8433,RU,2013,225.0,4,226.0
9303,BE,2013,122.0,4,137.0
9303,FZ,2013,308.0,4,349.0
9303,GI,2013,503.0,4,523.0
9303,JZ,2013,38.0,4,60.0
9303,KZ,2013,30.0,4,32.0
9303,LZ,2013,39.0,4,29.0
9303,MN,2013,231.0,4,280.0
9303,OQ,2013,164.0,4,147.0
9303,RU,2013,193.0,4,239.0
9308,BE,2013,71.0,4,89.0
9308,FZ,2013,309.0,4,362.0
9308,GI,2013,430.0,4,442.0
9308,JZ,2013,26.0,4,33.0
9308,KZ,2013,19.0,4,32.0
9308,LZ,2013,28.0,4,56.0
9308,MN,2013,254.0,4,233.0
9308,OQ,2013,124.0,4,120.0
9308,RU,2013,179.0,4,193.0
9313,BE,2013,311.0,4,348.0
9313,FZ,2013,517.0,4,554.0
9313,GI,2013,944.0,4,946.0
9313,JZ,2013,77.0,4,91.0
9313,KZ,2013,71.0,4,49.0
9313,LZ,2013,85.0,4,83.0
9313,MN,2013,512.0,4,525.0
9313,OQ,2013,354.0,4,371.0
9313,RU,2013,343.0,4,366.0
9318,BE,2013,268.0,4,345.0
9318,FZ,2013,1212.0,4,1364.0
9318,GI,2013,2123.0,4,2059.0
9318,JZ,2013,201.0,4,220.0
9318,KZ,2013,152.0,4,149.0
9318,LZ,2013,202.0,4,250.0
9318,MN,2013,1183.0,4,1195.0
9318,OQ,2013,770.0,4,875.0
9318,RU,2013,731.0,4,900.0
0051,BE,2014,59.0,0,54.0
0051,FZ,2014,125.0,0,147.0
0051,GI,2014,216.0,0,240.0
0051,JZ,2014,11.0,0,29.0
0051,KZ,2014,32.0,0,21.0
0051,LZ,2014,25.0,0,17.0
0051,MN,2014,102.0,0,81.0
0051,OQ,2014,81.0,0,77.0
0051,RU,2014,90.0,0,89.0
0056,BE,2014,54.0,0,30.0
0056,FZ,2014,75.0,0,83.0
0056,GI,2014,187.0,0,180.0
0056,JZ,2014,8.0,0,7.0
0056,KZ,2014,10.0,0,21.0
0056,LZ,2014,13.0,0,9.0
0056,MN,2014,62.0,0,73.0
0056,OQ,2014,55.0,0,42.0
0056,RU,2014,46.0,0,50.0
0061,BE,2014,31.0,0,34.0
0061,FZ,2014,62.0,0,61.0
0061,GI,2014,148.0,0,118.0
0061,JZ,2014,13.0,0,14.0
0061,KZ,2014,14.0,0,18.0
0061,LZ,2014,10.0,0,11.0
0061,MN,2014,65.0,0,81.0
0061,OQ,2014,43.0,0,35.0
0061,RU,2014,58.0,0,44.0
1102,BE,2014,42.0,0,36.0
1102,FZ,2014,102.0,0,121.0
1102,GI,2014,177.0,0,183.0
1102,JZ,2014,23.0,0,14.0
1102,KZ,2014,11.0,0,14.0
1102,LZ,2014,17.0,0,10.0
1102,MN,2014,102.0,0,114.0
1102,OQ,2014,60.0,0,68.0
1102,RU,2014,69.0,0,84.0
1107,BE,2014,84.0,0,66.0
1107,FZ,2014,290.0,0,272.0
1107,GI,2014,555.0,0,529.0
1107,JZ,2014,64.0,0,63.0
1107,KZ,2014,36.0,0,45.0
1107,LZ,2014,38.0,0,38.0
1107,MN,2014,309.0,0,307.0
1107,OQ,2014,158.0,0,154.0
1107,RU,2014,197.0,0,191.0
1112,BE,2014,313.0,0,258.0
1112,FZ,2014,1552.0,0,1548.0
1112,GI,2014,3225.0,0,3048.0
1112,JZ,2014,406.0,0,412.0
1112,KZ,2014,141.0,0,130.0
1112,LZ,2014,162.0,0,134.0
1112,MN,2014,1580.0,0,1423.0
1112,OQ,2014,663.0,0,653.0
1112,RU,2014,658.0,0,610.0
2402,BE,2014,114.0,0,98.0
2402,FZ,2014,192.0,0,168.0
2402,GI,2014,425.0,0,447.0
2402,JZ,2014,26.0,0,36.0
2402,KZ,2014,41.0,0,41.0
2402,LZ,2014,57.0,0,48.0
2402,MN,2014,213.0,0,180.0
2402,OQ,2014,133.0,0,147.0
2402,RU,2014,172.0,0,118.0
2407,BE,2014,30.0,0,28.0
2407,FZ,2014,72.0,0,56.0
2407,GI,2014,175.0,0,165.0
2407,JZ,2014,5.0,0,18.0
2407,KZ,2014,19.0,0,10.0
2407,LZ,2014,16.0,0,15.0
2407,MN,2014,77.0,0,90.0
2407,OQ,2014,56.0,0,52.0
2407,RU,2014,67.0,0,80.0
2412,BE,2014,48.0,0,37.0
2412,FZ,2014,96.0,0,103.0
2412,GI,2014,253.0,0,217.0
2412,JZ,2014,4.0,0,12.0
2412,KZ,2014,17.0,0,30.0
2412,LZ,2014,21.0,0,25.0
2412,MN,2014,67.0,0,74.0
2412,OQ,2014,49.0,0,63.0
2412,RU,2014,71.0,0,64.0
2702,BE,2014,99.0,0,69.0
2702,FZ,2014,142.0,0,168.0
2702,GI,2014,513.0,0,465.0
2702,JZ,2014,26.0,0,30.0
2702,KZ,2014,57.0,0,57.0
2702,LZ,2014,42.0,0,34.0
2702,MN,2014,181.0,0,240.0
2702,OQ,2014,145.0,0,143.0
2702,RU,2014,142.0,0,133.0
2707,BE,2014,80.0,0,70.0
2707,FZ,2014,121.0,0,145.0
