relation_family,decision_year,source_sector,target_sector,source_label,target_label,weight,p_value,n_zones,bh_rejected,sign_stability,r2_stable
precedence_cross,2018,OQ,BE,"Public administration, education, health",Industry,0.076469,0.20306102,280,False,,
precedence_cross,2018,OQ,FZ,"Public administration, education, health",Construction,0.044171,0.46276549,280,False,,
precedence_cross,2018,OQ,GI,"Public administration, education, health","Trade, transport, hospitality",0.082306,0.17054188,280,False,,
precedence_cross,2018,OQ,JZ,"Public administration, education, health",Information and communication,-0.026729,0.65692368,280,False,,
precedence_cross,2018,OQ,KZ,"Public administration, education, health",Finance and insurance,0.060035,0.31800079,280,False,,
precedence_cross,2018,OQ,LZ,"Public administration, education, health",Real estate,-0.051737,0.38962903,280,False,,
precedence_cross,2018,OQ,MN,"Public administration, education, health",Professional and administrative services,0.169201,0.00453578,280,False,,
precedence_cross,2018,OQ,OQ,"Public administration, education, health","Public administration, education, health",0.040948,0.49608268,280,False,,
precedence_cross,2018,OQ,RU,"Public administration, education, health",Other services,0.063187,0.29319148,280,False,,
precedence_cross,2018,RU,BE,Other services,Industry,0.056118,0.3506705,280,False,,
precedence_cross,2018,RU,FZ,Other services,Construction,-0.020173,0.73748315,280,False,,
precedence_cross,2018,RU,GI,Other services,"Trade, transport, hospitality",0.024385,0.68533104,280,False,,
precedence_cross,2018,RU,JZ,Other services,Information and communication,0.069393,0.24821438,280,False,,
precedence_cross,2018,RU,KZ,Other services,Finance and insurance,0.018269,0.76148086,280,False,,
precedence_cross,2018,RU,LZ,Other services,Real estate,-0.120337,0.04454613,280,False,,
precedence_cross,2018,RU,MN,Other services,Professional and administrative services,0.114266,0.05656526,280,False,,
precedence_cross,2018,RU,OQ,Other services,"Public administration, education, health",0.127601,0.03304898,280,False,,
precedence_cross,2018,RU,RU,Other services,Other services,0.062139,0.30129302,280,False,,
precedence_cross,2019,BE,BE,Industry,Industry,0.191908,0.00124556,280,True,1.0,True
precedence_cross,2019,BE,FZ,Industry,Construction,0.032995,0.58344435,280,False,,
precedence_cross,2019,BE,GI,Industry,"Trade, transport, hospitality",-0.012548,0.83486254,280,False,,
precedence_cross,2019,BE,JZ,Industry,Information and communication,0.052645,0.38135016,280,False,,
precedence_cross,2019,BE,KZ,Industry,Finance and insurance,0.090358,0.13226251,280,False,,
precedence_cross,2019,BE,LZ,Industry,Real estate,0.001282,0.98301154,280,False,,
precedence_cross,2019,BE,MN,Industry,Professional and administrative services,0.064159,0.28580829,280,False,,
precedence_cross,2019,BE,OQ,Industry,"Public administration, education, health",-0.05271,0.38076138,280,False,,
precedence_cross,2019,BE,RU,Industry,Other services,0.02636,0.66136477,280,False,,
precedence_cross,2019,FZ,BE,Construction,Industry,-0.056343,0.34874575,280,False,,
precedence_cross,2019,FZ,FZ,Construction,Construction,-0.036672,0.54218209,280,False,,
precedence_cross,2019,FZ,GI,Construction,"Trade, transport, hospitality",-0.047253,0.43209769,280,False,,
precedence_cross,2019,FZ,JZ,Construction,Information and communication,-0.09925,0.09806542,280,False,,
precedence_cross,2019,FZ,KZ,Construction,Finance and insurance,-0.121857,0.04189566,280,False,,
precedence_cross,2019,FZ,LZ,Construction,Real estate,0.121302,0.04284821,280,False,,
precedence_cross,2019,FZ,MN,Construction,Professional and administrative services,0.015655,0.79479157,280,False,,
precedence_cross,2019,FZ,OQ,Construction,"Public administration, education, health",0.107017,0.07430414,280,False,,
precedence_cross,2019,FZ,RU,Construction,Other services,0.042271,0.48225687,280,False,,
precedence_cross,2019,GI,BE,"Trade, transport, hospitality",Industry,-0.049866,0.40703224,280,False,,
precedence_cross,2019,GI,FZ,"Trade, transport, hospitality",Construction,-0.050897,0.39739169,280,False,,
precedence_cross,2019,GI,GI,"Trade, transport, hospitality","Trade, transport, hospitality",0.056977,0.34333502,280,False,,
precedence_cross,2019,GI,JZ,"Trade, transport, hospitality",Information and communication,-0.011175,0.85270869,280,False,,
precedence_cross,2019,GI,KZ,"Trade, transport, hospitality",Finance and insurance,-0.087903,0.14315657,280,False,,
precedence_cross,2019,GI,LZ,"Trade, transport, hospitality",Real estate,0.031574,0.5997804,280,False,,
precedence_cross,2019,GI,MN,"Trade, transport, hospitality",Professional and administrative services,-0.121788,0.04201417,280,False,,
precedence_cross,2019,GI,OQ,"Trade, transport, hospitality","Public administration, education, health",-0.021992,0.71479468,280,False,,
precedence_cross,2019,GI,RU,"Trade, transport, hospitality",Other services,-0.051885,0.38827607,280,False,,
precedence_cross,2019,JZ,BE,Information and communication,Industry,-0.109714,0.0672399,280,False,,
precedence_cross,2019,JZ,FZ,Information and communication,Construction,-0.14899,0.01263948,280,False,,
precedence_cross,2019,JZ,GI,Information and communication,"Trade, transport, hospitality",0.028969,0.63023197,280,False,,
precedence_cross,2019,JZ,JZ,Information and communication,Information and communication,-0.000527,0.9930123,280,False,,
precedence_cross,2019,JZ,KZ,Information and communication,Finance and insurance,0.019869,0.74129724,280,False,,
precedence_cross,2019,JZ,LZ,Information and communication,Real estate,-0.076189,0.20472519,280,False,,
precedence_cross,2019,JZ,MN,Information and communication,Professional and administrative services,-0.073306,0.22244924,280,False,,
precedence_cross,2019,JZ,OQ,Information and communication,"Public administration, education, health",-0.00605,0.91994249,280,False,,
precedence_cross,2019,JZ,RU,Information and communication,Other services,-0.056904,0.34395611,280,False,,
precedence_cross,2019,KZ,BE,Finance and insurance,Industry,0.05861,0.32965192,280,False,,
precedence_cross,2019,KZ,FZ,Finance and insurance,Construction,-0.056875,0.34420314,280,False,,
precedence_cross,2019,KZ,GI,Finance and insurance,"Trade, transport, hospitality",0.038051,0.52708702,280,False,,
precedence_cross,2019,KZ,JZ,Finance and insurance,Information and communication,0.011649,0.84654374,280,False,,
precedence_cross,2019,KZ,KZ,Finance and insurance,Finance and insurance,0.054892,0.3613238,280,False,,
precedence_cross,2019,KZ,LZ,Finance and insurance,Real estate,-0.012109,0.84056259,280,False,,
precedence_cross,2019,KZ,MN,Finance and insurance,Professional and administrative services,0.015755,0.79350989,280,False,,
precedence_cross,2019,KZ,OQ,Finance and insurance,"Public administration, education, health",-0.11004,0.0664227,280,False,,
precedence_cross,2019,KZ,RU,Finance and insurance,Other services,0.0116,0.84717808,280,False,,
precedence_cross,2019,LZ,BE,Real estate,Industry,0.001528,0.97974551,280,False,,
precedence_cross,2019,LZ,FZ,Real estate,Construction,-0.083296,0.16543402,280,False,,
precedence_cross,2019,LZ,GI,Real estate,"Trade, transport, hospitality",-0.061856,0.30350482,280,False,,
precedence_cross,2019,LZ,JZ,Real estate,Information and communication,0.061031,0.31001785,280,False,,
precedence_cross,2019,LZ,KZ,Real estate,Finance and insurance,0.145182,0.01513623,280,False,,
precedence_cross,2019,LZ,LZ,Real estate,Real estate,0.215194,0.0002814,280,True,1.0,True
precedence_cross,2019,LZ,MN,Real estate,Professional and administrative services,0.068197,0.25648362,280,False,,
precedence_cross,2019,LZ,OQ,Real estate,"Public administration, education, health",0.051273,0.39390138,280,False,,
precedence_cross,2019,LZ,RU,Real estate,Other services,-0.023846,0.69193133,280,False,,
precedence_cross,2019,MN,BE,Professional and administrative services,Industry,-0.049003,0.41521598,280,False,,
precedence_cross,2019,MN,FZ,Professional and administrative services,Construction,-0.09249,0.12332714,280,False,,
precedence_cross,2019,MN,GI,Professional and administrative services,"Trade, transport, hospitality",-0.001611,0.97864387,280,False,,
precedence_cross,2019,MN,JZ,Professional and administrative services,Information and communication,-0.012448,0.83615284,280,False,,
precedence_cross,2019,MN,KZ,Professional and administrative services,Finance and insurance,0.139671,0.01950875,280,False,,
precedence_cross,2019,MN,LZ,Professional and administrative services,Real estate,0.028652,0.63398034,280,False,,
precedence_cross,2019,MN,MN,Professional and administrative services,Professional and administrative services,0.021076,0.72619725,280,False,,
precedence_cross,2019,MN,OQ,Professional and administrative services,"Public administration, education, health",-0.024159,0.68809694,280,False,,
precedence_cross,2019,MN,RU,Professional and administrative services,Other services,-0.086623,0.14910405,280,False,,
precedence_cross,2019,OQ,BE,"Public administration, education, health",Industry,0.103531,0.08431603,280,False,,
precedence_cross,2019,OQ,FZ,"Public administration, education, health",Construction,0.00201,0.97336202,280,False,,
precedence_cross,2019,OQ,GI,"Public administration, education, health","Trade, transport, hospitality",0.018067,0.76403932,280,False,,
precedence_cross,2019,OQ,JZ,"Public administration, education, health",Information and communication,-0.021363,0.72261129,280,False,,
precedence_cross,2019,OQ,KZ,"Public administration, education, health",Finance and insurance,0.046114,0.44329464,280,False,,
precedence_cross,2019,OQ,LZ,"Public administration, education, health",Real estate,-0.0747,0.21374905,280,False,,
precedence_cross,2019,OQ,MN,"Public administration, education, health",Professional and administrative services,-0.104239,0.08220093,280,False,,
precedence_cross,2019,OQ,OQ,"Public administration, education, health","Public administration, education, health",0.023604,0.69489959,280,False,,
precedence_cross,2019,OQ,RU,"Public administration, education, health",Other services,-0.088175,0.14191557,280,False,,
precedence_cross,2019,RU,BE,Other services,Industry,0.115786,0.05332978,280,False,,
precedence_cross,2019,RU,FZ,Other services,Construction,0.080051,0.1826105,280,False,,
precedence_cross,2019,RU,GI,Other services,"Trade, transport, hospitality",0.034778,0.5632609,280,False,,
precedence_cross,2019,RU,JZ,Other services,Information and communication,-0.015353,0.79865384,280,False,,
precedence_cross,2019,RU,KZ,Other services,Finance and insurance,0.199807,0.00076625,280,True,1.0,True
precedence_cross,2019,RU,LZ,Other services,Real estate,-0.104321,0.08195747,280,False,,
precedence_cross,2019,RU,MN,Other services,Professional and administrative services,0.080458,0.18038562,280,False,,
precedence_cross,2019,RU,OQ,Other services,"Public administration, education, health",-0.120115,0.0449441,280,False,,
precedence_cross,2019,RU,RU,Other services,Other services,0.070039,0.24382211,280,False,,
precedence_cross,2020,BE,BE,Industry,Industry,-0.036081,0.54872216,280,False,,
precedence_cross,2020,BE,FZ,Industry,Construction,-0.047361,0.43103968,280,False,,
precedence_cross,2020,BE,GI,Industry,"Trade, transport, hospitality",0.006385,0.91552331,280,False,,
precedence_cross,2020,BE,JZ,Industry,Information and communication,-0.037416,0.53401418,280,False,,
precedence_cross,2020,BE,KZ,Industry,Finance and insurance,0.091978,0.1254258,280,False,,
precedence_cross,2020,BE,LZ,Industry,Real estate,0.004028,0.94664324,280,False,,
precedence_cross,2020,BE,MN,Industry,Professional and administrative services,-0.034078,0.57114852,280,False,,
precedence_cross,2020,BE,OQ,Industry,"Public administration, education, health",-0.090996,0.12953526,280,False,,
precedence_cross,2020,BE,RU,Industry,Other services,0.049726,0.40835879,280,False,,
precedence_cross,2020,FZ,BE,Construction,Industry,-0.21096,0.00037347,280,True,1.0,True
precedence_cross,2020,FZ,FZ,Construction,Construction,0.031755,0.59768411,280,False,,
precedence_cross,2020,FZ,GI,Construction,"Trade, transport, hospitality",0.027337,0.64963592,280,False,,
precedence_cross,2020,FZ,JZ,Construction,Information and communication,0.157983,0.00812616,280,False,,
precedence_cross,2020,FZ,KZ,Construction,Finance and insurance,-0.032735,0.5864232,280,False,,
precedence_cross,2020,FZ,LZ,Construction,Real estate,0.029848,0.61988607,280,False,,
precedence_cross,2020,FZ,MN,Construction,Professional and administrative services,0.067999,0.25787635,280,False,,
precedence_cross,2020,FZ,OQ,Construction,"Public administration, education, health",0.027898,0.64293359,280,False,,
precedence_cross,2020,FZ,RU,Construction,Other services,0.066391,0.26933296,280,False,,
precedence_cross,2020,GI,BE,"Trade, transport, hospitality",Industry,-0.0871,0.14686732,280,False,,
precedence_cross,2020,GI,FZ,"Trade, transport, hospitality",Construction,0.103059,0.08575092,280,False,,
precedence_cross,2020,GI,GI,"Trade, transport, hospitality","Trade, transport, hospitality",0.190699,0.00133942,280,True,1.0,True
precedence_cross,2020,GI,JZ,"Trade, transport, hospitality",Information and communication,0.003474,0.95397341,280,False,,
precedence_cross,2020,GI,KZ,"Trade, transport, hospitality",Finance and insurance,0.050823,0.39807273,280,False,,
precedence_cross,2020,GI,LZ,"Trade, transport, hospitality",Real estate,0.002107,0.9720792,280,False,,
precedence_cross,2020,GI,MN,"Trade, transport, hospitality",Professional and administrative services,0.050147,0.40438962,280,False,,
precedence_cross,2020,GI,OQ,"Trade, transport, hospitality","Public administration, education, health",-0.147871,0.01333247,280,False,,
precedence_cross,2020,GI,RU,"Trade, transport, hospitality",Other services,-0.006899,0.90875107,280,False,,
precedence_cross,2020,JZ,BE,Information and communication,Industry,0.059362,0.32346992,280,False,,
precedence_cross,2020,JZ,FZ,Information and communication,Construction,0.09233,0.12398081,280,False,,
precedence_cross,2020,JZ,GI,Information and communication,"Trade, transport, hospitality",-0.066731,0.26688638,280,False,,
precedence_cross,2020,JZ,JZ,Information and communication,Information and communication,0.099633,0.09676637,280,False,,
precedence_cross,2020,JZ,KZ,Information and communication,Finance and insurance,0.06712,0.26409748,280,False,,
precedence_cross,2020,JZ,LZ,Information and communication,Real estate,-0.047681,0.42793568,280,False,,
precedence_cross,2020,JZ,MN,Information and communication,Professional and administrative services,0.109938,0.06667721,280,False,,
precedence_cross,2020,JZ,OQ,Information and communication,"Public administration, education, health",-0.018268,0.76148514,280,False,,
precedence_cross,2020,JZ,RU,Information and communication,Other services,0.003787,0.94983181,280,False,,
precedence_cross,2020,KZ,BE,Finance and insurance,Industry,-0.061725,0.30453491,280,False,,
precedence_cross,2020,KZ,FZ,Finance and insurance,Construction,-0.056579,0.34672331,280,False,,
precedence_cross,2020,KZ,GI,Finance and insurance,"Trade, transport, hospitality",-0.016181,0.78805032,280,False,,
precedence_cross,2020,KZ,JZ,Finance and insurance,Information and communication,-0.05032,0.40276633,280,False,,
precedence_cross,2020,KZ,KZ,Finance and insurance,Finance and insurance,0.028145,0.64000151,280,False,,
precedence_cross,2020,KZ,LZ,Finance and insurance,Real estate,-0.122708,0.04047214,280,False,,
precedence_cross,2020,KZ,MN,Finance and insurance,Professional and administrative services,0.001686,0.97765787,280,False,,
precedence_cross,2020,KZ,OQ,Finance and insurance,"Public administration, education, health",-0.037786,0.52997096,280,False,,
precedence_cross,2020,KZ,RU,Finance and insurance,Other services,-0.074606,0.21432768,280,False,,
precedence_cross,2020,LZ,BE,Real estate,Industry,-0.153544,0.01013463,280,False,,
precedence_cross,2020,LZ,FZ,Real estate,Construction,-0.025931,0.66654881,280,False,,
precedence_cross,2020,LZ,GI,Real estate,"Trade, transport, hospitality",-0.00057,0.99244051,280,False,,
precedence_cross,2020,LZ,JZ,Real estate,Information and communication,-0.017462,0.77171577,280,False,,
precedence_cross,2020,LZ,KZ,Real estate,Finance and insurance,0.016891,0.77898564,280,False,,
precedence_cross,2020,LZ,LZ,Real estate,Real estate,0.111952,0.06180106,280,False,,
precedence_cross,2020,LZ,MN,Real estate,Professional and administrative services,-0.07061,0.2399908,280,False,,
precedence_cross,2020,LZ,OQ,Real estate,"Public administration, education, health",0.005115,0.93227812,280,False,,
precedence_cross,2020,LZ,RU,Real estate,Other services,-0.11636,0.05214797,280,False,,
precedence_cross,2020,MN,BE,Professional and administrative services,Industry,0.060205,0.31662657,280,False,,
precedence_cross,2020,MN,FZ,Professional and administrative services,Construction,0.011075,0.8540138,280,False,,
precedence_cross,2020,MN,GI,Professional and administrative services,"Trade, transport, hospitality",-0.079653,0.18480536,280,False,,
precedence_cross,2020,MN,JZ,Professional and administrative services,Information and communication,0.057669,0.33749276,280,False,,
precedence_cross,2020,MN,KZ,Professional and administrative services,Finance and insurance,0.062195,0.30085376,280,False,,
precedence_cross,2020,MN,LZ,Professional and administrative services,Real estate,-0.048078,0.42409277,280,False,,
precedence_cross,2020,MN,MN,Professional and administrative services,Professional and administrative services,0.127773,0.03281049,280,False,,
precedence_cross,2020,MN,OQ,Professional and administrative services,"Public administration, education, health",0.063979,0.28716839,280,False,,
precedence_cross,2020,MN,RU,Professional and administrative services,Other services,-0.001466,0.98057306,280,False,,
precedence_cross,2020,OQ,BE,"Public administration, education, health",Industry,0.131347,0.02817895,280,False,,
precedence_cross,2020,OQ,FZ,"Public administration, education, health",Construction,0.165432,0.00553974,280,False,,
precedence_cross,2020,OQ,GI,"Public administration, education, health","Trade, transport, hospitality",0.133142,0.02607197,280,False,,
precedence_cross,2020,OQ,JZ,"Public administration, education, health",Information and communication,-0.097478,0.10425091,280,False,,
precedence_cross,2020,OQ,KZ,"Public administration, education, health",Finance and insurance,-0.001177,0.98439494,280,False,,
precedence_cross,2020,OQ,LZ,"Public administration, education, health",Real estate,0.068465,0.25461602,280,False,,
precedence_cross,2020,OQ,MN,"Public administration, education, health",Professional and administrative services,0.029771,0.620781,280,False,,
precedence_cross,2020,OQ,OQ,"Public administration, education, health","Public administration, education, health",0.011966,0.84241246,280,False,,
precedence_cross,2020,OQ,RU,"Public administration, education, health",Other services,0.039508,0.51137877,280,False,,
precedence_cross,2020,RU,BE,Other services,Industry,0.040812,0.49752129,280,False,,
precedence_cross,2020,RU,FZ,Other services,Construction,0.063731,0.2890438,280,False,,
precedence_cross,2020,RU,GI,Other services,"Trade, transport, hospitality",-0.033267,0.58034342,280,False,,
precedence_cross,2020,RU,JZ,Other services,Information and communication,0.010657,0.85946832,280,False,,
precedence_cross,2020,RU,KZ,Other services,Finance and insurance,0.041195,0.493485,280,False,,
precedence_cross,2020,RU,LZ,Other services,Real estate,0.160325,0.00721614,280,False,,
precedence_cross,2020,RU,MN,Other services,Professional and administrative services,0.124056,0.03829898,280,False,,
precedence_cross,2020,RU,OQ,Other services,"Public administration, education, health",-0.004117,0.94546701,280,False,,
precedence_cross,2020,RU,RU,Other services,Other services,0.06023,0.31642826,280,False,,
precedence_cross,2021,BE,BE,Industry,Industry,-0.009482,0.87482322,280,False,,
precedence_cross,2021,BE,FZ,Industry,Construction,0.108448,0.07048506,280,False,,
precedence_cross,2021,BE,GI,Industry,"Trade, transport, hospitality",0.032167,0.59294263,280,False,,
precedence_cross,2021,BE,JZ,Industry,Information and communication,0.007338,0.90296718,280,False,,
precedence_cross,2021,BE,KZ,Industry,Finance and insurance,-0.041074,0.49475975,280,False,,
precedence_cross,2021,BE,LZ,Industry,Real estate,0.031309,0.60284746,280,False,,
precedence_cross,2021,BE,MN,Industry,Professional and administrative services,0.005184,0.93136211,280,False,,
precedence_cross,2021,BE,OQ,Industry,"Public administration, education, health",-0.196344,0.00095039,280,True,1.0,True
precedence_cross,2021,BE,RU,Industry,Other services,-0.014465,0.81007532,280,False,,
precedence_cross,2021,FZ,BE,Construction,Industry,-0.032679,0.58706062,280,False,,
precedence_cross,2021,FZ,FZ,Construction,Construction,-0.095484,0.11157817,280,False,,
precedence_cross,2021,FZ,GI,Construction,"Trade, transport, hospitality",-0.052741,0.38048196,280,False,,
precedence_cross,2021,FZ,JZ,Construction,Information and communication,0.088833,0.13895094,280,False,,
precedence_cross,2021,FZ,KZ,Construction,Finance and insurance,0.038692,0.52014912,280,False,,
precedence_cross,2021,FZ,LZ,Construction,Real estate,-0.044157,0.46291121,280,False,,
precedence_cross,2021,FZ,MN,Construction,Professional and administrative services,-0.054723,0.36280294,280,False,,
precedence_cross,2021,FZ,OQ,Construction,"Public administration, education, health",-0.121412,0.04265695,280,False,,
precedence_cross,2021,FZ,RU,Construction,Other services,-0.198607,0.00082595,280,True,1.0,True
precedence_cross,2021,GI,BE,"Trade, transport, hospitality",Industry,-0.042132,0.48370241,280,False,,
precedence_cross,2021,GI,FZ,"Trade, transport, hospitality",Construction,-0.113153,0.05903624,280,False,,
precedence_cross,2021,GI,GI,"Trade, transport, hospitality","Trade, transport, hospitality",-0.110669,0.06487339,280,False,,
precedence_cross,2021,GI,JZ,"Trade, transport, hospitality",Information and communication,-0.147189,0.01377123,280,False,,
precedence_cross,2021,GI,KZ,"Trade, transport, hospitality",Finance and insurance,-0.009821,0.8703896,280,False,,
precedence_cross,2021,GI,LZ,"Trade, transport, hospitality",Real estate,-0.036347,0.5457677,280,False,,
precedence_cross,2021,GI,MN,"Trade, transport, hospitality",Professional and administrative services,-0.155275,0.0093044,280,False,,
precedence_cross,2021,GI,OQ,"Trade, transport, hospitality","Public administration, education, health",0.158147,0.0080593,280,False,,
precedence_cross,2021,GI,RU,"Trade, transport, hospitality",Other services,-0.039506,0.51139999,280,False,,
precedence_cross,2021,JZ,BE,Information and communication,Industry,0.084952,0.1571428,280,False,,
precedence_cross,2021,JZ,FZ,Information and communication,Construction,-0.028335,0.63774163,280,False,,
precedence_cross,2021,JZ,GI,Information and communication,"Trade, transport, hospitality",0.05936,0.32348525,280,False,,
precedence_cross,2021,JZ,JZ,Information and communication,Information and communication,-0.025772,0.66846501,280,False,,
precedence_cross,2021,JZ,KZ,Information and communication,Finance and insurance,0.040713,0.49856632,280,False,,
precedence_cross,2021,JZ,LZ,Information and communication,Real estate,0.10322,0.08525873,280,False,,
precedence_cross,2021,JZ,MN,Information and communication,Professional and administrative services,-0.041792,0.48723666,280,False,,
precedence_cross,2021,JZ,OQ,Information and communication,"Public administration, education, health",0.005953,0.92122182,280,False,,
precedence_cross,2021,JZ,RU,Information and communication,Other services,-0.003631,0.95190405,280,False,,
precedence_cross,2021,KZ,BE,Finance and insurance,Industry,-0.130209,0.02958872,280,False,,
precedence_cross,2021,KZ,FZ,Finance and insurance,Construction,0.040591,0.49985597,280,False,,
precedence_cross,2021,KZ,GI,Finance and insurance,"Trade, transport, hospitality",0.012628,0.83381628,280,False,,
precedence_cross,2021,KZ,JZ,Finance and insurance,Information and communication,-0.06467,0.281979,280,False,,
precedence_cross,2021,KZ,KZ,Finance and insurance,Finance and insurance,0.078736,0.18993226,280,False,,
precedence_cross,2021,KZ,LZ,Finance and insurance,Real estate,0.055246,0.35822426,280,False,,
precedence_cross,2021,KZ,MN,Finance and insurance,Professional and administrative services,-0.034498,0.56640296,280,False,,
precedence_cross,2021,KZ,OQ,Finance and insurance,"Public administration, education, health",-0.114509,0.05603743,280,False,,
precedence_cross,2021,KZ,RU,Finance and insurance,Other services,-0.097312,0.10484474,280,False,,
precedence_cross,2021,LZ,BE,Real estate,Industry,-0.028671,0.63375603,280,False,,
precedence_cross,2021,LZ,FZ,Real estate,Construction,-0.002063,0.97265736,280,False,,
precedence_cross,2021,LZ,GI,Real estate,"Trade, transport, hospitality",0.030928,0.60727211,280,False,,
precedence_cross,2021,LZ,JZ,Real estate,Information and communication,0.001371,0.98183147,280,False,,
precedence_cross,2021,LZ,KZ,Real estate,Finance and insurance,0.077523,0.19687734,280,False,,
precedence_cross,2021,LZ,LZ,Real estate,Real estate,0.185261,0.00184736,280,True,1.0,True
precedence_cross,2021,LZ,MN,Real estate,Professional and administrative services,-0.014984,0.80339811,280,False,,
precedence_cross,2021,LZ,OQ,Real estate,"Public administration, education, health",-0.076376,0.20361282,280,False,,
precedence_cross,2021,LZ,RU,Real estate,Other services,-0.032235,0.59215356,280,False,,
precedence_cross,2021,MN,BE,Professional and administrative services,Industry,-0.017933,0.76573591,280,False,,
precedence_cross,2021,MN,FZ,Professional and administrative services,Construction,0.06059,0.31353199,280,False,,
precedence_cross,2021,MN,GI,Professional and administrative services,"Trade, transport, hospitality",-0.067435,0.26185381,280,False,,
precedence_cross,2021,MN,JZ,Professional and administrative services,Information and communication,0.002236,0.97036849,280,False,,
precedence_cross,2021,MN,KZ,Professional and administrative services,Finance and insurance,-0.097601,0.10381168,280,False,,
precedence_cross,2021,MN,LZ,Professional and administrative services,Real estate,0.115275,0.05439985,280,False,,
precedence_cross,2021,MN,MN,Professional and administrative services,Professional and administrative services,0.011682,0.84610922,280,False,,
precedence_cross,2021,MN,OQ,Professional and administrative services,"Public administration, education, health",-0.099144,0.09842606,280,False,,
precedence_cross,2021,MN,RU,Professional and administrative services,Other services,-0.115098,0.05477491,280,False,,
precedence_cross,2021,OQ,BE,"Public administration, education, health",Industry,0.042693,0.47788571,280,False,,
precedence_cross,2021,OQ,FZ,"Public administration, education, health",Construction,-0.00242,0.9679363,280,False,,
precedence_cross,2021,OQ,GI,"Public administration, education, health","Trade, transport, hospitality",-0.072109,0.23012385,280,False,,
precedence_cross,2021,OQ,JZ,"Public administration, education, health",Information and communication,-0.072628,0.22677093,280,False,,
precedence_cross,2021,OQ,KZ,"Public administration, education, health",Finance and insurance,-0.130611,0.0290839,280,False,,
precedence_cross,2021,OQ,LZ,"Public administration, education, health",Real estate,0.028306,0.63808924,280,False,,
precedence_cross,2021,OQ,MN,"Public administration, education, health",Professional and administrative services,0.073976,0.2182371,280,False,,
precedence_cross,2021,OQ,OQ,"Public administration, education, health","Public administration, education, health",0.076862,0.20073708,280,False,,
precedence_cross,2021,OQ,RU,"Public administration, education, health",Other services,-0.023982,0.69026066,280,False,,
precedence_cross,2021,RU,BE,Other services,Industry,0.001162,0.98459594,280,False,,
precedence_cross,2021,RU,FZ,Other services,Construction,-0.024937,0.67860328,280,False,,
precedence_cross,2021,RU,GI,Other services,"Trade, transport, hospitality",0.017009,0.77748557,280,False,,
precedence_cross,2021,RU,JZ,Other services,Information and communication,-0.119051,0.04689428,280,False,,
precedence_cross,2021,RU,KZ,Other services,Finance and insurance,0.010895,0.8563648,280,False,,
precedence_cross,2021,RU,LZ,Other services,Real estate,0.116352,0.05216426,280,False,,
precedence_cross,2021,RU,MN,Other services,Professional and administrative services,-0.091186,0.12873362,280,False,,
precedence_cross,2021,RU,OQ,Other services,"Public administration, education, health",0.025168,0.67579901,280,False,,
precedence_cross,2021,RU,RU,Other services,Other services,-0.0689,0.25159866,280,False,,
precedence_cross,2022,BE,BE,Industry,Industry,0.236135,6.377e-05,280,True,1.0,True
precedence_cross,2022,BE,FZ,Industry,Construction,-0.029266,0.62672877,280,False,,
precedence_cross,2022,BE,GI,Industry,"Trade, transport, hospitality",0.121608,0.04232122,280,False,,
precedence_cross,2022,BE,JZ,Industry,Information and communication,0.017848,0.76681349,280,False,,
precedence_cross,2022,BE,KZ,Industry,Finance and insurance,-0.057835,0.336101,280,False,,
precedence_cross,2022,BE,LZ,Industry,Real estate,0.102329,0.08801161,280,False,,
precedence_cross,2022,BE,MN,Industry,Professional and administrative services,-0.003844,0.94908143,280,False,,
precedence_cross,2022,BE,OQ,Industry,"Public administration, education, health",-0.1451,0.0151941,280,False,,
precedence_cross,2022,BE,RU,Industry,Other services,0.140962,0.01839676,280,False,,
precedence_cross,2022,FZ,BE,Construction,Industry,0.036744,0.54138792,280,False,,
precedence_cross,2022,FZ,FZ,Construction,Construction,0.080038,0.18268013,280,False,,
precedence_cross,2022,FZ,GI,Construction,"Trade, transport, hospitality",0.086965,0.14749482,280,False,,
precedence_cross,2022,FZ,JZ,Construction,Information and communication,-0.123414,0.03932049,280,False,,
precedence_cross,2022,FZ,KZ,Construction,Finance and insurance,-0.202203,0.00065876,280,True,1.0,True
precedence_cross,2022,FZ,LZ,Construction,Real estate,0.14368,0.01623335,280,False,,
precedence_cross,2022,FZ,MN,Construction,Professional and administrative services,-0.043184,0.47283518,280,False,,
precedence_cross,2022,FZ,OQ,Construction,"Public administration, education, health",-0.109563,0.06761909,280,False,,
precedence_cross,2022,FZ,RU,Construction,Other services,0.067999,0.25787262,280,False,,
precedence_cross,2022,GI,BE,"Trade, transport, hospitality",Industry,0.041915,0.48595751,280,False,,
precedence_cross,2022,GI,FZ,"Trade, transport, hospitality",Construction,0.089594,0.13558324,280,False,,
precedence_cross,2022,GI,GI,"Trade, transport, hospitality","Trade, transport, hospitality",0.192535,0.00119928,280,True,1.0,True
precedence_cross,2022,GI,JZ,"Trade, transport, hospitality",Information and communication,0.010141,0.86620072,280,False,,
precedence_cross,2022,GI,KZ,"Trade, transport, hospitality",Finance and insurance,-0.119879,0.04537052,280,False,,
precedence_cross,2022,GI,LZ,"Trade, transport, hospitality",Real estate,0.153558,0.01012761,280,False,,
precedence_cross,2022,GI,MN,"Trade, transport, hospitality",Professional and administrative services,0.013119,0.82745259,280,False,,
