relation_family,decision_year,source_sector,target_sector,source_label,target_label,weight,p_value,n_zones,bh_rejected,sign_stability,r2_stable
precedence_intra,2021,RU,BE,Other services,Industry,0.070843,0.23843452,280,False,,
precedence_intra,2021,RU,FZ,Other services,Construction,-0.043449,0.47012027,280,False,,
precedence_intra,2021,RU,GI,Other services,"Trade, transport, hospitality",-0.073857,0.21898085,280,False,,
precedence_intra,2021,RU,JZ,Other services,Information and communication,0.061545,0.30595071,280,False,,
precedence_intra,2021,RU,KZ,Other services,Finance and insurance,0.05614,0.35048851,280,False,,
precedence_intra,2021,RU,LZ,Other services,Real estate,-0.029643,0.62228612,280,False,,
precedence_intra,2021,RU,MN,Other services,Professional and administrative services,-0.226521,0.00012832,280,True,1.0,True
precedence_intra,2021,RU,OQ,Other services,"Public administration, education, health",0.052078,0.38651064,280,False,,
precedence_intra,2022,BE,FZ,Industry,Construction,0.056914,0.34387121,280,False,,
precedence_intra,2022,BE,GI,Industry,"Trade, transport, hospitality",0.10459,0.08116632,280,False,,
precedence_intra,2022,BE,JZ,Industry,Information and communication,-0.077338,0.19795285,280,False,,
precedence_intra,2022,BE,KZ,Industry,Finance and insurance,0.046327,0.44118898,280,False,,
precedence_intra,2022,BE,LZ,Industry,Real estate,0.016926,0.77853944,280,False,,
precedence_intra,2022,BE,MN,Industry,Professional and administrative services,0.088723,0.13944298,280,False,,
precedence_intra,2022,BE,OQ,Industry,"Public administration, education, health",-0.030989,0.60655702,280,False,,
precedence_intra,2022,BE,RU,Industry,Other services,0.140037,0.01918808,280,False,,
precedence_intra,2022,FZ,BE,Construction,Industry,0.150799,0.01158568,280,False,,
precedence_intra,2022,FZ,GI,Construction,"Trade, transport, hospitality",0.016881,0.77910732,280,False,,
precedence_intra,2022,FZ,JZ,Construction,Information and communication,-0.089899,0.13424667,280,False,,
precedence_intra,2022,FZ,KZ,Construction,Finance and insurance,-0.097917,0.10269189,280,False,,
precedence_intra,2022,FZ,LZ,Construction,Real estate,0.145008,0.01525972,280,False,,
precedence_intra,2022,FZ,MN,Construction,Professional and administrative services,-3.6e-05,0.99952169,280,False,,
precedence_intra,2022,FZ,OQ,Construction,"Public administration, education, health",-0.02002,0.73940828,280,False,,
precedence_intra,2022,FZ,RU,Construction,Other services,0.003447,0.95432833,280,False,,
precedence_intra,2022,GI,BE,"Trade, transport, hospitality",Industry,-0.034239,0.56932378,280,False,,
precedence_intra,2022,GI,FZ,"Trade, transport, hospitality",Construction,0.077769,0.19545279,280,False,,
precedence_intra,2022,GI,JZ,"Trade, transport, hospitality",Information and communication,0.028859,0.63153036,280,False,,
precedence_intra,2022,GI,KZ,"Trade, transport, hospitality",Finance and insurance,-0.093003,0.1212476,280,False,,
precedence_intra,2022,GI,LZ,"Trade, transport, hospitality",Real estate,0.018743,0.75547803,280,False,,
precedence_intra,2022,GI,MN,"Trade, transport, hospitality",Professional and administrative services,0.002525,0.96654575,280,False,,
precedence_intra,2022,GI,OQ,"Trade, transport, hospitality","Public administration, education, health",-0.114156,0.05680507,280,False,,
precedence_intra,2022,GI,RU,"Trade, transport, hospitality",Other services,0.002676,0.96454537,280,False,,
precedence_intra,2022,JZ,BE,Information and communication,Industry,-0.060678,0.31283456,280,False,,
precedence_intra,2022,JZ,FZ,Information and communication,Construction,-0.05195,0.38767808,280,False,,
precedence_intra,2022,JZ,GI,Information and communication,"Trade, transport, hospitality",0.057404,0.33972066,280,False,,
precedence_intra,2022,JZ,KZ,Information and communication,Finance and insurance,0.04954,0.41011243,280,False,,
precedence_intra,2022,JZ,LZ,Information and communication,Real estate,0.207068,0.00048204,280,True,1.0,True
precedence_intra,2022,JZ,MN,Information and communication,Professional and administrative services,0.146132,0.01447588,280,False,,
precedence_intra,2022,JZ,OQ,Information and communication,"Public administration, education, health",-0.133938,0.02518248,280,False,,
precedence_intra,2022,JZ,RU,Information and communication,Other services,0.064959,0.27982704,280,False,,
precedence_intra,2022,KZ,BE,Finance and insurance,Industry,0.089859,0.13442368,280,False,,
precedence_intra,2022,KZ,FZ,Finance and insurance,Construction,0.139392,0.01975696,280,False,,
precedence_intra,2022,KZ,GI,Finance and insurance,"Trade, transport, hospitality",0.05881,0.32799526,280,False,,
precedence_intra,2022,KZ,JZ,Finance and insurance,Information and communication,0.095867,0.11013991,280,False,,
precedence_intra,2022,KZ,LZ,Finance and insurance,Real estate,0.131574,0.02790499,280,False,,
precedence_intra,2022,KZ,MN,Finance and insurance,Professional and administrative services,0.056842,0.34448085,280,False,,
precedence_intra,2022,KZ,OQ,Finance and insurance,"Public administration, education, health",0.043089,0.47381024,280,False,,
precedence_intra,2022,KZ,RU,Finance and insurance,Other services,0.087271,0.1460688,280,False,,
precedence_intra,2022,LZ,BE,Real estate,Industry,-0.072612,0.22687441,280,False,,
precedence_intra,2022,LZ,FZ,Real estate,Construction,-0.093457,0.11942867,280,False,,
precedence_intra,2022,LZ,GI,Real estate,"Trade, transport, hospitality",0.060326,0.31565727,280,False,,
precedence_intra,2022,LZ,JZ,Real estate,Information and communication,-0.038636,0.52075497,280,False,,
precedence_intra,2022,LZ,KZ,Real estate,Finance and insurance,-0.010434,0.86237404,280,False,,
precedence_intra,2022,LZ,MN,Real estate,Professional and administrative services,-0.009896,0.86940676,280,False,,
precedence_intra,2022,LZ,OQ,Real estate,"Public administration, education, health",-0.094654,0.1147414,280,False,,
precedence_intra,2022,LZ,RU,Real estate,Other services,0.02269,0.7061653,280,False,,
precedence_intra,2022,MN,BE,Professional and administrative services,Industry,0.117948,0.04899197,280,False,,
precedence_intra,2022,MN,FZ,Professional and administrative services,Construction,-0.082823,0.16785954,280,False,,
precedence_intra,2022,MN,GI,Professional and administrative services,"Trade, transport, hospitality",0.03348,0.57792227,280,False,,
precedence_intra,2022,MN,JZ,Professional and administrative services,Information and communication,0.071142,0.23645115,280,False,,
precedence_intra,2022,MN,KZ,Professional and administrative services,Finance and insurance,0.015399,0.79806497,280,False,,
precedence_intra,2022,MN,LZ,Professional and administrative services,Real estate,-0.04531,0.45128943,280,False,,
precedence_intra,2022,MN,OQ,Professional and administrative services,"Public administration, education, health",-0.018029,0.76451574,280,False,,
precedence_intra,2022,MN,RU,Professional and administrative services,Other services,0.1977,0.0008739,280,True,1.0,True
precedence_intra,2022,OQ,BE,"Public administration, education, health",Industry,0.035098,0.55967143,280,False,,
precedence_intra,2022,OQ,FZ,"Public administration, education, health",Construction,-0.026755,0.65661109,280,False,,
precedence_intra,2022,OQ,GI,"Public administration, education, health","Trade, transport, hospitality",0.032227,0.59225263,280,False,,
precedence_intra,2022,OQ,JZ,"Public administration, education, health",Information and communication,0.072862,0.22527171,280,False,,
precedence_intra,2022,OQ,KZ,"Public administration, education, health",Finance and insurance,0.098229,0.10159289,280,False,,
precedence_intra,2022,OQ,LZ,"Public administration, education, health",Real estate,0.044673,0.45768521,280,False,,
precedence_intra,2022,OQ,MN,"Public administration, education, health",Professional and administrative services,0.090465,0.13180033,280,False,,
precedence_intra,2022,OQ,RU,"Public administration, education, health",Other services,0.039868,0.50753062,280,False,,
precedence_intra,2022,RU,BE,Other services,Industry,-0.018398,0.75985043,280,False,,
precedence_intra,2022,RU,FZ,Other services,Construction,-0.032768,0.58604432,280,False,,
precedence_intra,2022,RU,GI,Other services,"Trade, transport, hospitality",0.022383,0.70995426,280,False,,
precedence_intra,2022,RU,JZ,Other services,Information and communication,0.065638,0.27481847,280,False,,
precedence_intra,2022,RU,KZ,Other services,Finance and insurance,0.07278,0.22579688,280,False,,
precedence_intra,2022,RU,LZ,Other services,Real estate,-0.037979,0.52786681,280,False,,
precedence_intra,2022,RU,MN,Other services,Professional and administrative services,-0.189661,0.00142521,280,True,1.0,True
precedence_intra,2022,RU,OQ,Other services,"Public administration, education, health",-0.031474,0.60093636,280,False,,
precedence_intra,2023,BE,FZ,Industry,Construction,-0.00499,0.93393116,280,False,,
precedence_intra,2023,BE,GI,Industry,"Trade, transport, hospitality",-0.069912,0.24468399,280,False,,
precedence_intra,2023,BE,JZ,Industry,Information and communication,0.106129,0.07675774,280,False,,
precedence_intra,2023,BE,KZ,Industry,Finance and insurance,0.007189,0.90493173,280,False,,
precedence_intra,2023,BE,LZ,Industry,Real estate,0.003461,0.95414868,280,False,,
precedence_intra,2023,BE,MN,Industry,Professional and administrative services,0.213616,0.00031291,280,True,1.0,True
precedence_intra,2023,BE,OQ,Industry,"Public administration, education, health",0.052673,0.38109075,280,False,,
precedence_intra,2023,BE,RU,Industry,Other services,0.006086,0.91946214,280,False,,
precedence_intra,2023,FZ,BE,Construction,Industry,-0.049431,0.41114585,280,False,,
precedence_intra,2023,FZ,GI,Construction,"Trade, transport, hospitality",0.081288,0.1759128,280,False,,
precedence_intra,2023,FZ,JZ,Construction,Information and communication,0.030463,0.61267893,280,False,,
precedence_intra,2023,FZ,KZ,Construction,Finance and insurance,-0.060104,0.31743975,280,False,,
precedence_intra,2023,FZ,LZ,Construction,Real estate,-0.06281,0.29608836,280,False,,
precedence_intra,2023,FZ,MN,Construction,Professional and administrative services,0.082307,0.17053603,280,False,,
precedence_intra,2023,FZ,OQ,Construction,"Public administration, education, health",-0.014298,0.81222607,280,False,,
precedence_intra,2023,FZ,RU,Construction,Other services,0.057412,0.33965001,280,False,,
precedence_intra,2023,GI,BE,"Trade, transport, hospitality",Industry,-0.10144,0.09082348,280,False,,
precedence_intra,2023,GI,FZ,"Trade, transport, hospitality",Construction,0.053959,0.36955145,280,False,,
precedence_intra,2023,GI,JZ,"Trade, transport, hospitality",Information and communication,-0.018144,0.76306627,280,False,,
precedence_intra,2023,GI,KZ,"Trade, transport, hospitality",Finance and insurance,0.045852,0.44589279,280,False,,
precedence_intra,2023,GI,LZ,"Trade, transport, hospitality",Real estate,-0.049797,0.40768682,280,False,,
precedence_intra,2023,GI,MN,"Trade, transport, hospitality",Professional and administrative services,-0.012202,0.83934896,280,False,,
precedence_intra,2023,GI,OQ,"Trade, transport, hospitality","Public administration, education, health",0.045392,0.45047054,280,False,,
precedence_intra,2023,GI,RU,"Trade, transport, hospitality",Other services,-0.034485,0.56655506,280,False,,
precedence_intra,2023,JZ,BE,Information and communication,Industry,0.114765,0.05548563,280,False,,
precedence_intra,2023,JZ,FZ,Information and communication,Construction,-0.063577,0.2902166,280,False,,
precedence_intra,2023,JZ,GI,Information and communication,"Trade, transport, hospitality",0.01325,0.82576144,280,False,,
precedence_intra,2023,JZ,KZ,Information and communication,Finance and insurance,0.010748,0.85828037,280,False,,
precedence_intra,2023,JZ,LZ,Information and communication,Real estate,-0.079458,0.18588942,280,False,,
precedence_intra,2023,JZ,MN,Information and communication,Professional and administrative services,0.07512,0.21117667,280,False,,
precedence_intra,2023,JZ,OQ,Information and communication,"Public administration, education, health",0.011711,0.84573438,280,False,,
precedence_intra,2023,JZ,RU,Information and communication,Other services,-0.067508,0.26133504,280,False,,
precedence_intra,2023,KZ,BE,Finance and insurance,Industry,0.025579,0.67080645,280,False,,
precedence_intra,2023,KZ,FZ,Finance and insurance,Construction,0.072468,0.22780067,280,False,,
precedence_intra,2023,KZ,GI,Finance and insurance,"Trade, transport, hospitality",-0.004187,0.94454713,280,False,,
precedence_intra,2023,KZ,JZ,Finance and insurance,Information and communication,-0.064894,0.28030974,280,False,,
precedence_intra,2023,KZ,LZ,Finance and insurance,Real estate,-0.045874,0.44567625,280,False,,
precedence_intra,2023,KZ,MN,Finance and insurance,Professional and administrative services,-0.065323,0.27713781,280,False,,
precedence_intra,2023,KZ,OQ,Finance and insurance,"Public administration, education, health",0.03067,0.61027144,280,False,,
precedence_intra,2023,KZ,RU,Finance and insurance,Other services,0.026694,0.65734794,280,False,,
precedence_intra,2023,LZ,BE,Real estate,Industry,-0.055465,0.3563193,280,False,,
precedence_intra,2023,LZ,FZ,Real estate,Construction,0.006611,0.91253823,280,False,,
precedence_intra,2023,LZ,GI,Real estate,"Trade, transport, hospitality",-0.01264,0.8336594,280,False,,
precedence_intra,2023,LZ,JZ,Real estate,Information and communication,-0.089318,0.13679434,280,False,,
precedence_intra,2023,LZ,KZ,Real estate,Finance and insurance,-0.094623,0.11486211,280,False,,
precedence_intra,2023,LZ,MN,Real estate,Professional and administrative services,-0.016246,0.78721967,280,False,,
precedence_intra,2023,LZ,OQ,Real estate,"Public administration, education, health",0.039141,0.51531176,280,False,,
precedence_intra,2023,LZ,RU,Real estate,Other services,-0.01843,0.75944205,280,False,,
precedence_intra,2023,MN,BE,Professional and administrative services,Industry,0.085491,0.15451595,280,False,,
precedence_intra,2023,MN,FZ,Professional and administrative services,Construction,0.038089,0.52667655,280,False,,
precedence_intra,2023,MN,GI,Professional and administrative services,"Trade, transport, hospitality",-0.021319,0.7231711,280,False,,
precedence_intra,2023,MN,JZ,Professional and administrative services,Information and communication,-0.042383,0.48109618,280,False,,
precedence_intra,2023,MN,KZ,Professional and administrative services,Finance and insurance,0.028784,0.63241509,280,False,,
precedence_intra,2023,MN,LZ,Professional and administrative services,Real estate,0.005467,0.92762746,280,False,,
precedence_intra,2023,MN,OQ,Professional and administrative services,"Public administration, education, health",0.088627,0.13987375,280,False,,
precedence_intra,2023,MN,RU,Professional and administrative services,Other services,-0.018459,0.75907429,280,False,,
precedence_intra,2023,OQ,BE,"Public administration, education, health",Industry,0.008302,0.89029684,280,False,,
precedence_intra,2023,OQ,FZ,"Public administration, education, health",Construction,-0.120086,0.04499522,280,False,,
precedence_intra,2023,OQ,GI,"Public administration, education, health","Trade, transport, hospitality",0.143853,0.01610394,280,False,,
precedence_intra,2023,OQ,JZ,"Public administration, education, health",Information and communication,0.05313,0.37697298,280,False,,
precedence_intra,2023,OQ,KZ,"Public administration, education, health",Finance and insurance,0.074417,0.21549152,280,False,,
precedence_intra,2023,OQ,LZ,"Public administration, education, health",Real estate,-0.030662,0.61036252,280,False,,
precedence_intra,2023,OQ,MN,"Public administration, education, health",Professional and administrative services,-0.007123,0.90579556,280,False,,
precedence_intra,2023,OQ,RU,"Public administration, education, health",Other services,0.047188,0.43272516,280,False,,
precedence_intra,2023,RU,BE,Other services,Industry,-0.014717,0.80683852,280,False,,
precedence_intra,2023,RU,FZ,Other services,Construction,-0.012697,0.83293063,280,False,,
precedence_intra,2023,RU,GI,Other services,"Trade, transport, hospitality",0.01709,0.77645017,280,False,,
precedence_intra,2023,RU,JZ,Other services,Information and communication,-0.094014,0.11723136,280,False,,
precedence_intra,2023,RU,KZ,Other services,Finance and insurance,-0.044885,0.45555004,280,False,,
precedence_intra,2023,RU,LZ,Other services,Real estate,0.04183,0.48684613,280,False,,
precedence_intra,2023,RU,MN,Other services,Professional and administrative services,-0.03126,0.60341438,280,False,,
precedence_intra,2023,RU,OQ,Other services,"Public administration, education, health",0.124153,0.03814664,280,False,,
precedence_intra,2024,BE,FZ,Industry,Construction,-0.058696,0.3289373,280,False,,
precedence_intra,2024,BE,GI,Industry,"Trade, transport, hospitality",-0.010476,0.86182754,280,False,,
precedence_intra,2024,BE,JZ,Industry,Information and communication,-0.020339,0.73540572,280,False,,
precedence_intra,2024,BE,KZ,Industry,Finance and insurance,0.121008,0.04335909,280,False,,
precedence_intra,2024,BE,LZ,Industry,Real estate,-0.101618,0.09025477,280,False,,
precedence_intra,2024,BE,MN,Industry,Professional and administrative services,-0.206357,0.00050478,280,True,1.0,True
precedence_intra,2024,BE,OQ,Industry,"Public administration, education, health",-0.052758,0.38032631,280,False,,
precedence_intra,2024,BE,RU,Industry,Other services,0.10257,0.08725842,280,False,,
precedence_intra,2024,FZ,BE,Construction,Industry,0.081302,0.17583817,280,False,,
precedence_intra,2024,FZ,GI,Construction,"Trade, transport, hospitality",-0.020651,0.73149736,280,False,,
precedence_intra,2024,FZ,JZ,Construction,Information and communication,0.002744,0.96364134,280,False,,
precedence_intra,2024,FZ,KZ,Construction,Finance and insurance,-0.066331,0.26977007,280,False,,
precedence_intra,2024,FZ,LZ,Construction,Real estate,-0.004836,0.93596818,280,False,,
precedence_intra,2024,FZ,MN,Construction,Professional and administrative services,-0.001164,0.98457598,280,False,,
precedence_intra,2024,FZ,OQ,Construction,"Public administration, education, health",0.068249,0.25611953,280,False,,
precedence_intra,2024,FZ,RU,Construction,Other services,0.020618,0.73191341,280,False,,
precedence_intra,2024,GI,BE,"Trade, transport, hospitality",Industry,0.012089,0.84081809,280,False,,
precedence_intra,2024,GI,FZ,"Trade, transport, hospitality",Construction,0.057108,0.3422252,280,False,,
precedence_intra,2024,GI,JZ,"Trade, transport, hospitality",Information and communication,0.051425,0.39250197,280,False,,
precedence_intra,2024,GI,KZ,"Trade, transport, hospitality",Finance and insurance,-0.013635,0.82078937,280,False,,
precedence_intra,2024,GI,LZ,"Trade, transport, hospitality",Real estate,-0.072719,0.22618692,280,False,,
precedence_intra,2024,GI,MN,"Trade, transport, hospitality",Professional and administrative services,0.008798,0.88378654,280,False,,
precedence_intra,2024,GI,OQ,"Trade, transport, hospitality","Public administration, education, health",-0.018094,0.76369748,280,False,,
precedence_intra,2024,GI,RU,"Trade, transport, hospitality",Other services,-0.004462,0.94090138,280,False,,
precedence_intra,2024,JZ,BE,Information and communication,Industry,0.0181,0.76362377,280,False,,
precedence_intra,2024,JZ,FZ,Information and communication,Construction,0.111067,0.0639069,280,False,,
precedence_intra,2024,JZ,GI,Information and communication,"Trade, transport, hospitality",0.025709,0.66922622,280,False,,
precedence_intra,2024,JZ,KZ,Information and communication,Finance and insurance,-0.011046,0.85439533,280,False,,
precedence_intra,2024,JZ,LZ,Information and communication,Real estate,0.078248,0.19270494,280,False,,
precedence_intra,2024,JZ,MN,Information and communication,Professional and administrative services,-0.005675,0.92488441,280,False,,
precedence_intra,2024,JZ,OQ,Information and communication,"Public administration, education, health",-0.064796,0.28103977,280,False,,
precedence_intra,2024,JZ,RU,Information and communication,Other services,0.024358,0.68566148,280,False,,
precedence_intra,2024,KZ,BE,Finance and insurance,Industry,-0.038273,0.52467483,280,False,,
precedence_intra,2024,KZ,FZ,Finance and insurance,Construction,0.111135,0.06374285,280,False,,
precedence_intra,2024,KZ,GI,Finance and insurance,"Trade, transport, hospitality",-0.07494,0.21227172,280,False,,
precedence_intra,2024,KZ,JZ,Finance and insurance,Information and communication,0.042693,0.47789418,280,False,,
precedence_intra,2024,KZ,LZ,Finance and insurance,Real estate,0.051547,0.39137808,280,False,,
precedence_intra,2024,KZ,MN,Finance and insurance,Professional and administrative services,-0.016959,0.7781189,280,False,,
precedence_intra,2024,KZ,OQ,Finance and insurance,"Public administration, education, health",-0.072142,0.22990468,280,False,,
precedence_intra,2024,KZ,RU,Finance and insurance,Other services,-0.051743,0.38957104,280,False,,
precedence_intra,2024,LZ,BE,Real estate,Industry,0.039887,0.5073249,280,False,,
precedence_intra,2024,LZ,FZ,Real estate,Construction,-0.004991,0.93391469,280,False,,
precedence_intra,2024,LZ,GI,Real estate,"Trade, transport, hospitality",-0.011868,0.84369624,280,False,,
precedence_intra,2024,LZ,JZ,Real estate,Information and communication,-0.022453,0.7090911,280,False,,
precedence_intra,2024,LZ,KZ,Real estate,Finance and insurance,-0.151056,0.01144253,280,False,,
precedence_intra,2024,LZ,MN,Real estate,Professional and administrative services,-0.06832,0.25562563,280,False,,
precedence_intra,2024,LZ,OQ,Real estate,"Public administration, education, health",0.043608,0.4684951,280,False,,
precedence_intra,2024,LZ,RU,Real estate,Other services,0.005014,0.93361077,280,False,,
precedence_intra,2024,MN,BE,Professional and administrative services,Industry,0.050371,0.40229285,280,False,,
precedence_intra,2024,MN,FZ,Professional and administrative services,Construction,0.086486,0.14975094,280,False,,
precedence_intra,2024,MN,GI,Professional and administrative services,"Trade, transport, hospitality",-0.008532,0.88727759,280,False,,
precedence_intra,2024,MN,JZ,Professional and administrative services,Information and communication,0.093443,0.11948508,280,False,,
precedence_intra,2024,MN,KZ,Professional and administrative services,Finance and insurance,-0.070753,0.23903313,280,False,,
precedence_intra,2024,MN,LZ,Professional and administrative services,Real estate,0.029926,0.61896606,280,False,,
precedence_intra,2024,MN,OQ,Professional and administrative services,"Public administration, education, health",0.088863,0.13881684,280,False,,
precedence_intra,2024,MN,RU,Professional and administrative services,Other services,0.072243,0.22925036,280,False,,
precedence_intra,2024,OQ,BE,"Public administration, education, health",Industry,0.005696,0.92461224,280,False,,
precedence_intra,2024,OQ,FZ,"Public administration, education, health",Construction,-0.054127,0.36806134,280,False,,
precedence_intra,2024,OQ,GI,"Public administration, education, health","Trade, transport, hospitality",-0.151371,0.0112692,280,False,,
precedence_intra,2024,OQ,JZ,"Public administration, education, health",Information and communication,0.099816,0.0961524,280,False,,
precedence_intra,2024,OQ,KZ,"Public administration, education, health",Finance and insurance,-0.032261,0.59185332,280,False,,
precedence_intra,2024,OQ,LZ,"Public administration, education, health",Real estate,-4.1e-05,0.99945219,280,False,,
precedence_intra,2024,OQ,MN,"Public administration, education, health",Professional and administrative services,-0.012904,0.83024929,280,False,,
precedence_intra,2024,OQ,RU,"Public administration, education, health",Other services,-0.06538,0.27671358,280,False,,
precedence_intra,2024,RU,BE,Other services,Industry,0.032505,0.58906194,280,False,,
precedence_intra,2024,RU,FZ,Other services,Construction,-0.006834,0.90960675,280,False,,
precedence_intra,2024,RU,GI,Other services,"Trade, transport, hospitality",0.006002,0.92057752,280,False,,
precedence_intra,2024,RU,JZ,Other services,Information and communication,0.160488,0.00715646,280,False,,
precedence_intra,2024,RU,KZ,Other services,Finance and insurance,0.019878,0.74118404,280,False,,
precedence_intra,2024,RU,LZ,Other services,Real estate,0.092995,0.12127746,280,False,,
precedence_intra,2024,RU,MN,Other services,Professional and administrative services,0.060637,0.31316027,280,False,,
precedence_intra,2024,RU,OQ,Other services,"Public administration, education, health",0.124664,0.03735061,280,False,,
precedence_cross,2018,BE,BE,Industry,Industry,0.169406,0.00448631,280,False,,
precedence_cross,2018,BE,FZ,Industry,Construction,0.074517,0.21487629,280,False,,
precedence_cross,2018,BE,GI,Industry,"Trade, transport, hospitality",-0.192166,0.00122627,280,True,1.0,True
precedence_cross,2018,BE,JZ,Industry,Information and communication,-0.096685,0.10711782,280,False,,
precedence_cross,2018,BE,KZ,Industry,Finance and insurance,0.112088,0.06148407,280,False,,
precedence_cross,2018,BE,LZ,Industry,Real estate,0.021044,0.72659821,280,False,,
precedence_cross,2018,BE,MN,Industry,Professional and administrative services,-0.011653,0.84648128,280,False,,
precedence_cross,2018,BE,OQ,Industry,"Public administration, education, health",-0.061011,0.31017474,280,False,,
precedence_cross,2018,BE,RU,Industry,Other services,0.007641,0.89898725,280,False,,
precedence_cross,2018,FZ,BE,Construction,Industry,0.085415,0.15488344,280,False,,
precedence_cross,2018,FZ,FZ,Construction,Construction,-0.072908,0.22498255,280,False,,
precedence_cross,2018,FZ,GI,Construction,"Trade, transport, hospitality",-0.034101,0.57088741,280,False,,
precedence_cross,2018,FZ,JZ,Construction,Information and communication,0.050122,0.40463037,280,False,,
precedence_cross,2018,FZ,KZ,Construction,Finance and insurance,-0.002291,0.96964131,280,False,,
precedence_cross,2018,FZ,LZ,Construction,Real estate,-0.031868,0.59638183,280,False,,
precedence_cross,2018,FZ,MN,Construction,Professional and administrative services,0.074835,0.21291735,280,False,,
precedence_cross,2018,FZ,OQ,Construction,"Public administration, education, health",0.10055,0.09371505,280,False,,
precedence_cross,2018,FZ,RU,Construction,Other services,0.003126,0.95858732,280,False,,
precedence_cross,2018,GI,BE,"Trade, transport, hospitality",Industry,0.014232,0.81307769,280,False,,
precedence_cross,2018,GI,FZ,"Trade, transport, hospitality",Construction,0.038069,0.52689172,280,False,,
precedence_cross,2018,GI,GI,"Trade, transport, hospitality","Trade, transport, hospitality",0.035179,0.55875921,280,False,,
precedence_cross,2018,GI,JZ,"Trade, transport, hospitality",Information and communication,0.092257,0.12427679,280,False,,
precedence_cross,2018,GI,KZ,"Trade, transport, hospitality",Finance and insurance,0.020074,0.73873218,280,False,,
precedence_cross,2018,GI,LZ,"Trade, transport, hospitality",Real estate,-0.028806,0.63215341,280,False,,
precedence_cross,2018,GI,MN,"Trade, transport, hospitality",Professional and administrative services,0.033033,0.58301135,280,False,,
precedence_cross,2018,GI,OQ,"Trade, transport, hospitality","Public administration, education, health",-0.029999,0.61810518,280,False,,
precedence_cross,2018,GI,RU,"Trade, transport, hospitality",Other services,-8e-06,0.99989641,280,False,,
precedence_cross,2018,JZ,BE,Information and communication,Industry,0.001867,0.97525626,280,False,,
precedence_cross,2018,JZ,FZ,Information and communication,Construction,0.037211,0.53626004,280,False,,
precedence_cross,2018,JZ,GI,Information and communication,"Trade, transport, hospitality",0.021591,0.71977487,280,False,,
precedence_cross,2018,JZ,JZ,Information and communication,Information and communication,-0.107201,0.07380293,280,False,,
precedence_cross,2018,JZ,KZ,Information and communication,Finance and insurance,0.068493,0.25442388,280,False,,
precedence_cross,2018,JZ,LZ,Information and communication,Real estate,0.049881,0.4068935,280,False,,
precedence_cross,2018,JZ,MN,Information and communication,Professional and administrative services,0.023982,0.69026618,280,False,,
precedence_cross,2018,JZ,OQ,Information and communication,"Public administration, education, health",-0.054868,0.36152921,280,False,,
precedence_cross,2018,JZ,RU,Information and communication,Other services,0.047916,0.42565142,280,False,,
precedence_cross,2018,KZ,BE,Finance and insurance,Industry,0.061638,0.30521662,280,False,,
precedence_cross,2018,KZ,FZ,Finance and insurance,Construction,0.057003,0.34310872,280,False,,
precedence_cross,2018,KZ,GI,Finance and insurance,"Trade, transport, hospitality",0.07189,0.23154288,280,False,,
precedence_cross,2018,KZ,JZ,Finance and insurance,Information and communication,-0.074761,0.21337104,280,False,,
precedence_cross,2018,KZ,KZ,Finance and insurance,Finance and insurance,0.037455,0.53358143,280,False,,
precedence_cross,2018,KZ,LZ,Finance and insurance,Real estate,0.001442,0.98088674,280,False,,
precedence_cross,2018,KZ,MN,Finance and insurance,Professional and administrative services,-0.03898,0.51704305,280,False,,
precedence_cross,2018,KZ,OQ,Finance and insurance,"Public administration, education, health",0.00919,0.87864605,280,False,,
precedence_cross,2018,KZ,RU,Finance and insurance,Other services,-0.097539,0.10403264,280,False,,
precedence_cross,2018,LZ,BE,Real estate,Industry,0.044779,0.4566251,280,False,,
precedence_cross,2018,LZ,FZ,Real estate,Construction,-0.030373,0.61373963,280,False,,
precedence_cross,2018,LZ,GI,Real estate,"Trade, transport, hospitality",-0.013019,0.82875391,280,False,,
precedence_cross,2018,LZ,JZ,Real estate,Information and communication,0.019766,0.74259314,280,False,,
precedence_cross,2018,LZ,KZ,Real estate,Finance and insurance,-0.015286,0.79951776,280,False,,
precedence_cross,2018,LZ,LZ,Real estate,Real estate,0.088799,0.13910226,280,False,,
precedence_cross,2018,LZ,MN,Real estate,Professional and administrative services,-0.031111,0.60514682,280,False,,
precedence_cross,2018,LZ,OQ,Real estate,"Public administration, education, health",-0.057525,0.33870396,280,False,,
precedence_cross,2018,LZ,RU,Real estate,Other services,0.013981,0.81631182,280,False,,
precedence_cross,2018,MN,BE,Professional and administrative services,Industry,-0.02504,0.67734439,280,False,,
precedence_cross,2018,MN,FZ,Professional and administrative services,Construction,-0.150553,0.01172439,280,False,,
precedence_cross,2018,MN,GI,Professional and administrative services,"Trade, transport, hospitality",0.113867,0.05744056,280,False,,
precedence_cross,2018,MN,JZ,Professional and administrative services,Information and communication,0.005047,0.93318343,280,False,,
precedence_cross,2018,MN,KZ,Professional and administrative services,Finance and insurance,-0.068051,0.25751027,280,False,,
precedence_cross,2018,MN,LZ,Professional and administrative services,Real estate,0.002086,0.97234976,280,False,,
precedence_cross,2018,MN,MN,Professional and administrative services,Professional and administrative services,0.079431,0.1860349,280,False,,
precedence_cross,2018,MN,OQ,Professional and administrative services,"Public administration, education, health",-0.018146,0.76304166,280,False,,
precedence_cross,2018,MN,RU,Professional and administrative services,Other services,-0.084729,0.15824383,280,False,,
