ze2020,ze2020_label,year,sector_code,sector_label,sector_establishment_creations,total_establishment_creations,sector_share,sector_rank_in_ze_year,mask_sector_available
2715,Pontarlier,2018,RU,Arts and other services,132.0,1023,0.12903225806451613,2,1
2715,Pontarlier,2019,BE,Industry and energy,78.0,1197,0.06516290726817042,7,1
2715,Pontarlier,2019,FZ,Construction,101.0,1197,0.08437761069340016,5,1
2715,Pontarlier,2019,GI,"Trade, transport and hospitality",380.0,1197,0.31746031746031744,1,1
2715,Pontarlier,2019,JZ,Information and communication,29.0,1197,0.02422723475355054,9,1
2715,Pontarlier,2019,KZ,Financial and insurance activities,36.0,1197,0.03007518796992481,8,1
2715,Pontarlier,2019,LZ,Real estate activities,97.0,1197,0.0810359231411863,6,1
2715,Pontarlier,2019,MN,Professional and administrative services,168.0,1197,0.14035087719298245,3,1
2715,Pontarlier,2019,OQ,"Public administration, education and health",139.0,1197,0.1161236424394319,4,1
2715,Pontarlier,2019,RU,Arts and other services,169.0,1197,0.14118629908103592,2,1
2715,Pontarlier,2020,BE,Industry and energy,115.0,1314,0.08751902587519025,5,1
2715,Pontarlier,2020,FZ,Construction,132.0,1314,0.1004566210045662,4,1
2715,Pontarlier,2020,GI,"Trade, transport and hospitality",482.0,1314,0.3668188736681887,1,1
2715,Pontarlier,2020,JZ,Information and communication,26.0,1314,0.0197869101978691,9,1
2715,Pontarlier,2020,KZ,Financial and insurance activities,41.0,1314,0.03120243531202435,8,1
2715,Pontarlier,2020,LZ,Real estate activities,85.0,1314,0.06468797564687975,7,1
2715,Pontarlier,2020,MN,Professional and administrative services,192.0,1314,0.1461187214611872,2,1
2715,Pontarlier,2020,OQ,"Public administration, education and health",95.0,1314,0.07229832572298325,6,1
2715,Pontarlier,2020,RU,Arts and other services,146.0,1314,0.1111111111111111,3,1
2715,Pontarlier,2021,BE,Industry and energy,153.0,1510,0.10132450331125828,5,1
2715,Pontarlier,2021,FZ,Construction,154.0,1510,0.10198675496688742,4,1
2715,Pontarlier,2021,GI,"Trade, transport and hospitality",498.0,1510,0.32980132450331123,1,1
2715,Pontarlier,2021,JZ,Information and communication,35.0,1510,0.023178807947019868,9,1
2715,Pontarlier,2021,KZ,Financial and insurance activities,53.0,1510,0.035099337748344374,8,1
2715,Pontarlier,2021,LZ,Real estate activities,108.0,1510,0.07152317880794702,7,1
2715,Pontarlier,2021,MN,Professional and administrative services,185.0,1510,0.12251655629139073,3,1
2715,Pontarlier,2021,OQ,"Public administration, education and health",129.0,1510,0.08543046357615894,6,1
2715,Pontarlier,2021,RU,Arts and other services,195.0,1510,0.1291390728476821,2,1
2715,Pontarlier,2022,BE,Industry and energy,168.0,1484,0.11320754716981132,4,1
2715,Pontarlier,2022,FZ,Construction,139.0,1484,0.09366576819407008,5,1
2715,Pontarlier,2022,GI,"Trade, transport and hospitality",373.0,1484,0.25134770889487873,1,1
2715,Pontarlier,2022,JZ,Information and communication,44.0,1484,0.029649595687331536,9,1
2715,Pontarlier,2022,KZ,Financial and insurance activities,58.0,1484,0.03908355795148248,8,1
2715,Pontarlier,2022,LZ,Real estate activities,114.0,1484,0.07681940700808626,7,1
2715,Pontarlier,2022,MN,Professional and administrative services,260.0,1484,0.1752021563342318,2,1
2715,Pontarlier,2022,OQ,"Public administration, education and health",133.0,1484,0.08962264150943396,6,1
2715,Pontarlier,2022,RU,Arts and other services,195.0,1484,0.13140161725067384,3,1
2715,Pontarlier,2023,BE,Industry and energy,191.0,1495,0.1277591973244147,4,1
2715,Pontarlier,2023,FZ,Construction,124.0,1495,0.08294314381270904,6,1
2715,Pontarlier,2023,GI,"Trade, transport and hospitality",344.0,1495,0.23010033444816053,1,1
2715,Pontarlier,2023,JZ,Information and communication,35.0,1495,0.023411371237458192,9,1
2715,Pontarlier,2023,KZ,Financial and insurance activities,61.0,1495,0.04080267558528428,8,1
2715,Pontarlier,2023,LZ,Real estate activities,91.0,1495,0.06086956521739131,7,1
2715,Pontarlier,2023,MN,Professional and administrative services,267.0,1495,0.17859531772575252,2,1
2715,Pontarlier,2023,OQ,"Public administration, education and health",145.0,1495,0.09698996655518395,5,1
2715,Pontarlier,2023,RU,Arts and other services,237.0,1495,0.15852842809364548,3,1
2715,Pontarlier,2024,BE,Industry and energy,211.0,1652,0.12772397094430993,4,1
2715,Pontarlier,2024,FZ,Construction,127.0,1652,0.07687651331719128,5,1
2715,Pontarlier,2024,GI,"Trade, transport and hospitality",465.0,1652,0.2814769975786925,1,1
2715,Pontarlier,2024,JZ,Information and communication,47.0,1652,0.028450363196125907,9,1
2715,Pontarlier,2024,KZ,Financial and insurance activities,59.0,1652,0.03571428571428571,8,1
2715,Pontarlier,2024,LZ,Real estate activities,103.0,1652,0.06234866828087167,7,1
2715,Pontarlier,2024,MN,Professional and administrative services,294.0,1652,0.17796610169491525,2,1
2715,Pontarlier,2024,OQ,"Public administration, education and health",126.0,1652,0.07627118644067797,6,1
2715,Pontarlier,2024,RU,Arts and other services,220.0,1652,0.13317191283292978,3,1
2715,Pontarlier,2025,BE,Industry and energy,205.0,1771,0.11575381140598531,4,1
2715,Pontarlier,2025,FZ,Construction,129.0,1771,0.07284020327498589,7,1
2715,Pontarlier,2025,GI,"Trade, transport and hospitality",467.0,1771,0.2636928289102202,1,1
2715,Pontarlier,2025,JZ,Information and communication,61.0,1771,0.034443817052512704,9,1
2715,Pontarlier,2025,KZ,Financial and insurance activities,66.0,1771,0.037267080745341616,8,1
2715,Pontarlier,2025,LZ,Real estate activities,135.0,1771,0.07622811970638058,6,1
2715,Pontarlier,2025,MN,Professional and administrative services,322.0,1771,0.18181818181818182,2,1
2715,Pontarlier,2025,OQ,"Public administration, education and health",154.0,1771,0.08695652173913043,5,1
2715,Pontarlier,2025,RU,Arts and other services,232.0,1771,0.13099943534726144,3,1
2716,Saint-Claude,2012,BE,Industry and energy,42.0,387,0.10852713178294573,5,1
2716,Saint-Claude,2012,FZ,Construction,63.0,387,0.16279069767441862,2,1
2716,Saint-Claude,2012,GI,"Trade, transport and hospitality",95.0,387,0.2454780361757106,1,1
2716,Saint-Claude,2012,JZ,Information and communication,10.0,387,0.025839793281653745,8,1
2716,Saint-Claude,2012,KZ,Financial and insurance activities,17.0,387,0.04392764857881137,7,1
2716,Saint-Claude,2012,LZ,Real estate activities,9.0,387,0.023255813953488372,9,1
2716,Saint-Claude,2012,MN,Professional and administrative services,53.0,387,0.13695090439276486,4,1
2716,Saint-Claude,2012,OQ,"Public administration, education and health",58.0,387,0.14987080103359174,3,1
2716,Saint-Claude,2012,RU,Arts and other services,40.0,387,0.10335917312661498,6,1
2716,Saint-Claude,2013,BE,Industry and energy,35.0,380,0.09210526315789473,6,1
2716,Saint-Claude,2013,FZ,Construction,67.0,380,0.1763157894736842,2,1
2716,Saint-Claude,2013,GI,"Trade, transport and hospitality",126.0,380,0.33157894736842103,1,1
2716,Saint-Claude,2013,JZ,Information and communication,7.0,380,0.018421052631578946,8,1
2716,Saint-Claude,2013,KZ,Financial and insurance activities,10.0,380,0.02631578947368421,7,1
2716,Saint-Claude,2013,LZ,Real estate activities,4.0,380,0.010526315789473684,9,1
2716,Saint-Claude,2013,MN,Professional and administrative services,50.0,380,0.13157894736842105,3,1
2716,Saint-Claude,2013,OQ,"Public administration, education and health",43.0,380,0.11315789473684211,4,1
2716,Saint-Claude,2013,RU,Arts and other services,38.0,380,0.1,5,1
2716,Saint-Claude,2014,BE,Industry and energy,51.0,381,0.13385826771653545,2,1
2716,Saint-Claude,2014,FZ,Construction,44.0,381,0.11548556430446194,5,1
2716,Saint-Claude,2014,GI,"Trade, transport and hospitality",118.0,381,0.30971128608923887,1,1
2716,Saint-Claude,2014,JZ,Information and communication,8.0,381,0.02099737532808399,9,1
2716,Saint-Claude,2014,KZ,Financial and insurance activities,15.0,381,0.03937007874015748,7,1
2716,Saint-Claude,2014,LZ,Real estate activities,11.0,381,0.028871391076115485,8,1
2716,Saint-Claude,2014,MN,Professional and administrative services,51.0,381,0.13385826771653545,2,1
2716,Saint-Claude,2014,OQ,"Public administration, education and health",46.0,381,0.12073490813648294,4,1
2716,Saint-Claude,2014,RU,Arts and other services,37.0,381,0.09711286089238845,6,1
2716,Saint-Claude,2015,BE,Industry and energy,50.0,329,0.1519756838905775,3,1
2716,Saint-Claude,2015,FZ,Construction,35.0,329,0.10638297872340426,5,1
2716,Saint-Claude,2015,GI,"Trade, transport and hospitality",106.0,329,0.3221884498480243,1,1
2716,Saint-Claude,2015,JZ,Information and communication,9.0,329,0.02735562310030395,8,1
2716,Saint-Claude,2015,KZ,Financial and insurance activities,4.0,329,0.0121580547112462,9,1
2716,Saint-Claude,2015,LZ,Real estate activities,14.0,329,0.0425531914893617,7,1
2716,Saint-Claude,2015,MN,Professional and administrative services,37.0,329,0.11246200607902736,4,1
2716,Saint-Claude,2015,OQ,"Public administration, education and health",51.0,329,0.15501519756838905,2,1
2716,Saint-Claude,2015,RU,Arts and other services,23.0,329,0.06990881458966565,6,1
2716,Saint-Claude,2016,BE,Industry and energy,38.0,397,0.09571788413098237,6,1
2716,Saint-Claude,2016,FZ,Construction,50.0,397,0.12594458438287154,4,1
2716,Saint-Claude,2016,GI,"Trade, transport and hospitality",126.0,397,0.31738035264483627,1,1
2716,Saint-Claude,2016,JZ,Information and communication,5.0,397,0.012594458438287154,9,1
2716,Saint-Claude,2016,KZ,Financial and insurance activities,6.0,397,0.015113350125944584,8,1
2716,Saint-Claude,2016,LZ,Real estate activities,13.0,397,0.0327455919395466,7,1
2716,Saint-Claude,2016,MN,Professional and administrative services,50.0,397,0.12594458438287154,4,1
2716,Saint-Claude,2016,OQ,"Public administration, education and health",56.0,397,0.14105793450881612,2,1
2716,Saint-Claude,2016,RU,Arts and other services,53.0,397,0.13350125944584382,3,1
2716,Saint-Claude,2017,BE,Industry and energy,39.0,417,0.09352517985611511,5,1
2716,Saint-Claude,2017,FZ,Construction,55.0,417,0.13189448441247004,4,1
2716,Saint-Claude,2017,GI,"Trade, transport and hospitality",127.0,417,0.30455635491606714,1,1
2716,Saint-Claude,2017,JZ,Information and communication,6.0,417,0.014388489208633094,9,1
2716,Saint-Claude,2017,KZ,Financial and insurance activities,8.0,417,0.019184652278177457,8,1
2716,Saint-Claude,2017,LZ,Real estate activities,20.0,417,0.047961630695443645,7,1
2716,Saint-Claude,2017,MN,Professional and administrative services,63.0,417,0.1510791366906475,3,1
2716,Saint-Claude,2017,OQ,"Public administration, education and health",64.0,417,0.15347721822541965,2,1
2716,Saint-Claude,2017,RU,Arts and other services,35.0,417,0.08393285371702638,6,1
2716,Saint-Claude,2018,BE,Industry and energy,48.0,467,0.10278372591006424,5,1
2716,Saint-Claude,2018,FZ,Construction,49.0,467,0.10492505353319058,4,1
2716,Saint-Claude,2018,GI,"Trade, transport and hospitality",159.0,467,0.3404710920770878,1,1
2716,Saint-Claude,2018,JZ,Information and communication,10.0,467,0.021413276231263382,9,1
2716,Saint-Claude,2018,KZ,Financial and insurance activities,11.0,467,0.023554603854389723,8,1
2716,Saint-Claude,2018,LZ,Real estate activities,24.0,467,0.05139186295503212,7,1
2716,Saint-Claude,2018,MN,Professional and administrative services,60.0,467,0.1284796573875803,3,1
2716,Saint-Claude,2018,OQ,"Public administration, education and health",65.0,467,0.139186295503212,2,1
2716,Saint-Claude,2018,RU,Arts and other services,41.0,467,0.08779443254817987,6,1
2716,Saint-Claude,2019,BE,Industry and energy,46.0,534,0.08614232209737828,6,1
2716,Saint-Claude,2019,FZ,Construction,81.0,534,0.15168539325842698,3,1
2716,Saint-Claude,2019,GI,"Trade, transport and hospitality",173.0,534,0.32397003745318353,1,1
2716,Saint-Claude,2019,JZ,Information and communication,8.0,534,0.0149812734082397,9,1
2716,Saint-Claude,2019,KZ,Financial and insurance activities,13.0,534,0.024344569288389514,8,1
2716,Saint-Claude,2019,LZ,Real estate activities,16.0,534,0.0299625468164794,7,1
2716,Saint-Claude,2019,MN,Professional and administrative services,82.0,534,0.15355805243445692,2,1
2716,Saint-Claude,2019,OQ,"Public administration, education and health",60.0,534,0.11235955056179775,4,1
2716,Saint-Claude,2019,RU,Arts and other services,55.0,534,0.10299625468164794,5,1
2716,Saint-Claude,2020,BE,Industry and energy,55.0,540,0.10185185185185185,6,1
2716,Saint-Claude,2020,FZ,Construction,64.0,540,0.11851851851851852,3,1
2716,Saint-Claude,2020,GI,"Trade, transport and hospitality",181.0,540,0.3351851851851852,1,1
2716,Saint-Claude,2020,JZ,Information and communication,13.0,540,0.024074074074074074,7,1
2716,Saint-Claude,2020,KZ,Financial and insurance activities,8.0,540,0.014814814814814815,9,1
2716,Saint-Claude,2020,LZ,Real estate activities,13.0,540,0.024074074074074074,7,1
2716,Saint-Claude,2020,MN,Professional and administrative services,89.0,540,0.1648148148148148,2,1
2716,Saint-Claude,2020,OQ,"Public administration, education and health",59.0,540,0.10925925925925926,4,1
2716,Saint-Claude,2020,RU,Arts and other services,58.0,540,0.10740740740740741,5,1
2716,Saint-Claude,2021,BE,Industry and energy,62.0,666,0.09309309309309309,6,1
2716,Saint-Claude,2021,FZ,Construction,75.0,666,0.11261261261261261,5,1
2716,Saint-Claude,2021,GI,"Trade, transport and hospitality",199.0,666,0.2987987987987988,1,1
2716,Saint-Claude,2021,JZ,Information and communication,19.0,666,0.028528528528528527,8,1
2716,Saint-Claude,2021,KZ,Financial and insurance activities,14.0,666,0.021021021021021023,9,1
2716,Saint-Claude,2021,LZ,Real estate activities,23.0,666,0.03453453453453453,7,1
2716,Saint-Claude,2021,MN,Professional and administrative services,106.0,666,0.15915915915915915,2,1
2716,Saint-Claude,2021,OQ,"Public administration, education and health",78.0,666,0.11711711711711711,4,1
2716,Saint-Claude,2021,RU,Arts and other services,90.0,666,0.13513513513513514,3,1
2716,Saint-Claude,2022,BE,Industry and energy,81.0,666,0.12162162162162163,4,1
2716,Saint-Claude,2022,FZ,Construction,74.0,666,0.1111111111111111,5,1
2716,Saint-Claude,2022,GI,"Trade, transport and hospitality",163.0,666,0.24474474474474475,1,1
2716,Saint-Claude,2022,JZ,Information and communication,20.0,666,0.03003003003003003,9,1
2716,Saint-Claude,2022,KZ,Financial and insurance activities,22.0,666,0.03303303303303303,8,1
2716,Saint-Claude,2022,LZ,Real estate activities,31.0,666,0.046546546546546545,7,1
2716,Saint-Claude,2022,MN,Professional and administrative services,125.0,666,0.18768768768768768,2,1
2716,Saint-Claude,2022,OQ,"Public administration, education and health",66.0,666,0.0990990990990991,6,1
2716,Saint-Claude,2022,RU,Arts and other services,84.0,666,0.12612612612612611,3,1
2716,Saint-Claude,2023,BE,Industry and energy,100.0,658,0.1519756838905775,3,1
2716,Saint-Claude,2023,FZ,Construction,80.0,658,0.12158054711246201,5,1
2716,Saint-Claude,2023,GI,"Trade, transport and hospitality",164.0,658,0.24924012158054712,1,1
2716,Saint-Claude,2023,JZ,Information and communication,18.0,658,0.02735562310030395,8,1
2716,Saint-Claude,2023,KZ,Financial and insurance activities,15.0,658,0.022796352583586626,9,1
2716,Saint-Claude,2023,LZ,Real estate activities,27.0,658,0.041033434650455926,7,1
2716,Saint-Claude,2023,MN,Professional and administrative services,117.0,658,0.1778115501519757,2,1
2716,Saint-Claude,2023,OQ,"Public administration, education and health",55.0,658,0.08358662613981763,6,1
2716,Saint-Claude,2023,RU,Arts and other services,82.0,658,0.12462006079027356,4,1
2716,Saint-Claude,2024,BE,Industry and energy,105.0,737,0.14246947082767977,3,1
2716,Saint-Claude,2024,FZ,Construction,65.0,737,0.08819538670284939,6,1
2716,Saint-Claude,2024,GI,"Trade, transport and hospitality",197.0,737,0.2672998643147897,1,1
2716,Saint-Claude,2024,JZ,Information and communication,26.0,737,0.035278154681139755,8,1
2716,Saint-Claude,2024,KZ,Financial and insurance activities,17.0,737,0.023066485753052916,9,1
2716,Saint-Claude,2024,LZ,Real estate activities,41.0,737,0.05563093622795115,7,1
2716,Saint-Claude,2024,MN,Professional and administrative services,119.0,737,0.1614654002713704,2,1
2716,Saint-Claude,2024,OQ,"Public administration, education and health",83.0,737,0.11261872455902307,5,1
2716,Saint-Claude,2024,RU,Arts and other services,84.0,737,0.11397557666214382,4,1
2716,Saint-Claude,2025,BE,Industry and energy,84.0,741,0.11336032388663968,4,1
2716,Saint-Claude,2025,FZ,Construction,66.0,741,0.08906882591093117,5,1
2716,Saint-Claude,2025,GI,"Trade, transport and hospitality",170.0,741,0.22941970310391363,1,1
2716,Saint-Claude,2025,JZ,Information and communication,23.0,741,0.0310391363022942,8,1
2716,Saint-Claude,2025,KZ,Financial and insurance activities,11.0,741,0.014844804318488529,9,1
2716,Saint-Claude,2025,LZ,Real estate activities,44.0,741,0.059379217273954114,7,1
2716,Saint-Claude,2025,MN,Professional and administrative services,169.0,741,0.22807017543859648,2,1
2716,Saint-Claude,2025,OQ,"Public administration, education and health",65.0,741,0.08771929824561403,6,1
2716,Saint-Claude,2025,RU,Arts and other services,109.0,741,0.14709851551956815,3,1
2717,Sens,2012,BE,Industry and energy,58.0,903,0.06423034330011074,6,1
2717,Sens,2012,FZ,Construction,142.0,903,0.15725359911406422,2,1
2717,Sens,2012,GI,"Trade, transport and hospitality",306.0,903,0.3388704318936877,1,1
2717,Sens,2012,JZ,Information and communication,31.0,903,0.03433001107419712,7,1
2717,Sens,2012,KZ,Financial and insurance activities,25.0,903,0.02768549280177187,9,1
2717,Sens,2012,LZ,Real estate activities,29.0,903,0.03211517165005537,8,1
2717,Sens,2012,MN,Professional and administrative services,121.0,903,0.13399778516057587,3,1
2717,Sens,2012,OQ,"Public administration, education and health",85.0,903,0.09413067552602436,5,1
2717,Sens,2012,RU,Arts and other services,106.0,903,0.11738648947951273,4,1
2717,Sens,2013,BE,Industry and energy,45.0,845,0.05325443786982249,6,1
2717,Sens,2013,FZ,Construction,111.0,845,0.13136094674556212,4,1
2717,Sens,2013,GI,"Trade, transport and hospitality",293.0,845,0.3467455621301775,1,1
2717,Sens,2013,JZ,Information and communication,28.0,845,0.033136094674556214,7,1
2717,Sens,2013,KZ,Financial and insurance activities,26.0,845,0.03076923076923077,8,1
2717,Sens,2013,LZ,Real estate activities,23.0,845,0.027218934911242602,9,1
2717,Sens,2013,MN,Professional and administrative services,132.0,845,0.15621301775147928,2,1
2717,Sens,2013,OQ,"Public administration, education and health",72.0,845,0.08520710059171598,5,1
2717,Sens,2013,RU,Arts and other services,115.0,845,0.13609467455621302,3,1
2717,Sens,2014,BE,Industry and energy,48.0,890,0.05393258426966292,6,1
2717,Sens,2014,FZ,Construction,136.0,890,0.15280898876404495,2,1
2717,Sens,2014,GI,"Trade, transport and hospitality",313.0,890,0.35168539325842696,1,1
2717,Sens,2014,JZ,Information and communication,32.0,890,0.035955056179775284,7,1
2717,Sens,2014,KZ,Financial and insurance activities,28.0,890,0.03146067415730337,8,1
2717,Sens,2014,LZ,Real estate activities,27.0,890,0.030337078651685393,9,1
2717,Sens,2014,MN,Professional and administrative services,126.0,890,0.14157303370786517,3,1
2717,Sens,2014,OQ,"Public administration, education and health",97.0,890,0.10898876404494381,4,1
2717,Sens,2014,RU,Arts and other services,83.0,890,0.09325842696629214,5,1
2717,Sens,2015,BE,Industry and energy,45.0,813,0.055350553505535055,6,1
2717,Sens,2015,FZ,Construction,99.0,813,0.12177121771217712,3,1
2717,Sens,2015,GI,"Trade, transport and hospitality",307.0,813,0.37761377613776137,1,1
2717,Sens,2015,JZ,Information and communication,13.0,813,0.015990159901599015,9,1
2717,Sens,2015,KZ,Financial and insurance activities,28.0,813,0.03444034440344403,7,1
2717,Sens,2015,LZ,Real estate activities,27.0,813,0.033210332103321034,8,1
2717,Sens,2015,MN,Professional and administrative services,122.0,813,0.15006150061500614,2,1
2717,Sens,2015,OQ,"Public administration, education and health",81.0,813,0.0996309963099631,5,1
2717,Sens,2015,RU,Arts and other services,91.0,813,0.11193111931119311,4,1
2717,Sens,2016,BE,Industry and energy,40.0,801,0.049937578027465665,6,1
2717,Sens,2016,FZ,Construction,94.0,801,0.11735330836454431,3,1
2717,Sens,2016,GI,"Trade, transport and hospitality",310.0,801,0.38701622971285893,1,1
2717,Sens,2016,JZ,Information and communication,21.0,801,0.026217228464419477,7,1
2717,Sens,2016,KZ,Financial and insurance activities,9.0,801,0.011235955056179775,9,1
2717,Sens,2016,LZ,Real estate activities,20.0,801,0.024968789013732832,8,1
2717,Sens,2016,MN,Professional and administrative services,136.0,801,0.16978776529338327,2,1
2717,Sens,2016,OQ,"Public administration, education and health",93.0,801,0.11610486891385768,4,1
2717,Sens,2016,RU,Arts and other services,78.0,801,0.09737827715355805,5,1
2717,Sens,2017,BE,Industry and energy,51.0,963,0.0529595015576324,6,1
2717,Sens,2017,FZ,Construction,98.0,963,0.10176531671858775,4,1
2717,Sens,2017,GI,"Trade, transport and hospitality",424.0,963,0.4402907580477674,1,1
2717,Sens,2017,JZ,Information and communication,27.0,963,0.028037383177570093,8,1
2717,Sens,2017,KZ,Financial and insurance activities,22.0,963,0.02284527518172378,9,1
2717,Sens,2017,LZ,Real estate activities,28.0,963,0.029075804776739357,7,1
2717,Sens,2017,MN,Professional and administrative services,127.0,963,0.13187954309449637,2,1
2717,Sens,2017,OQ,"Public administration, education and health",101.0,963,0.10488058151609553,3,1
2717,Sens,2017,RU,Arts and other services,85.0,963,0.08826583592938733,5,1
2717,Sens,2018,BE,Industry and energy,61.0,1024,0.0595703125,7,1
2717,Sens,2018,FZ,Construction,105.0,1024,0.1025390625,3,1
2717,Sens,2018,GI,"Trade, transport and hospitality",379.0,1024,0.3701171875,1,1
2717,Sens,2018,JZ,Information and communication,21.0,1024,0.0205078125,9,1
2717,Sens,2018,KZ,Financial and insurance activities,35.0,1024,0.0341796875,8,1
2717,Sens,2018,LZ,Real estate activities,66.0,1024,0.064453125,6,1
2717,Sens,2018,MN,Professional and administrative services,179.0,1024,0.1748046875,2,1
2717,Sens,2018,OQ,"Public administration, education and health",88.0,1024,0.0859375,5,1
2717,Sens,2018,RU,Arts and other services,90.0,1024,0.087890625,4,1
2717,Sens,2019,BE,Industry and energy,64.0,1124,0.05693950177935943,7,1
2717,Sens,2019,FZ,Construction,129.0,1124,0.11476868327402136,3,1
2717,Sens,2019,GI,"Trade, transport and hospitality",374.0,1124,0.33274021352313166,1,1
2717,Sens,2019,JZ,Information and communication,44.0,1124,0.03914590747330961,8,1
2717,Sens,2019,KZ,Financial and insurance activities,25.0,1124,0.02224199288256228,9,1
2717,Sens,2019,LZ,Real estate activities,68.0,1124,0.060498220640569395,6,1
2717,Sens,2019,MN,Professional and administrative services,192.0,1124,0.1708185053380783,2,1
2717,Sens,2019,OQ,"Public administration, education and health",103.0,1124,0.09163701067615658,5,1
2717,Sens,2019,RU,Arts and other services,125.0,1124,0.11120996441281139,4,1
2717,Sens,2020,BE,Industry and energy,87.0,1316,0.06610942249240122,5,1
2717,Sens,2020,FZ,Construction,166.0,1316,0.12613981762917933,3,1
2717,Sens,2020,GI,"Trade, transport and hospitality",500.0,1316,0.3799392097264438,1,1
2717,Sens,2020,JZ,Information and communication,32.0,1316,0.0243161094224924,9,1
2717,Sens,2020,KZ,Financial and insurance activities,34.0,1316,0.025835866261398176,8,1
2717,Sens,2020,LZ,Real estate activities,86.0,1316,0.06534954407294832,6,1
2717,Sens,2020,MN,Professional and administrative services,211.0,1316,0.16033434650455927,2,1
2717,Sens,2020,OQ,"Public administration, education and health",82.0,1316,0.06231003039513678,7,1
2717,Sens,2020,RU,Arts and other services,118.0,1316,0.08966565349544073,4,1
2717,Sens,2021,BE,Industry and energy,140.0,1516,0.09234828496042216,5,1
2717,Sens,2021,FZ,Construction,156.0,1516,0.10290237467018469,4,1
2717,Sens,2021,GI,"Trade, transport and hospitality",558.0,1516,0.36807387862796836,1,1
2717,Sens,2021,JZ,Information and communication,40.0,1516,0.026385224274406333,8,1
2717,Sens,2021,KZ,Financial and insurance activities,25.0,1516,0.016490765171503958,9,1
2717,Sens,2021,LZ,Real estate activities,92.0,1516,0.06068601583113457,7,1
2717,Sens,2021,MN,Professional and administrative services,251.0,1516,0.16556728232189974,2,1
2717,Sens,2021,OQ,"Public administration, education and health",97.0,1516,0.06398416886543536,6,1
2717,Sens,2021,RU,Arts and other services,157.0,1516,0.10356200527704486,3,1
2717,Sens,2022,BE,Industry and energy,154.0,1498,0.102803738317757,4,1
2717,Sens,2022,FZ,Construction,136.0,1498,0.09078771695594126,5,1
2717,Sens,2022,GI,"Trade, transport and hospitality",407.0,1498,0.27169559412550065,1,1
2717,Sens,2022,JZ,Information and communication,60.0,1498,0.04005340453938585,8,1
2717,Sens,2022,KZ,Financial and insurance activities,56.0,1498,0.037383177570093455,9,1
2717,Sens,2022,LZ,Real estate activities,95.0,1498,0.06341789052069426,7,1
2717,Sens,2022,MN,Professional and administrative services,289.0,1498,0.19292389853137518,2,1
2717,Sens,2022,OQ,"Public administration, education and health",113.0,1498,0.07543391188251002,6,1
2717,Sens,2022,RU,Arts and other services,188.0,1498,0.12550066755674233,3,1
2717,Sens,2023,BE,Industry and energy,194.0,1492,0.13002680965147453,4,1
2717,Sens,2023,FZ,Construction,132.0,1492,0.08847184986595175,5,1
2717,Sens,2023,GI,"Trade, transport and hospitality",423.0,1492,0.28351206434316356,1,1
2717,Sens,2023,JZ,Information and communication,47.0,1492,0.03150134048257373,8,1
2717,Sens,2023,KZ,Financial and insurance activities,48.0,1492,0.032171581769437,7,1
2717,Sens,2023,LZ,Real estate activities,38.0,1492,0.02546916890080429,9,1
2717,Sens,2023,MN,Professional and administrative services,291.0,1492,0.1950402144772118,2,1
2717,Sens,2023,OQ,"Public administration, education and health",122.0,1492,0.08176943699731903,6,1
2717,Sens,2023,RU,Arts and other services,197.0,1492,0.13203753351206435,3,1
2717,Sens,2024,BE,Industry and energy,227.0,1783,0.12731351654514864,3,1
2717,Sens,2024,FZ,Construction,165.0,1783,0.09254066180594504,5,1
2717,Sens,2024,GI,"Trade, transport and hospitality",533.0,1783,0.2989343802579921,1,1
2717,Sens,2024,JZ,Information and communication,67.0,1783,0.03757711721817162,8,1
2717,Sens,2024,KZ,Financial and insurance activities,45.0,1783,0.025238362310712283,9,1
2717,Sens,2024,LZ,Real estate activities,76.0,1783,0.04262478968031408,7,1
2717,Sens,2024,MN,Professional and administrative services,332.0,1783,0.1862030286034773,2,1
2717,Sens,2024,OQ,"Public administration, education and health",129.0,1783,0.0723499719573752,6,1
2717,Sens,2024,RU,Arts and other services,209.0,1783,0.11721817162086372,4,1
2717,Sens,2025,BE,Industry and energy,203.0,1730,0.11734104046242774,4,1
2717,Sens,2025,FZ,Construction,159.0,1730,0.09190751445086705,5,1
2717,Sens,2025,GI,"Trade, transport and hospitality",481.0,1730,0.27803468208092486,1,1
2717,Sens,2025,JZ,Information and communication,66.0,1730,0.03815028901734104,7,1
2717,Sens,2025,KZ,Financial and insurance activities,38.0,1730,0.021965317919075144,9,1
2717,Sens,2025,LZ,Real estate activities,66.0,1730,0.03815028901734104,7,1
2717,Sens,2025,MN,Professional and administrative services,367.0,1730,0.21213872832369943,2,1
2717,Sens,2025,OQ,"Public administration, education and health",142.0,1730,0.08208092485549133,6,1
2717,Sens,2025,RU,Arts and other services,208.0,1730,0.12023121387283237,3,1
2718,Vesoul,2012,BE,Industry and energy,78.0,841,0.09274673008323424,6,1
2718,Vesoul,2012,FZ,Construction,104.0,841,0.12366230677764566,3,1
2718,Vesoul,2012,GI,"Trade, transport and hospitality",289.0,841,0.3436385255648038,1,1
2718,Vesoul,2012,JZ,Information and communication,13.0,841,0.015457788347205707,9,1
2718,Vesoul,2012,KZ,Financial and insurance activities,27.0,841,0.03210463733650416,7,1
2718,Vesoul,2012,LZ,Real estate activities,24.0,841,0.028537455410225922,8,1
