ze2020,ze2020_label,year,sector_code,sector_label,sector_establishment_creations,total_establishment_creations,sector_share,sector_rank_in_ze_year,mask_sector_available
4412,Nancy,2023,GI,"Trade, transport and hospitality",1858.0,7660,0.24255874673629244,1,1
4412,Nancy,2023,JZ,Information and communication,396.0,7660,0.051697127937336815,7,1
4412,Nancy,2023,KZ,Financial and insurance activities,262.0,7660,0.03420365535248042,9,1
4412,Nancy,2023,LZ,Real estate activities,296.0,7660,0.038642297650130546,8,1
4412,Nancy,2023,MN,Professional and administrative services,1744.0,7660,0.22767624020887728,2,1
4412,Nancy,2023,OQ,"Public administration, education and health",969.0,7660,0.1265013054830287,3,1
4412,Nancy,2023,RU,Arts and other services,912.0,7660,0.11906005221932114,4,1
4412,Nancy,2024,BE,Industry and energy,688.0,8174,0.08416931734768779,5,1
4412,Nancy,2024,FZ,Construction,649.0,8174,0.07939809150966479,6,1
4412,Nancy,2024,GI,"Trade, transport and hospitality",2053.0,8174,0.2511622216784928,1,1
4412,Nancy,2024,JZ,Information and communication,449.0,8174,0.054930266699290436,7,1
4412,Nancy,2024,KZ,Financial and insurance activities,249.0,8174,0.030462441888916076,9,1
4412,Nancy,2024,LZ,Real estate activities,384.0,8174,0.04697822363591877,8,1
4412,Nancy,2024,MN,Professional and administrative services,1834.0,8174,0.22436995351113287,2,1
4412,Nancy,2024,OQ,"Public administration, education and health",963.0,8174,0.11781257646195253,3,1
4412,Nancy,2024,RU,Arts and other services,905.0,8174,0.11071690726694397,4,1
4412,Nancy,2025,BE,Industry and energy,705.0,8166,0.08633357825128582,5,1
4412,Nancy,2025,FZ,Construction,592.0,8166,0.0724957139358315,6,1
4412,Nancy,2025,GI,"Trade, transport and hospitality",2124.0,8166,0.2601028655400441,1,1
4412,Nancy,2025,JZ,Information and communication,425.0,8166,0.05204506490325741,7,1
4412,Nancy,2025,KZ,Financial and insurance activities,207.0,8166,0.025349008082292433,9,1
4412,Nancy,2025,LZ,Real estate activities,350.0,8166,0.04286064168503551,8,1
4412,Nancy,2025,MN,Professional and administrative services,1834.0,8166,0.2245897624295861,2,1
4412,Nancy,2025,OQ,"Public administration, education and health",1037.0,8166,0.12698995836394808,3,1
4412,Nancy,2025,RU,Arts and other services,892.0,8166,0.10923340680871908,4,1
4413,Reims,2012,BE,Industry and energy,119.0,2649,0.04492261230653077,9,1
4413,Reims,2012,FZ,Construction,329.0,2649,0.12419781049452623,3,1
4413,Reims,2012,GI,"Trade, transport and hospitality",733.0,2649,0.27670819177047945,1,1
4413,Reims,2012,JZ,Information and communication,125.0,2649,0.04718761796904492,7,1
4413,Reims,2012,KZ,Financial and insurance activities,131.0,2649,0.04945262363155908,6,1
4413,Reims,2012,LZ,Real estate activities,120.0,2649,0.045300113250283124,8,1
4413,Reims,2012,MN,Professional and administrative services,462.0,2649,0.17440543601359004,2,1
4413,Reims,2012,OQ,"Public administration, education and health",326.0,2649,0.12306530766326916,4,1
4413,Reims,2012,RU,Arts and other services,304.0,2649,0.11476028690071725,5,1
4413,Reims,2013,BE,Industry and energy,108.0,2645,0.040831758034026465,7,1
4413,Reims,2013,FZ,Construction,350.0,2645,0.1323251417769376,4,1
4413,Reims,2013,GI,"Trade, transport and hospitality",769.0,2645,0.29073724007561436,1,1
4413,Reims,2013,JZ,Information and communication,102.0,2645,0.03856332703213611,8,1
4413,Reims,2013,KZ,Financial and insurance activities,111.0,2645,0.04196597353497165,6,1
4413,Reims,2013,LZ,Real estate activities,99.0,2645,0.037429111531190926,9,1
4413,Reims,2013,MN,Professional and administrative services,474.0,2645,0.17920604914933838,2,1
4413,Reims,2013,OQ,"Public administration, education and health",353.0,2645,0.1334593572778828,3,1
4413,Reims,2013,RU,Arts and other services,279.0,2645,0.1054820415879017,5,1
4413,Reims,2014,BE,Industry and energy,136.0,2644,0.05143721633888049,7,1
4413,Reims,2014,FZ,Construction,306.0,2644,0.1157337367624811,4,1
4413,Reims,2014,GI,"Trade, transport and hospitality",689.0,2644,0.26059001512859303,1,1
4413,Reims,2014,JZ,Information and communication,103.0,2644,0.03895612708018154,8,1
4413,Reims,2014,KZ,Financial and insurance activities,145.0,2644,0.054841149773071106,6,1
4413,Reims,2014,LZ,Real estate activities,88.0,2644,0.03328290468986384,9,1
4413,Reims,2014,MN,Professional and administrative services,507.0,2644,0.1917549167927383,2,1
4413,Reims,2014,OQ,"Public administration, education and health",377.0,2644,0.14258698940998488,3,1
4413,Reims,2014,RU,Arts and other services,293.0,2644,0.11081694402420575,5,1
4413,Reims,2015,BE,Industry and energy,133.0,2550,0.05215686274509804,7,1
4413,Reims,2015,FZ,Construction,241.0,2550,0.09450980392156863,5,1
4413,Reims,2015,GI,"Trade, transport and hospitality",740.0,2550,0.2901960784313726,1,1
4413,Reims,2015,JZ,Information and communication,74.0,2550,0.029019607843137254,9,1
4413,Reims,2015,KZ,Financial and insurance activities,146.0,2550,0.05725490196078432,6,1
4413,Reims,2015,LZ,Real estate activities,98.0,2550,0.038431372549019606,8,1
4413,Reims,2015,MN,Professional and administrative services,470.0,2550,0.1843137254901961,2,1
4413,Reims,2015,OQ,"Public administration, education and health",389.0,2550,0.15254901960784314,3,1
4413,Reims,2015,RU,Arts and other services,259.0,2550,0.10156862745098039,4,1
4413,Reims,2016,BE,Industry and energy,152.0,2790,0.05448028673835126,6,1
4413,Reims,2016,FZ,Construction,297.0,2790,0.1064516129032258,4,1
4413,Reims,2016,GI,"Trade, transport and hospitality",855.0,2790,0.3064516129032258,1,1
4413,Reims,2016,JZ,Information and communication,79.0,2790,0.028315412186379927,8,1
4413,Reims,2016,KZ,Financial and insurance activities,122.0,2790,0.04372759856630824,7,1
4413,Reims,2016,LZ,Real estate activities,78.0,2790,0.02795698924731183,9,1
4413,Reims,2016,MN,Professional and administrative services,514.0,2790,0.18422939068100358,2,1
4413,Reims,2016,OQ,"Public administration, education and health",407.0,2790,0.14587813620071685,3,1
4413,Reims,2016,RU,Arts and other services,286.0,2790,0.1025089605734767,5,1
4413,Reims,2017,BE,Industry and energy,148.0,3165,0.04676145339652449,6,1
4413,Reims,2017,FZ,Construction,251.0,3165,0.07930489731437598,5,1
4413,Reims,2017,GI,"Trade, transport and hospitality",1165.0,3165,0.36808846761453395,1,1
4413,Reims,2017,JZ,Information and communication,96.0,3165,0.03033175355450237,9,1
4413,Reims,2017,KZ,Financial and insurance activities,145.0,3165,0.045813586097946286,7,1
4413,Reims,2017,LZ,Real estate activities,123.0,3165,0.03886255924170616,8,1
4413,Reims,2017,MN,Professional and administrative services,584.0,3165,0.18451816745655608,2,1
4413,Reims,2017,OQ,"Public administration, education and health",362.0,3165,0.11437598736176935,3,1
4413,Reims,2017,RU,Arts and other services,291.0,3165,0.09194312796208531,4,1
4413,Reims,2018,BE,Industry and energy,151.0,3645,0.04142661179698217,6,1
4413,Reims,2018,FZ,Construction,290.0,3645,0.07956104252400549,5,1
4413,Reims,2018,GI,"Trade, transport and hospitality",1358.0,3645,0.37256515775034293,1,1
4413,Reims,2018,JZ,Information and communication,120.0,3645,0.03292181069958848,9,1
4413,Reims,2018,KZ,Financial and insurance activities,148.0,3645,0.04060356652949246,7,1
4413,Reims,2018,LZ,Real estate activities,144.0,3645,0.03950617283950617,8,1
4413,Reims,2018,MN,Professional and administrative services,673.0,3645,0.18463648834019206,2,1
4413,Reims,2018,OQ,"Public administration, education and health",450.0,3645,0.12345679012345678,3,1
4413,Reims,2018,RU,Arts and other services,311.0,3645,0.08532235939643347,4,1
4413,Reims,2019,BE,Industry and energy,176.0,4164,0.04226705091258405,7,1
4413,Reims,2019,FZ,Construction,363.0,4164,0.08717579250720461,5,1
4413,Reims,2019,GI,"Trade, transport and hospitality",1416.0,4164,0.3400576368876081,1,1
4413,Reims,2019,JZ,Information and communication,140.0,4164,0.03362151777137368,9,1
4413,Reims,2019,KZ,Financial and insurance activities,167.0,4164,0.04010566762728146,8,1
4413,Reims,2019,LZ,Real estate activities,219.0,4164,0.05259365994236311,6,1
4413,Reims,2019,MN,Professional and administrative services,804.0,4164,0.1930835734870317,2,1
4413,Reims,2019,OQ,"Public administration, education and health",478.0,4164,0.11479346781940442,3,1
4413,Reims,2019,RU,Arts and other services,401.0,4164,0.0963016330451489,4,1
4413,Reims,2020,BE,Industry and energy,186.0,4370,0.042562929061784896,7,1
4413,Reims,2020,FZ,Construction,382.0,4370,0.0874141876430206,4,1
4413,Reims,2020,GI,"Trade, transport and hospitality",1727.0,4370,0.39519450800915334,1,1
4413,Reims,2020,JZ,Information and communication,160.0,4370,0.036613272311212815,8,1
4413,Reims,2020,KZ,Financial and insurance activities,156.0,4370,0.035697940503432495,9,1
4413,Reims,2020,LZ,Real estate activities,217.0,4370,0.04965675057208238,6,1
4413,Reims,2020,MN,Professional and administrative services,771.0,4370,0.17643020594965675,2,1
4413,Reims,2020,OQ,"Public administration, education and health",432.0,4370,0.0988558352402746,3,1
4413,Reims,2020,RU,Arts and other services,339.0,4370,0.07757437070938215,5,1
4413,Reims,2021,BE,Industry and energy,260.0,5914,0.043963476496449105,7,1
4413,Reims,2021,FZ,Construction,454.0,5914,0.07676699357456881,5,1
4413,Reims,2021,GI,"Trade, transport and hospitality",2250.0,5914,0.3804531619885019,1,1
4413,Reims,2021,JZ,Information and communication,206.0,5914,0.03483260060872506,9,1
4413,Reims,2021,KZ,Financial and insurance activities,253.0,5914,0.042779844436929323,8,1
4413,Reims,2021,LZ,Real estate activities,278.0,5914,0.04700710179235712,6,1
4413,Reims,2021,MN,Professional and administrative services,1148.0,5914,0.1941156577612445,2,1
4413,Reims,2021,OQ,"Public administration, education and health",594.0,5914,0.1004396347649645,3,1
4413,Reims,2021,RU,Arts and other services,471.0,5914,0.07964152857625972,4,1
4413,Reims,2022,BE,Industry and energy,284.0,5717,0.04967640370823859,7,1
4413,Reims,2022,FZ,Construction,442.0,5717,0.07731327619380794,5,1
4413,Reims,2022,GI,"Trade, transport and hospitality",1856.0,5717,0.3246457932482071,1,1
4413,Reims,2022,JZ,Information and communication,247.0,5717,0.04320447787301032,8,1
4413,Reims,2022,KZ,Financial and insurance activities,206.0,5717,0.03603288437991954,9,1
4413,Reims,2022,LZ,Real estate activities,286.0,5717,0.050026237537169845,6,1
4413,Reims,2022,MN,Professional and administrative services,1234.0,5717,0.21584747245058597,2,1
4413,Reims,2022,OQ,"Public administration, education and health",628.0,5717,0.1098478222844149,3,1
4413,Reims,2022,RU,Arts and other services,534.0,5717,0.0934056323246458,4,1
4413,Reims,2023,BE,Industry and energy,303.0,5365,0.056477166821994405,7,1
4413,Reims,2023,FZ,Construction,410.0,5365,0.07642124883504194,5,1
4413,Reims,2023,GI,"Trade, transport and hospitality",1616.0,5365,0.3012115563839702,1,1
4413,Reims,2023,JZ,Information and communication,327.0,5365,0.06095060577819199,6,1
4413,Reims,2023,KZ,Financial and insurance activities,207.0,5365,0.0385834109972041,9,1
4413,Reims,2023,LZ,Real estate activities,267.0,5365,0.04976700838769804,8,1
4413,Reims,2023,MN,Professional and administrative services,1180.0,5365,0.21994408201304752,2,1
4413,Reims,2023,OQ,"Public administration, education and health",548.0,5365,0.102143522833178,3,1
4413,Reims,2023,RU,Arts and other services,507.0,5365,0.09450139794967381,4,1
4413,Reims,2024,BE,Industry and energy,362.0,5996,0.06037358238825884,6,1
4413,Reims,2024,FZ,Construction,430.0,5996,0.07171447631754503,5,1
4413,Reims,2024,GI,"Trade, transport and hospitality",1997.0,5996,0.33305537024683124,1,1
4413,Reims,2024,JZ,Information and communication,254.0,5996,0.04236157438292195,8,1
4413,Reims,2024,KZ,Financial and insurance activities,198.0,5996,0.03302201467645097,9,1
4413,Reims,2024,LZ,Real estate activities,284.0,5996,0.047364909939959975,7,1
4413,Reims,2024,MN,Professional and administrative services,1317.0,5996,0.21964643095396932,2,1
4413,Reims,2024,OQ,"Public administration, education and health",590.0,5996,0.09839893262174783,3,1
4413,Reims,2024,RU,Arts and other services,564.0,5996,0.09406270847231488,4,1
4413,Reims,2025,BE,Industry and energy,374.0,5935,0.06301600673967986,6,1
4413,Reims,2025,FZ,Construction,380.0,5935,0.06402695871946082,5,1
4413,Reims,2025,GI,"Trade, transport and hospitality",1788.0,5935,0.3012636899747262,1,1
4413,Reims,2025,JZ,Information and communication,307.0,5935,0.051727042965459144,7,1
4413,Reims,2025,KZ,Financial and insurance activities,192.0,5935,0.03235046335299073,9,1
4413,Reims,2025,LZ,Real estate activities,298.0,5935,0.0502106149957877,8,1
4413,Reims,2025,MN,Professional and administrative services,1362.0,5935,0.229486099410278,2,1
4413,Reims,2025,OQ,"Public administration, education and health",637.0,5935,0.10732940185341196,3,1
4413,Reims,2025,RU,Arts and other services,597.0,5935,0.10058972198820557,4,1
4414,Remiremont,2012,BE,Industry and energy,59.0,694,0.08501440922190202,6,1
4414,Remiremont,2012,FZ,Construction,107.0,694,0.15417867435158503,2,1
4414,Remiremont,2012,GI,"Trade, transport and hospitality",222.0,694,0.31988472622478387,1,1
4414,Remiremont,2012,JZ,Information and communication,13.0,694,0.018731988472622477,9,1
4414,Remiremont,2012,KZ,Financial and insurance activities,26.0,694,0.037463976945244955,8,1
4414,Remiremont,2012,LZ,Real estate activities,32.0,694,0.04610951008645533,7,1
4414,Remiremont,2012,MN,Professional and administrative services,90.0,694,0.12968299711815562,3,1
4414,Remiremont,2012,OQ,"Public administration, education and health",69.0,694,0.0994236311239193,5,1
4414,Remiremont,2012,RU,Arts and other services,76.0,694,0.10951008645533142,4,1
4414,Remiremont,2013,BE,Industry and energy,90.0,801,0.11235955056179775,3,1
4414,Remiremont,2013,FZ,Construction,94.0,801,0.11735330836454431,2,1
4414,Remiremont,2013,GI,"Trade, transport and hospitality",286.0,801,0.3570536828963795,1,1
4414,Remiremont,2013,JZ,Information and communication,14.0,801,0.017478152309612985,9,1
4414,Remiremont,2013,KZ,Financial and insurance activities,22.0,801,0.02746566791510612,8,1
4414,Remiremont,2013,LZ,Real estate activities,36.0,801,0.0449438202247191,7,1
4414,Remiremont,2013,MN,Professional and administrative services,90.0,801,0.11235955056179775,3,1
4414,Remiremont,2013,OQ,"Public administration, education and health",82.0,801,0.10237203495630462,6,1
4414,Remiremont,2013,RU,Arts and other services,87.0,801,0.10861423220973783,5,1
4414,Remiremont,2014,BE,Industry and energy,72.0,731,0.09849521203830369,5,1
4414,Remiremont,2014,FZ,Construction,90.0,731,0.12311901504787962,3,1
4414,Remiremont,2014,GI,"Trade, transport and hospitality",266.0,731,0.36388508891928867,1,1
4414,Remiremont,2014,JZ,Information and communication,13.0,731,0.017783857729138167,9,1
4414,Remiremont,2014,KZ,Financial and insurance activities,16.0,731,0.02188782489740082,8,1
4414,Remiremont,2014,LZ,Real estate activities,27.0,731,0.036935704514363885,7,1
4414,Remiremont,2014,MN,Professional and administrative services,100.0,731,0.13679890560875513,2,1
4414,Remiremont,2014,OQ,"Public administration, education and health",87.0,731,0.11901504787961696,4,1
4414,Remiremont,2014,RU,Arts and other services,60.0,731,0.08207934336525308,6,1
4414,Remiremont,2015,BE,Industry and energy,52.0,685,0.07591240875912408,6,1
4414,Remiremont,2015,FZ,Construction,67.0,685,0.09781021897810219,4,1
4414,Remiremont,2015,GI,"Trade, transport and hospitality",248.0,685,0.362043795620438,1,1
4414,Remiremont,2015,JZ,Information and communication,23.0,685,0.033576642335766425,8,1
4414,Remiremont,2015,KZ,Financial and insurance activities,19.0,685,0.027737226277372264,9,1
4414,Remiremont,2015,LZ,Real estate activities,24.0,685,0.035036496350364967,7,1
4414,Remiremont,2015,MN,Professional and administrative services,92.0,685,0.1343065693430657,3,1
4414,Remiremont,2015,OQ,"Public administration, education and health",99.0,685,0.14452554744525548,2,1
4414,Remiremont,2015,RU,Arts and other services,61.0,685,0.08905109489051095,5,1
4414,Remiremont,2016,BE,Industry and energy,51.0,646,0.07894736842105263,6,1
4414,Remiremont,2016,FZ,Construction,70.0,646,0.10835913312693499,4,1
4414,Remiremont,2016,GI,"Trade, transport and hospitality",243.0,646,0.3761609907120743,1,1
4414,Remiremont,2016,JZ,Information and communication,16.0,646,0.02476780185758514,9,1
4414,Remiremont,2016,KZ,Financial and insurance activities,18.0,646,0.02786377708978328,8,1
4414,Remiremont,2016,LZ,Real estate activities,34.0,646,0.05263157894736842,7,1
4414,Remiremont,2016,MN,Professional and administrative services,84.0,646,0.13003095975232198,2,1
4414,Remiremont,2016,OQ,"Public administration, education and health",59.0,646,0.0913312693498452,5,1
4414,Remiremont,2016,RU,Arts and other services,71.0,646,0.10990712074303406,3,1
4414,Remiremont,2017,BE,Industry and energy,50.0,691,0.0723589001447178,6,1
4414,Remiremont,2017,FZ,Construction,68.0,691,0.09840810419681621,3,1
4414,Remiremont,2017,GI,"Trade, transport and hospitality",237.0,691,0.3429811866859624,1,1
4414,Remiremont,2017,JZ,Information and communication,12.0,691,0.017366136034732273,9,1
4414,Remiremont,2017,KZ,Financial and insurance activities,23.0,691,0.03328509406657019,8,1
4414,Remiremont,2017,LZ,Real estate activities,49.0,691,0.07091172214182344,7,1
4414,Remiremont,2017,MN,Professional and administrative services,137.0,691,0.19826338639652677,2,1
4414,Remiremont,2017,OQ,"Public administration, education and health",58.0,691,0.08393632416787265,4,1
4414,Remiremont,2017,RU,Arts and other services,57.0,691,0.0824891461649783,5,1
4414,Remiremont,2018,BE,Industry and energy,52.0,711,0.07313642756680731,6,1
4414,Remiremont,2018,FZ,Construction,72.0,711,0.10126582278481013,3,1
4414,Remiremont,2018,GI,"Trade, transport and hospitality",264.0,711,0.37130801687763715,1,1
4414,Remiremont,2018,JZ,Information and communication,17.0,711,0.02390998593530239,9,1
4414,Remiremont,2018,KZ,Financial and insurance activities,20.0,711,0.02812939521800281,8,1
4414,Remiremont,2018,LZ,Real estate activities,32.0,711,0.0450070323488045,7,1
4414,Remiremont,2018,MN,Professional and administrative services,124.0,711,0.17440225035161744,2,1
4414,Remiremont,2018,OQ,"Public administration, education and health",64.0,711,0.090014064697609,5,1
4414,Remiremont,2018,RU,Arts and other services,66.0,711,0.09282700421940929,4,1
4414,Remiremont,2019,BE,Industry and energy,64.0,848,0.07547169811320754,6,1
4414,Remiremont,2019,FZ,Construction,94.0,848,0.11084905660377359,3,1
4414,Remiremont,2019,GI,"Trade, transport and hospitality",276.0,848,0.32547169811320753,1,1
4414,Remiremont,2019,JZ,Information and communication,26.0,848,0.030660377358490566,9,1
4414,Remiremont,2019,KZ,Financial and insurance activities,30.0,848,0.03537735849056604,8,1
4414,Remiremont,2019,LZ,Real estate activities,48.0,848,0.05660377358490566,7,1
4414,Remiremont,2019,MN,Professional and administrative services,133.0,848,0.15683962264150944,2,1
4414,Remiremont,2019,OQ,"Public administration, education and health",90.0,848,0.10613207547169812,4,1
4414,Remiremont,2019,RU,Arts and other services,87.0,848,0.10259433962264151,5,1
4414,Remiremont,2020,BE,Industry and energy,65.0,888,0.0731981981981982,6,1
4414,Remiremont,2020,FZ,Construction,101.0,888,0.11373873873873874,3,1
4414,Remiremont,2020,GI,"Trade, transport and hospitality",322.0,888,0.36261261261261263,1,1
4414,Remiremont,2020,JZ,Information and communication,18.0,888,0.02027027027027027,9,1
4414,Remiremont,2020,KZ,Financial and insurance activities,19.0,888,0.021396396396396396,8,1
4414,Remiremont,2020,LZ,Real estate activities,50.0,888,0.05630630630630631,7,1
4414,Remiremont,2020,MN,Professional and administrative services,154.0,888,0.17342342342342343,2,1
4414,Remiremont,2020,OQ,"Public administration, education and health",73.0,888,0.08220720720720721,5,1
4414,Remiremont,2020,RU,Arts and other services,86.0,888,0.09684684684684684,4,1
4414,Remiremont,2021,BE,Industry and energy,76.0,947,0.08025343189017951,6,1
4414,Remiremont,2021,FZ,Construction,84.0,947,0.08870116156282999,5,1
4414,Remiremont,2021,GI,"Trade, transport and hospitality",279.0,947,0.2946145723336853,1,1
4414,Remiremont,2021,JZ,Information and communication,29.0,947,0.030623020063357972,8,1
4414,Remiremont,2021,KZ,Financial and insurance activities,23.0,947,0.024287222808870117,9,1
4414,Remiremont,2021,LZ,Real estate activities,66.0,947,0.06969376979936642,7,1
4414,Remiremont,2021,MN,Professional and administrative services,176.0,947,0.18585005279831046,2,1
4414,Remiremont,2021,OQ,"Public administration, education and health",109.0,947,0.11510031678986272,3,1
4414,Remiremont,2021,RU,Arts and other services,105.0,947,0.11087645195353749,4,1
4414,Remiremont,2022,BE,Industry and energy,90.0,1023,0.08797653958944282,6,1
4414,Remiremont,2022,FZ,Construction,113.0,1023,0.1104594330400782,4,1
4414,Remiremont,2022,GI,"Trade, transport and hospitality",268.0,1023,0.2619745845552297,1,1
4414,Remiremont,2022,JZ,Information and communication,27.0,1023,0.026392961876832845,9,1
4414,Remiremont,2022,KZ,Financial and insurance activities,35.0,1023,0.03421309872922776,8,1
4414,Remiremont,2022,LZ,Real estate activities,78.0,1023,0.07624633431085044,7,1
4414,Remiremont,2022,MN,Professional and administrative services,188.0,1023,0.18377321603128055,2,1
4414,Remiremont,2022,OQ,"Public administration, education and health",97.0,1023,0.09481915933528837,5,1
4414,Remiremont,2022,RU,Arts and other services,127.0,1023,0.1241446725317693,3,1
4414,Remiremont,2023,BE,Industry and energy,115.0,1025,0.11219512195121951,4,1
4414,Remiremont,2023,FZ,Construction,91.0,1025,0.08878048780487804,5,1
4414,Remiremont,2023,GI,"Trade, transport and hospitality",251.0,1025,0.2448780487804878,1,1
4414,Remiremont,2023,JZ,Information and communication,29.0,1025,0.02829268292682927,9,1
4414,Remiremont,2023,KZ,Financial and insurance activities,34.0,1025,0.033170731707317075,8,1
4414,Remiremont,2023,LZ,Real estate activities,64.0,1025,0.0624390243902439,7,1
4414,Remiremont,2023,MN,Professional and administrative services,205.0,1025,0.2,2,1
4414,Remiremont,2023,OQ,"Public administration, education and health",89.0,1025,0.08682926829268292,6,1
4414,Remiremont,2023,RU,Arts and other services,147.0,1025,0.14341463414634145,3,1
4414,Remiremont,2024,BE,Industry and energy,132.0,1082,0.12199630314232902,4,1
4414,Remiremont,2024,FZ,Construction,90.0,1082,0.08317929759704251,6,1
4414,Remiremont,2024,GI,"Trade, transport and hospitality",257.0,1082,0.23752310536044363,1,1
4414,Remiremont,2024,JZ,Information and communication,39.0,1082,0.036044362292051754,8,1
4414,Remiremont,2024,KZ,Financial and insurance activities,26.0,1082,0.024029574861367836,9,1
4414,Remiremont,2024,LZ,Real estate activities,64.0,1082,0.059149722735674676,7,1
4414,Remiremont,2024,MN,Professional and administrative services,222.0,1082,0.20517560073937152,2,1
4414,Remiremont,2024,OQ,"Public administration, education and health",114.0,1082,0.10536044362292052,5,1
4414,Remiremont,2024,RU,Arts and other services,138.0,1082,0.12754158964879853,3,1
4414,Remiremont,2025,BE,Industry and energy,153.0,1185,0.1291139240506329,3,1
4414,Remiremont,2025,FZ,Construction,100.0,1185,0.08438818565400844,6,1
4414,Remiremont,2025,GI,"Trade, transport and hospitality",282.0,1185,0.2379746835443038,1,1
4414,Remiremont,2025,JZ,Information and communication,38.0,1185,0.032067510548523206,8,1
4414,Remiremont,2025,KZ,Financial and insurance activities,25.0,1185,0.02109704641350211,9,1
4414,Remiremont,2025,LZ,Real estate activities,77.0,1185,0.06497890295358649,7,1
4414,Remiremont,2025,MN,Professional and administrative services,246.0,1185,0.20759493670886076,2,1
4414,Remiremont,2025,OQ,"Public administration, education and health",114.0,1185,0.09620253164556962,5,1
4414,Remiremont,2025,RU,Arts and other services,150.0,1185,0.12658227848101267,4,1
4415,Romilly-sur-Seine,2012,BE,Industry and energy,48.0,522,0.09195402298850575,5,1
4415,Romilly-sur-Seine,2012,FZ,Construction,89.0,522,0.17049808429118773,2,1
4415,Romilly-sur-Seine,2012,GI,"Trade, transport and hospitality",155.0,522,0.29693486590038315,1,1
4415,Romilly-sur-Seine,2012,JZ,Information and communication,13.0,522,0.02490421455938697,9,1
4415,Romilly-sur-Seine,2012,KZ,Financial and insurance activities,14.0,522,0.02681992337164751,8,1
4415,Romilly-sur-Seine,2012,LZ,Real estate activities,17.0,522,0.032567049808429116,7,1
4415,Romilly-sur-Seine,2012,MN,Professional and administrative services,78.0,522,0.14942528735632185,3,1
4415,Romilly-sur-Seine,2012,OQ,"Public administration, education and health",36.0,522,0.06896551724137931,6,1
4415,Romilly-sur-Seine,2012,RU,Arts and other services,72.0,522,0.13793103448275862,4,1
4415,Romilly-sur-Seine,2013,BE,Industry and energy,54.0,556,0.09712230215827339,5,1
4415,Romilly-sur-Seine,2013,FZ,Construction,75.0,556,0.13489208633093525,2,1
4415,Romilly-sur-Seine,2013,GI,"Trade, transport and hospitality",172.0,556,0.30935251798561153,1,1
4415,Romilly-sur-Seine,2013,JZ,Information and communication,15.0,556,0.02697841726618705,9,1
4415,Romilly-sur-Seine,2013,KZ,Financial and insurance activities,24.0,556,0.04316546762589928,7,1
4415,Romilly-sur-Seine,2013,LZ,Real estate activities,24.0,556,0.04316546762589928,7,1
4415,Romilly-sur-Seine,2013,MN,Professional and administrative services,70.0,556,0.12589928057553956,4,1
4415,Romilly-sur-Seine,2013,OQ,"Public administration, education and health",49.0,556,0.08812949640287769,6,1
4415,Romilly-sur-Seine,2013,RU,Arts and other services,73.0,556,0.13129496402877697,3,1
4415,Romilly-sur-Seine,2014,BE,Industry and energy,53.0,593,0.0893760539629005,6,1
4415,Romilly-sur-Seine,2014,FZ,Construction,90.0,593,0.15177065767284992,2,1
4415,Romilly-sur-Seine,2014,GI,"Trade, transport and hospitality",193.0,593,0.3254637436762226,1,1
4415,Romilly-sur-Seine,2014,JZ,Information and communication,9.0,593,0.01517706576728499,9,1
4415,Romilly-sur-Seine,2014,KZ,Financial and insurance activities,20.0,593,0.03372681281618887,8,1
4415,Romilly-sur-Seine,2014,LZ,Real estate activities,21.0,593,0.03541315345699832,7,1
4415,Romilly-sur-Seine,2014,MN,Professional and administrative services,67.0,593,0.11298482293423272,4,1
4415,Romilly-sur-Seine,2014,OQ,"Public administration, education and health",56.0,593,0.09443507588532883,5,1
4415,Romilly-sur-Seine,2014,RU,Arts and other services,84.0,593,0.14165261382799327,3,1
4415,Romilly-sur-Seine,2015,BE,Industry and energy,37.0,441,0.08390022675736962,6,1
4415,Romilly-sur-Seine,2015,FZ,Construction,48.0,441,0.10884353741496598,3,1
4415,Romilly-sur-Seine,2015,GI,"Trade, transport and hospitality",170.0,441,0.3854875283446712,1,1
4415,Romilly-sur-Seine,2015,JZ,Information and communication,7.0,441,0.015873015873015872,9,1
4415,Romilly-sur-Seine,2015,KZ,Financial and insurance activities,22.0,441,0.049886621315192746,7,1
4415,Romilly-sur-Seine,2015,LZ,Real estate activities,13.0,441,0.02947845804988662,8,1
4415,Romilly-sur-Seine,2015,MN,Professional and administrative services,53.0,441,0.12018140589569161,2,1
4415,Romilly-sur-Seine,2015,OQ,"Public administration, education and health",47.0,441,0.10657596371882086,4,1
4415,Romilly-sur-Seine,2015,RU,Arts and other services,44.0,441,0.09977324263038549,5,1
4415,Romilly-sur-Seine,2016,BE,Industry and energy,95.0,560,0.16964285714285715,2,1
4415,Romilly-sur-Seine,2016,FZ,Construction,67.0,560,0.11964285714285715,4,1
4415,Romilly-sur-Seine,2016,GI,"Trade, transport and hospitality",179.0,560,0.3196428571428571,1,1
4415,Romilly-sur-Seine,2016,JZ,Information and communication,14.0,560,0.025,9,1
4415,Romilly-sur-Seine,2016,KZ,Financial and insurance activities,16.0,560,0.02857142857142857,8,1
4415,Romilly-sur-Seine,2016,LZ,Real estate activities,17.0,560,0.030357142857142857,7,1
4415,Romilly-sur-Seine,2016,MN,Professional and administrative services,73.0,560,0.13035714285714287,3,1
4415,Romilly-sur-Seine,2016,OQ,"Public administration, education and health",56.0,560,0.1,5,1
4415,Romilly-sur-Seine,2016,RU,Arts and other services,43.0,560,0.07678571428571429,6,1
